Enron Ref#,Cust Name,Acct Desc,UDC,UDC Acct#,Address,City,ST,Zip,Submit Date,Enron Acctd ID,Commodity
194970000,BOSTON PROPERTIES,BOSTON PROPERTIES,Boston Edison Company,26015751006,800 BOYLSTON ST 30FL ,BOSTON,MA,02199,06/26/2001,142890000,Electric
194970000,BOSTON PROPERTIES,BOSTON PROPERTIES,Boston Edison Company,26015761005,800 BOYLSTON ST ,BOSTON,MA,02199,06/26/2001,142900000,Electric
194970000,BOSTON PROPERTIES,BOSTON PROPERTIES,Boston Edison Company,26015871002,800 BOYLSTON ST PUB ,BOSTON,MA,02199,06/26/2001,142910000,Electric
194970000,BOSTON PROPERTIES,BOSTON PROPERTIES,Boston Edison Company,26016481009,101 HUNTINGTON AVE 24/1 ,BOSTON,MA,02116,06/26/2001,142920000,Electric
194970000,BOSTON PROPERTIES,BOSTON PROPERTIES,Boston Edison Company,26016501004,800 BOYLSTON ST ,BOSTON,MA,02199,06/26/2001,142930000,Electric
194970000,BOSTON PROPERTIES,BOSTON PROPERTIES,Boston Edison Company,26016641008,101 HUNTINGTON AVE PUB ,BOSTON,MA,02199,06/26/2001,142940000,Electric
194970000,BOSTON PROPERTIES,BOSTON PROPERTIES,Boston Edison Company,26017421004,800 BOYLSTON ST ,BOSTON,MA,02199,06/26/2001,142950000,Electric
194970000,BOSTON PROPERTIES,BOSTON PROPERTIES,Boston Edison Company,26066681003,200 WEST ST ,WALTHAM,MA,02451,06/26/2001,142960000,Electric
194950000,CARNEY HOSPITAL,CARITAS CHRISTI HEALTH CARE SY,Boston Edison Company,26718681005,2100 DORCHESTER AVE ,DORCHESTER,MA,02124,06/26/2001,142820000,Electric
190200000,CITY OF EASTHAMPTON,EASTHAMPTON CITY OF,Western Massachusetts Electric,034924515,BROOK ST ,EASTHAMPTON,MA,01027,06/26/2001,134720000,Electric
196790000,CITY OF HAVERHILL,CITY OF HAVERHILL,Massachusetts Electric Company,05061246018502,40 BAILEY BLVD ,HAVERHILL,MA,01830,08/20/2001,154710000,Electric
196120000,CROWN CORK AND SEAL CO INC,CROWN CORK AND SEAL CO INC,Massachusetts Electric Company,05041000772003,155 SHEPARD ST ,LAWRENCE,MA,01843,07/05/2001,154200000,Electric
190050000,EASTHAMPTON SAVINGS BANK,EASTHAMPTON SAVINGS BANK,Western Massachusetts Electric,012646842,100 EAST ST ,HADLEY,MA,01035,05/23/2001,134670000,Electric
190050000,EASTHAMPTON SAVINGS BANK,EASTHAMPTON SAVINGS BANK,Western Massachusetts Electric,014444111,36 MAIN ST P O BOX 351,EASTHAMPTON,MA,01027,05/24/2001,134760000,Electric
190050000,EASTHAMPTON SAVINGS BANK,EASTHAMPTON SAVINGS BANK,Western Massachusetts Electric,014444492,62 MAIN ST ,EASTHAMPTON,MA,01027,05/23/2001,134630000,Electric
190050000,EASTHAMPTON SAVINGS BANK,EASTHAMPTON SAVINGS BANK,Western Massachusetts Electric,016224115,134 COLLEGE HWY ,SOUTHAMPTON,MA,01073,05/23/2001,134690000,Electric
190050000,EASTHAMPTON SAVINGS BANK,EASTHAMPTON SAVINGS BANK,Western Massachusetts Electric,028627216,134 COLLEGE HWY ,SOUTHAMPTON,MA,01073,05/23/2001,134700000,Electric
190050000,EASTHAMPTON SAVINGS BANK,EASTHAMPTON SAVINGS BANK,Western Massachusetts Electric,032732514,NORTHAMPTON ST ,EASTHAMPTON,MA,01027,05/23/2001,134650000,Electric
190050000,EASTHAMPTON SAVINGS BANK,EASTHAMPTON SAVINGS BANK,Western Massachusetts Electric,033229445,15 COLLEGE HWY ,SOUTHAMPTON,MA,01073,05/23/2001,134680000,Electric
190050000,EASTHAMPTON SAVINGS BANK,EASTHAMPTON SAVINGS BANK,Western Massachusetts Electric,034443911,1149 WEST ST ,AMHERST,MA,01002,05/23/2001,134660000,Electric
190050000,EASTHAMPTON SAVINGS BANK,EASTHAMPTON SAVINGS BANK,Western Massachusetts Electric,034936726,2 LIBERTY ST ,EASTHAMPTON,MA,01027,05/23/2001,134640000,Electric
190180000,EASTWORKS LLP,EASTWORKS LLP,Western Massachusetts Electric,011059921,116 PLEASANT ST ,EASTHAMPTON,MA,01027,05/24/2001,134710000,Electric
191820000,EOP OPERATING LTD PTNR,60 STATE ST ASSOCIATION,Boston Edison Company,25720291001,60 STATE ST ,BOSTON,MA,02109,06/20/2001,136240000,Electric
191820000,EOP OPERATING LTD PTNR,C STONE BOSTON,Boston Edison Company,26618661008,125 SUMMER ST ,BOSTON,MA,02110,06/20/2001,136230000,Electric
191820000,EOP OPERATING LTD PTNR,100 SUMMER ST,Boston Edison Company,26618681006,100 SUMMER ST ,BOSTON,MA,02110,06/20/2001,136210000,Electric
191820000,EOP OPERATING LTD PTNR,EQUITY OFFICE,Boston Edison Company,26636741006,NEW ENGLAND EXECUTIVE PK ,BURLINGTON,MA,01803,06/20/2001,136220000,Electric
190340000,FIDELITY CORPORATE REAL ESTATE,FIDELITY CORPORATE REAL ESTATE,Massachusetts Electric Company,05181240160002,397 WILLIAMS ST ,MARLBOROUGH,MA,01752,06/21/2001,134780000,Electric
190340000,FIDELITY CORPORATE REAL ESTATE,FIDELITY CORPORATE REAL ESTATE,Massachusetts Electric Company,05181881300004,300/400 PURITAN WAY ,MARLBOROUGH,MA,01752,,134770000,Electric
162130000,FIDELITY INVESTMENTS CORP,FIDELITY CORPORATE REAL ESTATE,Boston Edison Company,25659461005,19 CONGRESS ST ,BOSTON,MA,02210,,111940000,Electric
162130000,FIDELITY INVESTMENTS CORP,FIDELITY CORPORATE REAL ESTATE,Boston Edison Company,25659481003,55 CONGRESS ST ,BOSTON,MA,02210,,111930000,Electric
162130000,FIDELITY INVESTMENTS CORP,FIDELITY CORPORATE REAL ESTATE,Boston Edison Company,25715131006,68 DEVONSHIRE ,BOSTON,MA,02210,,111920000,Electric
162130000,FIDELITY INVESTMENTS CORP,FIDELITY CORPORATE REAL ESTATE,Boston Edison Company,26622661002,245 SUMMER ST ,BOSTON,MA,02210,,111910000,Electric
160520000,GSA REGION 1 CONTRACT,DORCHESTER HGTS NATL HISTORIC,Boston Edison Company,22170181006,DORCHESTER HEIGHTS N HOSPITAL 456 W 4TH ST,SOUTH BOSTON,MA,02127,09/20/2000,108500000,Electric
160540000,GSA REGION 1 CONTRACT,"HANSCOM AFB, WATER",Boston Edison Company,22758091007,P37 HARTWELL RD ,BEDFORD,MA,01730,09/20/2000,108750000,Electric
160540000,GSA REGION 1 CONTRACT,U S AIR FORCE,Boston Edison Company,22758791002,OPP118 INDEPENDENCE CT LTS ,BEDFORD,MA,01730,09/20/2000,108760000,Electric
160540000,GSA REGION 1 CONTRACT,MAGUIRE HOUSE,Boston Edison Company,23960051003,290 WOOD ST ,LEXINGTON,MA,02421,09/20/2000,108770000,Electric
160540000,GSA REGION 1 CONTRACT,U S GOVT U S A F AFCS E S D,Boston Edison Company,25606101001,ACCESS RD ,BOSTON,MA,02128,09/20/2000,108780000,Electric
160540000,GSA REGION 1 CONTRACT,HANSCOM,Boston Edison Company,25606121009,240 WOOD ST ,LEXINGTON,MA,02421,09/20/2000,108790000,Electric
159910000,GSA REGION 1 CONTRACT,GENERAL SERVICES ADMIN,Boston Edison Company,25659491002,5 POST OFFICE SQ ,BOSTON,MA,02109,09/20/2000,108400000,Electric
160520000,GSA REGION 1 CONTRACT,BOSTON NATL HISTORICAL PARK,Boston Edison Company,25714771000,206 WASHINGTON ST ,BOSTON,MA,02109,09/20/2000,108510000,Electric
160520000,GSA REGION 1 CONTRACT,US GOVT NATL PARK SERVICES,Boston Edison Company,25714801005,15 STATE ST ,BOSTON,MA,02129,09/20/2000,108520000,Electric
159910000,GSA REGION 1 CONTRACT,US GOVT NATL PARK SERVICES,Boston Edison Company,25714811004,15 STATE ST ,BOSTON,MA,02129,,134810000,Electric
159910000,GSA REGION 1 CONTRACT,U.S. GOVERNMENT GSA,Boston Edison Company,25717121005,NORTHERN AVE FAN ,BOSTON,MA,02210,09/20/2000,108410000,Electric
159910000,GSA REGION 1 CONTRACT,U.S. GOVERNMENT GSA,Boston Edison Company,25717131004,12 N AVE ,BOSTON,MA,02210,09/20/2000,108420000,Electric
159910000,GSA REGION 1 CONTRACT,GSA JF WILLIAMS COAST GUARD,Boston Edison Company,25717571001,BLD 408 ATLANTIC AVE,BOSTON,MA,02110,09/20/2000,108430000,Electric
159910000,GSA REGION 1 CONTRACT,U.S. GOVERNMENT GSA,Boston Edison Company,25718711002,NORTHERN AVE FAN ,BOSTON,MA,02210,09/20/2000,108440000,Electric
159910000,GSA REGION 1 CONTRACT,U.S. GOVERNMENT GSA,Boston Edison Company,25718721001,NORTHERN AVE FAN ,BOSTON,MA,02210,09/20/2000,108450000,Electric
159910000,GSA REGION 1 CONTRACT,U.S. GOVERNMENT GSA,Boston Edison Company,25718731000,NORTHERN AVE FAN ,BOSTON,MA,02210,09/20/2000,108460000,Electric
160520000,GSA REGION 1 CONTRACT,NATIONAL PARK SERVICE,Boston Edison Company,25720201000,FANEUIL HALL MKT ,BOSTON,MA,02109,09/20/2000,108530000,Electric
160560000,GSA REGION 1 CONTRACT,US GOVT USCG BLDG #7,Boston Edison Company,25766831009,425 COMMERCIAL ST ,BOSTON,MA,02109,09/20/2000,108870000,Electric
160560000,GSA REGION 1 CONTRACT,US GOVT USCG BLDG #8,Boston Edison Company,25766841008,453 COMMERCIAL ST ,BOSTON,MA,02109,09/20/2000,108880000,Electric
160600000,GSA REGION 1 CONTRACT,VETERAN'S AFFAIRS,Boston Edison Company,25767061002,251 CAUSEWAY ST ,BOSTON,MA,02114,09/20/2000,108900000,Electric
160600000,GSA REGION 1 CONTRACT,VA ADMINISTRATION,Boston Edison Company,25767070995,251 CAUSEWAY ST 1 ,BOSTON,MA,02114,09/20/2000,108910000,Electric
160600000,GSA REGION 1 CONTRACT,US GOVT DEPT OF VETERANS AFFAI,Boston Edison Company,25767081000,API 251 CAUSEWAY ST ,BOSTON,MA,02114,09/20/2000,108920000,Electric
159910000,GSA REGION 1 CONTRACT,US GOVT G S A,Boston Edison Company,25864591000,380 TRAPELO RD ,WALTHAM,MA,02452,09/20/2000,108470000,Electric
159910000,GSA REGION 1 CONTRACT,US GOVT GSA J F K FEDERAL BLDG,Boston Edison Company,25963461006,GOVT CTR ,BOSTON,MA,02203,09/20/2000,108480000,Electric
159910000,GSA REGION 1 CONTRACT,US GOVT GSA ONEIL FEDERAL BLDG,Boston Edison Company,25964581000,10 CAUSEWAY ST 122 ,BOSTON,MA,02114,09/20/2000,108490000,Electric
159910000,GSA REGION 1 CONTRACT,US GOVT GSA ONEIL FEDERAL BLD,Boston Edison Company,25964591009,10 CAUSEWAY ST 122 ,BOSTON,MA,02114,,134800000,Electric
159910000,GSA REGION 1 CONTRACT,US GOVT VETERANS ADMIN HOSP,Boston Edison Company,26029951006,150 S HUNTINGTON AVE ,JAMAICA PLAIN,MA,02130,,134820000,Electric
160600000,GSA REGION 1 CONTRACT,US GOVT VETERANS ADMIN HOSP,Boston Edison Company,26029961005,150 S HUNTINGTON AVE ,JAMAICA PLAIN,MA,02130,09/20/2000,108930000,Electric
160600000,GSA REGION 1 CONTRACT,US GOVT VET ADM HOSPITAL,Boston Edison Company,26045601007,STATN #555 1400 VFW PKWY,WEST ROXBURY,MA,02132,09/20/2000,108940000,Electric
160520000,GSA REGION 1 CONTRACT,AFRICAN MEETING HOUSE,Boston Edison Company,26100851000,8 SMITH CT ,BOSTON,MA,02114,09/20/2000,108540000,Electric
160600000,GSA REGION 1 CONTRACT,US GOVT V A HOSPITAL,Boston Edison Company,26103591009,45 EVERGREEN ST ,JAMAICA PLAIN,MA,02130,09/20/2000,108950000,Electric
160500000,GSA REGION 1 CONTRACT,US GOVT JFK LIBRARY,Boston Edison Company,26280711008,COLUMBIA PT ,DORCHESTER,MA,02125,09/20/2000,108990000,Electric
160580000,GSA REGION 1 CONTRACT,US GOVT USDA HUMAN NUTRITION,Boston Edison Company,26381461008,711 WASHINGTON ST ,BOSTON,MA,02108,09/20/2000,108890000,Electric
160520000,GSA REGION 1 CONTRACT,NATIONAL PARK SERVICE,Boston Edison Company,26447991006,C/O PROMUTICO 55 WATER ST,CHARLESTOWN,MA,02129,09/20/2000,108550000,Electric
160520000,GSA REGION 1 CONTRACT,BOSTON NATL HISTORICAL PARK,Boston Edison Company,26448031000,115 WATER ST WHSE ,CHARLESTOWN,MA,02129,09/20/2000,108560000,Electric
160520000,GSA REGION 1 CONTRACT,BOSTON NATL HISTORICAL PARK,Boston Edison Company,26450461004,B4-5 CHELSEA ST ,CHARLESTOWN,MA,02129,09/20/2000,108570000,Electric
160520000,GSA REGION 1 CONTRACT,NATIONAL PARK SERVICE,Boston Edison Company,26450501007,NAVY YARD B107 ,CHARLESTOWN,MA,02129,09/20/2000,108580000,Electric
160520000,GSA REGION 1 CONTRACT,NATIONAL HISTORICAL PARK,Boston Edison Company,26450511006,NAVY YARD B-125 ,CHARLESTOWN,MA,02129,09/20/2000,108590000,Electric
160520000,GSA REGION 1 CONTRACT,UNITED STATES GOVT NATL PA,Boston Edison Company,26450521005,NAVY YARD B002 ,CHARLESTOWN,MA,02129,09/20/2000,108600000,Electric
160520000,GSA REGION 1 CONTRACT,NATIONAL HISTORICAL PARK,Boston Edison Company,26450531004,NAVY YARD IBLD S-5 ,CHARLESTOWN,MA,02129,09/20/2000,108610000,Electric
160520000,GSA REGION 1 CONTRACT,NATIONAL HISTORICAL PARK,Boston Edison Company,26450541003,NAVY YARD IBLD BASE ,CHARLESTOWN,MA,02129,09/20/2000,108620000,Electric
160520000,GSA REGION 1 CONTRACT,NATIONAL HISTORICAL PARK,Boston Edison Company,26450581009,NAVY YARD I 1FL ,CHARLESTOWN,MA,02129,09/20/2000,108630000,Electric
160520000,GSA REGION 1 CONTRACT,BOSTON NATL HISTORICAL PARK,Boston Edison Company,26450591008,BLDGI NAVY YARD ,CHARLESTOWN,MA,02129,09/20/2000,108640000,Electric
160520000,GSA REGION 1 CONTRACT,NATIONAL HISTORICAL PARK,Boston Edison Company,26450601005,1BLD NAVY YARD ,CHARLESTOWN,MA,02129,09/20/2000,108650000,Electric
160520000,GSA REGION 1 CONTRACT,BOSTON NATL HISTORICAL PARK,Boston Edison Company,26450611004,NAVY YARD GA1&2 ,CHARLESTOWN,MA,02129,09/20/2000,108660000,Electric
160520000,GSA REGION 1 CONTRACT,BOSTON NATL HISTORICAL PARK,Boston Edison Company,26450631002,NAVY YARD B265 ,CHARLESTOWN,MA,02129,09/20/2000,108670000,Electric
160520000,GSA REGION 1 CONTRACT,NATIONAL HISTORICAL PARK,Boston Edison Company,26450681007,NAVY YARD 109 USSG ,CHARLESTOWN,MA,02129,09/20/2000,108680000,Electric
160520000,GSA REGION 1 CONTRACT,NATIONAL HISTORICAL PARK,Boston Edison Company,26450691006,NAVY YARD ST BLDG 109 P#1W,CHARLESTOWN,MA,02129,09/20/2000,108690000,Electric
160520000,GSA REGION 1 CONTRACT,NATIONAL HISTORICAL PARK,Boston Edison Company,26450701003,NAVY YARD BLDG 109 P@1E ,CHARLESTOWN,MA,02129,09/20/2000,108700000,Electric
160520000,GSA REGION 1 CONTRACT,NATIONAL HISTORICAL PARK,Boston Edison Company,26450721001,NAVY YARD BLD 109 B110 ,CHARLESTOWN,MA,02129,09/20/2000,108710000,Electric
160520000,GSA REGION 1 CONTRACT,NATIONAL PARK SERVICE,Boston Edison Company,26456971006,MONUMENT SQ ,CHARLESTOWN,MA,02129,09/20/2000,108720000,Electric
160520000,GSA REGION 1 CONTRACT,BOSTON AFRICAN AMERICAN NATL,Boston Edison Company,26498861009,46 JOY ST ,BOSTON,MA,02114,09/20/2000,108730000,Electric
160520000,GSA REGION 1 CONTRACT,U.S. GOV'T NATL PARK SERVICE,Boston Edison Company,26506731004,DO THOMAS PK ,SOUTH BOSTON,MA,02127,09/20/2000,108740000,Electric
160600000,GSA REGION 1 CONTRACT,US GOVT VETERANS ADMIN HOSP,Boston Edison Company,26575561001,SPRINGS RD ,BEDFORD,MA,01730,09/20/2000,108960000,Electric
160540000,GSA REGION 1 CONTRACT,U.S.A.F,Boston Edison Company,26638011002,P93 SOUTH RD VC93 ,BEDFORD,MA,01730,09/20/2000,108800000,Electric
160540000,GSA REGION 1 CONTRACT,U S AIR FORCE,Boston Edison Company,26638021001,P31-91 SOUTH RD ,BEDFORD,MA,01730,09/20/2000,108810000,Electric
160540000,GSA REGION 1 CONTRACT,HANSCOM AIRFORCE BASE,Boston Edison Company,26638091004,P16/48 HARTWELL RD ,BEDFORD,MA,01730,09/20/2000,108820000,Electric
160540000,GSA REGION 1 CONTRACT,HANSCOM AIRFORCE BASE,Boston Edison Company,26638101001,P16/52 HARTWELL RD ,BEDFORD,MA,01730,09/20/2000,108830000,Electric
160540000,GSA REGION 1 CONTRACT,USAF CAMB RES CTRE,Boston Edison Company,26638211008,P16/50 HARTWELL RD ,BEDFORD,MA,01730,09/20/2000,108840000,Electric
160540000,GSA REGION 1 CONTRACT,HANSCOM PUMP STA,Boston Edison Company,26638221007,66 SPTG/CER OFF HARTWELL RD 16/5,BEDFORD,MA,01730,09/20/2000,108850000,Electric
160600000,GSA REGION 1 CONTRACT,VA MEDICAL CENTER,Boston Edison Company,26649471005,OUTPATIENT CLINIC 112B 61 LINCOLN ST,FRAMINGHAM,MA,01702,09/20/2000,108970000,Electric
160600000,GSA REGION 1 CONTRACT,VA MEDICAL CENTER,Boston Edison Company,26649621005,OUTPATIENT CLINIC 112A 61 LINCOLN ST,FRAMINGHAM,MA,01702,09/20/2000,108980000,Electric
160540000,GSA REGION 1 CONTRACT,AIR FORCE TRAINING CAMP,Boston Edison Company,26773471003,6G HANSCOM FLD ,BEDFORD,MA,01730,09/20/2000,108860000,Electric
191770000,KENNAMETAL INC,GREENFIELD INDUSTRIES,Western Massachusetts Electric,010843739,26 SANDERSON ST ,GREENFIELD,MA,01301,06/14/2001,136170000,Electric
191770000,KENNAMETAL INC,RULE CUTTING TOOLS,Western Massachusetts Electric,026440347,INDUSTRIAL PARK ,SOUTH DEERFIELD,MA,01373,06/14/2001,136180000,Electric
189950000,LATHROP COMMUNITY,LATHROP COMMUNITY,Western Massachusetts Electric,034496514,100 BASSET BROOK DR ,EASTHAMPTON,MA,01027,05/23/2001,134560000,Electric
190030000,MAGNAT ROLLS INC,MAGNAT ROLLS INC,Western Massachusetts Electric,014440614,56 O NEIL ST ,EASTHAMPTON,MA,01027,05/23/2001,134620000,Electric
190000000,OCTOBER CO THE,OCTOBER CO THE,Western Massachusetts Electric,014439617,51 FERRY ST ,EASTHAMPTON,MA,01027,05/24/2001,134730000,Electric
190000000,OCTOBER CO THE,OCTOBER CO THE,Western Massachusetts Electric,014439732,45 FERRY ST ,EASTHAMPTON,MA,01027,05/23/2001,134600000,Electric
190000000,OCTOBER CO THE,OCTOBER CO THE,Western Massachusetts Electric,014441018,41 O NEILL ST ,EASTHAMPTON,MA,01027,05/24/2001,134740000,Electric
190000000,OCTOBER CO THE,OCTOBER CO THE,Western Massachusetts Electric,029282415,FERRY ST ,EASTHAMPTON,MA,01027,05/23/2001,134610000,Electric
190000000,OCTOBER CO THE,OCTOBER CO THE,Western Massachusetts Electric,034503616,39 O NEILL ST ,EASTHAMPTON,MA,01027,05/24/2001,134750000,Electric
162150000,OFS REALTY CORP,OFS REALTY CORP,Boston Edison Company,25655801006,1 FEDERAL ST 18TH FLR,BOSTON,MA,02210,,111960000,Electric
162150000,OFS REALTY CORP,OFS REALTY CORP,Boston Edison Company,25655811005,1 FEDERAL ST 18TH FLR,BOSTON,MA,02210,,111950000,Electric
189970000,RIVERSIDE INDUSTRIES,RIVERSIDE INDUSTRIES,Western Massachusetts Electric,028732411,ONE COTTAGE ST ,EASTHAMPTON,MA,01027,05/23/2001,134580000,Electric
189850000,SHAWS SUPERMARKETS INC,STAR MARKET CO,Massachusetts Electric Company,05011110776503,LOCUST ST ,MEDFORD,MA,02155,05/22/2001,134510000,Electric
189850000,SHAWS SUPERMARKETS INC,STAR MARKET,Massachusetts Electric Company,05031880500003,43 STATE ST ,LYNN,MA,01901,05/22/2001,134530000,Electric
189850000,SHAWS SUPERMARKETS INC,STAR MARKET CO,Massachusetts Electric Company,05032105759504,400 LYNN FELLS PK ,SAUGUS,MA,01906,05/22/2001,134520000,Electric
189850000,SHAWS SUPERMARKETS INC,STAR MARKET,Massachusetts Electric Company,05091061049304,COMPANY 7 RAILROAD AVE ,GLOUCESTER,MA,01930,05/22/2001,134540000,Electric
189850000,SHAWS SUPERMARKETS INC,STAR MARKET CO,Massachusetts Electric Company,05091150319104,137 EASTERN AVE ,GLOUCESTER,MA,01930,05/22/2001,134480000,Electric
189850000,SHAWS SUPERMARKETS INC,STAR MARKET CO,Massachusetts Electric Company,05129130998803,132 GRANITE ST ,QUINCY,MA,02169,05/22/2001,134500000,Electric
189850000,SHAWS SUPERMARKETS INC,STAR MARKET CO,Massachusetts Electric Company,05131034210003,255 EAST CENTRAL ST ,FRANKLIN,MA,02038,05/22/2001,134490000,Electric
189850000,SHAWS SUPERMARKETS INC,SHAWS REALTY TRUST,Massachusetts Electric Company,05285161623027,750 W CENTER ST ,WEST BRIDGEWATER,MA,02379,05/22/2001,134470000,Electric
189850000,SHAWS SUPERMARKETS INC,STAR MARKET,Boston Edison Company,25794311008,130 RIVER ST WALTH ,WALTHAM,MA,02453,06/22/2001,136460000,Electric
189850000,SHAWS SUPERMARKETS INC,STAR MARKET CO,Boston Edison Company,25796791009,1717 BEACON ST ,BROOKLINE,MA,02445,06/22/2001,136480000,Electric
189850000,SHAWS SUPERMARKETS INC,STAR MARKET,Boston Edison Company,25856831000,370 REAR WESTERN AVE ,BRIGHTON,MA,02135,06/22/2001,136540000,Electric
189850000,SHAWS SUPERMARKETS INC,STAR MARKET,Boston Edison Company,25866571000,1070 LEXINGTON WAL ,WALTHAM,MA,02452,06/22/2001,136450000,Electric
189850000,SHAWS SUPERMARKETS INC,STAR MARKET,Boston Edison Company,25923831009,264 M O BRIEN HY SOM ,SOMERVILLE,MA,02143,06/22/2001,136500000,Electric
189850000,SHAWS SUPERMARKETS INC,STAR MARKET,Boston Edison Company,25959151009,33 KILMARNOCK ST ,BOSTON,MA,02215,06/22/2001,136530000,Electric
189850000,SHAWS SUPERMARKETS INC,STAR MARKET,Boston Edison Company,25983601003,1 BOYLSTON NEW ,NEWTON,MA,02461,06/22/2001,136430000,Electric
189850000,SHAWS SUPERMARKETS INC,STAR MARKET,Boston Edison Company,26001681001,509 BOS POST RD SUD ,SUDBURY,MA,01776,06/22/2001,136570000,Electric
189850000,SHAWS SUPERMARKETS INC,STAR MARKET,Boston Edison Company,26015351005,800 BOYLSTON ST ,BOSTON,MA,02199,06/22/2001,136590000,Electric
189850000,SHAWS SUPERMARKETS INC,STAR MARKET,Boston Edison Company,26047241000,75 SPRING ST ,WEST ROXBURY,MA,02132,06/22/2001,136580000,Electric
189850000,SHAWS SUPERMARKETS INC,STAR MARKET,Boston Edison Company,26121081009,283 BEACON SOM ,SOMERVILLE,MA,02143,06/22/2001,136510000,Electric
189850000,SHAWS SUPERMARKETS INC,STAR MARKET,Boston Edison Company,26127201007,400 CAMBRIDGE RD WOB ,WOBURN,MA,01801,06/22/2001,136550000,Electric
189850000,SHAWS SUPERMARKETS INC,STAR MARKET,Boston Edison Company,26129461005,1065 COMLTH AVE ,ALLSTON,MA,02134,06/22/2001,136440000,Electric
189850000,SHAWS SUPERMARKETS INC,STAR MARKET,Boston Edison Company,26280341004,45 MORRISSEY BLVD ,DORCHESTER,MA,02125,06/22/2001,136560000,Electric
189850000,SHAWS SUPERMARKETS INC,STAR MARKET,Boston Edison Company,26384561002,1377 HYDE PK AVE ,HYDE PARK,MA,02136,06/22/2001,136470000,Electric
189850000,SHAWS SUPERMARKETS INC,STAR MARKET CO,Boston Edison Company,26470661005,AUSTIN ST NEW ,NEWTON,MA,02160,06/22/2001,136600000,Electric
189850000,SHAWS SUPERMARKETS INC,STAR MARKET CO,Boston Edison Company,26677891009,325 BROADWAY SOM ,SOMERVILLE,MA,02145,06/22/2001,136520000,Electric
189850000,SHAWS SUPERMARKETS INC,STAR MARKET,Boston Edison Company,26717261007,RIVER/CENTRAL AV MAT ,DORCHESTER,MA,02125,06/22/2001,136610000,Electric
189850000,SHAWS SUPERMARKETS INC,STAR MARKET,Boston Edison Company,26757731000,2040 COMMONWEALTH AVE ,NEWTON,MA,02466,06/22/2001,136490000,Electric
196240000,SPRINGFIELD WIRE INC,SPRINGFIELD WIRE INC,Western Massachusetts Electric,011994325,187 COTTAGE ST ,SPRINGFIELD,MA,01104,07/12/2001,154280000,Electric
196240000,SPRINGFIELD WIRE INC,SPRINGFIELD WIRE INC,Western Massachusetts Electric,011994416,243 COTTAGE ST ,SPRINGFIELD,MA,01104,07/12/2001,154270000,Electric
196320000,STURBRIDGE TOWN OF,TOWN OF STURBRIDGE,Massachusetts Electric Company,05375007999503,LIGHTING ,STURBRIDGE,MA,01566,07/24/2001,154310000,Electric
196320000,STURBRIDGE TOWN OF,TOWN OF STURBRIDGE,Massachusetts Electric Company,05375008939001,CEDAR POND WEST ,STURBRIDGE,MA,01566,07/24/2001,154320000,Electric
196320000,STURBRIDGE TOWN OF,TOWN OF STURBRIDGE,Massachusetts Electric Company,05375008954003,LAKE DR RFD1 P 4-01 ,STURBRIDGE,MA,01566,07/24/2001,154330000,Electric
196320000,STURBRIDGE TOWN OF,TOWN OF STURBRIDGE,Massachusetts Electric Company,05375060202503,ROUTE 20 P 1-01 ,STURBRIDGE,MA,01566,07/24/2001,154340000,Electric
