QS5478,,2001-04-03 00:00:00,,Citizen,,Gas Origination - West,,1050,,,,1.451,1451,Ward,NG-Price,S,05/01-04/02,v,,,FT-INTRACENTRAL1,,,,,1451.0,1.0,,
V16627,,2001-04-04 00:00:00,,DUKE ENERGY,,Gas Origination - West,,10000/D,,,,220,220000,Miller,FT-Nwest,S,01/04-12/13,-0.14,if-nwpl_rocky_m,,FT-MKTEAST,,,,,220000.0,1.0,,
QS5478.N,,2001-04-05 00:00:00,,CITIZENS,,Gas Origination - West,,152790,,,,9.167,9167,Ward,NG-Price,S,MAY01 TO APR02,,IF-ELPO/SJ,,FT-NEWYORK,,,,,9167.0,1.0,,
various,,2001-04-04 00:00:00,,various,,Gas Origination - West,,various,,,,1440.611,1440611,Lucci,FT-Denver,,,,,,FT-MKTEAST,,,,,1440611.0,1.0,,
QS5478,,2001-04-05 00:00:00,,CITIZENS,,Gas Origination - West,,1120,,,,0.85,850,Ward,NG-Price,S,05/01-04/02,various,IF-ELPO/SJ,,FT-NEWYORK,,,,,850.0,1.0,,
QS5478,,2001-04-05 00:00:00,,CITIZENS,,Gas Origination - West,,11340,,,,3.4,3400,Ward,NG-Price,S,07/01-06/02,various,IF-ELPO/SJ,,FT-NEWYORK,,,,,3400.0,1.0,,
720617,,2001-04-06 00:00:00,,TransAlta Energy,,Gas Origination - West,,48250/day,,,,4164.36,4164360,Tycholiz,GD-NEW,S,May03-May20,0.055,GDP-ELPO/PERM2,,FT-TEXAS,,,,,4164360.0,1.0,,
V16627,,2001-04-09 00:00:00,,DUKE ENERGY,,Gas Origination - West,,10000/D,,,,-100,-100000,Miller,FT-Nwest,S,01/04-12/13,-0.14,if-nwpl_rocky_m,,FT-WEST,,,,,-100000.0,1.0,,
,,,,,,Gas Origination - West,,,,,,0,,,,,,,,,GD-CENTRAL,,,,,0.0,1.0,,
609214/725150,,2001-04-11 00:00:00,,City of Pasadena(addition to overage granted 3/29/01),,Gas Origination - West,,2430/day,,,,6.561,6561,Ward,GD-NEW,B,Apr01,2.10+Variable,Capacity,,,,,,,6561.0,1.0,,
NF1164,,2001-04-11 00:00:00,,Mercado,,Gas Origination - West,,,,,,26.7,26700,Tycholiz,FT-West,,,,,,,,,,,26700.0,1.0,,
QR0453,,2001-04-11 00:00:00,,City of Pasadena,,Gas Origination - West,,1000/d,,,,14.6,14600,Ward,FT-West,S,04/01-03/02,,ngi-socal,,,,,,,14600.0,1.0,,
QS5478.Q,,2001-04-11 00:00:00,,Citizens (Daily/Tom),,Gas Origination - West,,Various/day,,,,2.049,2049,Ward,GD-NEWJR,S,08/01-07/02',Various,IF-ELPO/SJ,,MGMT-WEST,,,,,2049.0,1.0,,
,,2001-04-12 00:00:00,,,,Gas Origination - West,,,,,,-21.887,-21887,Tycholiz,FT-West,,,,,,NG-PRICE,,,,,-21887.0,1.0,,
QS5478.R,,2001-04-16 00:00:00,,Citizens (Daily/Tom),,Gas Origination - West,,Various/day,,,,0.756,756,Ward,GD-NEWJR,S,05/01-03/02,Various,IF-ELPO/SJ,,,,,,,756.0,1.0,,
V39711,,2001-04-17 00:00:00,,Pala Alto,,Gas Origination - West,,2500,,,,18.255,18255,Ward,NG-Price,S,11/01-03/02,5.57,,,,,,,,18255.0,1.0,,
V39711,,2001-04-17 00:00:00,,Pala Alto,,Gas Origination - West,,3500,,,,86.22,86220,Ward,NG-Price,S,07/03-03/04,Various,,,,,,,,86220.0,1.0,,
QS5478.S,,2001-04-17 00:00:00,,Citizens ,,Gas Origination - West,,-1170000,,,,8.608,8608,Ward,NG-Price,S,05/01-03/02,Various,,,,,,,,8608.0,1.0,,
V40795.1,,2001-04-18 00:00:00,,Western Gas Resources,,Gas Origination - West,,,,5000/d,,0,0,Lucci,FT-Denver,B,06/01-10/01,-0.6,if-cig/glenrock,,,,,,,0.0,1.0,,
V41871.1,,2001-04-19 00:00:00,,Western New Mexico Natural Gas Co.,,Gas Origination - West,,1000/day,,,,29.22,29220,Ward,GD-NEW,S,05/01-04/05,0.12,IF-TW/PERMIAN,,,,,,,29220.0,1.0,,
V41871.1,,2001-04-19 00:00:00,,Smurfit Capacity,,Gas Origination - West,,"7,500/day",,,,11.625,11625,Ward,GD-NEW,S,May01,0.1,NGI-SOCAL,,,,,,,11625.0,1.0,,
Transport Model (84 to 87),,2001-04-19 00:00:00,,NWPL,,Gas Origination - West,,"36,100/day",,"36,100/day",,25360.942,25360942,Tycholiz,GD-NEW,T,Sep01 - Apr03,Various,Rox to Socal,,,,,,,25360942.0,1.0,,
Transport Model (84 to 87),,2001-04-20 00:00:00,,NWPL,,Gas Origination - West,,"36,100/day",,"36,100/day",,-1500,-1500000,Tycholiz,GD-NEW,T,Sep01 - Apr03,Various,Rox to Socal,,,,,,,-1500000.0,1.0,,
V50299.1/745696,,2001-04-23 00:00:00,,Arizon Public Service Company,,Gas Origination - West,,,,10000/day,,0,0,Ward,GD-NEW,B,37012,0,IF-ELPO/PERMIAN,,,,,,,0.0,1.0,,
V54334.1,,2001-04-24 00:00:00,,PSCO,,Gas Origination - West,,10000/d,,,,45.544,45544,Lucci,FT-Denver,S,05/01-10/01,0.05,if-cig/rkymtn,,,,,,,45544.0,1.0,,
V54336.1,,2001-04-24 00:00:00,,EJW Family,,Gas Origination - West,,,,5298/d,,6.564,6564,Lucci,FT-Denver,B,37012,-0.07,if-cig/rkymtn,,,,,,,6564.0,1.0,,
V54329.1,,2001-04-24 00:00:00,,Kennedy Oil,,Gas Origination - West,,,,12800/d,,57.485,57485,Lucci,FT-Denver,B,37012,-0.67,if-cig/glenrock,,,,,,,57485.0,1.0,,
V54341.1,,2001-04-24 00:00:00,,KN Retail Gas Services,,Gas Origination - West,,5000/d,,,,7.743,7743,Lucci,FT-Denver,S,37012,-0.55,if-cig/glenrock,,,,,,,7743.0,1.0,,
QS5478.T,,2001-04-24 00:00:00,,Citizens,,Gas Origination - West,,various Daily,,,,0,0,Ward,GD-NEW,S,May01 to Apr02,various P&B,IF-ELPO/SJ,,,,,,,0.0,1.0,,
QS5478.V,,2001-04-26 00:00:00,,Citizens,,Gas Origination - West,,350000,,,,2.125,2125,Ward,NG-Price,S,01/02-03/02,various,,,,,,,,2125.0,1.0,,
755904,,2001-04-26 00:00:00,,Dominion E&P,,Gas Origination - West,,,,"5,000/day",,0,0,Lucci,GD-NEW,B,May01,0,IF-Questar,,,,,,,0.0,1.0,,
755897,,2001-04-26 00:00:00,,Western Gas Resources,,Gas Origination - West,,"5,000/day",,,,1.55,1550,Lucci,GD-NEW,S,May01,0.01,IF-Questar,,,,,,,1550.0,1.0,,
755707,,2001-04-25 00:00:00,,Huber,,Gas Origination - West,,,,10000/d,,0,0,Lucci,FT-Denver,B,37012,-0.1,if-nwpl_rocky_m,,,,,,,0.0,1.0,,
749872,,2001-04-18 00:00:00,,el paso merchant,,Gas Origination - West,,,,10000/d,,0,0,Lucci,FT-Denver,B,05/01-04/02,0.025,if-pant/tx/ok,,,,,,,0.0,1.0,,
749787,,2001-04-24 00:00:00,,Retex,,Gas Origination - West,,5000/d,,,,0,0,Lucci,FT-Denver,S,37012,-0.5,if-cig/glenrock,,,,,,,0.0,1.0,,
V23026,,2001-04-06 00:00:00,,el paso merchant,,Gas Origination - West,,,,10000/d,,0,0,Lucci,FT-Denver,B,37012,0.0075,if-cig/rkymtn,,,,,,,0.0,1.0,,
V56152,,2001-04-24 00:00:00,,Wellstar,,Gas Origination - West,,,,1000/d,,0,0,Lucci,FT-Denver,B,5/01-7/01,-0.7,if-cig/glenrock,,,,,,,0.0,1.0,,
752993,,2001-04-25 00:00:00,,hs resources,,Gas Origination - West,,,,5000/d,,0,0,Lucci,FT-Denver,B,37012,0.12,if-psco,,,,,,,0.0,1.0,,
752948,,2001-04-25 00:00:00,,duke field services,,Gas Origination - West,,,,5000/d,,0,0,Lucci,FT-Denver,B,37012,0.02,if-cig/dj basin,,,,,,,0.0,1.0,,
,,,,,,,,,,,,0,,,,,,,,,,,,,,0.0,1.0,,
,,,,,,,,,,,,0,,,,,,,,,,,,,,0.0,1.0,,
,,,,,,,,,,,,0,,,,,,,,,,,,,,0.0,1.0,,
TOTAL ORIGINATION,,,,,,,,1552280,,0,,30217.388,30217388,,,,,,,,,,,,,,,,
