EnronOnline Transaction ID,Buy/Sell flag,Volume,Price, Transaction Time,User ID,Product Short Description,Country Code,Commodity,Catergory,Deal Type,Firmness,Index Description,Location,Start Time,End Time,Quote Currency,Unit of Mesure
418726,S,5000,-0.565,2000-09-12 12:37:55,ADM18481,US Gas Basis     NWPL RkyMtn             Apr-Oct01       USD/MM,US,Natural Gas,Financial,Basis,,NWPL Rky Mtn IF NXL1,,2001-04-01 00:00:00,2001-10-31 00:00:00,United States Dollar,MMBtu
419965,B,5000,-0.525,2000-09-13 08:54:18,ADM18481,US Gas Basis     NWPL RkyMtn             Oct00           USD/MM,US,Natural Gas,Financial,Basis,,NWPL Rky Mtn IF NXL1,,2000-10-01 00:00:00,2000-10-31 00:00:00,United States Dollar,MMBtu
421841,S,20000,4.96,2000-09-13 13:02:08,ADM18481,US Gas Swap      Nymex                   Oct00           USD/MM,US,Natural Gas,Financial,Swap,,NYMEX NL1 (Nat Gas),,2000-10-01 00:00:00,2000-10-31 00:00:00,United States Dollar,MMBtu
422996,B,5000,-0.375,2000-09-14 08:31:41,ADM18481,US Gas Basis     EP SanJuan              Oct00           USD/MM,US,Natural Gas,Financial,Basis,,El Paso San Juan IF NXL1,,2000-10-01 00:00:00,2000-10-31 00:00:00,United States Dollar,MMBtu
423005,B,5000,-0.37,2000-09-14 08:32:34,ADM18481,US Gas Basis     EP SanJuan              Oct00           USD/MM,US,Natural Gas,Financial,Basis,,El Paso San Juan IF NXL1,,2000-10-01 00:00:00,2000-10-31 00:00:00,United States Dollar,MMBtu
423241,S,5000,-0.55,2000-09-14 08:50:16,ADM18481,US Gas Basis     NWPL RkyMtn             Oct00           USD/MM,US,Natural Gas,Financial,Basis,,NWPL Rky Mtn IF NXL1,,2000-10-01 00:00:00,2000-10-31 00:00:00,United States Dollar,MMBtu
423249,S,5000,-0.56,2000-09-14 08:50:30,ADM18481,US Gas Basis     NWPL RkyMtn             Oct00           USD/MM,US,Natural Gas,Financial,Basis,,NWPL Rky Mtn IF NXL1,,2000-10-01 00:00:00,2000-10-31 00:00:00,United States Dollar,MMBtu
423272,S,5000,-0.565,2000-09-14 08:51:27,ADM18481,US Gas Basis     NWPL RkyMtn             Oct00           USD/MM,US,Natural Gas,Financial,Basis,,NWPL Rky Mtn IF NXL1,,2000-10-01 00:00:00,2000-10-31 00:00:00,United States Dollar,MMBtu
424803,B,10000,5.21,2000-09-14 10:24:15,ADM18481,US Gas Swap      Nymex                   Oct00           USD/MM,US,Natural Gas,Financial,Swap,,NYMEX NL1 (Nat Gas),,2000-10-01 00:00:00,2000-10-31 00:00:00,United States Dollar,MMBtu
426346,S,5000,-0.455,2000-09-15 08:46:19,ADM18481,US Gas Basis     EP SanJuan              Oct00           USD/MM,US,Natural Gas,Financial,Basis,,El Paso San Juan IF NXL1,,2000-10-01 00:00:00,2000-10-31 00:00:00,United States Dollar,MMBtu
426352,S,5000,-0.46,2000-09-15 08:46:43,ADM18481,US Gas Basis     EP SanJuan              Oct00           USD/MM,US,Natural Gas,Financial,Basis,,El Paso San Juan IF NXL1,,2000-10-01 00:00:00,2000-10-31 00:00:00,United States Dollar,MMBtu
426382,S,5000,-0.4625,2000-09-15 08:48:13,ADM18481,US Gas Basis     EP SanJuan              Oct00           USD/MM,US,Natural Gas,Financial,Basis,,El Paso San Juan IF NXL1,,2000-10-01 00:00:00,2000-10-31 00:00:00,United States Dollar,MMBtu
426466,S,5000,-0.61,2000-09-15 08:52:47,ADM18481,US Gas Basis     NWPL RkyMtn             Oct00           USD/MM,US,Natural Gas,Financial,Basis,,NWPL Rky Mtn IF NXL1,,2000-10-01 00:00:00,2000-10-31 00:00:00,United States Dollar,MMBtu
426793,S,10000,5.32,2000-09-15 09:09:38,ADM18481,US Gas Swap      Nymex                   Oct00           USD/MM,US,Natural Gas,Financial,Swap,,NYMEX NL1 (Nat Gas),,2000-10-01 00:00:00,2000-10-31 00:00:00,United States Dollar,MMBtu
427283,S,5000,-0.605,2000-09-15 09:34:14,ADM18481,US Gas Basis     NWPL RkyMtn             Oct00           USD/MM,US,Natural Gas,Financial,Basis,,NWPL Rky Mtn IF NXL1,,2000-10-01 00:00:00,2000-10-31 00:00:00,United States Dollar,MMBtu
427905,B,15000,5.28,2000-09-15 11:14:47,ADM18481,US Gas Swap      Nymex                   Oct00           USD/MM,US,Natural Gas,Financial,Swap,,NYMEX NL1 (Nat Gas),,2000-10-01 00:00:00,2000-10-31 00:00:00,United States Dollar,MMBtu
428287,S,5000,0.78,2000-09-15 13:00:46,ADM18481,US Gas Basis     NGI SoCal               Oct00           USD/MM,US,Natural Gas,Financial,Basis,,SoCal NGI NXL1,,2000-10-01 00:00:00,2000-10-31 00:00:00,United States Dollar,MMBtu
428308,S,5000,0.775,2000-09-15 13:01:58,ADM18481,US Gas Basis     NGI SoCal               Oct00           USD/MM,US,Natural Gas,Financial,Basis,,SoCal NGI NXL1,,2000-10-01 00:00:00,2000-10-31 00:00:00,United States Dollar,MMBtu
429914,S,5000,-0.72,2000-09-18 09:09:07,ADM18481,US Gas Basis     NWPL RkyMtn             Oct00           USD/MM,US,Natural Gas,Financial,Basis,,NWPL Rky Mtn IF NXL1,,2000-10-01 00:00:00,2000-10-31 00:00:00,United States Dollar,MMBtu
432070,S,5000,0.695,2000-09-18 14:51:30,ADM18481,US Gas Basis     NGI SoCal               Oct00           USD/MM,US,Natural Gas,Financial,Basis,,SoCal NGI NXL1,,2000-10-01 00:00:00,2000-10-31 00:00:00,United States Dollar,MMBtu
432071,S,5000,0.6925,2000-09-18 14:51:33,ADM18481,US Gas Basis     NGI SoCal               Oct00           USD/MM,US,Natural Gas,Financial,Basis,,SoCal NGI NXL1,,2000-10-01 00:00:00,2000-10-31 00:00:00,United States Dollar,MMBtu
432072,S,5000,0.69,2000-09-18 14:51:42,ADM18481,US Gas Basis     NGI SoCal               Oct00           USD/MM,US,Natural Gas,Financial,Basis,,SoCal NGI NXL1,,2000-10-01 00:00:00,2000-10-31 00:00:00,United States Dollar,MMBtu
432486,S,5000,5.265,2000-09-19 07:34:14,ADM18481,US Gas Swap      Nymex                   Nov00-Mar01     USD/MM,US,Natural Gas,Financial,Swap,,NYMEX NL1 (Nat Gas),,2000-11-01 00:00:00,2001-03-31 00:00:00,United States Dollar,MMBtu
432506,S,10000,5.28,2000-09-19 07:39:29,ADM18481,US Gas Swap      Nymex                   Oct00           USD/MM,US,Natural Gas,Financial,Swap,,NYMEX NL1 (Nat Gas),,2000-10-01 00:00:00,2000-10-31 00:00:00,United States Dollar,MMBtu
432541,S,5000,-0.675,2000-09-19 07:53:53,ADM18481,US Gas Basis     EP SanJuan              Oct00           USD/MM,US,Natural Gas,Financial,Basis,,El Paso San Juan IF NXL1,,2000-10-01 00:00:00,2000-10-31 00:00:00,United States Dollar,MMBtu
432558,B,5000,5.265,2000-09-19 07:57:58,ADM18481,US Gas Swap      Nymex                   Nov00-Mar01     USD/MM,US,Natural Gas,Financial,Swap,,NYMEX NL1 (Nat Gas),,2000-11-01 00:00:00,2001-03-31 00:00:00,United States Dollar,MMBtu
432575,B,10000,5.275,2000-09-19 08:01:37,ADM18481,US Gas Swap      Nymex                   Oct00           USD/MM,US,Natural Gas,Financial,Swap,,NYMEX NL1 (Nat Gas),,2000-10-01 00:00:00,2000-10-31 00:00:00,United States Dollar,MMBtu
432664,B,10000,5.29,2000-09-19 08:14:16,ADM18481,US Gas Swap      Nymex                   Oct00           USD/MM,US,Natural Gas,Financial,Swap,,NYMEX NL1 (Nat Gas),,2000-10-01 00:00:00,2000-10-31 00:00:00,United States Dollar,MMBtu
432702,B,10000,5.315,2000-09-19 08:17:52,ADM18481,US Gas Swap      Nymex                   Oct00           USD/MM,US,Natural Gas,Financial,Swap,,NYMEX NL1 (Nat Gas),,2000-10-01 00:00:00,2000-10-31 00:00:00,United States Dollar,MMBtu
432749,B,5000,-0.1525,2000-09-19 08:20:56,ADM18481,US Gas Basis     GD/D HHub-Perm          Oct00           USD/MM,US,Natural Gas,Financial,Basis,,El Paso Permian-Hub GD/D (Basis)  ,,2000-10-01 00:00:00,2000-10-31 00:00:00,United States Dollar,MMBtu
432750,B,5000,-0.15,2000-09-19 08:21:00,ADM18481,US Gas Basis     GD/D HHub-Perm          Oct00           USD/MM,US,Natural Gas,Financial,Basis,,El Paso Permian-Hub GD/D (Basis)  ,,2000-10-01 00:00:00,2000-10-31 00:00:00,United States Dollar,MMBtu
433054,S,5000,-0.7125,2000-09-19 08:46:17,ADM18481,US Gas Basis     EP SanJuan              Oct00           USD/MM,US,Natural Gas,Financial,Basis,,El Paso San Juan IF NXL1,,2000-10-01 00:00:00,2000-10-31 00:00:00,United States Dollar,MMBtu
433093,S,5000,0.675,2000-09-19 08:48:07,ADM18481,US Gas Basis     NGI SoCal               Oct00           USD/MM,US,Natural Gas,Financial,Basis,,SoCal NGI NXL1,,2000-10-01 00:00:00,2000-10-31 00:00:00,United States Dollar,MMBtu
433159,B,5000,-0.1575,2000-09-19 08:51:43,ADM18481,US Gas Basis     GD/D HHub-Perm          Oct00           USD/MM,US,Natural Gas,Financial,Basis,,El Paso Permian-Hub GD/D (Basis)  ,,2000-10-01 00:00:00,2000-10-31 00:00:00,United States Dollar,MMBtu
434527,B,5000,-0.165,2000-09-19 10:24:07,ADM18481,US Gas Basis     GD/D HHub-Perm          Oct00           USD/MM,US,Natural Gas,Financial,Basis,,El Paso Permian-Hub GD/D (Basis)  ,,2000-10-01 00:00:00,2000-10-31 00:00:00,United States Dollar,MMBtu
435090,S,5000,0.56,2000-09-19 12:49:16,ADM18481,US Gas Basis     NGI SoCal               Oct00           USD/MM,US,Natural Gas,Financial,Basis,,SoCal NGI NXL1,,2000-10-01 00:00:00,2000-10-31 00:00:00,United States Dollar,MMBtu
435568,S,10000,5.39,2000-09-19 15:45:44,ADM18481,US Gas Swap      Nymex                   Oct00           USD/MM,US,Natural Gas,Financial,Swap,,NYMEX NL1 (Nat Gas),,2000-10-01 00:00:00,2000-10-31 00:00:00,United States Dollar,MMBtu
435799,S,10000,5.37,2000-09-20 07:02:48,ADM18481,US Gas Swap      Nymex                   Oct00           USD/MM,US,Natural Gas,Financial,Swap,,NYMEX NL1 (Nat Gas),,2000-10-01 00:00:00,2000-10-31 00:00:00,United States Dollar,MMBtu
435851,S,10000,5.335,2000-09-20 07:15:29,ADM18481,US Gas Swap      Nymex                   Oct00           USD/MM,US,Natural Gas,Financial,Swap,,NYMEX NL1 (Nat Gas),,2000-10-01 00:00:00,2000-10-31 00:00:00,United States Dollar,MMBtu
436086,S,5000,-0.8125,2000-09-20 08:10:01,ADM18481,US Gas Basis     EP SanJuan              Oct00           USD/MM,US,Natural Gas,Financial,Basis,,El Paso San Juan IF NXL1,,2000-10-01 00:00:00,2000-10-31 00:00:00,United States Dollar,MMBtu
436089,S,5000,-0.8175,2000-09-20 08:10:14,ADM18481,US Gas Basis     EP SanJuan              Oct00           USD/MM,US,Natural Gas,Financial,Basis,,El Paso San Juan IF NXL1,,2000-10-01 00:00:00,2000-10-31 00:00:00,United States Dollar,MMBtu
436125,B,5000,0.53,2000-09-20 08:14:42,ADM18481,US Gas Basis     NGI SoCal               Oct00           USD/MM,US,Natural Gas,Financial,Basis,,SoCal NGI NXL1,,2000-10-01 00:00:00,2000-10-31 00:00:00,United States Dollar,MMBtu
436132,B,5000,0.545,2000-09-20 08:15:33,ADM18481,US Gas Basis     NGI SoCal               Oct00           USD/MM,US,Natural Gas,Financial,Basis,,SoCal NGI NXL1,,2000-10-01 00:00:00,2000-10-31 00:00:00,United States Dollar,MMBtu
436939,S,5000,0.48,2000-09-20 09:08:42,ADM18481,US Gas Basis     NGI SoCal               Oct00           USD/MM,US,Natural Gas,Financial,Basis,,SoCal NGI NXL1,,2000-10-01 00:00:00,2000-10-31 00:00:00,United States Dollar,MMBtu
436950,S,5000,0.465,2000-09-20 09:09:14,ADM18481,US Gas Basis     NGI SoCal               Oct00           USD/MM,US,Natural Gas,Financial,Basis,,SoCal NGI NXL1,,2000-10-01 00:00:00,2000-10-31 00:00:00,United States Dollar,MMBtu
438778,B,5000,-0.96,2000-09-20 14:51:13,ADM18481,US Gas Basis     NWPL RkyMtn             Oct00           USD/MM,US,Natural Gas,Financial,Basis,,NWPL Rky Mtn IF NXL1,,2000-10-01 00:00:00,2000-10-31 00:00:00,United States Dollar,MMBtu
438779,B,5000,-0.9575,2000-09-20 14:51:16,ADM18481,US Gas Basis     NWPL RkyMtn             Oct00           USD/MM,US,Natural Gas,Financial,Basis,,NWPL Rky Mtn IF NXL1,,2000-10-01 00:00:00,2000-10-31 00:00:00,United States Dollar,MMBtu
438827,S,5000,5.28,2000-09-20 15:24:07,ADM18481,US Gas Swap      Nymex                   Oct00           USD/MM,US,Natural Gas,Financial,Swap,,NYMEX NL1 (Nat Gas),,2000-10-01 00:00:00,2000-10-31 00:00:00,United States Dollar,MMBtu
439145,B,10000,5.235,2000-09-21 07:27:41,ADM18481,US Gas Swap      Nymex                   Oct00           USD/MM,US,Natural Gas,Financial,Swap,,NYMEX NL1 (Nat Gas),,2000-10-01 00:00:00,2000-10-31 00:00:00,United States Dollar,MMBtu
439148,B,10000,5.235,2000-09-21 07:29:25,ADM18481,US Gas Swap      Nymex                   Oct00           USD/MM,US,Natural Gas,Financial,Swap,,NYMEX NL1 (Nat Gas),,2000-10-01 00:00:00,2000-10-31 00:00:00,United States Dollar,MMBtu
439722,S,5000,-0.975,2000-09-21 08:37:50,ADM18481,US Gas Basis     NWPL RkyMtn             Oct00           USD/MM,US,Natural Gas,Financial,Basis,,NWPL Rky Mtn IF NXL1,,2000-10-01 00:00:00,2000-10-31 00:00:00,United States Dollar,MMBtu
440390,S,5000,0.36,2000-09-21 09:10:52,ADM18481,US Gas Basis     GD/D SoCal-HHub         Oct00           USD/MM,US,Natural Gas,Financial,Basis,,SoCal-HHub GD/D (Basis)  ,,2000-10-01 00:00:00,2000-10-31 00:00:00,United States Dollar,MMBtu
440417,S,5000,0.325,2000-09-21 09:11:54,ADM18481,US Gas Basis     GD/D SoCal-HHub         Oct00           USD/MM,US,Natural Gas,Financial,Basis,,SoCal-HHub GD/D (Basis)  ,,2000-10-01 00:00:00,2000-10-31 00:00:00,United States Dollar,MMBtu
441138,S,5000,0.265,2000-09-21 13:08:48,ADM18481,US Gas Basis     GD/D SoCal-HHub         Oct00           USD/MM,US,Natural Gas,Financial,Basis,,SoCal-HHub GD/D (Basis)  ,,2000-10-01 00:00:00,2000-10-31 00:00:00,United States Dollar,MMBtu
441559,B,5000,-0.97,2000-09-21 15:12:59,ADM18481,US Gas Basis     EP SanJuan              Oct00           USD/MM,US,Natural Gas,Financial,Basis,,El Paso San Juan IF NXL1,,2000-10-01 00:00:00,2000-10-31 00:00:00,United States Dollar,MMBtu
441560,B,5000,-0.9625,2000-09-21 15:13:02,ADM18481,US Gas Basis     EP SanJuan              Oct00           USD/MM,US,Natural Gas,Financial,Basis,,El Paso San Juan IF NXL1,,2000-10-01 00:00:00,2000-10-31 00:00:00,United States Dollar,MMBtu
441561,B,5000,-1.05,2000-09-21 15:13:10,ADM18481,US Gas Basis     NWPL RkyMtn             Oct00           USD/MM,US,Natural Gas,Financial,Basis,,NWPL Rky Mtn IF NXL1,,2000-10-01 00:00:00,2000-10-31 00:00:00,United States Dollar,MMBtu
