Company Name,City,State,Plant Name,Plant City,Plant State >,Prime Mover,Unit Status Short Desc,Planned Online Year,Planned Online Month,Summer Capacity,Primary Fuel Type,Alternate Fuel Type
Champion International Corp.,Stamford,CT,Quinnesec Michigan,Norway,MI,COG,ACTIVE,1998,1,28,OTHER,OTHER
Clinton Board of Public Works,Clinton,MI,Clinton (CLIN),Clinton,MI,INT COMB,ACTIVE,1998,1,2,GAS,OIL-L
Clinton Board of Public Works,Clinton,MI,Clinton (CLIN),Clinton,MI,INT COMB,ACTIVE,1998,1,2.26,OIL-L,OTHER
Cloverland Electric Coop,Dafter,MI,Dafter,Dafter,MI,INT COMB,ACTIVE,1998,1,7.7,OIL-L,OTHER
Cloverland Electric Coop,Dafter,MI,Detour,De Tour Village,MI,INT COMB,ACTIVE,1998,1,5,OIL-L,OTHER
Coastal Power Co.,Houston,TX,Midland Cogeneration Venture (MCV),Midland,MI,COMB CYC,ACTIVE,1998,1,149.33,GAS,OTHER
Coastal Power Co.,Houston,TX,Midland Cogeneration Venture (MCV),Midland,MI,COMB CYC,OWNER CHG,1999,5,61.65,GAS,OTHER
Coastal Power Co.,Houston,TX,Midland Cogeneration Venture (MCV),Midland,MI,COMB CYC,OWNER CHG,1999,6,68.5,GAS,OTHER
Coastal Power Co.,Houston,TX,Midland Cogeneration Venture (MCV),Midland,MI,COMB CYC,OWNER CHG,2000,1,595.95,GAS,OTHER
Coldwater Board of Public Utilities,Coldwater,MI,Coldwater,Coldwater,MI,INT COMB,ACTIVE,1998,1,9.5,GAS,OIL-L
Coldwater Board of Public Utilities,Coldwater,MI,Coldwater,Coldwater,MI,INT COMB,ACTIVE,1998,1,3.25,OIL-L,OTHER
Commonwealth Power Co.,Caledonia,MI,Hubbardston Dam,Caledonia,MI,HYDRO,ACTIVE,1998,1,0.24,WATER,OTHER
Commonwealth Power Co.,Caledonia,MI,Irving,Hastings,MI,HYDRO,ACTIVE,1998,1,0.24,WATER,OTHER
Commonwealth Power Co.,Caledonia,MI,Labarge,Caledonia,MI,HYDRO,ACTIVE,1998,1,0.68,WATER,OTHER
Commonwealth Power Co.,Caledonia,MI,Middleville,Middleville,MI,HYDRO,ACTIVE,1998,1,0.2,WATER,OTHER
Consumers Energy Co.,Jackson,MI,Adrian Energy Assoc. LLC,Not Given,MI,GAS TURB,ACTIVE,1998,1,2.5,OTHER,OTHER
Consumers Energy Co.,Jackson,MI,Alcona,Black River,MI,HYDRO,ACTIVE,1998,1,8,WATER,OTHER
Consumers Energy Co.,Jackson,MI,Allegan Dam,Allegan,MI,HYDRO,ACTIVE,1998,1,1.2,WATER,OTHER
Consumers Energy Co.,Jackson,MI,B.E. Morrow,Galesburg,MI,GAS TURB,ACTIVE,1998,1,28,GAS,OTHER
Consumers Energy Co.,Jackson,MI,B.E. Morrow,Galesburg,MI,GAS TURB,RETIRED,2003,1,-28,GAS,OTHER
Consumers Energy Co.,Jackson,MI,Bio Energy Partners,Not Given,MI,GAS TURB,ACTIVE,1998,1,1.5,OTHER,OTHER
Consumers Energy Co.,Jackson,MI,C.W. Tippy,Wellston,MI,HYDRO,ACTIVE,1998,1,5.4,WATER,OTHER
Consumers Energy Co.,Jackson,MI,Campbell (CEC),West Olive,MI,GAS TURB,ACTIVE,1998,1,13,OIL-L,OTHER
Consumers Energy Co.,Jackson,MI,Campbell (CEC),West Olive,MI,GAS TURB,RETIRED,2003,1,-13,OIL-L,OTHER
Consumers Energy Co.,Jackson,MI,Campbell (CEC),West Olive,MI,STEAM,ACTIVE,1998,1,1346.29,COAL,OTHER
Consumers Energy Co.,Jackson,MI,Cobb,Muskegon,MI,STEAM,ACTIVE,1998,1,300,COAL,OTHER
Consumers Energy Co.,Jackson,MI,Cobb,Muskegon,MI,STEAM,OUT OF SVC,1998,1,0,GAS,OTHER
Consumers Energy Co.,Jackson,MI,Cobb,Muskegon,MI,STEAM,RERATE,1999,4,6,COAL,OTHER
Consumers Energy Co.,Jackson,MI,Cobb,Muskegon,MI,STEAM,SVC RETURN,1999,5,52,GAS,OTHER
Consumers Energy Co.,Jackson,MI,Cooke,East Tawas,MI,HYDRO,ACTIVE,1998,1,7.5,WATER,OTHER
Consumers Energy Co.,Jackson,MI,Croton,Not Given,MI,HYDRO,ACTIVE,1998,1,2.8,WATER,OTHER
Consumers Energy Co.,Jackson,MI,Five Channels,Not Given,MI,HYDRO,ACTIVE,1998,1,6,WATER,OTHER
Consumers Energy Co.,Jackson,MI,Foote,Not Given,MI,HYDRO,ACTIVE,1998,1,4.2,WATER,OTHER
Consumers Energy Co.,Jackson,MI,Gaylord,Gaylord,MI,GAS TURB,ACTIVE,1998,1,70,GAS,OIL-L
Consumers Energy Co.,Jackson,MI,Gaylord,Gaylord,MI,GAS TURB,RETIRED,2003,1,-70,GAS,OIL-L
Consumers Energy Co.,Jackson,MI,Granger-Landfill,Not Given,MI,GAS TURB,ACTIVE,1998,1,5.34,OTHER,OTHER
Consumers Energy Co.,Jackson,MI,Granger-Landfill,Not Given,MI,GAS TURB,RERATE,1998,1,0.74,OTHER,OTHER
Consumers Energy Co.,Jackson,MI,Hardy,Not Given,MI,HYDRO,ACTIVE,1998,1,30.3,WATER,OTHER
Consumers Energy Co.,Jackson,MI,Hodenpyl,Wellston,MI,HYDRO,ACTIVE,1998,1,4.6,WATER,OTHER
Consumers Energy Co.,Jackson,MI,Karn,Essexville,MI,STEAM,ACTIVE,1998,1,515,COAL,OTHER
Consumers Energy Co.,Jackson,MI,Karn,Essexville,MI,STEAM,ACTIVE,1998,1,638,GAS,OIL-H
Consumers Energy Co.,Jackson,MI,Karn,Essexville,MI,STEAM,ACTIVE,1998,1,638,OIL-H,OTHER
Consumers Energy Co.,Jackson,MI,Loud,East Tawas,MI,HYDRO,ACTIVE,1998,1,4.4,WATER,OTHER
Consumers Energy Co.,Jackson,MI,Ludington,Ludington,MI,HYDRO,ACTIVE,1998,1,954.54,WATER,OTHER
Consumers Energy Co.,Jackson,MI,Mio,Mio,MI,HYDRO,ACTIVE,1998,1,1.6,WATER,OTHER
Consumers Energy Co.,Jackson,MI,Palisades (CEC),Covert,MI,NUCLEAR,ACTIVE,1998,1,762,URAN,OTHER
Consumers Energy Co.,Jackson,MI,Palisades (CEC),Covert,MI,NUCLEAR,OUT OF SVC,1998,4,-760,URAN,OTHER
Consumers Energy Co.,Jackson,MI,Palisades (CEC),Covert,MI,NUCLEAR,OUT OF SVC,1998,6,-760,URAN,OTHER
Consumers Energy Co.,Jackson,MI,Palisades (CEC),Covert,MI,NUCLEAR,OUT OF SVC,1998,7,-760,URAN,OTHER
Consumers Energy Co.,Jackson,MI,Palisades (CEC),Covert,MI,NUCLEAR,OUT OF SVC,1998,12,-760,URAN,OTHER
Consumers Energy Co.,Jackson,MI,Palisades (CEC),Covert,MI,NUCLEAR,OUT OF SVC,1999,5,-760,URAN,OTHER
Consumers Energy Co.,Jackson,MI,Palisades (CEC),Covert,MI,NUCLEAR,OUT OF SVC,1999,10,-760,URAN,OTHER
Consumers Energy Co.,Jackson,MI,Palisades (CEC),Covert,MI,NUCLEAR,OUT OF SVC,2000,2,-760,URAN,OTHER
Consumers Energy Co.,Jackson,MI,Palisades (CEC),Covert,MI,NUCLEAR,RERATE,1998,1,-2,URAN,OTHER
Consumers Energy Co.,Jackson,MI,Palisades (CEC),Covert,MI,NUCLEAR,RETIRED,2007,3,0,URAN,OTHER
Consumers Energy Co.,Jackson,MI,Palisades (CEC),Covert,MI,NUCLEAR,SVC RETURN,1998,6,1520,URAN,OTHER
Consumers Energy Co.,Jackson,MI,Palisades (CEC),Covert,MI,NUCLEAR,SVC RETURN,1998,7,760,URAN,OTHER
Consumers Energy Co.,Jackson,MI,Palisades (CEC),Covert,MI,NUCLEAR,SVC RETURN,1999,1,760,URAN,OTHER
Consumers Energy Co.,Jackson,MI,Palisades (CEC),Covert,MI,NUCLEAR,SVC RETURN,1999,5,760,URAN,OTHER
Consumers Energy Co.,Jackson,MI,Palisades (CEC),Covert,MI,NUCLEAR,SVC RETURN,1999,12,760,URAN,OTHER
Consumers Energy Co.,Jackson,MI,Rogers,Stanwood,MI,HYDRO,ACTIVE,1998,1,1.6,WATER,OTHER
Consumers Energy Co.,Jackson,MI,Straits,Not Given,MI,GAS TURB,ACTIVE,1998,1,16,GAS,OTHER
Consumers Energy Co.,Jackson,MI,Straits,Not Given,MI,GAS TURB,RETIRED,2003,1,-16,GAS,OTHER
Consumers Energy Co.,Jackson,MI,Thetford,Mount Morris,MI,GAS TURB,ACTIVE,1998,1,73,GAS,OIL-L
Consumers Energy Co.,Jackson,MI,Thetford,Mount Morris,MI,GAS TURB,ACTIVE,1998,1,119,GAS,OTHER
Consumers Energy Co.,Jackson,MI,Thetford,Mount Morris,MI,GAS TURB,RETIRED,2003,1,-73,GAS,OIL-L
Consumers Energy Co.,Jackson,MI,Thetford,Mount Morris,MI,GAS TURB,RETIRED,2003,1,-119,GAS,OTHER
Consumers Energy Co.,Jackson,MI,Venice Resources Gas Recovery,Lennon,MI,GAS TURB,ACTIVE,1998,1,1.5,OTHER,OTHER
Consumers Energy Co.,Jackson,MI,Weadock,Essexville,MI,GAS TURB,ACTIVE,1998,1,13,GAS,OTHER
Consumers Energy Co.,Jackson,MI,Weadock,Essexville,MI,GAS TURB,RETIRED,2003,1,-13,GAS,OTHER
Consumers Energy Co.,Jackson,MI,Weadock,Essexville,MI,STEAM,ACTIVE,1998,1,310,COAL,OTHER
Consumers Energy Co.,Jackson,MI,Webber,Vestaburg,MI,HYDRO,ACTIVE,1998,1,0.9,WATER,OTHER
Consumers Energy Co.,Jackson,MI,Webber,Vestaburg,MI,HYDRO,RETIRED,2001,1,-0.9,WATER,OTHER
Consumers Energy Co.,Jackson,MI,Whiting (CEC),Luna Pier,MI,GAS TURB,ACTIVE,1998,1,13,OIL-L,OTHER
Consumers Energy Co.,Jackson,MI,Whiting (CEC),Luna Pier,MI,GAS TURB,RETIRED,2003,1,-13,OIL-L,OTHER
Consumers Energy Co.,Jackson,MI,Whiting (CEC),Luna Pier,MI,STEAM,ACTIVE,1998,1,310,COAL,OTHER
Copper Range Co.,White Pine,MI,Copper Range Co.,White Pine,MI,COG,ACTIVE,1998,1,60,OTHER,OTHER
Croswell Municipal Light & Power Dept.,Croswell,MI,Croswell Plant,Croswell,MI,INT COMB,ACTIVE,1998,1,4.02,OIL-L,GAS
Croswell Municipal Light & Power Dept.,Croswell,MI,Croswell Plant,Croswell,MI,INT COMB,ACTIVE,1998,1,1.21,OIL-L,OTHER
Crown Paper Co.,Oakland,CA,Crown Paper Parchment Plant,Parchment,MI,STEAM,ACTIVE,1998,1,18,GAS,OTHER
Crystal Falls Electrical Dept.,Crystal Falls,MI,Crystal Falls (CFLLS),Crystal Falls,MI,HYDRO,ACTIVE,1998,1,1,WATER,OTHER
"Decker Energy International, Inc.",Winter Park,FL,Cadillac Renewable Energy,Cadillac,MI,STEAM,ACTIVE,1998,1,17,WOOD,OTHER
"Decker Energy International, Inc.",Winter Park,FL,Grayling Generating Station,Grayling,MI,STEAM,ACTIVE,1998,1,10.85,WOOD,OTHER
"Decker Energy International, Inc.",Winter Park,FL,Michigan,Not Given,MI,GAS TURB,ACTIVE,2002,1,500,GAS,OTHER
"Decker Energy International, Inc.",Winter Park,FL,Michigan Ii [Undetermined Site],Not Given,MI,GAS TURB,ACTIVE,2003,1,500,GAS,OTHER
Detroit Edison Co.,Detroit,MI,Beacon Heating,Detroit,MI,STEAM,ACTIVE,1998,1,18,GAS,OIL-L
Detroit Edison Co.,Detroit,MI,Belle River,East China Twp,MI,GAS TURB,ACTIVE,1999,7,82,GAS,OTHER
Detroit Edison Co.,Detroit,MI,Belle River,East China Twp,MI,GAS TURB,ACTIVE,2000,3,164,GAS,OTHER
Detroit Edison Co.,Detroit,MI,Belle River,East China Twp,MI,INT COMB,ACTIVE,1998,1,14,OIL-L,OTHER
Detroit Edison Co.,Detroit,MI,Belle River,East China Twp,MI,STEAM,ACTIVE,1998,1,1041.8,COAL,OTHER
Detroit Edison Co.,Detroit,MI,Colfax (DETED),Fowlerville,MI,INT COMB,ACTIVE,1998,1,13.75,OIL-L,OTHER
Detroit Edison Co.,Detroit,MI,Conners Creek,Detroit,MI,INT COMB,ACTIVE,1998,1,5.5,OIL-L,OTHER
Detroit Edison Co.,Detroit,MI,Conners Creek,Detroit,MI,STEAM,OUT OF SVC,1998,1,0,GAS,OTHER
Detroit Edison Co.,Detroit,MI,Conners Creek,Detroit,MI,STEAM,RERATE,2000,1,13,GAS,OTHER
Detroit Edison Co.,Detroit,MI,Conners Creek,Detroit,MI,STEAM,SVC RETURN,1999,6,236,GAS,OTHER
Detroit Edison Co.,Detroit,MI,Dayton (DETED),Not Given,MI,INT COMB,ACTIVE,1998,1,10,OIL-L,OTHER
Detroit Edison Co.,Detroit,MI,Delray,Detroit,MI,GAS TURB,ACTIVE,1999,6,124,GAS,OTHER
Detroit Edison Co.,Detroit,MI,Fermi,Newport,MI,GAS TURB,ACTIVE,1998,1,51,OIL-L,OTHER
Detroit Edison Co.,Detroit,MI,Fermi,Newport,MI,NUCLEAR,ACTIVE,1998,1,1085,URAN,OTHER
Detroit Edison Co.,Detroit,MI,Fermi,Newport,MI,NUCLEAR,OUT OF SVC,1998,2,-1085,URAN,OTHER
Detroit Edison Co.,Detroit,MI,Fermi,Newport,MI,NUCLEAR,OUT OF SVC,1998,7,-1085,URAN,OTHER
Detroit Edison Co.,Detroit,MI,Fermi,Newport,MI,NUCLEAR,OUT OF SVC,1998,9,-1085,URAN,OTHER
Detroit Edison Co.,Detroit,MI,Fermi,Newport,MI,NUCLEAR,OUT OF SVC,1998,11,-1085,URAN,OTHER
Detroit Edison Co.,Detroit,MI,Fermi,Newport,MI,NUCLEAR,OUT OF SVC,1999,5,-1110,URAN,OTHER
Detroit Edison Co.,Detroit,MI,Fermi,Newport,MI,NUCLEAR,RERATE,1999,4,25,URAN,OTHER
Detroit Edison Co.,Detroit,MI,Fermi,Newport,MI,NUCLEAR,SVC RETURN,1998,2,1085,URAN,OTHER
Detroit Edison Co.,Detroit,MI,Fermi,Newport,MI,NUCLEAR,SVC RETURN,1998,7,1085,URAN,OTHER
Detroit Edison Co.,Detroit,MI,Fermi,Newport,MI,NUCLEAR,SVC RETURN,1998,10,1085,URAN,OTHER
Detroit Edison Co.,Detroit,MI,Fermi,Newport,MI,NUCLEAR,SVC RETURN,1998,11,1085,URAN,OTHER
Detroit Edison Co.,Detroit,MI,Fermi,Newport,MI,NUCLEAR,SVC RETURN,1999,5,1110,URAN,OTHER
Detroit Edison Co.,Detroit,MI,Greenwood,Avoca,MI,GAS TURB,ACTIVE,1999,6,226,GAS,OTHER
Detroit Edison Co.,Detroit,MI,Greenwood,Avoca,MI,STEAM,ACTIVE,1998,1,775,OIL-H,GAS
Detroit Edison Co.,Detroit,MI,Hancock (DETED),Not Given,MI,GAS TURB,ACTIVE,1998,1,141,GAS,OTHER
Detroit Edison Co.,Detroit,MI,Harbor Beach,Harbor Beach,MI,INT COMB,ACTIVE,1998,1,4,OIL-L,OTHER
Detroit Edison Co.,Detroit,MI,Harbor Beach,Harbor Beach,MI,STEAM,ACTIVE,1998,1,103,COAL,OTHER
Detroit Edison Co.,Detroit,MI,Landfill,Not Given,MI,GAS TURB,ACTIVE,1998,1,40.3,TRASH,OTHER
Detroit Edison Co.,Detroit,MI,Landfill,Not Given,MI,GAS TURB,ACTIVE,1998,6,4.22,TRASH,OTHER
Detroit Edison Co.,Detroit,MI,Landfill,Not Given,MI,GAS TURB,ACTIVE,1998,7,4.07,TRASH,OTHER
Detroit Edison Co.,Detroit,MI,Landfill,Not Given,MI,GAS TURB,ACTIVE,2000,1,18,TRASH,OTHER
Detroit Edison Co.,Detroit,MI,Ludington,Ludington,MI,HYDRO,ACTIVE,1998,1,917.16,WATER,OTHER
Detroit Edison Co.,Detroit,MI,Marysville,Marysville,MI,STEAM,ACTIVE,1998,1,200,COAL,OTHER
Detroit Edison Co.,Detroit,MI,Monroe (DETED),Monroe,MI,INT COMB,ACTIVE,1998,1,13.75,OIL-L,OTHER
Detroit Edison Co.,Detroit,MI,Monroe (DETED),Monroe,MI,STEAM,ACTIVE,1998,1,3000,COAL,OTHER
Detroit Edison Co.,Detroit,MI,Northeast (DETED),Warren,MI,GAS TURB,ACTIVE,1998,1,59,GAS,OTHER
Detroit Edison Co.,Detroit,MI,Northeast (DETED),Warren,MI,GAS TURB,ACTIVE,1998,1,17,OIL-L,GAS
Detroit Edison Co.,Detroit,MI,Northeast (DETED),Warren,MI,GAS TURB,ACTIVE,1998,1,39,OIL-L,OTHER
Detroit Edison Co.,Detroit,MI,Oliver,Not Given,MI,INT COMB,ACTIVE,1998,1,13.75,OIL-L,OTHER
Detroit Edison Co.,Detroit,MI,Placid 12,Not Given,MI,INT COMB,ACTIVE,1998,1,13.75,OIL-L,OTHER
Detroit Edison Co.,Detroit,MI,Putnam (DETED),Not Given,MI,INT COMB,ACTIVE,1998,1,13.75,OIL-L,OTHER
Detroit Edison Co.,Detroit,MI,Refuse (DETED),Not Given,MI,GAS TURB,ACTIVE,1998,1,7,TRASH,OTHER
Detroit Edison Co.,Detroit,MI,Refuse (DETED),Not Given,MI,STEAM,ACTIVE,1998,1,29,TRASH,OTHER
Detroit Edison Co.,Detroit,MI,River Rouge,River Rouge,MI,INT COMB,ACTIVE,1998,1,11,OIL-L,OTHER
Detroit Edison Co.,Detroit,MI,River Rouge,River Rouge,MI,STEAM,ACTIVE,1998,1,500,COAL,OIL-H
Detroit Edison Co.,Detroit,MI,Slocum,Not Given,MI,INT COMB,ACTIVE,1998,1,13.75,OIL-L,OTHER
Detroit Edison Co.,Detroit,MI,St. Clair,East China,MI,GAS TURB,ACTIVE,1998,1,19,OIL-L,GAS
Detroit Edison Co.,Detroit,MI,St. Clair,East China,MI,INT COMB,ACTIVE,1998,1,5.5,OIL-L,OTHER
Detroit Edison Co.,Detroit,MI,St. Clair,East China,MI,STEAM,ACTIVE,1998,1,650,COAL,OIL-H
Detroit Edison Co.,Detroit,MI,St. Clair,East China,MI,STEAM,ACTIVE,1998,1,756,COAL,OTHER
Detroit Edison Co.,Detroit,MI,Superior,Not Given,MI,GAS TURB,ACTIVE,1998,1,52,OIL-L,OTHER
Detroit Edison Co.,Detroit,MI,Total Of 4 Facilities,Not Given,MI,HYDRO,ACTIVE,1998,1,4,WATER,OTHER
Detroit Edison Co.,Detroit,MI,Trenton Channel,Trenton,MI,STEAM,ACTIVE,1998,1,210,COAL,OIL-L
Detroit Edison Co.,Detroit,MI,Trenton Channel,Trenton,MI,STEAM,ACTIVE,1998,1,515,COAL,OTHER
Detroit Edison Co.,Detroit,MI,Wilmont,Kingston,MI,INT COMB,ACTIVE,1998,1,13.75,OIL-L,OTHER
Detroit Public Lighting Dept.,Detroit,MI,Mistersky,Detroit,MI,GAS TURB,ACTIVE,1998,1,25,OIL-L,OTHER
Detroit Public Lighting Dept.,Detroit,MI,Mistersky,Detroit,MI,STEAM,ACTIVE,1998,1,104,OIL-H,GAS
Detroit Public Lighting Dept.,Detroit,MI,Mistersky,Detroit,MI,STEAM,ACTIVE,1998,1,50,OIL-H,OTHER
Dow Chemical Co.,Midland,MI,Midland Cogeneration Venture (MCV),Midland,MI,COMB CYC,ACTIVE,1998,1,102.75,GAS,OTHER
Dow Chemical Co.,Midland,MI,The Dow Chemical Co.,Ludington,MI,COG,ACTIVE,1998,1,11.5,OTHER,OTHER
Dow Corning Corp.,Midland,MI,Dow Corning Midland Plant,Midland,MI,COG,ACTIVE,1998,1,22.5,OTHER,OTHER
Dowagiac Dept. of Public Services,Dowagiac,MI,Dowagiac,Dowagiac,MI,INT COMB,ACTIVE,1998,1,1,GAS,OIL-L
Dunn/Seco Partners,Port Huron,MI,Dunn/SECO Partners,Port Huron,MI,COG,ACTIVE,1998,1,16.86,OTHER,OTHER
"EQ-Waste Energy Services, Inc.",Belleville,MI,EQ - Waste Energy Services In,Belleville,MI,COG,ACTIVE,1998,1,1.55,OTHER,OTHER
Edison Sault Electric Co.,Sault Sainte Marie,MI,Edison Sault,Sault Sainte Marie,MI,HYDRO,ACTIVE,1998,1,29.76,WATER,OTHER
Edison Sault Electric Co.,Sault Sainte Marie,MI,Manistique,Not Given,MI,INT COMB,ACTIVE,1998,1,4.8,OIL-L,OTHER
Escanaba Municipal Electric Utility,Escanaba,MI,Escanaba,Escanaba,MI,STEAM,ACTIVE,1998,1,26.25,COAL,OTHER
Fletcher Paper Co.,Alpena,MI,Fletcher Paper Co.,Alpena,MI,COG,ACTIVE,1998,1,4.65,OTHER,OTHER
Ford Motor Co.,Dearborn,MI,Rawsonville Plant Ford Motor,Ypsilanti,MI,HYDRO,ACTIVE,1998,1,4.5,WATER,OTHER
Ford Motor Co.,Dearborn,MI,Rouge Powerhouse #1,Dearborn,MI,COG,ACTIVE,1998,1,345,COAL,GAS
Ford Motor Co.,Dearborn,MI,Rouge Powerhouse #1,Dearborn,MI,COG,RETIRED,1999,2,-345,COAL,GAS
Fort James Corp.,Deerfield,IL,Recycled Board Division,Kalamazoo,MI,COG,ACTIVE,1998,1,11.8,OTHER,OTHER
French Paper Co.,Niles,MI,French Paper Co. - Hydro,Niles,MI,COG,ACTIVE,1998,1,1.3,OTHER,OTHER
General Motors Corp.,Detroit,MI,NAO GM Pontiac Power Plant,Pontiac,MI,COG,ACTIVE,1998,1,28.94,OTHER,OTHER
General Motors Corp.,Detroit,MI,Powertrain Warren - GMC,Warren,MI,COG,ACTIVE,1998,1,4,OTHER,OTHER
General Motors Corp.,Detroit,MI,Romulus Operations-Powertrain,Romulus,MI,COG,ACTIVE,1998,1,10.72,OTHER,OTHER
"Genesee Power Partners, L.P.",Not Given,,Genesee Power Station - Limite,Flint,MI,STEAM,ACTIVE,1998,1,19.65,WOOD,OTHER
Georgia Pacific Corp.,Atlanta,GA,Grand Rapids East,Grand Rapids,MI,UNKNOWN,ACTIVE,1998,1,1,OTHER,OTHER
Georgia Pacific Corp.,Atlanta,GA,Kalamazoo Paper Division,Kalamazoo,MI,COG,ACTIVE,1998,1,11.5,OTHER,OTHER
Grand Haven Board of Light & Power,Grand Haven,MI,Diesel Plant  (GHLP),Grand Haven,MI,INT COMB,ACTIVE,1998,1,11,GAS,OIL-L
Grand Haven Board of Light & Power,Grand Haven,MI,Diesel Plant  (GHLP),Grand Haven,MI,INT COMB,ACTIVE,1998,1,4.5,OIL-H,OIL-L
Grand Haven Board of Light & Power,Grand Haven,MI,Diesel Plant  (GHLP),Grand Haven,MI,INT COMB,ACTIVE,1998,1,2.5,OIL-L,OTHER
Grand Haven Board of Light & Power,Grand Haven,MI,Sims,Grand Haven,MI,STEAM,ACTIVE,1998,1,66.3,COAL,OIL-H
Granger Electric Co.,Lansing,MI,Brent Run Generating Station,Montrose,MI,GAS TURB,ACTIVE,1998,11,1.37,OTHER,OTHER
Granger Electric Co.,Lansing,MI,Grand Blanc Generating Station,Not Given,MI,GAS TURB,ACTIVE,1998,1,2.4,OTHER,OTHER
Granger Electric Co.,Lansing,MI,Granger Electric Generating Station I,Lansing,MI,GAS TURB,ACTIVE,1998,1,2.4,OTHER,OTHER
Granger Electric Co.,Lansing,MI,Granger Electric Generating Station I,Lansing,MI,GAS TURB,RERATE,1998,1,0.74,OTHER,OTHER
Granger Electric Co.,Lansing,MI,Granger Electric Generating Station II,Grand Ledge,MI,GAS TURB,ACTIVE,1998,1,3.14,OTHER,OTHER
Granger Electric Co.,Lansing,MI,Ottawa Generating Station,Not Given,MI,GAS TURB,ACTIVE,1998,1,4.8,OTHER,OTHER
Granger Electric Co.,Lansing,MI,Seymour Road Generating Statio,Montrose,MI,GAS TURB,ACTIVE,1998,1,1.6,OTHER,OTHER
Great Lakes Tissue,Cheboygan,MI,Cheboygan,Cheboygan,MI,HYDRO,ACTIVE,1998,1,1.5,WATER,OTHER
"Grenfell Hydro, Inc.",Belding,MI,Belding,Kingsford,MI,HYDRO,ACTIVE,1998,1,0.28,WATER,OTHER
Hart Hydro Electric Dept.,Hart,MI,Hart,Hart,MI,INT COMB,ACTIVE,1998,1,1.69,GAS,OIL-L
Hart Hydro Electric Dept.,Hart,MI,Hart,Hart,MI,INT COMB,ACTIVE,1998,1,2.5,OIL-L,GAS
