Date,Hour1,Hour2,Hour3,Hour4,Hour5,Hour6,Hour7,Hour8,Hour9,Hour10,Hour11,Hour12,Hour13,Hour14,Hour15,Hour16,Hour17,Hour18,Hour19,Hour20,Hour21,Hour22,Hour23,Hour24,,Peak,16 Hours,Off Peak,24x7
2001-05-18 00:00:00,52871.5557685627,51037.2698634258,50166.4283533206,50176.536813764,52124.40310418,56495.3631851333,61366.8678291063,64967.506136835,67291.4655739231,69225.5595465268,70348.0262298762,70906.1423670795,71458.1114209263,71674.9315594097,71347.9340606654,70783.9585385655,70078.0154992281,68899.8428022,67731.273760221,67237.2691831412,68048.7336484017,65760.5280443034,61330.0967199378,56296.6840946526,,,,,
2001-05-19 00:00:00,49040.0851192815,47074.4581844805,46067.5400114123,45874.3830091948,46804.8073673518,48505.558166407,50339.4449042932,53262.1918350985,56520.4484125189,59003.4330153418,60129.6618006533,60498.3913055602,60420.1205710187,60051.8919629796,59770.082407925,59726.9997523791,59746.9281725824,59435.9876975148,59108.5113958916,59065.5050300755,60220.166410768,58492.0149928697,54926.5843799444,50782.9790619896,,,,,
2001-05-20 00:00:00,45998.3918716689,44320.1730075736,43390.1723358988,43393.2857050727,44169.8689152305,45158.1340081645,45870.8373405783,48011.4460738359,51039.6120795122,53082.2526966907,53935.7275542719,54695.585507138,55234.4666917157,55071.1653331574,54987.2130188556,55223.4238148572,55692.7861872952,55814.6109502152,56120.703316751,56889.2688367362,58725.8437501753,57392.3185049506,53968.0325699918,50376.7775514209,,,,,
2001-05-21 00:00:00,47261.5074258536,46225.0276162076,46086.178650773,46561.27516787,48937.4308096902,53648.5599320178,58807.2992665696,62478.5756326686,64760.0963278193,66585.1533937693,67742.5002181831,68349.4788566783,68945.3071031431,69247.5588398994,69089.812826007,68839.4850350025,68583.8376245991,67935.2748534292,67501.9678699432,67615.1265498505,68695.4308992012,66039.0078190114,60971.2973793243,55918.3250627326,,,,,
2001-05-22 00:00:00,51284.4240251311,49663.6855905985,48991.7319877542,49199.8842973263,51386.0890349141,55801.7865985556,60835.9355461406,63889.6335635378,65218.9551078641,66159.622840107,66399.0817946699,66159.1249335134,66059.9938460521,65654.8644315017,64943.0042427734,64416.2042981112,63932.47163843,63200.5815843118,62982.5933088561,63286.0458903865,64685.6076139755,62681.4755332867,57983.8042413497,53329.3180334399,,,,,
2001-05-23 00:00:00,50342.6142506839,48919.2495187943,48429.067299609,48820.715024317,51137.5298237051,55617.4121556395,60724.7606243023,63679.7716549366,64669.2441919027,65156.1500901557,65059.2367909842,64546.5311149164,64264.7311209106,63800.0862063526,63078.9592191141,62716.5703000004,62390.2500162916,62039.7278770071,62021.2764041789,62513.2259477604,64046.8694020444,62244.5971686071,57770.4850238978,53299.3772787707,,,,,
2001-05-24 00:00:00,51374.7121139072,49894.0394454784,49412.8657844854,49666.5098822891,51881.2996515112,56177.9997274194,61111.2632270775,64062.2651745025,65199.0674164256,65873.7618553026,65932.0520254659,65479.9797422133,65251.2546363801,64805.0429286048,64097.4011724892,63631.1520509684,63151.7867232145,62622.2036279477,62443.2277466931,62939.9705266469,64376.4537092869,62582.5039152333,58066.8945834582,53565.2243509519,,,,,
2001-05-25 00:00:00,51220.8161473931,49739.780138059,49246.8358545333,49514.7552198121,51691.9405715651,55857.8047316781,60716.9467084691,63768.1015910872,64990.2585614443,65673.0564818207,65668.7005204802,65117.8954737916,64752.7047348883,64162.3057793239,63255.3682637538,62541.644594793,61755.7145215434,60842.6272241667,60155.5676098876,60065.7548595663,61224.8606549041,59851.490114416,56075.5376801741,51829.2753215936,,,,,
2001-05-26 00:00:00,48056.923828908,46361.5237553438,45655.2290770532,45666.965762493,46750.7762877279,48121.6910748481,49473.0652621684,52085.39315598,55040.9934158957,56782.4485175706,57014.9640771379,56451.8984556297,55625.0216262977,54605.4683437575,53861.3585384302,53691.0296758543,53662.856508911,53528.4282622558,53425.0516328434,53614.4514816455,54958.2333500522,53819.918282221,50712.5368998348,47222.165982733,,,,,
2001-05-27 00:00:00,45181.8848634574,43677.5135240827,43008.6809881441,43088.3994593548,43907.849166317,44632.7723743869,45044.2202358827,47046.301929731,49893.4911144475,51493.0717448879,51877.7248095096,52072.0809592001,52119.9663962222,51522.006784314,51109.1658064323,51245.3690243497,51710.6782415423,52047.8874265654,52488.3115178418,53338.7756341778,55276.8116823041,54394.774215975,51407.1634141331,48359.0023524397,,,,,
2001-05-28 00:00:00,45333.5688711753,44125.1672134154,43443.9566513761,43429.195888222,44208.3616445321,45320.9222909103,46379.4079753777,47748.4108677689,50032.4569045159,51963.6078772234,52624.6969888516,52649.0408771174,52039.0899721905,50845.395125743,50069.8790325935,50086.2217776151,50405.1929224117,50415.3573608459,51364.9167549141,52785.7423860954,55480.8419119537,54513.3668947055,51116.9690567629,47880.7175274334,,,,,
2001-05-29 00:00:00,49888.5015929278,48487.363777372,48021.3290701394,48301.1695487097,50678.4830231518,55379.2460343772,60641.9342309271,63678.5624850246,65019.3732840732,65961.4238569067,66247.2415909947,66168.5983421598,66280.6553101564,66122.3608713981,65647.7554966546,65434.9190433781,65069.5090003648,64081.7237183933,63638.88708523,63531.6786698318,64810.8213444092,62602.7605099851,57508.4725102177,52775.0980281277,,,,,
2001-05-30 00:00:00,49211.676184828,47846.4535735974,47457.3939567724,47738.0275646062,50145.8289754636,54833.5319525573,60158.1046969364,63269.1072479354,64559.0029604728,65398.8595257776,65613.3595779609,65432.4806043275,65474.9800235839,65278.1942721937,64797.5964671416,64618.5023671391,64339.7976219813,63555.4780405143,63144.260805882,63026.2985427213,64298.4187358243,62207.4013435901,57290.5552866247,52676.010961827,,,,,
2001-05-31 00:00:00,49864.0083949651,48479.8254436702,48047.1791254929,48420.3178797964,50854.6224041675,55510.9798144554,60810.836348915,63964.2623643065,65246.8013125139,66055.2894930885,66194.0292869092,65951.8682460466,65905.6515599196,65677.9226208649,65179.5238580997,65028.2829110483,64716.1793871489,63983.5591976918,63694.0102546076,63796.1650664201,65128.8102795162,63166.2584598402,58300.2869087097,53703.501608496,,,,,
2001-06-01 00:00:00,50686.7651653637,49191.0283517622,48719.1214408426,48799.8691468117,51013.2749828576,55334.5981285812,60322.0316365999,63524.3440843709,65176.6275047841,66375.1778949217,66803.721978246,66677.1458329742,66733.3142633043,66458.9398517349,65830.4150433118,65266.9293587978,64468.7603019146,62966.725635526,61768.4408511765,60874.9261154415,61712.2991958852,59977.0120297551,55635.3907578601,51135.2710865993,,,,,
2001-06-02 00:00:00,48071.8512636213,46261.7989164653,45499.6429378894,45387.8305620245,46411.3930121797,47481.2429404446,48633.2038604758,51363.7478207185,54597.8516936221,56648.2856972127,57158.8700760185,56827.650245932,56194.3252690312,55318.2608227232,54710.5631418273,54617.204222831,54596.84885335,54294.5283760448,54000.0547058826,53743.9236089917,54842.7175520724,53779.5174943438,50575.0783435742,47040.568195356,,,,,
2001-06-03 00:00:00,44900.4336944095,43341.9376903736,42632.8285372003,42712.6445190572,43537.5190018481,43983.1187032047,44236.849509857,46346.4379976179,49358.8012716145,51104.4290678647,51624.885733772,51962.210092785,52124.5451263703,51641.9436966975,51348.6706219621,51627.5831187861,52153.811660158,52419.471059018,52779.8996365788,53344.2641065308,55141.8726952992,54372.0042228056,51353.6947466514,48299.5415787564,,,,,
2001-06-04 00:00:00,46680.2504510503,45801.1168269886,45838.6915640969,46475.338881893,48984.8706336889,53165.8775703866,58067.8115101335,61377.3322513322,62986.6156809063,63999.5127041891,64394.8140772965,64216.4180261125,64165.5710868499,63873.3090573299,63316.0194607035,63044.3962361297,62719.27574219,62110.8421395764,61919.6909308665,61950.2226199709,63140.9802208061,61309.0613902916,56716.4203133193,52271.4300210005,,,,,
2001-06-05 00:00:00,51058.6245968057,49504.8653333597,48952.28619454,49140.4084079737,51317.8689141911,55161.2453802159,59728.6480643857,62693.2948904287,64167.4545135369,65222.3581995114,65703.4558098232,65743.657093811,65964.0924890053,65911.8709459168,65543.4918043841,65394.3440452566,65022.5146841373,64154.3461924746,63660.0714299411,63422.5659196541,64493.5277589769,62592.8386243066,57728.0824348513,53038.9983097865,,,,,
2001-06-06 00:00:00,50951.5338483421,49286.8995353573,48706.2478139702,48725.9659779667,50802.5453572574,54615.2089524144,59148.5790619145,62388.9381081691,64285.2154487293,65777.3531664167,66693.5214151895,67075.7913518584,67591.8355383842,67800.2231487837,67640.6473643059,67558.7472452715,67286.6156014165,66499.583141222,65793.3411367375,65188.4438912669,66057.6681147241,64022.8743580752,59107.5632640569,54297.5199295332,,,,,
2001-06-07 00:00:00,52975.1891257486,51118.0289462793,50287.303080898,50319.993233512,52350.7264758051,56018.6861985613,60477.345057341,63911.1709577143,66080.3088176477,67832.8396991622,68868.9020463175,69362.240275765,69934.5822444904,70197.2128849275,70081.7420767623,70022.358057985,69659.7338719571,68724.1083665759,67995.3435556318,67430.9623375872,68249.3476058028,66190.8846687891,61150.4036171434,56153.6413265818,,,,,
2001-06-08 00:00:00,53818.3727625892,51896.0884055018,50987.9349416912,50962.285737132,52918.6129742222,56382.7291418272,60716.7552640511,64246.2387020256,66592.4559891254,68466.9959796761,69531.9160852448,70025.5699439917,70578.2576440697,70783.7975655111,70545.4906685175,70266.7049878603,69548.3860527491,68096.3303613859,66749.1730691479,65469.3054725615,65876.9287526462,64170.4098277686,59686.2760848655,54802.8517299653,,,,,
2001-06-09 00:00:00,50168.3972667059,48098.6592948024,47073.6424866265,46800.7762862609,47716.8033681448,48500.6686959095,49640.7797492886,52603.8172794776,56224.9201279678,58892.0293463586,60130.7400374337,60610.1189358405,60694.3933971466,60488.9414086285,60435.7202882062,60759.1568147012,60819.5050669877,60259.0530553071,59647.6257074387,58713.6493241317,59306.8561945941,58044.1750957696,54264.2101708673,50177.79164094,,,,,
2001-06-10 00:00:00,48471.9156072995,46528.6640380158,45511.6116700315,45195.2126996321,45767.4097802592,45884.3733155016,46265.718482422,48718.6422398986,52279.8973450492,55027.5285914667,56827.1382789478,58511.7922991869,59864.3061179809,60466.0480813145,61034.9348186301,61863.9201399333,62469.2975176076,62364.8959004348,62149.179170723,61776.2629588397,62733.9116867457,61516.4094973809,57603.7220964797,53678.2229156407,,,,,
2001-06-11 00:00:00,52351.2935381727,50794.9820101162,50257.6603937923,50366.4386739774,52452.491256752,56144.6322729416,60726.7023053931,65008.0254373492,68451.2059698068,71393.9694682476,73606.8663727525,75204.346881303,76656.2869373803,77721.4259117028,78203.5770983199,78532.6111630344,78356.9036450563,77310.2024869144,76195.8135823399,75065.8021845183,75101.0469201408,72325.5528525,66570.3767809315,60983.2857566269,,,,,
2001-06-12 00:00:00,60240.5579213866,57708.7513437,56292.0288049856,55824.573864201,57400.0427030571,60657.0530860115,64976.1550597628,69305.6552813951,73030.9169520657,76357.523884513,78890.5828318292,80822.0952858157,82561.5893109179,83825.6710461075,84403.8034743575,84804.9212188824,84527.8659221357,83251.9327254137,81771.1522675649,80299.7183053902,80061.185587781,77083.1658857041,71016.7680026672,65069.5167180781,,,,,
2001-06-13 00:00:00,61623.3528540166,58959.9963411905,57395.456503785,56862.0719686019,58392.5233454938,61576.1568894513,65864.3329857917,70313.4451308048,74218.4752329862,77695.1270563227,80323.2664103014,82320.2722835358,84159.47122547,85503.3028545179,86167.2470906722,86646.2617141883,86387.6866306532,85099.2773714212,83493.2245830924,81818.2589132115,81435.585591273,78377.9919488064,72230.2701642178,66138.5053235405,,,,,
2001-06-14 00:00:00,64624.7058613971,61699.8090233875,59922.7981924241,59206.9588429595,60564.3205049678,63548.2135375374,67749.506694404,72471.0572658317,76810.7696330311,80734.5402493262,83690.8233438027,85902.3305805483,87874.269897726,89296.302119641,89995.8922701869,90414.5744468571,90010.8972287723,88561.5312208705,86781.5135386691,85064.4982307518,84450.7041945321,81293.0540656831,75003.9276848744,68736.8543650556,,,,,
2001-06-15 00:00:00,65338.1401308807,62310.6703751815,60464.9934813884,59610.8128796263,60818.7149499875,63624.7888064642,67704.9773909864,72627.2739372941,77290.5870549069,81489.9666430776,84622.8840912868,86893.2784015228,88857.4401454189,90198.4174569116,90726.1683890574,90817.4091975504,90043.778745356,88100.0101328939,85647.0107642497,83180.5189313734,82181.8073136834,79316.3804458562,73673.9653962456,67564.8012719835,,,,,
2001-06-16 00:00:00,55675.4412475452,52915.0727047484,51368.0097351674,50483.6645049896,50908.1525072491,51383.5878084201,52779.8363810455,56504.5329152352,61028.5005345136,64979.0422150262,67592.2707922785,69194.0576270679,70100.8359795515,70478.9475293317,70787.9718291407,71181.3830947839,71161.6847675093,70259.6226282917,69031.977291837,67398.4468199105,67245.3105290401,65449.730454241,61275.8724728898,56601.7211754037,,,,,
2001-06-17 00:00:00,51223.5553551933,48907.991917053,47523.165444155,47005.0288638322,47367.0975638086,47327.0932635791,47765.8571039152,50592.3189535221,54631.5950706626,58013.4534395169,60427.7022096724,62628.4957577626,64347.4602577411,65208.9686832409,65942.1487463605,66846.5110288235,67435.1316722242,67107.7095656156,66606.8323709303,65935.2602358616,66608.4226451867,65062.2139522948,60998.366434872,56762.8086645517,,,,,
2001-06-18 00:00:00,53253.216125847,51596.4034844718,50883.90295043,51049.2107141278,53155.583729896,56764.0481087473,61281.1738060785,65569.5697860131,69053.6935902554,72028.8192006312,74193.0887516123,75778.9659800405,77224.0029811025,78276.8472448848,78767.9454200033,79171.5188115074,78986.9989531398,77806.9591342819,76671.8859444193,75522.3430486925,75517.820222867,72698.9962279073,66899.0556841772,61232.7420176944,,,,,
2001-06-19 00:00:00,60689.7197126635,58141.0636296763,56700.5183477004,56244.8370714289,57842.3747512304,61062.6684421094,65324.7458921798,69648.102914718,73425.929111162,76810.3789218935,79411.6806344256,81470.6889975152,83343.8001953768,84760.5205179566,85479.9591183544,86029.7399639248,85790.2950701151,84451.5987987904,82894.0820586446,81422.1646154535,81049.7519321249,78013.5441901267,71815.3239021609,65751.4004051886,,,,,
2001-06-20 00:00:00,56639.0181925552,54274.4976251731,53104.8052114123,52640.8022661799,54344.2397519788,57682.6182552367,62015.4681570261,66115.3477785712,69426.7871623103,72385.470776518,74562.4380853504,76075.1801422135,77482.9395394759,78411.8006740842,78786.2156124863,78992.3653686953,78724.9885408024,77520.1835875571,76131.2917491621,74696.6078862318,74622.6278909127,72040.3179182017,66428.1150197036,60897.9698680737,,,,,
2001-06-21 00:00:00,56426.2666478592,54120.4547978647,52908.998750627,52643.063354375,54425.2570333979,57788.0012731229,62053.2048628401,66049.5968735314,69212.1511645064,72001.6596778126,73956.9153863318,75289.6086969941,76528.2665838547,77356.7413276589,77666.4812247147,77867.4876238848,77561.1410312878,76352.2561431776,75121.6877023888,74020.797177133,74202.8621996428,71678.507807635,66198.7125811877,60714.569350786,,,,,
2001-06-22 00:00:00,53217.3299937467,51162.3465647809,50204.8829133007,50036.5799670066,51915.4620955981,55287.9703126646,59485.891029683,63131.2794375577,65743.9389371954,67959.7222419183,69304.4388807443,69970.4810087156,70614.6260894743,70843.0219281228,70623.8659669541,70296.7324077177,69587.3975318686,67999.2460761345,66472.2960684739,64972.8354224812,65214.1107852981,63489.2795812761,59129.4191802935,54327.9513390949,,,,,
2001-06-23 00:00:00,48327.4525755712,46264.1902269796,45291.5052924663,44992.3587002528,45877.3289219565,46685.8735180886,47752.3048170942,50729.5444498196,54424.6190511964,57277.6178433008,58758.384832722,59408.8282603605,59585.3273452211,59451.646790534,59448.9607672944,59776.0112242811,59923.8360016742,59338.2864414319,58614.5966524855,57653.7771204425,58273.6370719638,56900.3692835806,53373.4286586378,49416.9975213606,,,,,
2001-06-24 00:00:00,45969.0850328691,44164.7404628127,43186.8118372601,43122.3726798721,43855.7025694967,44081.7681098213,44279.8974749011,46540.2336393273,49959.1234116221,52525.2390868094,54092.9275560803,55628.2909058829,56854.9022810515,57398.8716727837,57963.179854316,58884.8669843827,59609.3381982044,59491.3875412268,59363.8968491212,59194.7101533314,60391.1161291299,59166.4967582968,55489.1542769588,51712.9247547363,,,,,
2001-06-25 00:00:00,49275.2349963099,47956.8599507577,47604.3042350453,47942.6030068767,50242.3793544327,54072.9489558161,58603.9254768193,62510.9046945797,65442.5727527552,67905.6233151948,69678.7707298019,70940.8934011022,72134.5344666701,73014.6473857268,73408.5422302787,73764.2985079631,73652.5690980687,72626.6575045232,71704.0893400604,70834.6949871936,71121.5790619788,68581.1617405828,63102.3412583644,57784.3537753904,,,,,
2001-06-26 00:00:00,55714.0376955578,53556.6710498242,52490.1532460254,52289.0904721174,54146.0378223455,57658.5591879072,61961.9116806321,65781.6322581817,68802.8028403713,71484.3582588407,73477.5706625295,75008.9919856725,76451.2510892817,77524.2871554011,78023.0784393499,78450.3708400528,78271.1558167774,77106.9599144054,75897.7107389857,74751.0990182839,74825.8959172373,72195.9419196815,66454.8894482061,60871.2661339472,,,,,
2001-06-27 00:00:00,57719.5037599061,55359.4072114508,54123.1027924561,53747.4990624485,55457.4237758447,58884.4282502424,63155.8094608503,67271.4472600382,70747.4514753211,73856.4457111091,76231.7596333275,78050.0763840756,79755.7494457534,81043.0249969883,81701.7249777757,82197.6683871842,82049.9866626943,80902.9541271158,79455.9642992707,77994.7014087452,77835.750521726,74970.7977020483,69085.2077318837,63271.9249047742,,,,,
2001-06-28 00:00:00,60535.9406351001,57926.9740012286,56435.250029262,55956.8365244015,57541.0031018612,60856.1437850315,65070.6765077256,69384.9349101006,73172.7748281761,76604.6904132528,79149.047716772,81048.9263371734,82772.8899415273,84033.1636962724,84649.412006436,85050.8298837138,84743.3120531955,83440.1570205169,81924.7467242586,80471.7256324082,80205.2524648346,77297.7041932124,71312.0658948721,65350.1347901653,,,,,
2001-06-29 00:00:00,61530.1867191313,58817.6695901847,57237.7262722211,56642.6689016345,58089.64599721,61221.6125204853,65313.868874815,69815.2970255797,73912.2184463818,77597.674459325,80296.2616420623,82258.0092191357,83987.7970781624,85190.4115633117,85658.2935872001,85771.4777559,85097.7409049297,83294.2827477128,81113.4742191857,78918.3591040108,78255.2493891021,75630.421649586,70244.1224238317,64400.8376768975,,,,,
2001-06-30 00:00:00,57381.2192515342,54520.0091919152,52934.6298207317,51882.4716441434,52162.3517620506,52766.1867229494,54382.7028809238,58182.3454733689,62751.9825455089,67012.2863678499,70182.0124035353,72330.0990995495,73690.9316940976,74494.0636778811,75099.1258856281,75676.4559152867,75708.562028815,74841.9773915451,73450.0764785907,71637.3798258722,71253.2649323035,69195.4675083097,64789.4755223536,59818.8351990807,,,,,
2001-07-01 00:00:00,50548.9424828406,48265.9368540731,46857.4587551819,46450.4704832994,46915.9677403804,47055.9412437407,47379.3390015414,50042.9778470263,54015.1739883939,57273.1036464655,59420.0554069961,61402.282489359,62947.7051882046,63656.4657531144,64297.5391903256,65168.0156440375,65752.2931559061,65415.2847833848,65042.5638487803,64393.0415175046,65162.4736109209,63723.161061628,59684.4316466162,55525.4811967432,,,,,
2001-07-02 00:00:00,47431.4432845202,46121.8128267906,45727.7092131338,45825.4626926095,47815.1933760683,51290.4781005313,55557.9549752898,59105.5566658993,61544.3094715054,63537.6516494661,64807.9052130965,65269.321418244,65718.8316499134,65816.3810767411,65650.1420127388,65733.3722240054,65789.1593673767,64706.2023381365,63785.0927185652,62633.6367700432,62428.53214823,60375.699805812,55953.2962076806,51205.3723561941,,,,,
