11,28,34,952,34,952,,,0,34,952,,,0,34,952,,,0,34,952,,,0,34,952,,,0,34,952,,,0,34,952,,,0,34,952,,,0,34,952,,,0,34,952,,,0,34,952,,,0,34,952,,,0,34,952,,,0,34,952,,,0,34,952,,,0,34,952,28,28,28,11
12,39,53,2067,53,2067,,,0,53,2067,,,0,53,2067,,,0,53,2067,,,0,53,2067,,,0,53,2067,,,0,53,2067,,,0,53,2067,,,0,53,2067,,,0,53,2067,,,0,53,2067,,,0,53,2067,,,0,53,2067,,,0,53,2067,,,0,53,2067,,,0,53,2067,39,39,39,12
13,49,56,2744,56,2744,,,0,56,2744,,,0,56,2744,,,0,56,2744,,,0,56,2744,,,0,56,2744,,,0,56,2744,,,0,56,2744,,,0,56,2744,,,0,56,2744,,,0,56,2744,,,0,56,2744,,,0,56,2744,,,0,56,2744,,,0,56,2744,,,0,56,2744,49,49,49,13
14,46,64,2944,64,2944,,,0,64,2944,,,0,64,2944,,,0,64,2944,,,0,64,2944,,,0,64,2944,,,0,64,2944,,,0,64,2944,,,0,64,2944,,,0,64,2944,,,0,64,2944,,,0,64,2944,,,0,64,2944,,,0,64,2944,,,0,64,2944,,,0,64,2944,46,46,46,14
15,51,64,3264,64,3264,,,0,64,3264,,,0,64,3264,,,0,64,3264,,,0,64,3264,,,0,64,3264,,,0,64,3264,,,0,64,3264,,,0,64,3264,,,0,64,3264,,,0,64,3264,,,0,64,3264,,,0,64,3264,,,0,64,3264,,,0,64,3264,,,0,64,3264,51,51,51,15
16,54,64,3456,64,3456,,,0,64,3456,,,0,64,3456,,,0,64,3456,,,0,64,3456,,,0,64,3456,,,0,64,3456,,,0,64,3456,,,0,64,3456,,,0,64,3456,,,0,64,3456,,,0,64,3456,,,0,64,3456,,,0,64,3456,,,0,64,3456,,,0,64,3456,54,54,54,16
17,48,62,2976,62,2976,,,0,62,2976,,,0,62,2976,,,0,62,2976,,,0,62,2976,,,0,62,2976,,,0,62,2976,,,0,62,2976,,,0,62,2976,,,0,62,2976,,,0,62,2976,,,0,62,2976,,,0,62,2976,,,0,62,2976,,,0,62,2976,,,0,62,2976,48,48,48,17
18,49,57,2793,57,2793,,,0,57,2793,,,0,57,2793,,,0,57,2793,,,0,57,2793,,,0,57,2793,,,0,57,2793,,,0,57,2793,,,0,57,2793,,,0,57,2793,,,0,57,2793,,,0,57,2793,,,0,57,2793,,,0,57,2793,,,0,57,2793,,,0,57,2793,49,49,49,18
19,46,56,2576,56,2576,,,0,56,2576,,,0,56,2576,,,0,56,2576,,,0,56,2576,,,0,56,2576,,,0,56,2576,,,0,56,2576,,,0,56,2576,,,0,56,2576,,,0,56,2576,,,0,56,2576,,,0,56,2576,,,0,56,2576,,,0,56,2576,,,0,56,2576,46,46,46,19
20,49,51,2499,51,2499,,,0,51,2499,,,0,51,2499,,,0,51,2499,,,0,51,2499,,,0,51,2499,,,0,51,2499,,,0,51,2499,,,0,51,2499,,,0,51,2499,,,0,51,2499,,,0,51,2499,,,0,51,2499,,,0,51,2499,,,0,51,2499,,,0,51,2499,49,49,49,20
21,36,40,1440,40,1440,,,0,40,1440,,,0,40,1440,,,0,40,1440,,,0,40,1440,,,0,40,1440,,,0,40,1440,,,0,40,1440,,,0,40,1440,,,0,40,1440,,,0,40,1440,,,0,40,1440,,,0,40,1440,,,0,40,1440,,,0,40,1440,,,0,40,1440,36,36,36,21
22,28,36,1008,36,1008,,,0,36,1008,,,0,36,1008,,,0,36,1008,,,0,36,1008,,,0,36,1008,,,0,36,1008,,,0,36,1008,,,0,36,1008,,,0,36,1008,,,0,36,1008,,,0,36,1008,,,0,36,1008,,,0,36,1008,,,0,36,1008,,,0,36,1008,28,28,28,22
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,741,30756,41.506072874493924,,,
Entergy/SPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEAK
PEAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hour Ending:,*Bid,*Ask,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,14,23,322,23,322,,,0,23,322,,,0,23,322,,,0,23,322,,,0,23,322,,,0,23,322,,,0,23,322,,,0,23,322,,,0,23,322,,,0,23,322,,,0,23,322,,,0,23,322,,,0,23,322,,,0,23,322,,,0,23,322,,,0,23,322,14,14,14,7
8,20,23,460,23,460,,,0,23,460,,,0,23,460,,,0,23,460,,,0,23,460,,,0,23,460,,,0,23,460,,,0,23,460,,,0,23,460,,,0,23,460,,,0,23,460,,,0,23,460,,,0,23,460,,,0,23,460,,,0,23,460,,,0,23,460,20,20,20,8
9,21,34,714,34,714,,,0,34,714,,,0,34,714,,,0,34,714,,,0,34,714,,,0,34,714,,,0,34,714,,,0,34,714,,,0,34,714,,,0,34,714,,,0,34,714,,,0,34,714,,,0,34,714,,,0,34,714,,,0,34,714,,,0,34,714,21,21,21,9
10,24,36,864,36,864,,,0,36,864,,,0,36,864,,,0,36,864,,,0,36,864,,,0,36,864,,,0,36,864,,,0,36,864,,,0,36,864,,,0,36,864,,,0,36,864,,,0,36,864,,,0,36,864,,,0,36,864,,,0,36,864,,,0,36,864,24,24,24,10
11,32,41,1312,41,1312,,,0,41,1312,,,0,41,1312,,,0,41,1312,,,0,41,1312,,,0,41,1312,,,0,41,1312,,,0,41,1312,,,0,41,1312,,,0,41,1312,,,0,41,1312,,,0,41,1312,,,0,41,1312,,,0,41,1312,,,0,41,1312,,,0,41,1312,32,32,32,11
12,42,52,2184,52,2184,,,0,52,2184,,,0,52,2184,,,0,52,2184,,,0,52,2184,,,0,52,2184,,,0,52,2184,,,0,52,2184,,,0,52,2184,,,0,52,2184,,,0,52,2184,,,0,52,2184,,,0,52,2184,,,0,52,2184,,,0,52,2184,,,0,52,2184,42,42,42,12
13,43,56,2408,56,2408,,,0,56,2408,,,0,56,2408,,,0,56,2408,,,0,56,2408,,,0,56,2408,,,0,56,2408,,,0,56,2408,,,0,56,2408,,,0,56,2408,,,0,56,2408,,,0,56,2408,,,0,56,2408,,,0,56,2408,,,0,56,2408,,,0,56,2408,43,43,43,13
14,50,59,2950,59,2950,,,0,59,2950,,,0,59,2950,,,0,59,2950,,,0,59,2950,,,0,59,2950,,,0,59,2950,,,0,59,2950,,,0,59,2950,,,0,59,2950,,,0,59,2950,,,0,59,2950,,,0,59,2950,,,0,59,2950,,,0,59,2950,,,0,59,2950,50,50,50,14
15,56,62,3472,62,3472,,,0,62,3472,,,0,62,3472,,,0,62,3472,,,0,62,3472,,,0,62,3472,,,0,62,3472,,,0,62,3472,,,0,62,3472,,,0,62,3472,,,0,62,3472,,,0,62,3472,,,0,62,3472,,,0,62,3472,,,0,62,3472,,,0,62,3472,56,56,56,15
16,55,65,3575,65,3575,,,0,65,3575,,,0,65,3575,,,0,65,3575,,,0,65,3575,,,0,65,3575,,,0,65,3575,,,0,65,3575,,,0,65,3575,,,0,65,3575,,,0,65,3575,,,0,65,3575,,,0,65,3575,,,0,65,3575,,,0,65,3575,,,0,65,3575,55,55,55,16
17,60,66,3960,66,3960,,,0,66,3960,,,0,66,3960,,,0,66,3960,,,0,66,3960,,,0,66,3960,,,0,66,3960,,,0,66,3960,,,0,66,3960,,,0,66,3960,,,0,66,3960,,,0,66,3960,,,0,66,3960,,,0,66,3960,,,0,66,3960,,,0,66,3960,60,60,60,17
18,55,60,3300,60,3300,,,0,60,3300,,,0,60,3300,,,0,60,3300,,,0,60,3300,,,0,60,3300,,,0,60,3300,,,0,60,3300,,,0,60,3300,,,0,60,3300,,,0,60,3300,,,0,60,3300,,,0,60,3300,,,0,60,3300,,,0,60,3300,,,0,60,3300,55,55,55,18
19,55,65,3575,65,3575,,,0,65,3575,,,0,65,3575,,,0,65,3575,,,0,65,3575,,,0,65,3575,,,0,65,3575,,,0,65,3575,,,0,65,3575,,,0,65,3575,,,0,65,3575,,,0,65,3575,,,0,65,3575,,,0,65,3575,,,0,65,3575,,,0,65,3575,55,55,55,19
20,35,39,1365,39,1365,,,0,39,1365,,,0,39,1365,,,0,39,1365,,,0,39,1365,,,0,39,1365,,,0,39,1365,,,0,39,1365,,,0,39,1365,,,0,39,1365,,,0,39,1365,,,0,39,1365,,,0,39,1365,,,0,39,1365,,,0,39,1365,,,0,39,1365,35,35,35,20
21,43,45,1935,45,1935,,,0,45,1935,,,0,45,1935,,,0,45,1935,,,0,45,1935,,,0,45,1935,,,0,45,1935,,,0,45,1935,,,0,45,1935,,,0,45,1935,,,0,45,1935,,,0,45,1935,,,0,45,1935,,,0,45,1935,,,0,45,1935,,,0,45,1935,43,43,43,21
22,47,50,2350,50,2350,,,0,50,2350,,,0,50,2350,,,0,50,2350,,,0,50,2350,,,0,50,2350,,,0,50,2350,,,0,50,2350,,,0,50,2350,,,0,50,2350,,,0,50,2350,,,0,50,2350,,,0,50,2350,,,0,50,2350,,,0,50,2350,,,0,50,2350,47,47,47,22
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ComEd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEAK
PEAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hour Ending:,*Bid,*Ask,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,20,24,480,24,480,,,0,24,480,,,0,24,480,,,0,24,480,,,0,24,480,,,0,24,480,,,0,24,480,,,0,24,480,,,0,24,480,,,0,24,480,,,0,24,480,,,0,24,480,,,0,24,480,,,0,24,480,,,0,24,480,,,0,24,480,20,20,20,7
8,18,26,468,26,468,,,0,26,468,,,0,26,468,,,0,26,468,,,0,26,468,,,0,26,468,,,0,26,468,,,0,26,468,,,0,26,468,,,0,26,468,,,0,26,468,,,0,26,468,,,0,26,468,,,0,26,468,,,0,26,468,,,0,26,468,18,18,18,8
9,19,27,513,27,513,,,0,27,513,,,0,27,513,,,0,27,513,,,0,27,513,,,0,27,513,,,0,27,513,,,0,27,513,,,0,27,513,,,0,27,513,,,0,27,513,,,0,27,513,,,0,27,513,,,0,27,513,,,0,27,513,,,0,27,513,19,19,19,9
10,24,27,648,27,648,,,0,27,648,,,0,27,648,,,0,27,648,,,0,27,648,,,0,27,648,,,0,27,648,,,0,27,648,,,0,27,648,,,0,27,648,,,0,27,648,,,0,27,648,,,0,27,648,,,0,27,648,,,0,27,648,,,0,27,648,24,24,24,10
11,28,34,952,34,952,,,0,34,952,,,0,34,952,,,0,34,952,,,0,34,952,,,0,34,952,,,0,34,952,,,0,34,952,,,0,34,952,,,0,34,952,,,0,34,952,,,0,34,952,,,0,34,952,,,0,34,952,,,0,34,952,,,0,34,952,28,28,28,11
12,39,53,2067,53,2067,,,0,53,2067,,,0,53,2067,,,0,53,2067,,,0,53,2067,,,0,53,2067,,,0,53,2067,,,0,53,2067,,,0,53,2067,,,0,53,2067,,,0,53,2067,,,0,53,2067,,,0,53,2067,,,0,53,2067,,,0,53,2067,,,0,53,2067,39,39,39,12
13,49,56,2744,56,2744,,,0,56,2744,,,0,56,2744,,,0,56,2744,,,0,56,2744,,,0,56,2744,,,0,56,2744,,,0,56,2744,,,0,56,2744,,,0,56,2744,,,0,56,2744,,,0,56,2744,,,0,56,2744,,,0,56,2744,,,0,56,2744,,,0,56,2744,49,49,49,13
14,46,64,2944,64,2944,,,0,64,2944,,,0,64,2944,,,0,64,2944,,,0,64,2944,,,0,64,2944,,,0,64,2944,,,0,64,2944,,,0,64,2944,,,0,64,2944,,,0,64,2944,,,0,64,2944,,,0,64,2944,,,0,64,2944,,,0,64,2944,,,0,64,2944,46,46,46,14
15,51,64,3264,64,3264,,,0,64,3264,,,0,64,3264,,,0,64,3264,,,0,64,3264,,,0,64,3264,,,0,64,3264,,,0,64,3264,,,0,64,3264,,,0,64,3264,,,0,64,3264,,,0,64,3264,,,0,64,3264,,,0,64,3264,,,0,64,3264,,,0,64,3264,51,51,51,15
16,54,64,3456,64,3456,,,0,64,3456,,,0,64,3456,,,0,64,3456,,,0,64,3456,,,0,64,3456,,,0,64,3456,,,0,64,3456,,,0,64,3456,,,0,64,3456,,,0,64,3456,,,0,64,3456,,,0,64,3456,,,0,64,3456,,,0,64,3456,,,0,64,3456,54,54,54,16
17,48,62,2976,62,2976,,,0,62,2976,,,0,62,2976,,,0,62,2976,,,0,62,2976,,,0,62,2976,,,0,62,2976,,,0,62,2976,,,0,62,2976,,,0,62,2976,,,0,62,2976,,,0,62,2976,,,0,62,2976,,,0,62,2976,,,0,62,2976,,,0,62,2976,48,48,48,17
18,49,57,2793,57,2793,,,0,57,2793,,,0,57,2793,,,0,57,2793,,,0,57,2793,,,0,57,2793,,,0,57,2793,,,0,57,2793,,,0,57,2793,,,0,57,2793,,,0,57,2793,,,0,57,2793,,,0,57,2793,,,0,57,2793,,,0,57,2793,,,0,57,2793,49,49,49,18
19,46,56,2576,56,2576,,,0,56,2576,,,0,56,2576,,,0,56,2576,,,0,56,2576,,,0,56,2576,,,0,56,2576,,,0,56,2576,,,0,56,2576,,,0,56,2576,,,0,56,2576,,,0,56,2576,,,0,56,2576,,,0,56,2576,,,0,56,2576,,,0,56,2576,46,46,46,19
20,49,51,2499,51,2499,,,0,51,2499,,,0,51,2499,,,0,51,2499,,,0,51,2499,,,0,51,2499,,,0,51,2499,,,0,51,2499,,,0,51,2499,,,0,51,2499,,,0,51,2499,,,0,51,2499,,,0,51,2499,,,0,51,2499,,,0,51,2499,,,0,51,2499,49,49,49,20
21,36,39,1404,39,1404,,,0,39,1404,,,0,39,1404,,,0,39,1404,,,0,39,1404,,,0,39,1404,,,0,39,1404,,,0,39,1404,,,0,39,1404,,,0,39,1404,,,0,39,1404,,,0,39,1404,,,0,39,1404,,,0,39,1404,,,0,39,1404,,,0,39,1404,36,36,36,21
22,28,32,896,32,896,,,0,32,896,,,0,32,896,,,0,32,896,,,0,32,896,,,0,32,896,,,0,32,896,,,0,32,896,,,0,32,896,,,0,32,896,,,0,32,896,,,0,32,896,,,0,32,896,,,0,32,896,,,0,32,896,,,0,32,896,28,28,28,22
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEAK
PEAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hour Ending:,*Bid,*Ask,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,21,27,567,27,567,,,0,27,567,,,0,27,567,,,0,27,567,,,0,27,567,,,0,27,567,,,0,27,567,,,0,27,567,,,0,27,567,,,0,27,567,,,0,27,567,,,0,27,567,,,0,27,567,,,0,27,567,,,0,27,567,,,0,27,567,21,21,21,7
8,24,29,696,29,696,,,0,29,696,,,0,29,696,,,0,29,696,,,0,29,696,,,0,29,696,,,0,29,696,,,0,29,696,,,0,29,696,,,0,29,696,,,0,29,696,,,0,29,696,,,0,29,696,,,0,29,696,,,0,29,696,,,0,29,696,24,24,24,8
9,22,31,682,31,682,,,0,31,682,,,0,31,682,,,0,31,682,,,0,31,682,,,0,31,682,,,0,31,682,,,0,31,682,,,0,31,682,,,0,31,682,,,0,31,682,,,0,31,682,,,0,31,682,,,0,31,682,,,0,31,682,,,0,31,682,22,22,22,9
10,22,28,616,28,616,,,0,28,616,,,0,28,616,,,0,28,616,,,0,28,616,,,0,28,616,,,0,28,616,,,0,28,616,,,0,28,616,,,0,28,616,,,0,28,616,,,0,28,616,,,0,28,616,,,0,28,616,,,0,28,616,,,0,28,616,22,22,22,10
11,29,34,986,34,986,,,0,34,986,,,0,34,986,,,0,34,986,,,0,34,986,,,0,34,986,,,0,34,986,,,0,34,986,,,0,34,986,,,0,34,986,,,0,34,986,,,0,34,986,,,0,34,986,,,0,34,986,,,0,34,986,,,0,34,986,29,29,29,11
12,32,36,1152,36,1152,,,0,36,1152,,,0,36,1152,,,0,36,1152,,,0,36,1152,,,0,36,1152,,,0,36,1152,,,0,36,1152,,,0,36,1152,,,0,36,1152,,,0,36,1152,,,0,36,1152,,,0,36,1152,,,0,36,1152,,,0,36,1152,,,0,36,1152,32,32,32,12
