Scan Time,Energy Accum,Enery Flow Rate,Hourly Rate,Volume Non-Compliance,Penalty
2001-10-11 12:58:51.170000,3.13,19.13,797.0833333333334,,0
2001-10-11 13:04:09.690000,3.2,19.1,795.8333333333334,,0
2001-10-11 13:09:03.190000,3.26,18,750,,0
2001-10-11 13:14:00.640000,3.33,17.5,729.1666666666666,,0
2001-10-11 13:19:17.220000,3.39,17.7,737.5,,0
2001-10-11 13:23:53.180000,3.45,17.67,736.25,,0
2001-10-11 13:28:56.470000,3.51,17.66,735.8333333333334,,0
2001-10-11 13:33:36.050000,3.58,25.58,1065.8333333333333,5.4861111111111045,54.86111111111104
2001-10-11 13:38:39.720000,3.66,22.82,950.8333333333334,,0
2001-10-11 13:43:54.890000,3.74,19.58,815.8333333333334,,0
2001-10-11 13:48:49.650000,3.8,14.42,600.8333333333334,,0
2001-10-11 13:53:35.440000,3.84,15.37,640.4166666666666,,0
2001-10-11 13:58:40.530000,3.89,12.07,502.9166666666667,,0
2001-10-11 14:03:35.300000,3.93,10.66,444.1666666666667,,0
2001-10-11 14:08:47.670000,3.97,11,458.3333333333333,,0
2001-10-11 14:13:34.940000,4.01,11.61,483.75,,0
2001-10-11 14:18:39.930000,4.05,11.12,463.3333333333333,,0
2001-10-11 14:23:38.090000,4.09,11.12,463.3333333333333,,0
2001-10-11 14:28:44.790000,4.13,11.56,481.6666666666667,,0
2001-10-11 14:33:35.340000,4.16,11.55,481.25,,0
2001-10-11 14:38:41.150000,4.21,11.57,482.0833333333333,,0
2001-10-11 14:43:38.950000,4.25,11.57,482.0833333333333,,0
2001-10-11 14:48:47.370000,4.29,11.98,499.1666666666667,,0
2001-10-11 14:53:35.610000,4.33,11.09,462.0833333333333,,0
2001-10-11 14:58:39.650000,4.37,12.46,519.1666666666666,,0
2001-10-11 15:03:35.160000,4.42,15.74,655.8333333333334,,0
2001-10-11 15:08:49.520000,4.48,16.27,677.9166666666666,,0
2001-10-11 15:13:35.630000,4.53,15.48,645,,0
2001-10-11 15:18:40.450000,4.58,15.06,627.5,,0
2001-10-11 15:23:35.190000,4.63,14.83,617.9166666666666,,0
2001-10-11 15:28:44.440000,4.7,21.4,891.6666666666666,,0
2001-10-11 15:33:35.100000,4.77,19.07,794.5833333333334,,0
2001-10-11 15:38:46.720000,4.84,20,833.3333333333334,,0
2001-10-11 15:43:35.050000,4.91,20,833.3333333333334,,0
2001-10-11 15:48:44.690000,4.98,20.01,833.75,,0
2001-10-11 15:53:34.950000,5.04,19.54,814.1666666666666,,0
2001-10-11 15:58:39.540000,5.11,18.38,765.8333333333334,,0
2001-10-11 16:03:35.020000,5.17,17.59,732.9166666666666,,0
2001-10-11 16:08:44.090000,5.23,16.77,698.75,,0
2001-10-11 16:13:35.140000,5.29,17.17,715.4166666666666,,0
2001-10-11 16:18:43.790000,5.35,16.77,698.75,,0
2001-10-11 16:23:37.240000,5.41,17.68,736.6666666666666,,0
2001-10-11 16:28:48.520000,5.47,17.58,732.5,,0
2001-10-11 16:33:35.150000,5.53,17.73,738.75,,0
2001-10-11 16:38:39.950000,5.59,16.31,679.5833333333333,,0
2001-10-11 16:43:36.640000,5.65,15.95,664.5833333333334,,0
2001-10-11 16:48:50.630000,5.7,16.36,681.6666666666666,,0
2001-10-11 16:53:35.620000,5.76,14.93,622.0833333333334,,0
2001-10-11 16:58:48.030000,5.8,11.64,485,,0
2001-10-11 17:03:36.540000,5.83,6.41,267.0833333333333,,0
2001-10-11 17:08:44.150000,5.87,13.44,560,,0
2001-10-11 17:13:35.280000,5.92,18.15,756.25,,0
2001-10-11 17:18:39.950000,5.98,17.99,749.5833333333334,,0
2001-10-11 17:23:34.920000,6.04,17.22,717.5,,0
2001-10-11 17:28:44.200000,6.11,18.61,775.4166666666666,,0
2001-10-11 17:33:34.850000,6.17,19.09,795.4166666666666,,0
2001-10-11 17:38:39.920000,6.24,18.6,775,,0
2001-10-11 17:43:35.780000,6.3,19.07,794.5833333333334,,0
2001-10-11 17:48:49.710000,6.37,18.59,774.5833333333334,,0
2001-10-11 17:53:34.850000,6.43,18.58,774.1666666666666,,0
2001-10-11 17:58:39.560000,6.5,28.95,1206.25,17.1875,171.875
2001-10-11 18:03:35.010000,6.59,21.85,910.4166666666666,,0
2001-10-11 18:08:44.910000,6.66,17.55,731.25,,0
2001-10-11 18:13:35.070000,6.72,16.31,679.5833333333333,,0
2001-10-11 18:18:39.360000,6.78,18.08,753.3333333333334,,0
2001-10-11 18:23:35.810000,6.85,24.55,1022.9166666666666,1.909722222222219,19.09722222222219
2001-10-11 18:28:44.660000,6.93,13.83,576.25,,0
2001-10-11 18:33:34.890000,6.97,9.19,382.9166666666667,,0
2001-10-11 18:38:42.080000,7,10.13,422.0833333333333,,0
2001-10-11 18:43:40.740000,7.05,18.04,751.6666666666666,,0
2001-10-11 18:48:44.230000,7.11,14.43,601.25,,0
2001-10-11 18:53:34.860000,7.16,12.75,531.25,,0
2001-10-11 18:58:39.730000,7.21,14.76,615,,0
2001-10-11 19:03:35,7.28,24.79,1032.9166666666667,2.743055555555562,27.43055555555562
2001-10-11 19:08:45.620000,7.35,17.37,723.75,,0
2001-10-11 19:13:34.980000,7.41,16.46,685.8333333333334,,0
2001-10-11 19:18:39.350000,7.46,16.48,686.6666666666666,,0
2001-10-11 19:23:38.250000,7.52,16.48,686.6666666666666,,0
2001-10-11 19:28:49.500000,7.58,17.38,724.1666666666666,,0
2001-10-11 19:33:36.090000,7.64,17.4,725,,0
2001-10-11 19:38:39.420000,7.7,16.97,707.0833333333334,,0
2001-10-11 19:43:35.030000,7.76,23.57,982.0833333333334,,0
2001-10-11 19:48:54.580000,7.84,20.34,847.5,,0
2001-10-11 19:53:40.430000,7.91,19.4,808.3333333333334,,0
2001-10-11 19:58:41.140000,7.97,19.55,814.5833333333334,,0
2001-10-11 20:03:35.030000,8.04,19.42,809.1666666666666,,0
2001-10-11 20:08:53.010000,8.11,18.94,789.1666666666666,,0
2001-10-11 20:13:38.150000,8.17,19.4,808.3333333333334,,0
2001-10-11 20:18:50.710000,8.24,19.11,796.25,,0
2001-10-11 20:23:43.590000,8.31,19.12,796.6666666666666,,0
2001-10-11 20:28:46.930000,8.38,18.93,788.75,,0
2001-10-11 20:33:42.270000,8.44,18.94,789.1666666666666,,0
2001-10-11 20:38:47.490000,8.51,19.42,809.1666666666666,,0
2001-10-11 20:43:39.260000,8.57,19.11,796.25,,0
2001-10-11 20:49:00.360000,8.65,19.11,796.25,,0
2001-10-11 20:53:38.800000,8.71,18.94,789.1666666666666,,0
2001-10-11 20:58:39.500000,8.77,18.48,770,,0
2001-10-11 21:03:35.310000,8.83,13.33,555.4166666666666,,0
2001-10-11 21:08:44.140000,8.87,11.81,492.0833333333333,,0
2001-10-11 21:13:35.080000,8.91,12.3,512.5,,0
2001-10-11 21:18:41.390000,8.95,11.62,484.1666666666667,,0
2001-10-11 21:23:35.300000,8.99,11.62,484.1666666666667,,0
2001-10-11 21:28:45.050000,9.04,12.29,512.0833333333334,,0
2001-10-11 21:33:34.980000,9.08,12.28,511.6666666666667,,0
2001-10-11 21:38:39,9.12,11.77,490.4166666666667,,0
2001-10-11 21:43:34.920000,9.16,12.73,530.4166666666666,,0
2001-10-11 21:48:44.450000,9.21,12.74,530.8333333333334,,0
2001-10-11 21:53:35.160000,9.25,11.77,490.4166666666667,,0
2001-10-11 21:58:39.980000,9.29,12.26,510.8333333333333,,0
2001-10-11 22:03:35.240000,9.33,12.27,511.25,,0
2001-10-11 22:09:02.420000,9.38,12.22,509.1666666666667,,0
2001-10-11 22:13:36.100000,9.42,12.46,519.1666666666666,,0
2001-10-11 22:18:43.350000,9.46,12.04,501.6666666666667,,0
2001-10-11 22:23:35.930000,9.51,12.06,502.5,,0
2001-10-11 22:28:54.910000,9.55,12.07,502.9166666666667,,0
2001-10-11 22:34:02.360000,9.59,11.88,495,,0
2001-10-11 22:38:56.910000,9.63,12.32,513.3333333333334,,0
2001-10-11 22:43:46.110000,9.67,12.8,533.3333333333334,,0
2001-10-11 22:48:54.130000,9.72,12.07,502.9166666666667,,0
2001-10-11 22:53:34.940000,9.76,12.07,502.9166666666667,,0
2001-10-11 22:59:08.410000,9.81,12.82,534.1666666666666,,0
2001-10-11 23:03:34.900000,9.84,12.32,513.3333333333334,,0
2001-10-11 23:08:43.820000,9.89,12.33,513.75,,0
2001-10-11 23:13:36.390000,9.93,11.83,492.9166666666667,,0
2001-10-11 23:18:45.990000,9.97,12.33,513.75,,0
2001-10-11 23:23:35.290000,10.02,12.83,534.5833333333334,,0
2001-10-11 23:28:44.490000,10.06,12.52,521.6666666666666,,0
2001-10-11 23:33:58.810000,10.1,12.09,503.75,,0
2001-10-11 23:38:53.720000,10.15,11.85,493.75,,0
2001-10-11 23:43:40.370000,10.19,12.83,534.5833333333334,,0
2001-10-11 23:48:43.950000,10.23,11.85,493.75,,0
2001-10-11 23:53:35.020000,10.27,12.84,535,,0
2001-10-11 23:58:44.630000,10.32,12.34,514.1666666666666,,0
2001-10-12 00:03:34.920000,10.36,12.83,534.5833333333334,,0
2001-10-12 00:08:44.880000,10.4,12.55,522.9166666666666,,0
2001-10-12 00:13:34.900000,10.45,12.11,504.5833333333333,,0
2001-10-12 00:18:39.250000,10.49,12.36,515,,0
2001-10-12 00:23:38.010000,10.53,11.87,494.5833333333333,,0
2001-10-12 00:28:46.210000,10.57,12.36,515,,0
2001-10-12 00:33:34.950000,10.62,12.55,522.9166666666666,,0
2001-10-12 00:38:39.370000,10.66,11.87,494.5833333333333,,0
2001-10-12 00:43:34.880000,10.7,12.37,515.4166666666666,,0
2001-10-12 00:48:43.990000,10.75,12.37,515.4166666666666,,0
2001-10-12 00:53:35.160000,10.79,12.37,515.4166666666666,,0
2001-10-12 00:58:40.390000,10.83,12.37,515.4166666666666,,0
2001-10-12 01:03:35.040000,10.87,12.37,515.4166666666666,,0
2001-10-12 01:08:43.890000,10.92,12.86,535.8333333333334,,0
2001-10-12 01:13:37.520000,10.96,12.39,516.25,,0
2001-10-12 01:18:39.240000,11,12.38,515.8333333333334,,0
2001-10-12 01:23:35.160000,11.05,12.14,505.8333333333333,,0
2001-10-12 01:28:44.580000,11.09,12.39,516.25,,0
2001-10-12 01:33:34.900000,11.13,12.39,516.25,,0
2001-10-12 01:38:39.820000,11.18,12.89,537.0833333333334,,0
2001-10-12 01:43:34.830000,11.22,12.58,524.1666666666666,,0
2001-10-12 01:48:44.090000,11.26,12.39,516.25,,0
2001-10-12 01:53:34.960000,11.3,12.4,516.6666666666666,,0
2001-10-12 01:58:40.330000,11.35,12.15,506.25,,0
2001-10-12 02:03:35.320000,11.39,12.9,537.5,,0
2001-10-12 02:08:44.120000,11.43,12.51,521.25,,0
2001-10-12 02:13:34.980000,11.48,12.16,506.6666666666667,,0
2001-10-12 02:18:39.360000,11.52,12.6,525,,0
2001-10-12 02:23:34.910000,11.56,12.41,517.0833333333334,,0
2001-10-12 02:28:49.280000,11.61,12.42,517.5,,0
2001-10-12 02:33:35.050000,11.65,12.92,538.3333333333334,,0
2001-10-12 02:38:50.310000,11.69,12.61,525.4166666666666,,0
2001-10-12 02:43:34.860000,11.74,12.93,538.75,,0
2001-10-12 02:48:51.420000,11.78,11.93,497.0833333333333,,0
2001-10-12 02:53:35.260000,11.82,12.61,525.4166666666666,,0
2001-10-12 02:58:39.690000,11.87,12.62,525.8333333333334,,0
2001-10-12 03:03:46.750000,11.91,12.43,517.9166666666666,,0
2001-10-12 03:08:44.050000,11.95,12.19,507.9166666666667,,0
2001-10-12 03:13:35.120000,12,12.94,539.1666666666666,,0
2001-10-12 03:18:40.670000,12.04,12.44,518.3333333333334,,0
2001-10-12 03:23:34.970000,12.08,12.63,526.25,,0
2001-10-12 03:28:44.060000,12.13,12.44,518.3333333333334,,0
2001-10-12 03:33:34.970000,12.17,11.95,497.9166666666667,,0
2001-10-12 03:38:39.400000,12.21,12.95,539.5833333333334,,0
2001-10-12 03:43:34.980000,12.26,12.65,527.0833333333334,,0
2001-10-12 03:48:49.810000,12.3,12.45,518.75,,0
2001-10-12 03:53:35.080000,12.34,12.46,519.1666666666666,,0
2001-10-12 03:58:51.980000,12.39,11.96,498.3333333333333,,0
2001-10-12 04:03:37.030000,12.43,12.46,519.1666666666666,,0
2001-10-12 04:09:10.620000,12.48,11.96,498.3333333333333,,0
2001-10-12 04:13:35.290000,12.51,12.47,519.5833333333334,,0
2001-10-12 04:18:42.450000,12.56,12.97,540.4166666666666,,0
2001-10-12 04:23:35.710000,12.6,12.47,519.5833333333334,,0
2001-10-12 04:28:43.840000,12.65,12.98,540.8333333333334,,0
2001-10-12 04:33:35.470000,12.69,12.22,509.1666666666667,,0
2001-10-12 04:38:39.770000,12.73,12.23,509.5833333333333,,0
2001-10-12 04:43:35.130000,12.77,12.98,540.8333333333334,,0
2001-10-12 04:48:55.270000,12.82,12.98,540.8333333333334,,0
2001-10-12 04:58:39.880000,12.9,12.49,520.4166666666666,,0
2001-10-12 05:03:37.290000,12.95,12.49,520.4166666666666,,0
2001-10-12 05:08:51.430000,12.99,12.24,510,,0
2001-10-12 05:13:37.240000,13.03,12.49,520.4166666666666,,0
2001-10-12 05:18:39.760000,13.08,12.68,528.3333333333334,,0
2001-10-12 05:23:35.390000,13.12,12,500,,0
2001-10-12 05:28:43.700000,13.16,12.5,520.8333333333334,,0
2001-10-12 05:33:35.030000,13.2,13.1,545.8333333333334,,0
2001-10-12 05:38:40.030000,13.25,13.95,581.25,,0
2001-10-12 05:43:34.930000,13.3,13.52,563.3333333333334,,0
2001-10-12 05:48:44.100000,13.35,13.96,581.6666666666666,,0
2001-10-12 05:53:34.930000,13.39,13.96,581.6666666666666,,0
2001-10-12 05:58:39.630000,13.44,13.96,581.6666666666666,,0
2001-10-12 06:03:35.470000,13.49,13.96,581.6666666666666,,0
2001-10-12 06:08:43.900000,13.54,13.47,561.25,,0
2001-10-12 06:13:35.190000,13.59,13.47,561.25,,0
2001-10-12 06:18:39.860000,13.64,13.96,581.6666666666666,,0
2001-10-12 06:23:34.990000,13.68,13.54,564.1666666666666,,0
2001-10-12 06:28:43.950000,13.73,13.54,564.1666666666666,,0
2001-10-12 06:33:35.680000,13.78,14.93,622.0833333333334,,0
2001-10-12 06:38:41.490000,13.84,14.94,622.5,,0
2001-10-12 06:43:34.870000,13.89,14.83,617.9166666666666,,0
2001-10-12 06:48:44.840000,13.94,14.97,623.75,,0
2001-10-12 06:53:35.470000,13.99,15.29,637.0833333333334,,0
2001-10-12 06:58:49.220000,14.05,14.86,619.1666666666666,,0
2001-10-12 07:03:34.910000,14.1,14.87,619.5833333333334,,0
2001-10-12 07:08:44.130000,14.15,14.87,619.5833333333334,,0
2001-10-12 07:13:35.200000,14.2,15,625,,0
2001-10-12 07:18:52.320000,14.25,14.5,604.1666666666666,,0
2001-10-12 07:23:40.390000,14.3,15.01,625.4166666666666,,0
2001-10-12 07:28:43.900000,14.36,15.01,625.4166666666666,,0
2001-10-12 07:33:35.040000,14.41,14.5,604.1666666666666,,0
2001-10-12 07:38:40,14.46,14.77,615.4166666666666,,0
2001-10-12 07:43:35.130000,14.51,14.98,624.1666666666666,,0
2001-10-12 07:48:44.200000,14.56,14.49,603.75,,0
2001-10-12 07:53:35.140000,14.61,13.52,563.3333333333334,,0
2001-10-12 07:58:45.450000,14.66,13.52,563.3333333333334,,0
2001-10-12 08:03:34.900000,14.7,13.01,542.0833333333334,,0
2001-10-12 08:08:44.520000,14.75,13,541.6666666666666,,0
2001-10-12 08:13:35.170000,14.79,13.5,562.5,,0
2001-10-12 08:18:39.760000,14.84,13.5,562.5,,0
2001-10-12 08:23:38.130000,14.89,13.5,562.5,,0
,,,,,522.2222222222222
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
