,NY 6% .7% sulf ($/mmbtu),NY 6% .3%Sulf. ($/mmbtu),Spread between .3% - .7%
2001-01-05,4.3553625,5.5883875,1.2330249999999996
2001-01-08,4.3155874999999995,5.5486125,1.2330250000000005
2001-01-09,4.1962625,5.3497375,1.1534750000000003
2001-01-10,4.1962625,5.3497375,1.1534750000000003
2001-01-11,4.2758125,5.3497375,1.073925
2001-01-12,4.3553625,5.3497375,0.9943749999999998
2001-01-16,4.375249999999999,5.3497375,0.9744875000000004
2001-01-17,4.2559249999999995,5.0713124999999994,0.8153874999999999
2001-01-18,4.2957,5.0713124999999994,0.7756124999999994
2001-01-19,4.335475,5.3895124999999995,1.0540374999999997
2001-01-22,4.335475,5.3895124999999995,1.0540374999999997
2001-01-23,4.2758125,5.3497375,1.073925
2001-01-24,4.0371625,5.2701875,1.2330249999999996
2001-01-25,4.0371625,5.2701875,1.2330249999999996
2001-01-26,4.1167125,5.2701875,1.1534749999999994
2001-01-29,4.0769375,5.2701875,1.19325
2001-01-30,4.021252439308166,5.2701875,1.2489350606918332
2001-01-31,3.9178374999999996,5.051425,1.1335875000000004
2001-02-01,3.9576124999999998,5.051425,1.0938125000000003
2001-02-02,4.0769375,5.051425,0.9744875000000004
2001-02-05,3.9576124999999998,5.17075,1.2131375000000002
2001-02-06,3.9576124999999998,5.17075,1.2131375000000002
2001-02-07,3.893972560691833,5.17075,1.2767774393081668
2001-02-08,3.9576124999999998,5.17075,1.2131375000000002
2001-02-09,3.8382875,5.290075,1.4517875
2001-02-10,3.8382875,5.290075,1.4517875
2001-02-11,3.8382875,5.290075,1.4517875
2001-02-12,3.9576124999999998,5.3298499999999995,1.3722374999999998
2001-02-13,3.8780625,5.3298499999999995,1.4517874999999996
2001-02-14,3.8780625,5.2304125,1.35235
2001-02-15,3.7428274393081664,5.190637499999999,1.447810060691833
2001-02-16,3.7428274393081664,5.1508625,1.4080350606918333
2001-02-17,3.7428274393081664,5.1508625,1.4080350606918333
2001-02-18,3.7428274393081664,5.1508625,1.4080350606918333
2001-02-19,3.7428274393081664,6.1508625,2.4080350606918333
2001-02-20,3.6791875,5.1508625,1.4716749999999998
2001-02-21,3.6791875,5.1508625,1.4716749999999998
2001-02-22,3.6791875,4.971875,1.2926875
2001-02-23,3.6791875,4.9122125,1.233025
2001-02-24,3.6791875,4.9122125,1.233025
2001-02-25,3.6791875,4.9122125,1.233025
2001-02-26,3.7428274393081664,4.9122125,1.1693850606918335
2001-02-27,3.6791875,4.2957,0.6165125000000002
2001-02-28,3.6791875,4.1962625,0.5170749999999997
2001-03-01,3.6791875,4.1962625,0.5170749999999997
2001-03-02,3.7985124999999997,4.1962625,0.3977499999999998
2001-03-03,3.7985124999999997,4.1962625,0.3977499999999998
2001-03-04,3.7985124999999997,4.1962625,0.3977499999999998
2001-03-05,3.8780625,4.335475,0.4574124999999998
2001-03-06,3.8780625,4.335475,0.4574124999999998
2001-03-07,3.9178374999999996,4.4746875,0.5568500000000003
2001-03-08,3.9178374999999996,4.5542375,0.6364000000000005
2001-03-09,3.9178374999999996,4.5542375,0.6364000000000005
2001-03-10,3.9178374999999996,4.5542375,0.6364000000000005
2001-03-11,3.9178374999999996,4.5542375,0.6364000000000005
2001-03-12,3.937725,4.5741249999999996,0.6363999999999996
2001-03-13,3.937725,4.665607499999999,0.7278824999999993
2001-03-14,3.937725,4.665607499999999,0.7278824999999993
2001-03-15,3.937725,4.665607499999999,0.7278824999999993
2001-03-16,3.9576124999999998,4.733225,0.7756125000000003
2001-03-17,3.9576124999999998,4.733225,0.7756125000000003
2001-03-18,3.9576124999999998,4.733225,0.7756125000000003
2001-03-19,3.8581749999999997,4.6337874999999995,0.7756124999999998
2001-03-20,3.937725,4.494574999999999,0.5568499999999994
2001-03-21,3.8740850606918333,4.494574999999999,0.620489939308166
2001-03-22,3.8382875,4.4548,0.6165124999999998
2001-03-23,3.8382875,4.3553625,0.5170750000000002
2001-03-26,3.8382875,4.3553625,0.5170750000000002
2001-03-27,3.8382875,4.3553625,0.5170750000000002
2001-03-28,3.6791875,4.1366,0.4574124999999998
2001-03-29,3.5598625,4.1366,0.5767374999999997
2001-03-30,3.5598625,4.1366,0.5767374999999997
2001-04-02,3.4962225606918333,4.176375,0.6801524393081668
2001-04-03,3.5200875,4.335475,0.8153874999999999
2001-04-04,3.6791875,4.4746875,0.7955000000000001
2001-04-05,3.7030524393081663,4.4746875,0.7716350606918336
2001-04-06,3.6950975606918335,4.4746875,0.7795899393081664
2001-04-09,3.6950975606918335,4.3553625,0.6602649393081665
2001-04-10,3.7189625,4.3553625,0.6364000000000001
2001-04-11,3.7189625,4.3155874999999995,0.5966249999999995
2001-04-12,3.7189625,4.3155874999999995,0.5966249999999995
2001-04-13,3.7189625,4.3155874999999995,0.5966249999999995
2001-04-16,3.7428274393081664,4.3155874999999995,0.572760060691833
2001-04-17,3.7189625,4.3155874999999995,0.5966249999999995
2001-04-18,3.7189625,4.434912499999999,0.7159499999999994
2001-04-19,3.7189625,4.494574999999999,0.7756124999999994
2001-04-20,3.7826024999999994,4.494574999999999,0.7119724999999999
2001-04-23,3.7826024999999994,4.6337874999999995,0.8511850000000001
2001-04-24,3.7826024999999994,4.5940125,0.8114100000000004
,,,
,,AVERAGE,0.9842304004646224
