YEAR,MONTH,DAY,SumOfSum Of UTILIZED_CAPACITY_QTY,EFFECTIVE_DTM By Day
2000,4,4,43396,"Tuesday, April 04, 2000"
2000,4,5,52083,"Wednesday, April 05, 2000"
2000,4,6,52083,"Thursday, April 06, 2000"
2000,4,7,43970,"Friday, April 07, 2000"
2000,4,8,42178,"Saturday, April 08, 2000"
2000,4,9,50690,"Sunday, April 09, 2000"
2000,4,10,43036,"Monday, April 10, 2000"
2000,4,11,41455,"Tuesday, April 11, 2000"
2000,4,12,43505,"Wednesday, April 12, 2000"
2000,4,13,43524,"Thursday, April 13, 2000"
2000,4,14,44091,"Friday, April 14, 2000"
2000,4,15,45199,"Saturday, April 15, 2000"
2000,4,16,45349,"Sunday, April 16, 2000"
2000,4,17,45689,"Monday, April 17, 2000"
2000,4,18,33713,"Tuesday, April 18, 2000"
2000,4,19,34488,"Wednesday, April 19, 2000"
2000,4,20,32512,"Thursday, April 20, 2000"
2000,4,21,33622,"Friday, April 21, 2000"
2000,4,22,32622,"Saturday, April 22, 2000"
2000,4,23,37533,"Sunday, April 23, 2000"
2000,4,24,32722,"Monday, April 24, 2000"
2000,4,25,31381,"Tuesday, April 25, 2000"
2000,4,26,31599,"Wednesday, April 26, 2000"
2000,4,27,49720,"Thursday, April 27, 2000"
2000,4,28,43639,"Friday, April 28, 2000"
2000,4,29,32386,"Saturday, April 29, 2000"
2000,4,30,32535,"Sunday, April 30, 2000"
2000,5,1,40615,"Monday, May 01, 2000"
2000,5,2,41633,"Tuesday, May 02, 2000"
2000,5,3,41595,"Wednesday, May 03, 2000"
2000,5,4,41635,"Thursday, May 04, 2000"
2000,5,5,54308,"Friday, May 05, 2000"
2000,5,6,54378,"Saturday, May 06, 2000"
2000,5,7,41725,"Sunday, May 07, 2000"
2000,5,8,41920,"Monday, May 08, 2000"
2000,5,9,53435,"Tuesday, May 09, 2000"
2000,5,10,84401,"Wednesday, May 10, 2000"
2000,5,11,84401,"Thursday, May 11, 2000"
2000,5,12,54486,"Friday, May 12, 2000"
2000,5,13,43193,"Saturday, May 13, 2000"
2000,5,14,43403,"Sunday, May 14, 2000"
2000,5,15,43599,"Monday, May 15, 2000"
2000,5,16,44645,"Tuesday, May 16, 2000"
2000,5,17,44396,"Wednesday, May 17, 2000"
2000,5,18,43361,"Thursday, May 18, 2000"
2000,5,19,43113,"Friday, May 19, 2000"
2000,5,20,42453,"Saturday, May 20, 2000"
2000,5,21,42563,"Sunday, May 21, 2000"
2000,5,22,43032,"Monday, May 22, 2000"
2000,5,23,47972,"Tuesday, May 23, 2000"
2000,5,24,42959,"Wednesday, May 24, 2000"
2000,5,25,43059,"Thursday, May 25, 2000"
2000,5,26,42670,"Friday, May 26, 2000"
2000,5,27,42785,"Saturday, May 27, 2000"
2000,5,28,42785,"Sunday, May 28, 2000"
2000,5,29,43550,"Monday, May 29, 2000"
2000,5,30,43428,"Tuesday, May 30, 2000"
2000,5,31,40715,"Wednesday, May 31, 2000"
2000,6,1,36608,"Thursday, June 01, 2000"
2000,6,2,29641,"Friday, June 02, 2000"
2000,6,3,32273,"Saturday, June 03, 2000"
2000,6,4,32441,"Sunday, June 04, 2000"
2000,6,5,32463,"Monday, June 05, 2000"
2000,6,6,43213,"Tuesday, June 06, 2000"
2000,6,7,32436,"Wednesday, June 07, 2000"
2000,6,8,59158,"Thursday, June 08, 2000"
2000,6,9,40789,"Friday, June 09, 2000"
2000,6,10,40865,"Saturday, June 10, 2000"
2000,6,11,40956,"Sunday, June 11, 2000"
2000,6,12,48037,"Monday, June 12, 2000"
2000,6,13,56433,"Tuesday, June 13, 2000"
2000,6,14,56518,"Wednesday, June 14, 2000"
2000,6,15,56520,"Thursday, June 15, 2000"
2000,6,16,48247,"Friday, June 16, 2000"
2000,6,17,52977,"Saturday, June 17, 2000"
2000,6,18,52977,"Sunday, June 18, 2000"
2000,6,19,52747,"Monday, June 19, 2000"
2000,6,20,57013,"Tuesday, June 20, 2000"
2000,6,21,53841,"Wednesday, June 21, 2000"
2000,6,22,57661,"Thursday, June 22, 2000"
2000,6,23,43613,"Friday, June 23, 2000"
2000,6,24,59711,"Saturday, June 24, 2000"
2000,6,25,59759,"Sunday, June 25, 2000"
2000,6,26,58696,"Monday, June 26, 2000"
2000,6,27,58414,"Tuesday, June 27, 2000"
2000,6,28,58484,"Wednesday, June 28, 2000"
2000,6,29,57260,"Thursday, June 29, 2000"
2000,6,30,57232,"Friday, June 30, 2000"
2000,7,1,58923,"Saturday, July 01, 2000"
2000,7,2,47959,"Sunday, July 02, 2000"
2000,7,3,52159,"Monday, July 03, 2000"
2000,7,4,38713,"Tuesday, July 04, 2000"
2000,7,5,49187,"Wednesday, July 05, 2000"
2000,7,6,42434,"Thursday, July 06, 2000"
2000,7,7,39603,"Friday, July 07, 2000"
2000,7,8,54823,"Saturday, July 08, 2000"
2000,7,9,54973,"Sunday, July 09, 2000"
2000,7,10,56010,"Monday, July 10, 2000"
2000,7,11,48156,"Tuesday, July 11, 2000"
2000,7,12,40651,"Wednesday, July 12, 2000"
2000,7,13,40651,"Thursday, July 13, 2000"
2000,7,14,40719,"Friday, July 14, 2000"
2000,7,15,40114,"Saturday, July 15, 2000"
2000,7,16,40238,"Sunday, July 16, 2000"
2000,7,17,40350,"Monday, July 17, 2000"
2000,7,18,40338,"Tuesday, July 18, 2000"
2000,7,19,47925,"Wednesday, July 19, 2000"
2000,7,20,39831,"Thursday, July 20, 2000"
2000,7,21,38118,"Friday, July 21, 2000"
2000,7,22,40919,"Saturday, July 22, 2000"
2000,7,23,41119,"Sunday, July 23, 2000"
2000,7,24,40855,"Monday, July 24, 2000"
2000,7,25,40696,"Tuesday, July 25, 2000"
2000,7,26,40712,"Wednesday, July 26, 2000"
2000,7,27,40717,"Thursday, July 27, 2000"
2000,7,28,40949,"Friday, July 28, 2000"
2000,7,29,40154,"Saturday, July 29, 2000"
2000,7,30,40159,"Sunday, July 30, 2000"
2000,7,31,40980,"Monday, July 31, 2000"
2000,8,1,39497,"Tuesday, August 01, 2000"
2000,8,2,39667,"Wednesday, August 02, 2000"
2000,8,3,33532,"Thursday, August 03, 2000"
2000,8,4,39547,"Friday, August 04, 2000"
2000,8,5,27927,"Saturday, August 05, 2000"
2000,8,6,28013,"Sunday, August 06, 2000"
2000,8,7,28013,"Monday, August 07, 2000"
2000,8,8,27326,"Tuesday, August 08, 2000"
2000,8,9,27325,"Wednesday, August 09, 2000"
2000,8,10,27326,"Thursday, August 10, 2000"
2000,8,11,27276,"Friday, August 11, 2000"
2000,8,12,28556,"Saturday, August 12, 2000"
2000,8,13,28656,"Sunday, August 13, 2000"
2000,8,14,28818,"Monday, August 14, 2000"
2000,8,15,28737,"Tuesday, August 15, 2000"
2000,8,16,28924,"Wednesday, August 16, 2000"
2000,8,17,29669,"Thursday, August 17, 2000"
2000,8,18,29023,"Friday, August 18, 2000"
2000,8,19,27503,"Saturday, August 19, 2000"
2000,8,20,29543,"Sunday, August 20, 2000"
2000,8,21,31433,"Monday, August 21, 2000"
2000,8,22,31433,"Tuesday, August 22, 2000"
2000,8,23,33884,"Wednesday, August 23, 2000"
2000,8,24,31074,"Thursday, August 24, 2000"
2000,8,25,39999,"Friday, August 25, 2000"
2000,8,26,45324,"Saturday, August 26, 2000"
2000,8,27,45325,"Sunday, August 27, 2000"
2000,8,28,45603,"Monday, August 28, 2000"
2000,8,29,30808,"Tuesday, August 29, 2000"
2000,8,30,30783,"Wednesday, August 30, 2000"
2000,8,31,30708,"Thursday, August 31, 2000"
2000,9,1,41811,"Friday, September 01, 2000"
2000,9,2,26341,"Saturday, September 02, 2000"
2000,9,3,26139,"Sunday, September 03, 2000"
2000,9,4,26077,"Monday, September 04, 2000"
2000,9,5,26941,"Tuesday, September 05, 2000"
2000,9,6,26605,"Wednesday, September 06, 2000"
2000,9,7,26117,"Thursday, September 07, 2000"
2000,9,8,24502,"Friday, September 08, 2000"
2000,9,9,22921,"Saturday, September 09, 2000"
2000,9,10,24072,"Sunday, September 10, 2000"
2000,9,11,25485,"Monday, September 11, 2000"
2000,9,12,23861,"Tuesday, September 12, 2000"
2000,9,13,25234,"Wednesday, September 13, 2000"
2000,9,14,23934,"Thursday, September 14, 2000"
2000,9,15,24614,"Friday, September 15, 2000"
2000,9,16,25560,"Saturday, September 16, 2000"
2000,9,17,25680,"Sunday, September 17, 2000"
2000,9,18,26020,"Monday, September 18, 2000"
2000,9,19,26789,"Tuesday, September 19, 2000"
2000,9,20,25685,"Wednesday, September 20, 2000"
2000,9,21,25541,"Thursday, September 21, 2000"
2000,9,22,26498,"Friday, September 22, 2000"
2000,9,23,25829,"Saturday, September 23, 2000"
2000,9,24,26268,"Sunday, September 24, 2000"
2000,9,25,26007,"Monday, September 25, 2000"
2000,9,26,27913,"Tuesday, September 26, 2000"
2000,9,27,28763,"Wednesday, September 27, 2000"
2000,9,28,45645,"Thursday, September 28, 2000"
2000,9,29,42923,"Friday, September 29, 2000"
2000,9,30,42383,"Saturday, September 30, 2000"
2000,10,1,43312,"Sunday, October 01, 2000"
2000,10,2,45129,"Monday, October 02, 2000"
2000,10,3,41065,"Tuesday, October 03, 2000"
2000,10,4,40040,"Wednesday, October 04, 2000"
2000,10,5,39941,"Thursday, October 05, 2000"
2000,10,6,33209,"Friday, October 06, 2000"
2000,10,7,39483,"Saturday, October 07, 2000"
2000,10,8,39786,"Sunday, October 08, 2000"
2000,10,9,39679,"Monday, October 09, 2000"
2000,10,10,52318,"Tuesday, October 10, 2000"
2000,10,11,53844,"Wednesday, October 11, 2000"
2000,10,12,39967,"Thursday, October 12, 2000"
2000,10,13,59102,"Friday, October 13, 2000"
2000,10,14,57900,"Saturday, October 14, 2000"
2000,10,15,67950,"Sunday, October 15, 2000"
2000,10,16,40692,"Monday, October 16, 2000"
2000,10,17,40692,"Tuesday, October 17, 2000"
2000,10,18,40282,"Wednesday, October 18, 2000"
2000,10,19,41280,"Thursday, October 19, 2000"
2000,10,20,51142,"Friday, October 20, 2000"
2000,10,21,59240,"Saturday, October 21, 2000"
2000,10,22,59320,"Sunday, October 22, 2000"
2000,10,23,40753,"Monday, October 23, 2000"
2000,10,24,40506,"Tuesday, October 24, 2000"
2000,10,25,40938,"Wednesday, October 25, 2000"
2000,10,26,41065,"Thursday, October 26, 2000"
2000,10,27,40831,"Friday, October 27, 2000"
2000,10,28,40053,"Saturday, October 28, 2000"
2000,10,29,40054,"Sunday, October 29, 2000"
2000,10,30,40966,"Monday, October 30, 2000"
2000,10,31,63019,"Tuesday, October 31, 2000"
2000,11,1,54572,"Wednesday, November 01, 2000"
2000,11,2,46255,"Thursday, November 02, 2000"
2000,11,3,45512,"Friday, November 03, 2000"
2000,11,4,68260,"Saturday, November 04, 2000"
2000,11,5,60788,"Sunday, November 05, 2000"
2000,11,6,62414,"Monday, November 06, 2000"
2000,11,7,72303,"Tuesday, November 07, 2000"
2000,11,8,66182,"Wednesday, November 08, 2000"
2000,11,9,90006,"Thursday, November 09, 2000"
2000,11,10,75395,"Friday, November 10, 2000"
2000,11,11,69754,"Saturday, November 11, 2000"
2000,11,12,69844,"Sunday, November 12, 2000"
2000,11,13,80482,"Monday, November 13, 2000"
2000,11,14,73429,"Tuesday, November 14, 2000"
2000,11,15,72541,"Wednesday, November 15, 2000"
2000,11,16,71939,"Thursday, November 16, 2000"
2000,11,17,76601,"Friday, November 17, 2000"
2000,11,18,74209,"Saturday, November 18, 2000"
2000,11,19,76626,"Sunday, November 19, 2000"
2000,11,20,76671,"Monday, November 20, 2000"
2000,11,21,77116,"Tuesday, November 21, 2000"
2000,11,22,73792,"Wednesday, November 22, 2000"
2000,11,23,74238,"Thursday, November 23, 2000"
2000,11,24,75415,"Friday, November 24, 2000"
2000,11,25,88210,"Saturday, November 25, 2000"
2000,11,26,76486,"Sunday, November 26, 2000"
2000,11,27,79564,"Monday, November 27, 2000"
2000,11,28,77123,"Tuesday, November 28, 2000"
2000,11,29,75433,"Wednesday, November 29, 2000"
2000,11,30,73604,"Thursday, November 30, 2000"
2000,12,1,66048,"Friday, December 01, 2000"
2000,12,2,63223,"Saturday, December 02, 2000"
2000,12,3,64563,"Sunday, December 03, 2000"
2000,12,4,65753,"Monday, December 04, 2000"
2000,12,5,64388,"Tuesday, December 05, 2000"
2000,12,6,64706,"Wednesday, December 06, 2000"
2000,12,7,63743,"Thursday, December 07, 2000"
2000,12,8,43930,"Friday, December 08, 2000"
2000,12,9,42506,"Saturday, December 09, 2000"
2000,12,10,43300,"Sunday, December 10, 2000"
2000,12,11,42861,"Monday, December 11, 2000"
2000,12,12,58440,"Tuesday, December 12, 2000"
2000,12,13,45180,"Wednesday, December 13, 2000"
2000,12,14,47446,"Thursday, December 14, 2000"
2000,12,15,35407,"Friday, December 15, 2000"
2000,12,16,30979,"Saturday, December 16, 2000"
2000,12,17,32760,"Sunday, December 17, 2000"
2000,12,18,35089,"Monday, December 18, 2000"
2000,12,19,33389,"Tuesday, December 19, 2000"
2000,12,20,33061,"Wednesday, December 20, 2000"
2000,12,21,60690,"Thursday, December 21, 2000"
2000,12,22,31511,"Friday, December 22, 2000"
2000,12,23,28969,"Saturday, December 23, 2000"
2000,12,24,28464,"Sunday, December 24, 2000"
2000,12,25,28864,"Monday, December 25, 2000"
2000,12,26,29804,"Tuesday, December 26, 2000"
2000,12,27,30573,"Wednesday, December 27, 2000"
2000,12,28,37326,"Thursday, December 28, 2000"
2000,12,29,34240,"Friday, December 29, 2000"
2000,12,30,32905,"Saturday, December 30, 2000"
2000,12,31,33208,"Sunday, December 31, 2000"
2001,1,1,43417,"Monday, January 01, 2001"
2001,1,2,46197,"Tuesday, January 02, 2001"
2001,1,3,47495,"Wednesday, January 03, 2001"
2001,1,4,46845,"Thursday, January 04, 2001"
2001,1,5,62700,"Friday, January 05, 2001"
2001,1,6,43156,"Saturday, January 06, 2001"
2001,1,7,43856,"Sunday, January 07, 2001"
2001,1,8,45365,"Monday, January 08, 2001"
2001,1,9,41810,"Tuesday, January 09, 2001"
2001,1,10,32687,"Wednesday, January 10, 2001"
2001,1,11,44617,"Thursday, January 11, 2001"
2001,1,12,34299,"Friday, January 12, 2001"
2001,1,13,43391,"Saturday, January 13, 2001"
2001,1,14,43461,"Sunday, January 14, 2001"
2001,1,15,45816,"Monday, January 15, 2001"
2001,1,16,46316,"Tuesday, January 16, 2001"
2001,1,17,49922,"Wednesday, January 17, 2001"
2001,1,18,43765,"Thursday, January 18, 2001"
2001,1,19,43830,"Friday, January 19, 2001"
2001,1,20,43287,"Saturday, January 20, 2001"
2001,1,21,54314,"Sunday, January 21, 2001"
2001,1,22,45694,"Monday, January 22, 2001"
2001,1,23,45950,"Tuesday, January 23, 2001"
2001,1,24,45960,"Wednesday, January 24, 2001"
2001,1,25,45729,"Thursday, January 25, 2001"
2001,1,26,43906,"Friday, January 26, 2001"
2001,1,27,41867,"Saturday, January 27, 2001"
2001,1,28,43944,"Sunday, January 28, 2001"
2001,1,29,46229,"Monday, January 29, 2001"
2001,1,30,45715,"Tuesday, January 30, 2001"
2001,1,31,48388,"Wednesday, January 31, 2001"
2001,2,1,45224,"Thursday, February 01, 2001"
2001,2,2,42525,"Friday, February 02, 2001"
2001,2,3,35654,"Saturday, February 03, 2001"
2001,2,4,38850,"Sunday, February 04, 2001"
2001,2,5,36017,"Monday, February 05, 2001"
2001,2,6,59049,"Tuesday, February 06, 2001"
2001,2,7,55102,"Wednesday, February 07, 2001"
2001,2,8,52465,"Thursday, February 08, 2001"
2001,2,9,52885,"Friday, February 09, 2001"
2001,2,10,39901,"Saturday, February 10, 2001"
2001,2,11,29774,"Sunday, February 11, 2001"
2001,2,12,40798,"Monday, February 12, 2001"
2001,2,13,38600,"Tuesday, February 13, 2001"
2001,2,14,41504,"Wednesday, February 14, 2001"
2001,2,15,38210,"Thursday, February 15, 2001"
2001,2,16,42817,"Friday, February 16, 2001"
2001,2,17,41375,"Saturday, February 17, 2001"
2001,2,18,41586,"Sunday, February 18, 2001"
2001,2,19,42185,"Monday, February 19, 2001"
2001,2,20,42196,"Tuesday, February 20, 2001"
2001,2,21,42048,"Wednesday, February 21, 2001"
2001,2,22,31961,"Thursday, February 22, 2001"
2001,2,23,30191,"Friday, February 23, 2001"
2001,2,24,32871,"Saturday, February 24, 2001"
2001,2,25,32991,"Sunday, February 25, 2001"
2001,2,26,33240,"Monday, February 26, 2001"
2001,2,27,26157,"Tuesday, February 27, 2001"
2001,2,28,31392,"Wednesday, February 28, 2001"
2001,3,1,44298,"Thursday, March 01, 2001"
2001,3,2,44875,"Friday, March 02, 2001"
2001,3,3,48931,"Saturday, March 03, 2001"
2001,3,4,49109,"Sunday, March 04, 2001"
2001,3,5,49532,"Monday, March 05, 2001"
2001,3,6,41394,"Tuesday, March 06, 2001"
2001,3,7,29540,"Wednesday, March 07, 2001"
2001,3,8,40763,"Thursday, March 08, 2001"
2001,3,9,26913,"Friday, March 09, 2001"
2001,3,10,27705,"Saturday, March 10, 2001"
2001,3,11,40698,"Sunday, March 11, 2001"
2001,3,12,28030,"Monday, March 12, 2001"
2001,3,13,43151,"Tuesday, March 13, 2001"
2001,3,14,34599,"Wednesday, March 14, 2001"
2001,3,15,31497,"Thursday, March 15, 2001"
2001,3,16,27979,"Friday, March 16, 2001"
2001,3,17,38594,"Saturday, March 17, 2001"
2001,3,18,25712,"Sunday, March 18, 2001"
2001,3,19,26068,"Monday, March 19, 2001"
2001,3,20,28128,"Tuesday, March 20, 2001"
2001,3,21,27117,"Wednesday, March 21, 2001"
2001,3,22,26923,"Thursday, March 22, 2001"
2001,3,23,25039,"Friday, March 23, 2001"
2001,3,24,22010,"Saturday, March 24, 2001"
2001,3,25,27147,"Sunday, March 25, 2001"
2001,3,26,23200,"Monday, March 26, 2001"
2001,3,27,29223,"Tuesday, March 27, 2001"
2001,3,28,34949,"Wednesday, March 28, 2001"
2001,3,29,38199,"Thursday, March 29, 2001"
2001,3,30,36235,"Friday, March 30, 2001"
2001,3,31,28809,"Saturday, March 31, 2001"
2001,4,1,26723,"Sunday, April 01, 2001"
2001,4,2,36715,"Monday, April 02, 2001"
2001,4,3,35660,"Tuesday, April 03, 2001"
2001,4,4,32469,"Wednesday, April 04, 2001"
2001,4,5,29949,"Thursday, April 05, 2001"
2001,4,6,44140,"Friday, April 06, 2001"
2001,4,7,30235,"Saturday, April 07, 2001"
2001,4,8,30435,"Sunday, April 08, 2001"
2001,4,9,44525,"Monday, April 09, 2001"
2001,4,10,31960,"Tuesday, April 10, 2001"
2001,4,11,33579,"Wednesday, April 11, 2001"
2001,4,12,51379,"Thursday, April 12, 2001"
2001,4,13,31249,"Friday, April 13, 2001"
2001,4,14,29754,"Saturday, April 14, 2001"
2001,4,15,29948,"Sunday, April 15, 2001"
2001,4,16,30062,"Monday, April 16, 2001"
2001,4,17,31527,"Tuesday, April 17, 2001"
2001,4,18,22511,"Wednesday, April 18, 2001"
2001,4,19,25688,"Thursday, April 19, 2001"
2001,4,20,26092,"Friday, April 20, 2001"
2001,4,21,29615,"Saturday, April 21, 2001"
2001,4,22,29775,"Sunday, April 22, 2001"
2001,4,23,27650,"Monday, April 23, 2001"
2001,4,24,27260,"Tuesday, April 24, 2001"
2001,4,25,31700,"Wednesday, April 25, 2001"
2001,4,26,28233,"Thursday, April 26, 2001"
2001,4,27,28825,"Friday, April 27, 2001"
2001,4,28,27608,"Saturday, April 28, 2001"
2001,4,29,27668,"Sunday, April 29, 2001"
2001,4,30,32122,"Monday, April 30, 2001"
2001,5,1,71856,"Tuesday, May 01, 2001"
2001,5,2,31579,"Wednesday, May 02, 2001"
2001,5,3,32601,"Thursday, May 03, 2001"
2001,5,4,29041,"Friday, May 04, 2001"
2001,5,5,28691,"Saturday, May 05, 2001"
2001,5,6,28691,"Sunday, May 06, 2001"
2001,5,7,28641,"Monday, May 07, 2001"
2001,5,8,28640,"Tuesday, May 08, 2001"
2001,5,9,26640,"Wednesday, May 09, 2001"
2001,5,10,26540,"Thursday, May 10, 2001"
2001,5,11,26490,"Friday, May 11, 2001"
2001,5,12,27205,"Saturday, May 12, 2001"
2001,5,13,27867,"Sunday, May 13, 2001"
2001,5,14,28528,"Monday, May 14, 2001"
2001,5,15,31972,"Tuesday, May 15, 2001"
2001,5,16,31534,"Wednesday, May 16, 2001"
2001,5,17,30590,"Thursday, May 17, 2001"
2001,5,18,31438,"Friday, May 18, 2001"
2001,5,19,29504,"Saturday, May 19, 2001"
2001,5,20,30834,"Sunday, May 20, 2001"
2001,5,21,31329,"Monday, May 21, 2001"
2001,5,22,30909,"Tuesday, May 22, 2001"
2001,5,23,30100,"Wednesday, May 23, 2001"
2001,5,24,30127,"Thursday, May 24, 2001"
2001,5,25,31357,"Friday, May 25, 2001"
2001,5,26,26619,"Saturday, May 26, 2001"
2001,5,27,28013,"Sunday, May 27, 2001"
2001,5,28,28481,"Monday, May 28, 2001"
2001,5,29,28919,"Tuesday, May 29, 2001"
2001,5,30,30570,"Wednesday, May 30, 2001"
2001,5,31,30438,"Thursday, May 31, 2001"
2001,6,1,24807,"Friday, June 01, 2001"
2001,6,2,22922,"Saturday, June 02, 2001"
2001,6,3,24622,"Sunday, June 03, 2001"
2001,6,4,23609,"Monday, June 04, 2001"
2001,6,5,25276,"Tuesday, June 05, 2001"
2001,6,6,68443,"Wednesday, June 06, 2001"
2001,6,7,24807,"Thursday, June 07, 2001"
2001,6,8,27792,"Friday, June 08, 2001"
2001,6,9,27993,"Saturday, June 09, 2001"
2001,6,10,28014,"Sunday, June 10, 2001"
2001,6,11,25918,"Monday, June 11, 2001"
2001,6,12,26806,"Tuesday, June 12, 2001"
2001,6,13,24287,"Wednesday, June 13, 2001"
2001,6,14,29410,"Thursday, June 14, 2001"
2001,6,15,26595,"Friday, June 15, 2001"
2001,6,16,25982,"Saturday, June 16, 2001"
2001,6,17,26362,"Sunday, June 17, 2001"
2001,6,18,25311,"Monday, June 18, 2001"
2001,6,19,24637,"Tuesday, June 19, 2001"
2001,6,20,25821,"Wednesday, June 20, 2001"
2001,6,21,25192,"Thursday, June 21, 2001"
2001,6,22,24521,"Friday, June 22, 2001"
2001,6,23,28311,"Saturday, June 23, 2001"
2001,6,24,28436,"Sunday, June 24, 2001"
2001,6,25,26332,"Monday, June 25, 2001"
2001,6,26,27928,"Tuesday, June 26, 2001"
2001,6,27,28591,"Wednesday, June 27, 2001"
2001,6,28,28043,"Thursday, June 28, 2001"
2001,6,29,28215,"Friday, June 29, 2001"
2001,6,30,27361,"Saturday, June 30, 2001"
2001,7,1,27610,"Sunday, July 01, 2001"
2001,7,2,27514,"Monday, July 02, 2001"
2001,7,3,27870,"Tuesday, July 03, 2001"
2001,7,4,27656,"Wednesday, July 04, 2001"
2001,7,5,27886,"Thursday, July 05, 2001"
2001,7,6,27884,"Friday, July 06, 2001"
2001,7,7,27047,"Saturday, July 07, 2001"
2001,7,8,27170,"Sunday, July 08, 2001"
2001,7,9,32696,"Monday, July 09, 2001"
2001,7,10,27496,"Tuesday, July 10, 2001"
2001,7,11,27346,"Wednesday, July 11, 2001"
2001,7,12,27333,"Thursday, July 12, 2001"
2001,7,13,27457,"Friday, July 13, 2001"
2001,7,14,27452,"Saturday, July 14, 2001"
2001,7,15,27544,"Sunday, July 15, 2001"
2001,7,16,27587,"Monday, July 16, 2001"
2001,7,17,27851,"Tuesday, July 17, 2001"
2001,7,18,26874,"Wednesday, July 18, 2001"
2001,7,19,25897,"Thursday, July 19, 2001"
2001,7,20,26079,"Friday, July 20, 2001"
2001,7,21,24827,"Saturday, July 21, 2001"
2001,7,22,24687,"Sunday, July 22, 2001"
2001,7,23,24975,"Monday, July 23, 2001"
2001,7,24,25002,"Tuesday, July 24, 2001"
2001,7,25,24999,"Wednesday, July 25, 2001"
2001,7,26,22743,"Thursday, July 26, 2001"
2001,7,27,23871,"Friday, July 27, 2001"
2001,7,28,23973,"Saturday, July 28, 2001"
2001,7,29,24093,"Sunday, July 29, 2001"
2001,7,30,24318,"Monday, July 30, 2001"
2001,7,31,29888,"Tuesday, July 31, 2001"
2001,8,1,29003,"Wednesday, August 01, 2001"
2001,8,2,38314,"Thursday, August 02, 2001"
2001,8,3,42878,"Friday, August 03, 2001"
2001,8,4,36082,"Saturday, August 04, 2001"
2001,8,5,36202,"Sunday, August 05, 2001"
2001,8,6,36466,"Monday, August 06, 2001"
2001,8,7,36595,"Tuesday, August 07, 2001"
2001,8,8,36594,"Wednesday, August 08, 2001"
2001,8,9,37594,"Thursday, August 09, 2001"
2001,8,10,37545,"Friday, August 10, 2001"
2001,8,11,37537,"Saturday, August 11, 2001"
2001,8,12,37656,"Sunday, August 12, 2001"
2001,8,13,37720,"Monday, August 13, 2001"
2001,8,14,37722,"Tuesday, August 14, 2001"
2001,8,15,36717,"Wednesday, August 15, 2001"
2001,8,16,36573,"Thursday, August 16, 2001"
2001,8,17,36712,"Friday, August 17, 2001"
2001,8,18,36347,"Saturday, August 18, 2001"
2001,8,19,36347,"Sunday, August 19, 2001"
2001,8,20,36598,"Monday, August 20, 2001"
2001,8,21,37079,"Tuesday, August 21, 2001"
2001,8,22,38108,"Wednesday, August 22, 2001"
2001,8,23,27273,"Thursday, August 23, 2001"
2001,8,24,38055,"Friday, August 24, 2001"
2001,8,25,38621,"Saturday, August 25, 2001"
2001,8,26,38620,"Sunday, August 26, 2001"
2001,8,27,39047,"Monday, August 27, 2001"
2001,8,28,44831,"Tuesday, August 28, 2001"
2001,8,29,41470,"Wednesday, August 29, 2001"
2001,8,30,38909,"Thursday, August 30, 2001"
2001,8,31,39099,"Friday, August 31, 2001"
2001,9,1,29511,"Saturday, September 01, 2001"
2001,9,2,29511,"Sunday, September 02, 2001"
2001,9,3,29511,"Monday, September 03, 2001"
2001,9,4,30420,"Tuesday, September 04, 2001"
2001,9,5,29670,"Wednesday, September 05, 2001"
2001,9,6,29670,"Thursday, September 06, 2001"
2001,9,7,29670,"Friday, September 07, 2001"
2001,9,8,31505,"Saturday, September 08, 2001"
2001,9,9,31505,"Sunday, September 09, 2001"
2001,9,10,32017,"Monday, September 10, 2001"
2001,9,11,32017,"Tuesday, September 11, 2001"
2001,9,12,32033,"Wednesday, September 12, 2001"
2001,9,13,32017,"Thursday, September 13, 2001"
2001,9,14,28114,"Friday, September 14, 2001"
2001,9,15,28544,"Saturday, September 15, 2001"
2001,9,16,28544,"Sunday, September 16, 2001"
2001,9,17,28739,"Monday, September 17, 2001"
2001,9,18,28016,"Tuesday, September 18, 2001"
2001,9,19,27916,"Wednesday, September 19, 2001"
2001,9,20,42926,"Thursday, September 20, 2001"
2001,9,21,35755,"Friday, September 21, 2001"
2001,9,22,28583,"Saturday, September 22, 2001"
2001,9,23,28585,"Sunday, September 23, 2001"
2001,9,24,31978,"Monday, September 24, 2001"
2001,9,25,28932,"Tuesday, September 25, 2001"
2001,9,26,27413,"Wednesday, September 26, 2001"
2001,9,27,34948,"Thursday, September 27, 2001"
2001,9,28,32348,"Friday, September 28, 2001"
2001,9,29,33256,"Saturday, September 29, 2001"
2001,9,30,33256,"Sunday, September 30, 2001"
2001,10,1,29261,"Monday, October 01, 2001"
2001,10,2,29220,"Tuesday, October 02, 2001"
2001,10,3,29287,"Wednesday, October 03, 2001"
2001,10,4,29634,"Thursday, October 04, 2001"
2001,10,5,34545,"Friday, October 05, 2001"
2001,10,6,31779,"Saturday, October 06, 2001"
2001,10,7,61779,"Sunday, October 07, 2001"
2001,10,8,70944,"Monday, October 08, 2001"
2001,10,9,36992,"Tuesday, October 09, 2001"
2001,10,10,110594,"Wednesday, October 10, 2001"
2001,10,11,67065,"Thursday, October 11, 2001"
2001,10,12,48394,"Friday, October 12, 2001"
