,HSC,HSC,HSC,HSC,WAHA,WAHA,WAHA,PERMIAN,PERMIAN,PERMIAN,,,,,
Q2,2002-06-01 00:00:00,0.0325,-0.0975,-0.1375,,3.109,0.04999999999999982,,0.0325,-0.0975,-0.1375,,,,
Q3,2002-07-01 00:00:00,0.045,-0.0725,-0.1125,,3.151,0.041999999999999815,,0.045,-0.0725,-0.1125,,,,
Q3,2002-08-01 00:00:00,0.05,-0.065,-0.105,,3.191,0.040000000000000036,,0.05,-0.065,-0.105,,,,
Q3,2002-09-01 00:00:00,0.04,-0.075,-0.115,,3.191,0,,0.04,-0.075,-0.115,,,,
QQ4,2002-10-01 00:00:00,0.0075,-0.1225,-0.1575,,3.214,0.02300000000000013,,0.0075,-0.1225,-0.1575,,,,
Q4,2002-11-01 00:00:00,-0.0275,-0.12,-0.14,,3.394,0.18000000000000016,,-0.0275,-0.12,-0.14,,,,
Q4,2002-12-01 00:00:00,-0.05,-0.12,-0.14,,3.606,0.21199999999999974,,-0.05,-0.12,-0.14,,,,
,2003-01-01 00:00:00,-0.055,-0.1175,-0.1375,,3.724,0.11800000000000033,,-0.055,-0.1175,-0.1375,,,,
,2003-02-01 00:00:00,-0.04,-0.1175,-0.1375,,3.634,-0.0900000000000003,,-0.04,-0.1175,-0.1375,,,,
,2003-03-01 00:00:00,-0.0275,-0.1175,-0.1375,,3.529,-0.10499999999999998,,-0.0275,-0.1175,-0.1375,,,,
,2003-04-01 00:00:00,0.0275,-0.085,-0.105,,3.404,-0.125,,0.0275,-0.085,-0.105,,,,
,2003-05-01 00:00:00,0.0275,-0.085,-0.105,,3.414,0.010000000000000231,,0.0275,-0.085,-0.105,,,,
,2003-06-01 00:00:00,0.0325,-0.085,-0.105,,3.439,0.02499999999999991,,0.0325,-0.085,-0.105,,,,
,2003-07-01 00:00:00,0.035,-0.085,-0.105,,3.464,0.02499999999999991,,0.035,-0.085,-0.105,,,,
,2003-08-01 00:00:00,0.0375,-0.085,-0.105,,3.496,0.03200000000000003,,0.0375,-0.085,-0.105,,,,
,2003-09-01 00:00:00,0.03,-0.085,-0.105,,3.494,-0.0019999999999997797,,0.03,-0.085,-0.105,,,,
,2003-10-01 00:00:00,0.02,-0.085,-0.105,,3.506,0.011999999999999567,,0.02,-0.085,-0.105,,,,
,2003-11-01 00:00:00,-0.025,-0.085,-0.105,,3.672,0.16600000000000037,,-0.025,-0.085,-0.105,,,,
,2003-12-01 00:00:00,-0.0475,-0.085,-0.105,,3.81,0.1379999999999999,,-0.0475,-0.085,-0.105,,,,
,2004-01-01 00:00:00,-0.05,-0.085,-0.095,,3.85,0.040000000000000036,,-0.05,-0.085,-0.095,,,,
,2004-02-01 00:00:00,-0.0325,-0.085,-0.095,,3.745,-0.10499999999999998,,-0.0325,-0.085,-0.095,,,,
,2004-03-01 00:00:00,-0.02,-0.085,-0.095,,3.609,-0.13600000000000012,,-0.02,-0.085,-0.095,,,,
,2004-04-01 00:00:00,0.0225,-0.085,-0.095,,3.455,-0.15399999999999991,,0.0225,-0.085,-0.095,,,,
,2004-05-01 00:00:00,0.0225,-0.085,-0.095,,3.47,0.015000000000000124,,0.0225,-0.085,-0.095,,,,
,2004-06-01 00:00:00,0.0275,-0.085,-0.095,,3.508,0.03799999999999981,,0.0275,-0.085,-0.095,,,,
,2004-07-01 00:00:00,0.03,-0.085,-0.095,,3.553,0.04499999999999993,,0.03,-0.085,-0.095,,,,
,2004-08-01 00:00:00,0.0325,-0.085,-0.095,,3.591,0.038000000000000256,,0.0325,-0.085,-0.095,,,,
,2004-09-01 00:00:00,0.025,-0.085,-0.095,,3.585,-0.006000000000000227,,0.025,-0.085,-0.095,,,,
,2004-10-01 00:00:00,0.015,-0.085,-0.095,,3.585,0,,0.015,-0.085,-0.095,,,,
,2004-11-01 00:00:00,-0.0225,-0.085,-0.095,,3.737,0.15200000000000014,,-0.0225,-0.085,-0.095,,,,
,2004-12-01 00:00:00,-0.045,-0.085,-0.095,,3.885,0.1479999999999997,,-0.045,-0.085,-0.095,,,,
,2005-01-01 00:00:00,-0.0475,-0.075,-0.085,,3.9475,0.0625,,-0.0475,-0.075,-0.085,,,,
,2005-02-01 00:00:00,-0.03,-0.075,-0.085,,3.8425,-0.10499999999999998,,-0.03,-0.075,-0.085,,,,
,2005-03-01 00:00:00,-0.0175,-0.075,-0.085,,3.7065,-0.13599999999999968,,-0.0175,-0.075,-0.085,,,,
,2005-04-01 00:00:00,0.0175,-0.075,-0.085,,3.5525,-0.15399999999999991,,0.0175,-0.075,-0.085,,,,
,2005-05-01 00:00:00,0.0175,-0.075,-0.085,,3.5675,0.01499999999999968,,0.0175,-0.075,-0.085,,,,
,2005-06-01 00:00:00,0.0225,-0.075,-0.085,,3.6055,0.038000000000000256,,0.0225,-0.075,-0.085,,,,
,2005-07-01 00:00:00,0.025,-0.075,-0.085,,3.6505,0.04499999999999993,,0.025,-0.075,-0.085,,,,
,2005-08-01 00:00:00,0.0275,-0.075,-0.085,,3.6885,0.03799999999999981,,0.0275,-0.075,-0.085,,,,
,2005-09-01 00:00:00,0.02,-0.075,-0.085,,3.6825,-0.005999999999999783,,0.02,-0.075,-0.085,,,,
,2005-10-01 00:00:00,0.01,-0.075,-0.085,,3.6825,0,,0.01,-0.075,-0.085,,,,
,2005-11-01 00:00:00,-0.0225,-0.075,-0.085,,3.8345,0.1519999999999997,,-0.0225,-0.075,-0.085,,,,
,2005-12-01 00:00:00,-0.045,-0.075,-0.085,,3.9825,0.14800000000000013,,-0.045,-0.075,-0.085,,,,
,2006-01-01 00:00:00,-0.0475,-0.065,-0.075,,4.0475,0.06500000000000039,,-0.0475,-0.065,-0.075,,,,
,2006-02-01 00:00:00,-0.03,-0.065,-0.075,,3.9425,-0.10500000000000043,,-0.03,-0.065,-0.075,,,,
,2006-03-01 00:00:00,-0.0175,-0.065,-0.075,,3.8065,-0.13599999999999968,,-0.0175,-0.065,-0.075,,,,
,2006-04-01 00:00:00,0.02,-0.065,-0.075,,3.6525,-0.15400000000000036,,0.02,-0.065,-0.075,,,,
,2006-05-01 00:00:00,0.02,-0.065,-0.075,,3.6675,0.015000000000000124,,0.02,-0.065,-0.075,,,,
,2006-06-01 00:00:00,0.025,-0.065,-0.075,,3.7055,0.03799999999999981,,0.025,-0.065,-0.075,,,,
,2006-07-01 00:00:00,0.0275,-0.065,-0.075,,3.7505,0.04500000000000037,,0.0275,-0.065,-0.075,,,,
,2006-08-01 00:00:00,0.03,-0.065,-0.075,,3.7885,0.03799999999999981,,0.03,-0.065,-0.075,,,,
,2006-09-01 00:00:00,0.0225,-0.065,-0.075,,3.7825,-0.005999999999999783,,0.0225,-0.065,-0.075,,,,
,2006-10-01 00:00:00,0.0125,-0.065,-0.075,,3.7825,0,,0.0125,-0.065,-0.075,,,,
,2006-11-01 00:00:00,-0.0225,-0.065,-0.075,,3.9345,0.1519999999999997,,-0.0225,-0.065,-0.075,,,,
,2006-12-01 00:00:00,-0.045,-0.065,-0.075,,4.0825,0.1479999999999997,,-0.045,-0.065,-0.075,,,,
,2007-01-01 00:00:00,-0.0475,-0.06,-0.07,,4.15,0.06750000000000078,,-0.0475,-0.06,-0.07,,,,
,2007-02-01 00:00:00,-0.03,-0.06,-0.07,,4.045,-0.10500000000000043,,-0.03,-0.06,-0.07,,,,
,2007-03-01 00:00:00,-0.0175,-0.06,-0.07,,3.909,-0.13600000000000012,,-0.0175,-0.06,-0.07,,,,
,2007-04-01 00:00:00,0.02,-0.06,-0.07,,3.755,-0.15399999999999991,,0.02,-0.06,-0.07,,,,
,2007-05-01 00:00:00,0.02,-0.06,-0.07,,3.77,0.015000000000000124,,0.02,-0.06,-0.07,,,,
,2007-06-01 00:00:00,0.025,-0.06,-0.07,,3.808,0.03799999999999981,,0.025,-0.06,-0.07,,,,
,2007-07-01 00:00:00,0.0275,-0.06,-0.07,,3.853,0.04500000000000037,,0.0275,-0.06,-0.07,,,,
,2007-08-01 00:00:00,0.03,-0.06,-0.07,,3.891,0.03799999999999981,,0.03,-0.06,-0.07,,,,
,2007-09-01 00:00:00,0.0225,-0.06,-0.07,,3.885,-0.006000000000000227,,0.0225,-0.06,-0.07,,,,
,2007-10-01 00:00:00,0.0125,-0.06,-0.07,,3.885,0,,0.0125,-0.06,-0.07,,,,
,2007-11-01 00:00:00,-0.0225,-0.06,-0.07,,4.037,0.15200000000000014,,-0.0225,-0.06,-0.07,,,,
,2007-12-01 00:00:00,-0.045,-0.06,-0.07,,4.185,0.1479999999999997,,-0.045,-0.06,-0.07,,,,
,2008-01-01 00:00:00,-0.0475,-0.06,-0.07,,4.255,0.07000000000000028,,-0.0475,-0.06,-0.07,,,,
,2008-02-01 00:00:00,-0.03,-0.06,-0.07,,4.15,-0.10499999999999954,,-0.03,-0.06,-0.07,,,,
,2008-03-01 00:00:00,-0.0175,-0.06,-0.07,,4.014,-0.13600000000000012,,-0.0175,-0.06,-0.07,,,,
,2008-04-01 00:00:00,0.02,-0.06,-0.07,,3.86,-0.15400000000000036,,0.02,-0.06,-0.07,,,,
,2008-05-01 00:00:00,0.02,-0.06,-0.07,,3.875,0.015000000000000124,,0.02,-0.06,-0.07,,,,
,2008-06-01 00:00:00,0.025,-0.06,-0.07,,3.913,0.03799999999999981,,0.025,-0.06,-0.07,,,,
,2008-07-01 00:00:00,0.0275,-0.06,-0.07,,3.958,0.04500000000000037,,0.0275,-0.06,-0.07,,,,
,2008-08-01 00:00:00,0.03,-0.06,-0.07,,3.996,0.03799999999999981,,0.03,-0.06,-0.07,,,,
,2008-09-01 00:00:00,0.0225,-0.06,-0.07,,3.99,-0.005999999999999783,,0.0225,-0.06,-0.07,,,,
,2008-10-01 00:00:00,0.0125,-0.06,-0.07,,3.99,0,,0.0125,-0.06,-0.07,,,,
,2008-11-01 00:00:00,-0.0225,-0.06,-0.07,,4.142,0.15200000000000014,,-0.0225,-0.06,-0.07,,,,
,2008-12-01 00:00:00,-0.045,-0.06,-0.07,,4.29,0.1479999999999997,,-0.045,-0.06,-0.07,,,,
,2009-01-01 00:00:00,-0.0475,-0.06,-0.07,,4.3625,0.07249999999999979,,-0.0475,-0.06,-0.07,,,,
,2009-02-01 00:00:00,-0.03,-0.06,-0.07,,4.2575,-0.10499999999999954,,-0.03,-0.06,-0.07,,,,
,2009-03-01 00:00:00,-0.0175,-0.06,-0.07,,4.1215,-0.13600000000000012,,-0.0175,-0.06,-0.07,,,,
,2009-04-01 00:00:00,0.02,-0.06,-0.07,,3.9675,-0.15400000000000036,,0.02,-0.06,-0.07,,,,
,2009-05-01 00:00:00,0.02,-0.06,-0.07,,3.9825,0.015000000000000124,,0.02,-0.06,-0.07,,,,
,2009-06-01 00:00:00,0.025,-0.06,-0.07,,4.0205,0.038000000000000256,,0.025,-0.06,-0.07,,,,
,2009-07-01 00:00:00,0.0275,-0.06,-0.07,,4.0655,0.04499999999999993,,0.0275,-0.06,-0.07,,,,
,2009-08-01 00:00:00,0.03,-0.06,-0.07,,4.1035,0.038000000000000256,,0.03,-0.06,-0.07,,,,
,2009-09-01 00:00:00,0.0225,-0.06,-0.07,,4.0975,-0.006000000000000227,,0.0225,-0.06,-0.07,,,,
,2009-10-01 00:00:00,0.0125,-0.06,-0.07,,4.0975,0,,0.0125,-0.06,-0.07,,,,
,2009-11-01 00:00:00,-0.0225,-0.06,-0.07,,4.2495,0.15200000000000014,,-0.0225,-0.06,-0.07,,,,
,2009-12-01 00:00:00,-0.045,-0.06,-0.07,,4.3975,0.1479999999999997,,-0.045,-0.06,-0.07,,,,
,2010-01-01 00:00:00,-0.0475,-0.06,-0.07,,4.4725,0.07500000000000018,,-0.0475,-0.06,-0.07,,,,
,2010-02-01 00:00:00,-0.03,-0.06,-0.07,,4.3675,-0.10500000000000043,,-0.03,-0.06,-0.07,,,,
,2010-03-01 00:00:00,-0.0175,-0.06,-0.07,,4.2315,-0.13600000000000012,,-0.0175,-0.06,-0.07,,,,
,2010-04-01 00:00:00,0.02,-0.06,-0.07,,4.0775,-0.15399999999999991,,0.02,-0.06,-0.07,,,,
,2010-05-01 00:00:00,0.02,-0.06,-0.07,,4.0925,0.015000000000000568,,0.02,-0.06,-0.07,,,,
,2010-06-01 00:00:00,0.025,-0.06,-0.07,,4.1305,0.03799999999999937,,0.025,-0.06,-0.07,,,,
,2010-07-01 00:00:00,0.0275,-0.06,-0.07,,4.1755,0.04500000000000082,,0.0275,-0.06,-0.07,,,,
,2010-08-01 00:00:00,0.03,-0.06,-0.07,,4.2135,0.03799999999999937,,0.03,-0.06,-0.07,,,,
,2010-09-01 00:00:00,0.0225,-0.06,-0.07,,4.2075,-0.006000000000000227,,0.0225,-0.06,-0.07,,,,
,2010-10-01 00:00:00,0.0125,-0.06,-0.07,,4.2075,0,,0.0125,-0.06,-0.07,,,,
,2010-11-01 00:00:00,-0.0225,-0.06,-0.07,,4.3595,0.15200000000000014,,-0.0225,-0.06,-0.07,,,,
,2010-12-01 00:00:00,-0.045,-0.06,-0.07,,4.5075,0.14800000000000058,,-0.045,-0.06,-0.07,,,,
,2011-01-01 00:00:00,-0.0475,-0.06,-0.07,,4.585,0.07749999999999968,,-0.0475,-0.06,-0.07,,,,
,2011-02-01 00:00:00,-0.03,-0.06,-0.07,,4.48,-0.10499999999999954,,-0.03,-0.06,-0.07,,,,
,2011-03-01 00:00:00,-0.0175,-0.06,-0.07,,4.344,-0.13600000000000012,,-0.0175,-0.06,-0.07,,,,
,2011-04-01 00:00:00,0.02,-0.06,-0.07,,4.19,-0.15399999999999991,,0.02,-0.06,-0.07,,,,
,2011-05-01 00:00:00,0.02,-0.06,-0.07,,4.205,0.01499999999999968,,0.02,-0.06,-0.07,,,,
,2011-06-01 00:00:00,0.025,-0.06,-0.07,,4.243,0.038000000000000256,,0.025,-0.06,-0.07,,,,
,2011-07-01 00:00:00,0.0275,-0.06,-0.07,,4.288,0.04499999999999993,,0.0275,-0.06,-0.07,,,,
,2011-08-01 00:00:00,0.03,-0.06,-0.07,,4.326,0.03799999999999937,,0.03,-0.06,-0.07,,,,
,2011-09-01 00:00:00,0.0225,-0.06,-0.07,,4.32,-0.005999999999999339,,0.0225,-0.06,-0.07,,,,
,2011-10-01 00:00:00,0.0125,-0.06,-0.07,,4.32,0,,0.0125,-0.06,-0.07,,,,
,2011-11-01 00:00:00,-0.0225,-0.06,-0.07,,4.472,0.15200000000000014,,-0.0225,-0.06,-0.07,,,,
,2011-12-01 00:00:00,-0.045,-0.06,-0.07,,4.62,0.1479999999999997,,-0.045,-0.06,-0.07,,,,
,2012-01-01 00:00:00,-0.0475,-0.06,-0.07,,4.7,0.08000000000000007,,-0.0475,-0.06,-0.07,,,,
,2012-02-01 00:00:00,-0.03,-0.06,-0.07,,4.595,-0.10500000000000043,,-0.03,-0.06,-0.07,,,,
,2012-03-01 00:00:00,-0.0175,-0.06,-0.07,,4.459,-0.13600000000000012,,-0.0175,-0.06,-0.07,,,,
,2012-04-01 00:00:00,0.02,-0.06,-0.07,,4.305,-0.15399999999999991,,0.02,-0.06,-0.07,,,,
,2012-05-01 00:00:00,0.02,-0.06,-0.07,,4.32,0.015000000000000568,,0.02,-0.06,-0.07,,,,
,2012-06-01 00:00:00,0.025,-0.06,-0.07,,4.358,0.03799999999999937,,0.025,-0.06,-0.07,,,,
,2012-07-01 00:00:00,0.0275,-0.06,-0.07,,4.403,0.04499999999999993,,0.0275,-0.06,-0.07,,,,
,2012-08-01 00:00:00,0.03,-0.06,-0.07,,4.441,0.038000000000000256,,0.03,-0.06,-0.07,,,,
,2012-09-01 00:00:00,0.0225,-0.06,-0.07,,4.435,-0.006000000000000227,,0.0225,-0.06,-0.07,,,,
,2012-10-01 00:00:00,0.0125,-0.06,-0.07,,4.435,0,,0.0125,-0.06,-0.07,,,,
,2012-11-01 00:00:00,-0.0225,-0.06,-0.07,,4.587,0.15200000000000014,,-0.0225,-0.06,-0.07,,,,
,2012-12-01 00:00:00,-0.045,-0.06,-0.07,,4.735,0.14800000000000058,,-0.045,-0.06,-0.07,,,,
,2013-01-01 00:00:00,-0.0475,-0.06,-0.07,,4.8175,0.08249999999999957,,-0.0475,-0.06,-0.07,,,,
,2013-02-01 00:00:00,-0.03,-0.06,-0.07,,4.7125,-0.10499999999999954,,-0.03,-0.06,-0.07,,,,
,2013-03-01 00:00:00,-0.0175,-0.06,-0.07,,4.5765,-0.13600000000000012,,-0.0175,-0.06,-0.07,,,,
,2013-04-01 00:00:00,0.02,-0.06,-0.07,,4.4225,-0.15399999999999991,,0.02,-0.06,-0.07,,,,
,2013-05-01 00:00:00,0.02,-0.06,-0.07,,4.4375,0.01499999999999968,,0.02,-0.06,-0.07,,,,
,2013-06-01 00:00:00,0.025,-0.06,-0.07,,4.4755,0.038000000000000256,,0.025,-0.06,-0.07,,,,
,2013-07-01 00:00:00,0.0275,-0.06,-0.07,,4.5205,0.04499999999999993,,0.0275,-0.06,-0.07,,,,
,2013-08-01 00:00:00,0.03,-0.06,-0.07,,4.5585,0.038000000000000256,,0.03,-0.06,-0.07,,,,
,2013-09-01 00:00:00,0.0225,-0.06,-0.07,,4.5525,-0.006000000000000227,,0.0225,-0.06,-0.07,,,,
,2013-10-01 00:00:00,0.0125,-0.06,-0.07,,4.5525,0,,0.0125,-0.06,-0.07,,,,
,2013-11-01 00:00:00,-0.0225,-0.06,-0.07,,4.7045,0.15200000000000014,,-0.0225,-0.06,-0.07,,,,
,2013-12-01 00:00:00,-0.045,-0.06,-0.07,,4.8525,0.1479999999999997,,-0.045,-0.06,-0.07,,,,
,2014-01-01 00:00:00,-0.0475,-0.06,-0.07,,4.9375,0.08499999999999996,,-0.0475,-0.06,-0.07,,,,
,2014-02-01 00:00:00,-0.03,-0.06,-0.07,,4.8325,-0.10500000000000043,,-0.03,-0.06,-0.07,,,,
,2014-03-01 00:00:00,-0.0175,-0.06,-0.07,,4.6965,-0.13599999999999923,,-0.0175,-0.06,-0.07,,,,
,2014-04-01 00:00:00,0.02,-0.06,-0.07,,4.5425,-0.15399999999999991,,0.02,-0.06,-0.07,,,,
,2014-05-01 00:00:00,0.02,-0.06,-0.07,,4.5575,0.01499999999999968,,0.02,-0.06,-0.07,,,,
,2014-06-01 00:00:00,0.025,-0.06,-0.07,,4.5955,0.038000000000000256,,0.025,-0.06,-0.07,,,,
,2014-07-01 00:00:00,0.0275,-0.06,-0.07,,4.6405,0.04499999999999993,,0.0275,-0.06,-0.07,,,,
,2014-08-01 00:00:00,0.03,-0.06,-0.07,,4.6785,0.03799999999999937,,0.03,-0.06,-0.07,,,,
,2014-09-01 00:00:00,0.0225,-0.06,-0.07,,4.6725,-0.005999999999999339,,0.0225,-0.06,-0.07,,,,
,2014-10-01 00:00:00,0.0125,-0.06,-0.07,,4.6725,0,,0.0125,-0.06,-0.07,,,,
,2014-11-01 00:00:00,-0.0225,-0.06,-0.07,,4.8245,0.15199999999999925,,-0.0225,-0.06,-0.07,,,,
,2014-12-01 00:00:00,-0.045,-0.06,-0.07,,4.9725,0.14800000000000058,,-0.045,-0.06,-0.07,,,,
,2015-01-01 00:00:00,-0.0475,-0.06,-0.07,,5.06,0.08749999999999947,,-0.0475,-0.06,-0.07,,,,
,2015-02-01 00:00:00,-0.03,-0.06,-0.07,,4.955,-0.10499999999999954,,-0.03,-0.06,-0.07,,,,
,2015-03-01 00:00:00,-0.0175,-0.06,-0.07,,4.819,-0.13600000000000012,,-0.0175,-0.06,-0.07,,,,
,2015-04-01 00:00:00,0.02,-0.06,-0.07,,4.665,-0.15399999999999991,,0.02,-0.06,-0.07,,,,
,2015-05-01 00:00:00,0.02,-0.06,-0.07,,4.68,0.01499999999999968,,0.02,-0.06,-0.07,,,,
,2015-06-01 00:00:00,0.025,-0.06,-0.07,,4.718,0.038000000000000256,,0.025,-0.06,-0.07,,,,
,2015-07-01 00:00:00,0.0275,-0.06,-0.07,,4.763,0.04499999999999993,,0.0275,-0.06,-0.07,,,,
,2015-08-01 00:00:00,0.03,-0.06,-0.07,,4.801,0.038000000000000256,,0.03,-0.06,-0.07,,,,
,2015-09-01 00:00:00,0.0225,-0.06,-0.07,,4.795,-0.006000000000000227,,0.0225,-0.06,-0.07,,,,
,2015-10-01 00:00:00,0.0125,-0.06,-0.07,,4.795,0,,0.0125,-0.06,-0.07,,,,
,2015-11-01 00:00:00,-0.0225,-0.06,-0.07,,4.947,0.15200000000000014,,-0.0225,-0.06,-0.07,,,,
,2015-12-01 00:00:00,-0.045,-0.06,-0.07,,5.095,0.1479999999999997,,-0.045,-0.06,-0.07,,,,
,2016-01-01 00:00:00,-0.0475,-0.06,-0.07,,5.185,0.08999999999999986,,-0.0475,-0.06,-0.07,,,,
,2016-02-01 00:00:00,-0.03,-0.06,-0.07,,5.08,-0.10499999999999954,,-0.03,-0.06,-0.07,,,,
,2016-03-01 00:00:00,-0.0175,-0.06,-0.07,,4.944,-0.13600000000000012,,-0.0175,-0.06,-0.07,,,,
,2016-04-01 00:00:00,0.02,-0.06,-0.07,,4.79,-0.15399999999999991,,0.02,-0.06,-0.07,,,,
,2016-05-01 00:00:00,0.02,-0.06,-0.07,,4.805,0.01499999999999968,,0.02,-0.06,-0.07,,,,
,2016-06-01 00:00:00,0.025,-0.06,-0.07,,4.843,0.038000000000000256,,0.025,-0.06,-0.07,,,,
,2016-07-01 00:00:00,0.0275,-0.06,-0.07,,4.888,0.04499999999999993,,0.0275,-0.06,-0.07,,,,
,2016-08-01 00:00:00,0.03,-0.06,-0.07,,4.926,0.038000000000000256,,0.03,-0.06,-0.07,,,,
,2016-09-01 00:00:00,0.0225,-0.06,-0.07,,4.92,-0.006000000000000227,,0.0225,-0.06,-0.07,,,,
,2016-10-01 00:00:00,0.0125,-0.06,-0.07,,4.92,0,,0.0125,-0.06,-0.07,,,,
,2016-11-01 00:00:00,-0.0225,-0.06,-0.07,,5.072,0.15200000000000014,,-0.0225,-0.06,-0.07,,,,
,2016-12-01 00:00:00,-0.045,-0.06,-0.07,,5.22,0.1479999999999997,,-0.045,-0.06,-0.07,,,,
,2017-01-01 00:00:00,-0.0475,-0.06,-0.07,,5.3125,0.09250000000000025,,-0.0475,-0.06,-0.07,,,,
,2017-02-01 00:00:00,-0.03,-0.06,-0.07,,5.2075,-0.10500000000000043,,-0.03,-0.06,-0.07,,,,
,2017-03-01 00:00:00,-0.0175,-0.06,-0.07,,5.0715,-0.13599999999999923,,-0.0175,-0.06,-0.07,,,,
,2017-04-01 00:00:00,0.02,-0.06,-0.07,,4.9175,-0.15399999999999991,,0.02,-0.06,-0.07,,,,
,2017-05-01 00:00:00,0.02,-0.06,-0.07,,4.9325,0.01499999999999968,,0.02,-0.06,-0.07,,,,
,2017-06-01 00:00:00,0.025,-0.06,-0.07,,4.9705,0.038000000000000256,,0.025,-0.06,-0.07,,,,
,2017-07-01 00:00:00,0.0275,-0.06,-0.07,,5.0155,0.04499999999999993,,0.0275,-0.06,-0.07,,,,
,2017-08-01 00:00:00,0.03,-0.06,-0.07,,5.0535,0.03799999999999937,,0.03,-0.06,-0.07,,,,
,2017-09-01 00:00:00,0.0225,-0.06,-0.07,,5.0475,-0.005999999999999339,,0.0225,-0.06,-0.07,,,,
,2017-10-01 00:00:00,0.0125,-0.06,-0.07,,5.0475,0,,0.0125,-0.06,-0.07,,,,
,2017-11-01 00:00:00,-0.0225,-0.06,-0.07,,5.1995,0.15199999999999925,,-0.0225,-0.06,-0.07,,,,
,2017-12-01 00:00:00,-0.045,-0.06,-0.07,,5.3475,0.14800000000000058,,-0.045,-0.06,-0.07,,,,
,2018-01-01 00:00:00,-0.0475,-0.06,-0.07,,5.4425,0.09499999999999975,,-0.0475,-0.06,-0.07,,,,
,2018-02-01 00:00:00,-0.03,-0.06,-0.07,,5.3375,-0.10499999999999954,,-0.03,-0.06,-0.07,,,,
,2018-03-01 00:00:00,-0.0175,-0.06,-0.07,,5.2015,-0.13600000000000012,,-0.0175,-0.06,-0.07,,,,
,2018-04-01 00:00:00,0.02,-0.06,-0.07,,5.0475,-0.15399999999999991,,0.02,-0.06,-0.07,,,,
,2018-05-01 00:00:00,0.02,-0.06,-0.07,,5.0625,0.01499999999999968,,0.02,-0.06,-0.07,,,,
,2018-06-01 00:00:00,0.025,-0.06,-0.07,,5.1005,0.038000000000000256,,0.025,-0.06,-0.07,,,,
,2018-07-01 00:00:00,0.0275,-0.06,-0.07,,5.1455,0.04499999999999993,,0.0275,-0.06,-0.07,,,,
,2018-08-01 00:00:00,0.03,-0.06,-0.07,,5.1835,0.038000000000000256,,0.03,-0.06,-0.07,,,,
,2018-09-01 00:00:00,0.0225,-0.06,-0.07,,5.1775,-0.006000000000000227,,0.0225,-0.06,-0.07,,,,
,2018-10-01 00:00:00,0.0125,-0.06,-0.07,,5.1775,0,,0.0125,-0.06,-0.07,,,,
