,,NEPOOL,Zone G ,Zone G-NEPOOL (Megawatt Daily),Actual NEPOOL Clearing Prices,G-NEPOOL (Actual),,ZoneG-NEPOOL Spread (MegaWatt Daily),ZoneG-NEPOOL Spread (MegaWatt Daily),ZoneG-NEPOOL Spread (MegaWatt Daily),ZoneG-NEPOOL Spread (MegaWatt Daily),
2000-01-16,7.0,32,25.02,0,31.78625,0,,,Average,High,Low,
2000-01-17,1.0,48.88999938964844,33.43625,-15.453749389648436,83.783125,-50.346875,,Jan-Feb,-1.7902976190476196,-50.346875,25.619999999999997,
2000-01-18,2.0,60.150001525878906,32.260625,-27.88937652587891,61.091875,-28.831250000000004,,January,-3.9380952380952388,-50.346875,25.619999999999997,
2000-01-19,3.0,100.45999908447266,53.29,-47.16999908447266,53.56375,-0.2737499999999997,,February,0.35749999999999965,-18.316875000000003,16.247499999999995,
2000-01-20,4.0,71.11000061035156,45.33375,-25.77625061035156,47.286875,-1.953125,,March,5.16404891304348,-4.921875,17.404375,
2000-01-21,5.0,86.29000091552734,68.00375,-18.286250915527347,42.38375,25.619999999999997,,April,5.2484062499999995,-11.3275,16.738124999999997,
2000-01-22,6.0,,40.776875,0,43.575,0,,May,-69.67388586956523,-1726.1737500000002,55.84375,
2000-01-23,7.0,,27.21875,0,38.9775,0,,June,45.11105113636364,0,496.136875,
2000-01-24,1.0,73.4000015258789,66.048125,-7.351876525878907,40.801875,25.246249999999996,,July,17.149404761904766,-0.5662500000000037,69.730625,
2000-01-25,2.0,44.36000061035156,60.1075,15.74749938964844,43.393125,16.714375000000004,,August,25.590298913043473,-6.886875000000003,179.43312500000002,
2000-01-26,3.0,45.369998931884766,64.80125,19.43125106811523,41.745,23.05625,,September,7.731845238095237,-5.193124999999995,22.825000000000003,
2000-01-27,4.0,53.34000015258789,24.671875,-28.66812515258789,65.606875,-40.935,,Jan-Sep,3.331157051282051,-1726.1737500000002,496.136875,
2000-01-28,5.0,53.560001373291016,62.620625,9.060623626708981,63.864375,-1.2437500000000057,,,,,,
2000-01-29,6.0,,42.974375,0,48.76,0,,,,,,
2000-01-30,7.0,,33.991875,0,34.815625,0,,,,,,
2000-01-31,1.0,56.290000915527344,51.285625,-5.004375915527341,38.444375,12.841250000000002,,,,,,
2000-02-01,2.0,38.529998779296875,48.014375,9.484376220703126,47.25625,0.7581249999999997,,,,,,
2000-02-02,3.0,47.06999969482422,57.495,10.425000305175779,41.2475,16.247499999999995,,,,,,
2000-02-03,4.0,46.849998474121094,55.11375,8.26375152587891,45.088125,10.025625000000005,,,,,,
2000-02-04,5.0,47.279998779296875,44.9625,-2.3174987792968764,43.413125,1.5493749999999977,,,,,,
2000-02-05,6.0,,36.71625,0,36.4775,0,,,,,,
2000-02-06,7.0,,30.519375,0,32.15875,0,,,,,,
2000-02-07,1.0,56.04999923706055,48.455625,-7.594374237060549,40.34625,8.109375,,,,,,
2000-02-08,2.0,47.45000076293945,25.861875,-21.588125762939452,38.456875,-12.594999999999995,,,,,,
2000-02-09,3.0,39.33000183105469,18.469375,-20.860626831054688,36.78625,-18.316875000000003,,,,,,
2000-02-10,4.0,38.09000015258789,40.35375,2.2637498474121074,37.39,2.9637499999999974,,,,,,
2000-02-11,5.0,36.88999938964844,35.510625,-1.37937438964844,42.931875,-7.421250000000001,,,,,,
2000-02-12,6.0,,25.2275,0,40.10375,0,,,,,,
2000-02-13,7.0,,37.774375,0,39.421875,0,,,,,,
2000-02-14,1.0,40.56999969482422,38.954375,-1.6156246948242199,38.901875,0.05250000000000199,,,,,,
2000-02-15,2.0,43.81999969482422,41.725,-2.0949996948242173,37.733125,3.9918750000000003,,,,,,
2000-02-16,3.0,39.38999938964844,29.82375,-9.566249389648437,40.32125,-10.497499999999999,,,,,,
2000-02-17,4.0,41.689998626708984,36.56125,-5.128748626708983,42.638125,-6.076875000000001,,,,,,
2000-02-18,5.0,42.61000061035156,30.513125,-12.096875610351564,41.504375,-10.991250000000004,,,,,,
2000-02-19,6.0,,38.929375,0,35.256875,0,,,,,,
2000-02-20,7.0,,37.508125,0,31.6725,0,,,,,,
2000-02-21,1.0,39.84000015258789,40.359375,0.5193748474121094,34.396875,5.962499999999999,,,,,,
2000-02-22,2.0,38.16999816894531,40.704375,2.5343768310546864,35.1675,5.536875000000002,,,,,,
2000-02-23,3.0,36.86000061035156,39.79375,2.9337493896484403,34.938125,4.855625000000003,,,,,,
2000-02-24,4.0,36.09000015258789,31.575625,-4.514375152587892,31.395,0.18062499999999915,,,,,,
2000-02-25,5.0,34.58000183105469,30.753125,-3.826876831054687,35.153125,-4.400000000000002,,,,,,
2000-02-26,6.0,28,30.910625,0,35.65125,0,,,,,,
2000-02-27,7.0,28,27.298125,0,26.710625,0,,,,,,
2000-02-28,1.0,33.88999938964844,37.42375,3.533750610351561,28.84,8.583749999999998,,,,,,
2000-02-29,2.0,32.33000183105469,34.3375,2.007498168945311,25.34875,8.98875,,,,,,
2000-03-01,3.0,30.450000762939453,31.684375,1.2343742370605462,29.01,2.6743749999999977,,,,,,
2000-03-02,4.0,30.6299991607666,29.361875,-1.2681241607666003,29.470625,-0.10874999999999702,,,,,,
2000-03-03,5.0,32.63999938964844,30.43,-2.209999389648438,35.351875,-4.921875,,,,,,
2000-03-04,6.0,27.75,31.56875,0,22.579375,0,,,,,,
2000-03-05,7.0,27.75,29.139375,0,24.888125,0,,,,,,
2000-03-06,1.0,34.13999938964844,35.765625,1.6256256103515625,28.9375,6.828125,,,,,,
2000-03-07,2.0,32.86000061035156,32.475,-0.3850006103515611,28.246875,4.228125000000002,,,,,,
2000-03-08,3.0,31.75,30.91,-0.8399999999999999,28.05625,2.8537500000000016,,,,,,
2000-03-09,4.0,29.850000381469727,25.4275,-4.422500381469728,27.20875,-1.78125,,,,,,
2000-03-10,5.0,29.40999984741211,32.2325,2.8225001525878923,23.84,8.392500000000002,,,,,,
2000-03-11,6.0,25.350000381469727,27.944375,0,25.90125,0,,,,,,
2000-03-12,7.0,25.350000381469727,26.86375,0,22.74625,0,,,,,,
2000-03-13,1.0,33.20000076293945,35.628125,2.428124237060544,26.73375,8.894374999999997,,,,,,
2000-03-14,2.0,30.479999542236328,33.67125,3.1912504577636724,25.996875,7.674375000000001,,,,,,
2000-03-15,3.0,32.099998474121094,31.885625,-0.21437347412109276,27.033125,4.852500000000003,,,,,,
2000-03-16,4.0,28.780000686645508,28.77,-0.010000686645508239,23.606875,5.163125000000001,,,,,,
2000-03-17,5.0,31.149999618530273,35.72375,4.573750381469729,36.115625,-0.39187499999999886,,,,,,
2000-03-18,6.0,,33.373125,0,28.56,0,,,,,,
2000-03-19,7.0,,29.558125,0,23.075625,0,,,,,,
2000-03-20,1.0,30.329999923706055,38.2075,7.877500076293948,30.124375,8.083125000000003,,,,,,
2000-03-21,2.0,32.04999923706055,34.113125,2.0631257629394497,37.605,-3.4918750000000003,,,,,,
2000-03-22,3.0,30.649999618530273,37.198125,6.548125381469724,34.088125,3.1099999999999994,,,,,,
2000-03-23,4.0,31.920000076293945,35.191875,3.271874923706058,24.88875,10.303125000000001,,,,,,
2000-03-24,5.0,32.20000076293945,32.96125,0.7612492370605466,29.088125,3.873124999999998,,,,,,
2000-03-25,6.0,,32.7875,0,23.656875,0,,,,,,
2000-03-26,7.0,,25.22,0,19.525625,0,,,,,,
2000-03-27,1.0,32.04999923706055,31.636875,-0.413124237060547,26.158125,5.478750000000002,,,,,,
2000-03-28,2.0,32.4900016784668,32.145,-0.34500167846679375,26.148125,5.996875000000003,,,,,,
2000-03-29,3.0,30.1200008392334,35.8175,5.697499160766604,25.308125,10.509375000000002,,,,,,
2000-03-30,4.0,29.260000228881836,40.32,11.059999771118164,22.915625,17.404375,,,,,,
2000-03-31,5.0,26.780000686645508,35.731875,8.951874313354494,22.583125,13.148750000000003,,,,,,
2000-04-01,6.0,,27.97,0,21.18625,0,,,,,,
2000-04-02,7.0,,23.45625,0,21.485625,0,,,,,,
2000-04-03,1.0,27.579999923706055,44.33125,16.751250076293942,28.74,15.591249999999999,,,,,,
2000-04-04,2.0,27.68000030517578,41.93875,14.258749694824218,37.42875,4.509999999999998,,,,,,
2000-04-05,3.0,30.260000228881836,37.063125,6.8031247711181635,31.9875,5.075624999999999,,,,,,
2000-04-06,4.0,32.61000061035156,35.326875,2.7168743896484386,32.034375,3.292500000000004,,,,,,
2000-04-07,5.0,32.0099983215332,37.41875,5.4087516784668,28.161875,9.256875000000004,,,,,,
2000-04-08,6.0,,28.923125,0,22.16,0,,,,,,
2000-04-09,7.0,,29.664375,0,24.146875,0,,,,,,
2000-04-10,1.0,34.0099983215332,41.181875,7.171876678466795,24.44375,16.738124999999997,,,,,,
2000-04-11,2.0,34.65999984741211,37.39125,2.73125015258789,33.0475,4.34375,,,,,,
2000-04-12,3.0,33.08000183105469,43.381875,10.301873168945313,29.139375,14.2425,,,,,,
2000-04-13,4.0,33.63999938964844,39.30625,5.666250610351561,28.04375,11.2625,,,,,,
2000-04-14,5.0,31.889999389648438,36.98,5.090000610351559,26.405625,10.574374999999996,,,,,,
2000-04-15,6.0,,31.4425,0,24.688125,0,,,,,,
2000-04-16,7.0,,23.185,0,21.96125,0,,,,,,
2000-04-17,1.0,31.18000030517578,35.575625,4.395624694824221,29.5775,5.998125000000002,,,,,,
2000-04-18,2.0,31.31999969482422,37.221875,5.901875305175778,35.278125,1.9437499999999943,,,,,,
2000-04-19,3.0,31.260000228881836,42.37,11.109999771118162,37.816875,4.553124999999994,,,,,,
2000-04-20,4.0,34.66999816894531,37.63875,2.968751831054689,26.87125,10.767500000000002,,,,,,
2000-04-21,5.0,34.099998474121094,34.57375,0.4737515258789031,26.965625,7.608124999999998,,,,,,
2000-04-22,6.0,,26.795,0,28.9175,0,,,,,,
2000-04-23,7.0,,17.973125,0,25.84625,0,,,,,,
2000-04-24,1.0,37.540000915527344,39.4925,1.952499084472656,37.133125,2.359375,,,,,,
2000-04-25,2.0,35.83000183105469,38.384375,2.554373168945311,42.49625,-4.111875000000005,,,,,,
2000-04-26,3.0,46.43000030517578,35.506875,-10.92312530517578,46.834375,-11.3275,,,,,,
2000-04-27,4.0,45.119998931884766,25.651875,-19.468123931884765,31.639375,-5.987500000000001,,,,,,
2000-04-28,5.0,39.029998779296875,27.32875,-11.701248779296876,29.05125,-1.7225000000000001,,,,,,
2000-04-29,6.0,,23.66,0,28.479375,0,,,,,,
2000-04-30,7.0,,20.473125,0,27.9,0,,,,,,
2000-05-01,1.0,35.7599983215332,35.20875,-0.5512483215332011,32.67875,2.530000000000001,,,,,,
2000-05-02,2.0,35.959999084472656,35.535,-0.42499908447265966,40.865,-5.330000000000005,,,,,,
2000-05-03,3.0,36.08000183105469,37.728125,1.648123168945311,33.83,3.8981250000000003,,,,,,
2000-05-04,4.0,39.9900016784668,39.614375,-0.3756266784667943,38.491875,1.1225000000000023,,,,,,
2000-05-05,5.0,38.599998474121094,45.971875,7.371876525878903,56.725,-10.753125000000004,,,,,,
2000-05-06,6.0,,43.89125,0,37.44125,0,,,,,,
2000-05-07,7.0,,37.733125,0,36.850625,0,,,,,,
2000-05-08,1.0,58.27000045776367,54.93875,-3.331250457763673,1781.1125000000002,-1726.1737500000002,,,,,,
2000-05-09,2.0,132.57000732421875,49.175625,-83.39438232421875,91.979375,-42.80375000000001,,,,,,
2000-05-10,3.0,157.86000061035156,90.59625,-67.26375061035156,34.7525,55.84375,,,,,,
2000-05-11,4.0,45.70000076293945,60.120625,14.420624237060544,34.90125,25.219375,,,,,,
2000-05-12,5.0,50.689998626708984,44.555625,-6.134373626708985,32.19625,12.359375,,,,,,
2000-05-13,6.0,50.689998626708984,41.51375,0,37.724375,0,,,,,,
2000-05-14,7.0,,34.2725,0,35.50625,0,,,,,,
2000-05-15,1.0,45.33000183105469,46.021875,0.6918731689453139,39.6925,6.329374999999999,,,,,,
2000-05-16,2.0,44.93000030517578,41.695625,-3.2343753051757815,42.124375,-0.42875000000000085,,,,,,
2000-05-17,3.0,47.58000183105469,42.62875,-4.951251831054691,42.2375,0.39124999999999943,,,,,,
2000-05-18,4.0,47.119998931884766,36.328125,-10.791873931884766,47.680625,-11.3525,,,,,,
2000-05-19,5.0,48.709999084472656,59.3625,10.652500915527341,41.55875,17.803749999999994,,,,,,
2000-05-20,6.0,47,55.37125,0,31.55375,0,,,,,,
2000-05-21,7.0,47,43.595,0,36.690625,0,,,,,,
2000-05-22,1.0,70.91999816894531,52.509375,-18.410623168945314,46.768125,5.741250000000001,,,,,,
2000-05-23,2.0,66.6500015258789,48.671875,-17.978126525878906,43.235625,5.436250000000001,,,,,,
2000-05-24,3.0,60.18000030517578,55.894375,-4.285625305175785,62.948125,-7.053750000000001,,,,,,
2000-05-25,4.0,75.61000061035156,76.78125,1.1712493896484375,44.5275,32.25375,,,,,,
2000-05-26,5.0,70.56999969482422,61.2425,-9.327499694824219,49.118125,12.124375,,,,,,
2000-05-27,6.0,,32.01,0,43.57,0,,,,,,
2000-05-28,7.0,,39.515625,0,32.375625,0,,,,,,
2000-05-29,1.0,,40.0375,0,33.131875,6.905625000000001,,,,,,
2000-05-30,2.0,62.630001068115234,47.56125,-15.068751068115233,38.4925,9.068750000000001,,,,,,
2000-05-31,3.0,58.849998474121094,49.669375,-9.180623474121091,45.300625,4.368750000000006,,,,,,
2000-06-01,4.0,99.16999816894531,120.52,21.350001831054684,43.463125,77.05687499999999,,,,,,
2000-06-02,5.0,84.06999969482422,58.160625,-25.909374694824216,44.666875,13.493750000000006,,,,,,
2000-06-03,6.0,,46.7275,0,36.84375,0,,,,,,
2000-06-04,7.0,,46.19125,0,39.616875,0,,,,,,
2000-06-05,1.0,51.16999816894531,56.78875,5.618751831054688,42.03875,14.75,,,,,,
2000-06-06,2.0,45.72999954223633,64.115625,18.385625457763666,43.991875,20.123749999999994,,,,,,
2000-06-07,3.0,54.209999084472656,56.67875,2.4687509155273446,40.121875,16.556874999999998,,,,,,
2000-06-08,4.0,48.54999923706055,54.306875,5.756875762939451,37.55625,16.750625,,,,,,
2000-06-09,5.0,71.05000305175781,85.54,14.489996948242194,43.79625,41.743750000000006,,,,,,
2000-06-10,6.0,,54.160625,0,45.139375,0,,,,,,
2000-06-11,7.0,,60.448125,0,34.98625,0,,,,,,
2000-06-12,1.0,72.7699966430664,92.504375,19.73437835693359,39.22375,53.28062499999999,,,,,,
2000-06-13,2.0,46.470001220703125,60.343125,13.873123779296876,38.45875,21.884375,,,,,,
2000-06-14,3.0,46.189998626708984,56.660625,10.470626373291019,39.471875,17.188750000000006,,,,,,
2000-06-15,4.0,48.97999954223633,64.703125,15.723125457763672,38.420625,26.2825,,,,,,
2000-06-16,5.0,94.87999725341797,79.058125,-15.821872253417965,44.9125,34.145625,,,,,,
2000-06-17,6.0,55,63.793125,0,48.9925,0,,,,,,
2000-06-18,7.0,,53.01625,0,26.585625,0,,,,,,
2000-06-19,1.0,49.13999938964844,62.6525,13.512500610351566,39.63125,23.021250000000002,,,,,,
2000-06-20,2.0,49.93000030517578,67.14125,17.211249694824218,41.345,25.79625,,,,,,
2000-06-21,3.0,48.560001373291016,51.930625,3.3706236267089835,47.330625,4.600000000000001,,,,,,
2000-06-22,4.0,59.58000183105469,58.09625,-1.4837518310546898,49.68875,8.407499999999999,,,,,,
2000-06-23,5.0,63.709999084472656,61.33875,-2.371249084472659,46.480625,14.858124999999994,,,,,,
2000-06-24,6.0,,57.21,0,45.110625,0,,,,,,
2000-06-25,7.0,,51.245,0,49.544375,0,,,,,,
2000-06-26,1.0,88.87000274658203,562.900625,474.03062225341796,66.76375,496.136875,,,,,,
2000-06-27,2.0,265.1700134277344,100.93625,-164.23376342773437,88.868125,12.068124999999995,,,,,,
2000-06-28,3.0,100.12999725341797,73.60875,-26.521247253417968,55.06125,18.5475,,,,,,
2000-06-29,4.0,52.97999954223633,78.390625,25.410625457763672,76.7875,1.6031250000000057,,,,,,
2000-06-30,5.0,59.220001220703125,76.446875,17.22687377929688,42.3,34.14687500000001,,,,,,
2000-07-01,6.0,50,58.366875,0,39.455625,0,,,,,,
2000-07-02,7.0,50,59.644375,0,40.523125,0,,,,,,
2000-07-03,1.0,76.29000091552734,75.880625,-0.40937591552734887,40.238125,35.6425,,,,,,
2000-07-04,2.0,81.87000274658203,60.705625,-21.164377746582034,46.49125,14.214374999999997,,,,,,
2000-07-05,3.0,,117.29625,0,47.565625,69.730625,,,,,,
2000-07-06,4.0,51,69.944375,18.944374999999994,41.755,28.18937499999999,,,,,,
2000-07-07,5.0,47.40999984741211,63.879375,16.469375152587894,43.075625,20.80375,,,,,,
2000-07-08,6.0,,54.013125,0,39.625,0,,,,,,
2000-07-09,7.0,,42.424375,0,45.583125,0,,,,,,
2000-07-10,1.0,58.34000015258789,57.62,-0.7200001525878932,56.44375,1.176249999999996,,,,,,
2000-07-11,2.0,49.810001373291016,57.810625,8.000623626708986,52.723125,5.087499999999999,,,,,,
2000-07-12,3.0,47.33000183105469,53.243125,5.913123168945312,53.809375,-0.5662500000000037,,,,,,
2000-07-13,4.0,55.599998474121094,57.7225,2.122501525878903,47.69875,10.02375,,,,,,
2000-07-14,5.0,52.77000045776367,56.28375,3.513749542236326,49.62875,6.655000000000001,,,,,,
2000-07-15,6.0,41.43000030517578,47.451875,0,42.22375,0,,,,,,
2000-07-16,7.0,41.43000030517578,29.12625,0,49.7375,0,,,,,,
2000-07-17,1.0,54.88999938964844,64.31,9.420000610351565,42.00375,22.306250000000006,,,,,,
2000-07-18,2.0,57.70000076293945,68.18,10.479999237060554,48.93875,19.241250000000008,,,,,,
2000-07-19,3.0,46.349998474121094,53.984375,7.634376525878906,40.07,13.914375,,,,,,
2000-07-20,4.0,46.279998779296875,67.5,21.220001220703125,40.014375,27.485625,,,,,,
2000-07-21,5.0,45.900001525878906,53.856875,7.956873474121096,43.311875,10.545000000000002,,,,,,
2000-07-22,6.0,,47.243125,0,40.19,0,,,,,,
2000-07-23,7.0,,41.103125,0,37.086875,0,,,,,,
2000-07-24,1.0,46.900001525878906,56.460625,9.560623474121094,45.3525,11.108125000000001,,,,,,
2000-07-25,2.0,44.20000076293945,56.18375,11.98374923706055,41.873125,14.310625000000002,,,,,,
2000-07-26,3.0,44.470001220703125,50.363125,5.893123779296872,39.016875,11.346249999999998,,,,,,
2000-07-27,4.0,47.2400016784668,54.97875,7.738748321533201,39.394375,15.584375000000001,,,,,,
2000-07-28,5.0,47.22999954223633,50.17375,2.94375045776367,42.17875,7.994999999999997,,,,,,
2000-07-29,6.0,,47.223125,0,38.145,0,,,,,,
2000-07-30,7.0,,43.634375,0,36.955,0,,,,,,
2000-07-31,1.0,57.2599983215332,56.770625,-0.48937332153320057,41.426875,15.34375,,,,,,
2000-08-01,2.0,49.18000030517578,77.0925,27.91249969482422,37.67625,39.41625,,,,,,
2000-08-02,3.0,51.29999923706055,72.225,20.925000762939447,37.885,34.339999999999996,,,,,,
2000-08-03,4.0,71.5999984741211,73.184375,1.584376525878909,43.698125,29.486250000000005,,,,,,
2000-08-04,5.0,49.68000030517578,60.3925,10.712499694824217,42.0575,18.335,,,,,,
2000-08-05,6.0,,47.66125,0,39.606875,0,,,,,,
2000-08-06,7.0,,43.77875,0,40.693125,0,,,,,,
2000-08-07,1.0,54.34000015258789,65.201875,10.86187484741211,59.874375,5.327500000000001,,,,,,
2000-08-08,2.0,84.55000305175781,67.4375,-17.112503051757812,74.324375,-6.886875000000003,,,,,,
2000-08-09,3.0,93.13999938964844,235.145,142.00500061035157,55.711875,179.43312500000002,,,,,,
2000-08-10,4.0,61.36000061035156,112.008125,50.648124389648444,58.57,53.43812500000001,,,,,,
2000-08-11,5.0,49.2400016784668,66.451875,17.211873321533204,53.606875,12.844999999999999,,,,,,
2000-08-12,6.0,,46.17625,0,36.99,0,,,,,,
2000-08-13,7.0,,39.380625,0,34.414375,0,,,,,,
2000-08-14,1.0,48.83000183105469,66.96875,18.138748168945312,44.084375,22.884375,,,,,,
2000-08-15,2.0,47.119998931884766,82.69125,35.57125106811523,51.279375,31.411874999999995,,,,,,
2000-08-16,3.0,51.0099983215332,74.769375,23.759376678466793,56.398125,18.371249999999996,,,,,,
2000-08-17,4.0,49.13999938964844,66.735625,17.59562561035156,40.54375,26.191874999999996,,,,,,
2000-08-18,5.0,49.52000045776367,67.245625,17.725624542236332,39.09625,28.149375000000006,,,,,,
2000-08-19,6.0,,49.731875,0,37.17375,0,,,,,,
2000-08-20,7.0,,39.695,0,37.83375,0,,,,,,
2000-08-21,1.0,45.459999084472656,56.78,11.320000915527345,45.281875,11.498125000000002,,,,,,
2000-08-22,2.0,42.380001068115234,55.155,12.774998931884767,47.25875,7.896250000000002,,,,,,
2000-08-23,3.0,47.880001068115234,49.091875,1.2118739318847673,43.18125,5.910625000000003,,,,,,
2000-08-24,4.0,47.959999084472656,60.92,12.960000915527345,54.718125,6.201875000000001,,,,,,
2000-08-25,5.0,47.560001373291016,57.998125,10.438123626708986,54.11375,3.8843749999999986,,,,,,
2000-08-26,6.0,43.02000045776367,42.736875,0,53.645,0,,,,,,
2000-08-27,7.0,43.02000045776367,56.539375,0,59.598125,0,,,,,,
2000-08-28,1.0,55.060001373291016,70.516875,15.456873626708983,46.79875,23.718125,,,,,,
2000-08-29,2.0,55,65.695,10.694999999999993,48.29375,17.40124999999999,,,,,,
2000-08-30,3.0,50.47999954223633,72.4725,21.99250045776367,53.4275,19.044999999999995,,,,,,
2000-08-31,4.0,52.54999923706055,62.789375,10.239375762939453,62.51125,0.27812500000000284,,,,,,
2000-09-01,5.0,77.56999969482422,63.00625,-14.563749694824217,59.74,3.2662499999999994,,,,,,
2000-09-02,6.0,,49.1875,0,46.615,0,,,,,,
2000-09-03,7.0,,50.280625,0,38.929375,0,,,,,,
2000-09-04,1.0,,45.800625,0,42.45,3.3506249999999937,,,,,,
2000-09-05,2.0,52.459999084472656,52.956875,0.49687591552734034,37.33625,15.620624999999997,,,,,,
2000-09-06,3.0,40.70000076293945,55.025,14.324999237060545,41.524375,13.500625,,,,,,
2000-09-07,4.0,43.45000076293945,51.001875,7.551874237060545,47.330625,3.6712500000000006,,,,,,
2000-09-08,5.0,48.77000045776367,53.5075,4.737499542236328,45.089375,8.418125000000003,,,,,,
2000-09-09,6.0,45,51.126875,0,76.65375,0,,,,,,
2000-09-10,7.0,45,51.526875,0,41.925,0,,,,,,
2000-09-11,1.0,53.619998931884766,63.669375,10.049376068115237,46.958125,16.71125,,,,,,
2000-09-12,2.0,52.709999084472656,63.178125,10.468125915527345,55.180625,7.997500000000002,,,,,,
2000-09-13,3.0,51.970001220703125,55.9625,3.9924987792968736,60.7475,-4.785000000000004,,,,,,
2000-09-14,4.0,50.72999954223633,53.333125,2.6031254577636744,51.57125,1.7618750000000034,,,,,,
2000-09-15,5.0,49.79999923706055,56.481875,6.681875762939455,55.333125,1.1487499999999997,,,,,,
2000-09-16,6.0,49.5,40.9225,0,39.0425,0,,,,,,
2000-09-17,7.0,49.5,30.095,0,39.88375,0,,,,,,
2000-09-18,1.0,58.31999969482422,59.97,1.6500003051757801,47.279375,12.690624999999997,,,,,,
2000-09-19,2.0,50.86000061035156,61.3525,10.492499389648437,52.5675,8.784999999999997,,,,,,
2000-09-20,3.0,55.119998931884766,59.551875,4.431876068115237,51.09375,8.458125000000003,,,,,,
2000-09-21,4.0,61.279998779296875,63.9575,2.677501220703128,41.1325,22.825000000000003,,,,,,
2000-09-22,5.0,50.0099983215332,55.2925,5.282501678466794,43.968125,11.324374999999996,,,,,,
2000-09-23,6.0,46.040000915527344,51.32625,0,44.674375,0,,,,,,
2000-09-24,7.0,46.040000915527344,53.85375,0,46.81875,0,,,,,,
2000-09-25,1.0,48.599998474121094,60.48125,11.881251525878909,47.40875,13.072500000000005,,,,,,
2000-09-26,2.0,49.470001220703125,54.305625,4.835623779296874,46.44625,7.859375,,,,,,
2000-09-27,3.0,54.900001525878906,51.59125,-3.308751525878904,56.784375,-5.193124999999995,,,,,,
2000-09-28,4.0,61.45000076293945,51.999375,-9.450625762939453,46.656875,5.342500000000001,,,,,,
2000-09-29,5.0,58.599998474121094,50.495625,-8.104373474121097,43.953125,6.542499999999997,,,,,,
2000-09-30,6.0,58.33000183105469,48.769375,0,50.25375,0,,,,,,
