Retail Short,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ancillary Service % - NP15,,,,,,,,,,,,,,,,,,,,,,,,,,Ancillary Service % - SP15,,,,,,,,,,,,,,,,,,,,,,,,,,,A/S Short - NP15,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,-34843.89243298099,-23390.382677991027,-35560.029006723234,-22667.235863543523,-35150.16983081738,-23724.250463372326,-36623.215344023425,-22564.19563407233,-36523.33841239206,-24802.960715212546,-38326.02071240951,-25982.468023297173,-40370.283851265056,-26943.491037670054,-28054.827261373175,-19418.7313706731,-26445.12672490377,-18427.086500241097,-27647.16724763971,-17333.97212602351,-23438.186995853375,-17959.832835155117,-24228.554820896134,-16238.892251383035,-387210.81264127785,-259453.4994986349,,,2008,0.0517,0.0684,0.0527,0.0573,0.0601,0.0562,0.0651,0.0904,0.0698,0.0656,0.1777,0.1454,0.1353,0.1443,0.1165,0.0847,0.0988,0.0906,0.0537,0.054,0.0586,0.0538,0.0716,0.0779,,2008,0.0691,0.0797,0.0608,0.0684,0.0667,0.0739,0.0859,0.1333,0.0618,0.1061,0.1654,0.2127,0.1299,0.1842,0.0878,0.1276,0.0843,0.0776,0.0608,0.0546,0.0747,0.0614,0.0905,0.0817,,,2008,-888.8323674119725,-824.3089734087564,-921.1870980446959,-665.6952889904202,-1043.6076175942562,-685.8865236851533,-1140.1404691040582,-1021.3969560511753,-1229.995812179079,-808.6810449918734,-3141.744901110935,-1808.4086006579994,-2489.818209097963,-1829.0456994805693,-2138.8748167323315,-1086.7965620011707,-1722.9835958467515,-1121.0437572143585,-994.9304723750016,-650.4856226924874,-925.0485159718006,-679.0991280905782,-1162.9540260571894,-903.6531220865537,-17800.11790152603,-12084.501279351096
2009,-23602.332834627425,-15854.05107473575,-23672.519721093373,-15216.728020727898,-24666.185061050728,-16376.569350671172,-25049.791176598468,-15534.022972383864,-24325.206123449876,-18393.60350067975,-26667.737508353915,-16783.62947032949,-27596.13035335147,-18488.36870291177,-26517.393760438987,-18358.978237285617,-24191.814026338132,-16817.467163784197,-24465.634540954503,-15549.50189097959,-21040.10457283626,-16031.510926182542,-20002.75316698966,-13880.179343956717,-291797.60284608277,-197284.6106546284,,,2009,0.0517,0.0684,0.0527,0.0573,0.0601,0.0562,0.0651,0.0904,0.0698,0.0656,0.1777,0.1454,0.1353,0.1443,0.1165,0.0847,0.0988,0.0906,0.0537,0.054,0.0586,0.0538,0.0716,0.0779,,2009,0.0691,0.0797,0.0608,0.0684,0.0667,0.0739,0.0859,0.1333,0.0618,0.1061,0.1654,0.2127,0.1299,0.1842,0.0878,0.1276,0.0843,0.0776,0.0608,0.0546,0.0747,0.0614,0.0905,0.0817,,,2009,-828.8831937303372,-771.0195661450355,-827.5282546079491,-606.466207804284,-980.8319734666179,-642.831352099609,-1068.0907200329777,-956.8510545770507,-1107.5591180102876,-796.0873691936554,-3063.9680470863277,-1605.6745463746322,-2341.9485792659752,-1716.1111473904293,-2005.8322131902894,-1019.195483621991,-1616.2946311771075,-1051.6275433311444,-932.069304573785,-610.1825055976576,-869.8699852648276,-637.7955859823168,-1073.6545004248724,-841.0346108577073,-16716.530520831355,-11254.876972975511
2010,-18470.655536250495,-14086.859583522342,-19066.171438984285,-12639.837460256622,-20607.00652812513,-13001.451396711847,-19782.278429414688,-12620.885788176103,-19155.644944957876,-14714.568012514797,-20040.06813035004,-12791.904040677118,-17624.17861315333,-12367.884628765567,-17593.44360957385,-12324.010682767359,-14361.200495655032,-9887.6559301357,-3735.392139034893,-2032.6757312395941,-3264.547383770857,-1723.7329680707994,-3400.13300084363,-1639.9521847084447,-177100.72025011413,-119831.4184075463,,,2010,0.0517,0.0684,0.0527,0.0573,0.0601,0.0562,0.0651,0.0904,0.0698,0.0656,0.1777,0.1454,0.1353,0.1443,0.1165,0.0847,0.0988,0.0906,0.0537,0.054,0.0586,0.0538,0.0716,0.0779,,2010,0.0691,0.0797,0.0608,0.0684,0.0667,0.0739,0.0859,0.1333,0.0618,0.1061,0.1654,0.2127,0.1299,0.1842,0.0878,0.1276,0.0843,0.0776,0.0608,0.0546,0.0747,0.0614,0.0905,0.0817,,,2010,-728.2489311119484,-749.4543407754877,-755.0199273720622,-558.9016885489933,-930.3832019201543,-563.8401933077214,-963.5556144937481,-870.5005113870591,-1000.6902428601452,-724.6813647665871,-2758.6430202211804,-1457.109332990673,-1914.568395154493,-1427.2868333311017,-1647.7141431413993,-844.6460970009791,-1228.2812792671668,-800.5844952733357,-105.00975411313925,-60.82539797422055,-101.35703358947138,-52.985473095300854,-129.23002526989578,-75.33316469786612,-12262.701568514804,-8186.148893149326
2011,-2678.279137054564,-1522.1375699573814,-2880.1663739040437,-1572.5809159706891,-2976.1976808205623,-1496.954550474534,-2968.3163851478557,-1602.3109984226007,-2009.1674821312185,-1232.6655453895853,-1684.3506394257197,-924.0932957008687,-1555.6782972337628,-1030.9223601435983,,,,,,,,,,,-16752.15599571773,-9381.665236059258,,,2011,0.0517,0.0684,0.0527,0.0573,0.0601,0.0562,0.0651,0.0904,0.0698,0.0656,0.1777,0.1454,0.1353,0.1443,0.1165,0.0847,0.0988,0.0906,0.0537,0.054,0.0586,0.0538,0.0716,0.0779,,2011,0.0691,0.0797,0.0608,0.0684,0.0667,0.0739,0.0859,0.1333,0.0618,0.1061,0.1654,0.2127,0.1299,0.1842,0.0878,0.1276,0.0843,0.0776,0.0608,0.0546,0.0747,0.0614,0.0905,0.0817,,,2011,-66.51860280594366,-51.43756650688681,-74.46275678725007,-47.275281616818496,-88.25804279756872,-43.12712323098888,-90.00997653631897,-69.6628006817205,-80.95462886044007,-50.41086235452316,-158.01492298096474,-79.18284261015827,-105.76530938869041,-84.48697589683977,0,0,0,0,0,0,0,0,0,0,-663.9842401571766,-425.5834528979359
2012,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grand Total,-1535178.0026546626,-956661.1935175704,-1480028.6099428604,-872745.9265836808,-1562606.6189998183,-917046.8092553042,-1302787.1113549185,-712194.2392643384,-1311300.36196616,-803506.2669408096,-1345994.8530293896,-778335.0991383917,-1330754.0788289877,-804172.108138257,-1282589.4191023349,-736831.6381401013,-1164428.1610784617,-734523.2173379111,-1160566.537772384,-647784.3066527453,-992145.5593881244,-641839.6737040129,-1477551.0209436708,-970630.4611058823,-15945930.335061774,-9576270.939779006,,,Average,0.05170000000000001,0.0684,0.052699999999999976,0.05730000000000001,0.0601,0.05620000000000002,0.06510000000000002,0.09040000000000002,0.06979999999999999,0.0656,0.1777,0.1454,0.1353,0.14430000000000004,0.11650000000000003,0.0847,0.0988,0.0906,0.05369999999999998,0.054000000000000006,0.05859999999999999,0.0538,0.0716,0.07789999999999998,,Average,0.05170000000000001,0.0684,0.052699999999999976,0.05730000000000001,0.0601,0.05620000000000002,0.06510000000000002,0.09040000000000002,0.06979999999999999,0.0656,0.1777,0.1454,0.1353,0.14430000000000004,0.11650000000000003,0.0847,0.0988,0.0906,0.05369999999999998,0.054000000000000006,0.05859999999999999,0.0538,0.0716,0.07789999999999998,,,Grand Total,-41526.0200670975,-34887.02120695787,-40531.01453869056,-26474.284406406845,-48700.82871265499,-27130.67788103463,-45589.240794041274,-35488.05554922722,-48992.67315479953,-28655.840555299004,-128183.29378139421,-61136.755727193886,-94698.31369441323,-61761.36148200654,-80809.55764928993,-33939.96561760791,-62532.704454532606,-36510.454802343884,-34222.44655118519,-19670.09648428947,-31512.684241329593,-19029.469220541698,-56094.45090150902,-40590.91820315201,-713393.2285409376,-425274.901136061
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ancillary Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Line Losses % - NP15,,,,,,,,,,,,,,,,,,,,,,,,,,Line Losses % - SP15,,,,,,,,,,,,,,,,,,,,,,,,,,,A/S Short - SP15,,,,,,,,,,,,,,,,,,,,,,,,,,
,FMONTH,Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,FMONTH,Data,,,,,,,,,,,,,,,,,,,,,,,,,FMONTH,Data,,,,,,,,,,,,,,,,,,,,,,,,,,FMONTH,Data,,,,,,,,,,,,,,,,,,,,,,,,
,January,,February,,March,,April,,May,,June,,July,,August,,September,,October,,November,,December,,Total pvMWH ON,Total pvMWH OFF,,,,January,,February,,March,,April,,May,,June,,July,,August,,September,,October,,November,,December,,,,January,,February,,March,,April,,May,,June,,July,,August,,September,,October,,November,,December,,,,,January,,February,,March,,April,,May,,June,,July,,August,,September,,October,,November,,December,,Total pvMWH ON,Total pvMWH OFF
FYEAR,pvMWH ON,pvMWH OFF,pvMWH ON,pvMWH OFF,pvMWH ON,pvMWH OFF,pvMWH ON,pvMWH OFF,pvMWH ON,pvMWH OFF,pvMWH ON,pvMWH OFF,pvMWH ON,pvMWH OFF,pvMWH ON,pvMWH OFF,pvMWH ON,pvMWH OFF,pvMWH ON,pvMWH OFF,pvMWH ON,pvMWH OFF,pvMWH ON,pvMWH OFF,,,,,FYEAR,pvMWH ON,pvMWH OFF,pvMWH ON,pvMWH OFF,pvMWH ON,pvMWH OFF,pvMWH ON,pvMWH OFF,pvMWH ON,pvMWH OFF,pvMWH ON,pvMWH OFF,pvMWH ON,pvMWH OFF,pvMWH ON,pvMWH OFF,pvMWH ON,pvMWH OFF,pvMWH ON,pvMWH OFF,pvMWH ON,pvMWH OFF,pvMWH ON,pvMWH OFF,,FYEAR,pvMWH ON,pvMWH OFF,pvMWH ON,pvMWH OFF,pvMWH ON,pvMWH OFF,pvMWH ON,pvMWH OFF,pvMWH ON,pvMWH OFF,pvMWH ON,pvMWH OFF,pvMWH ON,pvMWH OFF,pvMWH ON,pvMWH OFF,pvMWH ON,pvMWH OFF,pvMWH ON,pvMWH OFF,pvMWH ON,pvMWH OFF,pvMWH ON,pvMWH OFF,,,FYEAR,pvMWH ON,pvMWH OFF,pvMWH ON,pvMWH OFF,pvMWH ON,pvMWH OFF,pvMWH ON,pvMWH OFF,pvMWH ON,pvMWH OFF,pvMWH ON,pvMWH OFF,pvMWH ON,pvMWH OFF,pvMWH ON,pvMWH OFF,pvMWH ON,pvMWH OFF,pvMWH ON,pvMWH OFF,pvMWH ON,pvMWH OFF,pvMWH ON,pvMWH OFF,,
2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-41521.62467391732,-28209.475357267635,-41521.62467391732,-28209.475357267635,,,2001,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,,2001,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,,,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-22284.27101206232,-13806.741178535032,-22284.27101206232,-13806.741178535032
2002,-32900.89123377782,-24735.030310229777,-29919.90232387987,-19190.573809566824,-35368.34725785035,-22049.089449108396,-33709.242302858474,-26967.62898251687,-30727.94771266161,-23237.502845620373,-78589.90868533184,-49115.92286324232,-61440.91898985773,-45249.536792440005,-49298.62218285096,-27535.061142822815,-39039.0864137651,-23654.041506349724,-25787.40787293096,-13111.151632668516,-25492.778137500725,-13866.783209628438,-28970.886893825766,-19346.34041658337,-471245.94000709127,-308058.6629607774,,,2002,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,,2002,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,,,2002,-18101.008175716514,-12648.701386297113,-15492.59728974709,-10020.12846792946,-17905.715098986504,-12075.0594640246,-18121.65416718829,-14951.190960158347,-13613.908122781737,-13608.295642635288,-35714.9184427838,-27747.243103874534,-29713.91965024032,-24794.264502102193,-20614.139794129573,-16101.502431387424,-17301.382075225203,-10349.494224401566,-13124.929362045079,-6149.506760333147,-14151.77791653803,-7241.046767181257,-16110.964047341655,-9719.782050190412,-229966.91414272384,-165406.21576051533
2003,-23097.057173222114,-17466.84996456012,-21205.083686198574,-13734.157710267675,-24443.750757082653,-15316.105356909713,-24047.980157218677,-19231.36350795003,-21568.289635268724,-16825.988479150605,-56921.237085476634,-35212.011299042395,-45451.99000771603,-33231.38673212639,-33775.60488273467,-20901.55859281475,-28458.149635058384,-15637.872419762136,-17332.412905503148,-8800.932502865144,-16507.378250081896,-9877.801945617925,-20087.291136149226,-12015.031688596584,-332896.2253117107,-218251.06019966348,,,2003,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,,2003,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,,,2003,-12920.850022298004,-8962.874279757847,-11110.446023398832,-7159.867669376767,-12718.65636766982,-8491.408617980764,-13098.887127096381,-10869.643105775232,-9754.386465984244,-10144.485210005372,-26484.731063608197,-20352.452134321473,-21663.930604719713,-18197.459770703317,-14098.93065344482,-12384.190254568945,-12989.976537458795,-7127.6771936039295,-8873.07009609347,-4169.89326476015,-9033.340387698472,-5112.514821864104,-11088.059529161315,-6027.496659047964,-163835.26487863206,-118999.96298176586
