Cin,Mar-Apr_02,26.45,20dp,0.5,1.5,,
Cin,Mar-Apr_02,26.45,25dp,2.5,4,,
Cin,Mar-Apr_02,26.45,30dp,6,7,,
Cin,Mar-Apr_02,26.45,40dc,1,2.5,,
,,,,,,,
,,,,,,,
Cin,May_02,29,ATM MTH Straddle,5.75,6.75,0.36,0.41
Cin,May_02,29,28MP,2.25,2.5,,
Cin,May_02,29,35MC,1.4,1.7,,
Cin,May_02,29,40MC,0.8,1.2,,
Cin,May_02,29,ATM Daily Straddle,10,12.5,0.6,0.75
Cin,May_02,29,20dp,0.75,1.75,,
Cin,May_02,29,25dp,2.5,4,,
Cin,May_02,29,30dp,5.5,7,,
Cin,May_02,29,35dc,3,5,,
Cin,May_02,29,40dc,2.5,4,,
Cin,May_02,29,50dc,1.5,3.5,,
,,,,,,,
,,,,,,,
Cin,June_02,38.75,ATM Mth Straddle,8,10,0.35,0.43
Cin,June_02,38.75,35MP,2,3,,
Cin,June_02,38.75,40MP,4.75,5.75,,
Cin,June_02,38.75,50MC,1.75,2.5,,
Cin,June_02,38.75,ATM Daily Straddle,15.5,20,0.65,0.85
Cin,June_02,38.75,25dp,1,2.25,,
Cin,June_02,38.75,30dp,2.75,4.5,,
Cin,June_02,38.75,35dp,5.5,7.5,,
Cin,June_02,38.75,40dp,8.5,11,,
Cin,June_02,38.75,50dc,5,7.75,,
,,,,,,,
,,,,,,,
Cin,Jul-Aug_02,50.25,ATM Mth Straddle,13.5,14.5,0.42,0.44
Cin,Jul-Aug_02,50.25,50MP,6.75,7.25,,
Cin,Jul-Aug_02,50.25,60MC,4,4.5,,
Cin,Jul-Aug_02,50.25,70MC,2.5,3.25,,
Cin,Jul-Aug_02,50.25,100MC,1.2,1.6,,
Cin,Jul-Aug_02,50.25,ATM Daily Straddle,27.75,30,0.85,0.9
Cin,Jul-Aug_02,50.25,30dp,2,3.5,,
Cin,Jul-Aug_02,50.25,40dp,6,8,,
Cin,Jul-Aug_02,50.25,50dp,13.5,15,,
Cin,Jul-Aug_02,50.25,75dc,7,10,,
Cin,Jul-Aug_02,50.25,100dc,6.5,8,,
,,,,,,,
,,,,,,,
Cin,Sept_02,26.5,ATM Mth Straddle,5.5,7.5,0.3,0.4
Cin,Sept_02,26.5,24MP,1.25,2.5,,
Cin,Sept_02,26.5,28MC,2.25,3.75,,
Cin,Sept_02,26.5,30MC,2,3,,
Cin,Sept_02,26.5,35MC,3,3.75,,
Cin,Sept_02,26.5,ATM Daily Straddle,7.5,10.5,0.4,0.55
Cin,Sept_02,26.5,20dp,0.5,1.5,,
Cin,Sept_02,26.5,25dp,2.5,4,,
Cin,Sept_02,26.5,30dp,6,8,,
Cin,Sept_02,26.5,35dc,1.5,3.5,,
,,,,,,,
,,,,,,,
Cin,Oct-Dec_02,27.5,ATM Mth Straddle,6,7,0.29,0.34
Cin,Oct-Dec_02,27.5,25MP,1.75,2.5,,
Cin,Oct-Dec_02,27.5,30MC,2,2.75,,
Cin,Oct-Dec_02,27.5,35MC,0.75,1.5,,
Cin,Oct-Dec_02,27.5,ATM Daily Straddle,7.5,11.5,0.35,0.55
Cin,Oct-Dec_02,27.5,25dp,2,4,,
Cin,Oct-Dec_02,27.5,30dp,5.75,8,,
Cin,Oct-Dec_02,27.5,35dc,2,4.5,,
Cin,Oct-Dec_02,27.5,40dc,1.5,3.5,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
PJM Options,,,,,,,
,,,,,,,
PJM,Nov_01,27.3,ATM MTH Straddle,1.5,1.9,0.41,0.49
PJM,Nov_01,27.3,26MP,0.25,0.45,,
PJM,Nov_01,27.3,28MC,0.5,0.7,,
PJM,Nov_01,27.3,30MC,0.1,0.4,,
PJM,Nov_01,27.3,ATM Daily Straddle,3.75,5.5,0.65,0.95
PJM,Nov_01,27.3,25dp,0.75,1.5,,
PJM,Nov_01,27.3,30dp,3.5,4.5,,
PJM,Nov_01,27.3,35dc,0.4,1.1,,
PJM,Nov_01,27.3,40dc,0.25,0.75,,
,,,,,,,
,,,,,,,
PJM,Dec_01,30,ATM MTH Straddle,3.4,3.9,0.44,0.52
PJM,Dec_01,30,27MP,0.5,0.9,,
PJM,Dec_01,30,32MC,1,1.35,,
PJM,Dec_01,30,34MC,0.6,0.9,,
PJM,Dec_01,30,ATM Daily Straddle,5.75,7.4,0.65,0.8
PJM,Dec_01,30,25dp,0.5,1,,
PJM,Dec_01,30,30dp,3,3.75,,
PJM,Dec_01,30,35dc,1.5,2,,
PJM,Dec_01,30,40dc,0.75,1.5,,
PJM,Dec_01,30,40dc,0.75,1.25,,
,,,,,,,
,,,,,,,
PJM,Jan-Dec_02,37.7,ATM 1x Straddle,3.7,4.2,0.3,0.34
PJM,Jan-Dec_02,37.7,35 1xP,0.65,1,,
PJM,Jan-Dec_02,37.7,38 1xC,1.6,2,,
PJM,Jan-Dec_02,37.7,40 1xC,0.95,1.2,,
,,,,,,,
,,,,,,,
PJM,Jan-Feb_02,34.4,ATM Mth Straddle,5.4,6,0.51,0.56
PJM,Jan-Feb_02,34.4,30MP,1.2,1.6,,
PJM,Jan-Feb_02,34.4,40MC,1.5,2,,
PJM,Jan-Feb_02,34.4,45MC,0.75,1.5,,
PJM,Jan-Feb_02,34.4,50MC,0.6,0.75,,
PJM,Jan-Feb_02,34.4,ATM daily Straddle,10.75,11.25,0.75,0.8
PJM,Jan-Feb_02,34.4,25,0.6,1,,
PJM,Jan-Feb_02,34.4,30,2.75,3.25,,
PJM,Jan-Feb_02,34.4,35,5.5,6,,
PJM,Jan-Feb_02,34.4,40,3.75,4.25,,
PJM,Jan-Feb_02,34.4,45,2.75,3.5,,
PJM,Jan-Feb_02,34.4,50,2.25,2.75,,
,,,,,,,
,,,,,,,
PJM,Mar-Apr_02,31.75,ATM Mth Straddle,5.5,6.5,0.34,0.4
PJM,Mar-Apr_02,31.75,26MP,0.45,0.75,,
PJM,Mar-Apr_02,31.75,30MP,1.75,2.25,,
PJM,Mar-Apr_02,31.75,35MC,1.5,2.1,,
PJM,Mar-Apr_02,31.75,40MC,0.75,1.25,,
PJM,Mar-Apr_02,31.75,ATM daily Straddle,7.5,10.5,0.45,0.65
PJM,Mar-Apr_02,31.75,25dp,0.75,1.75,,
PJM,Mar-Apr_02,31.75,30dp,2.5,4.5,,
PJM,Mar-Apr_02,31.75,35dc,2.5,4,,
PJM,Mar-Apr_02,31.75,40dc,1.25,2.75,,
PJM,Mar-Apr_02,31.75,50dc,0.5,1.75,,
,,,,,,,
,,,,,,,
PJM,May_02,35,ATM MTH Straddle,6.6,8,0.36,0.41
PJM,May_02,35,30MP,2.25,2.5,,
PJM,May_02,35,40MC,1.4,1.7,,
PJM,May_02,35,45MC,0.8,1.2,,
PJM,May_02,35,ATM Daily Straddle,10,12.5,0.55,0.7
PJM,May_02,35,25dp,0.75,1.75,,
PJM,May_02,35,30dp,3,4,,
PJM,May_02,35,40dc,4,5.75,,
PJM,May_02,35,50dc,3,3.75,,
,,,,,,,
,,,,,,,
PJM,June_02,45,ATM Mth Straddle,10.5,12,0.4,0.45
PJM,June_02,45,40MP,2,3,,
PJM,June_02,45,50MC,4.75,5.75,,
PJM,June_02,45,60MC,1.75,2.5,,
PJM,June_02,45,ATM Daily Straddle,15.5,20,0.65,0.85
PJM,June_02,45,30dp,1,2.25,,
PJM,June_02,45,40dp,2.75,4.5,,
PJM,June_02,45,50dc,5.5,7.5,,
PJM,June_02,45,75dc,8.5,11,,
,,,,,,,
,,,,,,,
PJM,Jul-Aug_02,57,ATM Mth Straddle,16,18,0.43,0.49
PJM,Jul-Aug_02,57,45MP,2,2.75,,
PJM,Jul-Aug_02,57,50MP,4.7,5.25,,
PJM,Jul-Aug_02,57,60MC,6.75,8,,
PJM,Jul-Aug_02,57,70MC,5,6,,
PJM,Jul-Aug_02,57,100MC,1.5,2,,
PJM,Jul-Aug_02,57,ATM Daily Straddle,29,34,0.8,0.9
PJM,Jul-Aug_02,57,40dp,3.5,5.5,,
PJM,Jul-Aug_02,57,50dp,9,12,,
PJM,Jul-Aug_02,57,75dc,10,14,,
PJM,Jul-Aug_02,57,100dc,9,11.5,,
,,,,,,,
,,,,,,,
PJM,Sept_02,31,ATM Mth Straddle,6.5,8,0.31,0.37
PJM,Sept_02,31,30MP,2.5,3.5,,
PJM,Sept_02,31,35MC,1.75,3,,
PJM,Sept_02,31,40MC,1.25,2,,
PJM,Sept_02,31,ATM Daily Straddle,7.75,11,0.35,0.5
PJM,Sept_02,31,25dp,0.75,1.75,,
PJM,Sept_02,31,30dp,3.5,5,,
PJM,Sept_02,31,35dc,3,4.5,,
PJM,Sept_02,31,50dc,1,2.5,,
,,,,,,,
,,,,,,,
PJM,Oct-Dec_02,31.2,ATM Mth Straddle,6.5,7.5,0.28,0.32
PJM,Oct-Dec_02,31.2,25MP,0.75,1.25,,
PJM,Oct-Dec_02,31.2,30MC,2.5,3.25,,
PJM,Oct-Dec_02,31.2,35MC,2,2.5,,
PJM,Oct-Dec_02,31.2,ATM Daily Straddle,9,13,0.38,0.55
PJM,Oct-Dec_02,31.2,25dp,1,2,,
PJM,Oct-Dec_02,31.2,30dp,3.5,6,,
PJM,Oct-Dec_02,31.2,35dc,3,6,,
PJM,Oct-Dec_02,31.2,40dc,2,5,,
