Business Unit,Counterparty,Pipe,Zone,Trade Date,Meter,BeginFlow,EndFlow,Volume,Price,$
ENA - IM WC SJ,"e prime, inc.",EPNG,Blanco,2001-09-24 00:00:00,AVG BLANCO,2001-10-01 00:00:00,2001-11-01 00:00:00,10000,1.27,12700
ENA - IM WC SJ,"Cinergy Marketing & Trading, LLC",EPNG,Blanco,2001-09-25 00:00:00,AVG BLANCO,2001-10-01 00:00:00,2001-11-01 00:00:00,10000,1.3,13000
ENA - IM WC SJ,Williams Energy Marketing & Trading Company,EPNG,Blanco,2001-09-25 00:00:00,AVG BLANCO,2001-10-01 00:00:00,2001-11-01 00:00:00,10000,1.29,12900
ENA - IM WC SJ,Williams Energy Marketing & Trading Company,EPNG,Blanco,2001-09-25 00:00:00,AVG BLANCO,2001-10-01 00:00:00,2001-11-01 00:00:00,10000,1.29,12900
ENA - IM WC SJ,"Mirant Americas Energy Marketing, L.P.",EPNG,Blanco,2001-09-25 00:00:00,AVG BLANCO,2001-10-01 00:00:00,2001-11-01 00:00:00,10000,1.3,13000
ENA - IM WC SJ,"Mirant Americas Energy Marketing, L.P.",EPNG,Blanco,2001-09-25 00:00:00,AVG BLANCO,2001-10-01 00:00:00,2001-11-01 00:00:00,10000,1.31,13100
ENA - IM WC SJ,"Cinergy Marketing & Trading, LLC",EPNG,Blanco,2001-09-25 00:00:00,AVG BLANCO,2001-10-01 00:00:00,2001-11-01 00:00:00,10000,1.33,13300
ENA - IM WC SJ,"e prime, inc.",EPNG,Blanco,2001-09-25 00:00:00,AVG BLANCO,2001-10-01 00:00:00,2001-11-01 00:00:00,10000,1.38,13799.999999999998
ENA - IM WC SJ,PanCanadian Energy Services Inc.,EPNG,Blanco,2001-09-25 00:00:00,AVG BLANCO,2001-10-01 00:00:00,2001-11-01 00:00:00,10000,1.37,13700.000000000002
ENA - IM WC SJ,"Cinergy Marketing & Trading, LLC",EPNG,Blanco,2001-09-25 00:00:00,AVG BLANCO,2001-10-01 00:00:00,2001-11-01 00:00:00,10000,1.37,13700.000000000002
ENA - IM WC SJ,"Coral Energy Resources, L.P.",EPNG,Blanco,2001-09-26 00:00:00,AVG BLANCO,2001-10-01 00:00:00,2001-11-01 00:00:00,5000,1.35,6750
ENA - IM WC SJ,"e prime, inc.",EPNG,Blanco,2001-09-25 00:00:00,AVG BLANCO,2001-10-01 00:00:00,2001-11-01 00:00:00,10000,1.35,13500
ENA - IM WC SJ,"e prime, inc.",EPNG,Blanco,2001-09-25 00:00:00,AVG BLANCO,2001-10-01 00:00:00,2001-11-01 00:00:00,10000,1.37,13700.000000000002
ENA - IM WC SJ,"e prime, inc.",EPNG,Blanco,2001-09-25 00:00:00,AVG BLANCO,2001-10-01 00:00:00,2001-11-01 00:00:00,10000,1.34,13400
ENA - IM WC SJ,"e prime, inc.",EPNG,Blanco,2001-09-25 00:00:00,AVG BLANCO,2001-10-01 00:00:00,2001-11-01 00:00:00,10000,1.36,13600.000000000002
ENA - IM WC SJ,"e prime, inc.",EPNG,Blanco,2001-09-25 00:00:00,AVG BLANCO,2001-10-01 00:00:00,2001-11-01 00:00:00,10000,1.34,13400
ENA - IM WC SJ,BP Energy Company,EPNG,Blanco,2001-09-25 00:00:00,AVG BLANCO,2001-10-01 00:00:00,2001-11-01 00:00:00,5000,1.33,6650
ENA - IM WC SJ,"USGT/Aquila, L.P.",EPNG,Blanco,2001-09-25 00:00:00,AVG BLANCO,2001-10-01 00:00:00,2001-11-01 00:00:00,10000,1.32,13200
ENA - IM WC SJ,BP Energy Company,EPNG,Blanco,2001-09-25 00:00:00,AVG BLANCO,2001-10-01 00:00:00,2001-11-01 00:00:00,10000,1.32,13200
ENA - IM WC SJ,"e prime, inc.",EPNG,Blanco,2001-09-25 00:00:00,AVG BLANCO,2001-10-01 00:00:00,2001-11-01 00:00:00,10000,1.33,13300
ENA - IM WC SJ,"e prime, inc.",EPNG,Blanco,2001-09-25 00:00:00,AVG BLANCO,2001-10-01 00:00:00,2001-11-01 00:00:00,10000,1.39,13899.999999999998
ENA - IM WC SJ,BP Energy Company,EPNG,Blanco,2001-09-25 00:00:00,AVG BLANCO,2001-10-01 00:00:00,2001-11-01 00:00:00,5000,1.35,6750
ENA - IM WC SJ,BP Energy Company,EPNG,Blanco,2001-09-25 00:00:00,AVG BLANCO,2001-10-01 00:00:00,2001-11-01 00:00:00,10000,1.36,13600.000000000002
ENA - IM WC SJ,Arizona Public Service Company,EPNG,Blanco,2001-09-25 00:00:00,AVG BLANCO,2001-10-01 00:00:00,2001-11-01 00:00:00,10000,1.36,13600.000000000002
ENA - IM WC SJ,Aquila Energy Marketing Corporation,EPNG,Blanco,2001-09-24 00:00:00,BLANCO,2001-10-01 00:00:00,2001-11-01 00:00:00,10000,1.34,13400
ENA - IM WC SJ,"National Fuel Marketing Company, LLC",EPNG,Blanco,2001-09-25 00:00:00,BLANCO,2001-10-01 00:00:00,2001-11-01 00:00:00,2500,1.37,3425.0000000000005
ENA - IM WC SJ,"National Fuel Marketing Company, LLC",EPNG,Blanco,2001-09-25 00:00:00,BLANCO,2001-10-01 00:00:00,2001-11-01 00:00:00,5000,1.28,6400
ENA - IM WC SJ,BP Energy Company,EPNG,Blanco,2001-09-26 00:00:00,AVG BLANCO,2001-10-01 00:00:00,2001-11-01 00:00:00,10000,1.36,13600.000000000002
ENA - IM WC SJ,BP Energy Company,EPNG,Blanco,2001-09-26 00:00:00,AVG BLANCO,2001-10-01 00:00:00,2001-11-01 00:00:00,10000,1.38,13799.999999999998
ENA - IM WC SJ,"El Paso Merchant Energy, L.P.",EPNG,Blanco,2001-09-26 00:00:00,AVG BLANCO,2001-10-01 00:00:00,2001-11-01 00:00:00,10000,1.37,13700.000000000002
ENA - IM WC SJ,"El Paso Merchant Energy, L.P.",EPNG,Blanco,2001-09-26 00:00:00,AVG BLANCO,2001-10-01 00:00:00,2001-11-01 00:00:00,10000,1.39,13899.999999999998
ENA - IM WC SJ,"e prime, inc.",EPNG,Blanco,2001-09-26 00:00:00,AVG BLANCO,2001-10-01 00:00:00,2001-11-01 00:00:00,10000,1.38,13799.999999999998
ENA - IM WC SJ,Aquila Energy Marketing Corporation,EPNG,Blanco,2001-09-26 00:00:00,AVG BLANCO,2001-10-01 00:00:00,2001-11-01 00:00:00,10000,1.34,13400
ENA - IM WC SJ,"Cinergy Marketing & Trading, LLC",EPNG,Blanco,2001-09-26 00:00:00,AVG BLANCO,2001-10-01 00:00:00,2001-11-01 00:00:00,10000,1.32,13200
ENA - IM WC SJ,"El Paso Merchant Energy, L.P.",EPNG,Blanco,2001-09-26 00:00:00,AVG BLANCO,2001-10-01 00:00:00,2001-11-01 00:00:00,10000,1.33,13300
ENA - IM WC SJ,"Duke Energy Trading and Marketing, L.L.C.",EPNG,Blanco,2001-09-26 00:00:00,AVG BLANCO,2001-10-01 00:00:00,2001-11-01 00:00:00,10000,1.32,13200
ENA - IM WC SJ,"Coral Energy Resources, L.P.",EPNG,Blanco,2001-09-26 00:00:00,AVG BLANCO,2001-10-01 00:00:00,2001-11-01 00:00:00,5000,1.32,6600
ENA - IM WC SJ,Aquila Energy Marketing Corporation,EPNG,Blanco,2001-09-26 00:00:00,AVG BLANCO,2001-10-01 00:00:00,2001-11-01 00:00:00,10000,1.32,13200
,,,WACOG,1.3324096385542168,,,,622500,,829425
,,,,,,,,,,
ENA - IM WC PERM,NGTS LLC,EPNG,Keystone Pool,2001-09-26 00:00:00,KEYSTONE,2001-10-01 00:00:00,2001-11-01 00:00:00,5000,1.5975,7987.5
ENA - IM WC PERM,Conoco Inc.,EPNG,Keystone Pool,2001-09-26 00:00:00,KEYSTONE,2001-10-01 00:00:00,2001-11-01 00:00:00,5000,1.6,8000
ENA - IM WC PERM,"USGT/Aquila, L.P.",EPNG,Keystone Pool,2001-09-25 00:00:00,KEYSTONE,2001-10-01 00:00:00,2001-11-01 00:00:00,10000,1.645,16450
ENA - IM WC PERM,"AEP Energy Services, Inc.",EPNG,Keystone Pool,2001-09-24 00:00:00,KEYSTONE,2001-10-01 00:00:00,2001-11-01 00:00:00,10000,1.65,16500
ENA - IM WC PERM,"AEP Energy Services, Inc.",EPNG,Keystone Pool,2001-09-24 00:00:00,KEYSTONE,2001-10-01 00:00:00,2001-11-01 00:00:00,10000,1.645,16450
ENA - IM WC PERM,"Cinergy Marketing & Trading, LLC",EPNG,Keystone Pool,2001-09-25 00:00:00,KEYSTONE,2001-10-01 00:00:00,2001-11-01 00:00:00,10000,1.64,16400
ENA - IM WC PERM,"Duke Energy Trading and Marketing, L.L.C.",EPNG,Keystone Pool,2001-09-25 00:00:00,KEYSTONE,2001-10-01 00:00:00,2001-11-01 00:00:00,10000,1.6125,16125
ENA - IM WC PERM,"AEP Energy Services, Inc.",EPNG,Keystone Pool,2001-09-25 00:00:00,KEYSTONE,2001-10-01 00:00:00,2001-11-01 00:00:00,10000,1.6175,16175
ENA - IM WC PERM,"USGT/Aquila, L.P.",EPNG,Keystone Pool,2001-09-24 00:00:00,KEYSTONE,2001-10-01 00:00:00,2001-11-01 00:00:00,10000,1.64,16400
ENA - IM WC PERM,"USGT/Aquila, L.P.",EPNG,Keystone Pool,2001-09-25 00:00:00,KEYSTONE,2001-10-01 00:00:00,2001-11-01 00:00:00,10000,1.64,16400
ENA - IM WC PERM,"Cinergy Marketing & Trading, LLC",EPNG,Keystone Pool,2001-09-25 00:00:00,KEYSTONE,2001-10-01 00:00:00,2001-11-01 00:00:00,10000,1.63,16299.999999999998
ENA - IM WC PERM,"USGT/Aquila, L.P.",EPNG,Keystone Pool,2001-09-25 00:00:00,KEYSTONE,2001-10-01 00:00:00,2001-11-01 00:00:00,20000,1.6175,32350
ENA - IM WC PERM,"e prime, inc.",EPNG,Keystone Pool,2001-09-25 00:00:00,KEYSTONE,2001-10-01 00:00:00,2001-11-01 00:00:00,10000,1.62,16200.000000000002
ENA - IM WC PERM,"Duke Energy Trading and Marketing, L.L.C.",EPNG,Keystone Pool,2001-09-24 00:00:00,KEYSTONE,2001-10-01 00:00:00,2001-11-01 00:00:00,10000,1.67,16700
ENA - IM WC PERM,"USGT/Aquila, L.P.",EPNG,Keystone Pool,2001-09-26 00:00:00,KEYSTONE,2001-10-01 00:00:00,2001-11-01 00:00:00,20000,1.5975,31950
ENA - IM WC PERM,Southern California Gas Company,EPNG,Keystone Pool,2001-09-24 00:00:00,KEYSTONE,2001-10-01 00:00:00,2001-11-01 00:00:00,10000,1.655,16550
ENA - IM WC PERM,"USGT/Aquila, L.P.",EPNG,Keystone Pool,2001-09-24 00:00:00,KEYSTONE,2001-10-01 00:00:00,2001-11-01 00:00:00,10000,1.65,16500
ENA - IM WC PERM,"USGT/Aquila, L.P.",EPNG,Keystone Pool,2001-09-25 00:00:00,KEYSTONE,2001-10-01 00:00:00,2001-11-01 00:00:00,10000,1.6325,16325
ENA - IM WC PERM,"AEP Energy Services, Inc.",EPNG,Keystone Pool,2001-09-24 00:00:00,KEYSTONE,2001-10-01 00:00:00,2001-11-01 00:00:00,10000,1.64,16400
ENA - IM WC PERM,"Mirant Americas Energy Marketing, L.P.",EPNG,Keystone Pool,2001-09-26 00:00:00,KEYSTONE,2001-10-01 00:00:00,2001-11-01 00:00:00,15000,1.5975,23962.5
ENA - IM WC PERM,Aquila Energy Marketing Corporation,EPNG,Keystone Pool,2001-09-26 00:00:00,KEYSTONE,2001-10-01 00:00:00,2001-11-01 00:00:00,15000,1.5975,23962.5
ENA - IM WC PERM,Tenaska Marketing Ventures,EPNG,Keystone Pool,2001-09-25 00:00:00,KEYSTONE,2001-10-01 00:00:00,2001-11-01 00:00:00,10000,1.6125,16125
ENA - IM WC PERM,Conoco Inc.,EPNG,Keystone Pool,2001-09-24 00:00:00,KEYSTONE,2001-10-01 00:00:00,2001-11-01 00:00:00,5000,1.665,8325
ENA - IM WC PERM,"Cinergy Marketing & Trading, LLC",EPNG,Keystone Pool,2001-09-25 00:00:00,KEYSTONE,2001-10-01 00:00:00,2001-11-01 00:00:00,10000,1.635,16350
ENA - IM WC PERM,"USGT/Aquila, L.P.",EPNG,Keystone Pool,2001-09-24 00:00:00,KEYSTONE,2001-10-01 00:00:00,2001-11-01 00:00:00,20000,1.685,33700
ENA - IM WC PERM,Arizona Public Service Company,EPNG,Keystone Pool,2001-09-24 00:00:00,KEYSTONE,2001-10-01 00:00:00,2001-11-01 00:00:00,10000,1.675,16750
ENA - IM WC PERM,"USGT/Aquila, L.P.",EPNG,Keystone Pool,2001-09-24 00:00:00,KEYSTONE,2001-10-01 00:00:00,2001-11-01 00:00:00,10000,1.68,16800
ENA - IM WC PERM,Aquila Energy Marketing Corporation,EPNG,Keystone Pool,2001-09-24 00:00:00,KEYSTONE,2001-10-01 00:00:00,2001-11-01 00:00:00,10000,1.69,16900
ENA - IM WC PERM,"Coral Energy Resources, L.P.",EPNG,Keystone Pool,2001-09-26 00:00:00,KEYSTONE,2001-10-01 00:00:00,2001-11-01 00:00:00,10000,1.59,15900
ENA - IM WC PERM,"Duke Energy Trading and Marketing, L.L.C.",EPNG,Keystone Pool,2001-09-24 00:00:00,KEYSTONE,2001-10-01 00:00:00,2001-11-01 00:00:00,10000,1.635,16350
ENA - IM WC PERM,"USGT/Aquila, L.P.",EPNG,Keystone Pool,2001-09-24 00:00:00,KEYSTONE,2001-10-01 00:00:00,2001-11-01 00:00:00,10000,1.7225,17225
ENA - IM WC PERM,Aquila Energy Marketing Corporation,EPNG,Keystone Pool,2001-09-24 00:00:00,KEYSTONE,2001-10-01 00:00:00,2001-11-01 00:00:00,10000,1.6963,16963
ENA - IM WC PERM,"Occidental Energy Marketing, Inc.",EPNG,Keystone Pool,2001-09-24 00:00:00,KEYSTONE,2001-10-01 00:00:00,2001-11-01 00:00:00,10000,1.7,17000
ENA - IM WC PERM,"Cinergy Marketing & Trading, LLC",EPNG,Keystone Pool,2001-09-24 00:00:00,KEYSTONE,2001-10-01 00:00:00,2001-11-01 00:00:00,10000,1.6425,16425
ENA - IM WC PERM,"Mirant Americas Energy Marketing, L.P.",EPNG,Keystone Pool,2001-09-24 00:00:00,KEYSTONE,2001-10-01 00:00:00,2001-11-01 00:00:00,10000,1.64,16400
ENA - IM WC PERM,Dynegy Marketing and Trade,EPNG,Keystone Pool,2001-09-24 00:00:00,KEYSTONE,2001-10-01 00:00:00,2001-11-01 00:00:00,20000,1.62,32400.000000000004
ENA - IM WC PERM,"AEP Energy Services, Inc.",EPNG,Keystone Pool,2001-09-26 00:00:00,KEYSTONE,2001-10-01 00:00:00,2001-11-01 00:00:00,15000,1.5875,23812.5
ENA - IM WC PERM,"USGT/Aquila, L.P.",EPNG,Keystone Pool,2001-09-24 00:00:00,KEYSTONE,2001-10-01 00:00:00,2001-11-01 00:00:00,20000,1.615,32300
ENA - IM WC PERM,"Coral Energy Resources, L.P.",EPNG,Keystone Pool,2001-09-24 00:00:00,KEYSTONE,2001-10-01 00:00:00,2001-11-01 00:00:00,5000,1.6125,8062.5
ENA - IM WC PERM,"El Paso Merchant Energy, L.P.",EPNG,Keystone Pool,2001-09-25 00:00:00,KEYSTONE,2001-10-01 00:00:00,2001-11-01 00:00:00,10000,1.655,16550
ENA - IM WC PERM,Aquila Energy Marketing Corporation,EPNG,Keystone Pool,2001-09-25 00:00:00,KEYSTONE,2001-10-01 00:00:00,2001-11-01 00:00:00,10000,1.64,16400
ENA - IM WC PERM,Aquila Energy Marketing Corporation,EPNG,Keystone Pool,2001-09-25 00:00:00,KEYSTONE,2001-10-01 00:00:00,2001-11-01 00:00:00,10000,1.65,16500
ENA - IM WC PERM,Aquila Energy Marketing Corporation,EPNG,Keystone Pool,2001-09-25 00:00:00,KEYSTONE,2001-10-01 00:00:00,2001-11-01 00:00:00,10000,1.655,16550
ENA - IM WC PERM,"e prime, inc.",EPNG,Keystone Pool,2001-09-25 00:00:00,KEYSTONE,2001-10-01 00:00:00,2001-11-01 00:00:00,10000,1.635,16350
ENA - IM WC PERM,"USGT/Aquila, L.P.",EPNG,Keystone Pool,2001-09-24 00:00:00,KEYSTONE,2001-10-01 00:00:00,2001-11-01 00:00:00,10000,1.605,16050
ENA - IM WC PERM,"Mirant Americas Energy Marketing, L.P.",EPNG,Keystone Pool,2001-09-25 00:00:00,KEYSTONE,2001-10-01 00:00:00,2001-11-01 00:00:00,10000,1.635,16350
ENA - IM WC PERM,"e prime, inc.",EPNG,Keystone Pool,2001-09-25 00:00:00,KEYSTONE,2001-10-01 00:00:00,2001-11-01 00:00:00,10000,1.62,16200.000000000002
ENA - IM WC PERM,"e prime, inc.",EPNG,Keystone Pool,2001-09-25 00:00:00,KEYSTONE,2001-10-01 00:00:00,2001-11-01 00:00:00,10000,1.65,16500
ENA - IM WC PERM,Aquila Energy Marketing Corporation,EPNG,Keystone Pool,2001-09-26 00:00:00,KEYSTONE,2001-10-01 00:00:00,2001-11-01 00:00:00,10000,1.615,16150
ENA - IM WC PERM,"USGT/Aquila, L.P.",EPNG,Keystone Pool,2001-09-25 00:00:00,KEYSTONE,2001-10-01 00:00:00,2001-11-01 00:00:00,10000,1.655,16550
ENA - IM WC PERM,Tenaska Marketing Ventures,EPNG,Keystone Pool,2001-09-25 00:00:00,KEYSTONE,2001-10-01 00:00:00,2001-11-01 00:00:00,10000,1.6325,16325
ENA - IM WC PERM,Aquila Energy Marketing Corporation,EPNG,Keystone Pool,2001-09-25 00:00:00,KEYSTONE,2001-10-01 00:00:00,2001-11-01 00:00:00,10000,1.6275,16275
ENA - IM WC PERM,"USGT/Aquila, L.P.",EPNG,Keystone Pool,2001-09-25 00:00:00,KEYSTONE,2001-10-01 00:00:00,2001-11-01 00:00:00,10000,1.6525,16525
ENA - IM WC PERM,"Cinergy Marketing & Trading, LLC",EPNG,Keystone Pool,2001-09-25 00:00:00,KEYSTONE,2001-10-01 00:00:00,2001-11-01 00:00:00,10000,1.6575,16575
ENA - IM WC PERM,"Occidental Energy Marketing, Inc.",EPNG,Keystone Pool,2001-09-25 00:00:00,KEYSTONE,2001-10-01 00:00:00,2001-11-01 00:00:00,10000,1.655,16550
