,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Predicted Actual,Predicted Actual,Predicted Actual,Predicted Actual,Predicted Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1992,0.95,2000,3.5,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1993,0.98,2000,3.5,-0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1994,1.03,2000,3.5,-0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1995,1.07,2000,3.5,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1996,1.23,2000,3.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1997,0.98,2000,3.5,-0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1998,0.99,2000,3.5,-0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1999,0.95,2000,3.5,-0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2000,1.07,2000,3.5,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Average,0.014545454545454544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,* Assumes contract for one year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,** Assumes 1/30 of previous month surplus/deficit sold at daily index on each of the first 30 days in the month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,   also assumes that a cost of $0.045/GJ is required to sell the surplus and that 100% of volume is fixed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rate 11,,,,,,,,,,,,,,Rate 11,,,,,,,,,,,,,,,Rate 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Structured to buy 100% and the rest daily,,,,,,,,,,,,,,Structured to buy 100% and the rest daily,,,,,,,,,,,,,,,Structured to buy 100% and the rest daily,,,,,,,,,,,,,,,Structured to buy 100% and the rest daily,,,,,,,,,,,,,,,Structured to buy 100% and the rest daily,,,,,,,,,,,,,,,Structured to buy 100% and the rest daily,,,,,,,,,,,,,,Structured to buy 100% and the rest daily,,,,,,,,,,,,,,Structured to buy 100% and the rest daily,,,,,,,,,,,,,,Structured to buy 100% and the rest daily,,,,,,,,,,,,,,Structured to buy 100% and the rest daily,,,,,,,,,,,,,,Structured to buy 100% and the rest daily,,,,,,,,,,,,,,Structured to buy 100% and the rest daily,,,,,,,,,,,,,,Structured to buy 100% and the rest daily,,,,,,,,,,,,,,Structured to buy 100% and the rest daily,,,,,,,,,,,,,,Structured to buy 100% and the rest daily,,,,,,,,,,,,,,Structured to buy 100% and the rest daily,,,,,,,,,,,,
Bwalk 2000,,,,,,,,,,,,,,Bwalk 1999,,,,,,,,,,,,,,,Bwalk 1998,,,,,,,,,,,,,,,Bwalk 1997,,,,,,,,,,,,,,,Bwalk 1996,,,,,,,,,,,,,,,Bwalk 1990 HDD/ 2000 Pricing,,,,,,,,,,,,,,Bwalk 1991 HDD/ 2000 Pricing,,,,,,,,,,,,,,Bwalk 1992 HDD/ 2000 Pricing,,,,,,,,,,,,,,Bwalk 1993 HDD/ 2000 Pricing,,,,,,,,,,,,,,Bwalk 1994 HDD/ 2000 Pricing,,,,,,,,,,,,,,Bwalk 1995 HDD/ 2000 Pricing,,,,,,,,,,,,,,Bwalk 1996 HDD/ 2000 Pricing,,,,,,,,,,,,,,Bwalk 1997 HDD/ 2000 Pricing,,,,,,,,,,,,,,Bwalk 1998 HDD/ 2000 Pricing,,,,,,,,,,,,,,Bwalk 1999 HDD/ 2000 Pricing,,,,,,,,,,,,,,Bwalk 2000 HDD/ 2000 Pricing,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Normalized,,,,,,,,,,,,,,Normalized,,,,,,,,,,,,,,,Normalized,,,,,,,,,,,,,,,Normalized,,,,,,,,,,,,,,,Normalized,,,,,,,,,,,,,,,Normalized,,,,,,,,,,,,,,Normalized,,,,,,,,,,,,,,Normalized,,,,,,,,,,,,,,Normalized,,,,,,,,,,,,,,Normalized,,,,,,,,,,,,,,Normalized,,,,,,,,,,,,,,Normalized,,,,,,,,,,,,,,Normalized,,,,,,,,,,,,,,Normalized,,,,,,,,,,,,,,Normalized,,,,,,,,,,,,,,Normalized,,,,,,,,,,,
Natural Gas Usage (GJ) - Rate 11,546772,,,,,,,,,,,,,Natural Gas Usage (GJ) - Rate 11,546772,,,,,,,,,,,,,,Natural Gas Usage (GJ) - Rate 11,546772,,,,,,,,,,,,,,Natural Gas Usage (GJ) - Rate 11,546772,,,,,,,,,,,,,,Natural Gas Usage (GJ) - Rate 11,546772,,,,,,,,,,,,,,Natural Gas Usage (GJ) - Rate 11,546772,,,,,,,,,,,,,Natural Gas Usage (GJ) - Rate 11,546772,,,,,,,,,,,,,Natural Gas Usage (GJ) - Rate 11,546772,,,,,,,,,,,,,Natural Gas Usage (GJ) - Rate 11,546772,,,,,,,,,,,,,Natural Gas Usage (GJ) - Rate 11,546772,,,,,,,,,,,,,Natural Gas Usage (GJ) - Rate 11,546772,,,,,,,,,,,,,Natural Gas Usage (GJ) - Rate 11,546772,,,,,,,,,,,,,Natural Gas Usage (GJ) - Rate 11,546772,,,,,,,,,,,,,Natural Gas Usage (GJ) - Rate 11,546772,,,,,,,,,,,,,Natural Gas Usage (GJ) - Rate 11,546772,,,,,,,,,,,,,Natural Gas Usage (GJ) - Rate 11,546772,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rate 13,,,,,,,,,,,,,,Rate 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rate 13,,,,,,,,,,,,,,,Rate 13,,,,,,,,,,,,,,,Rate 13,,,,,,,,,,,,,,Rate 13,,,,,,,,,,,,,,Rate 13,,,,,,,,,,,,,,Rate 13,,,,,,,,,,,,,,Rate 13,,,,,,,,,,,,,,Rate 13,,,,,,,,,,,,,,Rate 13,,,,,,,,,,,,,,Rate 13,,,,,,,,,,,,,,Rate 13,,,,,,,,,,,,,,Rate 13,,,,,,,,,,,,,,Rate 13,,,,,,,,,,,,
Price/Margin,2000,,,,,,,,,,,,,Price/Margin,1999,,,,,,,,,,,,,,Price/Margin,1998,,,,,,,,,,,,,,Price/Margin,1997,,,,,,,,,,,,,,Price/Margin,1996,,,,,,,,,,,,,,Price/Margin,1990,,,,,,,,,,,,,Price/Margin,1991,,,,,,,,,,,,,Price/Margin,1992,,,,,,,,,,,,,Price/Margin,1993,,,,,,,,,,,,,Price/Margin,1994,,,,,,,,,,,,,Price/Margin,1995,,,,,,,,,,,,,Price/Margin,1996,,,,,,,,,,,,,Price/Margin,1997,,,,,,,,,,,,,Price/Margin,1998,,,,,,,,,,,,,Price/Margin,1999,,,,,,,,,,,,,Price/Margin,2000,,,,,,,,,,,
Futures Price (COGS),3.5,,,,,,,,,,,,,Futures Price (COGS),3,,,,,,,,,,,,,,Futures Price (COGS),2.5,,,,,,,,,,,,,,Futures Price (COGS),2,,,,,,,,,,,,,,Futures Price (COGS),2,,,,,,,,,,,,,,Futures Price (COGS),3.5,,,,,,,,,,,,,Futures Price (COGS),3.5,,,,,,,,,,,,,Futures Price (COGS),3.5,,,,,,,,,,,,,Futures Price (COGS),3.5,,,,,,,,,,,,,Futures Price (COGS),3.5,,,,,,,,,,,,,Futures Price (COGS),3.5,,,,,,,,,,,,,Futures Price (COGS),3.5,,,,,,,,,,,,,Futures Price (COGS),3.5,,,,,,,,,,,,,Futures Price (COGS),3.5,,,,,,,,,,,,,Futures Price (COGS),3.5,,,,,,,,,,,,,Futures Price (COGS),3.5,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Normal Annual Degree Days,4317,,,,,,,,,,,,,Normal Annual Degree Days,4317,,,,,,,,,,,,,,Normal Annual Degree Days,4317,,,,,,,,,,,,,,Normal Annual Degree Days,4317,,,,,,,,,,,,,,Normal Annual Degree Days,4317,,,,,,,,,,,,,,Normal Annual Degree Days,4317,,,,,,,,,,,,,Normal Annual Degree Days,4317,,,,,,,,,,,,,Normal Annual Degree Days,4317,,,,,,,,,,,,,Normal Annual Degree Days,4317,,,,,,,,,,,,,Normal Annual Degree Days,4317,,,,,,,,,,,,,Normal Annual Degree Days,4317,,,,,,,,,,,,,Normal Annual Degree Days,4317,,,,,,,,,,,,,Normal Annual Degree Days,4317,,,,,,,,,,,,,Normal Annual Degree Days,4317,,,,,,,,,,,,,Normal Annual Degree Days,4317,,,,,,,,,,,,,Normal Annual Degree Days,4317,,,,,,,,,,,
Heatload %,0.64,,,,,,,,,,,,,Heatload %,0.64,,,,,,,,,,,,,,Heatload %,0.64,,,,,,,,,,,,,,Heatload %,0.64,,,,,,,,,,,,,,Heatload %,0.64,,,,,,,,,,,,,,Heatload %,0.64,,,,,,,,,,,,,Heatload %,0.64,,,,,,,,,,,,,Heatload %,0.64,,,,,,,,,,,,,Heatload %,0.64,,,,,,,,,,,,,Heatload %,0.64,,,,,,,,,,,,,Heatload %,0.64,,,,,,,,,,,,,Heatload %,0.64,,,,,,,,,,,,,Heatload %,0.64,,,,,,,,,,,,,Heatload %,0.64,,,,,,,,,,,,,Heatload %,0.64,,,,,,,,,,,,,Heatload %,0.64,,,,,,,,,,,
Consumption Deviation Factor,0.00014825110030113506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Consumption Deviation Factor,0.00014825110030113506,,,,,,,,,,,,,,Consumption Deviation Factor,0.00014825110030113506,,,,,,,,,,,,,,Consumption Deviation Factor,0.00014825110030113506,,,,,,,,,,,,,Consumption Deviation Factor,0.00014825110030113506,,,,,,,,,,,,,Consumption Deviation Factor,0.00014825110030113506,,,,,,,,,,,,,Consumption Deviation Factor,0.00014825110030113506,,,,,,,,,,,,,Consumption Deviation Factor,0.00014825110030113506,,,,,,,,,,,,,Consumption Deviation Factor,0.00014825110030113506,,,,,,,,,,,,,Consumption Deviation Factor,0.00014825110030113506,,,,,,,,,,,,,Consumption Deviation Factor,0.00014825110030113506,,,,,,,,,,,,,Consumption Deviation Factor,0.00014825110030113506,,,,,,,,,,,,,Consumption Deviation Factor,0.00014825110030113506,,,,,,,,,,,,,Consumption Deviation Factor,0.00014825110030113506,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,,,1999,1999,1999,1999,1999,1999,1999,1999,1999,1999,1999,1999,,,,1998,1998,1998,1998,1998,1998,1998,1998,1998,1998,1998,1998,,,,1997,1997,1997,1997,1997,1997,1997,1997,1997,1997,1997,1997,,,,1996,1996,1996,1996,1996,1996,1996,1996,1996,1996,1996,1996,,,,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,,,1991,1991,1991,1991,1991,1991,1991,1991,1991,1991,1991,1991,,,1992,1992,1992,1992,1992,1992,1992,1992,1992,1992,1992,1992,,,1993,1993,1993,1993,1993,1993,1993,1993,1993,1993,1993,1993,,,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,,,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,,,1996,1996,1996,1996,1996,1996,1996,1996,1996,1996,1996,1996,,,1997,1997,1997,1997,1997,1997,1997,1997,1997,1997,1997,1997,,,1998,1998,1998,1998,1998,1998,1998,1998,1998,1998,1998,1998,,,1999,1999,1999,1999,1999,1999,1999,1999,1999,1999,1999,1999,,,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
