ENRON DEAL #,EOL #,DEAL DATE,FLOW START,FLOW END,VOLUME,DELIVERY POINT,DEAL TYPE,ENRON'S BUY/SALE,FIRMNESS
307484.1,,2000-03-15 00:00:00,2001-09-01 00:00:00,2001-09-30 00:00:00,15200,PJM-Western Hub,FORWARD,S,Firm
307799.1,,2000-03-15 00:00:00,2001-04-01 00:00:00,2001-06-30 00:00:00,123200,PALO VERDE,FORWARD,B,Firm
308275.1,,2000-03-16 00:00:00,2001-07-01 00:00:00,2001-09-30 00:00:00,30400,MID COLUMBIA,FORWARD,B,Firm
308342.1,,2000-03-16 00:00:00,2001-07-01 00:00:00,2005-09-30 00:00:00,153600,MID COLUMBIA,FORWARD,B,Firm
309542.1,123443,2000-03-20 00:00:00,2001-01-01 00:00:00,2001-02-28 00:00:00,16800,NEPOOL PTF,FORWARD,B,Firm
309751.1,,2000-03-20 00:00:00,2001-01-01 00:00:00,2001-02-28 00:00:00,33600,PJM-Western Hub,FORWARD,B,Firm
309989.1,,2000-03-21 00:00:00,2001-01-01 00:00:00,2001-02-28 00:00:00,33600,PJM-Western Hub,FORWARD,B,Firm
310189.1,,2000-03-21 00:00:00,2001-07-01 00:00:00,2001-08-31 00:00:00,70400,PJM-Western Hub,FORWARD,S,Firm
310712.1,125260,2000-03-22 00:00:00,2001-01-01 00:00:00,2001-02-28 00:00:00,16800,NEPOOL PTF,FORWARD,S,Firm
310714.1,,2000-03-22 00:00:00,2001-01-01 00:00:00,2001-02-28 00:00:00,67200,PJM-Western Hub,FORWARD,B,Firm
310733.1,,2000-03-22 00:00:00,2001-01-01 00:00:00,2001-02-28 00:00:00,33600,PJM-Western Hub,FORWARD,B,Firm
310738.1,125299,2000-03-22 00:00:00,2001-01-01 00:00:00,2001-02-28 00:00:00,16800,NEPOOL PTF,FORWARD,B,Firm
311132.1,,2000-03-22 00:00:00,2001-07-01 00:00:00,2001-08-31 00:00:00,35200,PJM-Western Hub,FORWARD,S,Firm
311196.1,,2000-03-22 00:00:00,2001-07-01 00:00:00,2001-08-31 00:00:00,35200,PJM-Western Hub,FORWARD,S,Firm
311262.1,,2000-03-22 00:00:00,2000-10-01 00:00:00,2000-12-31 00:00:00,60800,MID COLUMBIA,FORWARD,S,Firm
311685.1,,2000-03-23 00:00:00,2001-05-01 00:00:00,2001-05-31 00:00:00,35200,PJM-Western Hub,FORWARD,B,Firm
311688.1,,2000-03-23 00:00:00,2001-06-01 00:00:00,2001-06-30 00:00:00,168000,PJM-Western Hub,FORWARD,B,Firm
311689.1,,2000-03-23 00:00:00,2001-07-01 00:00:00,2001-08-31 00:00:00,176000,PJM-Western Hub,FORWARD,S,Firm
311690.1,,2000-03-23 00:00:00,2001-09-01 00:00:00,2001-09-30 00:00:00,76000,PJM-Western Hub,FORWARD,B,Firm
311832.1,,2000-03-23 00:00:00,2001-05-01 00:00:00,2001-05-31 00:00:00,88000,PJM-Western Hub,FORWARD,B,Firm
312115.1,,2000-03-24 00:00:00,2001-07-01 00:00:00,2001-08-31 00:00:00,35200,PJM-Western Hub,FORWARD,S,Firm
312227.1,,2000-03-24 00:00:00,2001-03-01 00:00:00,2001-03-31 00:00:00,17600,PJM-Western Hub,FORWARD,S,Firm
312240.1,,2000-03-24 00:00:00,2001-07-01 00:00:00,2001-08-31 00:00:00,176000,PJM-Western Hub,FORWARD,S,Firm
312241.1,,2000-03-24 00:00:00,2001-06-01 00:00:00,2001-06-30 00:00:00,168000,PJM-Western Hub,FORWARD,B,Firm
313542.1,,2000-03-28 00:00:00,2000-10-01 00:00:00,2000-12-31 00:00:00,100800,PJM-Western Hub,FORWARD,B,Firm
313556.1,,2000-03-28 00:00:00,2001-09-01 00:00:00,2001-09-30 00:00:00,30400,PJM-Western Hub,FORWARD,S,Firm
313714.1,,2000-03-28 00:00:00,2001-07-01 00:00:00,2001-08-31 00:00:00,105600,PJM-Western Hub,FORWARD,B,Firm
313739.1,,2000-03-28 00:00:00,2001-05-01 00:00:00,2001-05-31 00:00:00,176000,PJM-Western Hub,FORWARD,S,Firm
313985.1,,2000-03-28 00:00:00,2001-07-01 00:00:00,2001-08-31 00:00:00,35200,PJM-Western Hub,FORWARD,B,Firm
314466.1,,2000-03-29 00:00:00,2001-01-01 00:00:00,2001-12-31 00:00:00,122800,PALO VERDE,FORWARD,S,Firm
314765.1,,2000-03-29 00:00:00,2001-07-01 00:00:00,2003-09-30 00:00:00,184000,SP-15,FORWARD,B,CAISO Energy
314766.1,,2000-03-29 00:00:00,2001-07-01 00:00:00,2003-09-30 00:00:00,184000,PALO VERDE,FORWARD,S,Firm
315826.1,,2000-03-31 00:00:00,2001-05-01 00:00:00,2001-05-31 00:00:00,17600,PJM-Western Hub,FORWARD,S,Firm
316316.1,,2000-03-31 00:00:00,2001-04-01 00:00:00,2001-06-30 00:00:00,30800,PALO VERDE,FORWARD,B,Firm
316392.1,,2000-03-31 00:00:00,2001-04-01 00:00:00,2001-06-30 00:00:00,30800,PALO VERDE,FORWARD,B,Firm
316973.1,,2000-04-03 00:00:00,2001-01-01 00:00:00,2001-02-28 00:00:00,336000,PJM-Western Hub,FORWARD,B,Firm
317073.1,,2000-04-03 00:00:00,2001-01-01 00:00:00,2001-02-28 00:00:00,168000,PJM-Western Hub,FORWARD,B,Firm
317120.1,,2000-04-03 00:00:00,2001-01-01 00:00:00,2001-12-31 00:00:00,122800,PALO VERDE,FORWARD,B,Firm
317313.1,,2000-04-04 00:00:00,2001-06-01 00:00:00,2001-06-30 00:00:00,84000,PJM-Western Hub,FORWARD,S,Firm
317392.1,,2000-04-04 00:00:00,2001-01-01 00:00:00,2001-02-28 00:00:00,33600,NEPOOL PTF,FORWARD,B,Firm
317541.1,,2000-04-04 00:00:00,2001-07-01 00:00:00,2001-08-31 00:00:00,35200,PJM-Western Hub,FORWARD,S,Firm
317542.1,,2000-04-04 00:00:00,2001-07-01 00:00:00,2001-08-31 00:00:00,35200,PJM-Western Hub,FORWARD,B,Firm
317606.1,,2000-04-04 00:00:00,2001-01-01 00:00:00,2001-12-31 00:00:00,122800,PALO VERDE,FORWARD,B,Firm
317716.1,,2000-04-04 00:00:00,2001-06-01 00:00:00,2001-06-30 00:00:00,33600,PJM-Western Hub,FORWARD,S,Firm
317745.1,,2000-04-04 00:00:00,2001-06-01 00:00:00,2001-06-30 00:00:00,33600,PJM-Western Hub,FORWARD,S,Firm
317794.1,,2000-04-04 00:00:00,2000-10-01 00:00:00,2000-12-31 00:00:00,50400,TVA  (Into) System Border,FORWARD,B,Firm
317996.1,,2000-04-05 00:00:00,2001-07-01 00:00:00,2001-08-31 00:00:00,35200,PJM-Western Hub,FORWARD,S,Firm
318517.1,,2000-04-05 00:00:00,2000-10-01 00:00:00,2000-12-31 00:00:00,30400,COB N/S,FORWARD,B,Firm
319462.1,,2000-04-07 00:00:00,2001-07-01 00:00:00,2001-08-31 00:00:00,35200,PJM-Western Hub,FORWARD,B,Firm
319464.1,,2000-04-07 00:00:00,2001-05-01 00:00:00,2001-05-31 00:00:00,17600,PJM-Western Hub,FORWARD,B,Firm
319481.1,,2000-04-07 00:00:00,2001-06-01 00:00:00,2001-06-30 00:00:00,16800,PJM-Western Hub,FORWARD,S,Firm
319758.1,,2000-04-07 00:00:00,2001-01-01 00:00:00,2001-02-28 00:00:00,33600,PJM-Western Hub,FORWARD,B,Firm
319766.1,,2000-04-07 00:00:00,2001-04-01 00:00:00,2001-04-30 00:00:00,16800,PJM-Western Hub,FORWARD,S,Firm
320521.1,148213,2000-04-10 00:00:00,2000-10-01 00:00:00,2000-12-31 00:00:00,50400,Entergy (Into) System Border,FORWARD,S,Firm
320672.1,,2000-04-10 00:00:00,2000-10-01 00:00:00,2000-12-31 00:00:00,50400,Entergy (Into) System Border,FORWARD,B,Firm
320745.1,,2000-04-10 00:00:00,2001-04-01 00:00:00,2001-06-30 00:00:00,30800,PALO VERDE,FORWARD,B,Firm
321179.1,149646,2000-04-11 00:00:00,2001-07-01 00:00:00,2001-08-31 00:00:00,35200,CINERGY (Into) System,FORWARD,B,Firm
321200.1,,2000-04-11 00:00:00,2001-06-01 00:00:00,2001-06-30 00:00:00,16800,CINERGY (Into) System,FORWARD,S,Firm
321225.1,149675,2000-04-11 00:00:00,2001-01-01 00:00:00,2001-02-28 00:00:00,33600,CINERGY (Into) System,FORWARD,B,Firm
321241.1,,2000-04-11 00:00:00,2001-07-01 00:00:00,2001-08-31 00:00:00,17600,NEPOOL PTF,FORWARD,B,Firm
321454.1,,2000-04-12 00:00:00,2001-07-01 00:00:00,2001-08-31 00:00:00,70400,PJM-Western Hub,FORWARD,B,Firm
321455.1,,2000-04-12 00:00:00,2001-06-01 00:00:00,2001-06-30 00:00:00,33600,PJM-Western Hub,FORWARD,B,Firm
321456.1,,2000-04-12 00:00:00,2001-06-01 00:00:00,2001-06-30 00:00:00,33600,PJM-Western Hub,FORWARD,B,Firm
321465.1,,2000-04-12 00:00:00,2001-05-01 00:00:00,2001-05-31 00:00:00,140800,PJM-Western Hub,FORWARD,S,Firm
321478.1,,2000-04-12 00:00:00,2001-09-01 00:00:00,2001-09-30 00:00:00,15200,PJM-Western Hub,FORWARD,S,Firm
321517.1,,2000-04-12 00:00:00,2001-06-01 00:00:00,2001-06-30 00:00:00,16800,CINERGY (Into) System,FORWARD,S,Firm
321660.1,,2000-04-12 00:00:00,2000-10-01 00:00:00,2000-12-31 00:00:00,50400,Entergy (Into) System Border,FORWARD,S,Firm
321661.1,,2000-04-12 00:00:00,2000-10-01 00:00:00,2000-12-31 00:00:00,50400,Entergy (Into) System Border,FORWARD,S,Firm
321752.1,,2000-04-12 00:00:00,2001-07-01 00:00:00,2001-08-31 00:00:00,176000,PJM-Western Hub,FORWARD,S,Firm
321753.1,,2000-04-12 00:00:00,2001-06-01 00:00:00,2001-06-30 00:00:00,84000,PJM-Western Hub,FORWARD,S,Firm
321800.1,,2000-04-12 00:00:00,2001-07-01 00:00:00,2001-08-31 00:00:00,35200,PJM-Western Hub,FORWARD,B,Firm
321812.1,,2000-04-12 00:00:00,2001-05-01 00:00:00,2001-05-31 00:00:00,35200,PJM-Western Hub,FORWARD,S,Firm
321813.1,,2000-04-12 00:00:00,2001-05-01 00:00:00,2001-05-31 00:00:00,70400,PJM-Western Hub,FORWARD,B,Firm
321814.1,,2000-04-12 00:00:00,2001-06-01 00:00:00,2001-06-30 00:00:00,50400,PJM-Western Hub,FORWARD,S,Firm
321820.1,,2000-04-12 00:00:00,2001-07-01 00:00:00,2001-08-31 00:00:00,35200,PJM-Western Hub,FORWARD,B,Firm
321821.1,,2000-04-12 00:00:00,2001-07-01 00:00:00,2001-08-31 00:00:00,70400,PJM-Western Hub,FORWARD,B,Firm
321833.1,,2000-04-12 00:00:00,2001-09-01 00:00:00,2001-09-30 00:00:00,30400,PJM-Western Hub,FORWARD,B,Firm
321835.1,,2000-04-12 00:00:00,2001-01-01 00:00:00,2001-02-28 00:00:00,134400,PJM-Western Hub,FORWARD,S,Firm
321841.1,,2000-04-12 00:00:00,2001-07-01 00:00:00,2001-08-31 00:00:00,70400,PJM-Western Hub,FORWARD,B,Firm
321842.1,,2000-04-12 00:00:00,2000-10-01 00:00:00,2000-12-31 00:00:00,50400,Entergy (Into) System Border,FORWARD,B,Firm
321870.1,,2000-04-12 00:00:00,2001-06-01 00:00:00,2001-06-30 00:00:00,84000,PJM-Western Hub,FORWARD,B,Firm
