Tissue Index,,,,,,,,
,,,,,,,,
,Tissue,NBSK,%chg Tissue,%chg NBSK,,,,
1994-07-01 00:00:00,130.6,560,0.0030581063588208724,0.06899287148695142,,,,
1994-08-01 00:00:00,131,600,0.0015255533088369701,0.04879016416943205,,,,
1994-09-01 00:00:00,131.2,630,0.0038037322392467767,0.10536051565782635,,,,
1994-10-01 00:00:00,131.7,700,0.0007590133191717454,0,,,,
1994-11-01 00:00:00,131.8,700,0.00831134365079268,0,,,,
1994-12-01 00:00:00,132.9,700,0.013453117697118456,0.06899287148695142,,,,
1995-01-01 00:00:00,134.7,750,0.022753275163240074,0,,,,
1995-02-01 00:00:00,137.8,750,0.026496358503734038,0.09531017980432493,,,,
1995-03-01 00:00:00,141.5,825,0.011243969479112945,0,,,,
1995-04-01 00:00:00,143.1,825,0.025527429618010026,0,,,,
1995-05-01 00:00:00,146.8,825,0.016886588364729442,0.09806121317621473,,,,
1995-06-01 00:00:00,149.3,910,0.023172172187275384,0,,,,
1995-07-01 00:00:00,152.8,910,0.02200736067316532,0,,,,
1995-08-01 00:00:00,156.2,910,0.008288220860102292,0,,,,
1995-09-01 00:00:00,157.5,910,0.0019029501460862853,0.0791970416611931,,,,
1995-10-01 00:00:00,157.8,985,0.010088357944340737,0,,,,
1995-11-01 00:00:00,159.4,985,0.005006268278144001,-0.05209511188340193,,,,
1995-12-01 00:00:00,160.2,935,0.006222795438269086,-0.08361414004113357,,,,
1996-01-01 00:00:00,161.2,860,-0.008722796740353428,-0.20585205420414873,,,,
1996-02-01 00:00:00,159.8,700,-0.012594624920400456,-0.19671029424605427,,,,
1996-03-01 00:00:00,157.8,575,-0.014039796667482724,-0.1005412292218774,,,,
1996-04-01 00:00:00,155.6,520,-0.018813399519704524,0,,,,
1996-05-01 00:00:00,152.7,520,-0.03261520371048517,0,,,,
1996-06-01 00:00:00,147.8,520,-0.009517406986890296,0.109199291964992,,,,
1996-07-01 00:00:00,146.4,580,-0.015141376676362556,0,,,,
1996-08-01 00:00:00,144.2,580,0,0,,,,
1996-09-01 00:00:00,144.2,580,0.0034614087865894746,0.033901551675681416,,,,
1996-10-01 00:00:00,144.7,600,0.005513452974109133,-0.03390155167568134,,,,
1996-11-01 00:00:00,145.5,580,0,0,,,,
1996-12-01 00:00:00,145.5,580,-0.006896579059060329,0,,,,
1997-01-01 00:00:00,144.5,580,0.004143652337655374,0,,,,
1997-02-01 00:00:00,145.1,580,0.01232892328968963,-0.03509131981127006,,,,
1997-03-01 00:00:00,146.9,560,-0.0061454614714952435,0,,,,
1997-04-01 00:00:00,146,560,-0.004806051132099171,0.03509131981127019,,,,
1997-05-01 00:00:00,145.3,580,0.003435248998320617,0,,,,
1997-06-01 00:00:00,145.8,580,0,0.050430853626891904,,,,
1997-07-01 00:00:00,145.8,610,-0.004123717183862264,0,,,,
1997-08-01 00:00:00,145.2,610,0.002063984220851649,0,,,,
1997-09-01 00:00:00,145.5,610,-0.004822606659931085,0,,,,
1997-10-01 00:00:00,144.8,610,-0.00207397239912926,0,,,,
1997-11-01 00:00:00,144.5,610,0.0034542348680876036,0,,,,
1997-12-01 00:00:00,145,610,0.007557576336079433,-0.033336420267591836,,,,
1998-01-01 00:00:00,146.1,590,-0.011011811204166925,-0.05218575317057019,,,,
1998-02-01 00:00:00,144.5,560,0.013063093974724313,-0.018018505502678365,,,,
1998-03-01 00:00:00,146.4,550,-0.010298752200574473,0,,,,
1998-04-01 00:00:00,144.9,550,0.018462062839735352,0,,,,
1998-05-01 00:00:00,147.6,550,-0.02330468731552349,0.044451762570833796,,,,
1998-06-01 00:00:00,144.2,575,0.024658783663252904,0,,,,
1998-07-01 00:00:00,147.8,575,-0.0020318327342269088,-0.04445176257083381,,,,
1998-08-01 00:00:00,147.5,550,-0.01296504001728894,-0.04652001563489282,,,,
1998-09-01 00:00:00,145.6,525,-0.0215211360538803,-0.048790164169432056,,,,
1998-10-01 00:00:00,142.5,500,0.010471299867295437,0,,,,
1998-11-01 00:00:00,144,500,0.023336680179235743,0,,,,
1998-12-01 00:00:00,147.4,500,-0.033106471775040745,0,,,,
1999-01-01 00:00:00,142.6,500,0.006988148633928163,-0.020202707317519466,,,,
1999-02-01 00:00:00,143.6,490,0.04093340892625309,0,,,,
1999-03-01 00:00:00,149.6,490,-0.07637297878457397,0.02020270731751947,,,,
1999-04-01 00:00:00,138.6,500,0.047896478343616315,0.03922071315328133,,,,
1999-05-01 00:00:00,145.4,520,0.0430752998621106,0.03774032798284711,,,,
1999-06-01 00:00:00,151.8,540,-0.023326615817643195,0,,,,
1999-07-01 00:00:00,148.3,540,-0.05260728502354315,0,,,,
1999-08-01 00:00:00,140.7,540,0.0070821825762914115,0.07145896398214505,,,,
1999-09-01 00:00:00,141.7,580,0.02233170263000216,0,,,,
1999-10-01 00:00:00,144.9,580,0.01438873745209967,0.050430853626891904,,,,
1999-11-01 00:00:00,147,610,-0.043802622658393,0,,,,
1999-12-01 00:00:00,140.7,610,-0.0007109847437788233,0.04800921918636066,,,,
2000-01-01 00:00:00,140.6,640,0.0007109847437787067,0,,,,
2000-02-01 00:00:00,140.7,640,0.01831037071378296,0,,,,
2000-03-01 00:00:00,143.3,640,0.002787458250852923,0.06062462181643484,,,,
2000-04-01 00:00:00,143.7,680,0.0006956522019671398,0,,,,
2000-05-01 00:00:00,143.8,680,0.0013898542890542977,0,,,,
2000-06-01 00:00:00,144,680,0.0027739268827252244,0.04317217186520878,,,,
2000-07-01 00:00:00,144.4,710,0.009648593115831937,0,,,,
2000-08-01 00:00:00,145.8,710,-0.015900784374882033,0,,,,
2000-09-01 00:00:00,143.5,710,0.026136288268908965,0,,,,
2000-10-01 00:00:00,147.3,710,0,0,,,,
2000-11-01 00:00:00,147.3,710,-0.0006791171738088817,0,,,,
2000-12-01 00:00:00,147.2,710,0,-0.028573372444056,,,,
2001-01-01 00:00:00,147.2,690,0,-0.02941388520629334,,,,
2001-02-01 00:00:00,147.2,670,0,-0.05365271349232014,,,,
2001-03-01 00:00:00,147.2,635,,,,,,
