RC,Type,Driver,Name,Source_Reference_Number,Destination_Reference_Number,Destination_Name,Actual_Driver_Quantity,Destination_Module,Source_Module,Period
1631,unique,Hours,Specialist,R413-1631-SP,ARMCBXX.02-IR,Curve Setup,27,Activity,Resource,2000 May
1631,unique,Hours,Specialist,R413-1631-SP,ARMCBXX.03-IR,Calc Books- S,95,Activity,Resource,2000 May
1631,unique,Hours,Specialist,R413-1631-SP,ARMCBXX.04-IR,Calc Books - M,57,Activity,Resource,2000 May
1631,unique,Hours,Specialist,R413-1631-SP,ARMGPXX.01-IR,Daily/Monthly Reporting,38,Activity,Resource,2000 May
1631,unique,Hours,Specialist,R413-1631-SP,ARMGPXX.04-IR,Rho & Drift Reprting,19,Activity,Resource,2000 May
1631,unique,Hours,Specialist,R413-1631-SP,ARMGPXX.05-IR,Analyze Changes,114,Activity,Resource,2000 May
1631,unique,Hours,Specialist,R413-1631-SP,ARMMRXX.05-IR,Recon & Report for Bus Analysis & Report,38,Activity,Resource,2000 May
1631,unique,Hours,Specialist,R413-1631-SP,ARMMRXX.01-IR,Value@Risk Report,8,Activity,Resource,2000 May
1631,unique,Hours,Specialist,R413-1631-SP,ARMMRXX.02-IR,Benchmark Reporting,15,Activity,Resource,2000 May
1631,unique,Hours,Specialist,R413-1631-SP,ARMMRXX.06-IR,Liquid Reporting/Recon,27,Activity,Resource,2000 May
1631,unique,Hours,Specialist,R413-1631-SP,ARMMRXX.07-IR,Max Exposure Report,11,Activity,Resource,2000 May
1631,unique,Hours,Specialist,R413-1631-SP,ARMCBXX.05-EQ,Calc Sheets,11,Activity,Resource,2000 May
1631,unique,Hours,Specialist,R413-1631-SP,ARMMRXX.03-EQ,Process Consolidated DPR,4,Activity,Resource,2000 May
1631,unique,Hours,Specialist,R413-1631-SP,ABD1631.06,Customer Service,19,Activity,Resource,2000 May
1631,unique,Hours,Specialist,R413-1631-SP,ASTSTXX.08-IR,Reconciling,38,Activity,Resource,2000 May
1631,unique,Hours,Specialist,R413-1631-SP,ADCCFXX.01-IR,Deal Entry Accuracy/TAGG,23,Activity,Resource,2000 May
1631,unique,Hours,Specialist,R413-1631-SP,ADCCFXX.02-IR,Template Maint.,4,Activity,Resource,2000 May
1631,unique,Hours,Specialist,R413-1631-SP,ADCCFXX.03-IR,Identify Discrpncs,8,Activity,Resource,2000 May
1631,unique,Hours,Specialist,R413-1631-SP,ADCCFXX.05-IR,Generate Confirm,68,Activity,Resource,2000 May
1631,unique,Hours,Specialist,R413-1631-SP,ADCCFXX.06-IR,Review Confirm,34,Activity,Resource,2000 May
1631,unique,Hours,Specialist,R413-1631-SP,ADCCFXX.09-IR,FolU Unexecut confirm,4,Activity,Resource,2000 May
1631,unique,Hours,Specialist,R413-1631-SP,ADCCFXX.14-IR,Counterparty Verbal Check-out,23,Activity,Resource,2000 May
1631,unique,Hours,Specialist,R413-1631-SP,ASTSTXX.05-IR,Process/Apply Cash Receipts,19,Activity,Resource,2000 May
1631,unique,Hours,Specialist,R413-1631-SP,ADCCFXX.08-IR,Rcv 3rd party Paper,15,Activity,Resource,2000 May
1631,unique,Hours,Specialist,R413-1631-SP,APE1631.01,Dvlp Employee Careers,4,Activity,Resource,2000 May
1631,unique,Hours,Specialist,R413-1631-SP,APE1631.02,Provide Mentoring,4,Activity,Resource,2000 May
1631,unique,Hours,Specialist,R413-1631-SP,ASTSTXX.14-IR,Settle Financial Transactions,114,Activity,Resource,2000 May
1631,unique,Hours,Manager,R413-1631-MGR,ARMCBXX.05-EQ,Calc Sheets,6,Activity,Resource,2000 May
1631,unique,Hours,Manager,R413-1631-MGR,APE1631.03,Performance Feedback,0,Activity,Resource,2000 May
1631,unique,Hours,Manager,R413-1631-MGR,ATR1631.01,Participate in Training,0,Activity,Resource,2000 May
1631,unique,Hours,Manager,R413-1631-MGR,ARMMRXX.03-EQ,Process Consolidated DPR,2,Activity,Resource,2000 May
1631,unique,Hours,Manager,R413-1631-MGR,ARMMRXX.05-IR,Recon & Report for Bus Analysis & Report,15,Activity,Resource,2000 May
1631,unique,Hours,Manager,R413-1631-MGR,ARMMRXX.06-IR,Liquid Reporting/Recon,6,Activity,Resource,2000 May
1631,unique,Hours,Manager,R413-1631-MGR,ARMDCXX.01-IR,Input/Preparation of Deals,19,Activity,Resource,2000 May
1631,unique,Hours,Manager,R413-1631-MGR,ARMCBXX.01-IR,Curve Validation,8,Activity,Resource,2000 May
1631,unique,Hours,Manager,R413-1631-MGR,ARMCBXX.02-IR,Curve Setup,6,Activity,Resource,2000 May
1631,unique,Hours,Manager,R413-1631-MGR,ARMCBXX.03-IR,Calc Books- S,19,Activity,Resource,2000 May
1631,unique,Hours,Manager,R413-1631-MGR,ARMCBXX.04-IR,Calc Books - M,19,Activity,Resource,2000 May
1631,unique,Hours,Manager,R413-1631-MGR,ARMGPXX.01-IR,Daily/Monthly Reporting,10,Activity,Resource,2000 May
1631,unique,Hours,Manager,R413-1631-MGR,ARMGPXX.05-IR,Analyze Changes,29,Activity,Resource,2000 May
1631,unique,Hours,Manager,R413-1631-MGR,ARMTSXX.01-IR,Ad Hoc Reqs,29,Activity,Resource,2000 May
1631,unique,Hours,Senior Clerk,R413-1631-SNRCK,ABD1631.06,Customer Service,8,Activity,Resource,2000 May
1631,unique,Hours,Senior Clerk,R413-1631-SNRCK,ASTSTXX.08-IR,Reconciling,17,Activity,Resource,2000 May
1631,unique,Hours,Senior Clerk,R413-1631-SNRCK,ADCCFXX.01-IR,Deal Entry Accuracy/TAGG,10,Activity,Resource,2000 May
1631,unique,Hours,Senior Clerk,R413-1631-SNRCK,ADCCFXX.02-IR,Template Maint.,2,Activity,Resource,2000 May
1631,unique,Hours,Senior Clerk,R413-1631-SNRCK,ADCCFXX.03-IR,Identify Discrpncs,3,Activity,Resource,2000 May
1631,unique,Hours,Senior Clerk,R413-1631-SNRCK,ADCCFXX.05-IR,Generate Confirm,30,Activity,Resource,2000 May
1631,unique,Hours,Senior Clerk,R413-1631-SNRCK,ADCCFXX.06-IR,Review Confirm,15,Activity,Resource,2000 May
1631,unique,Hours,Senior Clerk,R413-1631-SNRCK,ADCCFXX.09-IR,FolU Unexecut confirm,2,Activity,Resource,2000 May
1631,unique,Hours,Senior Clerk,R413-1631-SNRCK,ADCCFXX.14-IR,Counterparty Verbal Check-out,10,Activity,Resource,2000 May
1631,unique,Hours,Senior Clerk,R413-1631-SNRCK,ASTSTXX.05-IR,Process/Apply Cash Receipts,8,Activity,Resource,2000 May
1631,unique,Hours,Senior Clerk,R413-1631-SNRCK,ADCCFXX.08-IR,Rcv 3rd party Paper,7,Activity,Resource,2000 May
1631,unique,Hours,Senior Clerk,R413-1631-SNRCK,APE1631.01,Dvlp Employee Careers,2,Activity,Resource,2000 May
1631,unique,Hours,Senior Clerk,R413-1631-SNRCK,APE1631.02,Provide Mentoring,2,Activity,Resource,2000 May
1631,unique,Hours,Senior Clerk,R413-1631-SNRCK,APE1631.03,Performance Feedback,2,Activity,Resource,2000 May
1631,unique,Hours,Senior Clerk,R413-1631-SNRCK,ASTSTXX.14-IR,Settle Financial Transactions,50,Activity,Resource,2000 May
1631,unique,Hours,Analyst,R413-1631-ANA,ARMCBXX.05-EQ,Calc Sheets,12,Activity,Resource,2000 May
1631,unique,Hours,Analyst,R413-1631-ANA,APE1631.03,Performance Feedback,0,Activity,Resource,2000 May
1631,unique,Hours,Analyst,R413-1631-ANA,ATR1631.01,Participate in Training,0,Activity,Resource,2000 May
1631,unique,Hours,Analyst,R413-1631-ANA,ARMMRXX.03-EQ,Process Consolidated DPR,4,Activity,Resource,2000 May
1631,unique,Hours,Analyst,R413-1631-ANA,ARMMRXX.05-IR,Recon & Report for Bus Analysis & Report,31,Activity,Resource,2000 May
1631,unique,Hours,Analyst,R413-1631-ANA,ARMMRXX.06-IR,Liquid Reporting/Recon,12,Activity,Resource,2000 May
1631,unique,Hours,Analyst,R413-1631-ANA,ARMDCXX.01-IR,Input/Preparation of Deals,39,Activity,Resource,2000 May
1631,unique,Hours,Analyst,R413-1631-ANA,ARMCBXX.01-IR,Curve Validation,15,Activity,Resource,2000 May
1631,unique,Hours,Analyst,R413-1631-ANA,ARMCBXX.02-IR,Curve Setup,12,Activity,Resource,2000 May
1631,unique,Hours,Analyst,R413-1631-ANA,ARMCBXX.03-IR,Calc Books- S,39,Activity,Resource,2000 May
1631,unique,Hours,Analyst,R413-1631-ANA,ARMCBXX.04-IR,Calc Books - M,39,Activity,Resource,2000 May
1631,unique,Hours,Analyst,R413-1631-ANA,ARMGPXX.01-IR,Daily/Monthly Reporting,19,Activity,Resource,2000 May
1631,unique,Hours,Analyst,R413-1631-ANA,ARMGPXX.05-IR,Analyze Changes,58,Activity,Resource,2000 May
1631,unique,Hours,Analyst,R413-1631-ANA,ARMTSXX.01-IR,Ad Hoc Reqs,58,Activity,Resource,2000 May
0063,unique,Hours,Third Party Contractor,R413-0063-TPC,R413-0063-ADM,Management,1,Resource,Resource,2000 May
0063,unique,Hours,Senior Specialist,R413-0063-SNRSP,R413-0063-ADM,Management,1,Resource,Resource,2000 May
0063,unique,Hours,Specialist,R413-0063-SP,R413-0063-ADM,Management,1,Resource,Resource,2000 May
0063,unique,Hours,Director,R413-0063-DIR,R413-0063-ADM,Management,1,Resource,Resource,2000 May
0063,unique,Hours,Manager,R413-0063-MGR,AGDRSXX.02-SI-GD,Locational Rates,8,Activity,Resource,2000 May
0063,unique,Hours,Manager,R413-0063-MGR,ADCCFXX.01-SI,Deal Entry Accuracy/TAGG,8,Activity,Resource,2000 May
0063,unique,Hours,Manager,R413-0063-MGR,ALOTRXX.02-SI,Transport Liaison,8,Activity,Resource,2000 May
0063,unique,Hours,Manager,R413-0063-MGR,ALOXXXX.02-SI,Daily Trader/Originator Support,8,Activity,Resource,2000 May
0063,unique,Hours,Manager,R413-0063-MGR,ALOXXXX.13-SI,Manage Deal Penalties,2,Activity,Resource,2000 May
0063,unique,Hours,Manager,R413-0063-MGR,ARMCBXX.05-SI,Calc Sheets,56,Activity,Resource,2000 May
0063,unique,Hours,Manager,R413-0063-MGR,ARMTSXX.01-SI,Ad Hoc Reqs,8,Activity,Resource,2000 May
0063,unique,Hours,Manager,R413-0063-MGR,ARMARXX.02-SI,Flash/OA Variance,8,Activity,Resource,2000 May
0063,unique,Hours,Manager,R413-0063-MGR,ARMMRXX.08-SI,Flash Reporting,16,Activity,Resource,2000 May
0063,unique,Hours,Manager,R413-0063-MGR,AOA0063.07,OA-Liquidations Calculation,4,Activity,Resource,2000 May
0063,unique,Hours,Manager,R413-0063-MGR,AOA0063.11,Pre-Settlement Review,4,Activity,Resource,2000 May
0063,unique,Hours,Manager,R413-0063-MGR,AOA0063.13,Logistics OA,30,Activity,Resource,2000 May
0063,unique,Hours,Administrative Assistant,R413-0063-AA,R413-0063-ADM,Management,1,Resource,Resource,2000 May
0063,unique,Hours,Senior Admin Assistant,R413-0063-SNRAA,R413-0063-ADM,Management,1,Resource,Resource,2000 May
0063,unique,Hours,Clerk,R413-0063-CLERK,R413-0063-ADM,Management,1,Resource,Resource,2000 May
0063,unique,Hours,Senior Clerk,R413-0063-SNRCK,R413-0063-ADM,Management,1,Resource,Resource,2000 May
0063,unique,Hours,Analyst,R413-0063-ANA,R413-0063-ADM,Management,1,Resource,Resource,2000 May
0063,unique,Hours,Staff,R413-0063-STAFF,R413-0063-ADM,Management,1,Resource,Resource,2000 May
0063,unique,Hours,Management,R413-0063-ADM,R413-0475-ADM,Management,1,Resource,Resource,2000 May
0063,unique,Hours,Management,R413-0063-ADM,R413-0719-ADM,Management,1,Resource,Resource,2000 May
0063,unique,Hours,Management,R413-0063-ADM,R413-0720-ADM,Management,1,Resource,Resource,2000 May
0063,unique,Hours,Management,R413-0063-ADM,R413-0721-ADM,Management,1,Resource,Resource,2000 May
0063,unique,Hours,Management,R413-0063-ADM,R413-1190-ADM,Management,1,Resource,Resource,2000 May
0063,unique,Hours,Management,R413-0063-ADM,R413-1191-ADM,Management,1,Resource,Resource,2000 May
0063,unique,Hours,Management,R413-0063-ADM,R413-1870-ADM,Management,1,Resource,Resource,2000 May
0063,unique,Hours,Management,R413-0063-ADM,R413-2667-ADM,Management,1,Resource,Resource,2000 May
0063,unique,Hours,Management,R413-0063-ADM,R413-2793-ADM,Management,0,Resource,Resource,2000 May
0475,unique,Hours,Senior Specialist,R413-0475-SNRSP,ALOXXXX.15-SE,Notification-New facility,18,Activity,Resource,2000 May
0475,unique,Hours,Senior Specialist,R413-0475-SNRSP,ALOXXXX.02-SE,Daily Trader/Originator Support,78,Activity,Resource,2000 May
0475,unique,Hours,Senior Specialist,R413-0475-SNRSP,ALOXXXX.03-SE,Prepare Noms/Pathing,176,Activity,Resource,2000 May
0475,unique,Hours,Senior Specialist,R413-0475-SNRSP,ALOXXXX.07-SE,Intraday Nom,44,Activity,Resource,2000 May
0475,unique,Hours,Senior Specialist,R413-0475-SNRSP,ALOXXXX.16-SE,End of Month Cleanup,44,Activity,Resource,2000 May
0475,unique,Hours,Senior Specialist,R413-0475-SNRSP,ALOXXXX.10-SE,Perform Pipeline Balancing,108,Activity,Resource,2000 May
0475,unique,Hours,Senior Specialist,R413-0475-SNRSP,ALOXXXX.14-SE,Notification-New Pipe,8,Activity,Resource,2000 May
0475,unique,Hours,Senior Specialist,R413-0475-SNRSP,ALOXXXX.11-SE,Monitor Sitara Bridge & feedback,36,Activity,Resource,2000 May
0475,unique,Hours,Senior Specialist,R413-0475-SNRSP,ALOXXXX.22-SE,Interface w/gas control,40,Activity,Resource,2000 May
0475,unique,Hours,Senior Specialist,R413-0475-SNRSP,APE0475.03,Performance Feedback,8,Activity,Resource,2000 May
0475,unique,Hours,Senior Specialist,R413-0475-SNRSP,ATR0475.01,Participate in Training,24,Activity,Resource,2000 May
0475,unique,Hours,Senior Specialist,R413-0475-SNRSP,ABP0475.02,Commercial Related Projects,36,Activity,Resource,2000 May
0475,unique,Hours,Senior Specialist,R413-0475-SNRSP,AOA0475.13,Logistics OA,8,Activity,Resource,2000 May
0475,unique,Hours,Senior Specialist,R413-0475-SNRSP,ALOXXXX.01-SE,Bid Week Preparation,84,Activity,Resource,2000 May
0475,unique,Hours,Senior Specialist,R413-0475-SNRSP,ALOXXXX.12-SE,Manage Imbalances,20,Activity,Resource,2000 May
0475,unique,Hours,Senior Specialist,R413-0475-SNRSP,ALOXXXX.05-SE,Noms to EBB,50,Activity,Resource,2000 May
0475,unique,Hours,Senior Specialist,R413-0475-SNRSP,ALOXXXX.09-SE,Renom Activity,18,Activity,Resource,2000 May
0475,unique,Hours,Senior Specialist,R413-0475-SNRSP,ABP0475.06,Special Projects-Administrative,0,Activity,Resource,2000 May
0475,unique,Hours,Senior Specialist,R413-0475-SNRSP,ATS0475.01,System Downtime,0,Activity,Resource,2000 May
0475,unique,Hours,Specialist,R413-0475-SP,ALOXXXX.15-SE,Notification-New facility,7.2,Activity,Resource,2000 May
0475,unique,Hours,Specialist,R413-0475-SP,ALOXXXX.02-SE,Daily Trader/Originator Support,31.2,Activity,Resource,2000 May
0475,unique,Hours,Specialist,R413-0475-SP,ALOXXXX.03-SE,Prepare Noms/Pathing,70.4,Activity,Resource,2000 May
0475,unique,Hours,Specialist,R413-0475-SP,ALOXXXX.07-SE,Intraday Nom,17.6,Activity,Resource,2000 May
0475,unique,Hours,Specialist,R413-0475-SP,ALOXXXX.16-SE,End of Month Cleanup,17.6,Activity,Resource,2000 May
0475,unique,Hours,Specialist,R413-0475-SP,ALOXXXX.10-SE,Perform Pipeline Balancing,43.2,Activity,Resource,2000 May
0475,unique,Hours,Specialist,R413-0475-SP,ALOXXXX.14-SE,Notification-New Pipe,3.2,Activity,Resource,2000 May
0475,unique,Hours,Specialist,R413-0475-SP,ALOXXXX.11-SE,Monitor Sitara Bridge & feedback,14.4,Activity,Resource,2000 May
0475,unique,Hours,Specialist,R413-0475-SP,ALOXXXX.22-SE,Interface w/gas control,16,Activity,Resource,2000 May
0475,unique,Hours,Specialist,R413-0475-SP,APE0475.03,Performance Feedback,3.2,Activity,Resource,2000 May
0475,unique,Hours,Specialist,R413-0475-SP,ATR0475.01,Participate in Training,9.6,Activity,Resource,2000 May
0475,unique,Hours,Specialist,R413-0475-SP,ABP0475.02,Commercial Related Projects,14.4,Activity,Resource,2000 May
0475,unique,Hours,Specialist,R413-0475-SP,AOA0475.13,Logistics OA,3.2,Activity,Resource,2000 May
0475,unique,Hours,Specialist,R413-0475-SP,ALOXXXX.01-SE,Bid Week Preparation,33.6,Activity,Resource,2000 May
0475,unique,Hours,Specialist,R413-0475-SP,ALOXXXX.05-SE,Noms to EBB,20,Activity,Resource,2000 May
0475,unique,Hours,Specialist,R413-0475-SP,ALOXXXX.09-SE,Renom Activity,7.2,Activity,Resource,2000 May
0475,unique,Hours,Specialist,R413-0475-SP,ALOXXXX.12-SE,Manage Imbalances,8,Activity,Resource,2000 May
0475,unique,Hours,Specialist,R413-0475-SP,ABP0475.06,Special Projects-Administrative,0,Activity,Resource,2000 May
0475,unique,Hours,Specialist,R413-0475-SP,ATS0475.01,System Downtime,0,Activity,Resource,2000 May
0475,unique,Hours,Manager,R413-0475-MGR,ALOXXXX.01-SE,Bid Week Preparation,16,Activity,Resource,2000 May
0475,unique,Hours,Manager,R413-0475-MGR,ALOXXXX.02-SE,Daily Trader/Originator Support,12.8,Activity,Resource,2000 May
0475,unique,Hours,Manager,R413-0475-MGR,ALOXXXX.03-SE,Prepare Noms/Pathing,8.8,Activity,Resource,2000 May
0475,unique,Hours,Manager,R413-0475-MGR,ALOXXXX.07-SE,Intraday Nom,3.6,Activity,Resource,2000 May
0475,unique,Hours,Manager,R413-0475-MGR,ALOXXXX.10-SE,Perform Pipeline Balancing,19.2,Activity,Resource,2000 May
0475,unique,Hours,Manager,R413-0475-MGR,ALOXXXX.11-SE,Monitor Sitara Bridge & feedback,1.6,Activity,Resource,2000 May
0475,unique,Hours,Manager,R413-0475-MGR,ALOXXXX.14-SE,Notification-New Pipe,0.4,Activity,Resource,2000 May
0475,unique,Hours,Manager,R413-0475-MGR,ALOXXXX.15-SE,Notification-New facility,0.8,Activity,Resource,2000 May
0475,unique,Hours,Manager,R413-0475-MGR,ALOXXXX.12-SE,Manage Imbalances,3.6,Activity,Resource,2000 May
0475,unique,Hours,Manager,R413-0475-MGR,ALOXXXX.22-SE,Interface w/gas control,5.6,Activity,Resource,2000 May
0475,unique,Hours,Manager,R413-0475-MGR,ALOXXXX.16-SE,End of Month Cleanup,7.2,Activity,Resource,2000 May
0475,unique,Hours,Manager,R413-0475-MGR,AOA0475.13,Logistics OA,8.8,Activity,Resource,2000 May
0475,unique,Hours,Manager,R413-0475-MGR,AOA0475.06,Operational  Process Improvement,3.6,Activity,Resource,2000 May
0475,unique,Hours,Manager,R413-0475-MGR,ABP0475.01,Bus plan/budg activities,8.8,Activity,Resource,2000 May
0475,unique,Hours,Manager,R413-0475-MGR,ABP0475.02,Commercial Related Projects,18.4,Activity,Resource,2000 May
0475,unique,Hours,Manager,R413-0475-MGR,APE0475.01,Dvlp Employee Careers,2.8,Activity,Resource,2000 May
0475,unique,Hours,Manager,R413-0475-MGR,APE0475.02,Provide Mentoring,6,Activity,Resource,2000 May
0475,unique,Hours,Manager,R413-0475-MGR,APE0475.03,Performance Feedback,8.8,Activity,Resource,2000 May
0475,unique,Hours,Manager,R413-0475-MGR,ATR0475.01,Participate in Training,14.4,Activity,Resource,2000 May
0475,unique,Hours,Manager,R413-0475-MGR,AHR0475.01,External Recruiting,3.6,Activity,Resource,2000 May
0475,unique,Hours,Manager,R413-0475-MGR,AHR0475.02,Internal Recruiting,3.6,Activity,Resource,2000 May
0475,unique,Hours,Manager,R413-0475-MGR,AHR0475.05,Orient New Employees,1.6,Activity,Resource,2000 May
0475,unique,Hours,Manager,R413-0475-MGR,ABP0475.04,Website/System Development and Coordination,0,Activity,Resource,2000 May
0475,unique,Hours,Manager,R413-0475-MGR,ABP0475.06,Special Projects-Administrative,0,Activity,Resource,2000 May
0475,unique,Hours,Manager,R413-0475-MGR,ATS0475.01,System Downtime,0,Activity,Resource,2000 May
0719,unique,Hours,Senior Specialist,R413-0719-SNRSP,ALOXXXX.15-NE,Notification-New facility,21.6,Activity,Resource,2000 May
0719,unique,Hours,Senior Specialist,R413-0719-SNRSP,ALOXXXX.02-NE,Daily Trader/Originator Support,93.6,Activity,Resource,2000 May
0719,unique,Hours,Senior Specialist,R413-0719-SNRSP,ALOXXXX.03-NE,Prepare Noms/Pathing,211.2,Activity,Resource,2000 May
0719,unique,Hours,Senior Specialist,R413-0719-SNRSP,ALOXXXX.07-NE,Intraday Nom,52.8,Activity,Resource,2000 May
0719,unique,Hours,Senior Specialist,R413-0719-SNRSP,ALOXXXX.16-NE,End of Month Cleanup,52.8,Activity,Resource,2000 May
0719,unique,Hours,Senior Specialist,R413-0719-SNRSP,ALOXXXX.10-NE,Prform Pipeline Balancing,129.6,Activity,Resource,2000 May
0719,unique,Hours,Senior Specialist,R413-0719-SNRSP,ALOXXXX.14-NE,Notification-New Pipe,9.6,Activity,Resource,2000 May
0719,unique,Hours,Senior Specialist,R413-0719-SNRSP,ALOXXXX.11-NE,Monitor Sitara Brdg & feedbck,43.2,Activity,Resource,2000 May
0719,unique,Hours,Senior Specialist,R413-0719-SNRSP,ALOXXXX.22-NE,Interface w/gas contrl,48,Activity,Resource,2000 May
0719,unique,Hours,Senior Specialist,R413-0719-SNRSP,APE0719.03,Performance Feedback,9.6,Activity,Resource,2000 May
0719,unique,Hours,Senior Specialist,R413-0719-SNRSP,ATR0719.01,Participate in Training,28.8,Activity,Resource,2000 May
0719,unique,Hours,Senior Specialist,R413-0719-SNRSP,ABP0719.02,Commercial Related Projects,43.2,Activity,Resource,2000 May
0719,unique,Hours,Senior Specialist,R413-0719-SNRSP,AOA0719.13,Logistics OA,9.6,Activity,Resource,2000 May
0719,unique,Hours,Senior Specialist,R413-0719-SNRSP,ALOXXXX.01-NE,Bid Week Preparation,100.8,Activity,Resource,2000 May
0719,unique,Hours,Senior Specialist,R413-0719-SNRSP,ALOXXXX.09-NE,Renom Activity,21.6,Activity,Resource,2000 May
0719,unique,Hours,Senior Specialist,R413-0719-SNRSP,ALOXXXX.12-NE,Manage Imbalances,24,Activity,Resource,2000 May
0719,unique,Hours,Senior Specialist,R413-0719-SNRSP,ALOXXXX.05-NE,Noms to EBB,60,Activity,Resource,2000 May
0719,unique,Hours,Senior Specialist,R413-0719-SNRSP,ABP0719.06,Special Projects-Administrative,0,Activity,Resource,2000 May
0719,unique,Hours,Senior Specialist,R413-0719-SNRSP,ATS0719.01,System Downtime,0,Activity,Resource,2000 May
0719,unique,Hours,Specialist,R413-0719-SP,ALOXXXX.15-NE,Notification-New facility,18,Activity,Resource,2000 May
