Deal ID,Counterparty,Deal Date,Deal Start Date,Deal End Date,Contract Document No.,Buy/Sell,Portfolio,Fixed Price,From Delivery Point,Volume
556646.1,Merced Irrigation District,2001-03-21 13:05:00,2001-04-01 00:00:00,2001-12-31 00:00:00,96018459,B,WEST,263,Financial Deal - R10,9
556646.1,Merced Irrigation District,2001-03-21 13:05:00,2001-04-01 00:00:00,2001-12-31 00:00:00,96018459,B,WEST,270,Financial Deal - R10,9
556646.1,Merced Irrigation District,2001-03-21 13:05:00,2001-04-01 00:00:00,2001-12-31 00:00:00,96018459,B,WEST,283,Financial Deal - R10,11
556646.1,Merced Irrigation District,2001-03-21 13:05:00,2001-04-01 00:00:00,2001-12-31 00:00:00,96018459,B,WEST,293,Financial Deal - R10,11
556646.1,Merced Irrigation District,2001-03-21 13:05:00,2001-04-01 00:00:00,2001-12-31 00:00:00,96018459,B,WEST,359,Financial Deal - R10,11
556646.2,Merced Irrigation District,2001-03-21 13:11:00,2001-04-01 00:00:00,2001-12-31 00:00:00,96018459,B,WEST,122,Financial Deal - R10,11
556646.2,Merced Irrigation District,2001-03-21 13:11:00,2001-04-01 00:00:00,2001-12-31 00:00:00,96018459,B,WEST,132,Financial Deal - R10,11
556646.2,Merced Irrigation District,2001-03-21 13:11:00,2001-04-01 00:00:00,2001-12-31 00:00:00,96018459,B,WEST,137,Financial Deal - R10,9
556646.2,Merced Irrigation District,2001-03-21 13:11:00,2001-04-01 00:00:00,2001-12-31 00:00:00,96018459,B,WEST,137,Financial Deal - R10,11
556646.2,Merced Irrigation District,2001-03-21 13:11:00,2001-04-01 00:00:00,2001-12-31 00:00:00,96018459,B,WEST,152,Financial Deal - R10,9
556646.2,Merced Irrigation District,2001-03-21 13:11:00,2001-04-01 00:00:00,2001-12-31 00:00:00,96018459,B,WEST,152,Financial Deal - R10,11
556646.2,Merced Irrigation District,2001-03-21 13:11:00,2001-04-01 00:00:00,2001-12-31 00:00:00,96018459,B,WEST,162,Financial Deal - R10,11
556744.3,Merced Irrigation District,2001-03-21 16:45:00,2001-04-01 00:00:00,2001-12-31 00:00:00,96018459,B,WEST,227,Financial Deal - COB,3.75
556744.3,Merced Irrigation District,2001-03-21 16:45:00,2001-04-01 00:00:00,2001-12-31 00:00:00,96018459,B,WEST,238,Financial Deal - COB,3.75
556744.3,Merced Irrigation District,2001-03-21 16:45:00,2001-04-01 00:00:00,2001-12-31 00:00:00,96018459,B,WEST,243,Financial Deal - COB,3.75
556744.3,Merced Irrigation District,2001-03-21 16:45:00,2001-04-01 00:00:00,2001-12-31 00:00:00,96018459,B,WEST,258,Financial Deal - COB,3.75
556744.3,Merced Irrigation District,2001-03-21 16:45:00,2001-04-01 00:00:00,2001-12-31 00:00:00,96018459,B,WEST,268,Financial Deal - COB,3.75
556744.3,Merced Irrigation District,2001-03-21 16:45:00,2001-04-01 00:00:00,2001-12-31 00:00:00,96018459,B,WEST,273,Financial Deal - COB,3.75
556744.3,Merced Irrigation District,2001-03-21 16:45:00,2001-04-01 00:00:00,2001-12-31 00:00:00,96018459,B,WEST,278,Financial Deal - COB,3.75
556744.3,Merced Irrigation District,2001-03-21 16:45:00,2001-04-01 00:00:00,2001-12-31 00:00:00,96018459,B,WEST,303,Financial Deal - COB,3.75
556963.3,Merced Irrigation District,2001-03-21 17:18:00,2001-04-01 00:00:00,2001-12-31 00:00:00,96018459,B,WEST,71,Financial Deal - SW,1.25
556963.3,Merced Irrigation District,2001-03-21 17:18:00,2001-04-01 00:00:00,2001-12-31 00:00:00,96018459,B,WEST,81,Financial Deal - SW,1.25
556963.3,Merced Irrigation District,2001-03-21 17:18:00,2001-04-01 00:00:00,2001-12-31 00:00:00,96018459,B,WEST,101,Financial Deal - SW,1.25
556963.3,Merced Irrigation District,2001-03-21 17:18:00,2001-04-01 00:00:00,2001-12-31 00:00:00,96018459,B,WEST,111,Financial Deal - SW,1.25
556963.3,Merced Irrigation District,2001-03-21 17:18:00,2001-04-01 00:00:00,2001-12-31 00:00:00,96018459,B,WEST,116,Financial Deal - SW,1.25
556963.3,Merced Irrigation District,2001-03-21 17:18:00,2001-04-01 00:00:00,2001-12-31 00:00:00,96018459,B,WEST,132,Financial Deal - SW,1.25
556963.3,Merced Irrigation District,2001-03-21 17:18:00,2001-04-01 00:00:00,2001-12-31 00:00:00,96018459,B,WEST,142,Financial Deal - SW,1.25
556963.3,Merced Irrigation District,2001-03-21 17:18:00,2001-04-01 00:00:00,2001-12-31 00:00:00,96018459,B,WEST,147,Financial Deal - SW,1.25
556963.3,Merced Irrigation District,2001-03-21 17:18:00,2001-04-01 00:00:00,2001-12-31 00:00:00,96018459,B,WEST,172,Financial Deal - SW,1.25
582887.1,Merced Irrigation District,2001-04-16 15:07:16,2001-10-01 00:00:00,2001-12-31 00:00:00,96018459,B,WEST,290,COB N/S,3.75
606345.1,Merced Irrigation District,2001-05-09 11:49:00,2003-07-01 00:00:00,2004-12-31 00:00:00,96018459,S,WEST,57,Financial Deal - R10,5
606345.2,Merced Irrigation District,2001-05-09 10:48:00,2003-07-01 00:00:00,2004-12-31 00:00:00,96018459,S,WEST,57,Financial Deal - R10,5
606345.3,Merced Irrigation District,2001-05-09 11:11:00,2003-07-01 00:00:00,2004-12-31 00:00:00,96018459,S,WEST,57,Financial Deal - R10,5
656673.1,Merced Irrigation District,2001-06-20 15:47:43,2004-01-01 00:00:00,2006-12-31 00:00:00,96018459,S,WEST,41,NP-15,5
854948.1,Merced Irrigation District,2001-11-02 13:01:05,2002-01-01 00:00:00,2002-12-31 00:00:00,96018459,B,WEST,30.5,NP-15,5
854949.1,Merced Irrigation District,2001-11-02 13:03:05,2002-01-01 00:00:00,2002-12-31 00:00:00,96018459,B,WEST,30.5,NP-15,5
854950.1,Merced Irrigation District,2001-11-02 13:07:35,2002-07-01 00:00:00,2002-09-30 00:00:00,96018459,S,WEST,52.75,NP-15,5
