,, ,, ,Socal Needles,10000,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frito Lay,27604,06/01/02-,5300,W. Tx Pool, , ,N,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2003-05-31 00:00:00,,EPFS Eddy,, ,,,,,3295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,, ,Socal Needles,3300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,, ,PG&E Topock,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,27605,06/01/02-,2700,W. Tx Pool,,,N,2700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2017-05-31 00:00:00,,,Socal Needles,2700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,This Bkdwn picks up PPL and Calpine all from WTX beginning at contract inception until term.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US Gypsum,27622,06/01/02-,4500,W. Tx Pool, , ,Y,2647,,,,,,"Except for Nov, 2002 thru Feb, 2003  4 months.  Not Avail from wtx for these months.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2014-08-31 00:00:00,,EPFS Eddy, , ,,,,,1853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,, ,, ,Socal Needles,4500,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oneok,27607,06/01/02-,1700,Westar Ward,,,N,1700,,,,,,,,,,,,,,,,,,,,,,2002-06-01 00:00:00,2002-06-30 00:00:00,,,,,,,,,2002-07-01 00:00:00,2002-10-31 00:00:00,,,,,,,,,2002-11-01 00:00:00,2003-02-28 00:00:00,,,,,,,,,2003-03-01 00:00:00,2003-05-31 00:00:00,,,,,,,,,,2003-06-01 00:00:00,2004-03-31 00:00:00,,,,,,,,,,2003-04-01 00:00:00,2017-05-31 00:00:00,,,,,,,,,,2017-06-01 00:00:00,2017-06-30 00:00:00,,,,,,,,,,2017-07-01 00:00:00,2999-12-31 00:00:00,,,,,,,
,,2003-05-31 00:00:00,,,Socal Needles,1700,,,,,,,,,,,,,,,,,,,,,,,REC,WTX,PH,Central,eddy/epfs,,DEL,Griffith,Needles,Topock,,WTX,PH,Central,eddy/epfs,,DEL,Griffith,Needles,Topock,,WTX,PH,Central,eddy/epfs,,DEL,Griffith,Needles,Topock,,WTX,PH,Central,eddy/epfs,,DEL,Griffith,Needles,Topock,,,WTX,PH,Central,eddy/epfs,,DEL,Griffith,Needles,Topock,,,WTX,PH,Central,eddy/epfs,,DEL,Griffith,Needles,Topock,,,WTX,PH,Central,eddy/epfs,,DEL,Griffith,Needles,Topock,,,WTX,PH,Central,eddy/epfs,,DEL,Griffith,Needles,Topock
 , ,06/01/03-,5000,Westar Ward,,,,5000,,,,,,2001-12-04 00:00:00,,,POI's,58646,58647,58649,78093,,,78069,10487,56698,,,27641,20000,0,,,,,8000,12000,,,20000,0,,,,,8000,12000,,,14265,0,,5735,,,8000,12000,,,20000,0,,,,,8000,12000,,,,20000,0,,,,,8000,12000,,,,20000,0,,,,,8000,12000,,,,20000,0,,,,,8000,12000,,,,20000,0,,,,,8000,12000,
,,2004-03-31 00:00:00,,,Socal Needles,5000,,,,,,,,,Adm cr# 27698,Adm cr# 27698,,WTX,PH,Agave,EPFS/Eddy,,DEL,Griffith,Needles,Topock,,,27608,5882,,,4118,,,,10000,,,5882,,,4118,,,,10000,,,5882,,,4118,,,,10000,,,5882,,,4118,,,,10000,,,,5882,,,4118,,,,10000,,,,5882,,,4118,,,,10000,,,,5882,,,4118,,,,10000,,,,5882,,,4118,,,,10000,
,,,,,, ,,,,,,,,,2002-06-01 00:00:00,2002-06-30 00:00:00,,42434,53300,15000,9266,120000.0,,8000,50000,62000,,,27604,2005,,,3295,,,,3300,2000,,2005,,,3295,,,,3300,2000,,2005,,,3295,,,,3300,2000,,2005,,,3295,,,,3300,2000,,, ,,,0,,,,,,,, ,,,0,,,,,,,, ,,,0,,,,,,,, ,,,0,,,,,
Calpine,27642,07/01/02-,40000,W. Tx Pool, , ,N,33529,,,,,,,2002-07-01 00:00:00,2002-10-31 00:00:00,,82434,13300,15000,9266,120000.0,,8000,50000,62000,,,27605,2700,,,,,,,2700,,,2700,,,,,,,2700,,,2700,,,,,,,2700,,,2700,,,,,,,2700,,,,2700,,,,,,,2700,0,,,2700,,,,,,,2700,,,,0,,,,,,,,,,,0,,,,,,,,
,,2017-06-30 00:00:00, ,EOT, , ,,, ,,6471,,,,2002-11-01 00:00:00,2003-02-28 00:00:00,,70228,13300,15000,21472,120000.0,,8000,50000,62000,,,27622,2647,,,1853,,,,4500,,,2647,,,1853,,,,4500,,,2647,,,1853,,,,4500,,,2647,,,1853,,,,4500,,,,2647,,,1853,,,,4500,,,,2647,,,1853,,,,4500,,,,2647,,,1853,,,,4500,,,,2647,,,1853,,,,4500,
,, , , ,PG&E Topock,40000,,, ,,,,,,2003-03-01 00:00:00,2003-05-31 00:00:00,,82434,13300,15000,9266,120000.0,,8000,50000,62000,,,27607,1700,,,,,,,1700,,,1700,,,,,,,1700,,,1700,,,,,,,1700,,,1700,,,,,,,1700,,,,5000,,,,,,,5000,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,
,,,,,,,,,,,,,,,2003-06-01 00:00:00,2004-03-31 00:00:00,,83729,15300,15000,5971,120000.0,,8000,50000,62000,,,27642,,,,,,,,,,,40000, ,,0,,,,,40000,,33529, ,,6471,,,,,40000,,40000, ,,0,,,,,40000,,,40000, ,,0,,,,,40000,,,40000, ,,0,,,,,40000,,,40000, ,,0,,,,,40000,,,0, ,,0,,,,,
BP Energy,27609,06/01/02-,15000,Agave (new At#2),,,Y,,,15000,,,,,2004-04-01 00:00:00,2017-05-31 00:00:00,,78729,20300,15000,5971,120000.0,,8000,50000,62000,,,27649,7500,,,,,,,,7500,,7500,,,,,,,,7500,,7500,,,,,,,,7500,,7500,,,,,,,,7500,,,7500,,,,,,,,7500,,,7500,,,,,,,,7500,,,7500,,,,,,,,7500,,,7500,,,,,,,,7500
,,2012-05-31 00:00:00,, ,Socal Needles,15000,,,,,,,,,2017-06-01 00:00:00,2017-06-30 00:00:00,,76029,23000,15000,5971,120000.0,,8000,50000,62000,,,27609,,,15000,,,,,15000,,,,,15000,,,,,15000,,,,,15000,,,,,15000,,,,,15000,,,,,15000,,,,,,15000,,,,,15000,,,,,,15000,,,,,15000,,,,,,15000,,,,,15000,,,,,,15000,,,,,15000,
,,,,,,,,,,,,,,,2017-07-01 00:00:00,2999-12-31 00:00:00,,36029,63000,15000,5971,120000.0,,8000,50000,62000,,,Balance,,53300,,,,,,800,52500,,,13300,,,,,,800,12500,,,13300,,,,,,800,12500,,,13300,,,,,,800,12500,,,,15300,,,,,,800,14500,,,,20300,,,,,,5800,14500,,,,23000,,,,,,8500,14500,,,,63000,,,,,,8500,54500
PPL,27649,06/01/02-,7500,W. Tx Pool,,,Y,7500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2007-05-31 00:00:00,,,PG&E Topock,7500,,,,,,,,,,,,,,,,,,,,,,,,42434,53300,15000,9266,120000.0,,8000,50000,62000,,82434,13300,15000,9266,120000.0,,8000,50000,62000,,70228,13300,15000,21472,120000.0,,8000,50000,62000,,82434,13300,15000,9266,120000.0,,8000,50000,62000,,,83729,15300,15000,5971,120000.0,,8000,50000,62000,,,78729,20300,15000,5971,120000.0,,8000,50000,62000,,,76029,23000,15000,5971,120000.0,,8000,50000,62000,,,36029,63000,15000,5971,120000.0,,8000,50000,62000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(balance),, ,800,PH Pool,Needles,800,,,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(balance),, ,42500,PH Pool,PG&E Topock,42500,,,12500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Sold,106700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Allocated,120000,,70228,19035,15000,15737,120000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
