PIPELINE_ID,DATA_REFERENCE_NUM,FLOW_TYPE_CD,YEAR,MONTH,DAY,EFFECTIVE_DTM By Month,REGION_NAME,UTILIZED_CAPACITY_QTY,PIPELINE_CYCLE_ID
4,481,D,1999,1,11,January 1999,,60692,13
4,481,D,1999,1,12,January 1999,,70568,13
4,481,D,1999,1,13,January 1999,,68841,13
4,481,D,1999,1,14,January 1999,,71179,13
4,481,D,1999,1,15,January 1999,,62754,13
4,481,D,1999,1,16,January 1999,,46350,13
4,481,D,1999,1,17,January 1999,,46350,13
4,481,D,1999,1,18,January 1999,,69278,13
4,481,D,1999,1,19,January 1999,,69371,13
4,481,D,1999,1,20,January 1999,,69270,13
4,481,D,1999,1,21,January 1999,,69827,13
4,481,D,1999,1,22,January 1999,,70139,13
4,481,D,1999,1,23,January 1999,,70808,13
4,481,D,1999,1,24,January 1999,,67808,13
4,481,D,1999,1,25,January 1999,,69182,13
4,481,D,1999,1,26,January 1999,,69183,13
4,481,D,1999,1,27,January 1999,,51655,13
4,481,D,1999,1,28,January 1999,,27729,13
4,481,D,1999,1,29,January 1999,,29372,13
4,481,D,1999,1,30,January 1999,,49603,13
4,481,D,1999,1,31,January 1999,,54003,13
4,481,D,1999,2,1,February 1999,,48875,13
4,481,D,1999,2,2,February 1999,,53804,13
4,481,D,1999,2,3,February 1999,,58815,13
4,481,D,1999,2,4,February 1999,,58749,13
4,481,D,1999,2,5,February 1999,,58303,13
4,481,D,1999,2,6,February 1999,,56512,13
4,481,D,1999,2,7,February 1999,,56512,13
4,481,D,1999,2,8,February 1999,,59543,13
4,481,D,1999,2,9,February 1999,,37175,13
4,481,D,1999,2,10,February 1999,,29930,13
4,481,D,1999,2,11,February 1999,,35143,13
4,481,D,1999,2,12,February 1999,,33555,13
4,481,D,1999,2,13,February 1999,,45873,13
4,481,D,1999,2,14,February 1999,,47848,13
4,481,D,1999,2,15,February 1999,,46505,13
4,481,D,1999,2,16,February 1999,,46151,13
4,481,D,1999,2,17,February 1999,,51261,13
4,481,D,1999,2,18,February 1999,,54655,13
4,481,D,1999,2,19,February 1999,,39892,13
4,481,D,1999,2,20,February 1999,,34547,13
4,481,D,1999,2,21,February 1999,,34917,13
4,481,D,1999,2,22,February 1999,,42083,13
4,481,D,1999,2,23,February 1999,,32206,13
4,481,D,1999,2,24,February 1999,,32137,13
4,481,D,1999,2,25,February 1999,,42563,13
4,481,D,1999,2,26,February 1999,,31663,13
4,481,D,1999,2,27,February 1999,,31963,13
4,481,D,1999,2,28,February 1999,,31963,13
4,481,D,1999,3,1,March 1999,,15784,13
4,481,D,1999,3,2,March 1999,,20784,13
4,481,D,1999,3,3,March 1999,,21122,13
4,481,D,1999,3,4,March 1999,,22012,13
4,481,D,1999,3,5,March 1999,,22032,13
4,481,D,1999,3,6,March 1999,,15941,13
4,481,D,1999,3,7,March 1999,,15941,13
4,481,D,1999,3,8,March 1999,,13085,13
4,481,D,1999,3,9,March 1999,,14589,13
4,481,D,1999,3,10,March 1999,,14670,13
4,481,D,1999,3,11,March 1999,,18478,13
4,481,D,1999,3,12,March 1999,,18578,13
4,481,D,1999,3,13,March 1999,,16551,13
4,481,D,1999,3,14,March 1999,,16453,13
4,481,D,1999,3,15,March 1999,,18300,13
4,481,D,1999,3,16,March 1999,,17369,13
4,481,D,1999,3,17,March 1999,,17474,13
4,481,D,1999,3,18,March 1999,,17384,13
4,481,D,1999,3,19,March 1999,,19008,13
4,481,D,1999,3,20,March 1999,,15224,13
4,481,D,1999,3,21,March 1999,,15224,13
4,481,D,1999,3,22,March 1999,,17589,13
4,481,D,1999,3,23,March 1999,,18576,13
4,481,D,1999,3,24,March 1999,,17864,13
4,481,D,1999,3,25,March 1999,,16957,13
4,481,D,1999,3,26,March 1999,,17467,13
4,481,D,1999,3,27,March 1999,,16399,13
4,481,D,1999,3,28,March 1999,,14917,13
4,481,D,1999,3,29,March 1999,,19633,13
4,481,D,1999,3,30,March 1999,,18975,13
4,481,D,1999,3,31,March 1999,,20027,13
4,481,D,1999,4,1,April 1999,,15969,13
4,481,D,1999,4,2,April 1999,,16464,13
4,481,D,1999,4,3,April 1999,,14964,13
4,481,D,1999,4,4,April 1999,,14964,13
4,481,D,1999,4,5,April 1999,,16564,13
4,481,D,1999,4,6,April 1999,,16564,13
4,481,D,1999,4,7,April 1999,,22914,13
4,481,D,1999,4,8,April 1999,,22064,13
4,481,D,1999,4,9,April 1999,,21911,13
4,481,D,1999,4,10,April 1999,,16405,13
4,481,D,1999,4,11,April 1999,,16405,13
4,481,D,1999,4,12,April 1999,,16472,13
4,481,D,1999,4,13,April 1999,,14473,13
4,481,D,1999,4,14,April 1999,,13114,13
4,481,D,1999,4,15,April 1999,,13114,13
4,481,D,1999,4,16,April 1999,,13964,13
4,481,D,1999,4,17,April 1999,,11401,13
4,481,D,1999,4,18,April 1999,,11401,13
4,481,D,1999,4,19,April 1999,,15050,13
4,481,D,1999,4,20,April 1999,,15050,13
4,481,D,1999,4,21,April 1999,,15000,13
4,481,D,1999,4,22,April 1999,,13800,13
4,481,D,1999,4,23,April 1999,,13950,13
4,481,D,1999,4,24,April 1999,,14970,13
4,481,D,1999,4,25,April 1999,,8370,13
4,481,D,1999,4,26,April 1999,,21290,13
4,481,D,1999,4,27,April 1999,,14774,13
4,481,D,1999,4,28,April 1999,,14577,13
4,481,D,1999,4,29,April 1999,,12518,13
4,481,D,1999,4,30,April 1999,,12087,13
4,481,D,1999,5,1,May 1999,,12107,13
4,481,D,1999,5,2,May 1999,,12107,13
4,481,D,1999,5,3,May 1999,,13467,13
4,481,D,1999,5,4,May 1999,,21327,13
4,481,D,1999,5,5,May 1999,,18144,13
4,481,D,1999,5,6,May 1999,,14814,13
4,481,D,1999,5,7,May 1999,,14664,13
4,481,D,1999,5,8,May 1999,,8969,13
4,481,D,1999,5,9,May 1999,,9117,13
4,481,D,1999,5,10,May 1999,,17117,13
4,481,D,1999,5,11,May 1999,,18922,13
4,481,D,1999,5,12,May 1999,,19171,13
4,481,D,1999,5,13,May 1999,,22322,13
4,481,D,1999,5,14,May 1999,,22132,13
4,481,D,1999,5,15,May 1999,,22397,13
4,481,D,1999,5,16,May 1999,,21936,13
4,481,D,1999,5,17,May 1999,,27272,13
4,481,D,1999,5,18,May 1999,,23922,13
4,481,D,1999,5,19,May 1999,,14571,13
4,481,D,1999,5,20,May 1999,,14912,13
4,481,D,1999,5,21,May 1999,,14212,13
4,481,D,1999,5,22,May 1999,,12757,13
4,481,D,1999,5,23,May 1999,,12757,13
4,481,D,1999,5,24,May 1999,,13330,13
4,481,D,1999,5,25,May 1999,,12602,13
4,481,D,1999,5,26,May 1999,,10804,13
4,481,D,1999,5,27,May 1999,,12306,13
4,481,D,1999,5,28,May 1999,,11871,13
4,481,D,1999,5,29,May 1999,,6307,13
4,481,D,1999,5,30,May 1999,,6307,13
4,481,D,1999,5,31,May 1999,,7298,13
4,481,D,1999,6,1,June 1999,,11922,13
4,481,D,1999,6,2,June 1999,,11922,13
4,481,D,1999,6,3,June 1999,,11922,13
4,481,D,1999,6,4,June 1999,,11902,13
4,481,D,1999,6,5,June 1999,,9867,13
4,481,D,1999,6,6,June 1999,,9867,13
4,481,D,1999,6,7,June 1999,,11394,13
4,481,D,1999,6,8,June 1999,,11627,13
4,481,D,1999,6,9,June 1999,,11144,13
4,481,D,1999,6,10,June 1999,,16757,13
4,481,D,1999,6,11,June 1999,,17757,13
4,481,D,1999,6,12,June 1999,,10528,13
4,481,D,1999,6,13,June 1999,,10528,13
4,481,D,1999,6,14,June 1999,,12428,13
4,481,D,1999,6,15,June 1999,,11244,13
4,481,D,1999,6,16,June 1999,,10875,13
4,481,D,1999,6,17,June 1999,,9560,13
4,481,D,1999,6,18,June 1999,,9790,13
4,481,D,1999,6,19,June 1999,,7260,13
4,481,D,1999,6,20,June 1999,,6751,13
4,481,D,1999,6,21,June 1999,,9339,13
4,481,D,1999,6,22,June 1999,,11480,13
4,481,D,1999,6,23,June 1999,,14500,13
4,481,D,1999,6,24,June 1999,,15362,13
4,481,D,1999,6,25,June 1999,,14436,13
4,481,D,1999,6,26,June 1999,,8697,13
4,481,D,1999,6,27,June 1999,,8511,13
4,481,D,1999,6,28,June 1999,,9526,13
4,481,D,1999,6,29,June 1999,,10322,13
4,481,D,1999,6,30,June 1999,,19399,13
4,481,D,1999,7,1,July 1999,,10215,13
4,481,D,1999,7,2,July 1999,,9594,13
4,481,D,1999,7,3,July 1999,,7098,13
4,481,D,1999,7,4,July 1999,,6654,13
4,481,D,1999,7,5,July 1999,,7016,13
4,481,D,1999,7,6,July 1999,,10063,13
4,481,D,1999,7,7,July 1999,,10063,13
4,481,D,1999,7,8,July 1999,,9629,13
4,481,D,1999,7,9,July 1999,,10140,13
4,481,D,1999,7,10,July 1999,,8240,13
4,481,D,1999,7,11,July 1999,,8263,13
4,481,D,1999,7,12,July 1999,,14456,13
4,481,D,1999,7,13,July 1999,,14469,13
4,481,D,1999,7,14,July 1999,,14577,13
4,481,D,1999,7,15,July 1999,,13753,13
4,481,D,1999,7,16,July 1999,,13779,13
4,481,D,1999,7,17,July 1999,,9229,13
4,481,D,1999,7,18,July 1999,,9205,13
4,481,D,1999,7,19,July 1999,,11079,13
4,481,D,1999,7,20,July 1999,,11476,13
4,481,D,1999,7,21,July 1999,,11748,13
4,481,D,1999,7,22,July 1999,,11023,13
4,481,D,1999,7,23,July 1999,,10107,13
4,481,D,1999,7,24,July 1999,,8883,13
4,481,D,1999,7,25,July 1999,,8883,13
4,481,D,1999,7,26,July 1999,,13885,13
4,481,D,1999,7,27,July 1999,,15100,13
4,481,D,1999,7,28,July 1999,,15170,13
4,481,D,1999,7,29,July 1999,,13651,13
4,481,D,1999,7,30,July 1999,,8031,13
4,481,D,1999,7,31,July 1999,,9206,13
4,481,D,1999,8,1,August 1999,,8209,13
4,481,D,1999,8,2,August 1999,,9259,13
4,481,D,1999,8,3,August 1999,,9259,13
4,481,D,1999,8,4,August 1999,,18213,13
4,481,D,1999,8,5,August 1999,,9309,13
4,481,D,1999,8,6,August 1999,,10309,13
4,481,D,1999,8,7,August 1999,,6214,13
4,481,D,1999,8,8,August 1999,,7947,13
4,481,D,1999,8,9,August 1999,,10056,13
4,481,D,1999,8,10,August 1999,,10098,13
4,481,D,1999,8,11,August 1999,,17948,13
4,481,D,1999,8,12,August 1999,,14820,13
4,481,D,1999,8,13,August 1999,,14095,13
4,481,D,1999,8,14,August 1999,,15947,13
4,481,D,1999,8,15,August 1999,,15947,13
4,481,D,1999,8,16,August 1999,,16204,13
4,481,D,1999,8,17,August 1999,,16204,13
4,481,D,1999,8,18,August 1999,,16484,13
4,481,D,1999,8,19,August 1999,,14836,13
4,481,D,1999,8,20,August 1999,,14919,13
4,481,D,1999,8,21,August 1999,,12624,13
4,481,D,1999,8,22,August 1999,,12624,13
4,481,D,1999,8,23,August 1999,,11064,13
4,481,D,1999,8,24,August 1999,,17230,13
4,481,D,1999,8,25,August 1999,,17905,13
4,481,D,1999,8,26,August 1999,,18305,13
4,481,D,1999,8,27,August 1999,,18205,13
4,481,D,1999,8,28,August 1999,,11025,13
4,481,D,1999,8,29,August 1999,,10525,13
4,481,D,1999,8,30,August 1999,,14959,13
4,481,D,1999,8,31,August 1999,,10250,13
4,481,D,1999,9,1,September 1999,,10986,13
4,481,D,1999,9,2,September 1999,,10986,13
4,481,D,1999,9,3,September 1999,,9495,13
4,481,D,1999,9,4,September 1999,,7320,13
4,481,D,1999,9,5,September 1999,,7320,13
4,481,D,1999,9,6,September 1999,,7370,13
4,481,D,1999,9,7,September 1999,,9764,13
4,481,D,1999,9,8,September 1999,,9764,13
4,481,D,1999,9,9,September 1999,,11753,13
4,481,D,1999,9,10,September 1999,,21753,13
4,481,D,1999,9,11,September 1999,,12603,13
4,481,D,1999,9,12,September 1999,,12603,13
4,481,D,1999,9,13,September 1999,,14078,13
4,481,D,1999,9,14,September 1999,,14366,13
4,481,D,1999,9,15,September 1999,,9066,13
4,481,D,1999,9,16,September 1999,,8535,13
4,481,D,1999,9,17,September 1999,,19535,13
4,481,D,1999,9,18,September 1999,,9156,13
4,481,D,1999,9,19,September 1999,,9146,13
4,481,D,1999,9,20,September 1999,,8629,13
4,481,D,1999,9,21,September 1999,,8630,13
4,481,D,1999,9,22,September 1999,,8581,13
4,481,D,1999,9,23,September 1999,,9681,13
4,481,D,1999,9,24,September 1999,,9681,13
4,481,D,1999,9,25,September 1999,,11596,13
4,481,D,1999,9,26,September 1999,,11596,13
4,481,D,1999,9,27,September 1999,,12171,13
4,481,D,1999,9,28,September 1999,,12081,13
4,481,D,1999,9,29,September 1999,,17342,13
4,481,D,1999,9,30,September 1999,,28608,13
4,481,D,1999,10,1,October 1999,,13030,13
4,481,D,1999,10,2,October 1999,,13030,13
4,481,D,1999,10,3,October 1999,,13030,13
4,481,D,1999,10,4,October 1999,,14072,13
4,481,D,1999,10,5,October 1999,,14072,13
4,481,D,1999,10,6,October 1999,,14072,13
4,481,D,1999,10,7,October 1999,,20232,13
4,481,D,1999,10,8,October 1999,,19483,13
4,481,D,1999,10,9,October 1999,,15445,13
4,481,D,1999,10,10,October 1999,,15445,13
4,481,D,1999,10,11,October 1999,,17320,13
4,481,D,1999,10,12,October 1999,,17320,13
4,481,D,1999,10,13,October 1999,,19353,13
4,481,D,1999,10,14,October 1999,,24583,13
4,481,D,1999,10,15,October 1999,,23801,13
4,481,D,1999,10,16,October 1999,,13041,13
4,481,D,1999,10,17,October 1999,,13041,13
4,481,D,1999,10,18,October 1999,,15260,13
4,481,D,1999,10,19,October 1999,,15260,13
4,481,D,1999,10,20,October 1999,,24319,13
4,481,D,1999,10,21,October 1999,,23653,13
4,481,D,1999,10,22,October 1999,,23762,13
4,481,D,1999,10,23,October 1999,,12869,13
4,481,D,1999,10,24,October 1999,,12869,13
4,481,D,1999,10,25,October 1999,,13803,13
4,481,D,1999,10,26,October 1999,,13108,13
4,481,D,1999,10,27,October 1999,,13160,13
4,481,D,1999,10,28,October 1999,,22943,13
4,481,D,1999,10,29,October 1999,,22491,13
4,481,D,1999,10,30,October 1999,,27446,13
4,481,D,1999,10,31,October 1999,,27446,13
4,481,D,1999,11,1,November 1999,,11739,13
4,481,D,1999,11,2,November 1999,,58665,13
4,481,D,1999,11,3,November 1999,,105753,13
4,481,D,1999,11,4,November 1999,,92020,13
4,481,D,1999,11,5,November 1999,,57368,13
4,481,D,1999,11,6,November 1999,,48808,13
4,481,D,1999,11,7,November 1999,,49111,13
4,481,D,1999,11,8,November 1999,,51399,13
4,481,D,1999,11,9,November 1999,,48351,13
4,481,D,1999,11,10,November 1999,,48341,13
4,481,D,1999,11,11,November 1999,,53299,13
4,481,D,1999,11,12,November 1999,,53993,13
4,481,D,1999,11,13,November 1999,,52824,13
4,481,D,1999,11,14,November 1999,,52443,13
4,481,D,1999,11,15,November 1999,,55973,13
4,481,D,1999,11,16,November 1999,,54515,13
4,481,D,1999,11,17,November 1999,,54540,13
4,481,D,1999,11,18,November 1999,,68301,13
4,481,D,1999,11,19,November 1999,,55967,13
4,481,D,1999,11,20,November 1999,,57080,13
4,481,D,1999,11,21,November 1999,,57080,13
4,481,D,1999,11,22,November 1999,,59645,13
4,481,D,1999,11,23,November 1999,,57839,13
4,481,D,1999,11,24,November 1999,,59760,13
4,481,D,1999,11,25,November 1999,,53600,13
4,481,D,1999,11,26,November 1999,,51815,13
4,481,D,1999,11,27,November 1999,,51816,13
4,481,D,1999,11,28,November 1999,,51815,13
4,481,D,1999,11,29,November 1999,,51940,13
4,481,D,1999,11,30,November 1999,,57665,13
4,481,D,1999,12,1,December 1999,,65698,13
4,481,D,1999,12,2,December 1999,,65699,13
4,481,D,1999,12,3,December 1999,,65698,13
4,481,D,1999,12,4,December 1999,,60983,13
4,481,D,1999,12,5,December 1999,,64288,13
4,481,D,1999,12,6,December 1999,,67763,13
4,481,D,1999,12,7,December 1999,,67763,13
4,481,D,1999,12,8,December 1999,,67953,13
4,481,D,1999,12,9,December 1999,,68303,13
4,481,D,1999,12,10,December 1999,,66320,13
4,481,D,1999,12,11,December 1999,,81904,13
4,481,D,1999,12,12,December 1999,,81904,13
4,481,D,1999,12,13,December 1999,,67493,13
4,481,D,1999,12,14,December 1999,,67380,13
4,481,D,1999,12,15,December 1999,,58930,13
4,481,D,1999,12,16,December 1999,,67812,13
4,481,D,1999,12,17,December 1999,,58517,13
4,481,D,1999,12,18,December 1999,,50602,13
4,481,D,1999,12,19,December 1999,,50603,13
4,481,D,1999,12,20,December 1999,,51901,13
4,481,D,1999,12,21,December 1999,,63667,13
4,481,D,1999,12,22,December 1999,,84645,13
4,481,D,1999,12,23,December 1999,,89578,13
4,481,D,1999,12,24,December 1999,,71529,13
4,481,D,1999,12,25,December 1999,,70799,13
4,481,D,1999,12,26,December 1999,,70799,13
4,481,D,1999,12,27,December 1999,,58838,13
4,481,D,1999,12,28,December 1999,,62618,13
4,481,D,1999,12,29,December 1999,,57874,13
4,481,D,1999,12,30,December 1999,,61003,13
4,481,D,1999,12,31,December 1999,,64207,13
4,481,D,2000,1,1,January 2000,,56383,13
4,481,D,2000,1,2,January 2000,,56403,13
4,481,D,2000,1,3,January 2000,,54565,13
4,481,D,2000,1,4,January 2000,,57554,13
4,481,D,2000,1,5,January 2000,,53123,13
4,481,D,2000,1,6,January 2000,,57906,13
4,481,D,2000,1,7,January 2000,,60790,13
4,481,D,2000,1,8,January 2000,,63592,13
4,481,D,2000,1,9,January 2000,,60550,13
4,481,D,2000,1,10,January 2000,,64698,13
4,481,D,2000,1,11,January 2000,,61335,13
4,481,D,2000,1,12,January 2000,,64210,13
4,481,D,2000,1,13,January 2000,,64550,13
4,481,D,2000,1,14,January 2000,,65204,13
4,481,D,2000,1,15,January 2000,,58188,13
4,481,D,2000,1,16,January 2000,,63147,13
4,481,D,2000,1,17,January 2000,,106552,13
4,481,D,2000,1,18,January 2000,,61582,13
4,481,D,2000,1,19,January 2000,,53556,13
4,481,D,2000,1,20,January 2000,,57873,13
4,481,D,2000,1,21,January 2000,,56653,13
4,481,D,2000,1,22,January 2000,,55905,13
4,481,D,2000,1,23,January 2000,,56614,13
4,481,D,2000,1,24,January 2000,,56863,13
4,481,D,2000,1,25,January 2000,,57239,13
4,481,D,2000,1,26,January 2000,,57328,13
4,481,D,2000,1,27,January 2000,,57608,13
4,481,D,2000,1,28,January 2000,,50666,13
4,481,D,2000,1,29,January 2000,,54708,13
4,481,D,2000,1,30,January 2000,,56469,13
4,481,D,2000,1,31,January 2000,,56194,13
4,481,D,2000,2,1,February 2000,,52250,13
4,481,D,2000,2,2,February 2000,,56645,13
4,481,D,2000,2,3,February 2000,,58571,13
4,481,D,2000,2,4,February 2000,,59215,13
4,481,D,2000,2,5,February 2000,,57145,13
4,481,D,2000,2,6,February 2000,,57145,13
4,481,D,2000,2,7,February 2000,,54794,13
4,481,D,2000,2,8,February 2000,,54795,13
4,481,D,2000,2,9,February 2000,,54890,13
4,481,D,2000,2,10,February 2000,,66329,13
4,481,D,2000,2,11,February 2000,,55942,13
4,481,D,2000,2,12,February 2000,,55155,13
4,481,D,2000,2,13,February 2000,,55242,13
4,481,D,2000,2,14,February 2000,,55821,13
4,481,D,2000,2,15,February 2000,,54462,13
4,481,D,2000,2,16,February 2000,,56052,13
4,481,D,2000,2,17,February 2000,,64896,13
4,481,D,2000,2,18,February 2000,,111498,13
4,481,D,2000,2,19,February 2000,,55290,13
4,481,D,2000,2,20,February 2000,,52340,13
4,481,D,2000,2,21,February 2000,,56107,13
4,481,D,2000,2,22,February 2000,,56111,13
4,481,D,2000,2,23,February 2000,,105690,13
4,481,D,2000,2,24,February 2000,,75797,13
4,481,D,2000,2,25,February 2000,,53566,13
4,481,D,2000,2,26,February 2000,,53322,13
4,481,D,2000,2,27,February 2000,,53322,13
4,481,D,2000,2,28,February 2000,,51280,13
4,481,D,2000,2,29,February 2000,,52859,13
4,481,D,2000,3,1,March 2000,,42180,13
4,481,D,2000,3,2,March 2000,,42179,13
4,481,D,2000,3,3,March 2000,,45155,13
4,481,D,2000,3,4,March 2000,,44735,13
4,481,D,2000,3,5,March 2000,,44735,13
4,481,D,2000,3,6,March 2000,,45354,13
4,481,D,2000,3,7,March 2000,,45355,13
4,481,D,2000,3,8,March 2000,,45735,13
4,481,D,2000,3,9,March 2000,,46744,13
4,481,D,2000,3,10,March 2000,,48710,13
4,481,D,2000,3,11,March 2000,,49130,13
4,481,D,2000,3,12,March 2000,,49049,13
4,481,D,2000,3,13,March 2000,,46491,13
4,481,D,2000,3,14,March 2000,,45286,13
4,481,D,2000,3,15,March 2000,,47886,13
4,481,D,2000,3,16,March 2000,,47376,13
4,481,D,2000,3,17,March 2000,,49690,13
4,481,D,2000,3,18,March 2000,,45546,13
4,481,D,2000,3,19,March 2000,,45546,13
4,481,D,2000,3,20,March 2000,,45545,13
4,481,D,2000,3,21,March 2000,,45546,13
4,481,D,2000,3,22,March 2000,,44967,13
4,481,D,2000,3,23,March 2000,,49267,13
4,481,D,2000,3,24,March 2000,,49257,13
4,481,D,2000,3,25,March 2000,,46716,13
4,481,D,2000,3,26,March 2000,,46716,13
4,481,D,2000,3,27,March 2000,,45250,13
4,481,D,2000,3,28,March 2000,,44854,13
4,481,D,2000,3,29,March 2000,,47075,13
4,481,D,2000,3,30,March 2000,,47845,13
4,481,D,2000,3,31,March 2000,,48784,13
4,481,D,2000,4,1,April 2000,,43798,13
4,481,D,2000,4,2,April 2000,,43798,13
4,481,D,2000,4,3,April 2000,,45152,13
4,481,D,2000,4,4,April 2000,,48452,13
4,481,D,2000,4,5,April 2000,,49826,13
4,481,D,2000,4,6,April 2000,,46245,13
4,481,D,2000,4,7,April 2000,,52023,13
4,481,D,2000,4,8,April 2000,,46242,13
4,481,D,2000,4,9,April 2000,,46241,13
4,481,D,2000,4,10,April 2000,,49291,13
4,481,D,2000,4,11,April 2000,,45829,13
4,481,D,2000,4,12,April 2000,,45639,13
4,481,D,2000,4,13,April 2000,,46423,13
4,481,D,2000,4,14,April 2000,,49992,13
4,481,D,2000,4,15,April 2000,,54081,13
4,481,D,2000,4,16,April 2000,,54081,13
4,481,D,2000,4,17,April 2000,,55259,13
4,481,D,2000,4,18,April 2000,,51542,13
4,481,D,2000,4,19,April 2000,,50137,13
4,481,D,2000,4,20,April 2000,,55406,13
4,481,D,2000,4,21,April 2000,,40129,13
4,481,D,2000,4,22,April 2000,,55610,13
4,481,D,2000,4,23,April 2000,,55611,13
4,481,D,2000,4,24,April 2000,,54127,13
4,481,D,2000,4,25,April 2000,,54125,13
4,481,D,2000,4,26,April 2000,,54301,13
