, ,,,,,,,,
,L-P Financial Hedges,Hedge all L-P gas load,2001-05-15 00:00:00,Q4,,100000,0.5,50000,Waiting on additional management approval
,Cascade,Marketing Partnership,2001-09-06 00:00:00,Q4,,20000,0.4,8000,Got most of business outside agreement
,Shell Refining,Gas for Toll,2001-08-10 00:00:00,Q4,,50000,0.25,12500,Working on term sheet
,Sempra Hedge,Gas and Power Deal,2001-09-21 00:00:00,Q4,,75000,0.05,3750,Credit issue can probably not be resolved
,DQ Power Gas Supply,Gas supply for turbine,2001-06-01 00:00:00,Q4,,100000,0.75,75000,Closed 2 mo deal - Working on extension
,Port of Morrow,Gas supply for turbine,2001-05-01 00:00:00,Q4,,50000,0.2,10000,Done
,Kaiser Aluminum,Hedge Index Exposure,2001-11-05 00:00:00,"Q1, 2002",,5000,0.4,2000,Working on credit issues
,BP,El Paso Capacity,2001-11-05 00:00:00,"Q4, 2002",,2000000,0.1,200000,Working on deal structure
,Willamette Industries,Hedge for all Facilities,2001-05-15 00:00:00,Q4,,100000,0.2,20000,Working on Master/EES created huge problem
,,,,,,,,,
,,,,,,,,388750,
,,,,,,,,,
,,,,,,,,,
Kim Ward,Tucson Electric,summer spread swap;gas hedges,2001-07-25 00:00:00,"Q1, 2002",Y,40000,0.6,24000,
,HESCO,socal fixed price deals,2001-05-31 00:00:00,Q4,N,10000,0.2,2000,continuous
,SMUD,summer nymex,2001-10-25 00:00:00,Q4,N,0,0.3,0,
,Merced,swap for 3/2003 through 12/2005,2001-09-01 00:00:00,Q4,Y,0,0.6,0,won't do business with us at this time.
,"Glendale, City of",4000/d at aeco,2001-03-01 00:00:00,Q4,N,15000,0.3,4500,ISDA executed.
,"Santa Clara, city of ",Oct. 1 gas supply for new plant,2001-03-01 00:00:00,"Q1, 2002",N,30000,0.1,3000,Product/Price negotiations
,Pasadena,summer swaps,2001-10-01 00:00:00,Q4,N,7000,1,7000,DONE
,Panda Resources,10 year gs supply,2001-10-01 00:00:00,"Q1, 2002",N,1000000,0.05,50000,contract & credit negotiations
,Knauf Fiberglass,1 year gas supply,2001-04-15 00:00:00,Q4,N,20000,0.5,10000,
,"Las Cruces, NM",1 year out of Oct. 02,2001-06-10 00:00:00,"Q2, 2002",N,15000,0.1,1500,met minimum requirments to qualify - next round 1/2002
,Palo Alto,EPNG capacity,2001-10-01 00:00:00,Q4,N,0,0.02,0,
,"Santa Clara, city of ",EPNG capacity,2001-10-01 00:00:00,Q4,N,0,0.02,0,
,CDWR/mark baldwin,1 - 12 month transaction,2001-06-10 00:00:00,Q4,N,0,0,0,"due to credit and authority issues, this will be taken off hot list"
,,,,,,,,,
,,,,,,, ,102000,
