Florida Gas Transmission Company,,,,,,,,GD = Gas Daily,,,,,,,,,,,,,,,,,"October 19,2001"
Comparison of Various Prices with Monthly Imbalances,,,,,,,,NGW = Natural Gas Week,,,,,,,,,,,,,,,,,Positive Qty = due FGT
For the Period August 2000 through September 2001,,,,,,,,,,,,,,,,,,,,,,,,,Negative Qty = Customers
,,,,,,,,,,,,,,,,,,,,,,,,,Quantities are Net Qty after Trades(Bookouts)
2000-09-18 00:00:00,4.88,5.02,4.92,5.07,4.87,5.05,,,,,,,,,,,,,,,,,,,
2000-09-25 00:00:00,5.16,5.14,5.21,5.18,5.2,5.15,,,,,,,,,,,,,,,,,,,
,,,,,,,,5.05,5.09,5.05,,,,,,,,,4.9,4.96,4.9,,-493134,4251,-488883
,,,,,,,,,,,,,,,,,,,,,,,-2416357,21085,-2395272
,,,,,,,,,,,,,,,,,,,,,,,4.9,4.96,
,,,,,,,,,,,,,,,,,,,,,,,,,
October 2000,,,,,,,,5.05,5.09,5.05,,5.23,5.23,5.27,5.26,5.23,5.22,,,,,,,,
2000-10-02 00:00:00,5.14,5.2,5.2,5.24,5.17,5.2,,,,,,,,,,,,,,,,,,,
2000-10-09 00:00:00,5.15,5.13,5.18,5.17,5.15,5.14,,,,,,,,,,,,,,,,,,,
2000-10-16 00:00:00,5.13,5.17,5.15,5.26,5.12,5.21,,,,,,,,,,,,,,,,,,,
2000-10-23 00:00:00,5.27,5.1,5.29,5.16,5.28,5.07,,,,,,,,,,,,,,,,,,,
2000-10-30 00:00:00,4.71,4.63,4.77,4.68,4.75,4.65,,,,,,,,,,,,,,,,,,,
,,,,,,,,4.35,4.39,4.37,,,,,,,,,5.06,5.13,5.1,,-356503,107551,-248952
,,,,,,,,,,,,,,,,,,,,,,,-1803905,551737,-1252168
,,,,,,,,,,,,,,,,,,,,,,,5.06,5.13,
,,,,,,,,,,,,,,,,,,,,,,,,,
November 2000,,,,,,,,4.345,4.37,4.355,,4.47,4.48,4.52,4.53,4.47,4.49,,,,,,,,
2000-11-06 00:00:00,4.43,4.48,4.47,4.51,4.46,4.48,,,,,,,,,,,,,,,,,,,
2000-11-13 00:00:00,4.67,4.9,4.75,4.94,4.69,4.93,,,,,,,,,,,,,,,,,,,
2000-11-20 00:00:00,5.5,5.7,5.57,5.75,5.47,5.69,,,,,,,,,,,,,,,,,,,
2000-11-27 00:00:00,5.96,6.22,6.07,6.27,6.08,6.22,,,,,,,,,,,,,,,,,,,
,,,,,,,,6.25,6.28,6.27,,,,,,,,,5.13,5.2,4.83,,-193619,11001,-182618
,,,,,,,,,,,,,,,,,,,,,,,-935180,57205,-877975
,,,,,,,,,,,,,,,,,,,,,,,4.83,5.2,
,,,,,,,,,,,,,,,,,,,,,,,,,
December 2000,,,,,,,,6.49,6.555,6.52,,5.98,5.98,6.02,6.02,5.97,5.97,,,,,,,,
2000-12-04 00:00:00,6.1,5.91,6.16,5.95,6.15,5.87,,,,,,,,,,,,,,,,,,,
2000-12-11 00:00:00,7.48,8.09,7.57,8.14,7.53,8.2,,,,,,,,,,,,,,,,,,,
2000-12-18 00:00:00,8.01,8.09,8.19,8.23,8.04,8.19,,,,,,,,,,,,,,,,,,,
2000-12-26 00:00:00,8.77,9.95,9.31,9.98,8.89,9.95,,,,,,,,,,,,,,,,,,,
2000-12-31 00:00:00,9.78,9.9,9.81,9.98,9.97,9.87,,,,,,,,,,,,,,,,,,,
,,,,,,,,10.62,10.69,10.7,,,,,,,,,7.22,7.79,7.24,,-472477,166770,-305707
,,,,,,,,,,,,,,,,,,,,,,,-3411284,1299138,-2112146
,,,,,,,,,,,,,,,,,,,,,,,7.22,7.79,
January 2001,,,,,,,,10.62,10.685,10.695,,9.9,9.91,9.95,9.96,9.83,9.89,,,,,,,,
2001-01-02 00:00:00,10.01,9.91,10.19,9.96,9.91,9.89,,,,,,,,,,,,,,,,,,,
2001-01-08 00:00:00,10.05,9.75,9.91,9.72,10.08,9.79,,,,,,,,,,,,,,,,,,,
2001-01-16 00:00:00,9.82,9.66,9.88,9.61,9.8,9.69,,,,,,,,,,,,,,,,,,,
2001-01-22 00:00:00,8.31,7.61,8.46,7.73,8.38,7.73,,,,,,,,,,,,,,,,,,,
2001-01-29 00:00:00,7.34,7.17,7.4,7.2,7.31,7.16,,,,,,,,,,,,,,,,,,,
,,,,,,,,5.84,5.91,5.84,,,,,,,,,9.07,9.17,9.19,,-888042,942,-887100
,,,,,,,,,,,,,,,,,,,,,,,-8054541,8657,-8045884
,,,,,,,,,,,,,,,,,,,,,,,9.07,9.19,
,,,,,,,,,,,,,,,,,,,,,,,,,
February 2001,,,,,,,,5.76,5.835,5.77,,6.26,6.26,6.3,6.3,6.25,6.25,,,,,,,,
2001-02-05 00:00:00,6.42,6.2,6.39,6.2,6.32,6.2,,,,,,,,,,,,,,,,,,,
2001-02-12 00:00:00,6.06,5.8,6.22,5.89,6.1,5.81,,,,,,,,,,,,,,,,,,,
2001-02-20 00:00:00,5.73,5.53,5.81,5.6,5.78,5.55,,,,,,,,,,,,,,,,,,,
2001-02-26 00:00:00,5.26,5.11,5.3,5.16,5.29,5.11,,,,,,,,,,,,,,,,,,,
,,,,,,,,5.13,5.15,5.16,,,,,,,,,5.77,5.82,5.79,,-363614,13333,-350281
,,,,,,,,,,,,,,,,,,,,,,,-2098053,77598,-2020455
,,,,,,,,,,,,,,,,,,,,,,,5.77,5.82,
,,,,,,,,,,,,,,,,,,,,,,,,,
March 2001,,,,,,,,5.04,5.09,5.06,,4.99,4.96,5.07,5.05,5.01,4.98,,,,,,,,
2001-03-05 00:00:00,5.04,5.04,5.07,5.09,5.05,5.04,,,,,,,,,,,,,,,,,,,
2001-03-12 00:00:00,5.15,5.23,5.2,5.25,5.17,5.28,,,,,,,,,,,,,,,,,,,
2001-03-19 00:00:00,4.99,4.96,5.02,4.98,4.99,4.97,,,,,,,,,,,,,,,,,,,
2001-03-26 00:00:00,4.98,5.08,5.05,5.11,5,5.1,,,,,,,,,,,,,,,,,,,
,,,,,,,,5.27,5.3,5.28,,,,,,,,,5.08,5.15,5.09,,307752,-42641,265111
,,,,,,,,,,,,,,,,,,,,,,,1584923,-216616,1368307
,,,,,,,,,,,,,,,,,,,,,,,5.15,5.08,
,,,,,,,,,,,,,,,,,,,,,,,,,
April 2001,,,,,,,,5.265,5.295,5.28,,5.34,5.34,5.32,5.35,5.32,5.32,,,,,,,,
2001-04-02 00:00:00,5.23,5.31,5.31,5.39,5.25,5.35,,,,,,,,,,,,,,,,,,,
2001-04-09 00:00:00,5.23,5.18,5.31,5.22,5.25,5.17,,,,,,,,,,,,,,,,,,,
2001-04-16 00:00:00,5.38,5.4,5.4,5.44,5.41,5.51,,,,,,,,,,,,,,,,,,,
2001-04-23 00:00:00,5.28,5.16,5.3,5.21,5.29,5.25,,,,,,,,,,,,,,,,,,,
2001-04-30 00:00:00,4.99,5,5.02,5.02,5.01,5.03,,,,,,,,,,,,,,,,,,,
,,,,,,,,4.71,4.74,4.71,,,,,,,,,5.2,5.26,5.26,,-981367,34418,-946949
,,,,,,,,,,,,,,,,,,,,,,,-5103108,181039,-4922069
,,,,,,,,,,,,,,,,,,,,,,,5.2,5.26,
,,,,,,,,,,,,,,,,,,,,,,,,,
May 2001,,,,,,,,4.5,4.545,4.52,,4.96,4.83,4.87,4.93,4.83,4.86,,,,,,,,
2001-05-07 00:00:00,4.58,4.57,4.68,4.58,4.66,4.69,,,,,,,,,,,,,,,,,,,
2001-05-14 00:00:00,4.24,4.18,4.29,4.19,4.3,4.2,,,,,,,,,,,,,,,,,,,
2001-05-21 00:00:00,4.29,4.3,4.3,4.3,4.3,4.32,,,,,,,,,,,,,,,,,,,
2001-05-29 00:00:00,4.08,3.98,4.13,4.05,4.11,4.09,,,,,,,,,,,,,,,,,,,
,,,,,,,,3.7,3.73,3.69,,,,,,,,,4.19,4.09,4.17,,-248362,623,-247739
,,,,,,,,,,,,,,,,,,,,,,,-1015801,2610,-1013191
,,,,,,,,,,,,,,,,,,,,,,,4.09,4.19,
,,,,,,,,,,,,,,,,,,,,,,,,,
June 2001,,,,,,,,3.635,3.68,3.655,,3.73,3.67,3.72,3.69,3.67,3.69,,,,,,,,
2001-06-04 00:00:00,3.78,3.68,3.79,3.71,3.78,3.67,,,,,,,,,,,,,,,,,,,
2001-06-11 00:00:00,3.72,3.74,3.78,3.79,3.74,3.81,,,,,,,,,,,,,,,,,,,
2001-06-18 00:00:00,3.76,3.94,3.83,4.02,3.87,4,,,,,,,,,,,,,,,,,,,
2001-06-25 00:00:00,3.86,3.82,3.88,3.85,3.87,3.85,,,,,,,,,,,,,,,,,,,
,,,,,,,,2.98,2.95,2.87,,,,,,,,,3.76,3.77,3.77,,-563167,5005,-558162
,,,,,,,,,,,,,,,,,,,,,,,-2117508,18869,-2098639
,,,,,,,,,,,,,,,,,,,,,,,3.76,3.77,
,,,,,,,,,,,,,,,,,,,,,,,,,
July 2001,,,,,,,,2.975,2.945,2.865,,2.99,3.1,3.29,3.19,3.12,3.18,,,,,,,,
2001-07-02 00:00:00,3.47,3.34,3.46,3.4,3.44,3.37,,,,,,,,,,,,,,,,,,,
2001-07-09 00:00:00,3,2.98,3,2.99,2.97,2.98,,,,,,,,,,,,,,,,,,,
2001-07-16 00:00:00,3.15,3.18,3.15,3.19,3.15,3.19,,,,,,,,,,,,,,,,,,,
2001-07-23 00:00:00,3.1,3.07,3.12,3.07,3.1,3.09,,,,,,,,,,,,,,,,,,,
2001-07-30 00:00:00,3.07,3.09,3.07,3.1,3.04,3.09,,,,,,,,,,,,,,,,,,,
,,,,,,,,3.33,3.34,3.32,,,,,,,,,3.12,3.17,3.16,,-143061,30790,-112271
,,,,,,,,,,,,,,,,,,,,,,,-446350,97604,-348746
,,,,,,,,,,,,,,,,,,,,,,,3.12,3.17,
,,,,,,,,,,,,,,,,,,,,,,,,,
August 2001,,,,,,,,3.225,3.27,3.25,,3.13,3.17,3.18,3.18,3.12,3.16,,,,,,,,
2001-08-06 00:00:00,3.19,3.2,3.21,3.2,3.23,3.2,,,,,,,,,,,,,,,,,,,
2001-08-13 00:00:00,3.1,3.1,3.11,3.11,3.1,3.13,,,,,,,,,,,,,,,,,,,
2001-08-20 00:00:00,3.1,3.15,3.13,3.18,3.17,3.16,,,,,,,,,,,,,,,,,,,
2001-08-27 00:00:00,3.1,3.04,3.12,3.03,3.17,3.11,,,,,,,,,,,,,,,,,,,
,,,,,,,,2.11,2.15,2.17,,,,,,,,,2.96,2.98,2.9,,-543259,18984,-524275
,,,,,,,,,,,,,,,,,,,,,,,-1575451,56572,-1518879
,,,,,,,,,,,,,,,,,,,,,,,2.9,2.98,
,,,,,,,,,,,,,,,,,,,,,,,,,
September 2001,,,,,,,,2.105,2.145,2.17,,2.26,2.25,2.34,2.31,2.26,2.26,,,,,,,,
2001-09-04 00:00:00,2.56,2.43,2.58,2.46,2.57,2.4,,,,,,,,,,,,,,,,,,,
2001-09-10 00:00:00,2.23,2.29,2.28,2.32,2.27,2.3,,,,,,,,,,,,,,,,,,,
2001-09-17 00:00:00,2.36,2.37,2.4,2.41,2.4,2.4,,,,,,,,,,,,,,,,,,,
2001-09-24 00:00:00,2.2,2.14,2.25,2.2,2.21,2.16,,,,,,,,,,,,,,,,,,,
,,,,,,,,1.8,1.83,1.83,,,,,,,,,2.29,2.31,2.31,,,,
