Other Far East,2659.0,3724.0,4262.0,5044.0,5310.0,5826.0,6712.0,6999.0,7406.0,7914.0,8596.0,9150.0,,,,,,,,,,
Other Western Europe,3050.0,3283.0,3163.0,3550.0,3529.0,3725.0,3789.0,3681.0,3872.0,4066.0,4249.0,4239.0,,,,,,,,,,
Sweden,1141.0,1109.0,1160.0,1189.0,1223.0,1303.0,1347.0,1282.0,1328.0,1375.0,1422.0,1442.0,,,,,,,,,,
US,14746.0,15148.0,14812.0,15377.0,14531.0,13873.0,14563.0,14395.0,14693.0,14982.0,15251.0,15354.0,,,,,,,,,,
World,38091.0,40225.0,40729.0,43685.0,43474.0,44750.0,47332.0,47138.0,48831.0,50899.0,53246.0,54914.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Capacity,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Africa,510.0,520.0,560.0,590.0,625.0,655.0,660.0,675.0,690.0,710.0,730.0,755.0,,,,,,,,,,
Brazil,3850.0,4015.0,4275.0,4450.0,4925.0,5175.0,5375.0,5600.0,5925.0,6375.0,6925.0,7525.0,,,,,,,,,,
Canada,2755.0,2835.0,2847.0,2910.0,2975.0,3108.0,3151.0,3160.0,3195.0,3240.0,3305.0,3375.0,,,,,,,,,,
E. Europe,1000.0,1050.0,1035.0,1085.0,1120.0,1255.0,1380.0,1480.0,1570.0,1655.0,1755.0,2000.0,,,,,,,,,,
Finland,2385.0,2390.0,2520.0,2665.0,2790.0,2900.0,3000.0,3100.0,3225.0,3350.0,3425.0,3500.0,,,,,,,,,,
Japan,6450.0,6500.0,6600.0,6900.0,7100.0,7300.0,7375.0,7425.0,7450.0,7475.0,7525.0,7600.0,,,,,,,,,,
Rest of Latin America,530.0,585.0,620.0,640.0,750.0,715.0,770.0,795.0,825.0,860.0,895.0,1110.0,,,,,,,,,,
Middle East,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
Norway,160.0,150.0,150.0,165.0,170.0,165.0,140.0,170.0,175.0,180.0,185.0,190.0,,,,,,,,,,
Oceania,215.0,215.0,220.0,225.0,215.0,200.0,200.0,200.0,200.0,205.0,210.0,215.0,,,,,,,,,,
Other Far East,2980.0,4055.0,4675.0,5485.0,5925.0,6465.0,7220.0,7750.0,8150.0,8550.0,9150.0,9850.0,,,,,,,,,,
Other Western Europe,3330.0,3500.0,3570.0,3695.0,3770.0,3860.0,3955.0,4065.0,4220.0,4325.0,4450.0,4550.0,,,,,,,,,,
Sweden,1300.0,1240.0,1300.0,1290.0,1340.0,1400.0,1425.0,1450.0,1470.0,1490.0,1510.0,1535.0,,,,,,,,,,
US,14950.0,15368.0,15400.0,15605.0,15360.0,14800.0,15100.0,15375.0,15500.0,15600.0,15725.0,15950.0,,,,,,,,,,
World,40415.0,42423.0,43772.0,45705.0,47065.0,47998.0,49751.0,51245.0,52595.0,54015.0,55790.0,58155.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"July 2000, Long-term Forecast",1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0
,,,,,,,,,,,,,,,,,,,,,,
Production,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Africa,474.0,472.0,516.0,532.0,516.0,591.0,635.0,660.0,683.0,700.0,706.0,753.0,808.0,828.0,846.0,911.0,971.0,1019.0,1081.0,1229.0,1368.0,1465.0
Brazil,3729.0,3760.0,4098.0,4333.0,4739.0,5095.0,5237.0,5487.0,5836.0,6178.0,6541.0,7192.0,7760.0,8148.0,8416.0,9044.0,9613.0,9948.0,10159.0,10922.0,11556.0,11900.0
Canada,2658.0,2692.0,2623.0,2739.0,2735.0,2980.0,3125.0,3207.0,3271.0,3275.0,3270.0,3427.0,3536.0,3498.0,3490.0,3672.0,3773.0,3763.0,3776.0,3974.0,4092.0,4085.0
E. Europe,695.0,804.0,739.0,838.0,879.0,1046.0,1171.0,1279.0,1394.0,1478.0,1578.0,1736.0,1890.0,2042.0,2186.0,2334.0,2496.0,2681.0,2828.0,3020.0,3206.0,3386.0
Finland,2326.0,2174.0,2261.0,2594.0,2641.0,2786.0,2945.0,3071.0,3223.0,3265.0,3305.0,3380.0,3495.0,3528.0,3482.0,3582.0,3707.0,3757.0,3732.0,3809.0,3924.0,3957.0
Japan,5781.0,6166.0,6207.0,6534.0,6301.0,6563.0,6743.0,6891.0,7011.0,7052.0,6960.0,7066.0,7182.0,7204.0,7182.0,7286.0,7409.0,7403.0,7386.0,7496.0,7618.0,7606.0
Rest of Latin America,472.0,551.0,549.0,590.0,706.0,695.0,757.0,858.0,1013.0,1237.0,1489.0,1690.0,1832.0,2010.0,2233.0,2489.0,2741.0,3019.0,3345.0,3672.0,3999.0,4410.0
Middle East,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Norway,155.0,147.0,139.0,153.0,159.0,149.0,172.0,175.0,174.0,182.0,176.0,186.0,190.0,185.0,181.0,186.0,187.0,178.0,178.0,185.0,183.0,187.0
Oceania,205.0,195.0,200.0,200.0,202.0,185.0,197.0,209.0,216.0,223.0,234.0,262.0,298.0,398.0,496.0,544.0,597.0,691.0,785.0,844.0,902.0,991.0
Other Far East,2659.0,3724.0,4262.0,4877.0,5356.0,5892.0,6815.0,7381.0,7942.0,8519.0,9192.0,10020.0,10833.0,11535.0,12084.0,13021.0,13981.0,14836.0,15710.0,17025.0,18263.0,19292.0
Other Western Europe,3050.0,3283.0,3163.0,3550.0,3529.0,3745.0,3792.0,3920.0,3977.0,3916.0,3846.0,4028.0,4182.0,4092.0,4003.0,4173.0,4320.0,4246.0,4155.0,4356.0,4516.0,4452.0
Sweden,1141.0,1109.0,1160.0,1189.0,1223.0,1303.0,1332.0,1345.0,1365.0,1371.0,1373.0,1410.0,1454.0,1463.0,1461.0,1501.0,1549.0,1570.0,1567.0,1619.0,1668.0,1688.0
US,14746.0,15148.0,14812.0,15377.0,14531.0,13872.0,14564.0,15006.0,15161.0,15124.0,15465.0,16033.0,16398.0,16396.0,16813.0,17502.0,17914.0,17943.0,18539.0,19308.0,19845.0,20040.0
World,38091.0,40225.0,40729.0,43506.0,43517.0,44902.0,47484.0,49489.0,51265.0,52519.0,54136.0,57183.0,59858.0,61326.0,62873.0,66245.0,69259.0,71054.0,73240.0,77459.0,81139.0,83459.0
,,,,,,,,,,,,,,,,,,,,,,
Capacity,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Africa,510.0,520.0,560.0,590.0,625.0,660.0,680.0,700.0,725.0,755.0,785.0,815.0,855.0,900.0,945.0,990.0,1035.0,1110.0,1210.0,1335.0,1460.0,1590.0
Brazil,3850.0,4015.0,4275.0,4450.0,4925.0,5175.0,5375.0,5600.0,6025.0,6550.0,7125.0,7575.0,7950.0,8600.0,9250.0,9600.0,9975.0,10600.0,11200.0,11625.0,12000.0,12650.0
Canada,2755.0,2835.0,2847.0,2910.0,2975.0,3110.0,3215.0,3300.0,3385.0,3470.0,3535.0,3605.0,3665.0,3750.0,3840.0,3905.0,3970.0,4060.0,4150.0,4215.0,4280.0,4370.0
E. Europe,1000.0,1050.0,1035.0,1085.0,1120.0,1205.0,1300.0,1395.0,1505.0,1610.0,1745.0,1885.0,2030.0,2230.0,2435.0,2560.0,2700.0,2930.0,3145.0,3295.0,3460.0,3700.0
Finland,2385.0,2390.0,2520.0,2665.0,2790.0,2900.0,3005.0,3125.0,3320.0,3440.0,3535.0,3580.0,3625.0,3695.0,3765.0,3810.0,3855.0,3925.0,3995.0,4040.0,4085.0,4155.0
Japan,6450.0,6500.0,6600.0,6900.0,7100.0,7300.0,7350.0,7375.0,7400.0,7450.0,7525.0,7575.0,7600.0,7650.0,7750.0,7800.0,7850.0,7900.0,8000.0,8050.0,8100.0,8150.0
Rest of Latin America,530.0,585.0,620.0,640.0,750.0,740.0,790.0,900.0,1065.0,1330.0,1650.0,1820.0,1920.0,2175.0,2505.0,2705.0,2910.0,3295.0,3730.0,3990.0,4250.0,4790.0
Middle East,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Norway,160.0,150.0,150.0,165.0,170.0,165.0,175.0,180.0,185.0,190.0,195.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
Oceania,215.0,215.0,220.0,225.0,215.0,200.0,210.0,220.0,225.0,235.0,250.0,275.0,310.0,425.0,545.0,585.0,625.0,745.0,865.0,905.0,945.0,1065.0
Other Far East,2980.0,4055.0,4675.0,5435.0,5925.0,6540.0,7275.0,7800.0,8375.0,9200.0,10200.0,10850.0,11500.0,12500.0,13500.0,14150.0,14900.0,16150.0,17500.0,18450.0,19450.0,20900.0
Other Western Europe,3330.0,3500.0,3570.0,3695.0,3780.0,3880.0,3960.0,4100.0,4175.0,4225.0,4275.0,4325.0,4375.0,4425.0,4475.0,4525.0,4575.0,4625.0,4675.0,4725.0,4775.0,4825.0
Sweden,1300.0,1240.0,1300.0,1290.0,1340.0,1400.0,1430.0,1450.0,1470.0,1490.0,1510.0,1530.0,1550.0,1570.0,1595.0,1625.0,1655.0,1685.0,1715.0,1745.0,1775.0,1805.0
US,14950.0,15368.0,15400.0,15605.0,15360.0,14800.0,14900.0,15250.0,15450.0,15750.0,16050.0,16350.0,16725.0,17125.0,17550.0,17925.0,18350.0,18800.0,19325.0,19800.0,20275.0,20775.0
World,40415.0,42423.0,43772.0,45655.0,47075.0,48075.0,49665.0,51395.0,53305.0,55695.0,58380.0,60385.0,62305.0,65245.0,68355.0,70380.0,72600.0,76025.0,79710.0,82375.0,85055.0,88975.0
