EFF_DT,BOOK_ID,SUM(DELTA_POSITION),,,EFF_DT,BOOK_ID,SUM(DELTA_POSITION)
2000-12-14 00:00:00,EPMI-ST-MAIN-PRC,5714.27291545534,,,2000-12-15 00:00:00,EPMI-ST-PJM-PRC,12715.787739869
2000-12-14 00:00:00,EPMI-ST-MAPP-PRC,91066.3268366101,,,2000-12-15 00:00:00,EPMI-ST-PLT-PRC,-1.43e-10
2000-12-14 00:00:00,EPMI-ST-NENG-PRC,158973.532491553,,,2000-12-15 00:00:00,EPMI-ST-SERC-PRC,34798.2554658139
2000-12-14 00:00:00,EPMI-ST-NW-PRC,26782.0663366408,,,2000-12-15 00:00:00,EPMI-ST-SPP-PRC,7.2e-11
2000-12-14 00:00:00,EPMI-ST-NY-PRC,139367.977007136,,,2000-12-15 00:00:00,EPMI-ST-SW-EXT,-5888.98670779978
2000-12-14 00:00:00,EPMI-ST-PJM-PRC,20659.314301984,,,2000-12-15 00:00:00,EPMI-ST-SW-PRC,56385.703096427
2000-12-14 00:00:00,EPMI-ST-PLT-PRC,8.35e-10,,,,,
2000-12-14 00:00:00,EPMI-ST-SERC-PRC,68321.4730549075,,,,,
2000-12-14 00:00:00,EPMI-ST-SPP-PRC,8e-11,,,,,
2000-12-14 00:00:00,EPMI-ST-SW-EXT,-6287.1323759669,,,,,
2000-12-14 00:00:00,EPMI-ST-SW-PRC,104834.870028836,,,,,
