,S,-2400,-1600,,-10400.0,-4520.0,-21600.0,-83200.0,-85600.0,-136000.0,-70050.0,-53385.0,-65400.0,-534155,-18143.0,-32484.0,-63728.0,-76417.0,-86231.0,-148788.0,-90549.0,-516340,-1050495
,,,,,,,,,,,,,,,,,,,,,,,
SP-15 Total,,28150,82525,44800.0,525.0,18130.0,-3340.0,-6525.0,10975.0,26100.0,86550.0,55415.0,11584.0,354889,41507.0,29756.0,24672.0,24918.0,-15339.0,-50854.0,-4829.0,49831,404720
ZP-26,P,,,,,,,,21600.0,,,,,21600,,,,,,,,,21600
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
ZP-26 Total,,,,,,,,,21600.0,,,,,21600,,,,,,,,,21600
Grand Total,,46150,86325,57600.0,3725.0,26930.0,-6540.0,-27293.0,7975.0,8900.0,65250.0,32090.0,50184.0,351296,77207.0,31216.0,13559.0,7120.0,-28964.0,-91096.0,3187.0,12229,363525
,,,,,,,,,,,,,,,,,,,,,,,
"EPMI Trades with all Counter Parties with Deliveries in California MINUS Trades with Dynegy Power Marketing, Inc.",,,,,,,,,,,,,,,,,,,,,,,
CP_NM,(All),,,,,,,,,,,,,,,,,,,,,,
From_Region,(All),,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Total Volume MW,,year1,month1,,,,,,,,,,,,,,,,,,,,
,,2000,,,,,,,,,,,,2000 Total,2001.0,,,,,,,2001 YTD Total,Grand Total
To_Region,Transaction_Type,1,2,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,,1.0,2.0,3.0,4.0,5.0,6.0,7.0,,
NP-15,P,759655.2000020202,696773.0599972568,687411.2575117089,864048.6799463034,1145633.2099943254,1533602.1300067902,2228591.7200084925,2797462.00998326,3099259.559973687,3630573.9000110514,4562626.540053487,4339069.489990963,26344706.757479347,2683763.330001708,2517492.949985504,2825472.6700013727,2497040.079996109,2680881.959999617,3131550.010002136,1748037.0,18084237.999986447,44428944.757465795
,S,-780341.4465133641,-638324.87712753,-694955.5174809191,-815323.1000489555,-1129608.349897856,-1485458.0635369415,-2164199.590186484,-2819610.500032138,-3184285.5197988283,-3878589.5163356494,-4760049.369976187,-4584529.630082043,-26935275.481016897,-2775063.6806087457,-2513782.099995084,-2808877.4700047597,-2590993.0000013113,-2836160.0,-3224700.0,-1781427.0,-18531003.2506099,-45466278.731626794
,T,-1900.09002161026,-66433.1700270772,-9924.739977819845,-57534.579999923706,-29929.059982649982,-53468.68902164325,-49213.119895488024,38972.39011938125,94841.49983979203,266339.21166268736,206008.9697827231,205098.78996169567,542857.4124400672,49823.460789788514,7644.989989979193,-5592.609921634197,84484.2399995327,123788.75999969617,-20800.0,31718.0,271066.8408573624,813924.2532974295
NP-15 Total,,-22586.336532954127,-7984.987157350406,-17468.999947030097,-8809.000102575868,-13904.19988618046,-5324.6225517946295,15179.009926520288,16823.900070503354,9815.540014650673,18323.59533808939,8586.139860022813,-40361.35012938455,-47711.31109748222,-41476.88981724903,11355.839980399236,11002.590074978769,-9468.680005669594,-31489.280000686646,-113949.98999786377,-1672.0,-175698.40976609103,-223409.72086356953
SP-15,P,439325.6099996753,581490.3899946511,766280.3499962464,1315449.9400081635,1418826.749995876,1556849.2300201394,2884525.940012474,3382041.7200469915,3789531.189977547,2703277.599996127,2698195.080078082,3163470.3501081467,24699264.150234118,2735649.519976929,2677464.48005268,3011885.579998236,2739775.5600562096,2984877.2900158167,3656223.030004382,2084803.3999986649,19890678.860102918,44589943.01033704
,S,-472252.8300015647,-733616.1999828238,-815123.4199554883,-1377350.0600339156,-1468891.070096476,-1579977.5507123657,-2901386.739963332,-3191949.0900898445,-3617466.4552203286,-2438123.2192696277,-2486915.480006719,-2957496.1699389387,-24040548.28527142,-2715870.050115466,-2729179.3099692054,-3034715.409998089,-2623338.7000014335,-2767888.0,-3370076.0,-1941345.0,-19182412.470084194,-43222960.75535561
,T,-214.90997838974,67354.44997761585,1736.4599799942225,47351.12004988268,15559.54998466,18325.745207071304,7123.039980173111,-204635.2501289323,-199060.9254807867,-352264.3114615679,-266599.63978704624,-257491.59995007515,-1122816.2716074008,-132001.41066473722,-9566.739982225,-1452.9300710558891,-91300.2399995327,-130753.75999969617,0.0,-31718.0,-396793.080717247,-1519609.3523246478
SP-15 Total,,-33142.12998027913,-84771.36001055688,-47106.609979247674,-14548.999975869432,-34504.7701159399,-4802.575485154986,-9737.759970685001,-14542.620171785355,-26996.1907235682,-87109.9307350684,-55320.03971568309,-51517.419780867174,-464100.4066447038,-112221.94080327451,-61281.56989875063,-24282.760070908815,25136.620055243373,86235.53001612052,286147.03000438213,111740.39999866486,311473.3093014769,-152627.09734321944
ZP-26,P,0,8000,10800.0,6033.939999748021,16789.239999771118,1051.0,42697.470012664795,35030.0,26274.0,0.0,425.0,0.0,147100.65001218393,825.3300000112504,0.0,0.0,0.0,0.0,0.0,0.0,825.3300000112504,147925.98001219518
,S,0,-5286.359999563545,-16911.27999970317,-7731.400001503527,-20391.75001144409,-19663.945434570312,-79508.06999397278,-86560.7299900055,-80828.42549324036,-20563.679821014404,-18994.67000102997,-19518.809955596924,-375959.12070164457,-18792.870001781732,-1471.749992961064,-1255.5399926900864,-132.0,0.0,0.0,0.0,-21652.159987432882,-397611.28068907745
,T,0,-2713.6399511490017,5044.279997825623,1697.4599500410259,3602.5099979899824,18612.943814571947,36810.599919587374,29929.86000955105,54554.42564099468,20564.099798880517,18569.670004323125,19518.809982657433,206191.01916527376,17969.07999463007,1471.7499922458082,1255.5399926900864,-665.0,-352.0,0.0,0.0,19679.369979565963,225870.38914483972
ZP-26 Total,,0,4.9287453293800354e-05,-1067.0000018775463,-5.171447992324829e-05,-1.368299126625061e-05,-0.0016199983656406403,-6.172060966491699e-05,-21600.869980454445,0.00014775432646274567,0.4199778661131859,3.293156623840332e-06,2.7060508728027344e-05,-22667.45152418688,1.5399928595870733,-7.152557373046875e-07,0.0,-797.0,-352.0,0.0,0.0,-1147.4600078556687,-23814.911532042548
Grand Total,,-55728.46651323326,-92756.34711861983,-65642.60992815532,-23358.00013015978,-48408.97001580335,-10127.199656947982,5441.249894114677,-19319.590081736445,-17180.650561163202,-68785.91541911289,-46733.89985236712,-91878.76988319121,-534479.169266371,-153697.29062766396,-49925.72991906665,-13280.169995930046,14870.94004957378,54394.25001543388,172197.04000651836,110068.39999866486,134627.4395275321,-399851.7297388278
