,,,,,,,SOUTHERN CALIFORNIA GAS COMPANY,,,,,,,,,,,,,,,,,PACIFIC GAS & ELECTRIC,,,,,,,,,,,,,EL PASO NORTH MAINLINE,,,,,,,,,EL PASO SOUTH MAINLINE,,,,,,,TRANSWESTERN,,,,,,,KERN/MOJAVE,,,,,,,,,
1998-02-01 00:00:00,3107285.714285714,,,,458714.28571428574,647607.1428571428,534428.5714285715,,153107.14285714287,420071.4285714286,,,181500,2395428.5714285714,,,,,,,420071.4285714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-03-01 00:00:00,2722354.8387096776,,,,530032.2580645161,719741.9354838709,699193.5483870967,,275451.6129032258,346709.67741935485,,,181225.8064516129,2752354.838709677,,,,,,,346709.67741935485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-04-01 00:00:00,2586866.6666666665,,,,528500,678366.6666666666,626100,,385933.3333333333,323100,,,202966.66666666666,2744966.6666666665,,,,,,,323100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-05-01 00:00:00,,,,,523536.06451612903,728308,672643.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-06-01 00:00:00,,,,,524943.3793103448,597677.3103448276,676325.6333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-07-01 00:00:00,,,,,530440.9677419355,605879.7096774194,658084.3548387097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-08-01 00:00:00,2905967.7419354836,,,,514064.51612903224,981774.1935483871,693387.0967741936,,242967.74193548388,303967.7419354839,,,256870.96774193548,2993032.258064517,,,,,,,303967.7419354839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-09-01 00:00:00,2551133.3333333335,,,,515533.3333333333,732233.3333333334,709000,,310900,218666.66666666666,,,245620.6896551724,2731954.0229885057,,,,,,,218666.66666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-10-01 00:00:00,2319483.870967742,,,,503096.77419354836,874451.6129032258,643387.0967741936,,267193.5483870968,226161.29032258064,,,199032.25806451612,2713322.5806451617,,,,,,,226161.29032258064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-11-01 00:00:00,2501400,,,,424533.3333333333,963900,648366.6666666666,,218433.33333333334,187466.66666666666,,,186833.33333333334,2629533.3333333335,128133.33333333349,98791000,,,,,187466.66666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-12-01 00:00:00,3137766.6666666665,,,,432322.5806451613,1045580.6451612903,650354.8387096775,,161387.09677419355,59615.38461538462,,,191806.4516129032,2541066.99751861,-596699.6691480563,81080000,,,,,59615.38461538462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-01-01 00:00:00,2987387.0967741935,,,,481806.4516129032,872161.2903225806,605000,,149258.06451612903,100043.47826086957,,,190096.7741935484,2398366.0589060313,-589021.0378681622,65284000,,,,,100043.47826086957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-02-01 00:00:00,2933071.4285714286,,,,515035.71428571426,681107.1428571428,679678.5714285715,,215892.85714285713,139500,,,185607.14285714287,2416821.428571428,-516250.00000000047,52783000,,,,,139500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-03-01 00:00:00,2835258.064516129,,,,533161.2903225806,679548.3870967742,552806.4516129033,,287225.8064516129,280806.4516129032,,,177774.1935483871,2511322.5806451607,-323935.4838709682,44969000,,,,,280806.4516129032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-04-01 00:00:00,2801266.6666666665,,,,508533.3333333333,685933.3333333334,585866.6666666666,,309800,274400,,,179966.66666666666,2544500,-256766.6666666665,38789000,,,,,274400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-05-01 00:00:00,2214161.290322581,,,,520870.96774193546,783225.8064516129,573419.3548387097,,332709.67741935485,325322.5806451613,,,173580.64516129033,2709129.032258064,494967.7419354832,56057000,,,,,325322.5806451613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-01 00:00:00,2421600,,,,530300,701233.3333333334,613433.3333333334,,383666.6666666667,362200,,,246166.66666666666,2837000,415400,68397000,,,,,362200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-07-01 00:00:00,2643096.7741935486,,,,523064.51612903224,744774.1935483871,663451.6129032258,,379000,362612.9032258064,,,249193.5483870968,2922096.7741935486,279000,77117000,1703931.0344827587,,,,362612.9032258064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-08-01 00:00:00,2706516.129032258,,,,515451.6129032258,569612.9032258064,626483.8709677419,,483387.0967741936,267580.6451612903,,,264096.77419354836,2726612.9032258065,20096.774193548597,78044000,1901035.7142857143,,,,267580.6451612903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-01 00:00:00,2645233.3333333335,,,,509566.6666666667,810300,677400,,417833.3333333333,254300,,,259800,2929200,283966.6666666665,86618000,1983586.2068965517,,,,254300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-10-01 00:00:00,2964096.7741935486,,,,477806.4516129032,1037419.3548387097,721645.1612903225,,389774.1935483871,194419.35483870967,,,255903.2258064516,3076967.7419354836,112870.96774193505,89228000,2175451.6129032257,,,,194419.35483870967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145635.4516129032,,,,
1999-11-01 00:00:00,2738600,,,,513033.3333333333,943800,722433.3333333334,,329066.6666666667,110800,,,261500,2880633.333333333,142033.33333333302,92944000,2223551.724137931,,,,110800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146591.2,,,,
1999-12-01 00:00:00,3114903.2258064514,,,,469903.9032258064,936062.6451612903,695830.6451612903,,161982.61290322582,137157.25806451612,,,265055.96774193546,2665993.0322580645,-448910.1935483869,78580000,2764258.064516129,,,,137157.25806451612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213363.5483870968,,,,
2000-01-01 00:00:00,3123483.870967742,,,,530096.7741935484,871548.3870967742,676967.7419354839,,197064.51612903227,78225.80645161291,,,257645.16129032258,2611548.3870967743,-511935.48387096776,62970000,2630774.193548387,,,,78225.80645161291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211413.03225806452,,,,
2000-02-01 00:00:00,3069448.275862069,,,,535103.448275862,657034.4827586206,674586.2068965518,,275965.5172413793,163931.0344827586,,,269068.9655172414,2575689.6551724137,-493758.6206896552,48405000,2454206.896551724,,,,163931.0344827586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145937.4827586207,,,,
2000-03-01 00:00:00,2825354.8387096776,,,,527709.6774193548,865516.1290322581,684709.6774193548,,349645.1612903226,223225.8064516129,,,249967.74193548388,2900774.193548387,75419.35483870935,49222000,2118096.7741935486,,,,223225.8064516129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151093.5483870968,,,,
2000-04-01 00:00:00,2422966.6666666665,,,,531633.3333333334,778566.6666666666,608866.6666666666,,461900,188200,,,245300,2814466.6666666665,391500,60911000,1763166.6666666667,,,,188200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174603.6,,,,
2000-05-01 00:00:00,2665677.419354839,,,,522387.0967741936,651290.3225806452,663548.3870967742,,490516.12903225806,264612.9032258064,,,229612.90322580645,2821967.741935484,156290.32258064533,65633000,1902387.0967741935,,,,264612.9032258064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179562.96774193548,,,,
2000-06-01 00:00:00,3097900,,,,520966.6666666667,963266.6666666666,696866.6666666666,,391066.6666666667,342500,,,252066.66666666666,3166733.333333333,68833.33333333302,67650000,2096666.666666667,,,,342500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221816.63333333333,,,,
2000-07-01 00:00:00,3320806.4516129033,,,,522096.77419354836,1043258.0645161291,708645.1612903225,,392903.22580645164,381354.8387096774,,,246645.16129032258,3294903.2258064514,-25903.22580645187,66434000,2189483.870967742,,,,381354.8387096774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208101.87096774194,,,,
2000-08-01 00:00:00,3616161.290322581,,,,502709.67741935485,957451.6129032258,711064.5161290322,,344000,424451.6129032258,,,271290.32258064515,3210967.741935484,-405193.54838709673,53831000,2553161.290322581,,,,424451.6129032258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258810.93548387097,,,,
2000-09-01 00:00:00,3191666.6666666665,,,,499333.3333333333,1093733.3333333333,705933.3333333334,,350100,397033.3333333333,,,265033.3333333333,3311166.666666667,119500.00000000047,57385000,2501233.3333333335,,,,397033.3333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216473.86666666664,,,,
2000-10-01 00:00:00,3104806.4516129033,,,,511612.9032258064,1165096.7741935484,703612.9032258064,,383838.70967741933,312290.32258064515,,,277483.87096774194,3353935.4838709678,249129.0322580645,65292000,2397870.9677419355,,,,312290.32258064515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215612.44827586206,,,,
2000-11-01 00:00:00,3509000,,,,510266.6666666667,1094700,648266.6666666666,,269166.6666666667,194333.33333333334,,,306533.3333333333,3023266.666666667,-485733.333333333,50042000,2973300,,,,194333.33333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291078.76666666666,,,,
2000-12-01 00:00:00,3433677.419354839,,,,527032.2580645161,1181935.4838709678,737516.1290322581,,391709.67741935485,303677.4193548387,,,297451.6129032258,3439322.580645161,5645.16129032243,50168000,2880935.4838709678,,,,303677.4193548387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299985.6206896552,,,,
2001-01-01 00:00:00,4231161,,,,533194,1190032,756613,,422548,330484,,,288903,3521774,-709387,28000000,3040290,,,,330484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276686.3333333333,,,,
2001-02-01 00:00:00,4093750,,,,532214,1200964,770893,,475821,283179,,,314786,3577857,-515893,13953000,2828393,,,,283179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262396.83524904214,,,,
2001-03-01 00:00:00,3280839,,,,536645,1194129,784742,,362935,370452,,,308452,3557355,276516,22111000,2352452,,,,370452,,,,,,,,,,,50461500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218747.12903225806,,,,
2001-04-01 00:00:00,3123966.6666666665,0,701000,0,501733,1117867,778633,50000,462000,290000,,,264667,3464900,340933.3333333335,32339000.000000004,2371166.666666667,0,608000,0,290000,10000,2671166.666666667,721040,75000,128000,924040,1821000,203000,2948040,276873.333333333,58767699.99999999,2565320,2203000,303000,0,1900000,265227,,155000,501733,721040,257000,853000,520640,1373640,0,70000,754000,568227,1117867,778633,75000,18000,10000,36257.76,917890.76,630000,159000,257000,18000,146000,1210000,0,169000,416000,35000,128000,462000
2001-05-01 00:00:00,2965677.419354839,0,300000,0,528000,1111000,810000,50000,375000,350000,,,300000,3524000,558322.5806451612,49647000,2352387.0967741935,0,450000,0,350000,10000,2712387.0967741935,700000,12000,107000,819000,1850000,198000,2867000,154612.90322580654,63560699.99999999,2500000,2150000,50000,0,2100000,446000,,166000,528000,700000,260000,790000,625000,1415000,0,100000,700000,496000,1111000,810000,12000,20000,10000,81579.95999999999,933579.96,680000,140000,260000,20000,150000,1250000,0,223000,510000,35000,107000,375000
2001-06-01 00:00:00,3247900,0,150000,0,535000,1200280,740000,50000,375000,350000,,50000,300000,3600280,352380,60218400,2396666.666666667,0,300000,0,350000,10000,2756666.666666667,482000,215000,107000,804000,1850000,198000,2852000,95333.33333333302,66420699.999999985,2650000,2200000,81280,18720,2100000,694000,,129000,535000,482000,260000,875000,450000,1325000,0,100000,800000,775280,1200280,740000,215000,20000,10000,81579.95999999999,1066579.96,680000,140000,260000,20000,150000,1250000,0,223000,510000,35000,107000,375000
2001-07-01 00:00:00,3519406.4516129033,0,150000,48600,535000,1144400,740000,50000,375000,350000,,50000,300000,3544400,24993.54838709673,60993200,2374163.870967742,0,150000,34680,350000,10000,2734163.870967742,675000,215000,148000,1038000,1850000,198000,3086000,351836.12903225794,77327619.99999999,2650000,2200000,6400,93600,2100000,488000,,142000,535000,675000,260000,900000,700000,1600000,0,125000,825000,494400,1144400,740000,215000,20000,10000,81579.95999999999,1066579.96,730000,140000,260000,20000,150000,1300000,0,210000,532000,35000,148000,375000
2001-08-01 00:00:00,3832581.290322581,0,150000,66420,535000,1073080,740000,50000,375000,350000,,50000,300000,3473080,-359501.29032258084,49848659.99999999,2876561.290322581,0,150000,173400,350000,10000,3236561.290322581,675000,215000,150802.88,1040802.88,1850000,198000,3088802.88,-147758.41032258095,72747109.27999997,2650000,2200000,6400,93600,2100000,439000,,191000,535000,675000,260000,900000,700000,1600000,22320,125000,825000,445400,1073080,740000,215000,20000,10000,81579.95999999999,1066579.96,820000,140000,260000,20000,150000,1390000,16197.120000000003,260000,553000,35000,150802.88,375000
2001-09-01 00:00:00,3479366.6666666665,0,150000,137700,535000,1018800,740000,50000,375000,350000,,50000,300000,3418800,-60566.66666666651,48031660,2824633.3333333335,0,150000,173400,350000,10000,3184633.3333333335,675000,215000,106014.40000000002,996014.4,1800000,198000,2994014.4,-190618.93333333358,67028541.279999964,2650000,2200000,6400,93600,2100000,474000,,156000,535000,675000,260000,900000,700000,1600000,111600,125000,825000,480400,1018800,740000,215000,20000,10000,81579.95999999999,1066579.96,840000,140000,260000,20000,150000,1410000,80985.6,225000,588000,35000,106014.40000000002,375000
2001-10-01 00:00:00,3392506.4516129033,0,150000,137700,535000,998800,740000,50000,375000,350000,,50000,300000,3398800,6293.548387096729,48226760,2721270.9677419355,0,150000,173400,350000,10000,3081270.9677419355,700000,215000,89014.40000000002,1004014.4,1800000,198000,3002014.4,-79256.5677419356,64571587.67999996,2650000,2200000,6400,93600,2100000,429000,,176000,535000,700000,260000,900000,700000,1600000,111600,125000,800000,435400,998800,740000,215000,20000,10000,81579.95999999999,1066579.96,830000,140000,260000,20000,150000,1400000,80985.6,225000,595000,35000,89014.40000000002,375000
2001-11-01 00:00:00,3412275,0,-200000,103275,535000,1123100,740000,50000,375000,350000,,50000,300000,3523100,110825,51551510,3103350,0,0,130050,350000,15000,3468350,700000,215000,76600.5,991600.5,1800000,198000,2989600.5,-478749.5,50209102.67999996,2650000,2300000,129800,70200,2100000,402000,,203000,535000,700000,260000,950000,700000,1650000,83700,125000,850000,531800,1123100,740000,215000,20000,10000,61184.969999999994,1046184.97,810000,140000,260000,20000,150000,1380000,73399.5,315000,505000,35000,76600.5,375000
2001-12-01 00:00:00,3736952.419354839,0,200000,103275,535000,1098100,740000,50000,375000,350000,,50000,300000,3498100,-238852.41935483878,44147085,3010985.4838709678,0,0,130050,350000,14000,3374985.4838709678,700000,215000,10959.300000000047,925959.3,1800000,198000,2923959.3,-451026.18387096794,36227290.97999996,2650000,2300000,129800,70200,2100000,402000,,203000,535000,700000,260000,950000,700000,1650000,83700,125000,875000,531800,1098100,740000,215000,20000,10000,61184.969999999994,1046184.97,810000,140000,260000,20000,150000,1380000,124040.70000000001,310000,525000,35000,10959.300000000047,375000
2002-01-01 00:00:00,4334436,0,0,103275,535000,1054100,740000,50000,375000,350000,,50000,300000,3454100,-880336,16856669,3170340,0,0,130050,350000,17500,3537840,700000,215000,30959.300000000047,945959.3,1800000,198000,2943959.3,-593880.7000000002,17816989.279999953,2650000,2300000,129800,70200,2100000,358000,,247000,535000,700000,260000,950000,700000,1650000,83700,125000,875000,487800,1054100,740000,215000,20000,10000,61184.969999999994,1046184.97,810000,140000,260000,20000,150000,1380000,124040.70000000001,293000,522000,35000,30959.300000000047,375000
2002-02-01 00:00:00,4197025,0,0,103275,535000,1054350,740000,50000,375000,350000,,50000,300000,3454350,-742675,-3938231,2958443,0,0,130050,350000,16000,3324443,700000,215000,89959.30000000005,1004959.3,1800000,198000,3002959.3,-321483.7000000002,8815445.679999948,2650000,2300000,129800,70200,2100000,365000,,240000,535000,700000,260000,950000,700000,1650000,90450,125000,875000,494800,1054350,740000,215000,20000,10000,61184.969999999994,1046184.97,810000,140000,260000,20000,150000,1380000,124040.70000000001,293000,463000,35000,89959.30000000005,375000
2002-03-01 00:00:00,3384114,0,0,103275,535000,1135350,740000,50000,375000,350000,,50000,300000,3535350,151236,750085,2482502,0,0,130050,350000,10000,2842502,700000,215000,183323.30000000005,1098323.3,1800000,198000,3096323.3,253821.2999999998,16683905.97999994,2650000,2300000,129800,70200,2100000,423000,,182000,535000,700000,260000,950000,700000,1650000,117450,125000,825000,552800,1135350,740000,215000,20000,10000,61184.969999999994,1046184.97,810000,140000,260000,20000,150000,1380000,136676.7,240000,410000,35000,183323.30000000005,375000
2002-04-01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 data,2000 data,,,
CAP. (Win),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800000,400000,300000,,,1090000,825000,,,,,,,,,,,
Cap. (Sum),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725000,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OnSys,2371208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KRS,281667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWG,10083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2662958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SJ Triangle,,2850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Malin,1821417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SJ West,Navajo,2350,,,,,,,,,,,,,,,,,,,,,,,,,,Prod,202792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Hackberry,2200,,,,,,,,,,,,,,,,,,,,,,,,,,Kern,133250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TW,81125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SJ East,Plains Station,650,,,,,,,,,,,,,,,,,,,,,,,,,,EPNG,709292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOTAL,2947876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Keystone West,Pecos River Station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cornudas West,,1650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Keystone West,800 - 1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Waha West,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
