,EES,0,,2,,19,,-23,,-27,,-91,,-120,,-1,
,JOHN MCKAY,0,,0,,0,,0,,0,,0,,0,,0,
,LUCCI,0,,0,,0,,0,,0,,0,,0,,0,
,KUYKENDAHL,0,,-46,,29,,0,,0,,0,,-17,,-0,
,THOLT,30,,0,,0,,0,,0,,0,,30,,-5,
,LEWIS,0,,47,,88,,560,,-0,,-1,,693,,0,
,METZ,129,,988,,"1,943",,"8,733",,-265,,-484,,"11,044",,-19,
,TRANSPORT,0,,0,,0,,0,,0,,0,,0,,0,
,TOTAL,924,,"1,445",,"2,538",,"13,820",,-197,,171,,"18,701",,-407,
,SAN JUAN,,,,,,,,,,,,,,,,
,MAY,11,,-181,,-56,,-7,,-5,,-89,,-327,,-21,
,LEWIS,0,,0,,0,,0,,0,,0,,0,,0,
,METZ,38,,0,,0,,0,,0,,0,,38,,-6,
,ERMIS,-30,,-159,,-470,,"-1,339",,0,,0,,"-1,998",,4,
,HOLST,0,,-448,,-98,,833,,66,,-211,,142,,-288,
,SOUTH,0,,15,,29,,-103,,0,,0,,-59,,0,
,GRIGSBY,-15,,15,,-27,,0,,0,,0,,-26,,-4,
,SANCHEZ,0,,0,,0,,0,,0,,0,,0,,0,
,STURM,0,,0,,0,,0,,0,,0,,0,,0,
,ALLEN,20,,-507,,-823,,"-1,374",,60,,0,,"-2,624",,43,
,EES,0,,1,,-7,,21,,35,,17,,67,,0,
,JOHN MCKAY,0,,0,,0,,0,,0,,0,,0,,0,
,LUCCI,0,,0,,0,,0,,0,,0,,0,,0,
,KUYKENDAHL,0,,-62,,-117,,-310,,0,,0,,-488,,-0,
,THOLT,0,,0,,-103,,-516,,0,,0,,-619,,-0,
,LENHART,0,,-31,,0,,0,,0,,0,,-31,,-0,
,KEAVEY,0,,0,,0,,0,,0,,0,,0,,0,
,TRANSPORT,0,,-234,,-437,,"-1,665",,-122,,-112,,"-2,571",,0,
,TOTAL,24,,"-1,590",,"-2,108",,"-4,460",,34,,-395,,"-8,496",,-271,
,NGI-SOCAL,,,,,,,,,,,,,,,,
,MAY,13,,52,,21,,139,,60,,-129,,157,,0,
,JOHN MCKAY,0,,0,,0,,0,,0,,0,,0,,0,
,ERMIS,4,,821,,301,,-533,,-378,,-973,,-758,,159,
,HOLST,0,,289,,568,,"1,681",,-14,,786,,"3,311",,395,
,SOUTH,0,,54,,116,,316,,0,,0,,486,,31,
,GRIGSBY,-254,,-556,,-956,,"6,268",,0,,0,,"4,503",,899,
,SANCHEZ,0,,46,,117,,103,,0,,0,,266,,0,
,STURM,0,,0,,0,,0,,0,,0,,0,,0,
,ALLEN,-30,,767,,"1,635",,513,,122,,0,,"3,008",,-121,
,EES,0,,11,,34,,46,,-25,,-111,,-45,,0,
,TRANSPORT,0,,207,,378,,"1,386",,0,,0,,"1,972",,0,
,LUCCI,0,,77,,87,,0,,0,,0,,165,,0,
,METZ,0,,0,,0,,0,,0,,0,,0,,0,
,KUYKENDAHL,0,,31,,87,,516,,0,,0,,634,,0,
,THOLT,0,,1,,446,,443,,0,,0,,890,,0,
,LENHART,40,,216,,117,,0,,0,,0,,373,,48,
,LAVORATO,0,,0,,0,,0,,0,,0,,0,,0,
,SWERZDIN,0,,0,,52,,0,,0,,0,,52,,0,
,KEAVEY,0,,0,,0,,0,,0,,0,,0,,0,
,TOTAL,-227,,"2,018",,"3,004",,"10,879",,-234,,-427,,"15,013",,"1,411",
,NGI-MALIN,,,,,,,,,,,,,,,,
,MAY,0,,0,,0,,0,,0,,0,,0,,0,
,ERMIS,0,,-835,,"-1,317",,374,,-573,,"1,549",,-802,,43,
,HOLST,0,,4,,39,,101,,-71,,-124,,-50,,0,
,SOUTH,0,,0,,0,,-104,,0,,0,,-104,,-0,
,GRIGSBY,-166,,0,,0,,0,,0,,0,,-166,,25,
,STURM,0,,0,,0,,0,,0,,0,,0,,0,
,SANCHEZ,0,,15,,0,,0,,0,,0,,15,,0,
,ALLEN,0,,-253,,-257,,-594,,0,,0,,"-1,104",,-0,
,EES,0,,5,,8,,-6,,-2,,-4,,1,,0,
,JOHN MCKAY,0,,136,,216,,31,,42,,-703,,-278,,31,
,TRANSPORT,0,,0,,0,,101,,0,,"11,868",,"11,969",,0,
,KUYKENDAHL,0,,0,,0,,0,,0,,0,,0,,0,
,THOLT,0,,0,,0,,0,,0,,0,,0,,0,
,LUCCI,0,,-31,,-58,,0,,0,,0,,-89,,-0,
,LENHART,0,,0,,0,,0,,0,,0,,0,,0,
,LAVORATO,0,,0,,0,,0,,0,,0,,0,,0,
,TOTAL,-166,,-958,,"-1,369",,-97,,-604,,"12,586",,"9,393",,98,
,NGI-PGE/CG,,,,,,,,,,,,,,,,
,MAY,-6,,0,,0,,0,,0,,0,,-6,,-5,
,ERMIS,66,,340,,742,,608,,"1,012",,817,,"3,585",,-10,
,HOLST,0,,64,,34,,-359,,368,,513,,619,,-0,
,SOUTH,0,,53,,-16,,-4,,0,,0,,34,,0,
,GRIGSBY,393,,586,,956,,0,,0,,0,,"1,935",,10,
,STURM,0,,0,,0,,0,,0,,0,,0,,0,
,ALLEN,0,,0,,0,,-88,,0,,0,,-88,,-0,
,EES,0,,0,,7,,-53,,-11,,-48,,-105,,-0,
,JOHN MCKAY,0,,0,,0,,0,,0,,0,,0,,0,
,LUCCI,0,,0,,0,,0,,0,,0,,0,,0,
,KUYKENDAHL,0,,0,,0,,0,,0,,0,,0,,0,
,THOLT,0,,0,,0,,0,,0,,0,,0,,0,
,LENHART,0,,0,,0,,0,,0,,0,,0,,0,
,TRANSPORT,0,,0,,0,,0,,0,,0,,0,,0,
,TOTAL,453,,"1,044",,"1,723",,103,,"1,368",,"1,282",,"5,974",,-5,
,TOTAL WEST POINTS,666,,389,,"1,286",,"-7,807",,-240,,"6,675",,969,,963,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,"As of December 08, 2000",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,East Region Basis Notional,,,,,,,,,,,,,,,,
,,Intra-Month,,Winter 2000-2001,,Winter 2000-2001,,Summer 2001,,Winter 2001-02,,Remainder,,Total,,Change,
,,Jul-10,,Jan-00/Jan-00,,Sep-10/Jan-00,,Jan-00/Jan-00,,Jan-00/Jan-00,,Jan-00/Jan-00,,,,,
,TRANSCO Z-6,,,,,,,,,,,,,,,,
,BRAWNER,0,,0,,31,,206,,0,,0,,237,,0,
,EES,0,,-0,,5,,2,,-1,,-726,,-721,,0,
,B.MCKAY,0,,30,,144,,-257,,-41,,-133,,-258,,308,
,STOREY,0,,46,,42,,-413,,0,,0,,-325,,-0,
,KEAVEY,-8,,88,,57,,0,,0,,0,,137,,-48,
,GRIGSBY,0,,0,,0,,0,,0,,0,,0,,0,
,JENKINS,-23,,69,,29,,0,,0,,0,,76,,-35,
,JUNEK,0,,0,,0,,0,,0,,0,,0,,0,
,SHIVELY,0,,15,,29,,0,,0,,0,,45,,0,
,LEWIS,0,,0,,0,,0,,0,,0,,0,,0,
,NEAL,30,,31,,28,,0,,0,,0,,89,,-4,
,HENDRICKSON,-10,,0,,0,,0,,0,,0,,-10,,2,
,METZ,0,,0,,0,,0,,0,,0,,0,,0,
,MAY,0,,43,,178,,136,,3,,-66,,295,,21,
,ARNOLD,-80,,39,,-92,,-206,,-565,,0,,-905,,-39,
,LAVORATO,150,,0,,14,,0,,71,,0,,235,,-23,
,TOTAL,59,,362,,464,,-532,,-534,,-926,,"-1,107",,183,
,TETCO-M3,,,,,,,,,,,,,,,,
,EES,0,,2,,8,,-29,,1,,-355,,-373,,-1,
,B.MCKAY,0,,1,,473,,"2,120",,-88,,"-2,842",,-337,,15,
,STOREY,20,,-15,,0,,0,,0,,0,,5,,-3,
,KEAVEY,-69,,209,,29,,0,,0,,0,,170,,-12,
,JENKINS,69,,15,,29,,0,,0,,0,,114,,-10,
,NEAL,30,,0,,0,,0,,0,,0,,30,,-5,
,HENDRICKSON,0,,0,,0,,0,,0,,0,,0,,0,
,MAY,0,,0,,0,,112,,0,,0,,112,,-0,
,TOTAL,51,,212,,539,,"2,202",,-87,,"-3,197",,-280,,-15,
,CGT-CITYGATE,,,,,,,,,,,,,,,,
,EES,0,,-6,,-9,,94,,27,,66,,171,,4,
,B.MCKAY,10,,40,,-209,,"4,517",,533,,"15,602",,"20,494",,-367,
,STOREY,0,,62,,205,,206,,141,,0,,615,,148,
,KEAVEY,252,,-247,,-29,,-103,,0,,0,,-127,,-249,
,JENKINS,721,,127,,189,,30,,0,,0,,"1,066",,-82,
,NEAL,15,,81,,58,,0,,0,,0,,153,,-5,
,JUNEK,0,,0,,0,,0,,0,,0,,0,,0,
,MAY,0,,90,,7,,-0,,-0,,0,,97,,-19,
,TOTAL,997,,146,,212,,"4,745",,701,,"15,668",,"22,470",,-571,
,FGT-MARKETAREA,,,,,,,,,,,,,,,,
,KAISER,0,,68,,128,,87,,16,,579,,876,,-0,
,NEAL,55,,0,,0,,0,,0,,0,,55,,-31,
,BRAWNER,-20,,0,,0,,0,,0,,0,,-20,,3,
,MAY,39,,0,,0,,0,,0,,0,,39,,-5,
,KEAVEY,0,,0,,0,,0,,0,,0,,0,,-0,
,MARTIN,18,,0,,0,,0,,0,,0,,18,,-3,
,TRANSPORT,0,,-0,,-0,,-1,,-1,,-8,,-10,,0,
,TOTAL,92,,67,,127,,86,,15,,571,,959,,-36,
,TOTAL EAST  POINTS,"1,199",,788,,"1,342",,"6,501",,95,,"12,116",,"22,041",,-440,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,"As of December 08, 2000",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,Central Region Basis Notional,,,,,,,,,,,,,,,,
,,Intra-Month,,Winter 2000-2001,,Winter 2000-2001,,Summer 2001,,Winter 2001-02,,Remainder,,Total,,Change,
,,Aug-14,,Jan-00/Jan-00,,Oct-14/Jan-00,,Jan-00/Jan-00,,Jan-00/Jan-00,,Jan-00/Jan-00,,,,,
,NGI/CHI-GATE,,,,,,,,,,,,,,,,
,WILLIAMS,0,,0,,0,,0,,0,,0,,0,,0,
,MENEAR,120,,62,,0,,0,,0,,0,,182,,-29,
,EES,0,,0,,0,,0,,0,,0,,0,,0,
,J.MCKAY,0,,43,,89,,653,,286,,436,,"1,507",,368,
,STEVENS,0,,0,,0,,0,,0,,0,,0,,0,
,SHIVELY,20,,0,,0,,413,,0,,0,,433,,-3,
,NEAL,16,,0,,0,,0,,0,,0,,16,,16,
,STOREY,-236,,269,,-658,,"1,628",,"4,927",,"34,085",,"40,015",,-553,
,CUILLA,-145,,31,,58,,0,,0,,0,,-56,,-46,
,WILLIAMS,-370,,0,,0,,0,,0,,-0,,-370,,38,
,KEAVEY,3,,0,,0,,0,,0,,0,,3,,0,
,GRIGSBY,170,,0,,0,,0,,0,,0,,170,,-26,
,SANCHEZ,80,,0,,0,,0,,0,,0,,80,,11,
,SOUTH,0,,0,,0,,0,,0,,0,,0,,0,
,RUSCITTI,0,,0,,0,,0,,0,,0,,0,,0,
,THURSTON,324,,0,,0,,0,,0,,0,,324,,-17,
,PARKS,0,,0,,0,,0,,0,,0,,0,,0,
,LEWIS,240,,278,,524,,"1,239",,"1,413",,0,,"3,694",,33,
,ALLEN,0,,31,,58,,0,,0,,0,,89,,0,
,LUCCI,10,,0,,0,,0,,0,,0,,10,,-2,
,MAY,-69,,102,,-81,,-12,,0,,-6,,-66,,"-1,787",
,TRANSPORT,0,,180,,364,,"1,054",,809,,"9,241",,"11,648",,0,
,TOTAL,162,,994,,355,,"4,975",,"7,436",,"43,755",,"57,677",,"-1,996",
,MICH-CG,,,,,,,,,,,,,,,,
,EES,0,,-3,,-5,,-4,,-3,,-2,,-16,,-0,
,SHIVELY,0,,0,,28,,0,,0,,0,,28,,0,
,STOREY,1,,-256,,730,,"1,345",,-255,,"-2,456",,-890,,352,
,CUILLA,-10,,0,,0,,0,,0,,0,,-10,,-10,
,KEAVEY,0,,0,,0,,0,,0,,0,,0,,0,
,GRIGSBY,0,,0,,0,,0,,0,,0,,0,,0,
,LEWIS,40,,-31,,0,,0,,0,,0,,9,,-6,
,DONOHOE,0,,0,,0,,0,,0,,0,,0,,0,
,ALLEN,0,,0,,0,,0,,0,,0,,0,,0,
,RUSCITTI,-91,,-31,,0,,310,,0,,0,,187,,-8,
,J.MCKAY,0,,0,,0,,-103,,0,,-292,,-395,,-395,
,MAY,18,,-49,,-199,,-97,,147,,102,,-79,,8,
,THOLT,0,,0,,0,,0,,0,,0,,0,,0,
,TRANSPORT,0,,53,,141,,0,,0,,0,,194,,0,
,TOTAL,-42,,-317,,695,,"1,451",,-111,,"-2,648",,-972,,-59,
,ML7/CG,,,,,,,,,,,,,,,,
,EES,0,,15,,31,,-45,,-21,,-757,,-777,,-0,
,STOREY,-130,,-288,,-582,,-117,,0,,0,,"-1,116",,19,
,RUSCITTI,72,,0,,0,,0,,0,,0,,72,,-11,
,LEWIS,0,,0,,0,,0,,0,,0,,0,,0,
,MAY,3,,-0,,-0,,0,,0,,0,,3,,-0,
,TOTAL,-55,,-273,,-551,,-162,,-21,,-757,,"-1,819",,8,
,VENTURA,,,,,,,,,,,,,,,,
,EES,0,,-6,,-9,,-16,,-22,,-154,,-207,,-0,
,B. MCKAY,10,,0,,0,,0,,0,,0,,10,,10,
,SHIVELY,0,,62,,118,,0,,0,,0,,180,,134,
,STOREY,90,,315,,362,,0,,0,,0,,767,,165,
,STEVENS,181,,0,,0,,0,,0,,0,,181,,-21,
,DONOHOE,0,,0,,0,,0,,0,,0,,0,,0,
,CUILLA,32,,170,,320,,"1,239",,0,,0,,"1,760",,"1,001",
,KEAVEY,87,,0,,0,,0,,0,,0,,87,,-1,
,MENEAR,0,,0,,0,,0,,0,,0,,0,,0,
,WILLIAMS,74,,0,,0,,0,,0,,0,,74,,-7,
,LEWIS,-240,,"1,242",,"3,076",,"4,202",,779,,"-10,753",,"-1,693",,83,
,MAY,48,,54,,47,,176,,15,,-27,,312,,43,
,GRIGSBY,120,,0,,0,,0,,0,,0,,120,,-18,
,SANCHEZ,40,,0,,0,,0,,0,,0,,40,,-6,
,ERMIS,0,,123,,233,,0,,0,,0,,356,,0,
,ALLEN,0,,62,,117,,0,,0,,0,,178,,0,
,TRANSPORT,0,,0,,-318,,-926,,-724,,"-7,560",,"-9,528",,0,
,TOTAL,441,,"2,022",,"3,946",,"4,674",,48,,"-18,494",,"-7,362",,"1,382",
,MIDCONTINENT,,,,,,,,,,,,,,,,
,J.MCKAY,0,,0,,0,,0,,0,,0,,0,,0,
,EES,0,,6,,1,,64,,36,,-156,,-50,,2,
,SHIVELY,40,,0,,0,,0,,0,,0,,40,,-6,
,STEVENS,-70,,0,,0,,0,,0,,0,,-70,,11,
,CUILLA,165,,0,,0,,"1,032",,0,,0,,"1,197",,-7,
,STOREY,0,,-15,,-29,,0,,0,,0,,-45,,-0,
,WILLIAMS,0,,0,,0,,0,,0,,-0,,-0,,0,
,MENEAR,76,,125,,205,,724,,0,,0,,"1,131",,-56,
,KEAVEY,1,,0,,0,,0,,0,,0,,1,,-0,
,LUCCI,0,,-18,,-59,,-186,,7,,"1,804",,"1,549",,-2,
,ERMIS,0,,755,,"1,018",,0,,29,,0,,"1,802",,0,
,LEWIS,120,,-623,,"-1,734",,"-1,446",,"-6,029",,"-40,125",,"-49,838",,"1,103",
,HOLST,0,,0,,0,,0,,0,,0,,0,,0,
,ALLEN,0,,0,,0,,0,,0,,0,,0,,0,
,SOUTH,0,,77,,29,,0,,0,,0,,106,,0,
,GRIGSBY,188,,0,,0,,0,,0,,0,,188,,-28,
,SANCHEZ,10,,0,,0,,0,,0,,0,,10,,-2,
,METZ,0,,0,,0,,"-1,032",,0,,0,,"-1,032",,-103,
,MAY,50,,33,,407,,-111,,141,,304,,823,,-19,
,TOTAL,579,,340,,-163,,-955,,"-5,816",,"-38,172",,"-44,187",,893,
,TOTAL CENTRAL POINTS,"1,086",,"2,766",,"4,282",,"9,982",,"1,537",,"-16,315",,"3,338",,228,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,"As of December 08, 2000",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,Western Canada Region Basis Notional,,,,,,,,,,,,,,,,
,,Intra-Month,,Winter 2000-2001,,Winter 2000-2001,,Summer 2001,,Winter 2001-02,,Remainder,,Total,,Change,
,,Sep-22,,Jan-00/Jan-00,,Nov-22/Jan-00,,Jan-00/Jan-00,,Jan-00/Jan-00,,Jan-00/Jan-00,,,,,
,SUMAS,,,,,,,,,,,,,,,,
,J.MCKAY,0,,-141,,105,,"-3,703",,"-1,254",,-586,,"-5,580",,3,
,LAMBIE,0,,0,,0,,0,,0,,0,,0,,0,
,DISTURNAL,0,,161,,-0,,21,,-57,,-78,,47,,0,
,EES,0,,-2,,-3,,-7,,-7,,-90,,-110,,-0,
,ERMIS,0,,-27,,285,,0,,0,,0,,258,,-55,
,GRIGSBY,10,,0,,0,,0,,0,,0,,10,,-1,
,ALLEN,0,,-123,,146,,0,,0,,0,,22,,0,
,MAY,-3,,-8,,39,,0,,0,,0,,28,,-4,
,TOTAL,7,,-141,,571,,"-3,689",,"-1,318",,-755,,"-5,325",,-57,
,AECO/EMPRESS/STA2,,,,,,,,,,,,,,,,
,J.MCKAY,129,,208,,"1,070",,"3,904",,679,,"-8,077",,"-2,086",,"-2,205",
,LAMBIE,0,,0,,0,,0,,0,,0,,0,,0,
,DISTURNAL,2,,340,,546,,-89,,15,,-33,,780,,-634,
,COWAN,-70,,0,,59,,0,,0,,0,,-11,,-21,
,EES,0,,-3,,-6,,0,,0,,0,,-9,,-0,
,STOREY,0,,-15,,-28,,0,,0,,0,,-42,,-0,
,STEVENS,0,,0,,0,,0,,0,,0,,0,,0,
,HOLST,0,,1,,1,,5,,0,,0,,7,,0,
,ERMIS,0,,6,,12,,0,,-71,,0,,-53,,0,
,ALLEN,0,,0,,0,,103,,0,,0,,103,,0,
,SOUTH,0,,0,,0,,0,,0,,0,,0,,0,
,JENKINS,0,,0,,0,,0,,0,,0,,0,,0,
,MAY,0,,0,,0,,0,,0,,0,,0,,0,
,TOTAL,61,,537,,"1,654",,"3,923",,623,,"-8,110",,"-1,311",,"-2,860",
,TOTAL W. CANADA POINTS,68,,396,,"2,225",,234,,-695,,"-8,865",,"-6,636",,"-2,917",
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,Ontario Region Basis Notional,,,,,,,,,,,,,,,,
,PARKWAY,,,,,,,,,,,,,,,,
,J.MCKAY,0,,0,,0,,0,,0,,0,,0,,0,
,EES,0,,-1,,-2,,0,,0,,0,,-3,,-0,
,CUILLA,2,,0,,0,,0,,0,,0,,2,,-0,
,STOREY,0,,5,,-21,,-445,,-518,,"-1,170",,"-2,149",,1,
,TOTAL,2,,4,,-23,,-445,,-518,,"-1,170",,"-2,149",,1,
,DAWN,,,,,,,,,,,,,,,,
,J.MCKAY,0,,0,,0,,0,,0,,0,,0,,0,
,EES,0,,0,,0,,0,,0,,0,,0,,0,
,SHIVELY,0,,0,,0,,0,,0,,0,,0,,0,
,STOREY,225,,711,,"1,198",,"1,736",,-847,,427,,"3,450",,44,
,CUILLA,544,,99,,55,,0,,0,,0,,698,,-27,
,B.MCKAY,0,,0,,0,,0,,0,,0,,0,,0,
,MAY,0,,15,,0,,0,,0,,0,,15,,0,
,THOLT,0,,0,,0,,0,,0,,0,,0,,0,
,LAVORATO,0,,0,,0,,0,,0,,0,,0,,0,
,RUSCITTI,0,,0,,0,,0,,0,,0,,0,,0,
,TRANSPORT,0,,0,,0,,0,,0,,0,,0,,0,
,TOTAL,768,,825,,"1,254",,"1,736",,-847,,427,,"4,163",,17,
,NIAGARA,,,,,,,,,,,,,,,,
,J.MCKAY,0,,0,,0,,0,,0,,0,,0,,0,
,EES,0,,-13,,-20,,-5,,11,,-168,,-196,,-0,
,JENKINS,49,,0,,0,,0,,0,,0,,49,,-7,
,CUILLA,-83,,0,,0,,0,,0,,0,,-83,,4,
,STOREY,0,,-101,,-388,,290,,-7,,-865,,"-1,071",,1,
,TOTAL,-34,,-114,,-408,,285,,3,,"-1,033",,"-1,301",,-3,
,TOTAL ONTARIO POINTS,737,,715,,823,,"1,576",,"-1,362",,"-1,775",,713,,14,
