,,,,,,,,,
"After hours Friday, Weekend and to Monday's close",,,,,,,,,
Transaction ID,Transaction Time,Product Name,sells,buys,Price,Risk Book,Deal ID,Begin Date,End Date
2229092,2001-11-19 08:21:38,US Gas Swap      Nymex                   Dec01           USD/MM,2500,,2.475,NG-Price,YK2655.1,2001-12-01 21:00:00,2001-12-31 21:00:00
2229145,2001-11-19 08:23:21,US Gas Swap      Nymex                   Dec01           USD/MM,15000,,2.48,NG-Price,YK2673.1,2001-12-01 21:00:00,2001-12-31 21:00:00
2229909,2001-11-19 08:49:58,US Gas Swap      Nymex                   Dec01           USD/MM,10000,,2.52,NG-Price,YK2903.1,2001-12-01 21:00:00,2001-12-31 21:00:00
2230209,2001-11-19 09:00:25,US Gas Swap      Nymex                   Dec01           USD/MM,20000,,2.535,NG-Price,YK3023.1,2001-12-01 21:00:00,2001-12-31 21:00:00
2230414,2001-11-19 09:06:44,US Gas Swap      Nymex                   Dec01           USD/MM,15000,,2.52,NG-Price,YK3096.1,2001-12-01 21:00:00,2001-12-31 21:00:00
2230584,2001-11-19 09:12:48,US Gas Swap      Nymex                   Dec01           USD/MM,10000,,2.55,NG-Price,YK3168.1,2001-12-01 21:00:00,2001-12-31 21:00:00
2230967,2001-11-19 09:24:56,US Gas Swap      Nymex                   Dec01           USD/MM,7500,,2.545,NG-Price,YK3349.1,2001-12-01 21:00:00,2001-12-31 21:00:00
2230996,2001-11-19 09:26:24,US Gas Swap      Nymex                   Dec01           USD/MM,10000,,2.545,NG-Price,YK3363.1,2001-12-01 21:00:00,2001-12-31 21:00:00
2231260,2001-11-19 09:35:10,US Gas Swap      Nymex                   Dec01           USD/MM,10000,,2.57,NG-Price,YK3494.1,2001-12-01 21:00:00,2001-12-31 21:00:00
2231309,2001-11-19 09:36:18,US Gas Swap      Nymex                   Dec01           USD/MM,10000,,2.59,NG-Price,YK3533.1,2001-12-01 21:00:00,2001-12-31 21:00:00
2231322,2001-11-19 09:36:36,US Gas Swap      Nymex                   Dec01           USD/MM,2500,,2.59,NG-Price,YK3540.1,2001-12-01 21:00:00,2001-12-31 21:00:00
2231600,2001-11-19 09:44:49,US Gas Swap      Nymex                   Dec01           USD/MM,20000,,2.6,NG-Price,YK3696.1,2001-12-01 21:00:00,2001-12-31 21:00:00
2231664,2001-11-19 09:46:55,US Gas Swap      Nymex                   Dec01           USD/MM,20000,,2.59,NG-Price,YK3729.1,2001-12-01 21:00:00,2001-12-31 21:00:00
2231690,2001-11-19 09:48:07,US Gas Swap      Nymex                   Dec01           USD/MM,20000,,2.585,NG-Price,YK3742.1,2001-12-01 21:00:00,2001-12-31 21:00:00
2231757,2001-11-19 09:52:12,US Gas Swap      Nymex                   Dec01           USD/MM,10000,,2.59,NG-Price,YK3775.1,2001-12-01 21:00:00,2001-12-31 21:00:00
2231905,2001-11-19 10:00:48,US Gas Swap      Nymex                   Dec01           USD/MM,10000,,2.63,NG-Price,YK3870.1,2001-12-01 21:00:00,2001-12-31 21:00:00
2231944,2001-11-19 10:03:09,US Gas Swap      Nymex                   Dec01           USD/MM,10000,,2.6,NG-Price,YK3894.1,2001-12-01 21:00:00,2001-12-31 21:00:00
2231986,2001-11-19 10:05:41,US Gas Swap      Nymex                   Dec01           USD/MM,20000,,2.59,NG-Price,YK3920.1,2001-12-01 21:00:00,2001-12-31 21:00:00
2232007,2001-11-19 10:06:54,US Gas Swap      Nymex                   Dec01           USD/MM,2500,,2.605,NG-Price,YK3937.1,2001-12-01 21:00:00,2001-12-31 21:00:00
2232050,2001-11-19 10:10:32,US Gas Swap      Nymex                   Dec01           USD/MM,20000,,2.62,NG-Price,YK3960.1,2001-12-01 21:00:00,2001-12-31 21:00:00
2232072,2001-11-19 10:12:32,US Gas Swap      Nymex                   Dec01           USD/MM,5000,,2.625,NG-Price,YK3973.1,2001-12-01 21:00:00,2001-12-31 21:00:00
2232684,2001-11-19 11:30:00,US Gas Swap      Nymex                   Dec01           USD/MM,20000,,2.655,NG-Price,YK4327.1,2001-12-01 21:00:00,2001-12-31 21:00:00
2232775,2001-11-19 11:42:17,US Gas Swap      Nymex                   Dec01           USD/MM,20000,,2.665,NG-Price,YK4393.1,2001-12-01 21:00:00,2001-12-31 21:00:00
2232828,2001-11-19 11:49:13,US Gas Swap      Nymex                   Dec01           USD/MM,20000,,2.67,NG-Price,YK4428.1,2001-12-01 21:00:00,2001-12-31 21:00:00
2233292,2001-11-19 12:54:10,US Gas Swap      Nymex                   Dec01           USD/MM,20000,,2.715,NG-Price,YK4799.1,2001-12-01 21:00:00,2001-12-31 21:00:00
2233315,2001-11-19 12:58:10,US Gas Swap      Nymex                   Dec01           USD/MM,7500,,2.7,NG-Price,YK4819.1,2001-12-01 21:00:00,2001-12-31 21:00:00
2233540,2001-11-19 13:17:42,US Gas Swap      Nymex                   Dec01           USD/MM,10000,,2.77,NG-Price,YK4982.1,2001-12-01 21:00:00,2001-12-31 21:00:00
2233554,2001-11-19 13:18:16,US Gas Swap      Nymex                   Dec01           USD/MM,20000,,2.76,NG-Price,YK4991.1,2001-12-01 21:00:00,2001-12-31 21:00:00
2233592,2001-11-19 13:19:56,US Gas Swap      Nymex                   Dec01           USD/MM,15000,,2.75,NG-Price,YK5016.1,2001-12-01 21:00:00,2001-12-31 21:00:00
2233684,2001-11-19 13:28:43,US Gas Swap      Nymex                   Dec01           USD/MM,2500,,2.79,NG-Price,YK5091.1,2001-12-01 21:00:00,2001-12-31 21:00:00
2233690,2001-11-19 13:28:50,US Gas Swap      Nymex                   Dec01           USD/MM,5000,,2.785,NG-Price,YK5097.1,2001-12-01 21:00:00,2001-12-31 21:00:00
2233715,2001-11-19 13:29:55,US Gas Swap      Nymex                   Dec01           USD/MM,2500,,2.79,NG-Price,YK5112.1,2001-12-01 21:00:00,2001-12-31 21:00:00
2234116,2001-11-19 14:16:12,US Gas Swap      Nymex                   Dec01           USD/MM,20000,,2.845,NG-Price,YK5475.1,2001-12-01 21:00:00,2001-12-31 21:00:00
2234118,2001-11-19 14:17:23,US Gas Swap      Nymex                   Dec01           USD/MM,15000,,2.845,NG-Price,YK5485.1,2001-12-01 21:00:00,2001-12-31 21:00:00
,,,-17747500,3875000,,,,,
,,,,,,,,,
Monday night to close of Tuesday,,,,,,,,,
,,,,,,,,,
2234683,2001-11-19 16:34:38,US Gas Swap      Nymex                   Dec01           USD/MM,10000,,2.805,NG-Price,YK6455.1,2001-12-01 21:00:00,2001-12-31 21:00:00
2234684,2001-11-19 16:35:40,US Gas Swap      Nymex                   Dec01           USD/MM,10000,,2.8,NG-Price,YK6453.1,2001-12-01 21:00:00,2001-12-31 21:00:00
2234708,2001-11-19 18:20:52,US Gas Swap      Nymex                   Dec01           USD/MM,10000,,2.815,NG-Price,YK6418.1,2001-12-01 21:00:00,2001-12-31 21:00:00
2234739,2001-11-19 21:31:11,US Gas Swap      Nymex                   Dec01           USD/MM,10000,,2.825,NG-Price,YK6394.1,2001-12-01 21:00:00,2001-12-31 21:00:00
2235881,2001-11-20 07:49:19,US Gas Swap      Nymex                   Dec01           USD/MM,5000,,2.87,NG-Price,YK6634.1,2001-12-01 21:00:00,2001-12-31 21:00:00
2237129,2001-11-20 08:33:20,US Gas Swap      Nymex                   Dec01           USD/MM,,5000,2.86,NG-Price,YK7156.1,2001-12-01 21:00:00,2001-12-31 21:00:00
2238850,2001-11-20 09:23:57,US Gas Swap      Nymex                   Dec01           USD/MM,,10000,2.75,NG-Price,YK7950.1,2001-12-01 21:00:00,2001-12-31 21:00:00
2239550,2001-11-20 10:01:45,US Gas Swap      Nymex                   Dec01           USD/MM,,10000,2.72,NG-Price,YK8348.1,2001-12-01 21:00:00,2001-12-31 21:00:00
2240030,2001-11-20 10:23:49,US Gas Swap      Nymex                   Dec01           USD/MM,10000,,2.73,NG-Price,YK8708.1,2001-12-01 21:00:00,2001-12-31 21:00:00
2240310,2001-11-20 10:42:21,US Gas Swap      Nymex                   Dec01           USD/MM,10000,,2.775,NG-Price,YK8897.1,2001-12-01 21:00:00,2001-12-31 21:00:00
2241202,2001-11-20 12:35:39,US Gas Swap      Nymex                   Dec01           USD/MM,5000,,2.84,NG-Price,YK9665.1,2001-12-01 21:00:00,2001-12-31 21:00:00
2241264,2001-11-20 12:48:53,US Gas Swap      Nymex                   Dec01           USD/MM,7500,,2.86,NG-Price,YK9705.1,2001-12-01 21:00:00,2001-12-31 21:00:00
2241459,2001-11-20 13:27:54,US Gas Swap      Nymex                   Dec01           USD/MM,10000,,2.855,NG-Price,YK9852.1,2001-12-01 21:00:00,2001-12-31 21:00:00
,,,-2712500,775000,,,,,
,,,,,,,,,
After hours last night,,,,,,,,,
,,,,,,,,,
2241827,2001-11-20 17:40:41,US Gas Swap      Nymex                   Dec01           USD/MM,5000,,2.89,NG-Price,YL0634.1,2001-12-01 21:00:00,2001-12-31 21:00:00
2241843,2001-11-20 19:50:12,US Gas Swap      Nymex                   Dec01           USD/MM,,5000,2.89,NG-Price,YL0619.1,2001-12-01 21:00:00,2001-12-31 21:00:00
,,,-155000,155000,,,,,
