Date,NMSJ.ELP.NONBONDAD(MidPoint),PB.ELP(MidPoint),,,
1999-05-22 00:00:00,1.995,2.085,,,0.08999999999999986
1999-05-23 00:00:00,1.995,2.085,,,0.08999999999999986
1999-05-24 00:00:00,1.995,2.085,,,0.08999999999999986
1999-05-25 00:00:00,2.03,2.085,,,0.05500000000000016
1999-05-26 00:00:00,2.025,2.085,,,0.06000000000000005
1999-05-27 00:00:00,2.02,2.095,,,0.07500000000000018
1999-05-28 00:00:00,1.99,2.095,,,0.1050000000000002
1999-05-29 00:00:00,1.89,2.08,,,0.19000000000000017
1999-05-30 00:00:00,1.89,2.08,,,0.19000000000000017
1999-05-31 00:00:00,1.89,2.08,,,0.19000000000000017
1999-06-01 00:00:00,1.985,2.085,,,0.09999999999999987
1999-06-02 00:00:00,2.03,2.18,,,0.15000000000000036
1999-06-03 00:00:00,2.045,2.195,,,0.1499999999999999
1999-06-04 00:00:00,2.015,2.205,,,0.18999999999999995
1999-06-05 00:00:00,1.915,2.09,,,0.17499999999999982
1999-06-06 00:00:00,1.915,2.09,,,0.17499999999999982
1999-06-07 00:00:00,1.915,2.09,,,0.17499999999999982
1999-06-08 00:00:00,2.07,2.215,,,0.14500000000000002
1999-06-09 00:00:00,2.09,2.2,,,0.11000000000000032
1999-06-10 00:00:00,2.08,2.195,,,0.11499999999999977
1999-06-11 00:00:00,2.095,2.2,,,0.10499999999999998
1999-06-12 00:00:00,1.985,2.12,,,0.135
1999-06-13 00:00:00,1.985,2.12,,,0.135
1999-06-14 00:00:00,1.985,2.12,,,0.135
1999-06-15 00:00:00,2.065,2.125,,,0.06000000000000005
1999-06-16 00:00:00,2.07,2.13,,,0.06000000000000005
1999-06-17 00:00:00,2.105,2.165,,,0.06000000000000005
1999-06-18 00:00:00,2.085,2.165,,,0.08000000000000007
1999-06-19 00:00:00,2.03,2.135,,,0.10499999999999998
1999-06-20 00:00:00,2.03,2.135,,,0.10499999999999998
1999-06-21 00:00:00,2.03,2.135,,,0.10499999999999998
1999-06-22 00:00:00,2.02,2.12,,,0.10000000000000009
1999-06-23 00:00:00,2.03,2.125,,,0.0950000000000002
1999-06-24 00:00:00,2.02,2.14,,,0.1200000000000001
1999-06-25 00:00:00,2.015,2.15,,,0.1349999999999998
1999-06-26 00:00:00,1.995,2.155,,,0.1599999999999997
1999-06-27 00:00:00,1.995,2.155,,,0.1599999999999997
1999-06-28 00:00:00,1.995,2.155,,,0.1599999999999997
1999-06-29 00:00:00,2.015,2.18,,,0.16500000000000004
1999-06-30 00:00:00,2.08,2.235,,,0.1549999999999998
1999-07-01 00:00:00,2.115,2.265,,,0.1499999999999999
1999-07-02 00:00:00,2.04,2.23,,,0.18999999999999995
1999-07-03 00:00:00,1.88,2.14,,,0.26000000000000023
1999-07-04 00:00:00,1.88,2.14,,,0.26000000000000023
1999-07-05 00:00:00,1.88,2.14,,,0.26000000000000023
1999-07-06 00:00:00,1.88,2.14,,,0.26000000000000023
1999-07-07 00:00:00,2.035,2.205,,,0.16999999999999993
1999-07-08 00:00:00,1.99,2.115,,,0.12500000000000022
1999-07-09 00:00:00,1.995,2.125,,,0.1299999999999999
1999-07-10 00:00:00,1.85,2.06,,,0.20999999999999996
1999-07-11 00:00:00,1.85,2.06,,,0.20999999999999996
1999-07-12 00:00:00,1.85,2.06,,,0.20999999999999996
1999-07-13 00:00:00,2.035,2.07,,,0.0349999999999997
1999-07-14 00:00:00,2.075,2.11,,,0.0349999999999997
1999-07-15 00:00:00,2.105,2.135,,,0.029999999999999805
1999-07-16 00:00:00,2.025,2.08,,,0.05500000000000016
1999-07-17 00:00:00,1.88,2.07,,,0.18999999999999995
1999-07-18 00:00:00,1.88,2.07,,,0.18999999999999995
1999-07-19 00:00:00,1.88,2.07,,,0.18999999999999995
1999-07-20 00:00:00,2.035,2.11,,,0.07499999999999973
1999-07-21 00:00:00,2.06,2.155,,,0.09499999999999975
1999-07-22 00:00:00,2.06,2.18,,,0.1200000000000001
1999-07-23 00:00:00,2.07,2.25,,,0.18000000000000016
1999-07-24 00:00:00,1.93,2.26,,,0.32999999999999985
1999-07-25 00:00:00,1.93,2.26,,,0.32999999999999985
1999-07-26 00:00:00,1.93,2.26,,,0.32999999999999985
1999-07-27 00:00:00,2.255,2.425,,,0.16999999999999993
1999-07-28 00:00:00,2.25,2.41,,,0.16000000000000014
1999-07-29 00:00:00,2.26,2.465,,,0.20500000000000007
1999-07-30 00:00:00,2.265,2.53,,,0.2649999999999997
1999-07-31 00:00:00,2.115,2.41,,,0.29499999999999993
1999-08-01 00:00:00,2.12,2.41,,,0.29000000000000004
1999-08-02 00:00:00,2.12,2.41,,,0.29000000000000004
1999-08-03 00:00:00,2.2,2.405,,,0.20499999999999963
1999-08-04 00:00:00,2.3,2.475,,,0.17500000000000027
1999-08-05 00:00:00,2.33,2.525,,,0.19499999999999984
1999-08-06 00:00:00,2.34,2.535,,,0.19500000000000028
1999-08-07 00:00:00,2.245,2.555,,,0.31000000000000005
1999-08-08 00:00:00,2.245,2.555,,,0.31000000000000005
1999-08-09 00:00:00,2.245,2.555,,,0.31000000000000005
1999-08-10 00:00:00,2.335,2.64,,,0.30500000000000016
1999-08-11 00:00:00,2.345,2.68,,,0.33499999999999996
1999-08-12 00:00:00,2.33,2.685,,,0.355
1999-08-13 00:00:00,2.29,2.64,,,0.3500000000000001
1999-08-14 00:00:00,2.225,2.54,,,0.31499999999999995
1999-08-15 00:00:00,2.225,2.54,,,0.31499999999999995
1999-08-16 00:00:00,2.225,2.54,,,0.31499999999999995
1999-08-17 00:00:00,2.325,2.605,,,0.2799999999999998
1999-08-18 00:00:00,2.355,2.575,,,0.2200000000000002
1999-08-19 00:00:00,2.41,2.61,,,0.19999999999999973
1999-08-20 00:00:00,2.515,2.725,,,0.20999999999999996
1999-08-21 00:00:00,2.52,2.795,,,0.2749999999999999
1999-08-22 00:00:00,2.52,2.795,,,0.2749999999999999
1999-08-23 00:00:00,2.52,2.795,,,0.2749999999999999
1999-08-24 00:00:00,2.55,2.77,,,0.2200000000000002
1999-08-25 00:00:00,2.645,2.88,,,0.23499999999999988
1999-08-26 00:00:00,2.72,2.945,,,0.22499999999999964
1999-08-27 00:00:00,2.695,2.88,,,0.18500000000000005
1999-08-28 00:00:00,2.63,2.76,,,0.1299999999999999
1999-08-29 00:00:00,2.63,2.76,,,0.1299999999999999
1999-08-30 00:00:00,2.63,2.76,,,0.1299999999999999
1999-08-31 00:00:00,2.61,2.75,,,0.14000000000000012
1999-09-01 00:00:00,2.625,2.77,,,0.14500000000000002
1999-09-02 00:00:00,2.5,2.61,,,0.10999999999999988
1999-09-03 00:00:00,2.33,2.47,,,0.14000000000000012
1999-09-04 00:00:00,2.05,2.23,,,0.18000000000000016
1999-09-05 00:00:00,2.05,2.23,,,0.18000000000000016
1999-09-06 00:00:00,2.05,2.23,,,0.18000000000000016
1999-09-07 00:00:00,2.05,2.23,,,0.18000000000000016
1999-09-08 00:00:00,2.255,2.43,,,0.17500000000000027
1999-09-09 00:00:00,2.385,2.54,,,0.15500000000000025
1999-09-10 00:00:00,2.47,2.61,,,0.13999999999999968
1999-09-11 00:00:00,2.54,2.68,,,0.14000000000000012
1999-09-12 00:00:00,2.54,2.68,,,0.14000000000000012
1999-09-13 00:00:00,2.54,2.68,,,0.14000000000000012
1999-09-14 00:00:00,2.55,2.66,,,0.11000000000000032
1999-09-15 00:00:00,2.415,2.48,,,0.06499999999999995
1999-09-16 00:00:00,2.31,2.37,,,0.06000000000000005
1999-09-17 00:00:00,2.22,2.34,,,0.11999999999999966
1999-09-18 00:00:00,2.105,2.245,,,0.14000000000000012
1999-09-19 00:00:00,2.105,2.245,,,0.14000000000000012
1999-09-20 00:00:00,2.105,2.245,,,0.14000000000000012
1999-09-21 00:00:00,2.285,2.355,,,0.06999999999999984
1999-09-22 00:00:00,2.105,2.18,,,0.07500000000000018
1999-09-23 00:00:00,2.11,2.185,,,0.07500000000000018
1999-09-24 00:00:00,2.25,2.33,,,0.08000000000000007
1999-09-25 00:00:00,2.235,2.375,,,0.14000000000000012
1999-09-26 00:00:00,2.235,2.375,,,0.14000000000000012
1999-09-27 00:00:00,2.235,2.375,,,0.14000000000000012
1999-09-28 00:00:00,2.325,2.395,,,0.06999999999999984
1999-09-29 00:00:00,2.42,2.475,,,0.05500000000000016
1999-09-30 00:00:00,2.39,2.43,,,0.040000000000000036
1999-10-01 00:00:00,2.285,2.3,,,0.01499999999999968
1999-10-02 00:00:00,2.29,2.29,,,0.0
1999-10-03 00:00:00,2.29,2.29,,,0.0
1999-10-04 00:00:00,2.29,2.29,,,0.0
1999-10-05 00:00:00,2.425,2.435,,,0.010000000000000231
1999-10-06 00:00:00,2.44,2.44,,,0.0
1999-10-07 00:00:00,2.435,2.425,,,-0.010000000000000231
1999-10-08 00:00:00,2.425,2.425,,,0.0
1999-10-09 00:00:00,2.285,2.285,,,0.0
1999-10-10 00:00:00,2.285,2.285,,,0.0
1999-10-11 00:00:00,2.285,2.285,,,0.0
1999-10-12 00:00:00,2.455,2.45,,,-0.004999999999999893
1999-10-13 00:00:00,2.585,2.585,,,0.0
1999-10-14 00:00:00,2.75,2.76,,,0.009999999999999787
1999-10-15 00:00:00,2.67,2.67,,,0.0
1999-10-16 00:00:00,2.58,2.61,,,0.029999999999999805
1999-10-17 00:00:00,2.58,2.61,,,0.029999999999999805
1999-10-18 00:00:00,2.58,2.61,,,0.029999999999999805
1999-10-19 00:00:00,2.77,2.76,,,-0.010000000000000231
1999-10-20 00:00:00,2.835,2.83,,,-0.004999999999999893
1999-10-21 00:00:00,2.84,2.835,,,-0.004999999999999893
1999-10-22 00:00:00,2.93,2.935,,,0.004999999999999893
1999-10-23 00:00:00,2.85,2.87,,,0.020000000000000018
1999-10-24 00:00:00,2.85,2.87,,,0.020000000000000018
1999-10-25 00:00:00,2.85,2.87,,,0.020000000000000018
1999-10-26 00:00:00,2.86,2.845,,,-0.01499999999999968
1999-10-27 00:00:00,2.835,2.855,,,0.020000000000000018
1999-10-28 00:00:00,2.895,2.91,,,0.015000000000000124
1999-10-29 00:00:00,2.855,2.875,,,0.020000000000000018
1999-10-30 00:00:00,2.65,2.65,,,0.0
1999-10-31 00:00:00,2.65,2.65,,,0.0
1999-11-01 00:00:00,2.71,2.7,,,-0.009999999999999787
1999-11-02 00:00:00,2.64,2.625,,,-0.015000000000000124
1999-11-03 00:00:00,2.635,2.665,,,0.03000000000000025
1999-11-04 00:00:00,2.69,2.685,,,-0.004999999999999893
1999-11-05 00:00:00,2.6,2.6,,,0.0
1999-11-06 00:00:00,2.42,2.425,,,0.004999999999999893
1999-11-07 00:00:00,2.42,2.425,,,0.004999999999999893
1999-11-08 00:00:00,2.42,2.425,,,0.004999999999999893
1999-11-09 00:00:00,2.375,2.39,,,0.015000000000000124
1999-11-10 00:00:00,2.22,2.235,,,0.01499999999999968
1999-11-11 00:00:00,2.155,2.19,,,0.03500000000000014
1999-11-12 00:00:00,2.12,2.17,,,0.04999999999999982
1999-11-13 00:00:00,1.845,1.89,,,0.04499999999999993
1999-11-14 00:00:00,1.845,1.89,,,0.04499999999999993
1999-11-15 00:00:00,1.845,1.89,,,0.04499999999999993
1999-11-16 00:00:00,2.02,2.095,,,0.07500000000000018
1999-11-17 00:00:00,1.95,2,,,0.050000000000000044
1999-11-18 00:00:00,2.015,2.05,,,0.0349999999999997
1999-11-19 00:00:00,2.045,2.065,,,0.020000000000000018
1999-11-20 00:00:00,2.005,2.015,,,0.010000000000000231
1999-11-21 00:00:00,2.005,2.015,,,0.010000000000000231
1999-11-22 00:00:00,2.005,2.015,,,0.010000000000000231
1999-11-23 00:00:00,2,1.98,,,-0.020000000000000018
1999-11-24 00:00:00,2.025,2.025,,,0.0
1999-11-25 00:00:00,1.9,1.9,,,0.0
1999-11-26 00:00:00,1.9,1.9,,,0.0
1999-11-27 00:00:00,1.9,1.9,,,0.0
1999-11-28 00:00:00,1.9,1.9,,,0.0
1999-11-29 00:00:00,1.9,1.9,,,0.0
1999-11-30 00:00:00,2.085,2.065,,,-0.020000000000000018
1999-12-01 00:00:00,2.12,2.11,,,-0.010000000000000231
1999-12-02 00:00:00,2.06,2.065,,,0.004999999999999893
1999-12-03 00:00:00,2.045,2.045,,,0.0
1999-12-04 00:00:00,2.02,2.03,,,0.009999999999999787
1999-12-05 00:00:00,2.02,2.03,,,0.009999999999999787
1999-12-06 00:00:00,2.02,2.03,,,0.009999999999999787
1999-12-07 00:00:00,2.105,2.095,,,-0.009999999999999787
1999-12-08 00:00:00,2.14,2.14,,,0.0
1999-12-09 00:00:00,2.195,2.185,,,-0.009999999999999787
1999-12-10 00:00:00,2.195,2.185,,,-0.009999999999999787
1999-12-11 00:00:00,2.17,2.17,,,0.0
1999-12-12 00:00:00,2.17,2.17,,,0.0
1999-12-13 00:00:00,2.17,2.17,,,0.0
1999-12-14 00:00:00,2.28,2.28,,,0.0
1999-12-15 00:00:00,2.43,2.43,,,0.0
1999-12-16 00:00:00,2.475,2.47,,,-0.004999999999999893
1999-12-17 00:00:00,2.44,2.44,,,0.0
1999-12-18 00:00:00,2.43,2.435,,,0.004999999999999893
1999-12-19 00:00:00,2.43,2.435,,,0.004999999999999893
1999-12-20 00:00:00,2.43,2.435,,,0.004999999999999893
1999-12-21 00:00:00,2.535,2.56,,,0.02499999999999991
1999-12-22 00:00:00,2.455,2.47,,,0.015000000000000124
1999-12-23 00:00:00,2.28,2.28,,,0.0
1999-12-24 00:00:00,2.23,2.25,,,0.020000000000000018
1999-12-25 00:00:00,2.23,2.25,,,0.020000000000000018
1999-12-26 00:00:00,2.23,2.25,,,0.020000000000000018
1999-12-27 00:00:00,2.23,2.25,,,0.020000000000000018
1999-12-28 00:00:00,2.18,2.19,,,0.009999999999999787
1999-12-29 00:00:00,2.17,2.165,,,-0.004999999999999893
1999-12-30 00:00:00,2.165,2.175,,,0.009999999999999787
1999-12-31 00:00:00,2.165,2.165,,,0.0
2000-01-01 00:00:00,2.145,2.15,,,0.004999999999999893
2000-01-02 00:00:00,2.145,2.15,,,0.004999999999999893
2000-01-03 00:00:00,2.145,2.15,,,0.004999999999999893
2000-01-04 00:00:00,2.185,2.165,,,-0.020000000000000018
2000-01-05 00:00:00,2.155,2.135,,,-0.020000000000000018
2000-01-06 00:00:00,2.2,2.19,,,-0.010000000000000231
2000-01-07 00:00:00,2.165,2.16,,,-0.004999999999999893
2000-01-08 00:00:00,2.145,2.14,,,-0.004999999999999893
2000-01-09 00:00:00,2.145,2.14,,,-0.004999999999999893
2000-01-10 00:00:00,2.145,2.14,,,-0.004999999999999893
2000-01-11 00:00:00,2.16,2.15,,,-0.010000000000000231
2000-01-12 00:00:00,2.155,2.155,,,0.0
2000-01-13 00:00:00,2.125,2.135,,,0.009999999999999787
2000-01-14 00:00:00,2.145,2.145,,,0.0
2000-01-15 00:00:00,2.13,2.15,,,0.020000000000000018
2000-01-16 00:00:00,2.13,2.15,,,0.020000000000000018
2000-01-17 00:00:00,2.13,2.15,,,0.020000000000000018
2000-01-18 00:00:00,2.13,2.15,,,0.020000000000000018
2000-01-19 00:00:00,2.195,2.205,,,0.010000000000000231
2000-01-20 00:00:00,2.24,2.26,,,0.019999999999999574
2000-01-21 00:00:00,2.345,2.38,,,0.0349999999999997
2000-01-22 00:00:00,2.37,2.39,,,0.020000000000000018
2000-01-23 00:00:00,2.37,2.39,,,0.020000000000000018
2000-01-24 00:00:00,2.37,2.39,,,0.020000000000000018
2000-01-25 00:00:00,2.335,2.375,,,0.040000000000000036
2000-01-26 00:00:00,2.42,2.45,,,0.03000000000000025
2000-01-27 00:00:00,2.465,2.52,,,0.05500000000000016
2000-01-28 00:00:00,2.415,2.47,,,0.05500000000000016
2000-01-29 00:00:00,2.485,2.565,,,0.08000000000000007
2000-01-30 00:00:00,2.485,2.565,,,0.08000000000000007
2000-01-31 00:00:00,2.485,2.565,,,0.08000000000000007
2000-02-01 00:00:00,2.5,2.515,,,0.015000000000000124
2000-02-02 00:00:00,2.575,2.615,,,0.040000000000000036
2000-02-03 00:00:00,2.66,2.695,,,0.0349999999999997
2000-02-04 00:00:00,2.5,2.57,,,0.06999999999999984
2000-02-05 00:00:00,2.365,2.44,,,0.07499999999999973
2000-02-06 00:00:00,2.365,2.44,,,0.07499999999999973
2000-02-07 00:00:00,2.365,2.44,,,0.07499999999999973
2000-02-08 00:00:00,2.4,2.465,,,0.06499999999999995
2000-02-09 00:00:00,2.29,2.34,,,0.04999999999999982
2000-02-10 00:00:00,2.375,2.39,,,0.015000000000000124
2000-02-11 00:00:00,2.385,2.415,,,0.03000000000000025
2000-02-12 00:00:00,2.34,2.41,,,0.07000000000000028
2000-02-13 00:00:00,2.34,2.41,,,0.07000000000000028
2000-02-14 00:00:00,2.34,2.41,,,0.07000000000000028
2000-02-15 00:00:00,2.345,2.38,,,0.0349999999999997
2000-02-16 00:00:00,2.4,2.43,,,0.03000000000000025
2000-02-17 00:00:00,2.445,2.48,,,0.03500000000000014
2000-02-18 00:00:00,2.445,2.47,,,0.025000000000000355
2000-02-19 00:00:00,2.44,2.465,,,0.02499999999999991
2000-02-20 00:00:00,2.44,2.465,,,0.02499999999999991
2000-02-21 00:00:00,2.44,2.465,,,0.02499999999999991
2000-02-22 00:00:00,2.44,2.465,,,0.02499999999999991
2000-02-23 00:00:00,2.355,2.385,,,0.029999999999999805
2000-02-24 00:00:00,2.34,2.35,,,0.010000000000000231
2000-02-25 00:00:00,2.35,2.375,,,0.02499999999999991
2000-02-26 00:00:00,2.36,2.375,,,0.015000000000000124
2000-02-27 00:00:00,2.36,2.375,,,0.015000000000000124
2000-02-28 00:00:00,2.36,2.375,,,0.015000000000000124
2000-02-29 00:00:00,2.39,2.435,,,0.04499999999999993
2000-03-01 00:00:00,2.525,2.515,,,-0.009999999999999787
2000-03-02 00:00:00,2.62,2.62,,,0.0
2000-03-03 00:00:00,2.64,2.665,,,0.02499999999999991
2000-03-04 00:00:00,2.555,2.58,,,0.02499999999999991
2000-03-05 00:00:00,2.555,2.58,,,0.02499999999999991
2000-03-06 00:00:00,2.555,2.58,,,0.02499999999999991
2000-03-07 00:00:00,2.655,2.67,,,0.015000000000000124
2000-03-08 00:00:00,2.71,2.715,,,0.004999999999999893
2000-03-09 00:00:00,2.675,2.68,,,0.0050000000000003375
2000-03-10 00:00:00,2.575,2.6,,,0.02499999999999991
2000-03-11 00:00:00,2.6,2.65,,,0.04999999999999982
2000-03-12 00:00:00,2.6,2.65,,,0.04999999999999982
2000-03-13 00:00:00,2.6,2.65,,,0.04999999999999982
2000-03-14 00:00:00,2.62,2.66,,,0.040000000000000036
2000-03-15 00:00:00,2.635,2.685,,,0.050000000000000266
2000-03-16 00:00:00,2.635,2.675,,,0.040000000000000036
2000-03-17 00:00:00,2.675,2.735,,,0.06000000000000005
2000-03-18 00:00:00,2.57,2.67,,,0.10000000000000009
2000-03-19 00:00:00,2.57,2.67,,,0.10000000000000009
2000-03-20 00:00:00,2.57,2.67,,,0.10000000000000009
2000-03-21 00:00:00,2.62,2.645,,,0.02499999999999991
2000-03-22 00:00:00,2.59,2.63,,,0.040000000000000036
2000-03-23 00:00:00,2.625,2.67,,,0.04499999999999993
2000-03-24 00:00:00,2.605,2.635,,,0.029999999999999805
2000-03-25 00:00:00,2.62,2.68,,,0.06000000000000005
2000-03-26 00:00:00,2.62,2.68,,,0.06000000000000005
2000-03-27 00:00:00,2.62,2.68,,,0.06000000000000005
2000-03-28 00:00:00,2.665,2.725,,,0.06000000000000005
2000-03-29 00:00:00,2.805,2.855,,,0.04999999999999982
2000-03-30 00:00:00,2.785,2.835,,,0.04999999999999982
2000-03-31 00:00:00,2.67,2.735,,,0.06499999999999995
2000-04-01 00:00:00,2.655,2.71,,,0.05500000000000016
2000-04-02 00:00:00,2.655,2.71,,,0.05500000000000016
2000-04-03 00:00:00,2.655,2.71,,,0.05500000000000016
2000-04-04 00:00:00,2.725,2.76,,,0.0349999999999997
2000-04-05 00:00:00,2.685,2.72,,,0.03500000000000014
2000-04-06 00:00:00,2.7,2.735,,,0.0349999999999997
2000-04-07 00:00:00,2.7,2.755,,,0.054999999999999716
2000-04-08 00:00:00,2.685,2.77,,,0.08499999999999996
2000-04-09 00:00:00,2.685,2.77,,,0.08499999999999996
2000-04-10 00:00:00,2.685,2.77,,,0.08499999999999996
2000-04-11 00:00:00,2.69,2.775,,,0.08499999999999996
2000-04-12 00:00:00,2.71,2.78,,,0.06999999999999984
2000-04-13 00:00:00,2.73,2.79,,,0.06000000000000005
2000-04-14 00:00:00,2.805,2.855,,,0.04999999999999982
2000-04-15 00:00:00,2.76,2.83,,,0.07000000000000028
2000-04-16 00:00:00,2.76,2.83,,,0.07000000000000028
2000-04-17 00:00:00,2.76,2.83,,,0.07000000000000028
2000-04-18 00:00:00,2.83,2.905,,,0.07499999999999973
2000-04-19 00:00:00,2.85,2.935,,,0.08499999999999996
2000-04-20 00:00:00,2.85,2.93,,,0.08000000000000007
2000-04-21 00:00:00,2.755,2.865,,,0.11000000000000032
2000-04-22 00:00:00,2.755,2.865,,,0.11000000000000032
2000-04-23 00:00:00,2.755,2.865,,,0.11000000000000032
2000-04-24 00:00:00,2.755,2.865,,,0.11000000000000032
2000-04-25 00:00:00,2.815,2.895,,,0.08000000000000007
2000-04-26 00:00:00,2.81,2.88,,,0.06999999999999984
2000-04-27 00:00:00,2.8,2.865,,,0.06500000000000039
2000-04-28 00:00:00,2.735,2.83,,,0.0950000000000002
2000-04-29 00:00:00,2.705,2.805,,,0.10000000000000009
2000-04-30 00:00:00,2.705,2.805,,,0.10000000000000009
2000-05-01 00:00:00,2.745,2.835,,,0.08999999999999986
2000-05-02 00:00:00,2.845,2.94,,,0.09499999999999975
2000-05-03 00:00:00,2.885,2.97,,,0.08500000000000041
2000-05-04 00:00:00,2.83,2.94,,,0.10999999999999988
2000-05-05 00:00:00,2.755,2.895,,,0.14000000000000012
2000-05-06 00:00:00,2.71,2.87,,,0.16000000000000014
2000-05-07 00:00:00,2.71,2.87,,,0.16000000000000014
2000-05-08 00:00:00,2.71,2.87,,,0.16000000000000014
2000-05-09 00:00:00,2.76,2.92,,,0.16000000000000014
2000-05-10 00:00:00,2.835,3.035,,,0.20000000000000018
2000-05-11 00:00:00,2.785,3.01,,,0.22499999999999964
2000-05-12 00:00:00,2.925,3.125,,,0.20000000000000018
2000-05-13 00:00:00,2.875,3.08,,,0.20500000000000007
2000-05-14 00:00:00,2.875,3.08,,,0.20500000000000007
2000-05-15 00:00:00,2.875,3.08,,,0.20500000000000007
2000-05-16 00:00:00,2.91,3.13,,,0.21999999999999975
2000-05-17 00:00:00,3.01,3.25,,,0.2400000000000002
2000-05-18 00:00:00,3.06,3.305,,,0.2450000000000001
2000-05-19 00:00:00,3.34,3.565,,,0.2250000000000001
2000-05-20 00:00:00,3.365,3.535,,,0.16999999999999993
2000-05-21 00:00:00,3.365,3.535,,,0.16999999999999993
2000-05-22 00:00:00,3.365,3.535,,,0.16999999999999993
2000-05-23 00:00:00,3.845,3.97,,,0.125
2000-05-24 00:00:00,3.63,3.775,,,0.14500000000000002
2000-05-25 00:00:00,3.645,3.795,,,0.1499999999999999
2000-05-26 00:00:00,3.865,4.04,,,0.17499999999999982
2000-05-27 00:00:00,3.75,4.02,,,0.2699999999999996
2000-05-28 00:00:00,3.75,4.02,,,0.2699999999999996
2000-05-29 00:00:00,3.75,4.02,,,0.2699999999999996
2000-05-30 00:00:00,3.75,4.02,,,0.2699999999999996
2000-05-31 00:00:00,4.045,4.26,,,0.21499999999999986
2000-06-01 00:00:00,4.24,4.385,,,0.14499999999999957
2000-06-02 00:00:00,4.165,4.265,,,0.09999999999999964
2000-06-03 00:00:00,3.85,4.03,,,0.18000000000000016
2000-06-04 00:00:00,3.85,4.03,,,0.18000000000000016
2000-06-05 00:00:00,3.85,4.03,,,0.18000000000000016
2000-06-06 00:00:00,3.97,4.06,,,0.08999999999999941
2000-06-07 00:00:00,4.19,4.325,,,0.1349999999999998
2000-06-08 00:00:00,3.94,4.04,,,0.10000000000000009
2000-06-09 00:00:00,3.715,3.815,,,0.10000000000000009
2000-06-10 00:00:00,3.86,4.005,,,0.14500000000000002
2000-06-11 00:00:00,3.86,4.005,,,0.14500000000000002
2000-06-12 00:00:00,3.86,4.005,,,0.14500000000000002
2000-06-13 00:00:00,3.98,4.135,,,0.1549999999999998
2000-06-14 00:00:00,4.04,4.2,,,0.16000000000000014
2000-06-15 00:00:00,3.9,4.07,,,0.17000000000000037
2000-06-16 00:00:00,4.03,4.21,,,0.17999999999999972
2000-06-17 00:00:00,3.99,4.185,,,0.1949999999999994
2000-06-18 00:00:00,3.99,4.185,,,0.1949999999999994
2000-06-19 00:00:00,3.99,4.185,,,0.1949999999999994
2000-06-20 00:00:00,4.025,4.19,,,0.16500000000000004
2000-06-21 00:00:00,3.745,3.9,,,0.1549999999999998
2000-06-22 00:00:00,3.84,4.06,,,0.21999999999999975
2000-06-23 00:00:00,4.125,4.365,,,0.2400000000000002
2000-06-24 00:00:00,3.94,4.23,,,0.2900000000000005
2000-06-25 00:00:00,3.94,4.23,,,0.2900000000000005
2000-06-26 00:00:00,3.94,4.23,,,0.2900000000000005
2000-06-27 00:00:00,4.045,4.285,,,0.2400000000000002
2000-06-28 00:00:00,4.215,4.495,,,0.28000000000000025
2000-06-29 00:00:00,4.165,4.45,,,0.28500000000000014
