California EES RETAIL Scheduling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Sunday,,
,,,EEMC = ENRON ENERGY MARKETING CORP. (PGES),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Monday,,
Total Load Combined,NP15,EES/EEMC(PGES),1209.0832319016,45.467708517,44.46007800579999,44.022189787399995,43.6878793936,43.6014670806,44.3774448606,46.05113333599999,47.9731109452,49.657398866799994,51.86143801659999,52.5207463526,53.35131397800001,53.9446796002,54.6960715654,54.1080481048,54.464081713999995,55.254356753799996,56.659798429000006,56.4357054216,53.7499854472,52.554555356200005,52.368060812799996,50.2890365822,47.5269429742,,9.0,0,0,0.0,0,0,0,0,0.0,0.0,,0,0,0.0,0,,0,0.0,0.0,0.0,,0,0,0.0,0.0
,NP15,EPMI,24,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Month Long Index Purchase Green Power,10.0,0,0,0.0,0,0,0,0,0.0,0.0,,0,0,0.0,0,,0,0.0,0.0,0.0,,0,0,0.0,0.0
,NP15,EPMI,152,3.0,3.0,3.0,3.0,3.0,3.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,Month Long Fixed Price Purchase,11.0,0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,0,0,0.0,0,0,EES NEW (PGES) LOAD PGE1,,,,,EES NEW (PGES) LOAD PGE2,,,,,EES NEW (PGES) LOAD PGE3,,,,,,,,
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,0,0,0.0,0,0,0,0,0.0,0.0,,0,0,0.0,0,,1.370583,1.216279,1.91332,2.00362,,,,,
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,0,0,0.0,0,0,0,0,0.0,0.0,,0,0,0.0,0,,1.090701,1.196778,1.374137,1.544623,,,,,
,NP15,EPMI,0,,,,,,,,,,,,,,,,,,,,,,,,,transfer,16.0,0,0,0.0,0,0,0,0,0.0,0.0,,0,0,0.0,0,,1.595527,1.782562,1.734833,1.814421,,,,,
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,0,0,0.0,0,0,0,0,0.0,0.0,,0,0,0.0,0,,1.91332,2.00362,2.16592,2.336759,,,,,
PURCHASES NP15,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,0,0,0.0,0,0,0,0,0.0,0.0,,0,0,0.0,0,,2.546428,2.795146,2.894646,2.747011,,,,,
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,0,0,0.0,0,0,0,0,0.0,0.0,,0,0,0.0,0,,2.659111,2.659324,2.254442,1.710304,,,,,
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,0,0,0.0,0,0,EES NEW (PGES PURCHASE PGET),,,,,,,,,,,,,,,,,,
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,0,0,0.0,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,0,0,0.0,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,,,,,,,,,,,,,,,
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,,,,,,,,,,,,,,,
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,,,,,,,,,,,,,,,
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,,,,,,,,,,,,,,,
IMPORTS to NP15,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sales NP15,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXPORTS from NP15,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Balance Open,NP15,EPMI,1033.0832319016,41.467708517,40.46007800579999,40.022189787399995,39.6878793936,39.6014670806,40.3774448606,37.05113333599999,38.9731109452,40.657398866799994,42.86143801659999,43.5207463526,44.35131397800001,44.9446796002,45.6960715654,45.1080481048,45.464081713999995,46.254356753799996,47.659798429000006,47.4357054216,44.7499854472,43.554555356200005,43.368060812799996,46.2890365822,43.5269429742,Contract is PX index + (in contract) ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schedule Type,Loc.,Counterparty,Total Volume,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,Notes,,APX SP15,,,Other,PGES SP15,,,,,,,,,,,,,,,,,,,
,SCE,EES,164.34122799999997,4.663034,4.325279,4.114533,4.154834,4.561217,5.254554,5.706274,5.712046,5.846908,6.169797,6.58706,7.055,7.386674,7.718469,8.359495,8.849555,9.28842,9.431815,9.244902,9.916493,9.808091,8.337559,6.515749,5.33347,Load may vary slightly from file sent by FTP (This,,Purchase,Sale,,Purchase,Sale,,,,,,,,,FTP FILE FORMATS,,,,,,,,,,
SP15 RETAIL LOAD,SDGE,EES,2563.914300000001,91.641551,89.801706,89.700151,89.609952,89.923347,96.466332,104.411358,110.191364,115.379885,117.753783,119.224761,119.688437,121.052432,120.747997,118.725861,114.395278,113.219364,113.105387,111.217832,111.765379,109.117172,104.073774,98.444276,94.256921,Schedule does not replace FTP Server File),1.0,0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,
,SCE,EEMC (PGES),2.8536930000000007,0.084903,0.079702,0.076764,0.078706,0.088728,0.105044,0.113725,0.108311,0.109765,0.112533,0.11592,0.12013,0.121806,0.124495,0.130561,0.135018,0.141782,0.145781,0.153292,0.169761,0.16658,0.147891,0.121306,0.101189, load forecasting group,2.0,0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,
,SDGE,EEMC (PGES),630.864759,20.720102,20.266606,20.109606,20.248765,20.911289,22.430608,24.10358,25.549576,27.428462,28.656881,29.69181,30.196298,30.71583,30.981707,31.1845,30.981769,30.552787,29.869464,28.498053,27.93194,27.624604,26.069789,23.966632,22.174101,,3.0,0,0,0.0,0,0,SP15,Purchases APX,,,,SP15 Sales APX,,,,,SP15 Purchases,,,,,SP15 Sales PGES,,,
Total Load EEMC,SP15,EEMC (PGES),633.718452,20.805005,20.346308,20.18637,20.327471,21.000017,22.535652,24.217305,25.657887,27.538227,28.769413999999998,29.80773,30.316428,30.837636,31.106202,31.315061,31.116787,30.694568999999998,30.015245,28.651345,28.101701000000002,27.791184,26.21768,24.087938,22.275290000000002,,4.0,0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,
Total Load EES,SP15,EES,2728.2555280000006,96.304585,94.12698499999999,93.814684,93.764786,94.484564,101.720886,110.117632,115.90341,121.226793,123.92358,125.811821,126.743437,128.439106,128.466466,127.08535599999999,123.244833,122.507784,122.537202,120.462734,121.681872,118.925263,112.411333,104.960025,99.59039100000001,,5.0,0,0,0.0,0,0,0,0,0.0,0.0,,0,0,0.0,0,,0,0.0,0.0,0.0,,0,0,0.0,0.0
Total Load Combined,SP15,EES/EEMC(PGES),3361.9739800000007,117.10959,114.47329299999998,114.001054,114.092257,115.484581,124.25653799999999,134.334937,141.561297,148.76502,152.692994,155.619551,157.059865,159.276742,159.572668,158.400417,154.36162,153.202353,152.552447,149.114079,149.783573,146.71644700000002,138.629013,129.047963,121.86568100000001,,6.0,0,0,0.0,0,0,0,0,0.0,0.0,,0,0,0.0,0,,0,0.0,0.0,0.0,,0,0,0.0,0.0
,SP15,EPMI,4232,181.0,181.0,181.0,181.0,181.0,181.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,181.0,181.0,Month Long Fixed Price Purchase,7.0,0,0,0.0,0,0,0,0,0.0,0.0,,0,0,0.0,0,,0,0.0,0.0,0.0,,0,0,0.0,0.0
,SP15,EPMI,13.440000000000008,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,Riverside Generation,8.0,0,0,0.0,0,0,0,0,0.0,0.0,,0,0,0.0,0,,0,0.0,0.0,0.0,,0,0,0.0,0.0
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,0,0,0.0,0,0,0,0,0.0,0.0,,0,0,0.0,0,,0,0.0,0.0,0.0,,0,0,0.0,0.0
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0,0,0.0,0,0,0,0,0.0,0.0,,0,0,0.0,0,,0,0.0,0.0,0.0,,0,0,0.0,0.0
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,0,0,0.0,0,0,EES NEW (PGES) LOAD SCE1,,,,,EES NEW (PGES) LOAD SDGE,,,,,,,,,,,,,
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,
,SP15,EPMI,0,,,,,,,,,,,,,,,,,,,,,,,,,transfer,14.0,0,0,0.0,0,0,0.084903,0.079702,0.076764,0.078706,,20.720102,20.266606,25.549576,27.428462,,,,,,,,,,
PURCHASES SP15,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,0,0,0.0,0,0,0.088728,0.105044,0.113725,0.108311,,20.911289,22.430608,24.10358,25.549576,,,,,,,,,,
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,0,0,0.0,0,0,0.109765,0.112533,0.11592,0.12013,,27.428462,28.656881,29.69181,30.196298,,,,,,,,,,
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,0,0,0.0,0,0,0.121806,0.124495,0.130561,0.135018,,30.71583,30.981707,31.1845,30.981769,,,,,,,,,,
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,0,0,0.0,0,0,0.141782,0.145781,0.153292,0.169761,,30.552787,29.869464,28.498053,27.93194,,,,,,,,,,
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,0,0,0.0,0,0,0.16658,0.147891,0.121306,0.101189,,27.624604,26.069789,23.966632,22.174101,,,,,,,,,,
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,0,0,0.0,0,0,EES NEW (PGES PURCHASE PGET),,,,,EES NEW (PGES PURCHASE CDWR),,,,,EES NEW (PGES PURCHASE PGET),,,,,,,,
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,0,0,0.0,0,0,0,0,0.0,0.0,,0,0,0.0,0,,0,0.0,0.0,0.0,,,,,
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,0,0,0.0,0,0,0,0,0.0,0.0,,0,0,0.0,0,,0,0.0,0.0,0.0,,,,,
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,,0,0,0.0,0,,0,0.0,0.0,0.0,,,,,
IMPORTS to SP15,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,,0,0,0.0,0,,0,0.0,0.0,0.0,,,,,
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,,0,0,0.0,0,,0,0.0,0.0,0.0,,,,,
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,,0,0,0.0,0,,0,0.0,0.0,0.0,,,,,
,SP15,Calloway,216,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,Month Long Fixed Price Sale with Calloway,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sales SP15,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SP15,EPMI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,EPMI,,,,,,,,,,,,,,,,,,,,,,,
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,NP15,Transactions with EPMI,,,,SP15,Transactions with EPMI,,,,ZP26,Transactions with EPMI,,,,,,,,,,,,
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4.0,4,,181,181,181.0,181.0,,0,0,0.0,0,,,,,,,,,,
EXPORTS from SP15,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,9.0,9,,181,181,174.0,174.0,,0,0,0.0,0,,,,,,,,,,
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,9.0,9,,174,174,174.0,174.0,,0,0,0.0,0,,,,,,,,,,
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,9.0,9,,174,174,174.0,174.0,,0,0,0.0,0,,,,,,,,,,
Balance Open,SP15,EPMI,-667.4660199999998,-55.450410000000005,-58.08670700000002,-58.558946000000006,-58.467743,-57.075419,-48.303462000000025,-31.225063000000002,-23.998703000000003,-16.794980000000006,-12.867006000000002,-9.940449,-8.500134999999998,-6.283257999999988,-5.987332000000007,-7.159582999999996,-11.198380000000013,-12.357647000000012,-13.007553,-16.445920999999995,-15.77642700000001,-18.843552999999982,-26.930987000000012,-43.51203699999999,-50.69431900000001,Contract is PX index + (in contract),,9,9,9.0,9,,174,174,174.0,174.0,,0,0,0.0,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,4.0,4,,174,174,181.0,181.0,,0,0,0.0,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176,,,,,4232.0,,,,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schedule Type,Loc.,Counterparty,Total Volume,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,Notes,,,,,,,,,,,,,,,,,,,,,,,,,
ZP26 RETAIL LOAD,PGE4,EES,13.8932230984,0.526559483,0.5163699942,0.5124192126,0.5089086064,0.5076169194,0.5156161394,0.5334836639999999,0.5543980548,0.5739021331999999,0.5979869834,0.6064296473999999,0.615397022,0.6213013998,0.6291954345999999,0.6202358952,0.622447286,0.6293802462,0.643192571,0.6393285784,0.6090215527999999,0.5957966438,0.5935671872,0.5735764178,0.5470920258,Load may vary slightly from file sent by FTP (This,,,,,,,,,,,,SP15,Sales to Calloway,,,,,,,,,,,,
,PGE4,EEMC (PGES),0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Schedule does not replace FTP Server File),,,,,,,,,,,,9,9,9.0,9,,,,,,,,,,
Total Load EEMC,ZP26,EEMC (PGES),0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, load forecasting group,,,,,,,,,,,,9,9,9.0,9,,,,,,,,,,
Total Load EES,ZP26,EES,13.8932230984,0.526559483,0.5163699942,0.5124192126,0.5089086064,0.5076169194,0.5156161394,0.5334836639999999,0.5543980548,0.5739021331999999,0.5979869834,0.6064296473999999,0.615397022,0.6213013998,0.6291954345999999,0.6202358952,0.622447286,0.6293802462,0.643192571,0.6393285784,0.6090215527999999,0.5957966438,0.5935671872,0.5735764178,0.5470920258,,,,,,,,,,,,,9,9,9.0,9,,,,,,,,,,
Total Load Combined,ZP26,EES/EEMC(PGES),13.8932230984,0.526559483,0.5163699942,0.5124192126,0.5089086064,0.5076169194,0.5156161394,0.5334836639999999,0.5543980548,0.5739021331999999,0.5979869834,0.6064296473999999,0.615397022,0.6213013998,0.6291954345999999,0.6202358952,0.622447286,0.6293802462,0.643192571,0.6393285784,0.6090215527999999,0.5957966438,0.5935671872,0.5735764178,0.5470920258,,,,,,,,,,,,,9,9,9.0,9,,,,,,,,,,
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,9.0,9,,,,,,,,,,
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,9.0,9,,,,,,,,,,
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216,,,,,,,,,,
PURCHASES ZP26,ZP26,EPMI,0,,,,,,,,,,,,,,,,,,,,,,,,,transfer,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMPORTS to ZP26,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sales ZP26,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXPORTS from ZP26,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Balance Open,ZP26,EPMI,13.8932230984,0.526559483,0.5163699942,0.5124192126,0.5089086064,0.5076169194,0.5156161394,0.5334836639999999,0.5543980548,0.5739021331999999,0.5979869834,0.6064296473999999,0.615397022,0.6213013998,0.6291954345999999,0.6202358952,0.622447286,0.6293802462,0.643192571,0.6393285784,0.6090215527999999,0.5957966438,0.5935671872,0.5735764178,0.5470920258,Contract is PX index + (in contract),,,,,,,,,,,,,,,,,,,,,,,,,
