"TW SAN JUAN (BLANCO) GAS DAILY PRICES - JANUARY 1, 1998 FORWARD",,,
,,,
,,,
,,,
Price Point Name,Transaction Date,Flow Date,Average $/MMBtu
TW SJ (BLANCO),1998-02-27 00:00:00,1998-02-28 00:00:00,2.13
TW SJ (BLANCO),1998-02-27 00:00:00,1998-03-01 00:00:00,2.13
TW SJ (BLANCO),1998-02-27 00:00:00,1998-03-02 00:00:00,2.13
TW SJ (BLANCO),1998-03-02 00:00:00,1998-03-03 00:00:00,2.18
TW SJ (BLANCO),1998-03-03 00:00:00,1998-03-04 00:00:00,2.12
TW SJ (BLANCO),1998-03-04 00:00:00,1998-03-05 00:00:00,2.085
TW SJ (BLANCO),1998-03-05 00:00:00,1998-03-06 00:00:00,2.06
TW SJ (BLANCO),1998-03-06 00:00:00,1998-03-07 00:00:00,2.06
TW SJ (BLANCO),1998-03-06 00:00:00,1998-03-08 00:00:00,2.06
TW SJ (BLANCO),1998-03-06 00:00:00,1998-03-09 00:00:00,2.06
TW SJ (BLANCO),1998-03-09 00:00:00,1998-03-10 00:00:00,2.19
TW SJ (BLANCO),1998-03-10 00:00:00,1998-03-11 00:00:00,2.21
TW SJ (BLANCO),1998-03-11 00:00:00,1998-03-12 00:00:00,2.215
TW SJ (BLANCO),1998-03-12 00:00:00,1998-03-13 00:00:00,2.26
TW SJ (BLANCO),1998-03-13 00:00:00,1998-03-14 00:00:00,2.13
TW SJ (BLANCO),1998-03-13 00:00:00,1998-03-15 00:00:00,2.13
TW SJ (BLANCO),1998-03-13 00:00:00,1998-03-16 00:00:00,2.13
TW SJ (BLANCO),1998-03-16 00:00:00,1998-03-17 00:00:00,2.08
TW SJ (BLANCO),1998-03-17 00:00:00,1998-03-18 00:00:00,2.08
TW SJ (BLANCO),1998-03-18 00:00:00,1998-03-19 00:00:00,2.045
TW SJ (BLANCO),1998-03-19 00:00:00,1998-03-20 00:00:00,2.05
TW SJ (BLANCO),1998-03-20 00:00:00,1998-03-21 00:00:00,2.02
TW SJ (BLANCO),1998-03-20 00:00:00,1998-03-22 00:00:00,2.02
TW SJ (BLANCO),1998-03-20 00:00:00,1998-03-23 00:00:00,2.02
TW SJ (BLANCO),1998-03-23 00:00:00,1998-03-24 00:00:00,2.035
TW SJ (BLANCO),1998-03-24 00:00:00,1998-03-25 00:00:00,2.025
TW SJ (BLANCO),1998-03-25 00:00:00,1998-03-26 00:00:00,2.06
TW SJ (BLANCO),1998-03-26 00:00:00,1998-03-27 00:00:00,2.04
TW SJ (BLANCO),1998-03-27 00:00:00,1998-03-28 00:00:00,2.08
TW SJ (BLANCO),1998-03-27 00:00:00,1998-03-29 00:00:00,2.08
TW SJ (BLANCO),1998-03-27 00:00:00,1998-03-30 00:00:00,2.08
TW SJ (BLANCO),1998-03-30 00:00:00,1998-03-31 00:00:00,2.1
TW SJ (BLANCO),1998-03-31 00:00:00,1998-04-01 00:00:00,2.105
TW SJ (BLANCO),1998-04-01 00:00:00,1998-04-02 00:00:00,2.205
TW SJ (BLANCO),1998-04-02 00:00:00,1998-04-03 00:00:00,2.11
TW SJ (BLANCO),1998-04-03 00:00:00,1998-04-04 00:00:00,2.2
TW SJ (BLANCO),1998-04-03 00:00:00,1998-04-05 00:00:00,2.2
TW SJ (BLANCO),1998-04-03 00:00:00,1998-04-06 00:00:00,2.2
TW SJ (BLANCO),1998-04-06 00:00:00,1998-04-07 00:00:00,2.185
TW SJ (BLANCO),1998-04-07 00:00:00,1998-04-08 00:00:00,2.185
TW SJ (BLANCO),1998-04-08 00:00:00,1998-04-09 00:00:00,2.37
TW SJ (BLANCO),1998-04-09 00:00:00,1998-04-10 00:00:00,2.335
TW SJ (BLANCO),1998-04-09 00:00:00,1998-04-11 00:00:00,2.335
TW SJ (BLANCO),1998-04-09 00:00:00,1998-04-12 00:00:00,2.335
TW SJ (BLANCO),1998-04-09 00:00:00,1998-04-13 00:00:00,2.335
TW SJ (BLANCO),1998-04-13 00:00:00,1998-04-14 00:00:00,2.315
TW SJ (BLANCO),1998-04-14 00:00:00,1998-04-15 00:00:00,2.215
TW SJ (BLANCO),1998-04-15 00:00:00,1998-04-16 00:00:00,2.26
TW SJ (BLANCO),1998-04-16 00:00:00,1998-04-17 00:00:00,2.26
TW SJ (BLANCO),1998-04-17 00:00:00,1998-04-18 00:00:00,2.26
TW SJ (BLANCO),1998-04-17 00:00:00,1998-04-19 00:00:00,2.26
TW SJ (BLANCO),1998-04-17 00:00:00,1998-04-20 00:00:00,2.26
TW SJ (BLANCO),1998-04-20 00:00:00,1998-04-21 00:00:00,2.205
TW SJ (BLANCO),1998-04-21 00:00:00,1998-04-22 00:00:00,2.225
TW SJ (BLANCO),1998-04-22 00:00:00,1998-04-23 00:00:00,2.225
TW SJ (BLANCO),1998-04-23 00:00:00,1998-04-24 00:00:00,2.16
TW SJ (BLANCO),1998-04-24 00:00:00,1998-04-25 00:00:00,2.16
TW SJ (BLANCO),1998-04-24 00:00:00,1998-04-26 00:00:00,2.16
TW SJ (BLANCO),1998-04-24 00:00:00,1998-04-27 00:00:00,2.16
TW SJ (BLANCO),1998-04-27 00:00:00,1998-04-28 00:00:00,1.98
TW SJ (BLANCO),1998-04-28 00:00:00,1998-04-29 00:00:00,1.965
TW SJ (BLANCO),1998-04-29 00:00:00,1998-04-30 00:00:00,1.965
TW SJ (BLANCO),1998-04-30 00:00:00,1998-05-01 00:00:00,1.99
TW SJ (BLANCO),1998-05-01 00:00:00,1998-05-02 00:00:00,1.825
TW SJ (BLANCO),1998-05-01 00:00:00,1998-05-03 00:00:00,1.825
TW SJ (BLANCO),1998-05-01 00:00:00,1998-05-04 00:00:00,1.825
TW SJ (BLANCO),1998-05-04 00:00:00,1998-05-05 00:00:00,1.88
TW SJ (BLANCO),1998-05-05 00:00:00,1998-05-06 00:00:00,1.935
TW SJ (BLANCO),1998-05-06 00:00:00,1998-05-07 00:00:00,1.87
TW SJ (BLANCO),1998-05-07 00:00:00,1998-05-08 00:00:00,1.92
TW SJ (BLANCO),1998-05-08 00:00:00,1998-05-09 00:00:00,1.865
TW SJ (BLANCO),1998-05-08 00:00:00,1998-05-10 00:00:00,1.865
TW SJ (BLANCO),1998-05-08 00:00:00,1998-05-11 00:00:00,1.865
TW SJ (BLANCO),1998-05-11 00:00:00,1998-05-12 00:00:00,1.97
TW SJ (BLANCO),1998-05-12 00:00:00,1998-05-13 00:00:00,2.02
TW SJ (BLANCO),1998-05-13 00:00:00,1998-05-14 00:00:00,2.02
TW SJ (BLANCO),1998-05-14 00:00:00,1998-05-15 00:00:00,1.96
TW SJ (BLANCO),1998-05-15 00:00:00,1998-05-16 00:00:00,1.945
TW SJ (BLANCO),1998-05-15 00:00:00,1998-05-17 00:00:00,1.945
TW SJ (BLANCO),1998-05-15 00:00:00,1998-05-18 00:00:00,1.945
TW SJ (BLANCO),1998-05-18 00:00:00,1998-05-19 00:00:00,2.06
TW SJ (BLANCO),1998-05-19 00:00:00,1998-05-20 00:00:00,2.04
TW SJ (BLANCO),1998-05-20 00:00:00,1998-05-21 00:00:00,1.965
TW SJ (BLANCO),1998-05-21 00:00:00,1998-05-22 00:00:00,1.86
TW SJ (BLANCO),1998-05-22 00:00:00,1998-05-23 00:00:00,1.705
TW SJ (BLANCO),1998-05-22 00:00:00,1998-05-24 00:00:00,1.705
TW SJ (BLANCO),1998-05-22 00:00:00,1998-05-25 00:00:00,1.705
TW SJ (BLANCO),1998-05-22 00:00:00,1998-05-26 00:00:00,1.705
TW SJ (BLANCO),1998-05-26 00:00:00,1998-05-27 00:00:00,1.76
TW SJ (BLANCO),1998-05-27 00:00:00,1998-05-28 00:00:00,1.78
TW SJ (BLANCO),1998-05-28 00:00:00,1998-05-29 00:00:00,1.78
TW SJ (BLANCO),1998-05-29 00:00:00,1998-05-30 00:00:00,1.75
TW SJ (BLANCO),1998-05-29 00:00:00,1998-05-31 00:00:00,1.75
TW SJ (BLANCO),1998-05-29 00:00:00,1998-06-01 00:00:00,1.79
TW SJ (BLANCO),1998-06-01 00:00:00,1998-06-02 00:00:00,1.755
TW SJ (BLANCO),1998-06-02 00:00:00,1998-06-03 00:00:00,1.745
TW SJ (BLANCO),1998-06-03 00:00:00,1998-06-04 00:00:00,1.625
TW SJ (BLANCO),1998-06-04 00:00:00,1998-06-05 00:00:00,1.535
TW SJ (BLANCO),1998-06-05 00:00:00,1998-06-06 00:00:00,1.35
TW SJ (BLANCO),1998-06-05 00:00:00,1998-06-07 00:00:00,1.35
TW SJ (BLANCO),1998-06-05 00:00:00,1998-06-08 00:00:00,1.35
TW SJ (BLANCO),1998-06-08 00:00:00,1998-06-09 00:00:00,1.43
TW SJ (BLANCO),1998-06-09 00:00:00,1998-06-10 00:00:00,1.475
TW SJ (BLANCO),1998-06-10 00:00:00,1998-06-11 00:00:00,1.475
TW SJ (BLANCO),1998-06-11 00:00:00,1998-06-12 00:00:00,1.58
TW SJ (BLANCO),1998-06-12 00:00:00,1998-06-13 00:00:00,1.4
TW SJ (BLANCO),1998-06-12 00:00:00,1998-06-14 00:00:00,1.4
TW SJ (BLANCO),1998-06-12 00:00:00,1998-06-15 00:00:00,1.4
TW SJ (BLANCO),1998-06-15 00:00:00,1998-06-16 00:00:00,1.54
TW SJ (BLANCO),1998-06-16 00:00:00,1998-06-17 00:00:00,1.57
TW SJ (BLANCO),1998-06-17 00:00:00,1998-06-18 00:00:00,1.57
TW SJ (BLANCO),1998-06-18 00:00:00,1998-06-19 00:00:00,1.7
TW SJ (BLANCO),1998-06-19 00:00:00,1998-06-20 00:00:00,1.765
TW SJ (BLANCO),1998-06-19 00:00:00,1998-06-21 00:00:00,1.765
TW SJ (BLANCO),1998-06-19 00:00:00,1998-06-22 00:00:00,1.765
TW SJ (BLANCO),1998-06-22 00:00:00,1998-06-23 00:00:00,1.955
TW SJ (BLANCO),1998-06-23 00:00:00,1998-06-24 00:00:00,1.945
TW SJ (BLANCO),1998-06-24 00:00:00,1998-06-25 00:00:00,1.9
TW SJ (BLANCO),1998-06-25 00:00:00,1998-06-26 00:00:00,1.97
TW SJ (BLANCO),1998-06-26 00:00:00,1998-06-27 00:00:00,1.69
TW SJ (BLANCO),1998-06-26 00:00:00,1998-06-28 00:00:00,1.69
TW SJ (BLANCO),1998-06-26 00:00:00,1998-06-29 00:00:00,1.69
TW SJ (BLANCO),1998-06-29 00:00:00,1998-06-30 00:00:00,1.8
TW SJ (BLANCO),1998-06-30 00:00:00,1998-07-01 00:00:00,1.85
TW SJ (BLANCO),1998-07-01 00:00:00,1998-07-02 00:00:00,2
TW SJ (BLANCO),1998-07-02 00:00:00,1998-07-03 00:00:00,1.87
TW SJ (BLANCO),1998-07-02 00:00:00,1998-07-04 00:00:00,1.87
TW SJ (BLANCO),1998-07-02 00:00:00,1998-07-05 00:00:00,1.87
TW SJ (BLANCO),1998-07-02 00:00:00,1998-07-06 00:00:00,1.87
TW SJ (BLANCO),1998-07-06 00:00:00,1998-07-07 00:00:00,1.905
TW SJ (BLANCO),1998-07-07 00:00:00,1998-07-08 00:00:00,1.85
TW SJ (BLANCO),1998-07-08 00:00:00,1998-07-09 00:00:00,1.9
TW SJ (BLANCO),1998-07-09 00:00:00,1998-07-10 00:00:00,1.88
TW SJ (BLANCO),1998-07-10 00:00:00,1998-07-11 00:00:00,1.705
TW SJ (BLANCO),1998-07-10 00:00:00,1998-07-12 00:00:00,1.705
TW SJ (BLANCO),1998-07-10 00:00:00,1998-07-13 00:00:00,1.705
TW SJ (BLANCO),1998-07-13 00:00:00,1998-07-14 00:00:00,1.915
TW SJ (BLANCO),1998-07-14 00:00:00,1998-07-15 00:00:00,1.995
TW SJ (BLANCO),1998-07-15 00:00:00,1998-07-16 00:00:00,2.01
TW SJ (BLANCO),1998-07-16 00:00:00,1998-07-17 00:00:00,1.975
TW SJ (BLANCO),1998-07-17 00:00:00,1998-07-18 00:00:00,1.975
TW SJ (BLANCO),1998-07-17 00:00:00,1998-07-19 00:00:00,1.975
TW SJ (BLANCO),1998-07-17 00:00:00,1998-07-20 00:00:00,1.975
TW SJ (BLANCO),1998-07-20 00:00:00,1998-07-21 00:00:00,2.045
TW SJ (BLANCO),1998-07-21 00:00:00,1998-07-22 00:00:00,1.945
TW SJ (BLANCO),1998-07-22 00:00:00,1998-07-23 00:00:00,1.83
TW SJ (BLANCO),1998-07-23 00:00:00,1998-07-24 00:00:00,1.82
TW SJ (BLANCO),1998-07-24 00:00:00,1998-07-25 00:00:00,1.69
TW SJ (BLANCO),1998-07-24 00:00:00,1998-07-26 00:00:00,1.69
TW SJ (BLANCO),1998-07-24 00:00:00,1998-07-27 00:00:00,1.69
TW SJ (BLANCO),1998-07-27 00:00:00,1998-07-28 00:00:00,1.925
TW SJ (BLANCO),1998-07-28 00:00:00,1998-07-29 00:00:00,1.87
TW SJ (BLANCO),1998-07-29 00:00:00,1998-07-30 00:00:00,1.91
TW SJ (BLANCO),1998-07-30 00:00:00,1998-07-31 00:00:00,1.855
TW SJ (BLANCO),1998-07-31 00:00:00,1998-08-01 00:00:00,1.795
TW SJ (BLANCO),1998-07-31 00:00:00,1998-08-02 00:00:00,1.795
TW SJ (BLANCO),1998-07-31 00:00:00,1998-08-03 00:00:00,1.795
TW SJ (BLANCO),1998-08-03 00:00:00,1998-08-04 00:00:00,1.775
TW SJ (BLANCO),1998-08-04 00:00:00,1998-08-05 00:00:00,1.835
TW SJ (BLANCO),1998-08-05 00:00:00,1998-08-06 00:00:00,1.845
TW SJ (BLANCO),1998-08-06 00:00:00,1998-08-07 00:00:00,1.755
TW SJ (BLANCO),1998-08-07 00:00:00,1998-08-08 00:00:00,1.635
TW SJ (BLANCO),1998-08-07 00:00:00,1998-08-09 00:00:00,1.635
TW SJ (BLANCO),1998-08-07 00:00:00,1998-08-10 00:00:00,1.635
TW SJ (BLANCO),1998-08-10 00:00:00,1998-08-11 00:00:00,1.795
TW SJ (BLANCO),1998-08-11 00:00:00,1998-08-12 00:00:00,1.87
TW SJ (BLANCO),1998-08-12 00:00:00,1998-08-13 00:00:00,1.745
TW SJ (BLANCO),1998-08-13 00:00:00,1998-08-14 00:00:00,1.705
TW SJ (BLANCO),1998-08-14 00:00:00,1998-08-15 00:00:00,1.685
TW SJ (BLANCO),1998-08-14 00:00:00,1998-08-16 00:00:00,1.685
TW SJ (BLANCO),1998-08-14 00:00:00,1998-08-17 00:00:00,1.685
TW SJ (BLANCO),1998-08-17 00:00:00,1998-08-18 00:00:00,1.83
TW SJ (BLANCO),1998-08-18 00:00:00,1998-08-19 00:00:00,1.855
TW SJ (BLANCO),1998-08-19 00:00:00,1998-08-20 00:00:00,1.805
TW SJ (BLANCO),1998-08-20 00:00:00,1998-08-21 00:00:00,1.725
TW SJ (BLANCO),1998-08-21 00:00:00,1998-08-22 00:00:00,1.66
TW SJ (BLANCO),1998-08-21 00:00:00,1998-08-23 00:00:00,1.66
TW SJ (BLANCO),1998-08-21 00:00:00,1998-08-24 00:00:00,1.66
TW SJ (BLANCO),1998-08-24 00:00:00,1998-08-25 00:00:00,1.72
TW SJ (BLANCO),1998-08-25 00:00:00,1998-08-26 00:00:00,1.735
TW SJ (BLANCO),1998-08-26 00:00:00,1998-08-27 00:00:00,1.695
TW SJ (BLANCO),1998-08-27 00:00:00,1998-08-28 00:00:00,1.615
TW SJ (BLANCO),1998-08-28 00:00:00,1998-08-29 00:00:00,1.5
TW SJ (BLANCO),1998-08-28 00:00:00,1998-08-30 00:00:00,1.5
TW SJ (BLANCO),1998-08-28 00:00:00,1998-08-31 00:00:00,1.5
TW SJ (BLANCO),1998-08-31 00:00:00,1998-09-01 00:00:00,1.5
TW SJ (BLANCO),1998-09-01 00:00:00,1998-09-02 00:00:00,1.5
TW SJ (BLANCO),1998-09-02 00:00:00,1998-09-03 00:00:00,1.5
TW SJ (BLANCO),1998-09-03 00:00:00,1998-09-04 00:00:00,1.5
TW SJ (BLANCO),1998-09-04 00:00:00,1998-09-05 00:00:00,1.54
TW SJ (BLANCO),1998-09-04 00:00:00,1998-09-06 00:00:00,1.54
TW SJ (BLANCO),1998-09-04 00:00:00,1998-09-07 00:00:00,1.54
TW SJ (BLANCO),1998-09-04 00:00:00,1998-09-08 00:00:00,1.54
TW SJ (BLANCO),1998-09-08 00:00:00,1998-09-09 00:00:00,1.6
TW SJ (BLANCO),1998-09-09 00:00:00,1998-09-10 00:00:00,1.57
TW SJ (BLANCO),1998-09-10 00:00:00,1998-09-11 00:00:00,1.69
TW SJ (BLANCO),1998-09-11 00:00:00,1998-09-12 00:00:00,1.51
TW SJ (BLANCO),1998-09-11 00:00:00,1998-09-13 00:00:00,1.51
TW SJ (BLANCO),1998-09-11 00:00:00,1998-09-14 00:00:00,1.51
TW SJ (BLANCO),1998-09-14 00:00:00,1998-09-15 00:00:00,1.51
TW SJ (BLANCO),1998-09-15 00:00:00,1998-09-16 00:00:00,1.61
TW SJ (BLANCO),1998-09-16 00:00:00,1998-09-17 00:00:00,1.8
TW SJ (BLANCO),1998-09-17 00:00:00,1998-09-18 00:00:00,1.8
TW SJ (BLANCO),1998-09-18 00:00:00,1998-09-19 00:00:00,1.8
TW SJ (BLANCO),1998-09-18 00:00:00,1998-09-20 00:00:00,1.8
TW SJ (BLANCO),1998-09-18 00:00:00,1998-09-21 00:00:00,1.8
TW SJ (BLANCO),1998-09-21 00:00:00,1998-09-22 00:00:00,1.8
TW SJ (BLANCO),1998-09-22 00:00:00,1998-09-23 00:00:00,1.85
TW SJ (BLANCO),1998-09-23 00:00:00,1998-09-24 00:00:00,1.78
TW SJ (BLANCO),1998-09-24 00:00:00,1998-09-25 00:00:00,1.7
TW SJ (BLANCO),1998-09-25 00:00:00,1998-09-26 00:00:00,1.65
TW SJ (BLANCO),1998-09-25 00:00:00,1998-09-27 00:00:00,1.65
TW SJ (BLANCO),1998-09-25 00:00:00,1998-09-28 00:00:00,1.65
TW SJ (BLANCO),1998-09-28 00:00:00,1998-09-29 00:00:00,1.81
TW SJ (BLANCO),1998-09-29 00:00:00,1998-09-30 00:00:00,1.705
TW SJ (BLANCO),1998-09-30 00:00:00,1998-10-01 00:00:00,1.705
TW SJ (BLANCO),1998-10-01 00:00:00,1998-10-02 00:00:00,1.99
TW SJ (BLANCO),1998-10-02 00:00:00,1998-10-03 00:00:00,1.99
TW SJ (BLANCO),1998-10-02 00:00:00,1998-10-04 00:00:00,1.99
TW SJ (BLANCO),1998-10-02 00:00:00,1998-10-05 00:00:00,1.99
TW SJ (BLANCO),1998-10-05 00:00:00,1998-10-06 00:00:00,1.72
TW SJ (BLANCO),1998-10-06 00:00:00,1998-10-07 00:00:00,1.65
TW SJ (BLANCO),1998-10-07 00:00:00,1998-10-08 00:00:00,1.735
TW SJ (BLANCO),1998-10-08 00:00:00,1998-10-09 00:00:00,1.74
TW SJ (BLANCO),1998-10-09 00:00:00,1998-10-10 00:00:00,1.525
TW SJ (BLANCO),1998-10-09 00:00:00,1998-10-11 00:00:00,1.525
TW SJ (BLANCO),1998-10-09 00:00:00,1998-10-12 00:00:00,1.525
TW SJ (BLANCO),1998-10-12 00:00:00,1998-10-13 00:00:00,1.54
TW SJ (BLANCO),1998-10-13 00:00:00,1998-10-14 00:00:00,1.67
TW SJ (BLANCO),1998-10-14 00:00:00,1998-10-15 00:00:00,1.67
TW SJ (BLANCO),1998-10-15 00:00:00,1998-10-16 00:00:00,1.67
TW SJ (BLANCO),1998-10-16 00:00:00,1998-10-17 00:00:00,1.67
TW SJ (BLANCO),1998-10-16 00:00:00,1998-10-18 00:00:00,1.67
TW SJ (BLANCO),1998-10-16 00:00:00,1998-10-19 00:00:00,1.67
TW SJ (BLANCO),1998-10-19 00:00:00,1998-10-20 00:00:00,1.67
TW SJ (BLANCO),1998-10-20 00:00:00,1998-10-21 00:00:00,1.67
TW SJ (BLANCO),1998-10-21 00:00:00,1998-10-22 00:00:00,1.67
TW SJ (BLANCO),1998-10-22 00:00:00,1998-10-23 00:00:00,1.86
TW SJ (BLANCO),1998-10-23 00:00:00,1998-10-24 00:00:00,1.86
TW SJ (BLANCO),1998-10-23 00:00:00,1998-10-25 00:00:00,1.86
TW SJ (BLANCO),1998-10-23 00:00:00,1998-10-26 00:00:00,1.86
TW SJ (BLANCO),1998-10-26 00:00:00,1998-10-27 00:00:00,1.86
TW SJ (BLANCO),1998-10-27 00:00:00,1998-10-28 00:00:00,1.86
TW SJ (BLANCO),1998-10-28 00:00:00,1998-10-29 00:00:00,1.65
TW SJ (BLANCO),1998-10-29 00:00:00,1998-10-30 00:00:00,1.615
TW SJ (BLANCO),1998-10-30 00:00:00,1998-10-31 00:00:00,1.63
TW SJ (BLANCO),1998-10-30 00:00:00,1998-11-01 00:00:00,1.63
TW SJ (BLANCO),1998-10-30 00:00:00,1998-11-02 00:00:00,1.63
TW SJ (BLANCO),1998-11-02 00:00:00,1998-11-03 00:00:00,1.63
TW SJ (BLANCO),1998-11-03 00:00:00,1998-11-04 00:00:00,1.95
TW SJ (BLANCO),1998-11-04 00:00:00,1998-11-05 00:00:00,1.935
TW SJ (BLANCO),1998-11-05 00:00:00,1998-11-06 00:00:00,2.05
TW SJ (BLANCO),1998-11-06 00:00:00,1998-11-07 00:00:00,1.97
TW SJ (BLANCO),1998-11-06 00:00:00,1998-11-08 00:00:00,1.97
TW SJ (BLANCO),1998-11-06 00:00:00,1998-11-09 00:00:00,1.97
TW SJ (BLANCO),1998-11-09 00:00:00,1998-11-10 00:00:00,2.2
TW SJ (BLANCO),1998-11-10 00:00:00,1998-11-11 00:00:00,2.2
TW SJ (BLANCO),1998-11-11 00:00:00,1998-11-12 00:00:00,2.3
TW SJ (BLANCO),1998-11-12 00:00:00,1998-11-13 00:00:00,2.16
TW SJ (BLANCO),1998-11-13 00:00:00,1998-11-14 00:00:00,2.075
TW SJ (BLANCO),1998-11-13 00:00:00,1998-11-15 00:00:00,2.075
TW SJ (BLANCO),1998-11-13 00:00:00,1998-11-16 00:00:00,2.075
TW SJ (BLANCO),1998-11-16 00:00:00,1998-11-17 00:00:00,2.06
TW SJ (BLANCO),1998-11-17 00:00:00,1998-11-18 00:00:00,2.05
TW SJ (BLANCO),1998-11-18 00:00:00,1998-11-19 00:00:00,2.04
TW SJ (BLANCO),1998-11-19 00:00:00,1998-11-20 00:00:00,2.04
TW SJ (BLANCO),1998-11-20 00:00:00,1998-11-21 00:00:00,2.04
TW SJ (BLANCO),1998-11-20 00:00:00,1998-11-22 00:00:00,2.04
TW SJ (BLANCO),1998-11-20 00:00:00,1998-11-23 00:00:00,2.04
TW SJ (BLANCO),1998-11-23 00:00:00,1998-11-24 00:00:00,1.92
TW SJ (BLANCO),1998-11-24 00:00:00,1998-11-25 00:00:00,1.86
