Updated 9/17/01,,,,,,,,,,,,,
,,EOT,EOT,20000,27579,Duke,2001-05-01 00:00:00,2002-05-31 00:00:00,1+ year,not max,no,,
,,EOT,EOT,2500,27600,Sid/Bass,2001-06-01 00:00:00,2002-05-31 00:00:00,1 year,not max,no,,
,,EOT,EOT,50000,27495,Astra,2001-03-01 00:00:00,2003-03-31 00:00:00,2+ years,not max,no,,
EOT to EOT,610227,EOT,EOT,10000,27377,Agave,2001-03-01 00:00:00,2002-02-28 00:00:00,1 year,not max,no,,
,,IG,EOT,32000,24568,Enervest,1996-12-01 00:00:00,2001-12-31 00:00:00,5+ years,GF'd,yes,Expired,
IG to EOT,40000,IG,EOT,8000,24654,ENA,1996-12-01 00:00:00,2001-12-31 00:00:00,5+ years,GF'd,yes,Expired,
,,BL,TH,200000,20715,SoCal,1992-03-01 00:00:00,2005-10-31 00:00:00,13+ years,GF'd,yes,2004-10-31 00:00:00,Year to year evergreen.  Terminate 730 days notice.
,,BL,TH,25000,20834,Citizens,1992-03-01 00:00:00,2007-02-28 00:00:00,15 years,GF'd,yes,2006-02-28 00:00:00,Year to year evergreen.  Terminate 730 days notice.
,,BL,TH,20000,20835,Conoco,1992-03-01 00:00:00,2002-02-28 00:00:00,10 years,GF'd,yes,Expired,Year to year evergreen.  Terminate 365 days notice.
,,BL,TH,150000,21175,PG&E,1992-03-16 00:00:00,2007-03-31 00:00:00,15 years,GF'd,yes,2006-03-31 00:00:00,Year to year evergreen.  Terminate 365 days notice.
,,BL,TH,1346,21372,Navajo,1993-02-01 00:00:00,2003-12-31 00:00:00,9+ years,GF'd,yes,2002-12-31 00:00:00,Month to month evergreen. Terminate 30 days notice.
,,BL,TH,20000,25923,Texaco,1998-03-01 00:00:00,2007-02-28 00:00:00,9 years,GF'd,yes,2006-02-28 00:00:00,
,,BL,TH,25000,26371,Duke,1998-11-01 00:00:00,2007-03-31 00:00:00,8 years,GF'd,yes,2006-03-31 00:00:00,
BL to TH,466346,BL,TH,25000,26677,EP Energy,1999-04-01 00:00:00,2007-03-31 00:00:00,8 years,GF'd,yes,2006-03-31 00:00:00,
,,BL,WOT,10000,24670,SMUD,1997-03-01 00:00:00,2007-03-31 00:00:00,10+ years,GF'd,yes,2006-03-31 00:00:00,*See Shipper Options tab.
,,BL,WOT,25000,25700,BP Energy,1998-01-01 00:00:00,2002-12-31 00:00:00,5 years,GF'd,yes,2001-12-31 00:00:00,
,,BL,WOT,8600,26125,Engage,1998-06-01 00:00:00,2003-05-31 00:00:00,5 years,GF'd,yes,2002-05-31 00:00:00,
,,BL,WOT,20000,26960,TXU,2000-04-01 00:00:00,2004-03-31 00:00:00,4 years,2 yr ext at max,yes,2003-03-31 00:00:00,
,,BL,WOT,25000,26719,Southern,2000-05-01 00:00:00,2005-04-30 00:00:00,5 years,per ctrc,no,,
,,BL,WOT,3500,26813,NNS,2000-05-01 00:00:00,2008-02-28 00:00:00,8 years,per ctrc,no,,
,,BL,WOT,21500,26816,Sempra,2000-05-01 00:00:00,2005-04-30 00:00:00,5 years,per ctrc,no,,
BL to WOT,153600,BL,WOT,40000,26884,EP Energy,2000-05-01 00:00:00,2005-10-31 00:00:00,5+ years,GF'd,yes,2004-10-31 00:00:00,
,,EOT,WOT,306000,8255,SoCal,1989-10-01 00:00:00,2005-10-31 00:00:00,16+ years,GF'd,yes,2004-10-31 00:00:00,Year to year evergreen.  Terminate 730 days notice.
,,EOT,WOT,40000,25841,PG&E,1998-02-01 00:00:00,2002-10-31 00:00:00,4+ years,GF'd,yes,2001-10-31 00:00:00,
,,EOT,WOT,70000,26490,Agave**,1998-11-01 00:00:00,2003-10-31 00:00:00,5 years,GF'd,yes,2002-10-31 00:00:00,*See Shipper Options tab.  (**26606 is Adm Ctrc for 26490)
,,EOT,WOT,21000,26511,PG&E,1998-11-01 00:00:00,2002-10-31 00:00:00,4 years,GF'd,yes,2001-10-31 00:00:00,
,,EOT,WOT,8000,26683,APS,1999-03-01 00:00:00,2003-03-31 00:00:00,1 year,1 yr ext at max,yes,2002-09-30 00:00:00,
,,EOT,WOT,40000,26758,Duke,2000-05-01 00:00:00,2005-04-30 00:00:00,5 years,GF'd,yes,2004-04-30 00:00:00,
,,EOT,WOT,10000,26819,Reliant,2000-05-01 00:00:00,2005-04-30 00:00:00,5 years,GF'd,yes,2004-04-30 00:00:00,
,,EOT,WOT,14000,27252,SWG,2000-11-01 00:00:00,2010-10-31 00:00:00,10 years,not max,no,,"(Seasonal, each year for Nov - Mar)"
,,EOT,WOT,49000,27293,Sempra,2000-11-01 00:00:00,2001-10-31 00:00:00,1 year,not max,no,,
,,EOT,WOT,20000,27340,Oneok,2001-02-01 00:00:00,2002-01-31 00:00:00,1 year,max rate,yes,2001-07-31 00:00:00,
,,EOT,WOT,3000,22037,SWG,1993-02-01 00:00:00,1994-01-31 00:00:00,1 year,FTS-2,no,,
,,EOT,WOT,400,26635,Mercado,1999-01-01 00:00:00,2001-12-31 00:00:00,2 years,max rate,yes,Expired,
EOT to WOT,581400,EOT,WOT,14000,27334,APS,2001-04-01 00:00:00,2001-10-31 00:00:00,0 year,less than year,no,,
IG/BL to WOT,90000,IG/BL,WOT,90000,25071,BP Energy,1996-12-01 00:00:00,2008-11-30 00:00:00,12 years,GF'd,yes,2007-11-30 00:00:00,"*See Shipper Options tab. (60,000/d from IG, 90,000/d from BL)"
,,TH,WOT,10000,20747,Conoco,1992-03-01 00:00:00,2002-02-28 00:00:00,10 years,GF'd,yes,Expired,Month to month evergreen. Terminate 365 days notice.
,,TH,WOT,10000,20748,Conoco,1992-03-01 00:00:00,2002-02-28 00:00:00,10 years,GF'd,yes,Expired,Month to month evergreen. Terminate 365 days notice.
,,TH,WOT,25000,20822,Citizens,1992-03-01 00:00:00,2007-02-28 00:00:00,15 years,GF'd,yes,2006-02-28 00:00:00,Year to year evergreen.  Terminate 730 days notice.
,,TH,WOT,150000,21165,PG&E,1992-03-16 00:00:00,2007-03-31 00:00:00,15 years,GF'd,yes,2006-03-31 00:00:00,Year to year evergreen.  Terminate 365 days notice.
,,TH,WOT,20000,25924,Texaco,1998-03-01 00:00:00,2007-02-28 00:00:00,9 years,GF'd,yes,2006-02-28 00:00:00,
,,TH,WOT,25000,26372,Duke,1998-11-01 00:00:00,2007-03-31 00:00:00,8 years,GF'd,yes,2006-03-31 00:00:00,
TH to WOT,265000,TH,WOT,25000,26678,EP Energy,1999-04-01 00:00:00,2007-03-31 00:00:00,8 years,GF'd,yes,2006-03-31 00:00:00,
WOT to WOT,1300,WOT,WOT,1300,27583,NNS,2001-05-01 00:00:00,2002-03-31 00:00:00,0 year,less than year,no,,Same mainline capacity as ctrc # 26813
,Total,Unsubscribed,,,,,,,,,,,
WOT,1090000,0,,,,,,,,,,,
SJ (BL to TH),849946,54,,,,,,,,,,,
IG,476000,0,,,,,,,,,,,
S.IG,187200,17800,,,,,,,,,,,
,,,,,,,,,,,,,
,,FUTURE START DATES:,,,,,,,,,,,
,,,,,,,,,,,,,
,,BL,WOT,13500,27457,Dynegy,2001-12-01 00:00:00,2001-12-31 00:00:00,0 year,less than year,no,,
,,BL,WOT,27500,27454,Reliant,2002-01-01 00:00:00,2002-12-31 00:00:00,1 year,neg. rate,no,,
,,BL,WOT,20000,27566,Conoco,2002-03-01 00:00:00,2007-03-31 00:00:00,5+ years,max rate,yes,2006-03-31 00:00:00,
,,BL,WOT,21500,27456,Dynegy,2002-11-01 00:00:00,2002-12-31 00:00:00,0 year,less than year,no,,
,,BL,WOT,14000,27458,Calpine,2003-01-01 00:00:00,2005-12-31 00:00:00,3 years,neg. rate,no,,
,,BL,WOT,35000,27504,Sempra,2004-01-01 00:00:00,2005-12-31 00:00:00,2 years,neg. rate,no,,
,,EOT,WOT,21500,27352,Sempra,2001-11-01 00:00:00,2002-10-31 00:00:00,1 year,not max,no,,
,,IG,WOT,35000,27453,Dynegy,2003-01-01 00:00:00,2003-12-31 00:00:00,1 year,neg. rate,no,,
,,IG,BL,55000,27460,BP Energy,2002-01-01 00:00:00,2003-12-31 00:00:00,2 years,max rate,yes,2003-06-30 00:00:00,"(MAXDTQ reduces to 20,000/d on 1/1/2003.)"
,,EOT,EOT,various,27606,PNM,2001-10-01 00:00:00,2006-09-30 00:00:00,5 years,per ctrc,yes,2005-09-30 00:00:00,"(35,000/d Oct,Mar & Apr, 20,000/d May-Sept, 80,000/d Nov-Feb)"
,,,,,,,,,,,,,
,,"RED ROCK CONTRACTS (assume June 1, 2002 in-service):",,,,,,,,,,,
,,,,,,,,,,ROFR,,ROFR,
,,Receipt,Delivery,Volume,Ctrc #,Shipper,Start,Term Date,Term,Criteria,ROFR,TRIGGER,Notes:
,,,,,,,,,,,,,
,,EOT,WOT,10000,27608,WGR,2002-06-01 00:00:00,2017-05-31 00:00:00,15 years,per ctrc,yes,2016-05-31 00:00:00,Needles
,,EOT,WOT,2700,27605,Frito Lay,2002-06-01 00:00:00,2017-05-31 00:00:00,15 years,neg rate,no,,Needles
,,EOT,WOT,5300,27604,Frito Lay,2002-06-01 00:00:00,2003-05-31 00:00:00,1 year,neg rate,no,,"3,300 Needles, 2,000 Topock"
,,EOT,WOT,4500,27622,US Gypsum,2002-06-01 00:00:00,2014-08-31 00:00:00,12+ years,per ctrc,yes,2013-08-31 00:00:00,Needles
,,EOT,WOT,15000,27609,BP Energy,2002-06-01 00:00:00,2012-05-31 00:00:00,10 years,per ctrc,yes,2011-05-31 00:00:00,Needles
,,EOT,WOT,1700,27607,Oneok*****,2002-06-01 00:00:00,2003-05-31 00:00:00,1+ years,neg rate,no,,Needles
,,EOT,WOT,5000,27607,Oneok*****,2003-06-01 00:00:00,2004-03-31 00:00:00,1+ years,neg rate,no,,Needles
,,EOT,WOT,40000,27642,Calpine,2002-07-01 00:00:00,2017-06-30 00:00:00,15 years,neg rate,no,,Topock
,,EOT,WOT,20000,27641,PPL,2002-06-01 00:00:00,2032-06-30 00:00:00,30+ years,per ctrc,yes,2031-06-30 00:00:00,"12,000 Needles, 8,000 Griffith"
,,EOT,WOT,7500,27649,PPL,2002-06-01 00:00:00,2007-05-31 00:00:00,5 years,per ctrc,yes,2006-05-31 00:00:00,Topock
,,,,,,,,,,,,,
,,,,106700,,,,,,,,,
