EPMI-ST-SW,,-91591.48,,,,,,,,,-7265660.86,
NRGPOWMAR,,-1824176.31,,,,,,,,,-7125707.72,
NG-X-OPT-PWR,,,,,,,,,,,-6529716.62,
POWERPOOOF,,136357.73,-391272.15,-365107.07,,-339574.32,,,,-444790.34,-5885139.3,-419042
EPMI-ST-NW,,141196.36,,,,,,,,,-5756057.42,
PINNACLEWESCAPC,,-1271367.48,,,,,,,,,-5745666.21,
CITY OF MESA,-63823.74,,380923.79,347833,,315859.2,-68900.79,-87154.22,,455974.81,-5629434.9,418815
COLORADOSPRUTI,,31858.15,,,,,,,,,-5241575.23,
DYNEGYCAN,,1002130.45,,,,,,,,,-5035986.53,
DESERETGENTRAN,,,,,,,,,,,-4801545.71,
EPMI-ST-CA,,-1449780,,,,,,,,,-4423825.06,
SITHEPOWMARLP,,,,,,,,,,,-4014616.54,
ENGAGEENEAME,,-66667,,,,,,,,,-3202704,
JACKSONVILLELEA,,112175.2,,,,,,,,,-3197589.91,
EPMI-LT-WHALW,,,,,,,,,,,-3104905.33,
EPMI-LT-OPTIONB,,,,,,,,,,,-3102304.57,
SOUTHERNCOMSER,,550.78,,,,,,,,,-2890618.65,
MODESTOIRR,,-66528.29,,,,,,,,,-2490206,
CONNECTICUTLIGP,,117808.48,246284.64,205666.68,,137560,,,,341276.53,-2026008.63,290943.51
VERMONTPUBLIC,,-3089.95,,,,,,,,,-1896517.37,
ALTAPWROPTION,,-454669.52,,,,,,,,,-1813839.3,
DTEENETRA,,-302769.67,,,,,,,,,-1806063.72,
EPMI-ST-ERCOT,,-11188.26,,,,,,,,,-1693073.35,
LOCFEE,,-11086.72,-112507.23,-109931.35,,-107339.6,,,,-121094.09,-1672351.41,-118607.67
EPMI-ST-PJM-OFF,,466588.72,,,,,,,,,-1643322.73,
DOWCANADA,,-607096.58,,,,,,,,,-1642495.55,
FRONTERAGENLP,,,,,,,,,,,-1607328.35,
DUKEENEMARLTD,,-485623.48,,,,,,,,,-1574727.56,
MERCHANTENEGRO,,-1451070,,,,,,,,,-1453606.39,
EPMI-LT-NY,,,,,,,,,,,-1404988.84,
SEATTLECITLIG,,,,,,,,,,,-1309686.75,
DAYTON_P&L,,-29932.84,,,,,,,,,-1222434.52,
ANPMARCOM,,-3602.94,,,,,,,,,-1151240.11,
MIDAMERIENECO,,,,,,,,,,,-1075134.11,
TUCSON,,2052.15,,,,,,,,,-1070637.06,
MISSOURIJOIMUN,,10166.58,,,,,,,,,-940386.84,
CLECOMARAND,,,,,,,,,,,-880839.25,
NEWENGPOW,,-238831.36,,,,,,,,,-877096.69,
MCMINNWATLIGH,,-513.6,,,28698.51,,27564.24,19729.11,,,-811695.22,
EDISONMISMAR,,-204.69,,,,,,,,,-796209.33,
ELECTRICDISNUM,,,,,-15953.94,,-12860.37,-11322.16,,56072.36,-685755.8,
ENMAXENECOR,,-448778.68,,,,,,,,,-631159.26,
AIGHIGCAP,,,,,,,,,,,-622022.13,
SOUTHERNINDGASE,,29307.12,,,,,,,,,-621248.35,
EPMI-LT-OPTZ,,6132.62,,,,,,,,,-484044.94,
SEMPRAENETRA,,584798.15,,,,,,,,,-434975.86,
GREATBAYPOW,,-141229,,,,,,,,,-430872.57,
RESID-FIN-1%,,,,,,,,,,,-414420.53,
NORTHEASTUTISER,,,,,,,,,,,-368409.27,
AESEASENE,,,,,,,,,,,-356932.56,
ECTCOA,,,,,,,,,,,-331304.9,
ONEOKPOWMAR,,,,,,,,,,,-298508.24,
EPMI-ERCOT-OPTN,,,,,,,,,,,-289266.34,
ST ALBERTA,,-413268.45,,,,,,,,,-265376.4,
CORALENEHOL,,10986.54,,,,,,,,,-198344.32,
INDECKPEPPOW,,-244666.19,,,,,,,,,-182764.9,
PORTLANDGENELE,,-62581.69,,,,,,,,,-182365.32,
EPMI-LT-OPTY,,,,,,,,,,,-154982.17,
PANCANADIAN,,21384.1,,,,,,,,,-114641.91,
TENASKAPOWSER,,-112176.9,,,,,,,,,-112036.3,
RELIANTENEHLP,,,,,,,,,,,-96664.74,
PJMINTL L,,-91077.16,,,,,,,,,-91077.16,
EPMI-NE-PHYS,,-159.9,,,,,,,,,-87138.32,
ENRONWINCOR,,,,,,,,,,,-83070.69,
WPSENGRYSVC,,,,,,,,,,,-67912.2,
WAPASIERRANEV,,122214.45,,,,,,,,,-51182.52,
NORTHERNSTAPOWC,,,,,,,,,,,-46310.24,
CARGILLALLLLC,,-29957.28,,,,,,,,,-34561.23,
CHEVRONCANRES,,,,,,,,,,,-33033.89,
NEXENMARKET,,1052.35,,,,,,,,,-27112.75,
EPMI-HRLY-NENG,,-12348.44,,,,,,,,,-24823,
RAINBOWENEMAR,,,,,,,,,,,-18782.61,
CHAMPIONPETFOO,,,,,,,,,,,-14126.15,
EPMI-HRLY-PJM,,,,,,,,,,,-12794.39,
SIERRAPOWCOR,,-1649,,,,,,,,,-12473.84,
EPMI-HRLY-NY,,,,,,,,,,,-10236,
CARGILL,,,,,,,,,,,-8797,
NYSEG,,-7849.48,,,,,,,,,-7849.48,
ONTARIOPOWGEN,,,,,,,,,,,-7195.37,
PORTOLAPACCAN,,1843.34,,,,,,,,,-6242.14,
SANDIEGO,,2799.3,,,,,,,,,-6195.66,
FOOTHILLCRELTD,,,,,,,,,,,-5398.69,
TRISTAGEN,,,,,,,,,,,-4627.21,
SCHENLEYDIS1,,,,,,,,,,,-4143.06,
EASTTEXELE,,11615,,,,,,,,,-3606.52,
EPMI-ST-WROCK,,,,,,,,,,,-3433.62,
GE,,-1015.76,,,,,,,,,-3047.27,
EPMI-ST-WHOURLY,,-3078.88,,,,,,,,,-2719.39,
SAXBYFOOLTD,,,,,,,,,,,-2598.19,
SCE&G,,,,,,,,,,,-2538.77,
HAFSLUNDENETRA,,,,,,,,,,,-1153.72,
IDACORPENE,,49.93,,,,,,,,,-437.39,
WESTAREACRSP,,,,,,,,,,,-174.75,
AUTOMATEPOWEXC,,,,,,,,,,,19.49,
CITYBRYAN,,-79.09,,,,,,,,,32.75,
NOVEINV,,46.81,,,,,,,,,142.36,
PILOTPOWGRO,,95.87,,,,,,,,,241.1,
UNITEDSTAGYPCOM,,450.57,,,,,,,,,297.82,
CALVACVACSEC,,4.28,,,,,,,,,382.1,
WHEELABRMAR,,234.07,,,,,,,,,711.8,
STMARRIV,,428.24,,,,,,,,,830.48,
MINNESOTMUNPOW,,,,,,,,,,,847,
EDVANIND,,22.41,,,,,,,,,853.95,
817230ALBLTD,,36.69,,,,,,,,,922.41,
NAVAJOPRI,,9.73,,,,,,,,,1017,
BENTONCOUPUB,,,,,,,,,,,1054.52,
DESIGNERCHOKIT,,11.53,,,,,,,,,1259.87,
BATA'SELE,,,,,,,,,,0.42,1301.4,
UNITEDASSOF,,74.24,,,,,,,,,1333.22,
TOKYOEXPRES,,,,,,,,,,,1398.29,
MISSISSIDELENE,,90.93,,,,,,,,,1526.36,
WONGWAHPIN,,11.33,,,,,,,,,1717.5,
OHLHAUSEHOLLTD,,16.77,,,,,,,,,1822.6,
EPMI-HRLY-MW,,,,,,,,,,,1976.95,
232098ALBLTD,,,,,,,,,,,2130.86,
FRANKLINCOUPUD,,,,,,,,,,,2236.86,
MANITOBAHYDELE,,,,,,,,,,,3430.6,
PLAMONDOCOOPL,,,,,,,,,,3136.08,3537.92,
RYCROFTCOOPE,,,,,,,,,,3137.12,3539.1,
EXQUISITJEWLTD,,,,,,,,,,3319.08,3744.38,
GLENDONBIGFOO,,,,,,,,,,3371.07,3803,
894245ALB,,209.9,,,,,,,,,3826.16,
ANDREWCOOPE,,,,,,,,,,3518.73,3969.61,
ITALIANSUPLTD,,261,,,,,,,,,4127.21,
NEERLANDCOOPE,,,,,,,,,,3925.29,4428.27,
SPRUCEVICOOPE,,,,,,,,,,4026.16,4542.06,
DCPFOOSTO,,,,,,,,,,4358.9,4917.43,
MAYERTHODISCOO,,,,,,,,,,4721.79,5326.83,
THORHILDCOOPE,,,,,,,,,,4893.36,5520.38,
BRAGGCREVIL,,143.76,,,,,,,,,5542.49,
SEDGEWICCOOPE,,,,,,,,,,4960.95,5596.63,
VALLEYVICOOPA,,,,,,,,,,5051.41,5698.69,
SWANHILSUP,,,,,,,,,,5078.45,5729.19,
VAUXHALLCOOPP,,,,,,,,,,5118,5773.76,
QUIETLLC,,,,,,,,,,,5827.15,
BEAVERLOBIGFOO,,,,,,,,,,5365.44,6052.95,
STANLEYPARGRO,,21.05,,,,,,,,,6166.67,
EPMI-ST-WBOM,,,,,,,,,,,6183.31,
CALPINECENLP,,,,,,,,,,,6379.26,
DOUGSSUPFOO,,,,,,,,,,5697.14,6427.15,
FALHERDISCOO,,,,,,,,,,5841.67,6590.21,
LEDUCCOOPL,,,,,,,,,,5924.85,6684.05,
BOYLECOOASS,,,,,,,,,,6047.55,6822.47,
674211ALBLTD,,,,,,,,,,4.39,7811.17,
PHOENIXPRE,,386,,,,,,,,,7875,
656415ALBLTD,,,,,,,,,,7155,8071.77,
STEWARTDRUHAN,,,,,,,,,,7491.85,8451.84,
ECKVILLECOOPE,,,,,,,,,,7594.79,8568,
STONYPLACOO,,,,,,,,,,8355.94,9426.65,
DAVISWIRCOR,,8570,,,,,,,,,9564.88,
EPMI-HRLY-SE-MG,,159.9,,,,,,,,,10010.77,
MICHELSSUPAFO,,,,,,,,,,8919.52,10062.44,
BOUCHERBROLUM,,,,,,,,,,,10745.55,
SUPERAFOO,,,,,,,,,,9743,10991.5,
PEACECOUCOO,,,,,,,,,,9756.57,11006.75,
LLOYDMINDISCOO,,,,,,,,,,9913.58,11183.88,
PONOKACOOASS,,,,,,,,,,10228.64,11539.31,
CAMROSECOOPL,,,,,,,,,,10494.83,11839.61,
VEGREVILDISCO0,,,,,,,,,,10626.89,11988.59,
903734ALBLTD,,88.49,,,,,,,,,12436.62,
WEATHERFCANPAR,,2503.74,,,,,,,,,12590.68,
PHOSO1 L,,47.54,,,,,,,,,12592.46,
LEGALCOOPE,,,,,,,,,,11565.84,13047.86,
EPMI-HRLY-SE,,13277.34,,,,,,,,,13277.34,
RIMBEYCOOPA,,,,,,,,,,11983.85,13519.42,
NEONCONLTD,,106.88,,,,,,,,,13951.8,
COMPLETEOFFCOM,,,,,,,,,,9.43,14557.86,
AIRDRIEPIZHUT,,124.75,,,,,,,,,14989.73,
JSJVHOLLTD,,,,,,,,,,,16478.44,
JAYBILLVEN,,48.41,,,,,,,,7177.24,18448.19,
ROCKYMOUHOU,,,,,,,,,,17119.48,19313.13,
APACHECANLTD,,,,,,,,,,,20080,
ALBCHEMINDLTD,,12853.47,,,,,,,,,20336.28,
PASADENA,,,,,,,,,,,20446.32,
JHAUTLTD,,,,,,,,,,7.63,20943.67,
BARRHEADDISCOO,,,,,,,,,,18800.86,21210,
ALBERTA-HOURLY,,-8873,,,,,,,,,22225.82,
INNISFAIDISCOO,,,,,,,,,,20120.38,22698.56,
OLDSCOOPE,,,,,,,,,,20755.71,23415.29,
PINCHERCRECOO,,,,,,,,,,20878.41,23553.71,
WETASKIWCOOPE,,,,,,,,,,24916,28108.67,
DRUMHELLCOOPL,,,,,,,,,,26517.31,29915.17,
ATLANTICRICH,,9671.33,,,,,,,,,30583.83,
FRESHEXPINC,,6227.2,,,,,,,,,32290.19,
EASTALTACOOPL,,,,,,,,,,28964,32675.36,
WELDEDTUBCO,,,,,,,,,,,33138.36,
STPAUAND,,,,,,,,,,30377.1,34269.54,
INTERRECTCOR,,23705.32,,,,,,,,,34789.29,
GRANDEPRADIS,,69.13,,,,,,,,26746.38,36100.48,
MARQUINNINDLTD,,374.17,,,,,,,,,36689.66,
OLYMPIAENE,,20489.06,,,,,,,,,43587.76,
EPMI-ERCOT-ASST,,,,,,,,,,,45153.62,
LETHBRIDIROWOR,,6273.58,,,,,,,,,46979.94,
CONNECTIMUNELE,,,,,,,,,,,50117.73,
REDDEECOO,,,,,,,,,,45334.81,51143.89,
PASUTTOHOT198,,3576.05,,,,,,,,,55903,
EQUILONENTLLC,,20970.53,,,,,,,,,56201,
OTTERTAIPOW,,,,,,,,,,,57705.58,
CITIZENSCOMCOM,,28487.21,,,,,,,,,68471.59,
GLENDALECIT,,,,,-19406,,,,,,70334.27,
ZAVISHASAWLTD,,855,,,,,,,,,93239.83,
HAULALLEQULTD,,709.74,,,,,,,,,93689.73,
ROADKINTRA,,1425.23,,,,,,,,,103053.67,
EPMI-LT-WOPTS,,,,,,,,,,,103794.83,
DEGUSSACANINC,,43113.15,,,,,,,,,111460,
WREDEVLTD,,1942.67,,,,,,,,,113863.35,
VYEFIELDENTLTD,,573,,,,,,,,,115163.64,
AIGENETRA,,,,,,,,,,,129523.63,
FRANKSISSIL,,2039.54,,,,,,,,,137985.58,
AGATLABLTD,,2429.3,,,,,,,,,143731.65,
ATCOELELTD,,90483.61,,,,,,,,,144948.56,
OGLETHORPOW,,,,,,,,,,,150481.6,
STHRNILPWR,,,,,,,,,,,155108.57,
KAWNEERCOMCAN,,4024.84,,,,,,,,,156167,
GLENCOEGOLCOU,,1264.7,,,,,,,,,163068.21,
EPMI-CALSERV,,-2490.5,,,,,,,,,176826.55,
PACIFICOR,,1634350.83,,,,,,,,,179135.87,
FLORIDAPOWCOR,,,,,,,,,,,188494.95,
PUDOUGLASCTY,,,,,,,,,,,190768.25,
INTELCOR,,11760.12,,,,,,,,,196680.36,
SIERRAPACHOL,,,,,,,,,,,201097.44,
OGEENERES,,,,,,,,,,,201929.93,
CNCCONCOR,,9366.42,,,,,,,,,220748.19,
TXUELECO,,,,,,,,,,,256596.13,
NIAGARAMOHENE,,-49221.18,,,,,,,,,260842.83,
PUBLICSERNM,,-1340540.31,,,,,,,,,261619,
ENRONENEMAR,,5443.45,,,,,,,,,265154.52,
CALIFORNENERES,,,,,,,,,,,275772.63,
AQUILACANCOR,,-93736.44,,,,,,,,,295486.38,
LOSANGELWATPOW,,19896.31,,,,,,,,,298441.29,
EPMI-LT-WNAMGMT,,,,,,,,,,,319286.59,
CALGARYWINCLU,,4648.89,,,,,,,,,379572.87,
EPMI-ST-WSERV,,35190.45,,,,,,,,,388697.06,
EPMI-ST-MAPP,,865.17,,,,,,,,,393775.16,
IDAHOPOWER,,135025,,,,,,,,,396011,
PUDGRAYSHARBOR,,,,,,,,,,,399132.35,
CONOCOGASAND,,,,,,,,,,,400956.13,
FOOTHILLSTEFOU,,1723.6,,,,,,,,,408228.75,
GENSYSENE,,,,,,,,,,,413931.1,
SPLITROCENE,,,,,,,,,,,440937.65,
CONEXANTSYS I,,58789.62,,,,,,,,,475315.29,
CENTRALHUDSON,,,,,,,,,,,502566.66,
ENA-CAL,,214872.92,,,,,,,,,523807.29,
DAISHOWAMARINT,,,,,,,,,,,546763.43,
EPMI-ERCOT-OFF,,-83878,,,,,,,,,561012.7,
EPMI-ST-ECAR,,,,,,,,,,,575389.18,
PETROCANOIL,,290189.11,,,,,,,,,602579.88,
AUSTINCITY,,,,,,,,,,,608495.44,
BECO,,,,,,,,,,,615814.44,
MICHIGANSOUCEN,-115008.66,64886.3,,,-162037.8,,-155561.38,-147639.65,,720520.43,633554.46,708692.88
SUNCORENE,,9889.44,,,,,,,,,649389.8,
ENERGYAUT,,,,,,,,,,,656531.65,
BREWSTERTRAAND,,6779.57,,,,,,,,,658694.83,
SUNTERRAFARLTD,,9015.58,,,,,,,,,665790.68,
CONAGRAENESER,,-54456.06,,,,,,,,,677166.92,
GLENCOECLU,,5618.89,,,,,,,,,682026.4,
CCO-ENPOWER-PRC,,,,,,,,,,,702716.51,
RUBBERMACAN,,11881.19,,,,,,,,,717466.24,
EPMI-LT-NAMGMT,,,,,,,,,,,719185.16,
CITYBAN,,,,,,,,,,,725096.59,
STRATEGENELLC,,5492.53,,,,,,,,,736173.52,
EPMI-LT-HED,,,,,,,,,,,790124.05,
TALISMAN,,80178.17,117151.28,107621.78,,,,,,140046.6,823881,127810.43
MINNESOTPOW,,,,,,,,,,,835311.06,
XCELENE,,,,,,,,,,,939965.72,
PGEENETRACAN,,35032.2,,,,,,,,,1016894.1,
BURBANKCIT,,923754.61,,,,,,,,,1051926.52,
ENTERGYSVC,,-499.36,,,,,,,,,1114336.78,
EPMI-LT-ECAR,,,,,,,,,,,1137091,
AGRIUM,,456621.36,,,,,,,,,1191205.78,
AIRPROD,,24777.34,,,,,,,,,1209789.21,
TURLOCKIRRDIS,,,,,,,,,,,1249218.54,
PUGETSOUENE,,-520443.22,,,,,,,,,1355608.68,
TXUENETRA,,168523.53,,,,,,,,,1473236.46,
CHELAN,,19407.78,,,,,,,,,1529838.25,
ALLIANTENECORP,,,,,,,,,,,1644502.45,
RG&E,,,,,,,,,,,1655263,
CAROLINA,,-0.2,,,,,,,,,1678240.25,
EPMI-ST-SERC,,,,,,,,,,,1706938.62,
CONSOLIDEDIENE,,-24581,,,,,,,,,1872595.18,
INDIANAPPOWLIG,,31153.59,,,,,,,,,1878704.21,
EPMI-LT-OPTION,,,,,,,,,,,1915021.61,
GULFCANADA,,,,,,,,,,,2147898,
ALCOAPOWGEN,,,,,,,,,,,2251770.08,
APS,,,,,,,,,,,2278146.61,
HOLNAM,,109294.53,,,-30133.43,,-28942.45,-13857.78,,,2351753.67,
AMERENAGENT,,,,,,,,,,,2354032.17,
FEDERATECOOPE,,22122.6,,,,,,,,159126.75,2384132.13,
AVISTAUTIWASH,,-341486.13,,,,,,,,,2392779.51,
FIRSTENESOL,,,,,,,,,,,2586072,
GROCERYPEOLTD,,24187.37,,,,,,,,171729.29,2604113.61,
LASSEN,,,,,,,,,,280873.7,2615732.61,259681
EXPRESSPIPPAR,-18351.21,31290.69,173283.62,160129.26,-25828.66,82647,-24807.82,-23553.77,,202137.28,2719718.67,187796.46
GPUSERJER,,94290.6,,,,,,,,,2906380.39,
WISCONSINELEPOW,,,,,,,,,,,2936307.78,
ASHGROCEM,,107499,,,-25828.66,,-22762.33,-21575.93,,97209,3224515.23,
CANADIAN HUNTER,,,342355.27,315230.12,,,,,,406342.23,3326727.53,372505.69
METROPOLWATDIS,,2486512.66,,,-25881.69,,,,,,3417026.16,
ANA,,0.06,,,,,,,,,3556540.55,
TAUNTONMUNLIG,,,,,,,,,,499230.49,3625133.8,
EPMI-ST-PLT,,-3757,,,,,,,,606.89,3735526.72,896.55
KEYSPANENECAN,,-59353.32,,,,,,,,,3771086.45,
LUZENACAME,-15292.68,29260.67,231412.13,152877.69,-21523.88,,-20673.18,-18091.75,,246757.76,3923342.11,239698.43
HANSONPERCEM,,118180.94,,,,,,,,,3996874.23,
OAKLANDMUNCORP,,316858.25,,,,,,,,8101.6,3998986.95,
LOWERCOLRIVAUT,,,,,,,,,,,4056800.68,
VERNONCIT,,,,,,,,,,,4129167.74,
NCPA,,403849.58,,,,,,,,,4252456.47,
TRANSALTENEMAR,,-1064058.86,,,,,,,,,4364865.45,
PENNWESPET,,239889,,,,,,,,,4481957.75,
WESTERNRES,,-377844.74,,,,,,,,,4733486.24,
ENERGYUSA,,,,,,,,,,,4820326.93,
PACIFICOPOWMAR,,-2196.91,,,,,,,,,5022535.47,
CLATSKANPEOUTI,,26874.43,,,11479.4,,11025.7,10468.34,,,5243601.93,
EPMI-LT-NEMGMT,,-283764.58,54441.64,,,,,,,52162.07,5600348.63,44337.51
SMUD,,1842995.35,,,,,,,,,5689506.09,
NEWPOWCOM,,-194250.42,,,,,,,,,5785179.3,
AZUSACITYOF,,,,,,,,,,,5839879.75,
MERCEDIRRDIS,,-443912.72,,,,,,,,,6022657.42,
LOUISIANAPACOR,,49746.52,,,-34438.21,,-24787.53,-32263.91,,373825.26,6026709.81,
EXELONGENCOM,,-508100.18,,,,,,,,,6140809,
KNAUFFIBGLA,,,,,,,,,,,6265793.27,
EPMI-MIDWEST-HR,,,,,,,,,,,7063077.73,
LAKESIDEPACADI,,69467.71,,,,,,,,,7121970.24,
GPUSERPENN,,,,,,,,,,,7125407.63,
EPMI-LT-SERC,,799,,,,,,,,,7127931.33,
ENGAGEENECAN,,600960.73,,,,,,,,,7260152.75,
OLDDOMINELE,,256508.86,,,,,,,,,7610100.13,
SELECTENE,,367620.76,,,,,,,,,7664809.28,
GPUSERMET,,88990.67,,,,,,,,,7764380.53,
ARCRESLTD,,44938.18,364262.19,337816,,,,,,422592.43,8085372.44,393006.22
EPMI-LT-PJM,,-381999.65,-54441.64,,,,,,,-52162.07,8160857.18,-44337.51
EPMI-LT-OPTIONA,,-6132.62,,,,,,,,,8358586.44,
TRANSCANPOWDIV,,-273582,,,,,,,,,8460447.85,
CONECTIVENESUP,,20936.36,,,,,,,,,8561792.43,
NEW,,95595.73,,,,,,,,1390.38,8886602.91,
DETROITEDICOM,,,,,,,,,,,9265897,
EPMI-LT-ERCOT,,-8651.87,,,,,,,,,9280024.57,
PUBSERCOLORADO,,-3373285.19,,,,,,,,,9443640.75,
CALGARYCOOPE,,92325,,,,,,,,650923,9934925,
ALBERTANAMGMT,,,,,,,,,,,10027603.64,
NSTARELE,,647148.64,,,,,,,,,10515122.56,
CORALPOWLLC,,639154.14,,,,,,,,,10547678.11,
MERRILL,,,,,,,,,,,10901832.66,
EUGENEWATELE,,150244.7,,,,,,,,,11151087.9,
AESNEWENE,,-1471.87,,,,,,,,,11473702.74,
VALLEYELECTRIC,,177035,,,-126174,,,-93605.83,,,12503457.73,
HQENESER1,,-419908.56,,,,,,,,,12759021,
LGEENEMAR,,47126.78,,,,,,,,,12792167.24,
PUGRANTCTY,,1060301,,,,,,,,,13351188.07,
ENCOREENESOL,,3831691.55,,,,,,,,,14176173.94,
UTAHASSMUNPOWSY,,,,,,,,,,,15100003.72,
CITYSHALAK,,144866,,,,,,,,,15227562.53,
AQUILA,,-1051497.2,,,,,,,,,15436739.17,
WABASHVALPOWASS,,,,,,,,,,,15914258,
CITYRIVERSIDE,,,,,,,,,,,16330121.39,
SOCAL ED,,,,,,,,,,,16539255,
REDDING,,1212266.71,703149.85,606338.27,,517920.56,,,,885819.35,17871196.19,792680.73
CENTRALMAINPOW,,1899092.81,,,,,,,,,18166720.24,
SMURFITSTOCON,,252919.89,,,-150667.16,,-144712.26,-137397,,,18545739.47,
CMSMARSERTRA,,22332.11,,,,,,,,,19288460.19,
ELPASELECOM,,-161773.3,,,87907.07,,,,,,20110305.62,
CITYROS,,330149.73,,,,,,,,,21023656.9,
MIRANTAMEENE,,-557405.52,,,,,-41678.71,,,,22931928.63,
BPCORNORAME,,3023112.05,,,,,,,,,23835440.35,
ENTERGYKOCTRA,,-209838.16,,,,,,,,,23920872.93,
WAPADESERTSWAFB,,349377,,,,,,,,,24447814.3,
ABDIRECT-HEDGES,,293794.33,,,,,,,,1331534.56,25575781.24,
AVISTAENE,,903778.43,-66565.9,-52648.54,,,,,,-96364.69,25781520.89,-81581.44
EPMI-LT-NENG,,,,,,,,,,,26470817.12,
MACLARENENE,,169424.85,,,,,,,,,28391480.56,
CINERGYSERINC,,-67672.22,,,,,,,,,28496042.91,
CRC,,-297408.42,,,,,,,,,30099282.06,
CENTRALILLLIGCO,,162944.34,,,,,,,,,30121372.83,
EPMI-LT-SPP,,173902.5,,,,,,,,,34881933.68,
PALOALTOCIT,,486099,,,,,,,,,38773120.19,
EPCORENESER,,1873683.92,,,,,,,,,48060300.78,
BPENERGYCO,,-1920818.79,,,,,,,,,49531606,
IDACORPENECOR,,-291640.45,,,-22525.4,,,,,,49776094.79,
UNITEDILLUMCO,,3328422.29,16235.54,18506.56,,20161.92,,,,9264419.88,57310543.77,8875339
CONSTELLPOWSOU,,1513844,,,,,,,,-1023116.25,57614073.39,
EPMI-MIDWEST,,62902.46,,,,,,,,,62011495,76462.24
AB TRANSFER,,4181899.34,,,,,,,,,70374931,
EPMI-LT-CALI,,3835245.12,,,,,,,,,91128307.39,
SANTACLARA,,260443.94,2455912.89,,,,,,,2994179.12,93239735.87,2722107.29
VIRGINIAELEPOW,,1420605.82,,,,,,,,76616.39,104447587.06,
PUDSNOHOMISHCTY,,592722.39,3880088.46,,,,,,,4435995,110074901.09,4159567.34
ENRONENESERINC,,9732795.62,2764663.59,1919894.61,,36234.94,,,,8426034.81,111112293.24,4444321.44
SIERRA PACIFIC,,2392815.34,,,,,,,,,113489185.77,
WAPADESERTSW,,3811688.23,,,-173389.85,,-147177.33,-105863.87,,,122340442.93,
DYNEGYPOWMAR,,1537334.86,,,,,,,,,179259386.52,
ELPASOMERLP,,-1042596.56,,,,,-115026.41,,,533256.28,180667143.63,
NPC,,1299086.61,,,,,,,,,226472283.8,
BPA,,578724.28,,,-502333.85,,-482934.14,-458145.1,,,368596049.29,
TRANSALTUTICOR,,2067188.08,1087904.09,7423.34,,-780230.16,,,,1955894.08,686105568.43,1310235.09
Grand Total: ,-212476.29,-3080319.69,-23500060.08,-29401665.37,-1161376,-29101118.13,-1148868.87,-1022132.8,,-8158082.15,1483530629.72,-13661886
NEWYORIND,,128664.24,,,,,,,,,,
