,ML7/CG,,,,,,,,,A,,0.5881888986765873,,-9.845656941378705,,-25.701988780567667,,-148.03066532942384,,-1559.131367696835,,-1741.7480093965194,
,VENTURA/DEMARCATION,,,,,,,,,A,,0.2633616985413555,,2.095798240895106,,-1.3420260975929257,,-2.8003642057694944,,-37.49281316445284,,-38.633490867334906,
,MID-CONTINENT,IF-ANR SE/SW,IF-NGPL/MIDCON,GD-MRT/MAINLINE,IF-NORAM/EAST,IF-ONG/OKLAHOMA,IF-PAN/TX/OK,IF-WNG/TOK,IF-ANR/OK,A,,0.2461334548661771,,14.98173471159966,,19.72745633970851,,-5.35456335563388,,93.21841512606503,,122.1064857332799,
,Other,IF-KOCH/TX,IF-KOCH/LA,,,,,,,A,,-1.216002451221591,,-7.540487558399288,,-5.149688391750887,,-7.181002554428561,,-55.692044291933826,,-90.69214921485843,
,Total,,,,,,,,,,,0.6328515881273644,,8.925835969157923,,-8.650247340446292,,-155.53089035728195,,-1590.952113837229,,-1758.5915319682144,
,East & Texas Region Notional,,,,,,,,,,,,,,,,,,,,,,
,IF-TRANSCO,IF-TRANSCO/Z6,IF-TRANSCO/Z2,,,,,,,A,,-0.5788663301259894,,-5.0711258584791885,,-3.039954548403158,,5.449561674149667,,-12.33924749221336,,-15.703220041099732,
,IF-TETCO,IF-TETCO/STX,IF-TETCO/M2,,,,,,,A,,-0.5766537335970656,,0.20190636597561173,,-5.465769437287568,,-17.472012419370724,,-325.99040174161263,,-349.0161686208917,
,IF-CGT/CITYGATE,,,,,,,,,A,,-0.8336060500212712,,2.603103019060986,,-2.993296135130554,,11.10458005609782,,57.93063931983815,,67.27445272702057,
,IF-CNG/CITYGATE,IF-CNG/N_CITYGA,,,,,,,,A,,-1.9599053302605192,,-5.910528910031693,,-6.880106373445048,,3.9550739152595487,,154.04786875617566,,155.30079922816824,
,IF-TENN,IF-TENN/Z5,IF-TENN/Z6,,,,,,,A,,2.666894413287755,,12.661903785528537,,7.029404686456095,,10.034627440955717,,58.43857883073331,,94.38235098657414,
,Other,IF-FGT/Z3,IF-HEHUB,IF-SONAT/LA,IF-TGT/ZSL,NGW-ALGO/CITY,NGW-IROQ/Z2,,,A,,-3.4342372776572128,,-28.9316106977768,,-32.178812950571654,,-19.903717345286154,,-577.3973580237331,,-663.0034849189874,
,Total,,,,,,,,,,,-4.716374308374303,,-24.446352295722548,,-43.52853475838189,,-6.831886678194126,,-645.3099203508119,,-710.7652706392158,
,TOTAL BASIS,,,,,,,,,,,-13.432387746399616,,-53.72617515027294,,-71.29003706831276,,-243.66442990731164,,-2623.755914107532,,-3014.86312097608, 
,,,,,,,,,,,,,,,,,,,,,,,
,CONTACT,,,,,,,,,,EXT,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,MONICA HWANG,,,,,,,,,,3-5070,,,,,,,,,,,,
,CHRIS ELLIOT,,,,,,,,,,3-7330,,,,,,,,,,,,
],TOM DONOVAN,,,,,,,,,,3-7847,,,,,,,,,,,,
,CATHY PITTENGER,,,,,,,,,,3-9292,,,,,,,,,,,,
