gas_dt,poi_nb,meter_nm,meter_nb,calc_mcf
2000-04-04 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-5852
2000-04-05 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-5750
2000-04-06 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-5786
2000-04-07 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-5236
2000-04-08 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-5075
2000-04-09 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-5311
2000-04-10 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-5960
2000-04-11 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-5826
2000-04-12 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-5508
2000-04-13 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-4944
2000-04-14 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-6109
2000-04-15 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-6074
2000-04-16 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-5944
2000-04-17 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-5750
2000-04-18 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-6859
2000-04-19 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-6108
2000-04-20 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-5460
2000-04-21 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-5188
2000-04-22 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-5283
2000-04-23 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-4879
2000-04-24 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-4823
2000-04-25 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-4500
2000-04-26 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-4349
2000-04-27 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-4233
2000-04-28 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-4222
2000-04-29 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-4827
2000-04-30 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-4817
2000-05-01 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-4621
2000-05-02 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-4338
2000-05-03 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-4217
2000-05-04 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-4191
2000-05-05 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-4042
2000-05-06 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-4152
2000-05-07 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-4093
2000-05-08 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-4213
2000-05-09 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3937
2000-05-10 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-4028
2000-05-11 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-4763
2000-05-12 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-5177
2000-05-13 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-4464
2000-05-14 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-4177
2000-05-15 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3824
2000-05-16 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-4553
2000-05-17 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-4518
2000-05-18 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-4973
2000-05-19 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-4217
2000-05-20 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-4178
2000-05-21 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3974
2000-05-22 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-2952
2000-05-23 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3381
2000-05-24 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3663
2000-05-25 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3828
2000-05-26 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3589
2000-05-27 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3452
2000-05-28 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3219
2000-05-29 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3446
2000-05-30 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3589
2000-05-31 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3634
2000-06-01 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3537
2000-06-02 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3439
2000-06-03 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3518
2000-06-04 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3526
2000-06-05 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3593
2000-06-06 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3477
2000-06-07 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3427
2000-06-08 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3620
2000-06-09 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3787
2000-06-10 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3769
2000-06-11 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3756
2000-06-12 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3634
2000-06-13 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3459
2000-06-14 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3420
2000-06-15 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3457
2000-06-16 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3424
2000-06-17 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3399
2000-06-18 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3468
2000-06-19 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3453
2000-06-20 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3551
2000-06-21 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3732
2000-06-22 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3711
2000-06-23 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3765
2000-06-24 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3722
2000-06-25 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3484
2000-06-26 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3557
2000-06-27 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3533
2000-06-28 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3617
2000-06-29 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3789
2000-06-30 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3563
2000-07-01 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3418
2000-07-02 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-2978
2000-07-03 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-2663
2000-07-04 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-2789
2000-07-05 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3437
2000-07-06 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3593
2000-07-07 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3596
2000-07-08 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3330
2000-07-09 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3550
2000-07-10 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3589
2000-07-11 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3486
2000-07-12 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3475
2000-07-13 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3490
2000-07-14 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3537
2000-07-15 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3339
2000-07-16 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3667
2000-07-17 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3619
2000-07-18 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3603
2000-07-19 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3497
2000-07-20 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3474
2000-07-21 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3414
2000-07-22 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3358
2000-07-23 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3451
2000-07-24 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3493
2000-07-25 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3524
2000-07-26 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3339
2000-07-27 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3340
2000-07-28 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3297
2000-07-29 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3204
2000-07-30 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3188
2000-07-31 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3265
2000-08-01 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3067
2000-08-02 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3331
2000-08-03 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3273
2000-08-04 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3342
2000-08-05 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3256
2000-08-06 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3346
2000-08-07 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3500
2000-08-08 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3646
2000-08-09 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3511
2000-08-10 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3497
2000-08-11 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3160
2000-08-12 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3313
2000-08-13 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3425
2000-08-14 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3430
2000-08-15 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3501
2000-08-16 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3334
2000-08-17 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3314
2000-08-18 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3321
2000-08-19 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3431
2000-08-20 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3523
2000-08-21 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3763
2000-08-22 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3571
2000-08-23 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3699
2000-08-24 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3670
2000-08-25 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3660
2000-08-26 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3491
2000-08-27 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3859
2000-08-28 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3948
2000-08-29 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3999
2000-08-30 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3995
2000-08-31 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3898
2000-09-01 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-4248
2000-09-02 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-4040
2000-09-03 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-4002
2000-09-04 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-4025
2000-09-05 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3693
2000-09-06 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-4061
2000-09-07 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3837
2000-09-08 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3854
2000-09-09 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3792
2000-09-10 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3773
2000-09-11 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3776
2000-09-12 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3644
2000-09-13 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3833
2000-09-14 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3687
2000-09-15 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3545
2000-09-16 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3601
2000-09-17 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3568
2000-09-18 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3681
2000-09-19 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3735
2000-09-20 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3606
2000-09-21 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-2132
2000-09-22 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-1307
2000-09-23 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-1933
2000-09-24 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-2745
2000-09-25 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-2309
2000-09-26 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-2026
2000-09-27 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-1795
2000-09-28 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-1530
2000-09-29 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-1450
2000-09-30 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-1413
2000-10-01 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-1426
2000-10-02 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3828
2000-10-03 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3841
2000-10-04 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-4433
2000-10-05 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-4401
2000-10-06 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-4415
2000-10-07 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-4214
2000-10-08 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-4441
2000-10-09 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-4608
2000-10-10 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-5446
2000-10-11 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-6110
2000-10-12 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-6672
2000-10-13 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-6800
2000-10-14 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-6532
2000-10-15 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-6320
2000-10-16 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-6254
