9,Crown Central Petroleum,6,San Diego Gas & Electric Company (Fin trading 3 mo out only),11,National Steel Corporation,,
10,"Cumberland Valley Resources, LLC",10,"SDS Petroleum Products, Inc.- WMBE",9,Neumin Production Co.,,
8,"DDD Energy, Inc",6,"Select Energy, Inc.",12,Northern Alberta Nitrogen Ltd.,,
8,"Devon Energy Production Company, L.P.",11,Seminole Energy Services LLC,6,NUI Corporation-City Gas Company of Florida,,
10,Direct Energy Marketing Limited,10,Shoreham Oil & Gas Company Inc.,6,NUI Corporation-North Carolina Gas Service,,
7,Eagle Gas Marketing Company,10,"SGL Carbon, LLC",6,"NUI Utilities, Inc.",,
11,Econnergy Energy Company ,10,"SIGCORP Energy Services, Inc./LLC",12,Pacific Gas & Electric Company,,
10,Elk Point Resources Inc.,10,"Small Ventures U.S.A., L.L.C.",11,Petro-Diamond Inc.,,
11,Empire Natural Gas Corporation,11,South Hampton Refining Company,12,"Petro-Hunt, LLC",,
11,"Encina Gas Marketing, LLC",11,"Southwest Royalties, Inc.",11,"Petrotex, Inc.",,
11,Energy Dynamics Management Inc.,11,Spring Resources Inc.,11,"Petsec Energy, Inc.",,
9,"Energy West, Inc.",11,Stalwart Energy Company,11,PH Exploration,,
11,Engineered Carbons,10,Stewart Petroleum Corporation,11,"Pioneer Energy Marketing Company, Inc.",,
8,Equity Oil Company,10,Stone Energy Corporation,12,Polsky Energy Company,,
11,"Enserco Energy, Inc.",11,Stratum Group LP,11,PSNC Production Corporation Inc.,,
11,Esenjay Exploration Inc.,10,Suburban Natural Gas Company,10,Queen Sand Resources Inc.,,
10,Estate of William G Hellis,11,"Sulphur River Gathering, L.P.",11,R.B. Robertson & Son Oil & Gas,,
10,"Falcon Creek Resources, Inc.",11,Summit Energy LLC,11,Riverside Pipeline Company,,
10,**Florida Gas Utility,10,"Summit Natural Gas, LLC",10,San Jacinto Industrial Gas Company,,
10,Flying J Oil & Gas Inc.,11,"Summit Resources, Inc.",11,Savannah Foods Industrial,,
9,"Formosa Hydrocarbons Company, Inc.",10,Superior Natural Gas Corporation,11,"Savannah Foods & Industries, Inc.",,
10,"Gelber Group, Inc. The",10,Tennessee Energy Acquisition Corporation,11,Shanghai Energy Corp.,,
9,Global Octanes Texas L.P.,11,Tesoro Petroleum Corporation,10,Shoreham Energy Services Company (Purchases Only),,
11,Goldston Oil Corporation,11,Texas Energy Transfer Co,10,Simpson Tacoma Kraft Company,,
11,Graphic Packaging Corporation,10,"Texex Energy Partners, Ltd.",10,"Smith Barney AAA Energy Fund, LP.",,
8,Great River Energy,11,Texican Natural Gas Company,11,Smurfit-Stone Container Corporation,,
10,Gulf Gas Utilities Company,11,Texla Energy Management Inc.,11,Southern California Edison Company,,
12,Hall-Houston Oil Company,10,The New Power Company,11,Southern Industrial Gas Corporation,,
9,"Hallwood Energy Partners, LP",10,"Oxford Oil Company, The",12,Southern Mineral Corp.,,
11,Harvey Brothers Oil & Gas,9,"Torch Energy Marketing, Inc.",11,"Southstar Energy Services, LLC",,
4,"Helmerich & Payne Energy Services, Inc.",11,"Torch Energy TM, Inc.",11,Sport Pipeline Corp.,,
10,"HESCO Gathering Company, LLC",11,TransTexas Gas Corp.,11,Stand Energy Corp.,,
11,Highland Energy Company,10,"TRC Operating Company, Inc.",12,Sunoma Energy Corp.,,
11,"**Hiland Partners, LLC",11,"Triad Nitrogen, Inc.",10,"Terra Industries, Inc.",,
10,Houston Energy Services Company,11,Tristar Gas Marketing Company,10,"Terra International, Inc.",,
11,IBEX Resources LLC,10,Twister Gas Services LLC,10,Terra Nitrogen Corporation (and Limited Partnership),,
11,ICC Energy Corporation - WMBE,11,"Venoco, Inc.",10,"Terra Resources, Inc.",,
8,"Indeck Energy Services of Silver Springs, Inc.",6,Vermilion Resources Ltd.,12,"Texas*Ohio Energy, Inc.   fka   Texas-Ohio W",,
8,Indeck-Oswego L.P.,10,Victoria International Ltd - WMBE.,11,"Texoil, Inc.",,
11,Indeck Pepperell Power Associates,11,Vista Energy Resources Inc.,10,Tiger Natural Gas Inc.,,
11,"Infinite Energy, Inc.",9,Warrior Gas Company,12,Tri-Union Development Corporation--Bankruptcy,,
11,"Innovative Gas Services, Inc.",11,Wasatch Energy LLC,10,"Upstream Energy Services, LLC (& Company)",,
9,"Interstate Gas Supply, Inc. ",9,Watson Cogeneration Company,11,Velsicol Chemical Corporation,,
10,Intrepid Oil & Gas LLC,7,Westlake Petrochemical Corporation,12,"V-P Energy, Inc.--bankruptcy",,
11,"IP Petroleum Co., Inc.",10,Westpark Resources Inc.,11,Weirton Steel Corporation,,
7,JN Exploration and Production LP,11,"Wiser Oil Company, The",11,"West Texas Gas, Inc.",,
9,J Oil & Gas Inc.,11,"Woodward Marketing, L.L.C. ",12,Wheeling-Pittsburgh Corporation,,
10,Jonan Gas Marketing Ltd.,8,"Wyman-Gordon Forgings, Inc.",12,Wheeling-Pittsburgh Steel Corporation,,
10,"Kaztex Energy Management, Inc.",11,Yates Petroleum Corporation,11,"WTG Gas Marketing, Inc.",,
12,KCS Energy Marketing Inc.,,**Additions/Revisions to List,,,,
12,"KCS Resources, Inc.",,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,, ,,
,,,,, ,,
