,,,,,,,,,,,,,,,,,,,,,,,,,
,Average of Price,ZoneCode,,,,,,,,,,,,,,,,,,,,,,,
,1999-05-21 17:00:00,26.042800903320312,26.042800903320312,26.042800903320312,26.042800903320312,26.042800903320312,,26.042800903320312,,,,26.042800903320312,26.042800903320312,,26.042800903320312,26.042800903320312,,26.042800903320312,26.042800903320312,26.042800903320312,26.042800903320312,26.042800903320312,26.042800903320312,,26.042800903320312
,1999-05-21 18:00:00,25.49489974975586,25.49489974975586,25.49489974975586,25.49489974975586,25.49489974975586,,25.49489974975586,,,,25.49489974975586,25.49489974975586,,25.49489974975586,25.49489974975586,,25.49489974975586,25.49489974975586,25.49489974975586,25.49489974975586,25.49489974975586,25.49489974975586,,25.49489974975586
,1999-05-21 19:00:00,25.491199493408203,25.491199493408203,25.491199493408203,25.491199493408203,25.491199493408203,,25.491199493408203,,,,25.491199493408203,25.491199493408203,,25.491199493408203,25.491199493408203,,25.491199493408203,25.491199493408203,25.491199493408203,25.491199493408203,25.491199493408203,25.491199493408203,,25.491199493408203
,1999-05-21 20:00:00,25.492799758911133,25.492799758911133,25.492799758911133,25.492799758911133,25.492799758911133,,25.492799758911133,,,,25.492799758911133,25.492799758911133,,25.492799758911133,25.492799758911133,,25.492799758911133,25.492799758911133,25.492799758911133,25.492799758911133,25.492799758911133,25.492799758911133,,25.492799758911133
,1999-05-21 21:00:00,29.020000457763672,29.020000457763672,29.020000457763672,29.020000457763672,29.020000457763672,,29.020000457763672,,,,29.020000457763672,29.020000457763672,,29.020000457763672,29.020000457763672,,25.5,29.020000457763672,29.020000457763672,29.020000457763672,29.020000457763672,29.020000457763672,29.020000457763672,29.020000457763672
,1999-05-21 22:00:00,25.585100173950195,25.585100173950195,25.585100173950195,25.585100173950195,25.585100173950195,,25.585100173950195,,,,25.585100173950195,25.585100173950195,,25.585100173950195,25.585100173950195,,25.585100173950195,25.585100173950195,25.585100173950195,25.585100173950195,25.585100173950195,25.585100173950195,,25.585100173950195
,1999-05-21 23:00:00,18.100000381469727,24.5,24.5,24.5,24.5,,24.5,,,,24.5,24.5,,24.5,24.5,,24.5,24.5,24.5,24.5,24.5,24.5,,24.5
,1999-05-22 00:00:00,14.489999771118164,23.350000381469727,23.350000381469727,23.350000381469727,23.350000381469727,,23.350000381469727,,,,23.350000381469727,23.350000381469727,,23.350000381469727,23.350000381469727,,23.350000381469727,,23.350000381469727,23.350000381469727,23.350000381469727,23.350000381469727,23.350000381469727,23.350000381469727
,1999-05-22 01:00:00,10.989999771118164,23,,23,23,,23,,,23,23,23,,,23,,23,,23,23,23,23,23,23
,1999-05-22 02:00:00,10.989999771118164,19.200000762939453,,19.200000762939453,19.200000762939453,,19.200000762939453,,,19.200000762939453,19.200000762939453,19.200000762939453,,,19.200000762939453,,19.200000762939453,,19.200000762939453,19.200000762939453,19.200000762939453,19.200000762939453,19.200000762939453,19.200000762939453
,1999-05-22 03:00:00,10.989999771118164,17.049999237060547,,17.049999237060547,17.049999237060547,,17.049999237060547,,,17.049999237060547,17.049999237060547,17.049999237060547,,,17.049999237060547,,17.049999237060547,,17.049999237060547,17.049999237060547,17.049999237060547,17.049999237060547,17.049999237060547,17.049999237060547
,1999-05-22 04:00:00,10.989999771118164,15.670000076293945,,15.670000076293945,15.670000076293945,,15.670000076293945,,,,15.670000076293945,15.670000076293945,,,15.670000076293945,,15.670000076293945,,15.670000076293945,15.670000076293945,15.670000076293945,15.670000076293945,15.670000076293945,15.670000076293945
,1999-05-22 05:00:00,10.989999771118164,15.359999656677246,,15.359999656677246,15.359999656677246,,15.359999656677246,,,,15.359999656677246,15.359999656677246,,,15.359999656677246,,15.359999656677246,,15.359999656677246,15.359999656677246,15.359999656677246,15.359999656677246,15.359999656677246,15.359999656677246
,1999-05-22 06:00:00,13.998499870300293,13.998499870300293,,13.998499870300293,13.998499870300293,,13.998499870300293,,,,13.998499870300293,13.998499870300293,,,13.998499870300293,,13.998499870300293,,13.998499870300293,13.998499870300293,13.998499870300293,13.998499870300293,,13.998499870300293
,1999-05-22 07:00:00,13.992600440979004,13.992600440979004,,13.992600440979004,13.992600440979004,,13.992600440979004,,,,13.992600440979004,13.992600440979004,,,13.992600440979004,,13.992600440979004,,13.992600440979004,13.992600440979004,13.992600440979004,13.992600440979004,,13.992600440979004
,1999-05-22 08:00:00,19,17,,19,19,,19,,,,19,19,,,19,,19,,19,19,19,19,19,19
,1999-05-22 09:00:00,21.610000610351562,25.100000381469727,,25.100000381469727,25.100000381469727,,25.100000381469727,,,,25.100000381469727,25.100000381469727,,,25.100000381469727,,25.100000381469727,,25.100000381469727,25.100000381469727,25.100000381469727,25.100000381469727,25.100000381469727,25.100000381469727
,1999-05-22 10:00:00,23.5,27.079999923706055,,27.079999923706055,27.079999923706055,,27.079999923706055,,,27.079999923706055,27.079999923706055,27.079999923706055,,,27.079999923706055,,27.079999923706055,,27.079999923706055,27.079999923706055,27.079999923706055,27.079999923706055,27.079999923706055,27.079999923706055
,1999-05-22 11:00:00,23.5,27,,27,27,,27,,,27,27,27,,,27,,27,,27,27,27,27,27,27
,1999-05-22 12:00:00,26.840999603271484,26.840999603271484,,26.840999603271484,26.840999603271484,,26.840999603271484,,,26.840999603271484,26.840999603271484,26.840999603271484,,26.840999603271484,26.840999603271484,,26.840999603271484,,26.840999603271484,26.840999603271484,26.840999603271484,26.840999603271484,,26.840999603271484
,1999-05-22 13:00:00,27.607999801635742,27.607999801635742,,27.607999801635742,27.607999801635742,,27.607999801635742,,,27.607999801635742,27.607999801635742,27.607999801635742,,27.607999801635742,27.607999801635742,,27.607999801635742,,27.607999801635742,27.607999801635742,27.607999801635742,27.607999801635742,,27.607999801635742
,1999-05-22 14:00:00,27.310400009155273,27.310400009155273,,27.310400009155273,27.310400009155273,,27.310400009155273,,,27.310400009155273,27.310400009155273,27.310400009155273,,27.310400009155273,27.310400009155273,,27.310400009155273,,27.310400009155273,27.310400009155273,27.310400009155273,27.310400009155273,,27.310400009155273
,1999-05-22 15:00:00,26.88559913635254,26.88559913635254,,26.88559913635254,26.88559913635254,,26.88559913635254,,,26.88559913635254,26.88559913635254,26.88559913635254,,,26.88559913635254,,26.88559913635254,,26.88559913635254,26.88559913635254,26.88559913635254,26.88559913635254,,26.88559913635254
,1999-05-22 16:00:00,26.472700119018555,26.472700119018555,,26.472700119018555,26.472700119018555,,26.472700119018555,,,26.472700119018555,26.472700119018555,26.472700119018555,,,26.472700119018555,,26.472700119018555,,26.472700119018555,26.472700119018555,26.472700119018555,26.472700119018555,,26.472700119018555
,1999-05-22 17:00:00,23.5,26.790000915527344,,26.790000915527344,26.790000915527344,,26.790000915527344,,,26.790000915527344,26.790000915527344,26.790000915527344,,,26.790000915527344,,26.790000915527344,,26.790000915527344,26.790000915527344,26.790000915527344,26.790000915527344,26.790000915527344,26.790000915527344
,1999-05-22 18:00:00,23.5,26.850000381469727,,26.850000381469727,26.850000381469727,,26.850000381469727,,,26.850000381469727,26.850000381469727,26.850000381469727,,,26.850000381469727,,26.850000381469727,,26.850000381469727,26.850000381469727,26.850000381469727,26.850000381469727,26.850000381469727,26.850000381469727
,1999-05-22 19:00:00,23.5,26.219999313354492,,26.219999313354492,26.219999313354492,,26.219999313354492,,,26.219999313354492,26.219999313354492,26.219999313354492,,,26.219999313354492,,26.219999313354492,,26.219999313354492,26.219999313354492,26.219999313354492,26.219999313354492,26.219999313354492,26.219999313354492
,1999-05-22 20:00:00,26.223100662231445,26.223100662231445,,26.223100662231445,26.223100662231445,,26.223100662231445,,,26.223100662231445,26.223100662231445,26.223100662231445,,,26.223100662231445,,26.223100662231445,,26.223100662231445,26.223100662231445,26.223100662231445,26.223100662231445,,26.223100662231445
,1999-05-22 21:00:00,29.494600296020508,29.494600296020508,,29.494600296020508,29.494600296020508,,29.494600296020508,,,29.494600296020508,29.494600296020508,29.494600296020508,,29.494600296020508,29.494600296020508,,29.494600296020508,,29.494600296020508,29.494600296020508,29.494600296020508,29.494600296020508,,29.494600296020508
,1999-05-22 22:00:00,20.989999771118164,25.889999389648438,,25.889999389648438,25.889999389648438,,25.889999389648438,,,,25.889999389648438,25.889999389648438,,25.889999389648438,25.889999389648438,,25.889999389648438,,25.889999389648438,25.889999389648438,25.889999389648438,25.889999389648438,25.889999389648438,25.889999389648438
,1999-05-22 23:00:00,18.989999771118164,24.5,,24.5,24.5,,24.5,,,24.5,24.5,24.5,,,24.5,,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5
,1999-05-23 00:00:00,18.507400512695312,18.507400512695312,,18.507400512695312,18.507400512695312,,18.507400512695312,,,18.507400512695312,18.507400512695312,18.507400512695312,,,18.507400512695312,,18.507400512695312,,18.507400512695312,18.507400512695312,18.507400512695312,18.507400512695312,,18.507400512695312
,1999-05-23 01:00:00,6.789999961853027,19.719999313354492,,19.719999313354492,19.719999313354492,,19.719999313354492,,,,19.719999313354492,19.719999313354492,,,19.719999313354492,,19.719999313354492,,19.719999313354492,19.719999313354492,19.719999313354492,19.719999313354492,,19.719999313354492
,1999-05-23 02:00:00,8.829999923706055,16.84000015258789,,17.540000915527344,16.84000015258789,,16.84000015258789,,,,16.84000015258789,16.84000015258789,,,17.540000915527344,,17.540000915527344,,16.84000015258789,16.84000015258789,17.540000915527344,16.84000015258789,,16.84000015258789
,1999-05-23 03:00:00,8.829999923706055,13.470000267028809,,14.84000015258789,13.470000267028809,,13.470000267028809,,,,13.470000267028809,13.470000267028809,,,14.84000015258789,,14.84000015258789,,13.470000267028809,13.470000267028809,14.84000015258789,13.470000267028809,,13.470000267028809
,1999-05-23 04:00:00,8.829999923706055,13.25,,14.819999694824219,13.25,,13.25,,,,13.25,13.25,,,14.819999694824219,,14.819999694824219,,13.25,13.25,14.819999694824219,13.25,,13.25
,1999-05-23 05:00:00,8.829999923706055,13.220000267028809,,15.9399995803833,13.220000267028809,,13.220000267028809,,,,13.220000267028809,13.220000267028809,,13.220000267028809,15.9399995803833,,15.9399995803833,,13.220000267028809,13.220000267028809,15.9399995803833,13.220000267028809,,13.220000267028809
,1999-05-23 06:00:00,8.998499870300293,8.998499870300293,,8.998499870300293,8.998499870300293,,8.998499870300293,,,,8.998499870300293,8.998499870300293,,8.998499870300293,8.998499870300293,,8.998499870300293,,8.998499870300293,8.998499870300293,8.998499870300293,8.998499870300293,,8.998499870300293
,1999-05-23 07:00:00,8.999600410461426,8.999600410461426,,8.999600410461426,8.999600410461426,,8.999600410461426,,,,8.999600410461426,8.999600410461426,,8.999600410461426,8.999600410461426,,8.999600410461426,,8.999600410461426,8.999600410461426,8.999600410461426,8.999600410461426,,8.999600410461426
,1999-05-23 08:00:00,11.489999771118164,15.5,,15.5,15.5,,15.5,,,,15.5,15.5,,15.5,15.5,,15.5,,15.5,15.5,15.5,15.5,,15.5
,1999-05-23 09:00:00,15.010000228881836,19.989999771118164,,19.989999771118164,19.989999771118164,,19.989999771118164,,,,19.989999771118164,19.989999771118164,,19.989999771118164,19.989999771118164,,19.989999771118164,,19.989999771118164,19.989999771118164,19.989999771118164,19.989999771118164,,19.989999771118164
,1999-05-23 10:00:00,24.01219940185547,24.01219940185547,,24.01219940185547,24.01219940185547,,24.01219940185547,,,,24.01219940185547,24.01219940185547,,,24.01219940185547,,24.01219940185547,24.01219940185547,24.01219940185547,24.01219940185547,24.01219940185547,24.01219940185547,,24.01219940185547
,1999-05-23 11:00:00,15.010000228881836,26.049999237060547,,26.049999237060547,26.049999237060547,,26.049999237060547,,,,26.049999237060547,26.049999237060547,,,26.049999237060547,,26.049999237060547,26.049999237060547,26.049999237060547,26.049999237060547,26.049999237060547,26.049999237060547,,26.049999237060547
,1999-05-23 12:00:00,15.010000228881836,26.469999313354492,,26.469999313354492,26.469999313354492,,26.469999313354492,,,,26.469999313354492,26.469999313354492,,,26.469999313354492,,26.469999313354492,26.469999313354492,26.469999313354492,26.469999313354492,26.469999313354492,26.469999313354492,,26.469999313354492
,1999-05-23 13:00:00,26.089799880981445,26.089799880981445,,26.089799880981445,26.089799880981445,,26.089799880981445,,,,26.089799880981445,26.089799880981445,,,26.089799880981445,,26.089799880981445,26.089799880981445,26.089799880981445,26.089799880981445,26.089799880981445,26.089799880981445,,26.089799880981445
,1999-05-23 14:00:00,26.479999542236328,26.479999542236328,,26.479999542236328,26.479999542236328,,26.479999542236328,,,,26.479999542236328,26.479999542236328,,,26.479999542236328,,26.479999542236328,26.479999542236328,26.479999542236328,26.479999542236328,26.479999542236328,26.479999542236328,,26.479999542236328
,1999-05-23 15:00:00,26.608299255371094,26.608299255371094,,26.608299255371094,26.608299255371094,,26.608299255371094,,,,26.608299255371094,26.608299255371094,,,26.608299255371094,,26.608299255371094,26.608299255371094,26.608299255371094,26.608299255371094,26.608299255371094,26.608299255371094,,26.608299255371094
,1999-05-23 16:00:00,27.258699417114258,27.258699417114258,,27.258699417114258,27.258699417114258,,27.258699417114258,,,,27.258699417114258,27.258699417114258,,,27.258699417114258,,27.258699417114258,27.258699417114258,27.258699417114258,27.258699417114258,27.258699417114258,27.258699417114258,,27.258699417114258
,1999-05-23 17:00:00,17.010000228881836,28,,28,28,,28,,,,28,28,,,28,,28,28,28,28,28,28,,28
,1999-05-23 18:00:00,28.664600372314453,28.664600372314453,,28.664600372314453,28.664600372314453,,28.664600372314453,,,,28.664600372314453,28.664600372314453,,,28.664600372314453,,28.664600372314453,28.664600372314453,28.664600372314453,28.664600372314453,28.664600372314453,28.664600372314453,,28.664600372314453
,1999-05-23 19:00:00,27.997100830078125,27.997100830078125,,27.997100830078125,27.997100830078125,,27.997100830078125,,,,27.997100830078125,27.997100830078125,,,27.997100830078125,,27.997100830078125,27.997100830078125,27.997100830078125,27.997100830078125,27.997100830078125,27.997100830078125,,27.997100830078125
,1999-05-23 20:00:00,28.51930046081543,28.51930046081543,,28.51930046081543,28.51930046081543,,28.51930046081543,,,,28.51930046081543,28.51930046081543,,,28.51930046081543,,28.51930046081543,28.51930046081543,28.51930046081543,28.51930046081543,28.51930046081543,28.51930046081543,,28.51930046081543
,1999-05-23 21:00:00,37.954498291015625,37.954498291015625,,37.954498291015625,37.954498291015625,,37.954498291015625,,,,37.954498291015625,37.954498291015625,,,37.954498291015625,,37.954498291015625,37.954498291015625,37.954498291015625,37.954498291015625,37.954498291015625,37.954498291015625,,37.954498291015625
,1999-05-23 22:00:00,28.78529930114746,28.78529930114746,,28.78529930114746,28.78529930114746,,28.78529930114746,,,,28.78529930114746,28.78529930114746,,,28.78529930114746,,28.78529930114746,28.78529930114746,28.78529930114746,28.78529930114746,28.78529930114746,28.78529930114746,,28.78529930114746
,1999-05-23 23:00:00,9.489999771118164,23.989999771118164,,23.989999771118164,23.989999771118164,,23.989999771118164,,,,23.989999771118164,23.989999771118164,,,23.989999771118164,,23.989999771118164,23.989999771118164,23.989999771118164,23.989999771118164,23.989999771118164,23.989999771118164,,23.989999771118164
,1999-05-24 00:00:00,18.991199493408203,18.991199493408203,,18.991199493408203,18.991199493408203,,18.991199493408203,,,,18.991199493408203,18.991199493408203,,,18.991199493408203,,18.991199493408203,,18.991199493408203,18.991199493408203,18.991199493408203,18.991199493408203,,18.991199493408203
,1999-05-24 01:00:00,14.850000381469727,18.799999237060547,,18.799999237060547,18.799999237060547,,18.799999237060547,,,,18.799999237060547,18.799999237060547,,,18.799999237060547,,18.799999237060547,,18.799999237060547,18.799999237060547,18.799999237060547,18.799999237060547,,18.799999237060547
,1999-05-24 02:00:00,15.485300064086914,15.485300064086914,,15.485300064086914,15.485300064086914,,15.485300064086914,,,,15.485300064086914,15.485300064086914,,,15.485300064086914,,15.485300064086914,,15.485300064086914,15.485300064086914,15.485300064086914,15.485300064086914,,15.485300064086914
,1999-05-24 03:00:00,13.995699882507324,13.995699882507324,,13.995699882507324,13.995699882507324,,13.995699882507324,,,,13.995699882507324,13.995699882507324,,,13.995699882507324,,13.995699882507324,,13.995699882507324,13.995699882507324,13.995699882507324,13.995699882507324,,13.995699882507324
,1999-05-24 04:00:00,13.994500160217285,13.994500160217285,,13.994500160217285,13.994500160217285,,13.994500160217285,,,,13.994500160217285,13.994500160217285,,,13.994500160217285,,13.994500160217285,,13.994500160217285,13.994500160217285,13.994500160217285,13.994500160217285,,13.994500160217285
,1999-05-24 05:00:00,13.999199867248535,13.999199867248535,,13.999199867248535,13.999199867248535,,13.999199867248535,,,,13.999199867248535,13.999199867248535,,,13.999199867248535,,13.999199867248535,,13.999199867248535,13.999199867248535,13.999199867248535,13.999199867248535,,13.999199867248535
,1999-05-24 06:00:00,17.981300354003906,17.981300354003906,,17.981300354003906,17.981300354003906,,17.981300354003906,,,,17.981300354003906,17.981300354003906,,,17.981300354003906,,17.981300354003906,,17.981300354003906,17.981300354003906,17.981300354003906,17.981300354003906,,17.981300354003906
,1999-05-24 07:00:00,26.559999465942383,26.559999465942383,26.559999465942383,26.559999465942383,26.559999465942383,,26.559999465942383,,,,23,26.559999465942383,,,26.559999465942383,,26.559999465942383,,26.559999465942383,26.559999465942383,26.559999465942383,26.559999465942383,,26.559999465942383
,1999-05-24 08:00:00,29.100000381469727,29.100000381469727,29.100000381469727,29.100000381469727,29.100000381469727,,29.100000381469727,,,,27,29.100000381469727,,,29.100000381469727,,29.100000381469727,29.100000381469727,29.100000381469727,29.100000381469727,29.100000381469727,29.100000381469727,,29.100000381469727
,1999-05-24 09:00:00,32.001399993896484,32.001399993896484,32.001399993896484,32.001399993896484,32.001399993896484,,32.001399993896484,,,,32.001399993896484,32.001399993896484,,32.001399993896484,32.001399993896484,,32.001399993896484,32.001399993896484,32.001399993896484,32.001399993896484,32.001399993896484,32.001399993896484,,32.001399993896484
,1999-05-24 10:00:00,34.00529861450195,34.00529861450195,34.00529861450195,34.00529861450195,34.00529861450195,,34.00529861450195,,,,34.00529861450195,34.00529861450195,,34.00529861450195,34.00529861450195,,34.00529861450195,34.00529861450195,34.00529861450195,34.00529861450195,34.00529861450195,34.00529861450195,,34.00529861450195
,1999-05-24 11:00:00,43.90060043334961,43.90060043334961,43.90060043334961,43.90060043334961,43.90060043334961,,43.90060043334961,,,,43.90060043334961,43.90060043334961,,43.90060043334961,43.90060043334961,,43.90060043334961,43.90060043334961,43.90060043334961,43.90060043334961,43.90060043334961,43.90060043334961,,43.90060043334961
,1999-05-24 12:00:00,43.785499572753906,43.785499572753906,43.785499572753906,43.785499572753906,43.785499572753906,,43.785499572753906,,,,43.785499572753906,43.785499572753906,,43.785499572753906,43.785499572753906,,43.785499572753906,43.785499572753906,43.785499572753906,43.785499572753906,43.785499572753906,43.785499572753906,,43.785499572753906
,1999-05-24 13:00:00,44.28889846801758,44.28889846801758,44.28889846801758,44.28889846801758,44.28889846801758,,44.28889846801758,,,,44.28889846801758,44.28889846801758,,44.28889846801758,44.28889846801758,,44.28889846801758,44.28889846801758,44.28889846801758,44.28889846801758,44.28889846801758,44.28889846801758,,44.28889846801758
,1999-05-24 14:00:00,44.52989959716797,44.52989959716797,44.52989959716797,44.52989959716797,44.52989959716797,,44.52989959716797,,,,44.52989959716797,44.52989959716797,,44.52989959716797,44.52989959716797,,44.52989959716797,44.52989959716797,44.52989959716797,44.52989959716797,44.52989959716797,44.52989959716797,,44.52989959716797
,1999-05-24 15:00:00,44.9911003112793,44.9911003112793,44.9911003112793,44.9911003112793,44.9911003112793,,44.9911003112793,,,,44.9911003112793,44.9911003112793,,44.9911003112793,44.9911003112793,,44.9911003112793,44.9911003112793,44.9911003112793,44.9911003112793,44.9911003112793,44.9911003112793,,44.9911003112793
,1999-05-24 16:00:00,43.874000549316406,43.874000549316406,43.874000549316406,43.874000549316406,43.874000549316406,,43.874000549316406,,,,43.874000549316406,43.874000549316406,,43.874000549316406,43.874000549316406,,43.874000549316406,43.874000549316406,43.874000549316406,43.874000549316406,43.874000549316406,43.874000549316406,,43.874000549316406
,1999-05-24 17:00:00,40.00899887084961,40.00899887084961,40.00899887084961,40.00899887084961,40.00899887084961,,40.00899887084961,,,,40.00899887084961,40.00899887084961,,40.00899887084961,40.00899887084961,,40.00899887084961,40.00899887084961,40.00899887084961,40.00899887084961,40.00899887084961,40.00899887084961,,40.00899887084961
,1999-05-24 18:00:00,36.20920181274414,36.20920181274414,36.20920181274414,36.20920181274414,36.20920181274414,,36.20920181274414,,,,36.20920181274414,36.20920181274414,,36.20920181274414,36.20920181274414,,36.20920181274414,36.20920181274414,36.20920181274414,36.20920181274414,36.20920181274414,36.20920181274414,,36.20920181274414
,1999-05-24 19:00:00,33.04840087890625,33.04840087890625,33.04840087890625,33.04840087890625,33.04840087890625,,33.04840087890625,,,,33.04840087890625,33.04840087890625,,33.04840087890625,33.04840087890625,,33.04840087890625,33.04840087890625,33.04840087890625,33.04840087890625,33.04840087890625,33.04840087890625,,33.04840087890625
,1999-05-24 20:00:00,31.256000518798828,31.256000518798828,31.256000518798828,31.256000518798828,31.256000518798828,,31.256000518798828,,,,31.256000518798828,31.256000518798828,,31.256000518798828,31.256000518798828,,31.256000518798828,31.256000518798828,31.256000518798828,31.256000518798828,31.256000518798828,31.256000518798828,,31.256000518798828
,1999-05-24 21:00:00,44.99140167236328,44.99140167236328,44.99140167236328,44.99140167236328,44.99140167236328,,44.99140167236328,,,,44.99140167236328,44.99140167236328,,44.99140167236328,44.99140167236328,,44.99140167236328,44.99140167236328,44.99140167236328,44.99140167236328,44.99140167236328,44.99140167236328,,44.99140167236328
,1999-05-24 22:00:00,34.87860107421875,34.87860107421875,34.87860107421875,34.87860107421875,34.87860107421875,,34.87860107421875,,,,34.87860107421875,34.87860107421875,,34.87860107421875,34.87860107421875,,34.87860107421875,34.87860107421875,34.87860107421875,34.87860107421875,34.87860107421875,34.87860107421875,,34.87860107421875
,1999-05-24 23:00:00,18.989999771118164,26.09000015258789,26.09000015258789,26.09000015258789,26.09000015258789,,26.09000015258789,,,,26.09000015258789,26.09000015258789,,26.09000015258789,26.09000015258789,,26.09000015258789,26.09000015258789,26.09000015258789,26.09000015258789,26.09000015258789,26.09000015258789,,26.09000015258789
