| Operationally Available Capacity |,  download,  query,,,,,,,,,
,,,,,,,,,,,
Effective Dt,Loc Desc,Old Loc Code,Region,Cap MCF,Prelim,Prelim Est,Final,Final Est,Flow,Disp,Intr
2000-01-27 00:00:00,151533,INORAM,ANADARKO,100000,0,100000,,,R,,N
2000-01-27 00:00:00,37297,IVHCCPD3,ANADARKO,25000,0,25000,,,R,Y,N
2000-01-27 00:00:00,37297,IVHCCPD3,ANADARKO,0,0,0,,,D,Y,N
2000-01-27 00:00:00,37218,IVHCPLNT,ANADARKO,100000,0,100000,,,R,Y,N
2000-01-27 00:00:00,37218,IVHCPLNT,ANADARKO,0,0,0,,,D,Y,N
2000-01-27 00:00:00,BLANCO,BLANCO,BLANCO,0,0,0,,,R,,N
2000-01-27 00:00:00,243584,DCHACOFL,BLANCO,20000,0,20000,,,D,,N
2000-01-27 00:00:00,125889,DCHEVSJT,BLANCO,1000,0,1000,,,D,,N
2000-01-27 00:00:00,187651,DFRMWHSE,BLANCO,2000,0,2000,,,D,,N
2000-01-27 00:00:00,216757,DGCNMSJT,BLANCO,15300,1073,14227,,,D,,N
2000-01-27 00:00:00,14631,DGULFSJT,BLANCO,1000,0,1000,,,D,,N
2000-01-27 00:00:00,216762,DNTUASJT,BLANCO,30908,4283,26625,,,D,,N
2000-01-27 00:00:00,125072,IDKALSJT,BLANCO,3200,1660,1540,,,R,,N
2000-01-27 00:00:00,216656,IEXCPT37,BLANCO,200000,49080,150920,,,R,Y,N
2000-01-27 00:00:00,216656,IEXCPT37,BLANCO,49080,0,49080,,,D,Y,N
2000-01-27 00:00:00,125879,IGCNMKTZ,BLANCO,38200,0,38200,,,D,,N
2000-01-27 00:00:00,46792,IGCNMX37,BLANCO,45000,4390,40610,,,R,Y,N
2000-01-27 00:00:00,46792,IGCNMX37,BLANCO,4390,0,4390,,,D,Y,N
2000-01-27 00:00:00,154059,IGLPGCNM,BLANCO,11000,0,11000,,,D,Y,N
2000-01-27 00:00:00,154059,IGLPGCNM,BLANCO,0,0,0,,,R,Y,N
2000-01-27 00:00:00,55214,IMILAGRO,BLANCO,560000,294342,265658,,,R,Y,N
2000-01-27 00:00:00,55214,IMILAGRO,BLANCO,294342,0,294342,,,D,Y,N
2000-01-27 00:00:00,55215,IMOITRKA,BLANCO,705000,310427,394573,,,R,,N
2000-01-27 00:00:00,205067,INWPLBLA,BLANCO,450000,213754,236246,,,R,Y,N
2000-01-27 00:00:00,205067,INWPLBLA,BLANCO,223596,9842,213754,,,D,Y,N
2000-01-27 00:00:00,14633,IOMNIBUS,BLANCO,1000,0,1000,,,R,,N
2000-01-27 00:00:00,5307,IRIOPUER,BLANCO,96600,0,96600,,,D,Y,N
2000-01-27 00:00:00,5307,IRIOPUER,BLANCO,0,0,0,,,R,Y,N
2000-01-27 00:00:00,187906,ISJCMPLX,BLANCO,1200000,888523,311477,,,R,,N
2000-01-27 00:00:00,125202,ISJMNLIN,BLANCO,1500,541,959,,,R,,N
2000-01-27 00:00:00,38948,ISJRVPLT,BLANCO,45000,18383,26617,,,R,,N
2000-01-27 00:00:00,217003,ITCOLBLA,BLANCO,300000,191097,108903,,,R,,N
2000-01-27 00:00:00,BONDAD,BONDAD,BONDAD,675000,675009,0,,,R,,N
2000-01-27 00:00:00,125851,DAMO SJT,BONDAD,5000,228,4772,,,D,,Y
2000-01-27 00:00:00,2430,IAMOCOAL,BONDAD,250000,160904,89096,,,R,Y,N
2000-01-27 00:00:00,2430,IAMOCOAL,BONDAD,160904,0,160904,,,D,Y,N
2000-01-27 00:00:00,22541,IBLINELM,BONDAD,12200,6000,6200,,,R,,N
2000-01-27 00:00:00,42521,IIGNACIO,BONDAD,525000,41086,483914,,,R,Y,N
2000-01-27 00:00:00,42521,IIGNACIO,BONDAD,41086,0,41086,,,D,Y,N
2000-01-27 00:00:00,204587,IMOIJACK,BONDAD,32100,26541,5559,,,R,,N
2000-01-27 00:00:00,109206,IWMSFLOR,BONDAD,500000,327543,172457,,,R,,N
2000-01-27 00:00:00,157796,IWMSMAQ,BONDAD,200000,11738,188262,,,R,,N
2000-01-27 00:00:00,55228,IWSTCOAL,BONDAD,190000,98923,91077,,,R,Y,N
2000-01-27 00:00:00,55228,IWSTCOAL,BONDAD,98923,0,98923,,,D,Y,N
2000-01-27 00:00:00,BONDADST,BONDADST,BONDADST,585000,541344,43656,,,R,,N
2000-01-27 00:00:00,90469,DMOJAVE,CALIF,500000,149861,350139,,,D,,N
2000-01-27 00:00:00,157,DPG&ETOP,CALIF,1140000,295346,844654,,,D,,N
2000-01-27 00:00:00,42124,DSCALEHR,CALIF,1000000,641858,358142,,,D,,N
2000-01-27 00:00:00,170,DSCALTOP,CALIF,530528,530528,0,,,D,,N
2000-01-27 00:00:00,CORNU E,CORNU E,CORNU E,265000,85045,179955,,,R,,N
2000-01-27 00:00:00,DUMAS E,DUMAS E,DUMAS E,200000,164334,35666,,,R,,N
2000-01-27 00:00:00,14547,DCCNGCPT,EOC N ML,5700,2259,3441,,,D,,N
2000-01-27 00:00:00,14523,DCHEVSJX,EOC N ML,1000,0,1000,,,D,,N
2000-01-27 00:00:00,216794,DCITZHOL,EOC N ML,12000,8478,3522,,,D,,N
2000-01-27 00:00:00,125846,DCITZNAB,EOC N ML,480,0,480,,,D,,N
2000-01-27 00:00:00,216797,DCITZPHX,EOC N ML,17000,12095,4905,,,D,,N
2000-01-27 00:00:00,1060,DCITZSED,EOC N ML,11000,5997,5003,,,D,,N
2000-01-27 00:00:00,216795,DCITZSJE,EOC N ML,8000,4863,3137,,,D,,Y
2000-01-27 00:00:00,216796,DCITZSJW,EOC N ML,6000,763,5237,,,D,,N
2000-01-27 00:00:00,14545,DCOROSJX,EOC N ML,2100,19,2081,,,D,,N
2000-01-27 00:00:00,125890,DEMW EMW,EOC N ML,8250,3155,5095,,,D,,N
2000-01-27 00:00:00,14574,DGCNMFTW,EOC N ML,30000,0,30000,,,D,,N
2000-01-27 00:00:00,216756,DGCNMGAL,EOC N ML,10200,3283,6917,,,D,,N
2000-01-27 00:00:00,216758,DGCNMSJX,EOC N ML,31675,3482,28193,,,D,,N
2000-01-27 00:00:00,125884,DGGCHAVS,EOC N ML,5000,298,4702,,,D,,Y
2000-01-27 00:00:00,216769,DGINTGAL,EOC N ML,17920,5679,12241,,,D,,N
2000-01-27 00:00:00,125872,DMOIWING,EOC N ML,5000,2988,2012,,,D,,Y
2000-01-27 00:00:00,14658,DMTNASJX,EOC N ML,3000,126,2874,,,D,,N
2000-01-27 00:00:00,216803,DNTUASJE,EOC N ML,7140,3984,3156,,,D,,N
2000-01-27 00:00:00,125892,DSOCRSCG,EOC N ML,5200,979,4221,,,D,,N
2000-01-27 00:00:00,216807,DSWG SJW,EOC N ML,15000,5686,9314,,,D,,N
2000-01-27 00:00:00,216810,DSWG TOP,EOC N ML,254000,103304,150696,,,D,,N
2000-01-27 00:00:00,216793,DWTG SJX,EOC N ML,1000,0,1000,,,D,,N
2000-01-27 00:00:00,244557,DWTG311L,EOC N ML,100,0,100,,,D,,N
2000-01-27 00:00:00,125944,DWTGGARD,EOC N ML,500,0,500,,,D,,N
2000-01-27 00:00:00,251274,ICOLOGRN,EOC N ML,1650,24,1626,,,D,,N
2000-01-27 00:00:00,220949,IEPFDTOP,EOC N ML,12000,3984,8016,,,D,,Y
2000-01-27 00:00:00,184062,ITWWINRK,EOC N ML,425000,0,425000,,,D,,N
2000-01-27 00:00:00,125863,DAAPLAFT,EOC S ML,5000,0,5000,,,D,,N
2000-01-27 00:00:00,125827,DAAPLGIL,EOC S ML,2621,0,2621,,,D,,N
2000-01-27 00:00:00,151581,DAAPLLAS,EOC S ML,5000,0,5000,,,D,,N
2000-01-27 00:00:00,273,DAAPLPHX,EOC S ML,20100,0,20100,,,D,,N
2000-01-27 00:00:00,151523,DAAPLTUS,EOC S ML,5000,0,5000,,,D,,N
2000-01-27 00:00:00,125820,DAAPLWIL,EOC S ML,5000,0,5000,,,D,,N
2000-01-27 00:00:00,216815,DAEPCWIL,EOC S ML,67100,0,67100,,,D,,N
2000-01-27 00:00:00,89,DAJO TUS,EOC S ML,2200,0,2200,,,D,,N
2000-01-27 00:00:00,454,DAPOWWIL,EOC S ML,5400,1565,3835,,,D,,N
2000-01-27 00:00:00,216814,DAPS PHX,EOC S ML,220000,35561,184439,,,D,,N
2000-01-27 00:00:00,1115,DAPS YUM,EOC S ML,20000,7580,12420,,,D,,N
2000-01-27 00:00:00,22050,DASARELP,EOC S ML,12800,0,12800,,,D,,N
2000-01-27 00:00:00,422,DASARS-H,EOC S ML,11200,3240,7960,,,D,,N
2000-01-27 00:00:00,216816,DBENSTUS,EOC S ML,3150,514,2636,,,D,,N
2000-01-27 00:00:00,244,DBMTNPHX,EOC S ML,10000,1429,8571,,,D,,N
2000-01-27 00:00:00,169,DCITZGIL,EOC S ML,1700,0,1700,,,D,,N
2000-01-27 00:00:00,103663,DCITZNO3,EOC S ML,5900,0,5900,,,D,,N
2000-01-27 00:00:00,216798,DCITZTUS,EOC S ML,4000,0,4000,,,D,,N
2000-01-27 00:00:00,216799,DCITZWIL,EOC S ML,4000,0,4000,,,D,,N
2000-01-27 00:00:00,151588,DDEL ELP,EOC S ML,85500,0,85500,,,D,,N
2000-01-27 00:00:00,216754,DDEM AFT,EOC S ML,4900,1117,3783,,,D,,N
2000-01-27 00:00:00,216800,DDUN G-M,EOC S ML,2000,325,1675,,,D,,N
2000-01-27 00:00:00,216766,DEPECAFT,EOC S ML,87200,26292,60908,,,D,,N
2000-01-27 00:00:00,14338,DEPECELP,EOC S ML,113000,22061,90939,,,D,,N
2000-01-27 00:00:00,216755,DGCNMAFT,EOC S ML,26600,4742,21858,,,D,,Y
2000-01-27 00:00:00,10042,DGCNMALA,EOC S ML,20600,8914,11686,,,D,,N
2000-01-27 00:00:00,55127,DGCNMDUG,EOC S ML,5837,2679,3158,,,D,,N
2000-01-27 00:00:00,216759,DGCNMELP,EOC S ML,4965,3563,1402,,,D,,Y
2000-01-27 00:00:00,216801,DGRHMG-M,EOC S ML,8500,2194,6306,,,D,,N
2000-01-27 00:00:00,412,DGRHMWIL,EOC S ML,6100,0,6100,,,D,,N
2000-01-27 00:00:00,38211,DINSPG-M,EOC S ML,15000,7248,7752,,,D,,N
2000-01-27 00:00:00,22046,DINTRAFT,EOC S ML,4000,442,3558,,,D,,Y
2000-01-27 00:00:00,125921,DINTRELP,EOC S ML,10000,2175,7825,,,D,,Y
2000-01-27 00:00:00,420,DKENNS-H,EOC S ML,15000,0,15000,,,D,,N
2000-01-27 00:00:00,216761,DLASCLAS,EOC S ML,32500,13371,19129,,,D,,N
2000-01-27 00:00:00,14446,DLORDAFT,EOC S ML,3500,468,3032,,,D,,N
2000-01-27 00:00:00,216817,DMAGMS-H,EOC S ML,40500,578,39922,,,D,,N
2000-01-27 00:00:00,216802,DMESAPHX,EOC S ML,25300,9826,15474,,,D,,N
2000-01-27 00:00:00,986,DMESAS-H,EOC S ML,9578,77,9501,,,D,,N
2000-01-27 00:00:00,489,DPAULWIL,EOC S ML,6700,2475,4225,,,D,,N
2000-01-27 00:00:00,125862,DPD AFT,EOC S ML,500,413,87,,,D,,N
2000-01-27 00:00:00,216819,DPD G-M,EOC S ML,17900,1243,16657,,,D,,N
2000-01-27 00:00:00,14421,DPD HUR,EOC S ML,17000,7432,9568,,,D,,N
2000-01-27 00:00:00,216767,DPD SIL,EOC S ML,4230,662,3568,,,D,,N
2000-01-27 00:00:00,90,DPD TUS,EOC S ML,13280,0,13280,,,D,,N
2000-01-27 00:00:00,480,DPD WIL,EOC S ML,17040,206,16834,,,D,,N
2000-01-27 00:00:00,217035,DPIMALCO,EOC S ML,1600,710,890,,,D,,Y
2000-01-27 00:00:00,490,DPMEXWIL,EOC S ML,30500,18420,12080,,,D,,Y
2000-01-27 00:00:00,216763,DPNMTATU,EOC S ML,2000,30,1970,,,D,,N
2000-01-27 00:00:00,216764,DRIOGLAS,EOC S ML,12200,6383,5817,,,D,,N
2000-01-27 00:00:00,216804,DSAFFG-M,EOC S ML,8500,1090,7410,,,D,,N
2000-01-27 00:00:00,125931,DSIG ELP,EOC S ML,5000,196,4804,,,D,,Y
2000-01-27 00:00:00,216820,DSRP PHX,EOC S ML,453600,34538,419062,,,D,,N
2000-01-27 00:00:00,18183,DSUG 311,EOC S ML,250,0,250,,,D,,N
2000-01-27 00:00:00,216777,DSUG ELP,EOC S ML,225000,39025,185975,,,D,,N
2000-01-27 00:00:00,216776,DSUG EPE,EOC S ML,5000,148,4852,,,D,,N
2000-01-27 00:00:00,1052,DSWG DUG,EOC S ML,42258,5364,36894,,,D,,N
2000-01-27 00:00:00,216806,DSWG G-M,EOC S ML,8250,2316,5934,,,D,,N
2000-01-27 00:00:00,216805,DSWG GIL,EOC S ML,11675,1056,10619,,,D,,N
2000-01-27 00:00:00,250836,DSWG NOG,EOC S ML,54578,4375,50203,,,D,,N
2000-01-27 00:00:00,216808,DSWG PHX,EOC S ML,513097,111617,401480,,,D,,Y
2000-01-27 00:00:00,216809,DSWG S-H,EOC S ML,7705,3023,4682,,,D,,Y
2000-01-27 00:00:00,216811,DSWG TUS,EOC S ML,278265,58961,219304,,,D,,N
2000-01-27 00:00:00,216813,DSWG WIL,EOC S ML,59556,6035,53521,,,D,,N
2000-01-27 00:00:00,216812,DSWG YUM,EOC S ML,31400,14509,16891,,,D,,N
2000-01-27 00:00:00,134619,DSWG311D,EOC S ML,250,0,250,,,D,,N
2000-01-27 00:00:00,55227,DSWG311M,EOC S ML,250,0,250,,,D,,N
2000-01-27 00:00:00,125878,DSWG311S,EOC S ML,250,0,250,,,D,,N
2000-01-27 00:00:00,22048,DSWPCELP,EOC S ML,1000,0,1000,,,D,,N
2000-01-27 00:00:00,216790,DWGI ELP,EOC S ML,5900,1678,4222,,,D,,N
2000-01-27 00:00:00,475,DWLCXWIL,EOC S ML,2000,631,1369,,,D,,N
2000-01-27 00:00:00,125918,DWTG ELP,EOC S ML,1000,0,1000,,,D,,N
2000-01-27 00:00:00,250662,IBONNOGL,EOC S ML,15000,0,15000,,,D,,N
2000-01-27 00:00:00,242734,IDOUGLAS,EOC S ML,78000,6869,71131,,,D,,N
2000-01-27 00:00:00,HACKBRY,HACKBRY,HACKBRY,1930000,1744677,185323,,,R,,N
2000-01-27 00:00:00,71666,IANTECPD,KEYST W,1500,1230,270,,,R,,N
2000-01-27 00:00:00,37223,IARCOPUC,KEYST W,60000,57481,2519,,,R,,N
2000-01-27 00:00:00,38748,IBARNHRT,KEYST W,20000,436,19564,,,R,,N
2000-01-27 00:00:00,71651,IBBSEDDY,KEYST W,300,0,300,,,R,,N
2000-01-27 00:00:00,72482,IBTALEA,KEYST W,6000,2500,3500,,,R,,N
2000-01-27 00:00:00,37226,ICABHOBS,KEYST W,35000,0,35000,,,R,,N
2000-01-27 00:00:00,41382,ICABWALT,KEYST W,30000,0,30000,,,R,Y,N
2000-01-27 00:00:00,41382,ICABWALT,KEYST W,0,0,0,,,D,Y,N
2000-01-27 00:00:00,127219,ICONSTER,KEYST W,50000,0,50000,,,R,,N
2000-01-27 00:00:00,187650,ICROCKT1,KEYST W,250,71,179,,,R,,N
2000-01-27 00:00:00,125190,ICULBSON,KEYST W,350,0,350,,,R,,N
2000-01-27 00:00:00,187648,IEDWJAMI,KEYST W,2000,0,2000,,,R,,N
2000-01-27 00:00:00,217679,IEPFSEUN,KEYST W,1500,0,1500,,,R,,N
2000-01-27 00:00:00,187912,IEU-PECS,KEYST W,500,0,500,,,R,,N
2000-01-27 00:00:00,38771,IEXSNYDR,KEYST W,5000,3073,1927,,,R,Y,N
2000-01-27 00:00:00,38771,IEXSNYDR,KEYST W,3073,0,3073,,,D,Y,N
2000-01-27 00:00:00,14508,IGCNMMON,KEYST W,30000,8597,21403,,,R,,N
2000-01-27 00:00:00,151517,IGRAMARI,KEYST W,95000,47173,47827,,,R,,N
2000-01-27 00:00:00,55113,IHANCPD1,KEYST W,40000,0,40000,,,R,,N
2000-01-27 00:00:00,196051,IHAYHOLO,KEYST W,1000,0,1000,,,R,,N
2000-01-27 00:00:00,267033,IHUNTCUL,KEYST W,30000,0,30000,,,R,,N
2000-01-27 00:00:00,38787,IHYBENDM,KEYST W,56000,3386,52614,,,R,Y,Y
2000-01-27 00:00:00,38787,IHYBENDM,KEYST W,13205,9819,3386,,,D,Y,Y
2000-01-27 00:00:00,38398,IJALCPLX,KEYST W,110000,11463,98537,,,R,,Y
2000-01-27 00:00:00,235341,ILINAM,KEYST W,140000,35108,104892,,,R,,N
2000-01-27 00:00:00,38954,ILONESTR,KEYST W,50500,0,50500,,,R,,N
2000-01-27 00:00:00,55093,IMARTCP1,KEYST W,10000,2426,7574,,,R,,N
2000-01-27 00:00:00,55111,IMIDKIFF,KEYST W,70000,22807,47193,,,R,Y,N
2000-01-27 00:00:00,55111,IMIDKIFF,KEYST W,22807,0,22807,,,D,Y,N
2000-01-27 00:00:00,38960,IMIDWAY,KEYST W,20000,9227,10773,,,R,Y,Y
2000-01-27 00:00:00,38960,IMIDWAY,KEYST W,9227,0,9227,,,D,Y,Y
2000-01-27 00:00:00,196036,IMLEUNIC,KEYST W,30000,0,30000,,,R,,N
2000-01-27 00:00:00,187911,IMLSCARL,KEYST W,150000,111179,38821,,,R,,Y
2000-01-27 00:00:00,55097,IMOBILPE,KEYST W,63000,29565,33435,,,R,Y,N
2000-01-27 00:00:00,55097,IMOBILPE,KEYST W,29565,0,29565,,,D,Y,N
2000-01-27 00:00:00,14452,INGPLLEA,KEYST W,393000,15469,377531,,,R,Y,N
2000-01-27 00:00:00,14452,INGPLLEA,KEYST W,15469,0,15469,,,D,Y,N
2000-01-27 00:00:00,217828,INITROTC,KEYST W,10000,0,10000,,,R,,N
2000-01-27 00:00:00,42599,INNKEYST,KEYST W,325000,0,325000,,,R,Y,N
2000-01-27 00:00:00,42599,INNKEYST,KEYST W,0,0,0,,,D,Y,N
2000-01-27 00:00:00,26278,INNSCHLE,KEYST W,9000,0,9000,,,R,Y,N
2000-01-27 00:00:00,26278,INNSCHLE,KEYST W,0,0,0,,,D,Y,N
2000-01-27 00:00:00,55141,IORYXLEA,KEYST W,75000,0,75000,,,R,,N
2000-01-27 00:00:00,135733,IPEACHML,KEYST W,94900,3753,91147,,,R,Y,N
2000-01-27 00:00:00,135733,IPEACHML,KEYST W,3753,0,3753,,,D,Y,N
2000-01-27 00:00:00,37319,IPECSCPD,KEYST W,1600,617,983,,,R,,N
2000-01-27 00:00:00,216746,IPENWELL,KEYST W,16600,838,15762,,,R,,N
2000-01-27 00:00:00,38961,IPHEUNIC,KEYST W,91000,53199,37801,,,R,Y,Y
2000-01-27 00:00:00,38961,IPHEUNIC,KEYST W,53199,0,53199,,,D,Y,Y
2000-01-27 00:00:00,38487,IPHFULTN,KEYST W,36000,11770,24230,,,R,Y,N
2000-01-27 00:00:00,38487,IPHFULTN,KEYST W,11770,0,11770,,,D,Y,N
2000-01-27 00:00:00,38564,IPHGOLDS,KEYST W,75000,24568,50432,,,R,Y,Y
2000-01-27 00:00:00,38564,IPHGOLDS,KEYST W,24568,0,24568,,,D,Y,Y
2000-01-27 00:00:00,38932,IPHLEE,KEYST W,32000,0,32000,,,R,,N
2000-01-27 00:00:00,39415,IPHSPBRY,KEYST W,30000,13793,16207,,,R,Y,N
2000-01-27 00:00:00,39415,IPHSPBRY,KEYST W,13793,0,13793,,,D,Y,N
2000-01-27 00:00:00,55139,IPINCPD2,KEYST W,4000,1297,2703,,,R,,N
2000-01-27 00:00:00,187916,IPITCHFK,KEYST W,500,0,500,,,R,,N
2000-01-27 00:00:00,198180,IPOKLAKE,KEYST W,500,0,500,,,R,,N
2000-01-27 00:00:00,37322,IRATLESN,KEYST W,80000,0,80000,,,R,Y,N
2000-01-27 00:00:00,37322,IRATLESN,KEYST W,0,0,0,,,D,Y,N
2000-01-27 00:00:00,55116,ISAMECPD,KEYST W,11000,0,11000,,,R,,N
2000-01-27 00:00:00,187649,ISCHLEI1,KEYST W,7500,0,7500,,,R,,N
2000-01-27 00:00:00,187647,ISCHLEI2,KEYST W,40,22,18,,,R,,N
2000-01-27 00:00:00,38970,ISHOZONA,KEYST W,4500,0,4500,,,R,,N
2000-01-27 00:00:00,38828,ISIDRICH,KEYST W,120000,29977,90023,,,R,,N
2000-01-27 00:00:00,38950,ISONORA,KEYST W,70000,19529,50471,,,R,Y,Y
2000-01-27 00:00:00,38950,ISONORA,KEYST W,19529,0,19529,,,D,Y,Y
2000-01-27 00:00:00,112932,ISOTAL#1,KEYST W,8700,99,8601,,,R,,N
2000-01-27 00:00:00,37326,ISTERLIN,KEYST W,8000,0,8000,,,R,Y,N
2000-01-27 00:00:00,37326,ISTERLIN,KEYST W,0,0,0,,,D,Y,N
2000-01-27 00:00:00,38531,ISUNJAME,KEYST W,25000,2668,22332,,,R,Y,Y
2000-01-27 00:00:00,38531,ISUNJAME,KEYST W,2668,0,2668,,,D,Y,Y
2000-01-27 00:00:00,32582,ITEXFULR,KEYST W,2500,2067,433,,,R,,N
2000-01-27 00:00:00,38935,ITEXKERM,KEYST W,16000,0,16000,,,R,,N
2000-01-27 00:00:00,42905,ITEXNEUN,KEYST W,140000,26366,113634,,,R,Y,Y
2000-01-27 00:00:00,42905,ITEXNEUN,KEYST W,26366,0,26366,,,D,Y,Y
2000-01-27 00:00:00,38751,ITEXON,KEYST W,3500,0,3500,,,R,,N
2000-01-27 00:00:00,38788,IUTBENED,KEYST W,27500,5994,21506,,,R,Y,N
2000-01-27 00:00:00,38788,IUTBENED,KEYST W,5994,0,5994,,,D,Y,N
2000-01-27 00:00:00,55130,IUTDOLHD,KEYST W,2400,452,1948,,,R,,N
2000-01-27 00:00:00,24785,IVALEROS,KEYST W,50000,0,50000,,,R,Y,N
2000-01-27 00:00:00,24785,IVALEROS,KEYST W,0,0,0,,,D,Y,N
2000-01-27 00:00:00,38544,IVALEROZ,KEYST W,25000,4921,20079,,,R,,N
2000-01-27 00:00:00,38640,IVEALMOR,KEYST W,17000,6431,10569,,,R,,N
2000-01-27 00:00:00,38964,IWAREUNI,KEYST W,45000,589,44411,,,R,Y,N
2000-01-27 00:00:00,38964,IWAREUNI,KEYST W,589,0,589,,,D,Y,N
2000-01-27 00:00:00,39411,IWARMONU,KEYST W,62000,45942,16058,,,R,Y,N
2000-01-27 00:00:00,39411,IWARMONU,KEYST W,45942,0,45942,,,D,Y,N
2000-01-27 00:00:00,38965,IWARWADD,KEYST W,75000,8546,66454,,,R,Y,Y
2000-01-27 00:00:00,38965,IWARWADD,KEYST W,8546,0,8546,,,D,Y,Y
2000-01-27 00:00:00,71640,IYTSLZTR,KEYST W,100,0,100,,,R,,N
2000-01-27 00:00:00,KEYST W,KEYST W,KEYST W,1230000,660770,569230,,,R,,N
2000-01-27 00:00:00,125898,DAMERAN,KEYSTONE,5900,1,5899,,,D,,Y
2000-01-27 00:00:00,216772,DBIGLSUT,KEYSTONE,2000,180,1820,,,D,,N
2000-01-27 00:00:00,34402,DDENVJAL,KEYSTONE,10500,745,9755,,,D,,N
2000-01-27 00:00:00,21948,DGOLDSNY,KEYSTONE,1000,192,808,,,D,,N
2000-01-27 00:00:00,135686,DGPMFULT,KEYSTONE,3000,1018,1982,,,D,,Y
2000-01-27 00:00:00,216773,DGPMGOLD,KEYSTONE,3000,0,3000,,,D,,Y
2000-01-27 00:00:00,216770,DGPMHOBS,KEYSTONE,6900,5842,1058,,,D,,Y
2000-01-27 00:00:00,135795,DGPMMRTN,KEYSTONE,1200,429,771,,,D,,Y
2000-01-27 00:00:00,135695,DGPMWATR,KEYSTONE,105,97,8,,,D,,Y
2000-01-27 00:00:00,216771,DGULFJAL,KEYSTONE,1000,33,967,,,D,,Y
2000-01-27 00:00:00,216760,DJAL JAL,KEYSTONE,600,147,453,,,D,,N
2000-01-27 00:00:00,216768,DJALCPLX,KEYSTONE,7500,2130,5370,,,D,,Y
2000-01-27 00:00:00,217765,DKERMFUL,KEYSTONE,5000,299,4701,,,D,,Y
2000-01-27 00:00:00,216785,DNAT SON,KEYSTONE,1100,0,1100,,,D,,N
2000-01-27 00:00:00,196028,DP-PFUEL,KEYSTONE,1000,0,1000,,,D,,N
