Curve Group ->,Gas Daily,Gas Daily,Gas Daily,Gas Daily,Gas Daily,Gas Daily,Gas Daily,Gas Daily,Gas Daily,Gas Daily,Gas Daily,Gas Daily,GD-AECOUS/FRWKD,IF-TRANSCO/Z6
2002-02-04 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-02-05 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-02-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-02-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-02-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-02-09 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-02-10 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-02-11 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-02-12 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-02-13 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-02-14 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-02-15 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-02-16 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-02-17 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-02-18 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-02-19 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-02-20 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-02-21 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-02-22 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-02-23 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-02-24 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-02-25 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-02-26 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-02-27 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-02-28 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-03-01 00:00:00,0,0,447.3,0,-30.9,-30.9,108,15.4,79,-169.7,-46.3,-154.3,0,0
2002-03-02 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-03-03 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-03-04 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-03-05 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-03-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-03-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-03-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-03-09 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-03-10 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-03-11 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-03-12 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-03-13 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-03-14 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-03-15 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-03-16 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-03-17 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-03-18 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-03-19 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-03-20 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-03-21 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-03-22 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-03-23 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-03-24 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-03-25 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-03-26 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-03-27 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-03-28 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-03-29 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-03-30 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-03-31 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-04-01 00:00:00,0,0,-74.5,0,0,0,89.4,-14.9,14.9,-29.8,0,0,0,0
2002-04-02 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-04-03 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-04-04 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-04-05 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-04-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-04-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-04-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-04-09 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-04-10 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-04-11 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-04-12 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-04-13 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-04-14 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-04-15 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-04-16 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-04-17 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-04-18 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-04-19 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-04-20 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-04-21 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-04-22 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-04-23 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-04-24 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-04-25 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-04-26 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-04-27 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-04-28 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-04-29 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-04-30 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-05-01 00:00:00,0,0,-76.9,0,0,0,92.3,-15.4,15.4,-30.8,0,0,0,0
2002-05-02 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-05-03 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-05-04 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-05-05 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-05-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-05-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-05-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-05-09 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-05-10 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-05-11 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-05-12 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-05-13 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-05-14 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-05-15 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-05-16 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-05-17 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-05-18 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-05-19 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-05-20 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-05-21 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-05-22 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-05-23 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-05-24 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-05-25 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-05-26 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-05-27 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-05-28 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-05-29 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-05-30 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-05-31 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-06-01 00:00:00,0,0,-74.3,0,0,0,89.1,-14.9,14.9,-29.7,0,0,0,0
2002-06-02 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-06-03 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-06-04 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-06-05 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-06-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-06-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-06-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-06-09 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-06-10 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-06-11 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-06-12 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-06-13 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-06-14 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-06-15 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-06-16 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-06-17 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-06-18 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-06-19 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-06-20 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-06-21 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-06-22 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-06-23 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-06-24 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-06-25 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-06-26 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-06-27 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-06-28 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-06-29 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-06-30 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-07-01 00:00:00,0,0,-76.6,0,0,0,91.9,-15.3,15.3,-30.6,0,0,0,0
2002-08-01 00:00:00,0,0,-76.4,0,0,0,91.7,-15.3,15.3,-30.6,0,0,0,0
2002-09-01 00:00:00,0,0,-73.8,0,0,0,88.6,-14.8,14.8,-29.5,0,0,0,0
2002-10-01 00:00:00,0,0,-76.1,0,0,0,91.3,-15.2,15.2,-30.4,0,0,0,0
2002-11-01 00:00:00,0,0,0,0,0,0,0,0,14.7,0,0,0,0,0
2002-12-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-01-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-02-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-03-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-04-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-05-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-06-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-07-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-08-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-09-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-10-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-11-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-12-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-01-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-02-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-03-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-04-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-05-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-06-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-07-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-08-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-09-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-10-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-11-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-12-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-01-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-02-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-03-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-04-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-05-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-06-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-07-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-08-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-09-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-10-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-11-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-12-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-01-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-02-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-03-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-04-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-05-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-06-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-07-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-08-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-09-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-10-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-11-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-01-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-02-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-03-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-04-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-05-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-06-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-08-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-09-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-10-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-11-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-12-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-01-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-02-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-03-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-04-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-05-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-06-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-07-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-08-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-09-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-10-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-11-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-12-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-01-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-02-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-03-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-04-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-05-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-06-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-07-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-08-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-09-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-10-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-11-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-12-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-01-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-02-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-03-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-04-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-05-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-06-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-07-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-08-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-09-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-10-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-11-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-12-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-01-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-02-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-03-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-02-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-03-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-05-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-06-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-08-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-02-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-03-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
