EFF_DT,PROMPT,VOL,,EFF_DT,VOL,CURVE_SHIFT,VAR95,
2000-08-23 00:00:00,2000-10-01 00:00:00,0.59,,2000-08-23 00:00:00,0.59,27740199.2743,-42449658.0839478,
2000-08-24 00:00:00,2000-10-01 00:00:00,0.56,,2000-08-24 00:00:00,0.56,127473221.7526,-42150978.9318713,
2000-08-25 00:00:00,2000-10-01 00:00:00,0.56,,2000-08-25 00:00:00,0.56,176639214.4012,-41351612.3950565,
2000-08-28 00:00:00,2000-10-01 00:00:00,0.575,,2000-08-28 00:00:00,0.575,71125751.2543,-49307430.8422373,
2000-08-29 00:00:00,2000-10-01 00:00:00,0.555,,2000-08-29 00:00:00,0.555,-15333695.1159,-41986103.6700537,
2000-08-30 00:00:00,2000-10-01 00:00:00,0.54,,2000-08-30 00:00:00,0.54,-210884099.7731,-43931508.7207897,
2000-08-31 00:00:00,2000-10-01 00:00:00,0.54,,2000-08-31 00:00:00,0.54,49702865.7255,-57873529.3594675,
2000-09-01 00:00:00,2000-10-01 00:00:00,0.53,,2000-09-01 00:00:00,0.53,-44051902.8802,-52226504.7227094,
2000-09-05 00:00:00,2000-10-01 00:00:00,0.55,,2000-09-05 00:00:00,0.55,-63917416.5132,-43472441.2567809,
2000-09-06 00:00:00,2000-10-01 00:00:00,0.52,,2000-09-06 00:00:00,0.52,9119346.0884,-41621742.1243532,
2000-09-07 00:00:00,2000-10-01 00:00:00,0.5,,2000-09-07 00:00:00,0.5,792163.275700006,-39077177.8662908,
2000-09-08 00:00:00,2000-10-01 00:00:00,0.47,,2000-09-08 00:00:00,0.47,13954304.609,-42612882.7967767,
2000-09-11 00:00:00,2000-10-01 00:00:00,0.48,,2000-09-11 00:00:00,0.48,5557334.74700001,-44179540.7704672,
2000-09-12 00:00:00,2000-10-01 00:00:00,0.46,,2000-09-12 00:00:00,0.46,-22743333.4299,-41601208.4222275,
2000-09-13 00:00:00,2000-10-01 00:00:00,0.44,,2000-09-13 00:00:00,0.44,-14826237.0218,-36395363.3932935,
2000-09-14 00:00:00,2000-10-01 00:00:00,0.455,,2000-09-14 00:00:00,0.455,-4936422.3171,-42362060.9590619,
2000-09-15 00:00:00,2000-10-01 00:00:00,0.48,,2000-09-15 00:00:00,0.48,-41991378.65,-37181405.6021842,
2000-09-18 00:00:00,2000-10-01 00:00:00,0.48,,2000-09-18 00:00:00,0.48,13128642.2592,-34082770.1303093,
2000-09-19 00:00:00,2000-10-01 00:00:00,0.5,,2000-09-19 00:00:00,0.5,19366001.2435,-33099293.7784639,
2000-09-20 00:00:00,2000-10-01 00:00:00,0.46,,2000-09-20 00:00:00,0.46,-7800699.0207,-34605398.9865913,
,,0.46,,2000-09-21 00:00:00,0.46,2053441.47710001,-35644541.940166,
,,0.5,,2000-09-22 00:00:00,0.5,-17970761.1412,-39024328.2809693,
2000-09-25 00:00:00,2000-11-01 00:00:00,0.5,,2000-09-25 00:00:00,0.5,20681866.4576,-37039452.0193811,
2000-09-26 00:00:00,2000-11-01 00:00:00,0.5,,2000-09-26 00:00:00,0.5,-1200948.0884,-40925154.9588986,
2000-09-27 00:00:00,2000-11-01 00:00:00,0.48,,2000-09-27 00:00:00,0.48,-6411880.9884,-39874017.2479272,
2000-09-28 00:00:00,2000-11-01 00:00:00,0.465,,2000-09-28 00:00:00,0.465,-14422725.3315,-40809267.1768217,
2000-09-29 00:00:00,2000-11-01 00:00:00,0.465,,2000-09-29 00:00:00,0.465,-35459721.5458,-27737962.0211402,
2000-10-02 00:00:00,2000-11-01 00:00:00,0.5,,2000-10-02 00:00:00,0.5,822278.109800001,-3915135.60749993,
2000-10-03 00:00:00,2000-11-01 00:00:00,0.515,,2000-10-03 00:00:00,0.515,13303260.9317,-33858565.1780018,
2000-10-04 00:00:00,2000-11-01 00:00:00,0.495,,2000-10-04 00:00:00,0.495,2036593.1612,-33159756.8863448,
2000-10-05 00:00:00,2000-11-01 00:00:00,0.465,,2000-10-05 00:00:00,0.465,-20324823.7513,-37681161.1867498,
2000-10-06 00:00:00,2000-11-01 00:00:00,0.465,,2000-10-06 00:00:00,0.465,-3890181.62850001,-40461584.9823268,
2000-10-09 00:00:00,2000-11-01 00:00:00,0.465,,2000-10-09 00:00:00,0.465,-10199209.1093,-34098309.4012829,
2000-10-10 00:00:00,2000-11-01 00:00:00,0.47,,2000-10-10 00:00:00,0.47,7396059.547,-43475917.1049534,
2000-10-11 00:00:00,2000-11-01 00:00:00,0.5,,2000-10-11 00:00:00,0.5,-9818156.6469,-44253257.0289276,
2000-10-12 00:00:00,2000-11-01 00:00:00,0.53,,2000-10-12 00:00:00,0.53,25705082.2716,-38394305.3281591,
2000-10-13 00:00:00,2000-11-01 00:00:00,0.545,,2000-10-13 00:00:00,0.545,26020510.9866,-34705092.0913879,
2000-10-16 00:00:00,2000-11-01 00:00:00,0.545,,2000-10-16 00:00:00,0.545,-8673220.0026,-59858279.8080951,
2000-10-17 00:00:00,2000-11-01 00:00:00,0.56,,2000-10-17 00:00:00,0.56,-26376102.9461,-48090174.2534614,
2000-10-18 00:00:00,2000-11-01 00:00:00,0.56,,2000-10-18 00:00:00,0.56,2173689.21820001,-38694075.8631096,
2000-10-19 00:00:00,2000-11-01 00:00:00,0.585,,2000-10-19 00:00:00,0.585,-20839360.5633,-37513010.5556345,
2000-10-20 00:00:00,2000-11-01 00:00:00,0.6,,2000-10-20 00:00:00,0.6,-9016289.6763,-27969953.9670923,
2000-10-23 00:00:00,2000-12-01 00:00:00,0.6,,2000-10-23 00:00:00,0.6,7935314.9482,-26125026.6986134,
2000-10-24 00:00:00,2000-12-01 00:00:00,0.63,,2000-10-24 00:00:00,0.63,-1899396.9574,-29215363.0670192,
2000-10-25 00:00:00,2000-12-01 00:00:00,0.635,,2000-10-25 00:00:00,0.635,-18372237.4167,-25518099.2796082,
2000-10-26 00:00:00,2000-12-01 00:00:00,0.6175,,2000-10-26 00:00:00,0.6175,-10359901.8452,-19315105.7301334,
2000-10-27 00:00:00,2000-12-01 00:00:00,0.5975,,2000-10-27 00:00:00,0.5975,-1102758.8522,-18618772.9581272,
2000-10-30 00:00:00,2000-12-01 00:00:00,0.59,,2000-10-30 00:00:00,0.59,-13808953.2331,-28426144.8173314,
2000-10-31 00:00:00,2000-12-01 00:00:00,0.6,,2000-10-31 00:00:00,0.6,-31583174.177,-25135909.8091124,
2000-11-01 00:00:00,2000-12-01 00:00:00,0.62,,2000-11-01 00:00:00,0.62,-1173175.8494,-18857365.8592284,
2000-11-02 00:00:00,2000-12-01 00:00:00,0.6,,2000-11-02 00:00:00,0.6,7406205.1669,-31396603.7861555,
2000-11-03 00:00:00,2000-12-01 00:00:00,0.61,,2000-11-03 00:00:00,0.61,-3853596.5934,-34884476.4405104,
2000-11-06 00:00:00,2000-12-01 00:00:00,0.61,,2000-11-06 00:00:00,0.61,20411370.4838,-27294748.1898946,
2000-11-07 00:00:00,2000-12-01 00:00:00,0.61,,2000-11-07 00:00:00,0.61,-8936199.845,-30302276.194107,
2000-11-08 00:00:00,2000-12-01 00:00:00,0.58,,2000-11-08 00:00:00,0.58,18532322.5736,-11852155.7306447,
2000-11-09 00:00:00,2000-12-01 00:00:00,0.565,,2000-11-09 00:00:00,0.565,5893011.09899999,-13286474.1991022,
2000-11-10 00:00:00,2000-12-01 00:00:00,0.565,,2000-11-10 00:00:00,0.565,22822074.8293,-25267335.2273747,
2000-11-13 00:00:00,2000-12-01 00:00:00,0.6,,2000-11-13 00:00:00,0.6,3795404.1141,-21940713.5179341,
2000-11-14 00:00:00,2000-12-01 00:00:00,0.625,,2000-11-14 00:00:00,0.625,20719087.9618,-23969866.2654823,
2000-11-15 00:00:00,2000-12-01 00:00:00,0.67,,2000-11-15 00:00:00,0.67,34481564.3979,-20359476.8746724,
2000-11-16 00:00:00,2000-12-01 00:00:00,0.67,,2000-11-16 00:00:00,0.67,9192793.06629998,-36903694.5471288,
2000-11-17 00:00:00,2000-12-01 00:00:00,0.72,,2000-11-17 00:00:00,0.72,-52030708.347,-31053419.8332851,
2000-11-20 00:00:00,2000-12-01 00:00:00,0.81,,2000-11-20 00:00:00,0.81,49586216.8082,-29044839.4614583,
,,0.81,,2000-11-21 00:00:00,0.81,64039003.498,-39956745.4528392,
,,0.825,,2000-11-22 00:00:00,0.825,101192297.2365,-43372964.3111369,
2000-11-27 00:00:00,2001-01-01 00:00:00,0.825,,2000-11-27 00:00:00,0.825,-23548867.29,-55703553.891384,
2000-11-28 00:00:00,2001-01-01 00:00:00,0.8175,,2000-11-28 00:00:00,0.8175,92704368.8058,-34780340.4218056,
2000-11-29 00:00:00,2001-01-01 00:00:00,0.79,,2000-11-29 00:00:00,0.79,84340579.1639,-37818946.3290147,
2000-11-30 00:00:00,2001-01-01 00:00:00,0.82,,2000-11-30 00:00:00,0.82,37437218.3507,-50407850.1997656,
2000-12-01 00:00:00,2001-01-01 00:00:00,0.82,,2000-12-01 00:00:00,0.82,35261263.6377,-51577856.0788419,
2000-12-04 00:00:00,2001-01-01 00:00:00,0.96,,2000-12-04 00:00:00,0.96,-18588039.2406,-41982823.5531616,
2000-12-05 00:00:00,2001-01-01 00:00:00,0.98,,2000-12-05 00:00:00,0.98,238542193.74,-72698898.6207484,
2000-12-06 00:00:00,2001-01-01 00:00:00,1.2,,2000-12-06 00:00:00,1.2,107831454.1279,-71130762.7317197,
2000-12-07 00:00:00,2001-01-01 00:00:00,1.27,,2000-12-07 00:00:00,1.27,5358453.21119998,-87246826.7539346,
2000-12-08 00:00:00,2001-01-01 00:00:00,1.27,,2000-12-08 00:00:00,1.27,-27569970.4568,-101072671.124847,
2000-12-11 00:00:00,2001-01-01 00:00:00,1.4,,2000-12-11 00:00:00,1.4,34340668.5571,-94734947.1156669,
2000-12-12 00:00:00,2001-01-01 00:00:00,1.25,,2000-12-12 00:00:00,1.25,-69905822.5749,-149662045.789278,
2000-12-13 00:00:00,2001-01-01 00:00:00,0.95,,2000-12-13 00:00:00,0.95,-411608909.9142,-98290984.476433,
2000-12-14 00:00:00,2001-01-01 00:00:00,0.97,,2000-12-14 00:00:00,0.97,-114756507.8814,-55197830.3482384,
2000-12-15 00:00:00,2001-01-01 00:00:00,1.1,,2000-12-15 00:00:00,1.1,16739315.4644,-62656095.8752793,
2000-12-18 00:00:00,2001-01-01 00:00:00,1,,2000-12-18 00:00:00,1,80464409.2183999,-63931042.9232631,
2000-12-19 00:00:00,2001-01-01 00:00:00,1,,2000-12-19 00:00:00,1,69956059.8740685,-82867477.9662928,
2000-12-20 00:00:00,2001-01-01 00:00:00,0.9,,2000-12-20 00:00:00,0.9,68358800.3002634,-81539285.654982,
2000-12-21 00:00:00,2001-01-01 00:00:00,0.9,,2000-12-21 00:00:00,0.9,68947381.6093579,-97924333.448316,
,2001-02-01 00:00:00,1.13,,2000-12-22 00:00:00,1.13,97340585.1732904,-111198738.507694,
2000-12-26 00:00:00,2001-02-01 00:00:00,1.13,,2000-12-26 00:00:00,1.13,10095130.0549809,-95752288.4281713,
2000-12-27 00:00:00,2001-02-01 00:00:00,1.03,,2000-12-27 00:00:00,1.03,61091479.4929207,-81995792.7880891,
2000-12-28 00:00:00,2001-02-01 00:00:00,0.98,,2000-12-28 00:00:00,0.98,-29657497.6010039,-35053379.2209023,
2000-12-29 00:00:00,2001-02-01 00:00:00,1.05,,2000-12-29 00:00:00,1.05,-7227249.80745814,-31008869.5470226,
2001-01-02 00:00:00,2001-02-01 00:00:00,0.93,,2001-01-02 00:00:00,0.93,-5785238.99881318,-33496732.0845429,
2001-01-03 00:00:00,2001-02-01 00:00:00,0.93,,2001-01-03 00:00:00,0.93,4398450.82997873,-51097777.0116406,
2001-01-04 00:00:00,2001-02-01 00:00:00,0.96,,2001-01-04 00:00:00,0.96,-28033641.0521083,-43401616.4816602,
2001-01-05 00:00:00,2001-02-01 00:00:00,0.96,,2001-01-05 00:00:00,0.96,4777050.70697244,-36469833.8354079,
2001-01-08 00:00:00,2001-02-01 00:00:00,1,,2001-01-08 00:00:00,1,36628902.9364533,-50970812.1978961,
2001-01-09 00:00:00,2001-02-01 00:00:00,0.98,,2001-01-09 00:00:00,0.98,-74158628.0682561,-67053017.2924161,
2001-01-10 00:00:00,2001-02-01 00:00:00,0.91,,2001-01-10 00:00:00,0.91,7967455.5871623,-64685893.803497,
2001-01-11 00:00:00,2001-02-01 00:00:00,0.82,,2001-01-11 00:00:00,0.82,-55873289.7246466,-53693196.2648512,
2001-01-12 00:00:00,2001-02-01 00:00:00,0.8,,2001-01-12 00:00:00,0.8,-6927840.65645897,-42431316.5765452,
2001-01-16 00:00:00,2001-02-01 00:00:00,0.8,,2001-01-16 00:00:00,0.8,-17503313.0474746,-29769618.5575578,
2001-01-17 00:00:00,2001-02-01 00:00:00,0.85,,2001-01-17 00:00:00,0.85,7675733.88467629,-32042126.5813566,
2001-01-18 00:00:00,2001-02-01 00:00:00,0.84,,2001-01-18 00:00:00,0.84,2411582.11307858,-14168997.1261959,
2001-01-19 00:00:00,2001-02-01 00:00:00,0.84,,2001-01-19 00:00:00,0.84,50181165.4638617,-13131751.5545287,
2001-01-22 00:00:00,2001-03-01 00:00:00,0.815,,2001-01-22 00:00:00,0.815,77050991.4594885,-16776269.5120833,
2001-01-23 00:00:00,2001-03-01 00:00:00,0.825,,2001-01-23 00:00:00,0.825,960790.094434952,-26059257.7516113,
2001-01-24 00:00:00,2001-03-01 00:00:00,0.795,,2001-01-24 00:00:00,0.795,-23556574.5167904,-33551650.5463373,
2001-01-25 00:00:00,2001-03-01 00:00:00,0.795,,2001-01-25 00:00:00,0.795,16087840.8105989,-38938020.2765151,
2001-01-26 00:00:00,2001-03-01 00:00:00,0.785,,2001-01-26 00:00:00,0.785,-13106602.1856628,-40253565.3558897,
2001-01-29 00:00:00,2001-03-01 00:00:00,0.8,,2001-01-29 00:00:00,0.8,-19825106.3895553,-29313548.1678553,
2001-01-30 00:00:00,2001-03-01 00:00:00,0.805,,2001-01-30 00:00:00,0.805,-78802544.5248795,-32497107.0822256,
2001-01-31 00:00:00,2001-03-01 00:00:00,0.805,,2001-01-31 00:00:00,0.805,18817658.4216205,-39991462.0833715,
2001-02-01 00:00:00,2001-03-01 00:00:00,0.865,,2001-02-01 00:00:00,0.865,86704249.3774011,-39704970.4080016,
2001-02-02 00:00:00,2001-03-01 00:00:00,0.93,,2001-02-02 00:00:00,0.93,799326.569760028,-46957881.7024231,
2001-02-05 00:00:00,2001-03-01 00:00:00,0.935,,2001-02-05 00:00:00,0.935,-10274251.0727436,-64322726.8503306,
2001-02-06 00:00:00,2001-03-01 00:00:00,0.98,,2001-02-06 00:00:00,0.98,-33423166.6850713,-45957824.5052179,
2001-02-07 00:00:00,2001-03-01 00:00:00,1,,2001-02-07 00:00:00,1,-3350447.08813659,-42993745.2014093,
2001-02-08 00:00:00,2001-03-01 00:00:00,0.98,,2001-02-08 00:00:00,0.98,19400394.7732654,-60589009.9386194,
2001-02-09 00:00:00,2001-03-01 00:00:00,0.98,,2001-02-09 00:00:00,0.98,-29817795.1117415,-75772612.0341651,
2001-02-12 00:00:00,,0.92,,2001-02-12 00:00:00,0.92,3044962.67429043,-73330639.1950801,
2001-02-13 00:00:00,2001-03-01 00:00:00,0.87,,2001-02-13 00:00:00,0.87,7205021.37113957,-70527795.140394,
2001-02-14 00:00:00,2001-03-01 00:00:00,0.8,,2001-02-14 00:00:00,0.8,65550458.0631306,-68460496.8452627,
2001-02-15 00:00:00,2001-03-01 00:00:00,0.78,,2001-02-15 00:00:00,0.78,-27584604.4129348,-59869169.3586492,
2001-02-16 00:00:00,2001-03-01 00:00:00,0.78,,2001-02-16 00:00:00,0.78,13188743.0400009,-54793640.74257,
,,0.57,,2001-02-20 00:00:00,0.57,19314458.9517666,-51120571.7624653,
2001-02-21 00:00:00,2001-03-01 00:00:00,0.57,,2001-02-21 00:00:00,0.57,-4943893.28917007,-40033959.9593505,
2001-02-22 00:00:00,2001-03-01 00:00:00,0.555,,2001-02-22 00:00:00,0.555,12588314.9200887,-25721169.9966739,
2001-02-23 00:00:00,2001-03-01 00:00:00,0.545,,2001-02-23 00:00:00,0.545,-41594835.6924686,-21008466.329914,
2001-02-26 00:00:00,2001-04-01 00:00:00,0.54,,2001-02-26 00:00:00,0.54,-10246267.7822587,-22041985.7060991,
2001-02-27 00:00:00,2001-04-01 00:00:00,0.55,,2001-02-27 00:00:00,0.55,-8505792.5990792,-21997329.0667026,
2001-02-28 00:00:00,2001-04-01 00:00:00,0.525,,2001-02-28 00:00:00,0.525,1882118.03105835,-29851959.1172818,
2001-03-01 00:00:00,2001-04-01 00:00:00,0.485,,2001-03-01 00:00:00,0.485,-29598321.1474388,-44707559.9471843,
2001-03-02 00:00:00,2001-04-01 00:00:00,0.485,,2001-03-02 00:00:00,0.485,-16981012.5256336,-44082403.6776233,
2001-03-05 00:00:00,2001-04-01 00:00:00,0.485,,2001-03-05 00:00:00,0.485,8063938.04858764,-41597005.1682885,
2001-03-06 00:00:00,2001-04-01 00:00:00,0.445,,2001-03-06 00:00:00,0.445,17080299.5760357,-45206138.1063663,
2001-03-07 00:00:00,2001-04-01 00:00:00,0.42,,2001-03-07 00:00:00,0.42,-1097425.64778854,-40433470.7699983,
2001-03-08 00:00:00,2001-04-01 00:00:00,0.375,,2001-03-08 00:00:00,0.375,3008797.07697532,-38277562.8199474,
2001-03-09 00:00:00,2001-04-01 00:00:00,0.405,,2001-03-09 00:00:00,0.405,-13090209.4314078,-26853074.9111401,
2001-03-12 00:00:00,2001-04-01 00:00:00,0.445,,2001-03-12 00:00:00,0.445,26827021.2267879,-35731519.1298296,
2001-03-13 00:00:00,2001-04-01 00:00:00,0.485,,2001-03-13 00:00:00,0.485,32005841.7927964,-36580754.9953587,
2001-03-14 00:00:00,2001-04-01 00:00:00,0.465,,2001-03-14 00:00:00,0.465,-6818618.57433733,-37160030.9094135,
2001-03-15 00:00:00,2001-04-01 00:00:00,0.475,,2001-03-15 00:00:00,0.475,-7075337.13566945,-37968367.3420706,
2001-03-16 00:00:00,2001-04-01 00:00:00,0.485,,2001-03-16 00:00:00,0.485,-9795460.66335997,-33910985.8796536,
2001-03-19 00:00:00,2001-04-01 00:00:00,0.485,,2001-03-19 00:00:00,0.485,5885154.22920278,-29028635.6445451,
2001-03-20 00:00:00,2001-04-01 00:00:00,0.475,,2001-03-20 00:00:00,0.475,24042455.1659921,-25425736.3823769,
2001-03-21 00:00:00,2001-04-01 00:00:00,0.465,,2001-03-21 00:00:00,0.465,53196425.9013753,-14345833.0510057,
,2001-04-01 00:00:00,0.4625,,2001-03-22 00:00:00,0.4625,42381875.0776492,-21302018.2813578,
2001-03-23 00:00:00,2001-05-01 00:00:00,0.4625,,2001-03-23 00:00:00,0.4625,-7952203.47338329,-25268857.7916341,
2001-03-26 00:00:00,2001-05-01 00:00:00,0.4375,,2001-03-26 00:00:00,0.4375,8798167.79244961,-24982929.6299524,
2001-03-27 00:00:00,2001-05-01 00:00:00,0.46,,2001-03-27 00:00:00,0.46,28773006.5761177,-33865915.9435188,
2001-03-28 00:00:00,2001-05-01 00:00:00,0.4475,,2001-03-28 00:00:00,0.4475,-85193497.3069429,-33265810.7377567,
2001-03-29 00:00:00,2001-05-01 00:00:00,0.4425,,2001-03-29 00:00:00,0.4425,145864485.375105,-24076564.5577977,
2001-03-30 00:00:00,2001-05-01 00:00:00,0.48,,2001-03-30 00:00:00,0.48,21087394.7050557,-31731762.936268,
,2001-05-01 00:00:00,0.51,,2001-03-31 00:00:00,0.51,109618103.161347,-39869450.3796453,
2001-04-02 00:00:00,2001-05-01 00:00:00,0.51,,2001-04-02 00:00:00,0.51,60939940.3014358,-46538045.2391804,
2001-04-03 00:00:00,2001-05-01 00:00:00,0.52,,2001-04-03 00:00:00,0.52,20417974.5297725,-48254264.0710168,
2001-04-04 00:00:00,2001-05-01 00:00:00,0.49,,2001-04-04 00:00:00,0.49,97036424.4644671,-51766003.518733,
2001-04-05 00:00:00,2001-05-01 00:00:00,0.5175,,2001-04-05 00:00:00,0.5175,-64507550.0449229,-48137603.4353644,
2001-04-06 00:00:00,2001-05-01 00:00:00,0.5175,,2001-04-06 00:00:00,0.5175,-46180901.5007779,-47101219.5904146,
2001-04-09 00:00:00,2001-05-01 00:00:00,0.5175,,2001-04-09 00:00:00,0.5175,-199707131.141404,-37561237.0646537,
2001-04-10 00:00:00,2001-05-01 00:00:00,0.495,,2001-04-10 00:00:00,0.495,81676182.2251631,-33511548.350508,
2001-04-11 00:00:00,2001-05-01 00:00:00,0.465,,2001-04-11 00:00:00,0.465,-67957108.7219541,-30205155.6304704,
2001-04-12 00:00:00,2001-05-01 00:00:00,0.465,,2001-04-12 00:00:00,0.465,-49195859.594426,-28031421.7917169,
2001-04-16 00:00:00,2001-05-01 00:00:00,0.475,,2001-04-16 00:00:00,0.475,-8442551.0861787,-34792013.9869029,
2001-04-17 00:00:00,2001-05-01 00:00:00,0.475,,2001-04-17 00:00:00,0.475,3401422.90598707,-38104283.0450782,
2001-04-18 00:00:00,2001-05-01 00:00:00,0.52,,2001-04-18 00:00:00,0.52,488537.694164192,-48271897.7504561,
2001-04-19 00:00:00,2001-05-01 00:00:00,0.51,,2001-04-19 00:00:00,0.51,-5085823.70637959,-53145867.1738184,
2001-04-20 00:00:00,2001-05-01 00:00:00,0.525,,2001-04-20 00:00:00,0.525,-49449985.2898199,-102653558.631427,
2001-04-23 00:00:00,2001-05-01 00:00:00,0.5075,,2001-04-23 00:00:00,0.5075,3878033.58055378,-100793121.938088,
2001-04-24 00:00:00,2001-06-01 00:00:00,0.51,,2001-04-24 00:00:00,0.51,-8694858.32267692,-101383017.679969,
2001-04-25 00:00:00,2001-06-01 00:00:00,0.49,,2001-04-25 00:00:00,0.49,-143783395.368595,-90534176.5367557,
2001-04-26 00:00:00,2001-06-01 00:00:00,0.475,,2001-04-26 00:00:00,0.475,32444821.6739248,-77009614.3618939,
2001-04-27 00:00:00,2001-06-01 00:00:00,0.4625,,2001-04-27 00:00:00,0.4625,64157548.6468689,-76528769.1108746,
2001-04-30 00:00:00,2001-06-01 00:00:00,0.4625,,2001-04-30 00:00:00,0.4625,-21319663.2192858,-78911112.2175636,
2001-05-01 00:00:00,2001-06-01 00:00:00,0.4825,,2001-05-01 00:00:00,0.4825,-27168644.2168917,-79197288.1074056,
2001-05-02 00:00:00,2001-06-01 00:00:00,0.485,,2001-05-02 00:00:00,0.485,-2155344.15107584,-78177492.5265573,
2001-05-03 00:00:00,2001-06-01 00:00:00,0.485,,2001-05-03 00:00:00,0.485,-19129588.8071671,-79871441.8399682,
2001-05-04 00:00:00,2001-06-01 00:00:00,0.485,,2001-05-04 00:00:00,0.485,30974687.039954,-77748294.1945707,
2001-05-07 00:00:00,2001-06-01 00:00:00,0.5225,,2001-05-07 00:00:00,0.5225,41947248.4537767,-76906854.5698785,
2001-05-08 00:00:00,2001-06-01 00:00:00,0.55,,2001-05-08 00:00:00,0.55,-85746883.8520885,-82355627.1252983,
2001-05-09 00:00:00,2001-06-01 00:00:00,0.53,,2001-05-09 00:00:00,0.53,49497768.4941429,-77074833.4603433,
2001-05-10 00:00:00,2001-06-01 00:00:00,0.51,,2001-05-10 00:00:00,0.51,-29056213.0951879,-90022459.6009164,
2001-05-11 00:00:00,2001-06-01 00:00:00,0.52,,2001-05-11 00:00:00,0.52,-87745828.6561073,-82620665.5850671,
2001-05-14 00:00:00,2001-06-01 00:00:00,0.54,,2001-05-14 00:00:00,0.54,-66512370.5838391,-87304233.4285174,
2001-05-15 00:00:00,2001-06-01 00:00:00,0.62,,2001-05-15 00:00:00,0.62,-34117317.8980611,-89816507.9750954,
2001-05-16 00:00:00,2001-06-01 00:00:00,0.56,,2001-05-16 00:00:00,0.56,27982246.6060491,-82202463.456263,
2001-05-17 00:00:00,2001-06-01 00:00:00,0.59,,2001-05-17 00:00:00,0.59,62781358.6417673,-74929869.607349,
2001-05-18 00:00:00,2001-06-01 00:00:00,0.59,,2001-05-18 00:00:00,0.59,77173071.037418,-85840237.9950645,
2001-05-21 00:00:00,2001-06-01 00:00:00,0.58,,2001-05-21 00:00:00,0.58,118652197.775307,-80152899.5675657,
,2001-06-01 00:00:00,0.54,,2001-05-22 00:00:00,0.54,34911657.727588,-83503022.579228,
2001-05-23 00:00:00,,0.54,,2001-05-23 00:00:00,0.54,-50962414.9535023,-82373791.3724034,
2001-05-24 00:00:00,2001-07-01 00:00:00,0.535,,2001-05-24 00:00:00,0.535,-19130726.8577279,-80359149.6186056,
2001-05-25 00:00:00,2001-07-01 00:00:00,0.54,,2001-05-25 00:00:00,0.54,2334899.55911612,-78365937.7644454,
2001-05-29 00:00:00,2001-07-01 00:00:00,0.57,,2001-05-29 00:00:00,0.57,-9481623.6795502,-50484267.7581573,
2001-05-30 00:00:00,2001-07-01 00:00:00,0.585,,2001-05-30 00:00:00,0.585,-122042384.645521,-45487363.6591633,
2001-05-31 00:00:00,2001-07-01 00:00:00,0.595,,2001-05-31 00:00:00,0.595,-57747459.6386484,-54157077.2613364,
2001-06-01 00:00:00,2001-07-01 00:00:00,0.595,,2001-06-01 00:00:00,0.595,-38767390.9560779,-64058028.0900199,
2001-06-04 00:00:00,2001-07-01 00:00:00,0.6175,,2001-06-04 00:00:00,0.6175,-3545599.78201043,-69357526.4417654,
2001-06-05 00:00:00,2001-07-01 00:00:00,0.6225,,2001-06-05 00:00:00,0.6225,4705313.19279273,-53595305.9577224,
2001-06-06 00:00:00,2001-07-01 00:00:00,0.6,,2001-06-06 00:00:00,0.6,38335814.7119722,-55439511.445984,
