"Updated: July 11, 2001",,,,,,,,,,,,,
Intertie Point,Tie Points Participants ,Control Area (POR),Control Area (Line),Control Area (POD),Lines or Equipment of Interconnection (represented as POR-POD),Line/Equipment Participants,Tie or Path Notes,,,,,,
,,,,,CHOLLA - CORODANDO 500 LINE,SRP,,,,,,,
COI/COTP/PACI,AZU,BPA,BPA (N),CAISO,MALIN - ROUND MOUNTAIN #1 & #2 500KV LINES  (CAISO:MALIN_5_RNDMTN),,1.) The tie point consists of 3 lines on which    ,,,,,,
,BANN,PGE,CAISO (S),,CAPTAIN JACK - OLINDA 500KV LINE (CAISO:CAPJAK_5_OLINDA),,constitute the Pacific AC Intertie (PACI) made from,,,,,,
,BART,PAC,,,SUMMER LAKE - MALIN 500KV LINE,,the California Oregon Transmission Project,,,,,,
,BPA,,,,GRIZZLY - MALIN 500KV LINE,,(CAP JK) and the California Oregon Intertie (COI),,,,,,
,CAISO,,,,GRIZZLY - CAPTAIN JACK 500 KV LINE,,,,,,,,
,CDWR,,,,MERIDIAN - CAPTAIN JACK 500 KV LINE,,2.)North of COB Participants:- BPA (56.9%); PGE (17.7%);  PAC (10.9%);,,,,,,
,COLT                   CSLK,,,,CAPTAIN JACK-MALIN #1 & #2 500 KV LINES,,PSEI (8.3%); SCL (3.3%); PNGC (1%); SNOH (.8%); TCL ( .8%).,,,,,,
,LDWP,BPA,CAISO,LDWP,MALIN - SYLMAR,LDWP,,,,,,,
,MID,,,,,,3.) South of COB Participants (N to S) (Ties at full rating):- COTP:-  SMUD ,,,,,,
,PAC,,,,,,(21.3125%); MID (16.375%); SNCL (15.75%); WAMP (11.125%); CAISO,,,,,,
,PGE,,,,,, (9.625%); NCPA (8.125%); TID (9.625%); RDNG (6.5%); CSLK (1.5625%),,,,,,
,PSEI,,,,,,PACI:- CDWR (9.375%); SMUD (6.25%); WAMP (12.50%); LDWP (10.00%);,,,,,,
,RDNG,,,,,,MAlIN-SYL - (10%); PG&E 3rd Party (12.125%); ,,,,,,
,SMUD,,,,,,CAISO (48.66%); BART (1.09%),,,,,,
,SNCL,,,,,,"4.) PACI N to S AZU, BANN, COLT has seasonal rights; PG&E has set aside",,,,,,
,TID,,,,,,seasonal transmission for PG&E/PSEI exchange.,,,,,,
,WAMP,,,,,,,,,,,,
CRAIG,WACM,,,WACM,CRAIG-RIFLE 345-KV LINE,,,,,,,,
,TSGT,,,,CRAIG-BEARS EARS 345-KVLINE,,,,,,,,
,PSCO,,,,CRAIG-AUTL 345-KV LINE,,,,,,,,
,PRPA,,,,CRAIG-RIFLE 230-KV LINE,,,,,,,,
,SRP,,,,CRAIG-HAYDEN 230-KV LINE #1,,,,,,,,
,PACE,,,,CRAIG-HAYDEN 230-KV LINE #2,,,,,,,,
CRYSTAL,NEVP,NEVP,LADWP,NEVP,MCCULLOUGH-CRYSTAL-NAVAJO,NEVP/LADWP, NEVP has transmission rights on MCC-CRY-NAVAJO line,,,,,,
,NEVP,LDWP,LDWP,LDWP,CRYSTAL 500- MCCULLOUGH 500,"LDWP, NEVP, SRP",MCCULLOUGH IS INTERNAL TO LDWP,,,,,,
,,LDWP,NEVP,NEVP,CRYSTAL 500 - NEVP,NEVP,,,,,,,
ELDORADO,CAISO,CAISO,AZPS,AZPS,ELDORADO - MOENKOPI  500KV LINE - CAISO; ELDORD_5_PSUEDO,CAISO,CAISO schedules can be on the 4 Corners-Moenkopi or the   NPC has transmission rightrs,,,,,,
,NEVP,CAISO,CAISO,WALC,ELDORADO - MEAD 230 KV LINE (CAISO; MEAD_2_WALC) ,WALC,Eldorado-Moenkopi lines or both.  Merchant (MHT) to ELD-ISO-NEVP ties w/ISO,,,,,,
,SRP,CAISO,CAISO,CAISO,ELDORADO - LUGO 500 KV LINE,Internal to the CAISO,,,,,,,
, ,CAISO,CAISO,CAISO,ELDORADO - MOHAVE 500 KV LINE,Internal to the CAISO,,,,,,,
,LDWP,CAISO,LDWP,LDWP,ELDORADO-McCULLOUGH 500KV LINE (CAISO; ELDORD_5_MCLLGN),LDWP,,,,,,,
FLAMING GORGE,WACM,,,WACM,FLAMING GORGE-VERNAL 230-KV #1,,,,,,,,
,PACE,,,,FLAMING GORGE-VERNAL 230-KV #2,,,,,,,,
,,,,,FLAMING GORGE-FIREHOLE 230-KV,,,,,,,,
FOUR CORNERS,AZPS,AZPS,AZPS,AZPS,4CORNERS-MOENKOPI 500KV LINE,CAISO,CAISO schedules can be on the 4 Corners-Moenkopi or the,,,,,,
PATH 22 >>,CAISO,AZPS,AZPS,AZPS,4CORNERS-CHOLLA #1 & #2 500 KV LINES,AZPS,Eldorado-Moenkopi lines or both.,,,,,,
FOUR CORNERS-,PAC,AZPS,PAC,PAC,4CORNERS-PINTO 345KV LINE,PAC,,,,,,,
MOENKOPI 500 and ,PNM,AZPS,PNM,PNM,4CORNERS-WEST MESA 345KV LINE,PNM;EPE,,,,,,,
FOUR CORNERS-,WALC,AZPS,PNM,PNM,4CORNERS-GALLEGOS 230KV LINE,PNM,,,,,,,
CHOLLA 345,,AZPS,PNM,PNM,4CORNERS-SAN JUAN 345KV LINE,PNM;TEPC,,,,,,,
,,AZPS,WALC,WALC,4CORNERS-SHIPROCK 230KV,SRP;TEPC,,,,,,,
,,,,,4CORNERS 230/345KV TRANSFORMER,AZPS;PNM;SRP,,,,,,,
PATH 23 >>,,,,,4CORNERS 345/500 KV TRANSFORMER,AZPS;PNM;SRP,,,,,,,
GONDER,SPP,SPP,SPP,PAC,PAVANT 230KV SUBSTATION,,,,,,,,
,SPP,SPP,SPP,LDWP,INTERMOUNTAIN POWER PROJECT,,,,,,,,
,LDWP,SPP,LDWP,LDWP,GONDER 230 - INTERMNT PWR PRJT 230,"ANHM, GLEN, PASA, LDWP, BUR, RVS, DES",INTERMNT is not a POR nor a POD.,,,,,,
HARRY ALLEN,NEVP,NEVP,NEVP,NEVP,HARRY ALLEN-RED BUTTE,NEVP/PACE,NEVP interfaces with PACE at RED BUTTE,,,,,,
,NEVP,NEVP,NEVP/pace,NEVP,HARRY ALLEN-CRYSTAL 230KV LINE,NEVP/LADWP,NEVP system ties at CRYSTAL with NAVAJO-McCULLOUGH,,,,,,
HILLTOP,SPP,PAC,BPA,SPP,RENO-ALTURAS 345KV LINE,,"PCW, BPA, & SPP coordinate scheduling",,,,,,
,,,,,MALIN-HILLTOP 230KV LINE,,,,,,,,
IDAHO-NORTHWEST,IPCO,,,,,,,,,,,,
,PPW,IPCO,,PPW,ENPR,IPCO;PAC,"Midpoint-Summerlake 500 kV line, Hells Canyon-Enterprise 230 kV line",,,,,,
,BPA,IPCO,,BPA,LGBP,IPCO;BPA,Brownlee-LaGrande 230 kV line (interchange occurs at LGBP),,,,,,
,AVA,IPCO,,AVA,LOLO,IPCO;AVA,Oxbow-Lolo 230 kV line (interchange occurs at LOLO),,,,,,
IMPERIAL VALLEY,CAISO              IID,IID,CAISO/IID,IID,230 KV TL 230S (IMPERIAL VALLEY-EL CENTRO)(CAISO:IVALLY_2_230S),,,,,,,,
JIM BRIDGER,IPCO,PPW,,IPCO,JBSN,IPCO;PAC,JIM BRIDGER-GOSHEN 345 KV LINE,,,,,,
,PPW,,,,,,JIM BRIDGER-BORAH 345 KV LINE,,,,,,
,,,,,,,JIM BRIDGER-KINPORT 345 KV LINE,,,,,,
McCULLOUGH 500,LADWP,LDWP,LDWP,WALC,McCULLOUGH 500- McCULLOUGH 230 ,"SRP, NEVP, LDWP
INTERNAL TO LDWP",,,,,,,
, ,LDWP,LDWP,WALC,McCULLOUGH 500-MARKETPLACE 500KV LINE,ANAH; AZPS; AZU; BANN; BURB; COLT; GLEN; LDWP; MSR; PASA; RVSD; SRP; VERN; WALC,,,,,,,
, ,LDWP,LDWP,NEVP,McCULLOUGH 500-CRYSTAL 500KV LINE,LDWP;NEVP;SRP,,,,,,,
,,LDWP,LDWP,LDWP,McCULLOUGH 500-VICTORVILLE #1 & #2 500KV LINES,"Internal to the LDWP BUR, GLN, PAS ON LINE 2",,,,,,,
,SRP,LDWP,LDWP,LDWP,McCULLOUGH-NAVAJO 500KV LINE,LDWP;NEVP;SRP,Inter faces with NEVP @ CRYSTAL path = (MCC/CRY/NAVAJO) .,,,,,,
McCULLOUGH 230,LADWP,LDWP,LDWP,LDWP,McCULLOUGH 230- McCULLOUGH 500 ,"SRP, NEVP, LDWP
INTERNAL TO LDWP",,,,,,,
,NEVP,LDWP,LDWP,NEVP,McCULLOUGH 230-FAULKNER 230KV LINE,NEVP, internal to NEVP system,,,,,,
,NEVP,LDWP,NEVP,NEVP,McCULLOUGH 230 -ARDEN 230KV LINE,NEVP,internal to NEVP system,,,,,,
,NEVP,LDWP,NEVP,NEVP,McCULLOUGH 230 -TOLSON 230KV LINE,NEVP, internal to NEVP system,,,,,,
,,LDWP,WALC,WALC,McCULLOUGH 230 -DAVIS 230KV LINE,"SRP, LDWP",,,,,,,
,,LDWP,WALC,WALC,McCULLOUGH 230 - MEAD 230KV LINE,"SRP, LDWP, BUR GLN, PAS, ",,,,,,,
MEAD,AEPCO,WALC,LDWP,LDWP,MEAD-McCULLOUGH #1 & #2 230KV LINES(CAISO:MEAD_2_WALC),"SRP, LDWP, BUR, GLN, PAS,",SRP's rights are Mead to McCullough only.,"MWD has connection at Mead and I believe LADWP, SCE, SRP, APS, Nevada, WALC",,,,,
,ANHM,WALC,WALC,AZPS,MEAD-WESTWING 500KV LINE,AZPS;AZU;BANN;BURB;COLT;  LDWP;MSR;RVSD;SRP;VERN;WALC,,have rights at MEAD Also.  But you may want to verify this with each,,,,,
,AZUA,WALC,WALC, ,MEAD-LIBERTY 345KV LINE,SRP,,company,,,,,
,BANN,WALC,WALC,WALC,MEAD-DAVIS 230KV LINE,SRP,,,,,,,
,CAISO              IID,WALC,MWD,MWD,MEAD-CAMINO #1 & #2 230KV LINES,WALC;MWD,,,,,,,
,CDWR,WALC,WALC,WALC,MEAD-HOOVER #1 & #2 230KV LINES,WALC,,,,,,,
,NEVP,WALC,NEVP,WALC,MEAD-WINTERWOOD 230KV LINE,NEVP,WALC MD2 to internal NEVP system,,,,,,
,LDWP             MWD                ,WALC,WALC,WALC,MEAD-NEWPORT 230KV LINE,WALC,CRC transmission?,,,,,,
,NEVP,WALC,,,MEAD-DECATUR 230KV LINE,NEVP,WALC MD2 to internal NEVP system,,,,,,
,RVSD,WALC,,,MEAD-PAHRUMP 230KV LINE,,,,,,,,
,SRP,WALC,WALC,LDWP,MEAD-MARKETPLACE 500KV LINE,ANAH; AZPS; AZU; BANN;BURB;COLT; GLEN;LDWP;MSR; PASA;RVSD;SRP; VERN; WALC,,,,,,,
,VERN,WALC,LDWP,LDWP,MEAD-VICTORVILLE 287.5KV LINE,"LDWP, BUR, GLN, PAS",,,,,,,
,WALC,CAISO,CAISO,WALC,ELDORADO - MEAD 230 KV LINE (CAISO; MEAD_2_WALC) ,WALC,,,,,,,
MERCHANT,NEVP,NEVP,CAISO,CAISO,MERCHANT-ELDORADO,CAISO,NEVP interfaces with CAISO,,,,,,
DOUGLAS SWITCHYARD,DOPD,DOPD,DOPD,DOPD,DOUGLAS SWITCHYARD-230 Kv,DOPD,Scheduling per applicable NERC/WSCC criteria,,,,,,
(WELLS DAM),PSEI,,,,BPA/CHPD have a direct interconnect with,PSEI,,,,,,,
,PGE,,,,DOPD at Douglas Switchyard,PGE,,,,,,,
,PAC,,,,,PAC,,,,,,,
,WWPC,,,,,WWPC,,,,,,,
,OKPD,,,,,OKPD,,,,,,,
MID COLUMBIA BUSSES,CHN,BPA,GCPD,BPA,MIDWAY SUBSTATION - GCPD,,1) The Mid Columbia bus consists of switchyards,,,,,,
,COLQ,BPA,GCPD,BPA,VANTAGE SUBSTATION - GCPD,,"at Generating Stations: Rocky Reach, ",,,,,,
,CWZ,BPA,GCPD;CHPD,BPA,COLUMBIA SUBSTATION - GCPD & CHPD,,"Rock Island, Wanapum, and Priest rapids.  ",,,,,,
,EWEB,BPA,CHPD,BPA,ROCKY REACH SUBSTATION - CHPD,,2) BPA has no scheduling rights at these,,,,,,
,GRT,BPA,,BPA,,,"busses, but has transmission to eachcontrol area.",,,,,,
,PAC,,,,,,3) BPA is involved only when wheeling energy to or from Mid-C,,,,,,
,PGE,,,,,,through BPA transmission (3/12/99),,,,,,
,PSEI,,,,,,4). In order to schedule on BPA transmission from the Mid Columbia,,,,,,
,SCL,,,,Interchange points with BPA Transmission,,"busses, you must schedule  with a 'BPA recognized control area'",,,,,,
,TCL,,,,and the related control areas:,,interconnected with BPA at Mid C.,,,,,,
,WWPC,,,,,,,,,,,,
,,PAC,,,PAC/WWP has a direct interconnect with GCPD at Wanapum,,,,,,,,
,,PSEI,,,PSEI has a direct interconnect with CHPD at Rocky Reach.,,,,,,,,
MIDPOINT-HUMBOLT,IPCO,SPP,,IPCO,NVLY,,Northbound schedules go from N. Valmy to IPC.  ,,,,,,
,SPP,IPCO,,SPP,HMBT,,Southbound schedules go from IPC to Humbolt,,,,,,
MONA,LDWP,LDWP,PACE,PACE,MONA- ???????   PACE,,,,,,,,
,PACE,PACE,LDWP,LDWP,MONA- INTERMNT PWR PRJT LINES 1&2,"ANAHM, GLEN, PASA,LDWP, BUR, RVS, DES, UAMPS",Intermnt is not a POR nor a POD and is Internal to LDWP,,,,,,
,,PACE,LDWP,SPP,MONA 345 - GONDER 230- ,"ANAHM, GLEN, PASA,LDWP, BUR, RVS, DES",,,,,,,
MIDWAY500,CISO,CISO,CISO,LDWP,MIDWAY500 - SYLMAR,"LDWP, TID, CISO",,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
MARKETPLACE 500,LDWP,WALC,LDWP,LDWP,MARKETPLACE 500 - MCCULLOUGH 500,ANAH;AZPS;AZU;BANN;BURB;COLT;GLEN;LDWP;MSR;PASA;RVSD;SRP;VERN;WALC,MCCULLOUGH IS INTERNAL TO LDWP,,,,,,
,WALC,WALC,LDWP,CISO,MARKETPLACE 500 - VICTORVILLE/LUGO MIDPNT 500,ANAH;AZU;BANN;BURB;COLT;GLEN;LDWP;MSR;PASA;RVSD;VERN;WALC,,,,,,,
,,LDWP,WALC,WALC,MARKETPLACE 500 - MEAD 500,ANAH;AZPS;AZU;BANN;BURB;COLT;GLEN;LDWP;MSR;PASA;RVSD;SRP;VERN;WALC,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
MIDWAY,WACM,,,WACM,MIDWAY-BIG SANDY 230-KV LINE,,,,,,,,
,PSCO,,,,MIDWAY-NIXON 230-KV LINE,,,,,,,,
,TSGT,,,,MIDWAY-MIDWAY(PSCO),,,,,,,,
,WPE,,,,MIDWAY-NIXON 115-KV LINE,,,,,,,,
,CCS,,,,MIDWAY-WESTSTAION 115-KVLINE,,,,,,,,
,,,,,MIDWAY-RANCHO 115-KV LINE,,,,,,,,
MOENKOPI,AZPS,AZPS,AZPS,CAISO,MOENKOPI-ELDORADO 500KV LINE (CAISO; MOENKO_5_PSUEDO),CAISO,,,,,,,
,CAISO,AZPS,AZPS,AZPS,MOENKOPI-4CORNERS 500KV LINE (CAISO; MOENKO_5_PSUEDO),CAISO,,,,,,,
,,AZPS,AZPS,AZPS,MOENKOPI-WESTWING 500KV LINE,AZPS;SRP;TEPC,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
MOHAVE,CAISO,CAISO,CAISO,CAISO,MOHAVE-LAUGHLIN 500KV LINE(CAISO:MOHAVE_5_500KV), ,,,,,,,
,LDWP,CAISO,CAISO,CAISO,MOHAVE-ELDORADO 500KV LINE,SRP,,,,,,,
,NEVP,CAISO,CAISO,CAISO,MOHAVE-LUGO 500KV LINE,"NEVP, CAISO, ",NEVP has scheduling rights,,,,,,
,SRP,,,,,,,,,,,,
NAVAJO,AZPS,AZPS,AZPS,AZPS,NAVAJO-MOENKOPI 500KV LINE,AZPS;SRP;TEPC,,,,,,,
,LDWP,AZPS,AZPS,AZPS,NAVAJO-WESTWING 500KV LINE,AZPS;SRP;TEPC,,,,,,,
,NEVP,AZPS,LDWP,LDWP,NAVAJO-McCULLOUGH 500KV LINE,"SRP;NEVP,LDWP",Inter faces with NEVP @ CRYSTAL (MCC/CRY/NAVAJO) .,,,,,,
,SRP,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
NOB,LDWP,BPA,LDWP ,LDWP,NOB - SYLMAR+500KV DC LINE,"ANAH, AZU, BANN, BURB, CAISO, COLT, GLEN, LDWP,  PASA, RVSD, VERN","(1) As the point where the +/- 1000-kV Pacific Northwest DC Line crosses the Nevada-Oregon border, NOB is the control area tiepoint between BPA and LDWP, so there is no ""host control area"" per se. 
(2) NOB is not a trading hub in the formal sense;  energy may not be dropped off or ""picked up"" there without associated transmission to Celilo (the northern terminal) or to Sylmar (the southern terminal).  To schedule on SCE's, SDGE's or PG&E's rights (among others), one should contact a CaISO Scheduling Coordinator.","From NOB to Sylmar, the CA is actually LDWP.  We sometimes encounter checkout problems when people incorrectly put ""CISO"" as the control area on the tag.  I believe the confusion may be caused by:   the fact that CISO Participating Transmission Owners currently own a  majority of the transmission capacity there, and  the fact that CISO is the CA in charge of the COB to Sylmar path (on which, incidentally, LDWP has rights).  The strange result of this is that LDWP must contact CISO to schedule from COB to Sylmar, and CISO must contact LDWP to schedule from NOB to Sylmar.","From NOB to Sylmar, the CA is actually LDWP.  We sometimes encounter checkout problems when people incorrectly put ""CISO"" as the control area on the tag.  I believe the confusion may be caused by:   the fact that CISO Participating Transmission Owners currently own a  majority of the transmission capacity there, and  the fact that CISO is the CA in charge of the COB to Sylmar path (on which, incidentally, LDWP has rights).  The strange result of this is that LDWP must contact CISO to schedule from COB to Sylmar, and CISO must contact LDWP to schedule from NOB to Sylmar.","From NOB to Sylmar, the CA is actually LDWP.  We sometimes encounter checkout problems when people incorrectly put ""CISO"" as the control area on the tag.  I believe the confusion may be caused by:   the fact that CISO Participating Transmission Owners currently own a  majority of the transmission capacity there, and  the fact that CISO is the CA in charge of the COB to Sylmar path (on which, incidentally, LDWP has rights).  The strange result of this is that LDWP must contact CISO to schedule from COB to Sylmar, and CISO must contact LDWP to schedule from NOB to Sylmar.","From NOB to Sylmar, the CA is actually LDWP.  We sometimes encounter checkout problems when people incorrectly put ""CISO"" as the control area on the tag.  I believe the confusion may be caused by:   the fact that CISO Participating Transmission Owners currently own a  majority of the transmission capacity there, and  the fact that CISO is the CA in charge of the COB to Sylmar path (on which, incidentally, LDWP has rights).  The strange result of this is that LDWP must contact CISO to schedule from COB to Sylmar, and CISO must contact LDWP to schedule from NOB to Sylmar.","From NOB to Sylmar, the CA is actually LDWP.  We sometimes encounter checkout problems when people incorrectly put ""CISO"" as the control area on the tag.  I believe the confusion may be caused by:   the fact that CISO Participating Transmission Owners currently own a  majority of the transmission capacity there, and  the fact that CISO is the CA in charge of the COB to Sylmar path (on which, incidentally, LDWP has rights).  The strange result of this is that LDWP must contact CISO to schedule from COB to Sylmar, and CISO must contact LDWP to schedule from NOB to Sylmar.","From NOB to Sylmar, the CA is actually LDWP.  We sometimes encounter checkout problems when people incorrectly put ""CISO"" as the control area on the tag.  I believe the confusion may be caused by:   the fact that CISO Participating Transmission Owners currently own a  majority of the transmission capacity there, and  the fact that CISO is the CA in charge of the COB to Sylmar path (on which, incidentally, LDWP has rights).  The strange result of this is that LDWP must contact CISO to schedule from COB to Sylmar, and CISO must contact LDWP to schedule from NOB to Sylmar."
,BPA,LDWP,BPA ,BPA,NOB - CELILO +500KV DC LINE,"BPA,  PAC",,,,,,,
NORTH GILA 69KV,CAISO                AZPS,AZPS,CAISO/AZPS,CAISO,NORTH GILA 500/69KV TRANSFORMER (CAISO:NGILA_5_NG4),AZPS;IID'SDGE,,,,,,,
PALO VERDE,AZPS,SRP,CAISO,CAISO,PALO VERDE-DEVERS 500KV LINE (CAISO:PVERDE_5_DEVERS),"CAISO;LDWP, AZU, BAN, COLT, TID, GLEN","1) SCPPA is LDWP,AZU,BAN, COLT, BURB, GLEN, PASA, ANAH,VERN,RVSD, IID - LDWP & IID normally schedule at PV, all others normally schedule entitlement at Westwing",,,,,,
,CAISO  ,SRP,CAISO,CAISO,PALO VERDE-NORTH GILA 500KV LINE (CAISO:PVERDE_5_NG4),AZPS;IID;CAISO,2)  TEP has contractual rights at PV in an exchange with PNM and/or EPE and wheeling rights to/from PV,,,,,,
,,SRP,SRP,SRP,PALO VERDE-KYRENE 500KV LINE,AZPS;EPE;PNM;SRP,3) PAC has rights at PV from AZPS,,,,,,
,SRP,SRP,SRP,AZPS,PALO VERDE-WESTWING #1 & #2 500KV LINES,AZPS;EPE;PNM;SRP,4) For interconnection into the CAISO either the Devers or the North Gila line must be identified,,,,,,
PATH C,PPW,PPW,,IPCO,PATHC-BOBR,PPW;IPCO,BORAH-BEN LOMOND 230 KV LINE,,,,,,
,IPCO,(PATHC),,(BOBR),,,GRACE-GOSHEN 230 KV LINE,,,,,,
,,,,,,,BRADY-TREASURETON 230 KV LINE,,,,,,
,,,,,,,AMERICAN FALLS-WHEELON 138 KV LINE,,,,,,
SAN JUAN,WALC                 WALM,PNM,,PNM,SAN JUAN-OJO 345KV LINE,,1) Ties connecting to San Juan Bus and associated control areas:,,,,,,
,FARM,PNM,PNM,,SAN JUAN -B-A- 345KV LINE,,Shiprock - WALC,,,,,,
,COA,PNM,,WACM,SAN JUAN-WATERFLOW 345KV LINE,,Waterflow (WACM0,,,,,,
,Los Alamos County,PNM,,,SAN JUAN-McKINLEY #1 & #2 500KV LINES,,4 Corners (AZPS),,,,,,
,PNM,PNM,,,SAN JUAN-4CORNERS 345KV LINE,,McKinley (TEP,,,,,,
,SCAPPA,PNM,PNM,AZPS,,,,,,,,,
,TEPC,,,,,,,,,,,,
,Tri-State,,,,,,,,,,,,
,,PNM,,WALC,SAN-JUAN 345-SHIPROCK230,PNM; TEPC; WALC,,,,,,,
SHIPROCK 230,WALC                 ,WALC,PNM,PNM,SHIPROCK230 - SAN JUAN 345,PNM; TEPC; WALC,,,,,,,
,PNM,,,,,,,,,,,,
,TEPC,,,,SHIPROCK230-FOURCORNERS,,,,,,,,
,,,,,,,,,,,,,
SILVER PEAK,SPP,SPP,SPP,CAISO,SILVER PEAK #501 & #502 55KV LINES,,,,,,,,
,CAISO,,,,,,,,,,,,
SUMMIT,CAISO,CAISO,SPP,SPP,DRUM -SUMMIT #1 & #2 115KV LINES (CAISO:SUMITM_1_SPP),,,,,,,,
,NCPA,CAISO,SPP,SPP,SPAULDING-SUMMIT 60KV LINE,,,,,,,,
,SPP,,,,,,,,,,,,
SYLMAR,CAISO,LDWP,LDWP,BPA,SYLMAR-NOB +500KV LINE(CAISO:SYLMAR_2_NOB),"ANAH, AZU, BANN, BURB, CAISO, COLT, GLEN, LDWP, PASA, RVSD, VERN","1)Converters 1,2,3&4 are considered part of the DC interconnection, which is a separate interface from Sylmar",,,,,,
,LDWP,LDWP,,LDWP,AT SYLMAR SUB:  BANK E 230/220KV (CAISO; SYLMAR_2_LDWP),"ANAH, AZU, BANN, BURB, CAISO, COLT, GLEN, LDWP, PASA, RVSD, VERN",,,,,,,
, ,LDWP,,LDWP,AT SYLMAR SUB:  BANK F 230/220KV (CAISO; SYLMAR_2_LDWP),"ANAH, AZU, BANN, BURB, CAISO, COLT, GLEN, LDWP, PASA, RVSD, VERN",,,,,,,
, ,LDWP,CAISO,BPA,SYLMAR - MALIN ,"LDWP, CISO",,,,,,,
, ,LDWP,CAISO,CAISO,SYLMAR - DEVERS,"LDWP, AZU, BAN, COLT, TID, IID, CISO",,,,,,,
, ,LDWP,CAISO,CAISO,SYLMAR - MIDWAY500,"LDWP, TID, CISO",,,,,,,
, ,,,,,,,,,,,,
, ,,,,,,,,,,,,
, ,,,,,,,,,,,,
TIJUANA,CAISO           CFE,CFE,CAISO/CFE,CAISO,230 KV TL 23040 (MIGUEL-TIJUANA)(CAISO:TJUANA_2_23040),,,,,,,,
VICTORVILLE/LUGO MIDPOINT,LDWP/CISO,LDWP ,LDWP/CISO,CAISO,VICTORVILLE-LUGO 500KV LINE(CAISO:LUGO_5_VICTVL),"ANAH, AZU, BANN, BURB, COLT, GLEN, LDWP, MSR, PASA, RVSD, CAISO, VERN, WALC","(1) The actual control area tiepoint is not in the switchyard -- it's the midpoint of the Victorville-Lugo 500-kVac line.  Therefore, inter-area energy received at Victorville is deemed delivered at Lugo, and vice-versa.",,,,,,
,,CISO,LDWP,WALC,VICTORVILLE/LUGO MIDPNT 500 - MARKETPLACE500,"ANAH, AZU, BANN, BURB, COLT, GLEN, LDWP, MSR, PASA, RVSD,  VERN, WALC",This is a path.,,,,,,
, ,,,  , ,,,,,,,,
VICTORVILLE 500,LDWP,LDWP,,LDWP,VICTORVILLE - McCULLOUGH #1 & #2 500KV LINES,"BUR, GLEN, PASA, LDWP
INTERNAL TO LDWP", ,,,,,,
