 Season Schedule,,,,,,,
Date,Game Number,Visiting Team,Visiting Score,Home Team,Home Score,Game Time/Status,Venue
2013-02-08,681,Rockford,4,Peoria,2,Final ,"Carver Arena Peoria, IL"
2013-02-10,703,Peoria,0,Milwaukee,1,Final ,"BMO Harris Bradley Center Milwaukee, WI"
2013-02-13,715,Rockford,3,Peoria,5,Final ,"Carver Arena Peoria, IL"
2013-02-15,724,Abbotsford,1,Peoria,4,Final ,"Carver Arena Peoria, IL"
2013-02-16,738,San Antonio,4,Peoria,3,Final SO *,"Carver Arena Peoria, IL"
2013-02-20,760,Rockford,4,Peoria,0,Final ,"Carver Arena Peoria, IL"
2013-02-22,771,San Antonio,0,Peoria,5,Final ,"Carver Arena Peoria, IL"
2013-02-23,783,Chicago,3,Peoria,0,Final ,"Carver Arena Peoria, IL"
2013-03-01,810,Peoria,1,Rockford,4,Final ,"BMO Harris Bank Center Rockford, IL"
2013-03-02,820,Grand Rapids,1,Peoria,4,Final ,"Carver Arena Peoria, IL"
2013-03-05,842,Peoria,0,Lake Erie,2,Final ,"Quicken Loans Arena Cleveland, OH"
2013-03-07,847,Peoria,3,Lake Erie,2,Final ,"Quicken Loans Arena Cleveland, OH"
2013-03-09,866,Peoria,1,Hamilton,3,Final ,"Copps Coliseum Hamilton, ON"
2013-03-10,882,Peoria,1,Toronto,4,Final ,"Ricoh Coliseum Toronto, ON"
2013-03-13,887,Peoria,0,Milwaukee,2,Final ,"BMO Harris Bradley Center Milwaukee, WI"
2013-03-16,910,Peoria,4,Rockford,0,Final ,"BMO Harris Bank Center Rockford, IL"
2013-03-17,921,Grand Rapids,2,Peoria,3,Final OT *,"Carver Arena Peoria, IL"
2013-03-19,927,Grand Rapids,1,Peoria,4,Final ,"Carver Arena Peoria, IL"
2013-03-22,938,Peoria,1,Milwaukee,3,Final ,"BMO Harris Bradley Center Milwaukee, WI"
2013-03-23,953,Chicago,0,Peoria,3,Final ,"Carver Arena Peoria, IL"
2013-03-24,965,Toronto,2,Peoria,3,Final SO ,"Carver Arena Peoria, IL"
2013-03-29,989,Oklahoma City,4,Peoria,2,Final ,"Carver Arena Peoria, IL"
2013-03-30,1002,Lake Erie,0,Peoria,2,Final ,"Carver Arena Peoria, IL"
2013-04-06,1038,Rockford,5,Peoria,4,Final ,"Carver Arena Peoria, IL"
2013-04-07,1050,Peoria,1,Rockford,4,Final ,"BMO Harris Bank Center Rockford, IL"
2013-04-10,1058,Rockford,0,Peoria,4,Final ,"Carver Arena Peoria, IL"
2013-04-13,1077,Peoria,4,Grand Rapids,3,Final OT ,"Van Andel Arena Grand Rapids, MI"
2013-04-16,1097,Charlotte,4,Peoria,3,Final OT ,"Carver Arena Peoria, IL"
2013-04-19,1104,Peoria,1,Grand Rapids,3,Final ,"Van Andel Arena Grand Rapids, MI"
2013-04-20,1123,Charlotte,5,Peoria,0,Final ,"Carver Arena Peoria, IL"
2013-04-21,1137,Milwaukee,3,Peoria,0,Final ,"Carver Arena Peoria, IL"
