ATHLETE FIRST,ATHLETE LAST,NATIONALITY,START NUMBER,SWIM,T1,BIKE,T2,RUN,POSITION,TOTAL TIME,PROGRAM
Gabriele,Pertusati,ITA,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,DNS,00:00:00,Elite Men
Giampaolo,Sala,ITA,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,DNS,00:00:00,Elite Men
Tomas,Vitek,CZE,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,DNS,00:00:00,Elite Men
Leanda,Cave,GBR,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,1,02:13:55,Elite Women
Silvia,Gemignani,ITA,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,2,02:14:32,Elite Women
Ana,Burgos,ESP,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,3,02:14:56,Elite Women
Lucie,Zelenkova,CZE,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,4,02:16:02,Elite Women
Olga,Generalova,RUS,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,5,02:16:23,Elite Women
Merja,Kiviranta,FIN,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,6,02:17:07,Elite Women
Nina,Anisimova,RUS,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,7,02:17:51,Elite Women
Heather,Williams,GBR,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,8,02:18:43,Elite Women
Beatrice,Lanza,ITA,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,9,02:19:21,Elite Women
Jessi,Stensland,USA,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,10,02:19:46,Elite Women
Ana Rita,Cabrita,POR,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,11,02:20:11,Elite Women
Eva,Bramboeck,AUT,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,12,02:23:52,Elite Women
Maria,Areosa,POR,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,DNS,00:00:00,Elite Women
Nadia,Cartassa,ITA,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,DNS,00:00:00,Elite Women
Vanessa,Fernandes,POR,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,DNS,00:00:00,Elite Women
