Providence Season Schedule,,,,,,,
Date,Game Number,Visiting Team,Visiting Score,Home Team,Home Score,Game Time/Status,Venue
2013-01-31,635,Providence,3,Bridgeport,2,Final SO ,"Webster Bank Arena Bridgeport, CT"
2013-02-01,646,Albany,1,Providence,5,Final ,"Dunkin' Donuts Center Providence, RI"
2013-02-02,662,Providence,2,Worcester,0,Final ,"DCU Center Worcester, MA"
2013-02-10,704,Manchester,2,Providence,3,Final ,"Dunkin' Donuts Center Providence, RI"
2013-02-11,682,Portland,5,Providence,2,Final *,"Dunkin' Donuts Center Providence, RI"
2013-02-12,690,Providence,5,Manchester,4,Final SO *,"Verizon Wireless Arena Manchester, NH"
2013-02-15,725,Bridgeport,3,Providence,7,Final ,"Dunkin' Donuts Center Providence, RI"
2013-02-16,732,Providence,5,Bridgeport,3,Final ,"Webster Bank Arena Bridgeport, CT"
2013-02-17,750,Worcester,1,Providence,3,Final ,"Dunkin' Donuts Center Providence, RI"
2013-02-22,769,Providence,3,Norfolk,0,Final ,"Norfolk Scope Norfolk, VA"
2013-02-23,782,Providence,2,Norfolk,3,Final SO ,"Norfolk Scope Norfolk, VA"
2013-02-26,801,Providence,3,Portland,6,Final ,"Cumberland County Civic Center Portland, ME"
2013-03-01,60,Worcester,1,Providence,3,Final *,"Dunkin' Donuts Center Providence, RI"
2013-03-02,824,Providence,1,Springfield,2,Final SO ,"MassMutual Center Springfield, MA"
2013-03-03,836,Portland,1,Providence,7,Final ,"Dunkin' Donuts Center Providence, RI"
2013-03-08,856,W-B/Scranton,0,Providence,2,Final ,"Dunkin' Donuts Center Providence, RI"
2013-03-09,872,Providence,4,Worcester,3,Final SO ,"DCU Center Worcester, MA"
2013-03-10,879,Connecticut,4,Providence,2,Final ,"Dunkin' Donuts Center Providence, RI"
2013-03-15,898,Springfield,2,Providence,3,Final SO ,"Dunkin' Donuts Center Providence, RI"
2013-03-16,911,Providence,5,Springfield,2,Final ,"MassMutual Center Springfield, MA"
2013-03-17,922,Manchester,1,Providence,3,Final ,"Dunkin' Donuts Center Providence, RI"
2013-03-22,941,Bridgeport,1,Providence,3,Final ,"Dunkin' Donuts Center Providence, RI"
2013-03-23,959,Providence,3,Worcester,5,Final ,"DCU Center Worcester, MA"
2013-03-27,974,Providence,3,Portland,2,Final ,"Cumberland County Civic Center Portland, ME"
2013-03-29,993,Providence,3,W-B/Scranton,2,Final SO ,"Mohegan Sun Arena at Casey Plaza Wilkes-Barre, PA"
2013-03-30,1000,Providence,2,Hershey,3,Final ,"Giant Center Hershey, PA"
2013-04-05,1019,Providence,4,Albany,1,Final ,"Times Union Center Albany, NY"
2013-04-06,1035,Providence,4,Manchester,3,Final ,"Verizon Wireless Arena Manchester, NH"
2013-04-07,1046,Providence,1,Connecticut,0,Final ,"XL Center Hartford, CT"
2013-04-12,1069,Hershey,2,Providence,3,Final ,"Dunkin' Donuts Center Providence, RI"
2013-04-13,1082,Providence,2,Springfield,0,Final ,"MassMutual Center Springfield, MA"
2013-04-14,1092,Norfolk,1,Providence,4,Final ,"Dunkin' Donuts Center Providence, RI"
2013-04-19,1110,Springfield,3,Providence,5,Final ,"Dunkin' Donuts Center Providence, RI"
2013-04-20,1119,Providence,3,Bridgeport,0,Final ,"Webster Bank Arena Bridgeport, CT"
2013-04-21,1138,Norfolk,3,Providence,4,Final ,"Dunkin' Donuts Center Providence, RI"
