San Antonio Season Schedule,,,,,,,
Date,Game Number,Visiting Team,Visiting Score,Home Team,Home Score,Game Time/Status,Venue
2013-02-23,778,San Antonio,6,Grand Rapids,3,Final ,"Van Andel Arena Grand Rapids, MI"
2013-02-24,792,San Antonio,3,Grand Rapids,7,Final ,"Van Andel Arena Grand Rapids, MI"
2013-03-02,823,Chicago,1,San Antonio,2,Final ,"AT&T Center San Antonio, TX"
2013-03-08,859,San Antonio,5,Texas,4,Final SO ,"Cedar Park Center Cedar Park, TX"
2013-03-10,881,Oklahoma City,3,San Antonio,2,Final ,"AT&T Center San Antonio, TX"
2013-03-13,890,Oklahoma City,3,San Antonio,2,Final SO ,"AT&T Center San Antonio, TX"
2013-03-15,901,Houston,2,San Antonio,4,Final ,"AT&T Center San Antonio, TX"
2013-03-17,923,Abbotsford,5,San Antonio,4,Final SO ,"AT&T Center San Antonio, TX"
2013-03-19,928,San Antonio,3,Texas,4,Final ,"Cedar Park Center Cedar Park, TX"
2013-03-23,955,Oklahoma City,3,San Antonio,2,Final ,"AT&T Center San Antonio, TX"
2013-03-24,966,Rochester,3,San Antonio,0,Final ,"AT&T Center San Antonio, TX"
2013-03-28,980,Grand Rapids,1,San Antonio,4,Final ,"AT&T Center San Antonio, TX"
2013-03-29,984,San Antonio,5,Charlotte,2,Final ,"Time Warner Cable Arena Charlotte, NC"
2013-03-30,997,San Antonio,0,Charlotte,3,Final ,"Time Warner Cable Arena Charlotte, NC"
2013-04-02,1012,Chicago,6,San Antonio,3,Final ,"AT&T Center San Antonio, TX"
2013-04-04,1016,San Antonio,2,Houston,3,Final OT ,"Toyota Center Houston, TX"
2013-04-05,1026,Hamilton,4,San Antonio,2,Final ,"AT&T Center San Antonio, TX"
2013-04-07,1051,Texas,5,San Antonio,1,Final ,"AT&T Center San Antonio, TX"
2013-04-11,1061,San Antonio,3,Houston,4,Final ,"Toyota Center Houston, TX"
2013-04-13,1078,San Antonio,1,Houston,4,Final ,"Toyota Center Houston, TX"
2013-04-14,1093,Texas,8,San Antonio,2,Final ,"AT&T Center San Antonio, TX"
2013-04-16,1098,Texas,3,San Antonio,2,Final SO ,"AT&T Center San Antonio, TX"
2013-04-19,1112,Rockford,9,San Antonio,4,Final ,"AT&T Center San Antonio, TX"
2013-04-20,1126,Houston,5,San Antonio,2,Final ,"AT&T Center San Antonio, TX"
