 Season Schedule,,,,,,,
Date,Game Number,Visiting Team,Visiting Score,Home Team,Home Score,Game Time/Status,Venue
2013-01-23,600,Adirondack,5,Connecticut,6,Final OT ,"XL Center Hartford, CT"
2013-01-25,608,Albany,4,Adirondack,1,Final ,"Glens Falls Civic Center Glens Falls, NY"
2013-01-26,621,Adirondack,2,Albany,5,Final ,"Times Union Center Albany, NY"
2013-02-01,638,Norfolk,2,Adirondack,5,Final ,"Glens Falls Civic Center Glens Falls, NY"
2013-02-02,661,Adirondack,0,W-B/Scranton,3,Final ,"Mohegan Sun Arena at Casey Plaza Wilkes-Barre, PA"
2013-02-06,673,Binghamton,3,Adirondack,0,Final ,"Glens Falls Civic Center Glens Falls, NY"
2013-02-08,684,Adirondack,2,Syracuse,4,Final ,"Onondaga County War Memorial Arena Syracuse, NY"
2013-02-10,698,Syracuse,1,Adirondack,6,Final ,"Glens Falls Civic Center Glens Falls, NY"
2013-02-15,717,Albany,2,Adirondack,4,Final ,"Glens Falls Civic Center Glens Falls, NY"
2013-02-16,730,Worcester,3,Adirondack,2,Final ,"Glens Falls Civic Center Glens Falls, NY"
2013-02-17,753,Adirondack,2,Springfield,3,Final SO *,"MassMutual Center Springfield, MA"
2013-02-22,765,W-B/Scranton,2,Adirondack,1,Final *,"Wells Fargo Center Philadelphia, PA"
2013-02-23,779,Adirondack,0,Hershey,3,Final ,"Giant Center Hershey, PA"
2013-02-24,788,Binghamton,1,Adirondack,2,Final ,"Glens Falls Civic Center Glens Falls, NY"
2013-03-01,811,Adirondack,2,Springfield,7,Final *,"MassMutual Center Springfield, MA"
2013-03-02,817,Adirondack,3,Bridgeport,4,Final ,"Webster Bank Arena Bridgeport, CT"
2013-03-03,830,Albany,3,Adirondack,2,Final ,"Glens Falls Civic Center Glens Falls, NY"
2013-03-08,848,Springfield,1,Adirondack,2,Final ,"Glens Falls Civic Center Glens Falls, NY"
2013-03-09,860,Connecticut,3,Adirondack,4,Final ,"Glens Falls Civic Center Glens Falls, NY"
2013-03-10,873,Adirondack,2,Albany,3,Final SO ,"Times Union Center Albany, NY"
2013-03-13,888,Adirondack,3,Portland,6,Final ,"Cumberland County Civic Center Portland, ME"
2013-03-15,895,Adirondack,3,Binghamton,2,Final ,"Broome County Veterans Memorial Arena Binghamton, NY"
2013-03-17,919,Adirondack,2,Hershey,5,Final ,"Giant Center Hershey, PA"
2013-03-19,925,Adirondack,4,Norfolk,1,Final ,"Norfolk Scope Norfolk, VA"
2013-03-20,929,Adirondack,0,Norfolk,3,Final ,"Norfolk Scope Norfolk, VA"
2013-03-23,948,Adirondack,5,Connecticut,2,Final ,"XL Center Hartford, CT"
2013-03-24,960,Portland,2,Adirondack,4,Final ,"Glens Falls Civic Center Glens Falls, NY"
2013-03-29,983,Adirondack,2,Binghamton,5,Final ,"Broome County Veterans Memorial Arena Binghamton, NY"
2013-03-30,994,Bridgeport,1,Adirondack,4,Final ,"Glens Falls Civic Center Glens Falls, NY"
2013-04-05,1018,W-B/Scranton,3,Adirondack,2,Final OT ,"Glens Falls Civic Center Glens Falls, NY"
2013-04-06,1031,Rochester,5,Adirondack,4,Final SO ,"Glens Falls Civic Center Glens Falls, NY"
2013-04-07,1044,Adirondack,1,Bridgeport,4,Final ,"Webster Bank Arena Bridgeport, CT"
2013-04-12,1063,Springfield,3,Adirondack,2,Final ,"Glens Falls Civic Center Glens Falls, NY"
2013-04-13,1074,Connecticut,3,Adirondack,4,Final OT ,"Glens Falls Civic Center Glens Falls, NY"
2013-04-14,1087,Binghamton,1,Adirondack,2,Final SO ,"Glens Falls Civic Center Glens Falls, NY"
2013-04-19,1101,Hershey,2,Adirondack,1,Final ,"Glens Falls Civic Center Glens Falls, NY"
2013-04-20,1116,Springfield,3,Adirondack,2,Final ,"Glens Falls Civic Center Glens Falls, NY"
2013-04-21,1131,Adirondack,4,Albany,2,Final ,"Times Union Center Albany, NY"
