2002-2003 Public School and AEA Teacher Information,,,,,,,,,,,,,,,,,,,,,,,,
"Source: Iowa Department of Education, Bureau of Planning, Research and Evaluation, Basic Educational Data Survey, Staff and Address Files 2002-2003",,,,,,,,,,,,,,,,,,,,,,,,
Notes:    ,"Figures represent average total salaries for full-time public school staff with teaching position codes and contract days >=180 and salary >=$24,500. ",,,,,,,,,,,,,,,,,,,,,,,
             ,"5,468 full-time public school staff with teaching position codes also reported that they served in the capacity of administrator and/or student support services personnel. ",,,,,,,,,,,,,,,,,,,,,,,
5,11,414,AUDUBON,740.6,,56,2,,35070.88,24500,49015,24500,,16.0893,11.2857,,42.9107,,6,10.714285714285714,,46,34350.33,47141
18,12,423,AURELIA,343.1,,24,1,,35568,27510,41605,.,,18.2083,15.5833,,44.625,,2,8.333333333333332,,15,35121.13,41605
78,13,441,A-H-S-T,697.8,,49,2,,36177.82,27979,46008,29652.5,,18.4286,16.1224,,45.898,,8,16.3265306122449,,38,35848.29,46008
85,11,472,BALLARD,1267.7,,83,3,,38538.48,24500,54880,25207.83,,15.9518,13.0602,,41.5422,,14,16.867469879518072,,62,37934.71,52134
47,12,504,BATTLE CREEK-IDA GROVE,818.3,,60,6,,38011.1,24500,48145,24590,,16.75,14.6333,,42.7667,,8,13.333333333333334,,45,37197.2,46033
50,11,513,BAXTER,345.4,,30,1,,34129.27,26500,57613,27495.8,,13.4333,12,,40.7333,,4,13.333333333333334,,25,33347.96,46306
38,6,540,BCLUW,667.7,,44,4,,38533.41,26711,58581,.,,14.0455,12.5682,,41.6136,,2,4.545454545454546,,29,37246.14,49338
87,14,549,BEDFORD,566.5,,49,1,,34365.24,24500,43519,24500,,17.898,13.7551,,45.3469,,14,28.57142857142857,,45,33896.24,40477
6,10,576,BELLE PLAINE,713.8,,54,1,,34267.98,24975,48152,25572.5,,13.9444,10.9815,,41.1667,,5,9.25925925925926,,36,33378.14,48152
49,9,585,BELLEVUE,666,,46,2,,38356.98,24500,52433,.,,19.5435,15.7174,,46.087,,5,10.869565217391305,,45,38044.18,45799
99,2,594,BELMOND-KLEMME,798.2,,53,7,,38730.89,25460,52914,25460,,16.5849,13.1887,,44.0943,,6,11.320754716981133,,43,38215.63,50057
16,9,603,BENNETT,242,,21,3,,30839.71,24701,49500,25906,,9.6667,9.1905,,35.1429,,1,4.761904761904762,,15,30135.13,38625
6,10,609,BENTON,1696.4,,108,4,,37259.87,25325,72000,26626.4,,14.3241,11.7037,,40.1019,,21,19.444444444444446,,74,36999.04,52493
82,9,621,BETTENDORF,4089.3,,251,23,,45166.67,25374,64882,26771.86,,16.1753,13.1195,,42.5538,,124,49.40239043824701,,213,45171.85,64882
90,15,657,EDDYVILLE-BLAKESBURG,794.7,,65,5,,33901.92,25500,52660,27149.8,,11.6308,9.4154,,40.2,,12,18.461538461538463,,56,33369.54,52660
77,11,720,BONDURANT-FARRAR,966.8,,61,4,,36473.56,25140,57378,25936,,13.6557,10.6885,,39.918,,5,8.19672131147541,,46,35785.63,46259
8,11,729,BOONE,2399.9,,150,13,,39332.35,24500,53589,25166.67,,16.1533,12.0533,,42.58,,66,44,,119,38728.17,51608
84,4,747,BOYDEN-HULL,591.8,,39,7,,37231.1,26300,68490,27184,,16.0256,12.1026,,41.6154,,8,20.51282051282051,,29,35731.03,45178
41,2,819,WEST HANCOCK,658.5,,54,7,,34604.54,25274,56274,25274,,13.7778,10.9444,,40.7593,,6,11.11111111111111,,39,33836.49,56274
79,6,846,BROOKLYN-GUERNSEY-MALCOM,661.1,,49,0,,31927.53,25035,40784,28800,,14.1837,9.3265,,40.0204,,6,12.244897959183673,,36,31502,38658
95,2,873,NORTH IOWA,660.6,,44,6,,36458.52,26016,45097,31826,,19.2273,16.1136,,46.3636,,2,4.545454545454546,,34,36666.38,43201
29,16,882,BURLINGTON,4858.5,,337,6,,38687.4,24500,56869,25689.71,,16.3947,13.181,,44.362,,119,35.311572700296736,,307,38419.73,56869
15,13,914,C AND M,230,,20,3,,30628.65,24500,38370,24500,,15.15,13.7,,46.1,,4,20,,14,28945.93,34290
35,2,916,CAL,299.5,,25,4,,32141.12,27150,40466,28905,,11.44,6.72,,41.72,,1,4,,18,31852.17,38726
23,9,918,CALAMUS-WHEATLAND,527.6,,44,2,,34268.64,25301,45977,26283.5,,12.5227,11.4091,,39.2727,,15,34.090909090909086,,38,33853.84,45977
23,9,936,CAMANCHE,910.2,,63,5,,38427.16,24500,53630,24500,,17.6825,14.9524,,44.1429,,11,17.46031746031746,,52,38107.56,49974
90,15,977,CARDINAL,666.8,,50,5,,32714.94,24500,42314,24500,,12.12,9.84,,41.88,,4,8,,40,32100.35,39977
91,11,981,CARLISLE,1398.3,,89,5,,37267.35,24500,51310,25549.67,,15.7303,12.7865,,42.427,,22,24.719101123595504,,60,38181.13,46215
14,11,999,CARROLL,1846.9,,112,7,,39767.91,27157,57046,27157,,17.4286,13.1071,,43.3571,,14,12.5,,90,39190.99,55064
7,7,1044,CEDAR FALLS,4179.1,,287,27,,41654.01,26190,58251,26810,,17.4042,12.1463,,45.0767,,119,41.46341463414634,,256,41659.95,58227
57,10,1053,CEDAR RAPIDS,17861.2,,1049,61,,41330.63,28970,64311,30178.58,,14.1478,10.3165,,41.6864,,356,33.93708293612965,,964,40686.19,62474
57,10,1062,CENTER POINT-URBANA,1088.9,,82,6,,34980.77,26389,46159,26389,,12.2683,9.3049,,38.4146,,8,9.75609756097561,,58,34464.03,45955
4,15,1071,CENTERVILLE,1681.1,,133,2,,38971.83,26000,53877,.,,16.9774,14.406,,45.218,,51,38.34586466165413,,107,38486.64,53877
56,16,1079,CENTRAL LEE,1009.4,,75,6,,41323.96,26500,54809,28071.5,,18.44,14.9067,,45.8533,,26,34.66666666666667,,66,41178.86,54809
22,1,1080,CENTRAL,611.5,,39,2,,40374.28,30397,48322,.,,19.4359,17.641,,45.3846,,11,28.205128205128204,,30,41205.03,48322
23,9,1082,CENTRAL CLINTON,1643.3,,119,9,,36162.58,24500,51332,26331.5,,14.7479,11.395,,42.8571,,20,16.80672268907563,,95,35896.42,51332
57,10,1089,CENTRAL CITY,531.3,,40,3,,33104.18,24500,58534,27795,,11.575,7.975,,40.35,,8,20,,36,32124.47,44839
27,14,1093,CENTRAL DECATUR,769,,56,1,,31047.41,24500,41199,24500,,13.5714,11.2679,,42.4821,,12,21.428571428571427,,46,29868.17,38509
60,4,1095,CENTRAL LYON,703,,52,4,,36812.6,26925,54228,30900,,18.2692,15.3846,,44.4038,,5,9.615384615384617,,33,35529.12,42877
59,15,1107,CHARITON,1396.9,,97,0,,35176.88,24500,49894,26193,,15.3093,11.3093,,42.9897,,25,25.773195876288657,,84,35239.04,49894
34,2,1116,CHARLES CITY,1730.2,,125,1,,40570.02,24500,58007,25420.75,,16.672,13.184,,44.008,,37,29.599999999999998,,101,40230,54895
24,12,1134,CHARTER OAK-UTE,305.8,,30,2,,32156.4,24500,42082,.,,12.9,7.7,,42.9333,,4,13.333333333333334,,21,32334.9,42082
18,12,1152,CHEROKEE,1132.4,,89,2,,38229.17,24500,54432,35453.5,,14.9438,10.9663,,42,,23,25.842696629213485,,63,36829.14,48328
73,13,1197,CLARINDA COMMUNITY,949.9,,93,3,,35145.33,24734,50000,27376.5,,14.7742,11.4946,,41.8602,,27,29.03225806451613,,83,34732.55,44961
99,5,1206,CLARION-GOLDFIELD,951.1,,65,3,,38261.66,27948,50325,31095.5,,13.6769,9.7846,,42.9846,,11,16.923076923076923,,52,38359.12,50325
20,14,1211,CLARKE,1449.5,,101,2,,34313.91,25230,50462,25319.2,,13.1485,10.5149,,39.9802,,28,27.722772277227726,,81,33774.73,48147
12,7,1215,CLARKSVILLE,358.5,,29,3,,33256.14,25500,45815,.,,13.2759,10.3793,,43.1034,,4,13.793103448275861,,21,32237.14,38170
21,3,1218,CLAY CENTRAL-EVERLY,502.2,,38,9,,34881.11,25500,47800,.,,15.7105,13.8684,,44.8421,,5,13.157894736842104,,26,33505.42,37932
52,10,1221,CLEAR CREEK-AMANA,1238,,99,6,,34267.19,25500,44723,26858.75,,12.4848,10.4545,,40.3838,,25,25.252525252525253,,80,33817.73,44723
87,14,1224,CLEARFIELD,119,,8,3,,27079.38,24500,33135,.,,8.5,6.875,,43.625,,2,25,,8,27079.38,33135
17,2,1233,CLEAR LAKE,1497.8,,107,6,,36459.44,25302,50515,25302,,14.1869,11.4112,,42.3364,,20,18.69158878504673,,92,35646.03,47251
23,9,1278,CLINTON,4532.2,,311,4,,37885.66,28900,58370,29683.75,,14.045,11.3633,,41.881,,91,29.260450160771708,,258,37471.04,54113
50,11,1332,COLFAX-MINGO,948.8,,61,0,,36998.34,25792,53984,26794,,12.8689,9.6721,,39.0984,,7,11.475409836065573,,51,36572.65,51922
57,10,1337,COLLEGE,3267.7,,224,10,,42016.4,27489,71898,.,,13.0491,9.3839,,39.0982,,88,39.285714285714285,,183,41499.2,57156
85,11,1350,COLLINS-MAXWELL,552.1,,41,5,,32575.27,24500,43361,25258.33,,11.3415,9.0244,,39.2683,,4,9.75609756097561,,31,32072.65,41667
85,11,1359,COLO-NESCO,615.6,,43,7,,32456,24710,53136,24710,,11.5814,8.6744,,38.7907,,4,9.30232558139535,,37,31598.62,37900
58,9,1368,COLUMBUS,1095,,80,1,,38370.01,26000,60689,27021.11,,10.4875,8.5875,,36.65,,18,22.5,,69,38117.04,60689
14,11,1413,COON RAPIDS-BAYARD,510,,42,5,,33390.24,24500,42917,26634,,17.8095,13.2619,,45.9762,,9,21.428571428571427,,28,32676.29,37668
2,14,1431,CORNING,632.2,,46,1,,34955,24500,50000,28144.33,,16.587,11.913,,44.4348,,14,30.434782608695656,,39,34141.23,43264
41,2,1449,CORWITH-WESLEY,234.7,,22,2,,29486.09,24500,36559,.,,11.0455,9.1818,,38.3636,,2,9.090909090909092,,18,29270.56,36559
78,13,1476,COUNCIL BLUFFS,9888.8,,652,16,,42380.12,28322,65058,29317.62,,16.4126,13.7163,,42.5874,,224,34.355828220858896,,605,42028.2,62563
88,14,1503,CRESTON,1494.5,,111,0,,38887.17,25325,76818,27758,,17.8108,14,,45.3604,,20,18.01801801801802,,86,38154.64,47180
25,11,1576,DALLAS CENTER-GRIMES,1549.7,,107,2,,36821.4,25093,50626,29258,,13.1215,8.1589,,40.8131,,13,12.149532710280374,,84,36212.9,50384
29,16,1602,DANVILLE,461.5,,37,2,,37322,25760,48397,25760,,15.9189,14.027,,41.9459,,1,2.7027027027027026,,33,37148.15,48397
82,9,1611,DAVENPORT,17161.7,,1063,52,,45492.86,27845,61978,29146.47,,17.159,14.7883,,45.095,,393,36.97083725305739,,974,45021.02,60103
26,15,1619,DAVIS COUNTY,1248.1,,87,2,,31430.17,24500,44612,24952.67,,17.5172,15.2874,,44.3333,,20,22.988505747126435,,73,30513.77,42232
96,1,1638,DECORAH,1502.7,,114,6,,41727.82,25264,65688,27236,,17.386,12.2544,,43.8158,,22,19.298245614035086,,91,41249.95,56948
48,10,1647,DEEP RIVER-MILLERSBURG,228.2,,10,4,,31515.6,26500,38306,.,,10.5,8.2,,37.5,,0,0,,10,31515.6,38306
23,9,1675,DELWOOD,268.2,,12,1,,33688.25,24500,40958,24500,,12.4167,9,,39.4167,,0,0,,12,33688.25,40958
24,12,1701,DENISON,1744.7,,111,5,,44383.39,29614,58099,32411,,16.2252,12.2342,,43.3514,,44,39.63963963963964,,97,44036.53,58099
9,7,1719,DENVER,695.1,,41,9,,39158.63,28483,49902,31897,,15.3902,13.2683,,43.4878,,9,21.951219512195124,,34,38363.06,49050
77,11,1737,DES MOINES INDEPENDENT,32459.1,,2268,131,,42931.92,25148,74380,30936.61,,12.7932,10.4528,,42.2465,,883,38.932980599647266,,2125,42838.29,68050
80,14,1782,DIAGONAL,96,,14,2,,27377.07,25020,30659,25472.33,,8.8571,6,,35.3571,,3,21.428571428571427,,10,27180.7,29493
38,7,1791,DIKE-NEW HARTFORD,787.6,,51,6,,38239.1,24700,48878,24700,,18.3922,14.9804,,43.451,,10,19.607843137254903,,40,37398.45,48878
99,5,1854,DOWS,177.2,,19,3,,28554.21,24643,37126,24643,,7.3158,5.8947,,35.1053,,1,5.263157894736842,,11,28338.91,35277
31,1,1863,DUBUQUE,9922.3,,615,43,,39798.27,24662,56549,26121.6,,16.387,13.0472,,42.9447,,217,35.28455284552845,,548,39733.91,56549
7,7,1908,DUNKERTON,494.2,,32,5,,34222.59,25157,43008,.,,15.6875,14.1875,,42.4375,,6,18.75,,28,33709.21,40272
43,13,1917,BOYER VALLEY,527,,46,1,,31741.7,24500,39063,29010.33,,10.3261,7.0217,,38.5,,5,10.869565217391305,,35,31631.31,39063
16,9,1926,DURANT,614.2,,49,1,,33105.51,24500,47214,24875,,12.8163,10.7959,,40.2245,,9,18.367346938775512,,38,32310,40038
99,5,1944,EAGLE GROVE,958,,58,5,,36625.91,28741,48845,31200,,16.931,13.5,,45.2931,,15,25.862068965517242,,46,36416.85,42206
61,11,1953,EARLHAM,558,,43,2,,32394.53,25655,50000,27526.5,,8.8837,5.4651,,33.4884,,2,4.651162790697675,,30,32199,40287
10,7,1963,EAST BUCHANAN,597.4,,35,6,,33671.31,24500,44589,28627.67,,15.6,12.5429,,41.6,,3,8.571428571428571,,29,32191.21,40894
49,9,1965,EAST CENTRAL,433.8,,29,5,,33557.24,24500,47031,24500,,12.0345,10,,38.4828,,4,13.793103448275861,,28,33187.61,47031
37,5,1967,EAST GREENE,437,,40,0,,33992.38,24500,48286,.,,12.725,9.025,,43.325,,6,15,,31,32714.87,41115
64,6,1968,EAST MARSHALL,775.8,,59,3,,35883.61,24500,56563,27109.5,,14.678,11.8136,,42.3559,,6,10.16949152542373,,47,34568.02,56563
67,12,1969,EAST MONONA,170.7,,12,2,,29985.83,24500,40378,24612,,10.6667,9.9167,,38.5,,0,0,,12,29985.83,40378
88,14,1970,EAST UNION,520.1,,33,5,,30748.91,25415,36285,.,,13.8182,9.9394,,41.8788,,5,15.151515151515152,,25,30376.32,35336
3,1,1972,EASTERN ALLAMAKEE,507.2,,34,1,,31711.26,24708,48025,26000,,10.9118,8.2647,,42.4412,,6,17.647058823529413,,26,30443.58,41706
97,12,1975,RIVER VALLEY,510.2,,47,1,,31426.55,25500,40396,.,,14.4255,11.383,,41.7872,,9,19.148936170212767,,36,31040.5,37848
28,1,1989,EDGEWOOD-COLESBURG,546.8,,42,6,,34452.21,24500,49866,28101,,13.9524,12.0714,,39.4524,,7,16.666666666666664,,31,33488.94,49866
42,6,2007,ELDORA-NEW PROVIDENCE,698.4,,52,4,,37048.88,27766,46857,.,,16.2885,12,,44.4231,,4,7.6923076923076925,,37,37338.73,46857
83,13,2016,ELK HORN-KIMBALLTON,319,,24,3,,34217,27726,43064,28394,,15.6667,13.1667,,41.875,,2,8.333333333333332,,16,33601.19,39353
74,3,2088,EMMETSBURG,735.5,,62,3,,38434.98,25100,63197,28179,,16.9839,12.5968,,44.4677,,9,14.516129032258066,,47,37223.47,48348
48,10,2097,ENGLISH VALLEYS,490,,38,3,,35550.68,25500,47851,.,,14.8421,12.8158,,39.7105,,3,7.894736842105263,,27,34221.89,47851
73,13,2113,ESSEX,277.6,,21,3,,32367.67,24500,42640,30134,,14.5714,10.1429,,44.1905,,3,14.285714285714285,,14,32102.71,38306
32,3,2124,ESTHERVILLE LINCOLN,1454.9,,101,5,,38504.85,24500,57740,.,,16.4554,11.5743,,43.5743,,27,26.732673267326735,,83,37727.37,57106
5,11,2151,EXIRA,339.7,,22,6,,33240.68,27954,39753,.,,15.3636,13.4091,,44.6818,,1,4.545454545454546,,20,32908.25,39753
51,15,2169,FAIRFIELD,2065,,134,7,,37816.16,25928,55037,27092,,16.7015,13.5522,,44.8806,,50,37.3134328358209,,117,37022.4,47656
36,13,2205,FARRAGUT,305.1,,23,4,,32897.78,24731,39950,26655,,12.8261,11.1739,,41.087,,3,13.043478260869565,,20,32750.9,39950
95,2,2295,FOREST CITY,1383.5,,105,9,,37489.15,24500,55069,25989.25,,17.1619,13.4952,,42.9333,,18,17.142857142857142,,91,37094.03,52913
94,5,2313,FORT DODGE,4215.8,,307,8,,39044.53,25553,54845,27490.67,,15.8306,13.3681,,43.6189,,87,28.338762214983714,,262,38787.87,54845
56,16,2322,FORT MADISON,2587.2,,159,1,,39780.66,25348,53852,25348,,17.3145,14.8239,,43.9245,,44,27.67295597484277,,139,39789.11,50118
89,15,2327,FOX VALLEY,173,,8,0,,34139.5,31716,40531,33757.33,,4.5,3.625,,33.25,,0,0,,8,34139.5,40531
19,1,2349,FREDERICKSBURG,341,,27,2,,36346.22,25934,49607,.,,16.4444,13.8889,,42.5926,,2,7.4074074074074066,,20,34914.15,40940
62,15,2367,FREMONT,187,,13,2,,30113.38,24500,38200,.,,8.6154,7.1538,,37.8462,,1,7.6923076923076925,,13,30113.38,38200
36,13,2369,FREMONT-MILLS,457.4,,30,1,,37148.7,26500,48039,28447,,19.7,17.4,,45.7333,,4,13.333333333333334,,22,37579.91,48039
47,12,2376,GALVA-HOLSTEIN,591.2,,37,7,,34346.54,25546,48986,27031,,13.5676,9.2432,,41.4595,,5,13.513513513513514,,18,33960,38883
22,1,2394,GARNAVILLO,226,,20,2,,32730.55,24500,43629,24500,,14.65,12.4,,41.15,,5,25,,16,32696.44,41627
41,2,2403,GARNER-HAYFIELD,803.8,,56,2,,37767.18,24500,50381,24500,,17.6071,13.25,,45.6964,,6,10.714285714285714,,38,37153.11,48293
60,4,2457,GEORGE,307.6,,27,1,,39669.63,28300,68640,28300,,12.3333,9.8148,,38.1852,,3,11.11111111111111,,22,37276.95,50776
85,11,2466,GILBERT,905.2,,58,10,,41042.57,25315,53097,25568.25,,15.6379,11,,42.6724,,16,27.586206896551722,,49,40026.86,50261
46,5,2493,GILMORE CITY-BRADGATE,191.1,,17,1,,34423.76,27501,58650,.,,18,16.2941,,44.7059,,1,5.88235294117647,,13,32234.23,35898
86,7,2502,GLADBROOK-REINBECK,857.1,,52,5,,35402.96,25208,45413,25208,,14.1538,12.2885,,40.8462,,7,13.461538461538462,,45,34835.71,41341
65,13,2511,GLENWOOD,2034,,140,0,,38112.46,25300,67761,28281,,14.1571,9.8071,,42.9,,35,25,,102,36796.95,49441
14,11,2520,GLIDDEN-RALSTON,401.5,,28,2,,35924.5,28105,45649,.,,15.6071,14.0714,,41.8571,,1,3.571428571428571,,18,34825.11,44732
74,3,2556,GRAETTINGER,286.2,,25,3,,31767.24,27000,46774,.,,12.56,10.24,,39.16,,1,4,,19,30164.79,37351
8,11,2570,GRAND,171.8,,9,1,,27933.33,24500,34950,24975,,8.1111,6.2222,,41.1111,,0,0,,9,27933.33,34950
12,2,2664,GREENE,361.4,,30,3,,34390.93,24500,45749,24500,,11.8333,9.8667,,38.2667,,2,6.666666666666667,,17,34088.94,45749
1,14,2673,NODAWAY VALLEY,843.5,,62,3,,36178.37,24500,47267,27130.5,,15.7419,12.7258,,43.1613,,11,17.741935483870968,,48,36361.23,45785
86,6,2682,GMG,400.2,,40,1,,33619.98,25045,44265,25045,,15.225,13.075,,41.775,,2,5,,29,33200.38,41892
79,6,2709,GRINNELL-NEWBURG,1804.1,,123,17,,36412.54,25450,55316,26601.83,,14.7398,11.3577,,42.0163,,35,28.455284552845526,,98,35948.29,46064
15,13,2718,GRISWOLD,709.5,,47,3,,36325.17,25683,47192,26343,,16.3404,12,,43,,15,31.914893617021278,,33,35762.97,47192
38,7,2727,GRUNDY CENTER,629,,45,4,,38562.38,27013,53121,.,,17.6889,14.8444,,42.9111,,5,11.11111111111111,,26,38047.15,41847
39,11,2754,GUTHRIE CENTER,512.3,,39,2,,34296.13,24500,44541,25726.67,,13.8974,10.8718,,39.5897,,1,2.564102564102564,,25,33559.8,42836
22,1,2763,GUTTENBERG,526.6,,42,0,,42001.71,32415,70000,.,,24.9286,23.619,,48.8333,,22,52.38095238095239,,29,40967.52,52237
48,10,2766,H-L-V,442,,30,5,,32751.27,25500,51250,28550,,15.2667,13.6,,43.7,,5,16.666666666666664,,23,32329.65,40675
36,13,2772,HAMBURG,349.1,,26,5,,32006.69,24500,42810,24500,,13.3462,12.0769,,42.0769,,5,19.230769230769234,,26,32006.69,42810
35,2,2781,HAMPTON-DUMONT,1256.8,,91,8,,36846.68,24741,51685,26297.5,,14.4725,10.8901,,40.2088,,12,13.186813186813188,,68,36028.22,51685
83,13,2826,HARLAN,1594.2,,99,3,,43549.63,27111,64231,.,,18.0101,13.7071,,44.7374,,29,29.292929292929294,,77,42500.26,50399
89,15,2834,HARMONY,500.9,,40,2,,33590.45,25500,43094,.,,13.875,10.8,,41.225,,4,10,,35,32568.4,39877
30,3,2846,HARRIS-LAKE PARK,313.7,,22,2,,33416.95,25018,46663,25018,,11.5455,9.5,,36.1818,,3,13.636363636363635,,18,32361.11,46663
71,4,2862,HARTLEY-MELVIN-SANBORN,837.2,,70,3,,35690.81,26450,68737,.,,16.6571,11.4,,43.8714,,11,15.714285714285714,,48,34478.69,43472
92,10,2977,HIGHLAND,641.3,,44,7,,34216.7,24500,51000,24500,,10.1818,7.3636,,38.5455,,15,34.090909090909086,,35,33098.03,47159
75,12,2988,HINTON,574.3,,39,2,,37915.87,26294,46279,26294,,16.3333,12.8205,,41.7949,,5,12.82051282051282,,29,37283.83,43443
45,1,3029,HOWARD-WINNESHIEK,1497.7,,108,5,,36430.44,24500,53820,.,,14.3796,10.1296,,41.1944,,14,12.962962962962962,,96,36601.16,53820
42,6,3033,HUBBARD-RADCLIFFE,524,,40,6,,35608.63,26500,53327,28204,,13.725,10,,42.1,,10,25,,27,35924.59,42880
7,7,3042,HUDSON,762,,48,5,,48240.02,36862,57800,.,,17.0833,13.5417,,42.4167,,10,20.833333333333336,,40,47761.48,57800
46,5,3060,HUMBOLDT,1305.4,,91,5,,38367.86,24500,55826,24500,,15.3516,11.1978,,41.5385,,20,21.978021978021978,,70,38116.8,49564
10,7,3105,INDEPENDENCE,1536.7,,113,3,,38945.12,24962,50039,25582,,15.4956,12.2124,,42.9469,,24,21.238938053097346,,103,38873.33,49450
91,11,3114,INDIANOLA,3172.1,,196,14,,40685.33,25624,56733,.,,16.2143,11.6837,,43.0357,,40,20.408163265306122,,152,41265.2,52158
61,11,3119,INTERSTATE 35,810.9,,59,2,,32356.08,24500,46360,25838,,12.8814,11.3051,,40.9661,,12,20.33898305084746,,42,32364.88,46360
52,10,3141,IOWA CITY,10768.2,,658,81,,45089.25,27003,62215,.,,16.2553,10.7036,,42.231,,307,46.6565349544073,,604,44712.82,60420
