Milwaukee Season Schedule,,,,,,,
Date,Game Number,Visiting Team,Visiting Score,Home Team,Home Score,Game Time/Status,Venue
2012-11-30,278,Chicago,2,Milwaukee,3,Final ,"BMO Harris Bradley Center Milwaukee, WI"
2012-12-05,308,Texas,2,Milwaukee,1,Final OT ,"BMO Harris Bradley Center Milwaukee, WI"
2012-12-07,316,Milwaukee,3,Rockford,5,Final ,"BMO Harris Bank Center Rockford, IL"
2012-12-09,334,Milwaukee,5,Charlotte,2,Final ,"Time Warner Cable Arena Charlotte, NC"
2012-12-11,342,Milwaukee,1,Charlotte,3,Final ,"Time Warner Cable Arena Charlotte, NC"
2012-12-14,360,Rockford,3,Milwaukee,4,Final OT ,"BMO Harris Bradley Center Milwaukee, WI"
2012-12-15,375,Milwaukee,1,Peoria,3,Final ,"Carver Arena Peoria, IL"
2012-12-16,382,Hamilton,3,Milwaukee,4,Final ,"BMO Harris Bradley Center Milwaukee, WI"
2012-12-19,395,Rockford,3,Milwaukee,1,Final ,"BMO Harris Bradley Center Milwaukee, WI"
2012-12-21,404,Rockford,1,Milwaukee,2,Final ,"BMO Harris Bradley Center Milwaukee, WI"
2012-12-27,432,Peoria,1,Milwaukee,2,Final ,"BMO Harris Bradley Center Milwaukee, WI"
2012-12-28,443,Peoria,1,Milwaukee,4,Final ,"BMO Harris Bradley Center Milwaukee, WI"
2012-12-29,454,Milwaukee,1,Rockford,4,Final ,"BMO Harris Bank Center Rockford, IL"
2013-01-03,477,Chicago,3,Milwaukee,4,Final ,"BMO Harris Bradley Center Milwaukee, WI"
2013-01-05,497,Oklahoma City,3,Milwaukee,2,Final SO ,"BMO Harris Bradley Center Milwaukee, WI"
2013-01-06,509,Grand Rapids,2,Milwaukee,3,Final SO ,"BMO Harris Bradley Center Milwaukee, WI"
2013-01-11,524,Milwaukee,2,Peoria,5,Final ,"Carver Arena Peoria, IL"
2013-01-12,541,Rockford,2,Milwaukee,1,Final OT ,"BMO Harris Bradley Center Milwaukee, WI"
2013-01-13,551,Peoria,3,Milwaukee,2,Final SO ,"BMO Harris Bradley Center Milwaukee, WI"
2013-01-19,576,Milwaukee,1,Abbotsford,2,Final ,"Abbotsford Entertainment & Sports Centre Abbotsford, BC"
2013-01-20,589,Milwaukee,0,Abbotsford,2,Final ,"Abbotsford Entertainment & Sports Centre Abbotsford, BC"
2013-01-23,603,Houston,3,Milwaukee,2,Final ,"BMO Harris Bradley Center Milwaukee, WI"
2013-01-25,613,Oklahoma City,2,Milwaukee,8,Final ,"BMO Harris Bradley Center Milwaukee, WI"
2013-01-26,628,Milwaukee,3,Peoria,2,Final OT ,"Carver Arena Peoria, IL"
2013-02-01,643,Chicago,5,Milwaukee,2,Final ,"BMO Harris Bradley Center Milwaukee, WI"
2013-02-08,678,Houston,5,Milwaukee,2,Final ,"BMO Harris Bradley Center Milwaukee, WI"
2013-02-10,703,Peoria,0,Milwaukee,1,Final ,"BMO Harris Bradley Center Milwaukee, WI"
2013-02-12,711,Abbotsford,1,Milwaukee,2,Final ,"BMO Harris Bradley Center Milwaukee, WI"
2013-02-15,723,San Antonio,4,Milwaukee,5,Final OT ,"BMO Harris Bradley Center Milwaukee, WI"
2013-02-16,737,Charlotte,8,Milwaukee,2,Final *,"BMO Harris Bradley Center Milwaukee, WI"
2013-02-17,748,Abbotsford,1,Milwaukee,3,Final ,"BMO Harris Bradley Center Milwaukee, WI"
2013-02-21,763,Milwaukee,1,Lake Erie,7,Final ,"Quicken Loans Arena Cleveland, OH"
2013-02-23,785,Milwaukee,3,Toronto,1,Final ,"Ricoh Coliseum Toronto, ON"
2013-02-24,793,Milwaukee,2,Hamilton,0,Final ,"Copps Coliseum Hamilton, ON"
2013-02-26,799,Milwaukee,1,Lake Erie,3,Final ,"Quicken Loans Arena Cleveland, OH"
2013-03-01,808,Grand Rapids,5,Milwaukee,1,Final ,"BMO Harris Bradley Center Milwaukee, WI"
2013-03-02,822,Milwaukee,3,Rockford,2,Final ,"BMO Harris Bank Center Rockford, IL"
2013-03-03,835,Grand Rapids,5,Milwaukee,1,Final ,"BMO Harris Bradley Center Milwaukee, WI"
2013-03-08,852,Chicago,3,Milwaukee,4,Final ,"BMO Harris Bradley Center Milwaukee, WI"
2013-03-09,864,Milwaukee,3,Chicago,2,Final SO ,"Allstate Arena Rosemont, IL"
2013-03-13,887,Peoria,0,Milwaukee,2,Final ,"BMO Harris Bradley Center Milwaukee, WI"
2013-03-16,908,Grand Rapids,1,Milwaukee,3,Final ,"BMO Harris Bradley Center Milwaukee, WI"
2013-03-22,938,Peoria,1,Milwaukee,3,Final ,"BMO Harris Bradley Center Milwaukee, WI"
2013-03-23,952,Toronto,3,Milwaukee,2,Final OT ,"BMO Harris Bradley Center Milwaukee, WI"
2013-03-24,962,Milwaukee,4,Chicago,1,Final ,"Allstate Arena Rosemont, IL"
2013-03-27,973,Lake Erie,1,Milwaukee,0,Final ,"BMO Harris Bradley Center Milwaukee, WI"
2013-03-29,992,Milwaukee,3,Rockford,2,Final ,"BMO Harris Bank Center Rockford, IL"
2013-03-30,998,Milwaukee,4,Chicago,3,Final ,"Allstate Arena Rosemont, IL"
2013-04-02,1011,Milwaukee,1,Rockford,2,Final ,"BMO Harris Bank Center Rockford, IL"
2013-04-05,1023,Rockford,4,Milwaukee,3,Final ,"BMO Harris Bradley Center Milwaukee, WI"
2013-04-06,1033,Milwaukee,3,Charlotte,0,Final ,"Time Warner Cable Arena Charlotte, NC"
2013-04-07,1045,Milwaukee,3,Charlotte,2,Final OT ,"Time Warner Cable Arena Charlotte, NC"
2013-04-12,1066,Milwaukee,4,Grand Rapids,1,Final ,"Van Andel Arena Grand Rapids, MI"
2013-04-13,1081,Rockford,3,Milwaukee,1,Final ,"BMO Harris Bradley Center Milwaukee, WI"
2013-04-16,1096,Chicago,2,Milwaukee,3,Final ,"BMO Harris Bradley Center Milwaukee, WI"
2013-04-19,1107,Charlotte,4,Milwaukee,6,Final ,"BMO Harris Bradley Center Milwaukee, WI"
2013-04-20,1120,Milwaukee,2,Chicago,0,Final ,"Allstate Arena Rosemont, IL"
2013-04-21,1137,Milwaukee,3,Peoria,0,Final ,"Carver Arena Peoria, IL"
