,,
Feb-2001,-29349,
Mar-2001,-32732,
Apr-2001,-31217,
May-2001,-27446,
Jun-2001,-29140,
Jul-2001,-30081,
Aug-2001,-28171,
Sep-2001,-31141,
Oct-2001,-30839,
Nov-2001,-29737,
Dec-2001,-26839,
Jan-2002,-29355,
Feb-2002,-32287,
Mar-2002,-30825,
Apr-2002,-33666,
May-2002,-33921,
Jun-2002,-34900,
Jul-2002,-33650,
Aug-2002,-35743,
Sep-2002,-36519,
Oct-2002,-35171,
Nov-2002,-39624,
Dec-2002,-43294,
Jan-2003,-40740,
Feb-2003,-39363,
Mar-2003,-43355,
Apr-2003,-41987,
May-2003,-40779,
Jun-2003,-39621,
Jul-2003,-41363,
Aug-2003,-39802,
Sep-2003,-41706,
Oct-2003,-41271,
Nov-2003,-39841,
Dec-2003,-44064,
Jan-2004,-44352,
Feb-2004,-44322,
Mar-2004,-46484,
Apr-2004,-47479,
May-2004,-48169,
Jun-2004,-54702,
Jul-2004,-51293,
Aug-2004,-53316,
Sep-2004,-51489,
Oct-2004,-54961,
Nov-2004,-58819,
Dec-2004,-54500,
Jan-2005,-55561,
Feb-2005,-57454,
Mar-2005,-52619,
Apr-2005,-57115,
May-2005,-56264,
Jun-2005,-58260,
Jul-2005,-58063,
Aug-2005,-58388,
Sep-2005,-64923,
Oct-2005,-67140,
Nov-2005,-64090,
Dec-2005,-64366,
Jan-2006,-66680,
Feb-2006,-62851,
Mar-2006,-62574,
Apr-2006,-62844,
May-2006,-64844,
Jun-2006,-63481,
Jul-2006,-66525,
Aug-2006,-67823,
Sep-2006,-64936,
Oct-2006,-58990,
Nov-2006,-58575,
Dec-2006,-61592,
Jan-2007,-57656,
Feb-2007,-58478,
Mar-2007,-61797,
Apr-2007,-60514,
May-2007,-59288,
Jun-2007,-59520,
Jul-2007,-59914,
Aug-2007,-57005,
Sep-2007,-57794,
Oct-2007,-56538,
Nov-2007,-59717,
Dec-2007,-57154,
Jan-2008,-61139,
Feb-2008,-64348,
Mar-2008,-60064,
Apr-2008,-63528,
May-2008,-62151,
Jun-2008,-60670,
Jul-2008,-66842,
Aug-2008,-62108,
Sep-2008,-60499,
Oct-2008,-60191,
Nov-2008,-44724,
Dec-2008,-42463,
Jan-2009,-37842,
Feb-2009,-27767,
Mar-2009,-29162,
Apr-2009,-29705,
May-2009,-25372,
Jun-2009,-26367,
Jul-2009,-32790,
Aug-2009,-31267,
Sep-2009,-34491,
Oct-2009,-33826,
Nov-2009,-37203,
Dec-2009,-37983,
Jan-2010,-37154,
Feb-2010,-41034,
Mar-2010,-39766,
Apr-2010,-40864,
May-2010,-41333,
Jun-2010,-46557,
Jul-2010,-40413,
Aug-2010,-44921,
Sep-2010,-44042,
Oct-2010,-39998,
Nov-2010,-37762,
Dec-2010,-40815,
Jan-2011,-47123,
Feb-2011,-43718,
Mar-2011,-43478,
Apr-2011,-42227,
May-2011,-47220,
Jun-2011,-49433,
Jul-2011,-45689,
Aug-2011,-44968,
Sep-2011,-43305,
Oct-2011,-44962,
Nov-2011,-47044,
Dec-2011,-49460,
Jan-2012,-51266,
Feb-2012,-43338,
Mar-2012,-49850,
Apr-2012,-47773,
May-2012,-47184,
Jun-2012,-43078,
Jul-2012,-43834,
Aug-2012,-44536,
Sep-2012,-40150,
Oct-2012,-42358,
Nov-2012,-46604,
Dec-2012,-37634,
Jan-2013,-42205,
Feb-2013,-41770,
Mar-2013,-36973,
Apr-2013,-40417,
May-2013,-44831,
Jun-2013,-36552,
Jul-2013,-39419,
Aug-2013,-39515,
Sep-2013,-42263,
Oct-2013,-39083,
Nov-2013,-35972,
Dec-2013,-37393,
