 Season Schedule,,,,,,,
Date,Game Number,Visiting Team,Visiting Score,Home Team,Home Score,Game Time/Status,Venue
2013-01-19,576,Milwaukee,1,Abbotsford,2,Final ,"Abbotsford Entertainment & Sports Centre Abbotsford, BC"
2013-01-20,589,Milwaukee,0,Abbotsford,2,Final ,"Abbotsford Entertainment & Sports Centre Abbotsford, BC"
2013-01-25,609,Abbotsford,4,Charlotte,3,Final ,"Time Warner Cable Arena Charlotte, NC"
2013-01-26,623,Abbotsford,4,Charlotte,5,Final ,"Time Warner Cable Arena Charlotte, NC"
2013-01-31,636,Abbotsford,1,Lake Erie,4,Final ,"Quicken Loans Arena Cleveland, OH"
2013-02-01,642,Abbotsford,4,Lake Erie,1,Final ,"Quicken Loans Arena Cleveland, OH"
2013-02-02,655,Abbotsford,0,Grand Rapids,1,Final ,"Van Andel Arena Grand Rapids, MI"
2013-02-05,666,Rochester,2,Abbotsford,3,Final ,"Abbotsford Entertainment & Sports Centre Abbotsford, BC"
2013-02-06,672,Rochester,6,Abbotsford,2,Final ,"Abbotsford Entertainment & Sports Centre Abbotsford, BC"
2013-02-09,685,Lake Erie,3,Abbotsford,4,Final SO ,"Abbotsford Entertainment & Sports Centre Abbotsford, BC"
2013-02-10,697,Lake Erie,0,Abbotsford,1,Final SO ,"Abbotsford Entertainment & Sports Centre Abbotsford, BC"
2013-02-12,711,Abbotsford,1,Milwaukee,2,Final ,"BMO Harris Bradley Center Milwaukee, WI"
2013-02-15,724,Abbotsford,1,Peoria,4,Final ,"Carver Arena Peoria, IL"
2013-02-16,739,Abbotsford,2,Rockford,7,Final ,"BMO Harris Bank Center Rockford, IL"
2013-02-17,748,Abbotsford,1,Milwaukee,3,Final ,"BMO Harris Bradley Center Milwaukee, WI"
2013-02-20,758,Abbotsford,3,Chicago,4,Final SO ,"Allstate Arena Rosemont, IL"
2013-02-22,764,Charlotte,5,Abbotsford,1,Final ,"Abbotsford Entertainment & Sports Centre Abbotsford, BC"
2013-02-23,775,Charlotte,1,Abbotsford,0,Final ,"Abbotsford Entertainment & Sports Centre Abbotsford, BC"
2013-03-01,805,Houston,2,Abbotsford,4,Final ,"Abbotsford Entertainment & Sports Centre Abbotsford, BC"
2013-03-02,816,Houston,5,Abbotsford,1,Final ,"Abbotsford Entertainment & Sports Centre Abbotsford, BC"
2013-03-05,841,Abbotsford,0,Hamilton,2,Final ,"Copps Coliseum Hamilton, ON"
2013-03-08,857,Abbotsford,0,Rochester,5,Final ,"Blue Cross Arena Rochester, NY"
2013-03-09,871,Abbotsford,4,Toronto,2,Final ,"Ricoh Coliseum Toronto, ON"
2013-03-10,880,Abbotsford,2,Rochester,3,Final SO ,"Blue Cross Arena Rochester, NY"
2013-03-13,891,Abbotsford,3,Texas,4,Final ,"Cedar Park Center Cedar Park, TX"
2013-03-14,894,Abbotsford,1,Houston,4,Final ,"Toyota Center Houston, TX"
2013-03-17,923,Abbotsford,5,San Antonio,4,Final SO ,"AT&T Center San Antonio, TX"
2013-03-22,933,Rockford,5,Abbotsford,2,Final ,"Abbotsford Entertainment & Sports Centre Abbotsford, BC"
2013-03-23,945,Rockford,3,Abbotsford,4,Final OT ,"Abbotsford Entertainment & Sports Centre Abbotsford, BC"
2013-03-27,972,Abbotsford,3,Hamilton,5,Final ,"Copps Coliseum Hamilton, ON"
2013-03-29,986,Abbotsford,4,Hamilton,3,Final ,"Copps Coliseum Hamilton, ON"
2013-03-30,1006,Abbotsford,3,Toronto,4,Final OT ,"Ricoh Coliseum Toronto, ON"
2013-04-05,1017,Grand Rapids,4,Abbotsford,1,Final ,"Abbotsford Entertainment & Sports Centre Abbotsford, BC"
2013-04-06,1030,Grand Rapids,2,Abbotsford,3,Final SO ,"Abbotsford Entertainment & Sports Centre Abbotsford, BC"
2013-04-12,1062,Toronto,0,Abbotsford,3,Final ,"Abbotsford Entertainment & Sports Centre Abbotsford, BC"
2013-04-14,1086,Toronto,1,Abbotsford,3,Final ,"Abbotsford Entertainment & Sports Centre Abbotsford, BC"
2013-04-19,1108,Abbotsford,0,Oklahoma City,1,Final ,"Cox Convention Center Oklahoma City, OK"
2013-04-20,1122,Abbotsford,3,Oklahoma City,7,Final ,"Cox Convention Center Oklahoma City, OK"
