,,,,,,
,132667,41.94,1,,SPPT2PA-600,H
,132668,60.46,1,,SPPT2PA-1000,H
,132669,68.05,1,,SPPT2PA-1100,H
,136477,116.69,1,,CEMU-01/04,H
,137240,343.83,1,,CRMA-00/20,H
,137243,22.88,1,,CRSZ-00/04,H
,137244,36.19,1,,CMMZ-00/23,H
,137256,5.21,1,,FCFDC10DI-1-SOL,H
,137257,10.93,1,,FCFDC10DI-2-SOL,H
,137258,16.14,1,,FCFDC10DI-1L-SOL,H
,137259,33.98,1,,FCFDC10DI-2L-SOL,H
,137279,13.7,1,,ASFLC10-2A-gPV-SOL,H
,137280,13.7,1,,ASFLC10-4A-gPV-SOL,H
,137281,13.7,1,,ASFLC10-6A-gPV-SOL,H
,137282,13.7,1,,ASFLC10-8A-gPV-SOL,H
,137283,13.7,1,,ASFLC10-10A-gPV-SOL,H
,137284,13.7,1,,ASFLC10-12A-gPV-SOL,H
,137285,13.7,1,,ASFLC10-16A-gPV-SOL,H
,137286,13.7,1,,ASFLC10-20A-gPV-SOL,H
,137287,13.7,1,,ASFLC10-25A-gPV-SOL,H
,144121,316.87,1,,SOL30-SAFETY/2MC3-U (230V50HZ),H
,144122,292.62,1,,SOL30-SAFETY/2MC4-U (230V50HZ),H
,144123,265,1,,SOL30-SAFETY/2MV-U (230V50HZ),H
,158053,56.91,1,,BZM2-XU230-240VAC,H
,158056,46.74,1,,BZM2-XA230-240VAC SHUNT TRIP,H
,169584,204.4,1,,Eaton 4P RCBO 100MA 16A 10KA TRIP B,H
,169585,204.4,1,,Eaton 4P RCBO 100MA 20A 10KA TRIP B,H
,169586,204.4,1,,Eaton 4P RCBO 100MA 6A 10KA TRIP C,H
,169587,204.4,1,,Eaton 4P RCBO 100MA 10A 10KA TRIP C,H
,169588,204.4,1,,Eaton 4P RCBO 100MA 13A 10KA TRIP C,H
,169589,204.4,1,,Eaton 4P RCBO 100MA 16A 10KA TRIP C,H
,169590,204.4,1,,Eaton 4P RCBO 100MA 20A 10KA TRIP C,H
,169591,204.4,1,,Eaton 4P RCBO 100MA 25A 10KA TRIP C,H
,169592,204.4,1,,Eaton 4P RCBO 100MA 32A 10KA TRIP C,H
,169593,224.84,1,,Eaton 4P RCBO 100MA 6A 10KA TRIP D,H
,169594,224.84,1,,Eaton 4P RCBO 100MA 10A 10KA TRIP D,H
,169598,200.54,1,,Eaton 4P RCBO 300MA 10A 10KA TRIP B,H
,169599,200.54,1,,Eaton 4P RCBO 300MA 13A 10KA TRIP B,H
,169600,200.54,1,,Eaton 4P RCBO 300MA 16A 10KA TRIP B,H
,169601,200.54,1,,Eaton 4P RCBO 300MA 20A 10KA TRIP B,H
,169602,200.54,1,,Eaton 4P RCBO 300MA 6A 10KA TRIP C,H
,169603,200.54,1,,Eaton 4P RCBO 300MA 10A 10KA TRIP C,H
,169604,200.54,1,,Eaton 4P RCBO 300MA 13A 10KA TRIP C,H
,169605,200.54,1,,Eaton 4P RCBO 300MA 16A 10KA TRIP C,H
,169606,200.54,1,,Eaton 4P RCBO 300MA 20A 10KA TRIP C,H
,169607,200.54,1,,Eaton 4P RCBO 300MA 25A 10KA TRIP C,H
,169608,200.54,1,,Eaton 4P RCBO 300MA 32A 10KA TRIP C,H
,169609,220.59,1,,Eaton 4P RCBO 300MA 6A 10KA TRIP D,H
,169610,220.59,1,,Eaton 4P RCBO 300MA 10A 10KA TRIP D,H
,169611,220.59,1,,Eaton 4P RCBO 300MA 13A 10KA TRIP D,H
,169612,220.59,1,,Eaton 4P RCBO 300MA 16A 10KA TRIP D,H
,169613,220.59,1,,Eaton 4P RCBO 300MA 20A 10KA TRIP D,H
,169614,220.59,1,,Eaton 4P RCBO 300MA 25A 10KA TRIP D,H
,169618,224.84,1,,Eaton 4P RCBO 100MA 13A 10KA TRIP D,H
,169619,224.84,1,,Eaton 4P RCBO 100MA 16A 10KA TRIP D,H
,169620,224.84,1,,Eaton 4P RCBO 100MA 20A 10KA TRIP D,H
,169621,224.84,1,,Eaton 4P RCBO 100MA 25A 10KA TRIP D,H
,169636,215.21,1,,Eaton 4P RCBO 30MA 10A 10KA TRIP B,H
,169637,215.21,1,,Eaton 4P RCBO 30MA 13A 10KA TRIP B,H
,169638,215.21,1,,Eaton 4P RCBO 30MA 16A 10KA TRIP B,H
,169639,215.21,1,,Eaton 4P RCBO 30MA 20A 10KA TRIP B,H
,169640,215.21,1,,Eaton 4P RCBO 30MA 6A 10KA TRIP C,H
,169641,215.21,1,,Eaton 4P RCBO 30MA 10A 10KA TRIP C,H
,169642,215.21,1,,Eaton 4P RCBO 30MA 13A 10KA TRIP C,H
,169643,215.21,1,,Eaton 4P RCBO 30MA 16A 10KA TRIP C,H
,169644,215.21,1,,Eaton 4P RCBO 30MA 20A 10KA TRIP C,H
,169645,215.21,1,,Eaton 4P RCBO 30MA 25A 10KA TRIP C,H
,169646,215.21,1,,Eaton 4P RCBO 30MA 32A 10KA TRIP C,H
,169647,236.72,1,,Eaton 4P RCBO 30MA 6A 10KA TRIP D,H
,169648,236.72,1,,Eaton 4P RCBO 30MA 10A 10KA TRIP D,H
,169649,236.72,1,,Eaton 4P RCBO 30MA 13A 10KA TRIP D,H
,169650,236.72,1,,Eaton 4P RCBO 30MA 16A 10KA TRIP D,H
,169651,236.72,1,,Eaton 4P RCBO 30MA 20A 10KA TRIP D,H
,169652,236.72,1,,Eaton 4P RCBO 30MA 25A 10KA TRIP D,H
,169670,204.4,1,,Eaton 4P RCBO 100MA 10A 10KA TRIP B,H
,169671,204.4,1,,Eaton 4P RCBO 100MA 13A 10KA TRIP B,H
,259471,57.87,1,,NZM1 UVR 208-240AC,H
,259499,67.54,1,,NZM2/3 UVR 208-240AC,H
,259744,50.15,1,,NZM1 SHUNT TRIP 208-250AC/DC,H
,259763,58.75,1,,NZM2/3 SHUNT TRIP 208-250AC/DC,H
,260199,24.09,1,,NZM1 HANDLE LOCK,H
,260201,28.92,1,,NZM2/3 HANDLE LOCK,H
,1050200,4.45,1,,OPERATING SHAFT,J
,1050201,4.82,1,,OPERATING SHAFT,J
,1050202,5.58,1,,OPERATING SHAFT,J
,1050203,7.01,1,,OPERATING SHAFT,J
,1050204,7.5,1,,OPERATING SHAFT,J
,1050205,7.89,1,,OPERATING SHAFT,J
,1050206,9.74,1,,OPERATING SHAFT,J
,1050207,10.2,1,,OPERATING SHAFT,J
,1050240,14.26,1,,SHAFT 4K10 H135 DMV 160/250/400,J
,1050241,12.78,1,,160-400A DUMECO HNSHAFT 10X185,J
,1050242,15.76,1,,160-400A DUMECO HNSHAFT 10X245,J
,1050243,13.74,1,,OPERATING SHAFT 4K10 H400 DMV250/400,J
,1050244,23.55,1,,630-1000A DUMECO SHAFT 14X200,J
,1050245,24.19,1,,630-1000A DUMECO SHAFT 14X235,J
,1050246,27.29,1,,630-1000A DUMECO SHAFT 14X300,J
,1050247,28.37,1,,630-1000A DUMECO SHAFT 14X400,J
,1050248,31.57,1,,1250-2000A DUMECO SHAFT 14X200,J
,1050249,46.42,1,,SHAFT 4K14 H280 DMV1250/2000,J
,1050250,56.64,1,,SHAFT 4K14 H400 DMV1250/2000,J
,1050251,19.03,1,,250-400A DUMECO SHAFT 10X185,J
,1050252,19.64,1,,SHAFT 4K10 H400 DMV250/400,J
,1050253,31.69,1,,SHAFT 4K14 H230 DMV630/1000,J
,1050254,44.69,1,,SHAFT 4K14 H400 DMV630/1000,J
,1050255,47.08,1,,SHAFT 4K14 H185 DMV1250/1600,J
,1050256,22.2,1,,EXTENSION SHAFT 100MM K6,J
,1050257,32.8,1,,EXTENSION SHAFT 200MM K6,J
,1313333,3303.78,1,,DMS2500/3 SWITCH DISCONNECTOR,J
,1313334,3634.12,1,,DMS2500/4 SWITCH DISCONNECTOR,J
,1313335,3545.32,1,,DMS2500/3 SWITCH DISCONNECTOR,J
,1313447,4626.56,1,,DUMECO DMS 3150/4,J
,1313601,3350,1,,DMS3150/3 SWITCH DISCONNECTOR,J
,1314002,52.76,1,,DCM63/1 SWITCH DISCONNECTOR,J
,1314003,58.61,1,,DCM63/1 SWITCH DISCONNECTOR,J
,1314004,61.9,1,,DCM63/1 SWITCH DISCONNECTOR,J
,1314005,80.51,1,,DCM63/1 SWITCH DISCONNECTOR,J
,1314006,55.49,1,,DCM63/4 SWITCH DISCONNECTOR,J
,1314007,75.35,1,,DUCO DCM 63/4 COVER,J
,1314009,66.94,1,,DCM63/4 SWITCH DISCONNECTOR,J
,1314015,64.16,1,,DUCO DCM 63/4 HOR.,J
,1314016,50.32,1,,DCM63/4 SWITCH DISCONNECTOR,J
,1314031,3.1,1,,CONNECTION KIT M6X20,J
,1314039,146.23,1,,MULTIPOLE MECHANISM,J
,1314040,210.51,1,,MULTIPOLE MECHANISM,J
,1314052,56.52,1,,DMM40/1 SWITCH DISCONNECTOR,J
,1314053,51.82,1,,DMM40/4 SWITCH DISCONNECTOR,J
,1314054,80.12,1,,DMM40/1 SWITCH DISCONNECTOR,J
,1314055,85.14,1,,DUMECO DMM 40/4,J
,1314056,72.6,1,,DMM40/1 SWITCH DISCONNECTOR,J
,1314057,61.83,1,,DMM40/4 SWITCH DISCONNECTOR,J
,1314104,49.22,1,,DUCO DCM 40/1 3P+SN HOR.,J
,1314105,46.44,1,,DCM40/1 SWITCH DISCONNECTOR,J
,1314106,61.88,1,,DCM40/1 SWITCH DISCONNECTOR,J
,1314107,77.27,1,,DUCO DCM 40/1 3P+SN COVER,J
,1314108,57.21,1,,DMM40/4 SWITCH DISCONNECTOR,J
,1314109,44.69,1,,DCM40/4 SWITCH DISCONNECTOR,J
,1314110,48.01,1,,DCM40/4 SWITCH DISCONNECTOR,J
,1314111,74.74,1,,DUCO DCM 40/4 COVER,J
,1314112,62.71,1,,DCM40/1 SWITCH DISCONNECTOR,J
,1314113,57.77,1,,DMM40/4 SWITCH DISCONNECTOR,J
,1314157,63.01,1,,DCM63/1 SWITCH DISCONNECTOR,J
,1314158,51.75,1,,DCM63/4 SWITCH DISCONNECTOR,J
,1314159,77.12,1,,DUMECO DMM 63/1 3P+SN,J
,1314160,83.54,1,,DUMECO DMM 63/4,J
,1314161,72.6,1,,DCM63/1 SWITCH DISCONNECTOR,J
,1314162,58.49,1,,DCM63/4 SWITCH DISCONNECTOR,J
,1314203,75.2,1,,DMM125/1 SWITCH DISCONNECTOR,J
,1314204,69.25,1,,DMM125/4 SWITCH-DISCONNECTOR,J
,1314206,107.73,1,,DMM125/1 SWITCH DISCONNECTOR,J
,1314207,99.32,1,,DMM125/4 SWITCH DISCONNECTOR,J
,1314210,96.39,1,,DMM125/1 SWITCH DISCONNECTOR,J
,1314211,74.76,1,,DMM125/4 SWITCH DISCONNECTOR,J
,1314230,7.5,1,,PROTECTIVE COVER,J
,1314232,76.8,1,,CONNECTION SET,J
,1314278,6.42,1,,OPERATING SHAFT,J
,1314279,6.17,1,,OPERATING SHAFT,J
,1314280,5.83,1,,OPERATING SHAFT,J
,1314281,7.23,1,,OPERATING SHAFT,J
,1314300,15.96,1,,AUXILIARY SWITCH SET,J
,1314301,22.03,1,,AUXILIARY SWITCH SET,J
,1314314,73.88,1,,DMV CHANGE OVER MECHANISM,J
,1314320,65.98,1,,CONNECTORS,J
,1314330,7.79,1,,PROTECTIVE COVER,J
,1314331,3.76,1,,PROTECTIVE COVER,J
,1314334,9.24,1,,OPERATING SHAFT,J
,1314335,7.69,1,,OPERATING SHAFT,J
,1314336,292.5,1,,DMV CHANGE OVER MECHANISM,J
,1314337,73.88,1,,MULTIPOLE MECHANISM,J
,1314341,36.26,1,,OPERATING SHAFT,J
,1314342,28.62,1,,OPERATING SHAFT,J
,1314344,10.47,1,,FRONT MOUNTING SET,J
,1314369,19.3,1,,SHAFT SUPPORTING SET,J
,1314370,11.92,1,,OPERATING SHAFT,J
,1314371,12.27,1,,OPERATING SHAFT,J
,1314372,11.06,1,,OPERATING SHAFT,J
,1314374,13.28,1,,OPERATING SHAFT,J
,1314375,10.15,1,,OPERATING SHAFT,J
,1314398,12.81,1,,AUXILIARY SWITCH,J
,1314648,15.17,1,,CONNECTION KIT M10X30,J
,1314682,240.02,1,,HOLEC C/O MECHANISM,J
,1314691,4.62,1,,OPERATING SHAFT,J
,1314692,4.92,1,,OPERATING SHAFT,J
,1314693,4.92,1,,OPERATING SHAFT,J
,1314735,9.34,1,,PROTECTIVE COVER,J
,1314736,12.81,1,,HOLEC 16A 380V 1N-O 1N-C A.CON,J
,1314751,4.4,1,,OPERATING SHAFT,J
,1314752,4.4,1,,OPERATING SHAFT,J
,1314830,13.64,1,,HOLEC 4 POLE TERMINAL SHIELDS,J
,1314857,15.61,1,,CONNECTION KIT M12X35,J
,1314878,136.84,1,,INTERCONNECTIONS SET,J
,1314879,210.88,1,,INTERCONNECTIONS SET,J
,1314881,319.05,1,,INTERCONNECTIONS SET,J
,1314883,495.37,1,,INTERCONNECTIONS SET DMV 1000N,J
,1314884,156.53,1,,CHANGE-OVER MECHANISM,J
,1314915,12.76,1,,CONNECTION KIT M10X20,J
,1314927,7.15,1,,CONNECTION KIT M8X20,J
,1314994,11.51,1,,OPERATING SHAFT,J
,1314995,14.33,1,,OPERATING SHAFT,J
,1314996,4.62,1,,OPERATING SHAFT,J
,1318011,193.13,1,,SWITCH-DISC FUSE QSA 63N1-A3/3,J
,1318016,164.32,1,,SWITCH-DISC FUSE QSA 100N1-A4/3,J
,1318020,215.78,1,,SWITCH-DISC FUSE QSA 125N1-B2/3,J
,1318023,217.69,1,,SWITCH-DISC FUSE QSA 160N1-B2/3,J
,1318027,182.22,1,,QSA 3P 63A FS 1 DIN FUSES,J
,1318030,177.23,1,,QSA125N1-00/3 SW DISCON FUSE,J
,1318033,182,1,,QSA160N1-003 SW-DISCON FUSE,J
,1318476,41.87,1,,FRONT COVER,J
,1318526,353.62,1,,QSA250N-2/3 SW DISCON FUSE,J
,1318533,410.07,1,,QSA400N-2/3 SW DISCON FUSE,J
,1318537,586.43,1,,SWITCH-DISC FUSE QSA 400 -C3/3,J
,1318542,661.37,1,,QSA630-3/3 SW DISCON FUSE,J
,1318543,779.49,1,,QSA800-3/3 SW DISCON FUSE,J
,1318544,727.2,1,,Q RANGE FCS 630A TP FM SIZE 3,J
,1318546,150.09,1,,QSA100N1-00/3 SW DISCON FUSE,J
,1318547,341.89,1,,QSA200N-2/3 SW DISCON FUSE,J
,1318548,431.7,1,,QSA315N-2/3 SW DISCON FUSE,J
,1318549,666.28,1,,SWITCH-DISC FUSE QSA 400-3/3,J
,1318685,19.18,1,,SHAFT COUPLING 4K12/4K14,J
,1319056,340.39,1,,SWITCH-DISC FUSE QSA 160N -B2/3,J
,1319065,312.52,1,,SWITCH-DISC FUSE QSA 200/3 BS,J
,1319074,353.82,1,,SWITCH-DISC FUSE QSA 250N -B4/3,J
,1319095,360.77,1,,SWITCH-DISC FUSE QSA 315N- B4/3,J
,1319103,361.59,1,,SWITCH-DISC FUSE QSA 400N -B4/3,J
,1319175,709.75,1,,SWITCH-DISC FUSE QSA 800 -C3/3,J
,1319301,13.35,1,,OPERATING SHAFT 600MM K2,J
,1319303,3.47,1,,OPERATING SHAFT 115MM K2,J
,1319306,4.47,1,,OPERATING SHAFT 140MM K2,J
,1319307,5.38,1,,OPERATING SHAFT 180MM K2,J
,1319311,7.08,1,,OPERATING SHAFT 300MM K2,J
,1319314,4.92,1,,OPERATING SHAFT 135MM K3,J
,1319315,5.63,1,,OPERATING SHAFT 180MM K2,J
,1319319,7.87,1,,OPERATING SHAFT 300MM K3,J
,1319322,14.73,1,,OPERATING SHAFT 600MM K3,J
,1319326,9.27,1,,OPERATING SHAFT 300MM K4,J
,1319328,17.16,1,,OPERATING SHAFT 300MM K4,J
,1319329,24.14,1,,OPERATING SHAFT 600MM K4,J
,1319332,22.4,1,,COUPLING LINK 8X8MM,J
,1319334,22.81,1,,COUPLING LINK 10X10MM,J
,1319336,24.29,1,,COUPLING LINK 12X12MM,J
,1319398,15.37,1,,SHAFT COUPLING 4K10/4K12,J
,1319409,10.94,1,,QSA TERMINAL COVER 1P M6,J
,1319411,13.32,1,,SP FCS TERMIAL COVER,J
,1319413,18.73,1,,QSA TERMINAL COVER 1P M10,J
,1319415,26.26,1,,QSA TERMINAL COVER 1P M12,J
,1319417,55.88,1,,QSA REAR COVER PLATE,J
,1319418,23.08,1,,QSA PHASE BARRIERS,J
,1319423,37.61,1,,QSA FRONT COVER,J
,1319426,59.47,1,,PROTECTIVE COVER,J
,1319429,41.62,1,,PROTECTIVE COVER,J
,1319432,14.97,1,,TP FCS TERMINAL COVER,J
,1319435,33.58,1,,PROTECTIVE COVER,J
,1319438,37.98,1,,QSA FRONT COVER,J
,1319439,11.7,1,,QSA REAR COVER 1P,J
,1319441,28.86,1,,QSA REAR COVER 1P,J
,1319460,46.73,1,,QSA SOLID NEUTRAL 40/63A,J
,1319462,66.4,1,,QSA SWITCHED NEUTRAL 40/63A,J
,1319466,36.38,1,,QSA SOLID NEUTRAL 100/125A,J
,1319467,53.91,1,,QSA SWITCHED NEUTRAL 100/125A,J
,1319472,37.66,1,,QSA SOLID NEUTRAL 160A,J
,1319473,42.56,1,,QSA SOLID NEUTRAL 160/200A,J
,1319474,61.39,1,,QSA SWITCHED NEUTRAL 160A,J
,1319476,82.95,1,,QSA SWITCHED NEUTRAL 160/200A,J
,1319480,43.86,1,,QSA SOLID NEUTRAL 250/315/400A,J
,1319482,60.85,1,,QSA SWITCHED NEUTRAL 250/315/400A,J
,1319486,75.52,1,,QSA SOLID NEUTRAL 400/630/800A,J
,1319662,136.66,1,,QSA SWITCHED NEUTRAL 400/630/800A,J
,1319806,91.45,1,,QM63/6 SWITCH DISCONNECTOR,J
,1319807,91.45,1,,QM63/6 SWITCH DISCONNECTOR,J
,1319814,157.86,1,,QM100/6 SWITCH DISCONNECTOR,J
,1319815,157.71,1,,QM100/3 SWITCH DISCONNECTOR,J
,1319830,4.25,1,,OPERATING SHAFT 180MM K1/2S,J
,1319831,5.43,1,,OPERATING SHAFT 300MM K1/2S,J
,1319832,11.75,1,,OPERATING SHAFT 600MM K1/2S,J
,1319833,12.59,1,,COUPLING LINK 6X6MM,J
,1319851,8.8,1,,AUXILIARY SWITCH,J
,1319853,11.55,1,,AUXILIARY SWITCH,J
,1319855,7.06,1,,KNOB WITH ESCUTCHEON,J
,1319856,7.06,1,,KNOB WITH ESCUTCHEON,J
,1319857,22.05,1,,DOOR MECHANISM,J
,1319858,4.62,1,,NEUTRAL TERMINAL,J
,1319859,7.28,1,,NEUTRAL TERMINAL,J
,1319868,4.62,1,,EARTH TERMINAL,J
,1319869,7.28,1,,EARTH TERMINAL,J
,1319870,3.32,1,,PROTECTIVE PLATE,J
,1319871,4.3,1,,PROTECTIVE PLATE,J
,1319872,4.89,1,,PROTECTIVE PLATE,J
,1319873,5.97,1,,PROTECTIVE COVER SET,J
,1319874,4.86,1,,GASKET,J
,1319904,110.04,1,,QM63/6N2 SWITCH-DISCONNECTOR,J
,1319905,177.82,1,,QM100/6N2 SWITCH-DISCONNECTOR,J
,1319915,110.04,1,,QM63/3N SWITCH-DISCONNECTOR,J
,1319916,168.48,1,,QM100/3N SWITCH-DISCONNECTOR,J
,1319967,27.93,1,,INTERCONNECTIONS SET,J
,1319969,15.07,1,,CHANGEOVER CN SET-QM40-63,J
,1319970,76.85,1,,QM40/3N,J
,1320200,159.16,1,,SWITCH-DISC FUSE QSA 40N0-A3/3,J
,1320201,190.16,1,,QSA40N0-00/3 SW-DISCON FUSE,J
,1320202,160.29,1,,SWITCH-DISC FUSE QSA 63N0-A3/3,J
,1320203,212.51,1,,QSA63N0-00/3 SW-DISCON FUSE,J
,1320204,141.95,1,,SWITCH-DISC FUSE QSA 40N0-A3/3,J
,1320205,174.97,1,,SWITCH-DISC FUSE QSA 40N0-00/3,J
,1320206,141.95,1,,SWITCH-DISC FUSE QSA 63N0-A3/3,J
,1320207,202.5,1,,SWITCH-DISC FUSE QSA 63N0-00/3,J
,1320237,37.76,1,,PROTECTIVE COVER,J
,1320239,17.53,1,,QSA PHASE BARRIERS,J
,1713100,57.43,1,,DUCO DMV40/3,J
,1713101,71.1,1,,DUCO DMV40/1 3P+SN,J
,1713103,69.67,1,,DUCO DMV40/4,J
,1713121,45.63,1,,DUCO DMV40/2,J
,1713123,58.29,1,,DUCO DMV40/3,J
,1713124,64.19,1,,DUCO DMV40/1 3P+SN,J
,1713125,63.13,1,,DUCO DMV40/4,J
,1713150,65.27,1,,DUCO DMV63/3,J
,1713151,74.05,1,,DUCO DMV63/1 3P+SN,J
,1713153,69.33,1,,DUCO DMV63/4,J
,1713170,49.73,1,,DUCODMV63/2,J
,1713171,66.38,1,,DUCO DMV63/3,J
,1713172,65.64,1,,DUCO DMV63/1 3P+SN,J
,1713173,66.82,1,,DUCO DMV63/4,J
,1713201,10.99,1,,FRONT MOUNTING KIT DMV 2P,J
,1713202,3.32,1,,PROTECTIVE COVER DMV 2P,J
,1713203,7.01,1,,PROTECTIVE COVER DMV 3P,J
,1713204,17.09,1,,FRONT MOUNTING KIT DMV 3P,J
,1814065,889.14,1,,DMV2000N/3 SW DISCONNECTOR,J
,1814174,103.62,1,,DMV160N/1 SWITCH-DISCONNECTOR,J
,1814175,103.62,1,,DMV160N/3 SWITCH-DISCONNECTOR,J
,1814176,114.54,1,,DMV160N/4 SWITCH-DISCONNECTOR,J
,1814177,103.62,1,,DMV160N/1 SWITCH DISCONNECTOR,J
,1814178,103.62,1,,160A Dumeco 4P SWITCH,J
,1814179,114.54,1,,DMV160N/4 SWITCH-DISCONNECTOR,J
,1814186,118.69,1,,DUMECO DMVS160N/3 ENL. TERMINALS,J
,1814187,131.45,1,,DUMECO 160A 3P+N SWITCH,J
,1814188,129.12,1,,DUMECO 160A 4P SWITCH DISCONNECTOR,J
,1814408,101.51,1,,DMV250N/3 SWITCH DISCONNECTOR,J
,1814409,119.26,1,,DMV250N/1 SWITCH-DISCONNECTOR,J
,1814410,112.87,1,,DMV250N/4 SWITCH-DISCONNECTOR,J
,1814411,107.33,1,,DMV400N/3 SWITCH DISCONNECTOR,J
,1814412,134.84,1,,DMV400N/1 SWITCH-DISCONNECTOR,J
,1814413,117.91,1,,DMV400N/4 SWITCH-DISCONNECTOR,J
,1814420,161.79,1,,DUMECO DMV250N/3 H170,J
,1814421,154.09,1,,DMV250N/1 SWITCH-DISCONNECTOR,J
,1814422,157.07,1,,DMV250N/4 SWITCH-DISCONNECTOR,J
,1814423,150.82,1,,DUMECO DMV400N/3 H170,J
,1814424,167.37,1,,DUMECO DMV400N/1 3P+SN H170,J
,1814425,156.5,1,,DUMECO DMV400N/4 H170,J
,1814442,330.09,1,,DMV630N/3 SWITCH DISCONNECTOR,J
,1814443,382.36,1,,DMV630N/1 SWITCH-DISCONNECTOR,J
,1814444,357.11,1,,DMV630N/4 SWITCH DISCONNECTOR,J
,1814445,341.55,1,,DMV1000N/3 SWITCH DISCONNECTOR,J
,1814446,393.15,1,,DMV1000N/1 SWITCH-DISCONNECTOR,J
,1814447,369.87,1,,DMV1000N/4 SWITCH DISCONNECTOR,J
,1814448,401.68,1,,DUMECO DMV630N/3 H182,J
,1814449,430.08,1,,DUMECO DMV630N/1 3P+SN H182,J
,1814450,426.76,1,,DUMECO DMV630N/4 H182,J
,1814451,403.89,1,,DUMECO DMV1000N/3 H182,J
,1814452,456.14,1,,DUMECO DMV1000N/1 3P+SN H182,J
,1814453,432.19,1,,DMV1000N/4 SWITCH-DISCONNECTOR,J
,1814590,680.17,1,,DMV1250N/3 SWITCH-DISCONNECTOR,J
,1814591,765.31,1,,DMV1250N/1 SWITCH-DISCONNECTOR,J
,1814592,758.65,1,,DMV1250N/4 SWITCH DISCONNECTOR,J
,1814595,700.45,1,,DMV1600N/3 SWITCH-DISCONNECTOR,J
,1814596,799.26,1,,DMV1600N/1 SWITCH-DISCONNECTOR,J
,1814597,795.23,1,,DMV1600N/4 SWITCH-DISCONNECTOR,J
,1818001,8.8,1,,DIRECT MOUNTING TYPE A BLUE HN,J
,1818002,12.88,1,,HANDLE K1A 4K6 RD,J
,1818003,13.1,1,,DIRECT MOUNTING TYPE A BLUE HN,J
,1818004,21.27,1,,HANDLE K2SA 4K6 RD,J
,1818005,10.1,1,,HANDLE K2A 4K8 BL,J
,1818006,14.26,1,,HANDLE K2A 4K8 RD,J
,1818009,27.04,1,,HANDLE K4AB 200 BL/BL/BL,J
,1818010,29.4,1,,HANDLE K4A 4K12 RD,J
,1818011,27.04,1,,HANDLE K5A 4K14 BL,J
,1818012,32.75,1,,HANDLE K5A  4K14 RD,J
,1818013,33.71,1,,HANDLE K6A 4K14 BL,J
,1818014,42.78,1,,HANDLE K6A 4K14 RD,J
,1818015,12.24,1,,COVER MOUNTING TYPE C BLUE HN,J
,1818016,15.59,1,,HANDLE K1C 19 RD/GL/RD,J
,1818017,15.22,1,,COVER MOUNTING TYPEC BLUE HN,J
,1818018,22.03,1,,HANDLE K2SC 54 RD/GL/RD,J
,1818019,15.61,1,,HANDLE K2C 54 BL/BL/BL,J
,1818020,22,1,,HANDLE K2C 54 RD/GL/RD,J
,1818023,38.52,1,,HANDLE K4C 200 BL/BL/BL,J
,1818024,41.67,1,,HANDLE K4C 200 RD/GL/RD,J
,1818025,41.77,1,,COVER MOUNTING TYPE C BLUE HN,J
,1818026,52.78,1,,HANDLE K5C 280 RD/GL/RD,J
,1818027,49.05,1,,HANDLE K6C 400 BL/BL/BL,J
,1818028,68.3,1,,HANDLE K6C 400 RD/GL/RD,J
,1818029,26.92,1,,K1DB/P HANDLE - BLUE,J
,1818030,29.89,1,,K1DR/P HANDLE RED/YELLOW,J
,1818031,22.42,1,,K1DG/P HANDLE GREY,J
