Lehigh Valley Season Schedule,,,,,,,
Date,Game Number,Visiting Team,Visiting Score,Home Team,Home Score,Game Time/Status,Venue
2014-01-10,516,W-B/Scranton,4,Adirondack,1,Final ,"Glens Falls Civic Center Glens Falls, NY"
2014-01-11,530,Adirondack,4,Binghamton,1,Final ,"Broome County Veterans Memorial Arena Binghamton, NY"
2014-01-15,552,Binghamton,3,Adirondack,5,Final ,"Glens Falls Civic Center Glens Falls, NY"
2014-01-17,558,Hartford,4,Adirondack,2,Final ,"Glens Falls Civic Center Glens Falls, NY"
2014-01-18,571,Albany,4,Adirondack,1,Final ,"Glens Falls Civic Center Glens Falls, NY"
2014-01-20,591,Adirondack,1,Springfield,4,Final ,"MassMutual Center Springfield, MA"
2014-01-25,613,Adirondack,2,Albany,1,Final ,"Times Union Center Albany, NY"
2014-01-26,626,Hartford,6,Adirondack,3,Final ,"Glens Falls Civic Center Glens Falls, NY"
2014-01-29,639,Adirondack,2,Hartford,5,Final ,"XL Center Hartford, CT"
2014-01-31,646,Hershey,5,Adirondack,3,Final ,"Glens Falls Civic Center Glens Falls, NY"
2014-02-01,660,Hershey,1,Adirondack,4,Final *,"Wells Fargo Center Philadelphia, PA"
2014-02-04,678,Adirondack,1,Hartford,4,Final ,"XL Center Hartford, CT"
2014-02-08,711,Adirondack,2,W-B/Scranton,3,Final ,"Mohegan Sun Arena at Casey Plaza Wilkes-Barre, PA"
2014-02-09,713,Adirondack,4,Bridgeport,5,Final ,"Webster Bank Arena Bridgeport, CT"
2014-02-14,722,Portland,3,Adirondack,2,Final SO ,"Glens Falls Civic Center Glens Falls, NY"
2014-02-15,735,Adirondack,1,Albany,4,Final ,"Times Union Center Albany, NY"
2014-02-16,753,Adirondack,0,Portland,2,Final *,"Androscoggin Bank Colisee Lewiston, ME"
2014-02-21,764,Albany,4,Adirondack,2,Final ,"Glens Falls Civic Center Glens Falls, NY"
2014-02-22,776,Bridgeport,3,Adirondack,2,Final *,"Wells Fargo Center Philadelphia, PA"
2014-02-28,822,Adirondack,3,Utica,2,Final ,"Utica Memorial Auditorium Utica, NY"
2014-03-01,833,Adirondack,4,Syracuse,5,Final OT ,"Onondaga County War Memorial Arena Syracuse, NY"
2014-03-02,835,Syracuse,0,Adirondack,3,Final ,"Glens Falls Civic Center Glens Falls, NY"
2014-03-07,854,Adirondack,2,Manchester,4,Final ,"Verizon Wireless Arena Manchester, NH"
2014-03-08,864,Springfield,5,Adirondack,3,Final ,"Glens Falls Civic Center Glens Falls, NY"
2014-03-09,882,Adirondack,3,Providence,9,Final ,"Dunkin' Donuts Center Providence, RI"
2014-03-14,896,Adirondack,1,Hartford,2,Final SO ,"XL Center Hartford, CT"
2014-03-15,912,Adirondack,1,Hershey,4,Final ,"Giant Center Hershey, PA"
2014-03-16,920,Adirondack,4,Bridgeport,5,Final ,"Webster Bank Arena Bridgeport, CT"
2014-03-21,945,Adirondack,4,Utica,3,Final ,"Utica Memorial Auditorium Utica, NY"
2014-03-22,947,Hartford,4,Adirondack,2,Final ,"Glens Falls Civic Center Glens Falls, NY"
2014-03-23,960,Syracuse,3,Adirondack,0,Final ,"Glens Falls Civic Center Glens Falls, NY"
2014-03-26,979,Adirondack,0,Springfield,3,Final ,"MassMutual Center Springfield, MA"
2014-03-28,992,Adirondack,4,Syracuse,6,Final ,"Onondaga County War Memorial Arena Syracuse, NY"
2014-03-29,994,Springfield,4,Adirondack,3,Final SO ,"Glens Falls Civic Center Glens Falls, NY"
2014-04-04,1023,Norfolk,2,Adirondack,1,Final SO ,"Glens Falls Civic Center Glens Falls, NY"
2014-04-05,1037,Bridgeport,3,Adirondack,4,Final SO ,"Glens Falls Civic Center Glens Falls, NY"
2014-04-06,1050,Albany,3,Adirondack,4,Final ,"Glens Falls Civic Center Glens Falls, NY"
2014-04-11,1077,Adirondack,1,Worcester,4,Final ,"DCU Center Worcester, MA"
2014-04-13,1091,Utica,1,Adirondack,2,Final ,"Glens Falls Civic Center Glens Falls, NY"
2014-04-14,1079,Adirondack,4,Bridgeport,2,Final *,"Webster Bank Arena Bridgeport, CT"
2014-04-16,1109,Adirondack,5,Syracuse,4,Final SO ,"Onondaga County War Memorial Arena Syracuse, NY"
2014-04-18,1112,Bridgeport,3,Adirondack,2,Final OT ,"Glens Falls Civic Center Glens Falls, NY"
2014-04-19,1131,Adirondack,1,Hershey,2,Final ,"Giant Center Hershey, PA"
