LABEL,UPC,ARTIST,TITLE,RELEASEDATE,PRODUCTTYPE,GENRE,PRICE,RETURNABLE,STATUS
Warner Home Video,883929046461,American Girl,An American Girl: Chrissa Stands Strong,2010-06-15,DVD,Family,14.98,Y,Available
Warner Home Video,883929006472,Peanuts,"Charlie Brown Christmas, A",2009-10-06,DVD,Children,19.98,Y,Available
Warner Home Video,883929057818,Various,Waltons: The Complete Ninth Season,2010-01-26,DVD,Tv,27.98,Y,Available
Warner Home Video,883929051816,Various,Waltons: The Complete Eighth Season,2010-01-26,DVD,Tv,27.98,Y,Available
Warner Home Video,883929010233,Various,Waltons: The Complete Seventh Season,2010-01-26,DVD,Tv,27.96,Y,Available
Warner Home Video,085391200635,Peanuts,It'S The Easter Beagle Charlie Brown,2010-03-16,DVD,Children,19.98,Y,Available
Warner Home Video,883929086696,Various,"Blindside, The",2010-03-23,DVD,Family,9.98,Y,Available
Warner Home Video,883929043927,Peanuts,You'Re A Good Sport Charlie Brown,2010-04-20,DVD,Children,14.96,Y,Available
Warner Home Video,883929087105,Various,"Blindside Blu Ray, The",2010-04-06,DVD,Family,12.98,Y,Available
Warner Home Video,883929052318,Various,Preacher'S Kid,2010-05-04,DVD,Family,14.99,Y,Available
Warner Home Video,883929052288,Various,Preacher'S Kid / Blu Ray,2010-05-04,DVD,Family,19.98,Y,Available
Warner Home Video,883929076376,Various,King Of Kings,2011-03-18,DVD,Video,14.98,Y,Available
Warner Home Video,883929026623,Various,Quo Vadis Special Edition,2010-08-31,DVD,Insp,22.98,Y,Available
Warner Home Video,883929131716,Warner Home Video,Temple Grandin,2010-08-24,DVD,Insp,14.98,Y,Available
Image Entertainment,014381385625,Various,Christmas At Water'S Edge,2007-12-18,DVD,Video,19.99,Y,Available
Image Entertainment,014381340525,Various,In Search Of A Golden Sky,2007-12-18,DVD,Video,9.97,Y,Available
Image Entertainment,014381155723,Image Entertainment,"Dick Van Dyke Show, The: Season 1",2007-11-13,DVD,Tv,39.99,Y,Available
Image Entertainment,014381265620,Image Entertainment,Donnie Mcclurkin Story,2008-04-01,DVD,Video,19.99,Y,Available
Image Entertainment,014381212723,Image Entertainment,Cinderella,2008-04-01,DVD,Video,19.99,Y,Available
Image Entertainment,014381600926,Black Beauty,"Adventures Of Black Beauty, The",2009-06-30,DVD,Tv,24.98,Y,Available
Image Entertainment,014381601527,Various,The Swiss Family Robinson,2009-06-30,DVD,Tv,29.98,Y,Available
Image Entertainment,014381607321,Black Beauty,"Adventures Of Black Beauty, The: Season 2",2009-10-06,DVD,Tv,24.98,Y,Available
Image Entertainment,014381607420,Black Beauty,"New Adventures Of Black Beauty, The: Season 1",2010-01-26,DVD,Tv,24.98,Y,Available
Image Entertainment,014381635225,Various,Knut & Friends,2010-01-26,DVD,Children,14.98,Y,Available
Image Entertainment,014381608328,Various,A Mother'S Prayer,2010-01-26,DVD,Family,14.98,Y,Available
Image Entertainment,014381607529,Black Beauty,"New Adventures Of Black Beauty: Season 2, The",2010-05-04,DVD,Tv,24.98,Y,Available
Image Entertainment,014381665024,Various,Blood Done Sign My Name,2010-08-03,DVD,Insp,27.98,Y,Available
Image Entertainment,014381667653,Various,Blood Done Sign My Name (Bluray),2010-08-03,DVD,Insp,29.98,Y,Available
Image Entertainment,014381289428,Various,Gotta Serve Somebody: The Gospel Songs Of Bob Dylan,2010-08-03,DVD,Family,14.98,Y,Available
Paramount,667068485325,Various,Prince Of Egypt,1999-09-01,DVD,Children,7.99,Y,Available
Paramount,097361179445,Various,Bee Movie (Wide Screen),2008-03-11,DVD,Family,19.99,Y,Available
Paramount,097368758544,Various,Touched By An Angel: The Complete First Season,2008-04-01,DVD,Tv,19.99,Y,Available
Paramount,097360537246,Andy Griffith,Andy Griffith Season 1,2008-04-01,DVD,Tv,22.99,Y,Available
Paramount,097368877047,Various,Touched By An Angel: The Complete Second Season,2008-04-01,DVD,Tv,16.99,Y,Available
Paramount,097360698541,Andy Griffith,Andy Griffith Season 2,2008-04-01,DVD,Tv,22.99,Y,Available
Paramount,097369600149,Various,It'S A Wonderful Life,2008-10-07,DVD,Christmas,19.99,Y,Available
Paramount,097368931749,Various,Noelle,2008-11-11,DVD,Insp,19.99,Y,Available
Paramount,097361225944,Various,Gomer Pyle Usmc Season 3,2008-10-07,DVD,Tv,39.99,N,Available
Paramount,097361234342,Various,I Love Lucy Complete Series,2008-10-07,DVD,Tv,235.99,N,Available
Paramount,097361242941,Andy Griffith,Andy Griffith Complete Series,2008-10-07,DVD,Tv,235.99,Y,Available
Paramount,097361327242,Various,Gomer Pyle Usmc Season 4,2008-10-07,DVD,Tv,39.99,N,Available
Paramount,097361370040,7Th Heaven,7Th Heaven Season 6,2008-10-07,DVD,Tv,49.99,Y,Available
Paramount,097360384345,Andy Griffith,Andy Griffith Season 6,2008-10-07,DVD,Tv,21.99,Y,Available
Paramount,097361392547,Various,Gomer Pyle Usmc Final Season,2008-10-07,DVD,Tv,39.99,N,Available
Warner Home Video,097360404449,7Th Heaven,7Th Heaven Season 4,2008-10-07,DVD,Tv,29.99,Y,Available
Paramount,097360405248,7Th Heaven,7Th Heaven Season 5,2008-10-07,DVD,Tv,49.99,Y,Available
Paramount,097360473049,Andy Griffith,Andy Griffith Season 3,2008-10-07,DVD,Tv,22.99,Y,Available
Paramount,097360537147,7Th Heaven,7Th Heaven Season 1,2008-10-07,DVD,Tv,29.99,Y,Available
Paramount,097360473544,Andy Griffith,Andy Griffith Season 4,2008-10-07,DVD,Tv,22.99,Y,Available
Paramount,097360698442,7Th Heaven,7Th Heaven Season 2,2008-10-07,DVD,Tv,29.99,Y,Available
Paramount,097360705546,Andy Griffith,Andy Griffith Season 8,2008-10-07,DVD,Tv,21.99,Y,Available
Paramount,097360706444,Andy Griffith,Andy Griffith Season 7,2008-10-07,DVD,Tv,21.99,Y,Available
Paramount,097368716247,Various,I Love Lucy 50Th Anniversary,2008-10-07,DVD,Tv,14.99,N,Available
Paramount,097361179544,Various,Kung Fu Panda,2008-11-08,DVD,Family,19.99,Y,Available
Paramount,097361386843,Various,Kung Fu Panda (Bd),2008-11-08,DVD,Family,39.98,Y,Available
Paramount,097361303543,Various,Touched By An Angel Season 4 Vol 1 & 2,2007-12-22,DVD,Tv,80.99,Y,Available
Paramount,097368748347,Peanuts,Cbs: Boy Named Charlie Brown (D-Se),2008-12-02,DVD,Children,14.99,Y,Available
Paramount,667068645224,Various,Joseph: King Of Dreams (D-Se-Ws),2008-12-02,DVD,Children,7.99,Y,Available
Paramount,841887050548,Various,Mary Pickford (D-Se),2008-12-02,DVD,Film,24.99,Y,Available
Paramount,841887050203,Various,"Question Of God, The (D-Ws-Se)",2008-12-02,DVD,Film,24.99,Y,Available
Paramount,841887051705,Various,"Tr, Story Of Theodore Roosevelt (D-Se)",2008-12-02,DVD,Film,24.99,Y,Available
Paramount,097368508743,Various,Touched By An Angel Ssn 3 Vol 2,2006-11-28,DVD,Tv,16.99,Y,Available
Paramount,097361398341,7Th Heaven,7Th Heaven Season 8,2009-03-03,DVD,Tv,39.99,Y,Available
Paramount,097368513549,Various,Touched By An Angel Ssn 4 Vol 1 (D-Se),2007-03-27,DVD,Tv,39.98,Y,Available
Paramount,097361396545,Various,A Plumm Summer,2009-05-19,DVD,Family,24.99,Y,Available
Paramount,097368882843,Various,Touched By An Angel Ssn 3 Vol 1,2006-02-25,DVD,Tv,16.99,Y,Available
Paramount,097360722840,7Th Heaven,7Th Heaven Season 9,2009-11-09,DVD,Tv,39.99,Y,Available
Paramount,097360720945,Various,It'S A Wonderful Life 2 Disc Collector'S Edition (Blu-Ray),2009-11-03,DVD,Family,29.99,Y,Available
Paramount,097368952041,Various,Touched By An Angel: Inspiration Collection: Hope,2009-11-10,DVD,Tv,14.99,Y,Available
Paramount,097368951945,Various,Touched By An Angel: Inspiration Collection: Holiday,2009-11-10,DVD,Tv,14.99,Y,Available
Paramount,097368953840,Various,Touched By An Angel: Inspiration Collection: Love,2010-01-26,DVD,Tv,14.99,Y,Available
Paramount,097368953741,Various,Touched By An Angel: Inspiration Collection: Faith,2010-01-26,DVD,Tv,14.99,Y,Available
Paramount,097360742640,7Th Heaven,7Th Heaven: Season 10,2010-03-30,DVD,Tv,39.99,Y,Available
Paramount,097361392042,7Th Heaven,7Th Heaven Season 7,2008-10-07,DVD,Tv,49.99,Y,Available
Inception Media,815300010105,Various,Flight Of Faith,2010-11-09,DVD,Family,9.98,Y,Available
Warner Home Video,883929150786,Peanuts,"Charlie Brown Valentine, A",2011-01-11,DVD,Children,14.97,Y,Available
Warner Home Video,883929005284,Peanuts,Be My Valentine Charlie Brown,2011-01-11,DVD,Children,19.97,Y,Available
Warner Home Video,026359177927,Various,Boycott,2011-01-11,DVD,Family,9.97,Y,Available
Warner Home Video,883929129768,Various,Of Boys And Men,2011-01-25,DVD,Family,14.96,Y,Available
Warner Home Video,053939747225,Various,Passing Glory,2011-01-11,DVD,Family,14.97,Y,Available
Image Entertainment,014381691122,Various,"Dogfather, The",2011-03-01,DVD,Family,27.97,Y,Available
Image Entertainment,628261046591,Various,In The Footsteps Of Christ (5 Dvd Set),2011-04-19,DVD,Family,29.98,Y,Available
Image Entertainment,014381668926,Various,Ronald Reagan: An American Journey,2011-02-01,DVD,Family,19.98,Y,Available
Warner Home Video,883929162574,Various,Tcm Greatest Classic Films: Lassie 4 Films,2011-02-15,DVD,Family,29.99,Y,Available
Warner Home Video,012569739864,Various,"Nun'S Story, The",2011-02-15,DVD,Family,19.97,Y,Available
Warner Home Video,012569756922,Various,"Miracle Of Our Lady Fatima, The",2011-02-15,DVD,Family,19.97,Y,Available
Warner Home Video,012569517424,Various,"Shoes Of The Fisherman, The",2011-02-15,DVD,Family,19.97,Y,Available
Warner Home Video,883929129058,Various,4 Film Favorites: Family Fun,2011-02-15,DVD,Family,14.99,Y,Available
Warner Home Video,883929148516,American Girl,Felicity: An American Girl Adventure Deluxe Edition,2011-02-15,DVD,Family,19.97,Y,Available
Image Entertainment,014381191721,Various,"Life And Passion Of Jesus Christ (Silent Film), The",2011-03-01,DVD,Family,24.99,Y,Available
Image Entertainment,014381640724,Various,When The Lights Go Out,2011-03-29,DVD,Family,14.98,Y,Available
Warner Home Video,012569816527,Various,Heidi,2011-03-15,DVD,Family,19.97,Y,Available
Warner Home Video,883929174508,Various,King Of Kings Blu-Ray,2011-03-29,DVD,Family,19.98,Y,Available
Warner Home Video,794051282828,Various,Tale Of Pigling Bland And Others,2011-03-15,DVD,Children,9.98,Y,Available
Warner Home Video,883929172856,Various,Charlton Heston Presents The Bible: 4 Pack,2011-03-29,DVD,Family,35.98,Y,Available
Warner Home Video,883929168835,Various,Charlton Heston Presents The Bible: Genesis,2011-03-29,DVD,Insp,12.97,Y,Available
Warner Home Video,883929169153,Various,Charlton Heston Presents The Bible: Jesus Of Nazareth,2011-03-29,DVD,Insp,12.97,Y,Available
Warner Home Video,883929168859,Various,Charlton Heston Presents The Bible: Moses,2011-03-29,DVD,Insp,12.97,Y,Available
Warner Home Video,883929168873,Various,Charlton Heston Presents The Bible: The Passion,2011-03-29,DVD,Insp,12.97,Y,Available
Paramount,097360754841,Andy Griffith,"Andy Griffith 50Th Anniversary: The Best Of Mayberry, The",2011-03-01,DVD,Tv,24.99,Y,Available
Warner Home Video,883929085095,Lord Of The Rings,Lord Of The Rings (Animated),2011-04-19,DVD,Ac,14.97,Y,Available
Image Entertainment,014381693829,Various,"Way Back, The",2011-04-19,DVD,Ac,27.97,Y,Available
Image Entertainment,014381698022,Various,Love Me Or Leave Me,2011-04-19,DVD,Ac,14.98,Y,Available
Paramount,097361099743,Various,Joseph / Prince Of Egypt Double Feature,2011-04-19,DVD,Ac,14.98,Y,Available
Paramount,097368525146,Various,Touched By An Angel: The Fourth Season (Volume Two Standard Dvd Full Screen),2008-12-04,DVD,Tv,39.98,Y,Available
Image Entertainment,014381551228,Various,"Greatest Song, The",2010-09-14,DVD,Family,14.98,Y,Available
Image Entertainment,014381275827,Various,Lord Help Us,2010-09-14,DVD,Family,14.98,Y,Available
Image Entertainment,014381610628,Various,Magical Christmas Collection,2010-10-05,DVD,Children,14.98,Y,Available
Paramount,097368433045,Various,"Homecoming: A Christmas Story, The",2010-10-05,DVD,Family,14.98,Y,Available
Paramount,758445305722,Various,Escape From Wildcat Canyon,2010-10-26,DVD,Family,14.98,Y,Available
Warner Home Video,883929084579,Peanuts,Charlie Brown'S Christmas Tales,2010-10-05,DVD,Children,14.97,Y,Available
Warner Home Video,883929081974,Peanuts,I Want A Dog For Christmas Charlie Brown,2010-10-05,DVD,Children,19.97,Y,Available
Warner Home Video,883929006489,Peanuts,"Charlie Brown Thanksgiving, A",2010-10-05,DVD,Children,19.97,Y,Available
Paramount,097361434445,Various,White Christmas: Anniversary Edition,2010-11-09,DVD,Family,25.99,Y,Available
Warner Home Video,883929118120,Various,"Chronicles Of Narnia Box Set , The",2010-11-09,DVD,Family,39.99,Y,Available
Image Entertainment,014381675658,Various,"Lightkeepers Blu Ray, The",2010-11-23,DVD,Family,28.98,Y,Available
Image Entertainment,014381675528,Various,"Lightkeepers, The",2010-11-23,DVD,Family,27.97,Y,Available
Paramount,097360730449,7Th Heaven,7Th Heaven: The Final Season,2010-11-23,DVD,Family,49.98,Y,Available
Paramount,097368958340,Various,Beyond The Prairie,2011-04-19,DVD,Family,19.99,Y,Available
Monarch Films,723952078551,Various,Coyote County Loser,2011-04-19,DVD,Family,24.95,Y,Available
Universal,025192197024,Various,Lorenzo'S Oil,2010-08-31,DVD,Insp,14.98,Y,Available
Universal,025192468520,Various,Flipper,2010-08-31,DVD,Family,6.98,Y,Available
Universal,025195016681,Curious George,Curious George: Goes To The Doctor And Lends A Helping Hand,2009-06-30,DVD,Children,14.98,Y,Available
Universal,025195016698,Curious George,Curious George: Takes A Vacation And Discovers New Things,2009-06-30,DVD,Children,14.98,Y,Available
Universal,025195047890,Curious George,Curious George Goes Green!,2009-06-30,DVD,Children,16.98,Y,Available
Universal Studios Home Enterta,025192000171,Various,Fly Me To The Moon (Anamorphic Widescreen 3D),2009-06-02,DVD,Family,19.98,Y,Available
Universal,025193229427,Various,The Tale Of Despereaux,2009-04-07,DVD,Children,14.98,Y,Available
Universal,025195016803,Curious George,Curious George: Sails With Pirates And Other Capers,2008-12-23,DVD,Children,14.98,Y,Available
Universal,025195005340,Curious George,Curious George: Plays In The Snow And Other Awesome Activities,2008-12-23,DVD,Children,14.98,Y,Available
Universal,025192616020,Curious George,Curious George,2008-12-23,DVD,Children,19.98,Y,Available
Universal,025195016810,Curious George,Curious George: Leads The Band And Other Musical Mayhem,2008-12-23,DVD,Children,14.98,Y,Available
Universal,025192030826,Curious George,Curious George: Zoo Night And Other Animal Stories,2008-12-23,DVD,Children,14.98,Y,Available
Universal,025192867422,Various,Evan Almighty,2007-10-09,DVD,Family,14.98,Y,Available
Universal,025192089213,Various,Get Coached By Mike Singletary: A Vision Of Faith,2010-11-09,DVD,Family,19.99,Y,Available
Universal,025192089268,Various,"Get Coached By Bobby Bowden: God, Family And Football",2010-11-09,DVD,Family,19.99,Y,Available
Warner Home Video,883929191697,Warner Home Video,Dolphin Tale Blu Ray Combo Pack,2011-12-20,DVD,Family,12.98,Y,Available
Warner Home Video,883929191680,Warner Home Video,Dolphin Tale,2011-12-20,DVD,Family,14.98,Y,Available
Monarch Films,723952078384,Various,Black And Blue,2012-01-24,DVD,Family,24.95,Y,Available
Warner Home Video,883929177288,Peanuts,Happiness Is...Peanuts Friends Forever,2012-01-10,DVD,Family,14.97,Y,Available
Image Entertainment,628261126996,Various,In The Footsteps Of Christ 5 Dvd Amaray Case,2012-03-06,DVD,Family,24.98,Y,Available
Image Entertainment,014381715620,Various,"Ideal Husband, The",2011-08-02,DVD,Family,14.98,Y,Available
Image Entertainment,014381706956,Various,"Perfect Game: Blu Ray, The",2011-08-02,DVD,Family,29.97,Y,Available
Image Entertainment,014381706826,Various,"Perfect Game, The",2011-08-02,DVD,Family,19.98,Y,Available
Warner Home Video,883929201921,Various,Boys Town,2011-08-23,DVD,Family,9.97,Y,Available
Warner Home Video,883929157860,Various,Chariots Of Fire,2011-08-02,DVD,Family,14.96,Y,Available
Warner Home Video,883929202591,Various,Pure Country 2: The Gift,2011-08-02,DVD,Family,19.96,Y,Available
Warner Home Video,883929178261,Warner Home Video,Ben Hur 2-Disc,2011-09-27,DVD,Family,20.98,Y,Available
Warner Home Video,883929119202,Warner Home Video,Ben Hur Ultimate Collection (Bd),2011-09-27,DVD,Family,64.98,Y,Available
Warner Home Video,883929119219,Warner Home Video,Ben Hur Ultimate Collection,2011-09-27,DVD,Family,49.98,Y,Available
Inception Media,815300010082,Various,Growing The Big One,2011-09-13,DVD,Family,9.99,Y,Available
Warner Home Video,883929137459,American Girl,Kit Kittredge: An American Girl Deluxe Edition,2011-09-13,DVD,Family,19.97,Y,Available
Monarch Films,723952060037,Various,Season Of Change,2011-09-13,DVD,Family,6.99,Y,Available
Monarch Films,723952078087,Various,"Jesus, Mary And Joey",2011-09-13,DVD,Family,9.99,Y,Available
Monarch Films,723952078155,Various,Short Track,2011-09-13,DVD,Family,9.99,Y,Available
Image Entertainment,014381794120,Various,Trinity Goodheart,2012-03-20,DVD,Insp,14.98,Y,Available
Image Entertainment,014381788426,Various,Decision,2012-03-06,DVD,Insp,22.98,Y,Available
Warner Home Video,883929199310,Various,"Man For All Seasons, A",2011-09-27,DVD,Family,14.96,Y,Available
Warner Home Video,794043131912,Various,Fox And The Child,2011-07-12,DVD,Family,12.97,Y,Available
Warner Home Video,883929160532,Peanuts,Happiness Is...Peanuts: Snoopy'S Adventures,2011-06-21,DVD,Children,14.97,Y,Available
Warner Home Video,012569765832,Various,My Dog Skip,2011-07-12,DVD,Family,6.98,Y,Available
Warner Home Video,883929148981,Various,Chronicles Of Narnia: The Lion The Witch And The Warbrobe (Animated),2011-06-07,DVD,Children,14.98,Y,Available
Warner Home Video,794051210821,Various,"Story Of Gospel Music, The",2011-06-07,DVD,Family,9.98,Y,Available
Inception Media,617742220797,Mahalia Jackson,"Gospel Calling: Mahalia Jackson Sings, A",2011-06-07,DVD,Gospel,19.98,Y,Available
Inception Media,617742218794,Various,Soul Of The Church,2011-06-07,DVD,Gospel,14.98,Y,Available
Monarch Films,723952077851,Various,"Adventures Of Greyfriar'S Bobby, The",2011-06-21,DVD,Family,9.99,Y,Available
Image Entertainment,014381681529,Various,Lord All Men Can'T Be Dogs,2011-06-21,DVD,Family,14.98,Y,Available
Warner Home Video,883929101207,Various,Twas The Night Before Christmas,2011-10-04,DVD,Family,19.97,Y,Available
Warner Home Video,883929160525,Peanuts,Peanuts: Happiness Is Snow Days,2011-10-25,DVD,Family,14.97,Y,Available
Warner Home Video,883929137428,Various,Frosty'S Winter Wonderland Deluxe Edition,2011-10-25,DVD,Family,19.97,Y,Available
Warner Home Video,012569677159,Various,"Christmas Carol, A",2011-10-25,DVD,Family,9.99,Y,Available
Monarch Films,723952076571,Various,Angel Doll,2011-10-04,DVD,Family,9.99,Y,Available
Warner Home Video,883929137466,Various,Twas The Night Before Christmas: Deluxe Edition (Blu-Ray),2011-10-25,DVD,Family,24.98,Y,Available
Warner Home Video,085391157038,Warner Home Video,Polar Express: Blu-Ray,2011-10-04,DVD,Family,24.98,Y,Available
Warner Home Video,883929145478,Peanuts,"Charlie Brown Thanksgiving (Blu-Ray/Dvd Combo), A",2011-10-04,DVD,Family,24.98,Y,Available
Warner Home Video,883929030828,Various,George Balanchine'S The Nutcracker (1993),2011-10-04,DVD,Family,9.97,Y,Available
Universal,025192414923,Various,Stealing Christmas,2011-10-04,DVD,Christmas,14.98,Y,Available
Image Entertainment,011891701532,Various,Escape To Grizzly Mountain / Courage Mountain,2011-10-04,DVD,Family,15.98,Y,Available
Image Entertainment,011891511773,Various,Man'S Best Friend: Dog Adventures (5 Movies),2011-10-04,DVD,Family,12.98,Y,Available
Image Entertainment,011891514422,Andy Griffith,The Andy Griffith Show 50Th Anniversary Edition,2011-10-04,DVD,Family,12.98,Y,Available
Warner Home Video,883929085118,Peanuts,"Charlie Brown Christmas, A (Blu-Ray/Dvd Combo)",2011-10-04,DVD,Family,24.98,Y,Available
Warner Home Video,883929074976,Various,Free Willy: Escape From Pirates Cove,2011-10-18,DVD,Family,9.98,Y,Available
Warner Home Video,883929208012,Various,Classic Family Animation 3 Pack Fun,2011-10-25,DVD,Family,26.99,Y,Available
Warner Home Video,883929208388,Various,Dr. Seuss' Holidays On The Loose,2011-10-25,DVD,Family,29.98,Y,Available
Warner Home Video,883929145904,Various,"Year Without Santa Claus (Blu-Ray/Dvd Combo), The",2011-10-18,DVD,Family,24.98,Y,Available
Warner Home Video,883929075751,Various,How The Grinch Stole Christmas Blu Ray,2011-10-18,DVD,Family,24.98,Y,Available
Warner Home Video,883929042258,Various,How The Grinch Stole Christmas Deluxe Edition,2011-10-18,DVD,Family,19.97,Y,Available
Warner Home Video,883929137800,Peanuts,Happiness Is A Warm Blanket Charlie Brown,2011-10-18,DVD,Family,19.98,Y,Available
Warner Home Video,012569799172,Various,Horton Hears A Who Deluxe Edition,2011-10-18,DVD,Family,14.98,Y,Available
Warner Home Video,794043140655,Lord Of The Rings,Lord Of The Rings: The Two Towers Bd,2011-10-18,DVD,Family,14.98,Y,Available
Warner Home Video,794043131837,Lord Of The Rings,Lord Of The Rings: The Return Of The King Bd,2011-10-18,DVD,Family,14.98,Y,Available
Warner Home Video,794043141522,Lord Of The Rings,Lord Of The Rings: The Fellowship Of The Ring Bd,2011-10-18,DVD,Family,14.98,Y,Available
Universal,025192112997,Various,Tim Tebow: Everything In Between,2011-11-08,DVD,Family,19.99,Y,Available
Image Entertainment,014381756029,Various,Alleged,2011-11-08,DVD,Family,22.98,Y,Available
Image Entertainment,014381756159,Various,Alleged (Blu-Ray),2011-11-08,DVD,Family,29.98,Y,Available
Paramount,097361459745,Various,Scrooge (Blu Ray),2011-11-08,DVD,Christmas,24.99,Y,Available
Paramount,097363806349,Various,Scrooge,2011-11-08,DVD,Family,14.98,Y,Available
Image Entertainment,014381776751,Various,Fireplace And Melodies For The Holidays (Blu-Ray),2011-11-29,DVD,Family,12.98,Y,Available
Image Entertainment,014381775525,Various,Fireplace And Melodies For The Holidays,2011-11-29,DVD,Family,9.98,Y,Available
Monarch Films,723952078612,Various,Christmas Mail,2011-11-08,DVD,Family,24.95,Y,Available
Paramount,097360694246,7Th Heaven,7Th Heaven Season 3,2008-10-07,DVD,Tv,29.99,Y,Available
Monarch Films,723952077356,Various,"Bear Named Winnie, A",2011-05-10,DVD,Family,9.99,Y,Available
Monarch Films,723952078063,Various,Paradise Texas,2011-05-10,DVD,Family,9.99,Y,Available
Warner Home Video,883929181667,Various,Gettysburg Blu-Ray Book,2011-05-24,DVD,Insp,27.98,Y,Available
Warner Home Video,883929173280,Various,Gods And Generals Blu-Ray Book,2011-05-24,DVD,Insp,27.98,Y,Available
Warner Home Video,883929033065,Various,Taking Chance,2011-05-10,DVD,Insp,9.98,Y,Available
Image Entertainment,881737801296,Various,Ring Of Glory,2011-05-10,DVD,Family,9.98,Y,Available
Image Entertainment,014381753721,Various,Perfect Gift,2011-11-08,DVD,Christmas,14.98,Y,Available
Image Entertainment,628261134892,Various,Ancient Secrets Of The Bible: Angel Encounters,2014-01-14,DVD,Film,9.98,Y,Available
Image Entertainment,014381100617,Various,In Sickness And In Health / To Love And To Cherish Double Feature,2014-01-14,DVD,Film,14.98,Y,Available
Warner Home Video,883929303472,Various,Charlotte'S Web Dvd,2014-01-06,DVD,Film,9.99,Y,Available
Warner Home Video,883929301898,Various,Charlotte'S Web Dvd/Bluray Combo Pack,2013-12-06,DVD,Film,9.98,Y,Available
Warner Home Video,883929312436,Various,Dreamer,2013-12-06,DVD,Film,9.98,Y,Available
Warner Home Video,794043690426,Various,Secondhand Lions Dvd,2013-12-06,DVD,Film,9.98,Y,Available
Warner Home Video,794043132919,Various,Secondhand Lions Bluray,2013-12-06,DVD,Film,14.98,Y,Available
Warner Home Video,883929037476,Various,Quo Vadis Bluray,2013-12-06,DVD,Film,14.98,Y,Available
Warner Home Video,053939613926,Various,Gettysburg Dvd,2013-12-06,DVD,Film,9.98,Y,Available
Warner Home Video,883929206247,Various,Gettysburg Bluray,2013-12-06,DVD,Film,14.98,Y,Available
Warner Home Video,883929206230,Various,Gods And Generals Bluray (Director'S Cut),2013-12-06,DVD,Film,14.98,Y,Available
Image Entertainment,014381000177,Various,Dove Approved Family Movie Collection,2014-02-25,DVD,Film,19.98,Y,Available
Edify Media (Purchased),853028004051,Various,A Father'S Son,2014-03-11,DVD,Film,15.98,Y,Available
Image Entertainment,054961876594,Various,Total Body Sculpting,2013-09-24,DVD,Video,14.99,Y,Available
Image Entertainment,054961872794,Various,28 Day Bootcamp With Coach Nicole,2013-09-24,DVD,Video,14.99,Y,Available
Warner Home Video,883929161195,Warner Home Video,Waltons: The Complete First Season,2005-11-23,DVD,Tv,27.98,Y,Available
