ATHLETE FIRST,ATHLETE LAST,NATIONALITY,START NUMBER,SWIM,T1,BIKE,T2,RUN,POSITION,TOTAL TIME,PROGRAM
Matthew,Reed,USA,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,23,01:56:31,Elite Men
Carlos,Gil,ESP,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,24,01:56:31,Elite Men
Andy,Kelsey,USA,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,25,01:56:34,Elite Men
Arturo,Garza,MEX,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,26,01:56:40,Elite Men
Paul,Tichelaar,CAN,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,27,01:56:47,Elite Men
Andreas,Raelert,GER,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,28,01:56:53,Elite Men
Gerald,Horvath,AUT,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,29,01:56:56,Elite Men
Vasilis,Krommidas,GRE,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,30,01:56:57,Elite Men
Michael,Smedley,USA,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,31,01:57:01,Elite Men
Hunter,Kemper,USA,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,32,01:57:19,Elite Men
Laurent,Jeanselme,FRA,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,33,01:57:38,Elite Men
Andreas,Grutter,SUI,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,34,01:57:43,Elite Men
David,Haines,GBR,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,35,01:57:48,Elite Men
Javier,Rosas,MEX,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,36,01:57:51,Elite Men
Axel,Zeebroek,BEL,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,37,01:58:12,Elite Men
Sebastien,Laflamme,CAN,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,38,01:58:14,Elite Men
Maik,Petzold,GER,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,39,01:58:19,Elite Men
Kelly,Guest,CAN,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,40,01:58:41,Elite Men
Brent,Perdrizet,USA,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,41,01:58:56,Elite Men
Paulo,Miyashiro,BRA,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,42,01:59:04,Elite Men
Uzziel,Valderrabano,MEX,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,43,01:59:15,Elite Men
Bryan,Rhodes,NZL,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,44,01:59:30,Elite Men
Brent,Mcmahon,CAN,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,45,01:59:36,Elite Men
Greg,Remaly,USA,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,46,01:59:50,Elite Men
Dominic,Burren,SUI,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,47,02:00:15,Elite Men
Ricardo,Cardeno,COL,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,48,02:00:29,Elite Men
Tyler,Butterfield,BER,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,49,02:01:10,Elite Men
Camilo,Gonzalez,VEN,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,50,02:02:07,Elite Men
Junichi,Yamamoto,JPN,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,51,02:02:16,Elite Men
Joe,Umphenour,USA,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,52,02:02:37,Elite Men
Jonathan,Ciavattella,ITA,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,53,02:02:46,Elite Men
Doug,Friman,USA,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,54,02:04:10,Elite Men
Alec,Rukosuev,USA,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,55,02:05:00,Elite Men
Daniel,Unger,GER,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,56,02:05:15,Elite Men
Nissim,Abergel,ISR,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,57,02:05:58,Elite Men
Michellie,Jones,AUS,,,,,,,1,02:01:57,Elite Women
Sheila,Taormina,USA,,,,,,,2,02:02:40,Elite Women
Barbara,Lindquist,USA,,,,,,,3,02:02:59,Elite Women
Carla,Moreno,BRA,,,,,,,4,02:03:47,Elite Women
Joanna,Zeiger,USA,,,,,,,5,02:04:24,Elite Women
Carol,Montgomery,CAN,,,,,,,6,02:05:00,Elite Women
Mariana,Ohata,BRA,,,,,,,7,02:05:46,Elite Women
Kathleen,Smet,BEL,,,,,,,8,02:05:54,Elite Women
Susan,Williams,USA,,,,,,,9,02:06:03,Elite Women
Sandra,Soldan,BRA,,,,,,,10,02:06:13,Elite Women
Laura,Bennett,USA,,,,,,,11,02:06:35,Elite Women
Jill,Savege,CAN,,,,,,,12,02:06:44,Elite Women
Ana,Burgos,ESP,,,,,,,13,02:06:50,Elite Women
Lenka,Zemanova,CZE,,,,,,,14,02:07:00,Elite Women
Anja,Dittmer,GER,,,,,,,15,02:07:16,Elite Women
Akiko,Sekine,JPN,,,,,,,16,02:07:51,Elite Women
Christiane,Pilz,GER,,,,,,,17,02:07:57,Elite Women
Natasha,Filliol,CAN,,,,,,,18,02:08:06,Elite Women
Barbara,Kosser,GER,,,,,,,19,02:08:16,Elite Women
Tereza,Macel,CZE,,,,,,,20,02:08:49,Elite Women
Donna,Phelan,CAN,,,,,,,21,02:09:24,Elite Women
Becky,Gibbs,USA,,,,,,,22,02:09:47,Elite Women
Sibylle,Matter,SUI,,,,,,,23,02:10:00,Elite Women
Jessica,Mayon,BEL,,,,,,,24,02:10:05,Elite Women
Kathy,Tremblay,CAN,,,,,,,25,02:10:19,Elite Women
Stephanie,Gros,FRA,,,,,,,26,02:10:41,Elite Women
Amanda,Pagon,USA,,,,,,,27,02:10:49,Elite Women
Simone,Buerli,SUI,,,,,,,28,02:10:52,Elite Women
Cornelia,Bourgadel,FRA,,,,,,,29,02:10:59,Elite Women
Gillian,Kornell,CAN,,,,,,,30,02:11:20,Elite Women
Jessica,Harrison,FRA,,,,,,,31,02:11:43,Elite Women
Laurie,Hug,USA,,,,,,,32,02:11:49,Elite Women
Samantha,Mcglone,CAN,,,,,,,33,02:11:57,Elite Women
Pilar,Hidalgo,ESP,,,,,,,34,02:12:12,Elite Women
Ana Cristina,Bocanera,BRA,,,,,,,35,02:12:41,Elite Women
Delphine,Py-Bilot,FRA,,,,,,,36,02:13:36,Elite Women
Anne Marie,Koszegi,CAN,,,,,,,37,02:14:43,Elite Women
Christine,Jeffrey,CAN,,,,,,,38,02:14:50,Elite Women
Isabelle,Gagnon,CAN,,,,,,,39,02:15:26,Elite Women
Alison,Hayden,USA,,,,,,,40,02:15:46,Elite Women
Jessi,Stensland,USA,,,,,,,41,02:16:58,Elite Women
Thalia,Castillo,MEX,,,,,,,42,02:18:30,Elite Women
