 Season Schedule,,,,,,,
Date,Game Number,Visiting Team,Visiting Score,Home Team,Home Score,Game Time/Status,Venue
2012-10-26,74,Charlotte,6,Grand Rapids,4,Final ,"Van Andel Arena Grand Rapids, MI"
2012-10-26,79,Springfield,3,Providence,0,Final ,"Dunkin' Donuts Center Providence, RI"
2012-10-26,80,Rochester,4,W-B/Scranton,5,Final OT ,"Mohegan Sun Arena at Casey Plaza Wilkes-Barre, PA"
2012-10-26,75,Toronto,5,Hamilton,4,Final OT ,"Copps Coliseum Hamilton, ON"
2012-10-26,76,Abbotsford,5,Lake Erie,3,Final ,"Quicken Loans Arena Cleveland, OH"
2012-10-26,81,Bridgeport,1,Worcester,5,Final ,"DCU Center Worcester, MA"
2012-10-26,77,Houston,6,Oklahoma City,4,Final ,"Cox Convention Center Oklahoma City, OK"
2012-10-26,78,Chicago,1,Peoria,4,Final ,"Carver Arena Peoria, IL"
2012-10-27,93,Norfolk,2,St. John's,3,Final ,"Mile One Centre St. John's, NL"
2012-10-27,82,Rochester,6,Adirondack,2,Final ,"Glens Falls Civic Center Glens Falls, NY"
2012-10-27,84,Providence,3,Connecticut,6,Final ,"XL Center Hartford, CT"
2012-10-27,85,Rockford,6,Grand Rapids,5,Final OT ,"Van Andel Arena Grand Rapids, MI"
2012-10-27,86,Albany,0,Hershey,3,Final ,"Giant Center Hershey, PA"
2012-10-27,89,Worcester,1,Manchester,5,Final ,"Verizon Wireless Arena Manchester, NH"
2012-10-27,91,Binghamton,2,Portland,4,Final *,"Androscoggin Bank Colisee Lewiston, ME"
2012-10-27,92,Bridgeport,3,Springfield,2,Final SO ,"MassMutual Center Springfield, MA"
2012-10-27,88,Abbotsford,3,Lake Erie,4,Final SO ,"Quicken Loans Arena Cleveland, OH"
2012-10-27,94,W-B/Scranton,4,Syracuse,1,Final ,"Onondaga County War Memorial Arena Syracuse, NY"
2012-10-27,83,San Antonio,5,Chicago,6,Final ,"Allstate Arena Rosemont, IL"
2012-10-27,87,Milwaukee,0,Houston,4,Final ,"Toyota Center Houston, TX"
2012-10-27,90,Charlotte,4,Peoria,0,Final ,"Carver Arena Peoria, IL"
2012-10-28,103,Norfolk,2,St. John's,0,Final ,"Mile One Centre St. John's, NL"
2012-10-28,102,Portland,2,Springfield,3,Final ,"MassMutual Center Springfield, MA"
2012-10-28,104,Adirondack,4,Syracuse,3,Final OT ,"Onondaga County War Memorial Arena Syracuse, NY"
2012-10-28,105,Bridgeport,2,Worcester,5,Final ,"DCU Center Worcester, MA"
2012-10-28,98,Binghamton,0,Manchester,4,Final *,"Verizon Wireless Arena Manchester, NH"
2012-10-28,95,Grand Rapids,3,Chicago,2,Final OT ,"Allstate Arena Rosemont, IL"
2012-10-28,96,Abbotsford,1,Hamilton,2,Final ,"Copps Coliseum Hamilton, ON"
2012-10-28,97,W-B/Scranton,2,Hershey,3,Final ,"Giant Center Hershey, PA"
2012-10-28,99,Texas,2,Oklahoma City,4,Final ,"Cox Convention Center Oklahoma City, OK"
2012-10-28,100,Charlotte,6,Peoria,0,Final ,"Carver Arena Peoria, IL"
2012-10-28,101,San Antonio,1,Rockford,3,Final ,"BMO Harris Bank Center Rockford, IL"
2012-10-31,106,Charlotte,4,Milwaukee,5,Final ,"BMO Harris Bradley Center Milwaukee, WI"
2012-11-01,108,Lake Erie,4,Peoria,3,Final SO ,"Carver Arena Peoria, IL"
2012-11-01,107,Toronto,0,Abbotsford,3,Final ,"Abbotsford Entertainment & Sports Centre Abbotsford, BC"
2012-11-02,110,Syracuse,4,Adirondack,1,Final ,"Glens Falls Civic Center Glens Falls, NY"
2012-11-02,111,Connecticut,2,Albany,1,Final SO ,"Times Union Center Albany, NY"
2012-11-02,112,W-B/Scranton,3,Manchester,0,Final ,"Verizon Wireless Arena Manchester, NH"
2012-11-02,121,Hershey,3,Springfield,2,Final SO ,"MassMutual Center Springfield, MA"
2012-11-02,117,Worcester,3,Providence,2,Final ,"Dunkin' Donuts Center Providence, RI"
2012-11-02,118,Hamilton,2,Rochester,3,Final SO ,"Blue Cross Arena Rochester, NY"
2012-11-02,114,Binghamton,4,Norfolk,3,Final ,"Norfolk Scope Norfolk, VA"
2012-11-02,116,St. John's,0,Portland,3,Final ,"Cumberland County Civic Center Portland, ME"
2012-11-02,113,Lake Erie,2,Milwaukee,1,Final ,"BMO Harris Bradley Center Milwaukee, WI"
2012-11-02,115,Houston,3,Oklahoma City,4,Final ,"Cox Convention Center Oklahoma City, OK"
2012-11-02,119,Chicago,6,Rockford,3,Final ,"BMO Harris Bank Center Rockford, IL"
2012-11-02,120,Grand Rapids,2,San Antonio,3,Final ,"AT&T Center San Antonio, TX"
2012-11-02,109,Toronto,2,Abbotsford,4,Final ,"Abbotsford Entertainment & Sports Centre Abbotsford, BC"
2012-11-03,122,Albany,0,Adirondack,4,Final ,"Glens Falls Civic Center Glens Falls, NY"
2012-11-03,123,Hershey,2,Bridgeport,3,Final ,"Webster Bank Arena Bridgeport, CT"
2012-11-03,124,Rochester,3,Hamilton,4,Final ,"Copps Coliseum Hamilton, ON"
2012-11-03,130,St. John's,3,Worcester,2,Final OT ,"DCU Center Worcester, MA"
2012-11-03,125,Binghamton,2,Norfolk,4,Final ,"Norfolk Scope Norfolk, VA"
2012-11-03,126,Houston,4,Oklahoma City,3,Final SO ,"Cox Convention Center Oklahoma City, OK"
2012-11-03,129,Grand Rapids,4,Texas,1,Final ,"Cedar Park Center Cedar Park, TX"
2012-11-03,128,Lake Erie,3,Rockford,6,Final ,"BMO Harris Bank Center Rockford, IL"
2012-11-03,127,Milwaukee,3,Peoria,0,Final *,"Carver Arena Peoria, IL"
2012-11-04,131,W-B/Scranton,5,Bridgeport,3,Final ,"Webster Bank Arena Bridgeport, CT"
2012-11-04,132,Chicago,1,Charlotte,4,Final ,"Time Warner Cable Arena Charlotte, NC"
2012-11-04,137,Manchester,0,Worcester,1,Final SO ,"DCU Center Worcester, MA"
2012-11-04,135,St. John's,0,Providence,3,Final ,"Dunkin' Donuts Center Providence, RI"
2012-11-04,136,Oklahoma City,0,San Antonio,2,Final ,"AT&T Center San Antonio, TX"
2012-11-04,134,Grand Rapids,2,Houston,1,Final SO ,"Toyota Center Houston, TX"
2012-11-04,133,Springfield,10,Connecticut,2,Final ,"XL Center Hartford, CT"
2012-11-06,138,Chicago,2,Charlotte,1,Final ,"Time Warner Cable Arena Charlotte, NC"
2012-11-07,139,Norfolk,2,Bridgeport,4,Final ,"Webster Bank Arena Bridgeport, CT"
2012-11-07,140,Milwaukee,2,Grand Rapids,4,Final ,"Van Andel Arena Grand Rapids, MI"
2012-11-07,142,St. John's,1,Manchester,4,Final ,"Verizon Wireless Arena Manchester, NH"
2012-11-07,143,Binghamton,0,W-B/Scranton,1,Final SO ,"Mohegan Sun Arena at Casey Plaza Wilkes-Barre, PA"
2012-11-07,141,Syracuse,3,Hamilton,0,Final ,"Copps Coliseum Hamilton, ON"
2012-11-08,144,Peoria,4,Charlotte,5,Final OT ,"Time Warner Cable Arena Charlotte, NC"
2012-11-08,145,Toronto,6,Houston,4,Final ,"Toyota Center Houston, TX"
2012-11-09,148,Peoria,2,Charlotte,4,Final ,"Time Warner Cable Arena Charlotte, NC"
2012-11-09,149,Rockford,3,Grand Rapids,5,Final ,"Van Andel Arena Grand Rapids, MI"
2012-11-09,152,Bridgeport,5,Manchester,2,Final ,"Verizon Wireless Arena Manchester, NH"
2012-11-09,156,Connecticut,0,Springfield,2,Final ,"MassMutual Center Springfield, MA"
2012-11-09,154,Albany,1,Providence,2,Final SO ,"Dunkin' Donuts Center Providence, RI"
2012-11-09,155,Adirondack,2,Rochester,1,Final ,"Blue Cross Arena Rochester, NY"
2012-11-09,158,Hershey,3,W-B/Scranton,1,Final ,"Mohegan Sun Arena at Casey Plaza Wilkes-Barre, PA"
2012-11-09,150,Syracuse,4,Hamilton,1,Final *,"Bell Centre Montreal, QC"
2012-11-09,159,Portland,1,Worcester,3,Final ,"DCU Center Worcester, MA"
2012-11-09,153,Chicago,4,Milwaukee,7,Final ,"BMO Harris Bradley Center Milwaukee, WI"
2012-11-09,151,Lake Erie,5,Houston,4,Final SO ,"Toyota Center Houston, TX"
2012-11-09,157,Toronto,3,Texas,0,Final ,"Cedar Park Center Cedar Park, TX"
2012-11-09,146,Oklahoma City,0,Abbotsford,4,Final ,"Abbotsford Entertainment & Sports Centre Abbotsford, BC"
2012-11-10,161,Adirondack,1,Albany,2,Final ,"Times Union Center Albany, NY"
2012-11-10,163,St. John's,2,Hershey,1,Final ,"Giant Center Hershey, PA"
2012-11-10,164,Providence,0,Manchester,3,Final ,"Verizon Wireless Arena Manchester, NH"
2012-11-10,171,Connecticut,6,Worcester,2,Final ,"DCU Center Worcester, MA"
2012-11-10,162,Norfolk,2,Binghamton,4,Final ,"Broome County Veterans Memorial Arena Binghamton, NY"
2012-11-10,170,Portland,3,W-B/Scranton,4,Final SO ,"Mohegan Sun Arena at Casey Plaza Wilkes-Barre, PA"
2012-11-10,168,Rochester,5,Syracuse,2,Final ,"Onondaga County War Memorial Arena Syracuse, NY"
2012-11-10,167,Toronto,5,San Antonio,3,Final ,"AT&T Center San Antonio, TX"
2012-11-10,169,Lake Erie,5,Texas,4,Final SO ,"Cedar Park Center Cedar Park, TX"
2012-11-10,165,Grand Rapids,5,Peoria,3,Final ,"Carver Arena Peoria, IL"
2012-11-10,166,Milwaukee,4,Rockford,2,Final ,"BMO Harris Bank Center Rockford, IL"
2012-11-10,160,Oklahoma City,2,Abbotsford,1,Final OT ,"Abbotsford Entertainment & Sports Centre Abbotsford, BC"
2012-11-11,172,Connecticut,3,Bridgeport,4,Final ,"Webster Bank Arena Bridgeport, CT"
2012-11-11,175,Worcester,4,Providence,3,Final SO ,"Dunkin' Donuts Center Providence, RI"
2012-11-11,173,Portland,3,Hershey,1,Final ,"Giant Center Hershey, PA"
2012-11-11,176,Norfolk,0,Springfield,5,Final ,"MassMutual Center Springfield, MA"
2012-11-11,174,Texas,4,Houston,2,Final ,"Toyota Center Houston, TX"
2012-11-12,177,Norfolk,5,Albany,4,Final SO ,"Times Union Center Albany, NY"
2012-11-13,180,Houston,7,San Antonio,5,Final ,"AT&T Center San Antonio, TX"
2012-11-13,179,Toronto,6,Oklahoma City,5,Final OT ,"Cox Convention Center Oklahoma City, OK"
2012-11-13,178,Lake Erie,0,Abbotsford,3,Final ,"Abbotsford Entertainment & Sports Centre Abbotsford, BC"
2012-11-14,182,Rochester,4,Hamilton,1,Final ,"Copps Coliseum Hamilton, ON"
2012-11-14,183,Adirondack,4,Manchester,1,Final ,"Verizon Wireless Arena Manchester, NH"
2012-11-14,184,Worcester,4,Portland,2,Final *,"Androscoggin Bank Colisee Lewiston, ME"
2012-11-14,186,Springfield,1,W-B/Scranton,2,Final ,"Mohegan Sun Arena at Casey Plaza Wilkes-Barre, PA"
2012-11-14,185,Peoria,5,Rockford,4,Final ,"BMO Harris Bank Center Rockford, IL"
2012-11-14,181,Lake Erie,0,Abbotsford,2,Final ,"Abbotsford Entertainment & Sports Centre Abbotsford, BC"
2012-11-15,187,San Antonio,0,Texas,3,Final ,"Cedar Park Center Cedar Park, TX"
2012-11-16,199,Albany,3,St. John's,4,Final SO ,"Mile One Centre St. John's, NL"
2012-11-16,189,Portland,2,Connecticut,1,Final ,"XL Center Hartford, CT"
2012-11-16,188,Adirondack,2,Binghamton,5,Final ,"Broome County Veterans Memorial Arena Binghamton, NY"
2012-11-16,195,Manchester,2,Providence,3,Final ,"Dunkin' Donuts Center Providence, RI"
2012-11-16,196,Abbotsford,3,Rochester,2,Final ,"Blue Cross Arena Rochester, NY"
2012-11-16,201,Bridgeport,1,W-B/Scranton,3,Final ,"Mohegan Sun Arena at Casey Plaza Wilkes-Barre, PA"
2012-11-16,190,Toronto,3,Hamilton,6,Final ,"Copps Coliseum Hamilton, ON"
2012-11-16,191,Grand Rapids,6,Lake Erie,5,Final OT ,"Quicken Loans Arena Cleveland, OH"
2012-11-16,192,Springfield,3,Norfolk,2,Final ,"Norfolk Scope Norfolk, VA"
2012-11-16,200,Hershey,1,Syracuse,6,Final ,"Onondaga County War Memorial Arena Syracuse, NY"
2012-11-16,193,Milwaukee,1,Oklahoma City,2,Final OT ,"Cox Convention Center Oklahoma City, OK"
2012-11-16,194,Chicago,2,Peoria,3,Final OT ,"Carver Arena Peoria, IL"
2012-11-16,197,Houston,1,Rockford,2,Final ,"BMO Harris Bank Center Rockford, IL"
2012-11-16,198,Charlotte,4,San Antonio,3,Final ,"AT&T Center San Antonio, TX"
2012-11-17,212,Hamilton,1,Toronto,6,Final ,"Ricoh Coliseum Toronto, ON"
2012-11-17,209,Albany,5,St. John's,3,Final ,"Mile One Centre St. John's, NL"
2012-11-17,203,Manchester,0,Bridgeport,4,Final ,"Webster Bank Arena Bridgeport, CT"
2012-11-17,205,W-B/Scranton,1,Hershey,4,Final ,"Giant Center Hershey, PA"
2012-11-17,208,Providence,2,Portland,1,Final ,"Cumberland County Civic Center Portland, ME"
2012-11-17,213,Connecticut,2,Worcester,1,Final ,"DCU Center Worcester, MA"
2012-11-17,202,Rochester,2,Binghamton,3,Final ,"Broome County Veterans Memorial Arena Binghamton, NY"
2012-11-17,206,Springfield,5,Norfolk,2,Final ,"Norfolk Scope Norfolk, VA"
2012-11-17,210,Adirondack,2,Syracuse,5,Final ,"Onondaga County War Memorial Arena Syracuse, NY"
2012-11-17,204,Peoria,3,Chicago,2,Final ,"Allstate Arena Rosemont, IL"
2012-11-17,207,Milwaukee,2,Oklahoma City,5,Final ,"Cox Convention Center Oklahoma City, OK"
2012-11-17,211,Charlotte,0,Texas,1,Final SO ,"Cedar Park Center Cedar Park, TX"
2012-11-18,218,Abbotsford,0,Toronto,5,Final ,"Ricoh Coliseum Toronto, ON"
2012-11-18,216,Bridgeport,6,Providence,2,Final ,"Dunkin' Donuts Center Providence, RI"
2012-11-18,214,Syracuse,5,Hershey,3,Final ,"Giant Center Hershey, PA"
2012-11-18,217,Charlotte,4,San Antonio,3,Final SO ,"AT&T Center San Antonio, TX"
2012-11-18,215,Rockford,2,Houston,3,Final *,"Xcel Energy Center St. Paul, MN"
2012-11-20,221,Hamilton,1,St. John's,3,Final ,"Mile One Centre St. John's, NL"
2012-11-20,220,Manchester,5,Portland,1,Final ,"Cumberland County Civic Center Portland, ME"
2012-11-20,219,Milwaukee,3,Chicago,5,Final ,"Allstate Arena Rosemont, IL"
2012-11-21,226,Hamilton,2,St. John's,1,Final ,"Mile One Centre St. John's, NL"
2012-11-21,222,Bridgeport,1,Adirondack,5,Final ,"Glens Falls Civic Center Glens Falls, NY"
2012-11-21,223,W-B/Scranton,4,Hershey,0,Final ,"Giant Center Hershey, PA"
2012-11-21,224,Charlotte,5,Norfolk,2,Final ,"Norfolk Scope Norfolk, VA"
2012-11-21,225,Peoria,4,Rockford,5,Final ,"BMO Harris Bank Center Rockford, IL"
2012-11-21,227,Oklahoma City,6,Texas,4,Final ,"Cedar Park Center Cedar Park, TX"
2012-11-22,228,Toronto,2,Binghamton,3,Final ,"Broome County Veterans Memorial Arena Binghamton, NY"
2012-11-23,229,Norfolk,1,Adirondack,2,Final ,"Glens Falls Civic Center Glens Falls, NY"
2012-11-23,230,Connecticut,7,Bridgeport,5,Final ,"Webster Bank Arena Bridgeport, CT"
2012-11-23,231,Chicago,3,Grand Rapids,4,Final ,"Van Andel Arena Grand Rapids, MI"
2012-11-23,233,Worcester,4,Manchester,3,Final OT ,"Verizon Wireless Arena Manchester, NH"
2012-11-23,235,Springfield,5,Portland,6,Final OT ,"Cumberland County Civic Center Portland, ME"
2012-11-23,236,Albany,2,Rochester,5,Final ,"Blue Cross Arena Rochester, NY"
2012-11-23,232,Rockford,4,Lake Erie,2,Final ,"Quicken Loans Arena Cleveland, OH"
2012-11-23,238,Binghamton,2,Syracuse,1,Final ,"Onondaga County War Memorial Arena Syracuse, NY"
2012-11-23,234,Milwaukee,4,Peoria,5,Final SO ,"Carver Arena Peoria, IL"
2012-11-23,237,Houston,2,San Antonio,1,Final ,"AT&T Center San Antonio, TX"
2012-11-23,239,Abbotsford,1,Texas,0,Final OT ,"Cedar Park Center Cedar Park, TX"
2012-11-24,241,Syracuse,4,Albany,1,Final ,"Times Union Center Albany, NY"
2012-11-24,250,Providence,3,St. John's,2,Final SO ,"Mile One Centre St. John's, NL"
2012-11-24,240,Hershey,1,Adirondack,3,Final ,"Glens Falls Civic Center Glens Falls, NY"
2012-11-24,243,Oklahoma City,4,Charlotte,2,Final ,"Time Warner Cable Arena Charlotte, NC"
2012-11-24,245,Norfolk,2,Connecticut,5,Final ,"XL Center Hartford, CT"
2012-11-24,249,Manchester,4,Springfield,3,Final SO ,"MassMutual Center Springfield, MA"
2012-11-24,252,Portland,1,Worcester,5,Final ,"DCU Center Worcester, MA"
2012-11-24,242,Bridgeport,1,Binghamton,6,Final ,"Broome County Veterans Memorial Arena Binghamton, NY"
2012-11-24,251,Toronto,1,W-B/Scranton,2,Final ,"Mohegan Sun Arena at Casey Plaza Wilkes-Barre, PA"
2012-11-24,246,Rockford,4,Lake Erie,3,Final SO ,"Quicken Loans Arena Cleveland, OH"
2012-11-24,244,Milwaukee,4,Chicago,3,Final SO ,"Allstate Arena Rosemont, IL"
2012-11-24,248,Abbotsford,3,San Antonio,2,Final SO ,"AT&T Center San Antonio, TX"
2012-11-24,247,Grand Rapids,4,Peoria,1,Final ,"Carver Arena Peoria, IL"
2012-11-25,254,Oklahoma City,7,Charlotte,2,Final ,"Time Warner Cable Arena Charlotte, NC"
2012-11-25,259,Portland,3,Manchester,2,Final OT ,"Verizon Wireless Arena Manchester, NH"
2012-11-25,261,Connecticut,3,Springfield,2,Final ,"MassMutual Center Springfield, MA"
2012-11-25,263,Syracuse,6,Worcester,1,Final ,"DCU Center Worcester, MA"
2012-11-25,253,W-B/Scranton,5,Albany,4,Final SO *,"Boardwalk Hall Atlantic City, NJ"
2012-11-25,255,Milwaukee,3,Grand Rapids,2,Final ,"Van Andel Arena Grand Rapids, MI"
2012-11-25,256,Lake Erie,4,Hamilton,1,Final *,"Copps Coliseum Hamilton, ON"
2012-11-25,260,Texas,5,San Antonio,3,Final ,"AT&T Center San Antonio, TX"
2012-11-25,262,Providence,0,St. John's,6,Final *,"Mile One Centre St. John's, NL"
2012-11-25,257,Toronto,2,Hershey,4,Final ,"Giant Center Hershey, PA"
2012-11-25,258,Abbotsford,2,Houston,3,Final OT ,"Toyota Center Houston, TX"
2012-11-27,264,Texas,5,Rockford,4,Final ,"BMO Harris Bank Center Rockford, IL"
2012-11-28,265,St. John's,3,Adirondack,2,Final ,"Glens Falls Civic Center Glens Falls, NY"
2012-11-28,268,San Antonio,4,Rochester,2,Final ,"Blue Cross Arena Rochester, NY"
2012-11-28,267,Hershey,5,Norfolk,2,Final ,"Norfolk Scope Norfolk, VA"
2012-11-28,266,Rockford,4,Chicago,2,Final ,"Allstate Arena Rosemont, IL"
2012-11-29,269,Oklahoma City,1,Houston,2,Final SO ,"Toyota Center Houston, TX"
2012-11-30,271,Binghamton,7,Adirondack,4,Final ,"Glens Falls Civic Center Glens Falls, NY"
2012-11-30,272,St. John's,1,Albany,0,Final ,"Times Union Center Albany, NY"
2012-11-30,273,Texas,3,Grand Rapids,1,Final ,"Van Andel Arena Grand Rapids, MI"
2012-11-30,274,Bridgeport,2,Hershey,5,Final ,"Giant Center Hershey, PA"
2012-11-30,277,Springfield,5,Manchester,4,Final ,"Verizon Wireless Arena Manchester, NH"
2012-11-30,279,Worcester,3,Portland,4,Final ,"Cumberland County Civic Center Portland, ME"
2012-11-30,280,Connecticut,2,Providence,4,Final ,"Dunkin' Donuts Center Providence, RI"
2012-11-30,281,Toronto,4,Rochester,1,Final ,"Blue Cross Arena Rochester, NY"
2012-11-30,282,Syracuse,3,W-B/Scranton,5,Final ,"Mohegan Sun Arena at Casey Plaza Wilkes-Barre, PA"
2012-11-30,276,San Antonio,6,Lake Erie,2,Final ,"Quicken Loans Arena Cleveland, OH"
2012-11-30,278,Chicago,2,Milwaukee,3,Final ,"BMO Harris Bradley Center Milwaukee, WI"
2012-11-30,275,Oklahoma City,3,Houston,4,Final ,"Toyota Center Houston, TX"
2012-11-30,270,Hamilton,1,Abbotsford,5,Final ,"Abbotsford Entertainment & Sports Centre Abbotsford, BC"
2012-12-01,291,San Antonio,2,Lake Erie,4,Final ,"Quicken Loans Arena Cleveland, OH"
2012-12-01,284,Albany,3,Adirondack,2,Final ,"Glens Falls Civic Center Glens Falls, NY"
2012-12-01,285,Worcester,4,Bridgeport,3,Final SO ,"Webster Bank Arena Bridgeport, CT"
