 Season Schedule,,,,,,,
Date,Game Number,Visiting Team,Visiting Score,Home Team,Home Score,Game Time/Status,Venue
2012-05-09,5,Toronto,3,Abbotsford,2,Final OT ,"Abbotsford Entertainment & Sports Centre Abbotsford, BC"
2012-05-10,4,Oklahoma City,2,San Antonio,1,Final OT ,"AT&T Center San Antonio, TX"
2012-05-11,6,W-B/Scranton,4,St. John's,2,Final ,"Mile One Centre St. John's, NL"
2012-05-11,6,Connecticut,1,Norfolk,2,Final OT ,"Norfolk Scope Norfolk, VA"
2012-05-11,5,Oklahoma City,4,San Antonio,3,Final ,"AT&T Center San Antonio, TX"
2012-05-12,7,W-B/Scranton,2,St. John's,3,Final ,"Mile One Centre St. John's, NL"
2012-05-17,1,St. John's,1,Norfolk,6,Final ,"Norfolk Scope Norfolk, VA"
2012-05-17,1,Toronto,5,Oklahoma City,0,Final ,"Cox Convention Center Oklahoma City, OK"
2012-05-18,2,Toronto,1,Oklahoma City,5,Final ,"Cox Convention Center Oklahoma City, OK"
2012-05-19,2,St. John's,1,Norfolk,3,Final ,"Norfolk Scope Norfolk, VA"
2012-05-21,3,Oklahoma City,3,Toronto,5,Final ,"Ricoh Coliseum Toronto, ON"
2012-05-21,3,Norfolk,1,St. John's,0,Final OT ,"Mile One Centre St. John's, NL"
2012-05-22,4,Norfolk,4,St. John's,0,Final ,"Mile One Centre St. John's, NL"
2012-05-23,4,Oklahoma City,0,Toronto,3,Final ,"Ricoh Coliseum Toronto, ON"
2012-05-25,5,Oklahoma City,1,Toronto,3,Final ,"Ricoh Coliseum Toronto, ON"
2012-06-01,1,Toronto,1,Norfolk,3,Final ,"Norfolk Scope Norfolk, VA"
2012-06-02,2,Toronto,2,Norfolk,4,Final ,"Norfolk Scope Norfolk, VA"
2012-06-07,3,Norfolk,1,Toronto,0,Final OT ,"Ricoh Coliseum Toronto, ON"
2012-06-09,4,Norfolk,6,Toronto,1,Final ,"Ricoh Coliseum Toronto, ON"
