,,,,,,,,,,,,,
,26　  京　　  都　　  府,Kyoto-fu,609000,472000,24000,3000,2000,10000,2000,1000,44.4,23000,3000
,27　  大　　  阪　　  府,Osaka-fu,1715000,1350000,78000,17000,8000,30000,8000,5000,40.4,66000,9000
,28　  兵　　  庫　　  県,Hyogo-ken,1255000,1037000,56000,9000,7000,18000,6000,3000,42.3,46000,5000
,29　  奈　　  良　　  県,Nara-ken,349000,307000,11000,1000,1000,5000,1000,1000,46.3,11000,2000
,30　  和　 歌　 山　  県,Wakayama-ken,258000,218000,5000,1000,0,3000,0,0,44.8,13000,2000
,31　  鳥　　  取　　  県,Tottori-ken,142000,127000,2000,0,0,1000,0,0,47.7,6000,1000
,32　  島　　  根　　  県,Shimane-ken,176000,163000,2000,0,0,1000,0,0,43.8,6000,1000
,33　  岡　　  山　　  県,Okayama-ken,447000,394000,10000,0,2000,6000,1000,0,47.9,19000,2000
,34　  広　　  島　　  県,Hiroshima-ken,641000,555000,23000,7000,2000,8000,3000,2000,37.9,31000,3000
,35　  山　　  口　　  県,Yamaguchi-ken,366000,321000,7000,2000,1000,3000,1000,1000,41.9,18000,2000
,36　  徳　　  島　　  県,Tokushima-ken,205000,175000,4000,0,1000,2000,1000,0,49.1,10000,2000
,37　  香　　  川　　  県,Kagawa-ken,245000,211000,5000,1000,1000,3000,1000,0,46.2,15000,1000
,38　  愛　　  媛　　  県,Ehime-ken,362000,307000,8000,2000,0,4000,1000,0,38.8,30000,3000
,39　  高　　  知　　  県,Kochi-ken,196000,165000,4000,1000,0,2000,0,0,39,14000,1000
,40　  福　　  岡　　  県,Fukuoka-ken,1002000,848000,27000,10000,2000,9000,2000,1000,30.5,40000,5000
,41　  佐　　  賀　　  県,Saga-ken,187000,172000,2000,0,0,1000,1000,0,52.1,7000,1000
,42　  長　　  崎　　  県,Nagasaki-ken,314000,276000,9000,4000,1000,3000,0,0,25.9,14000,3000
,43　  熊　　  本　　  県,Kumamoto-ken,407000,365000,8000,2000,1000,3000,1000,0,37,18000,3000
,44　  大　　  分　　  県,Oita-ken,270000,243000,6000,2000,1000,2000,0,0,29.4,12000,2000
,45　  宮　　  崎　　  県,Miyazaki-ken,288000,257000,3000,0,1000,2000,0,0,43.5,20000,1000
,46　  鹿　 児　 島　  県,Kagoshima-ken,459000,412000,5000,1000,1000,2000,0,0,36.7,26000,3000
,47　  沖　　  縄　　  県,Okinawa-ken,209000,174000,7000,3000,0,2000,0,0,26.2,13000,2000
,01 100  札　　 幌　　 市 ,Sapporo-shi,375000,303000,12000,4000,1000,4000,1000,1000,30.8,16000,2000
,04 100  仙　　 台　 　市 ,Sendai-shi,203000,166000,9000,3000,0,4000,1000,0,33.4,5000,1000
,11 100  さ い  た  ま 市,Saitama-shi,236000,196000,12000,4000,1000,4000,1000,1000,34.2,8000,0
,12 100  千　　 葉　　 市 ,Chiba-shi,204000,172000,8000,2000,1000,3000,1000,0,40.7,7000,1000
,13 100  特　別　 区　 部 ,Ku-area,1450000,941000,98000,19000,13000,32000,11000,4000,39.4,53000,9000
,14 100  横　   浜     市,Yokohama-shi,735000,581000,42000,8000,4000,16000,5000,4000,44.4,24000,1000
,14 130  川 　  崎     市,Kawasaki-shi,210000,165000,13000,4000,1000,5000,2000,1000,41.2,8000,1000
,23 100  名   古   屋  市,Nagoya-shi,404000,316000,28000,14000,1000,8000,3000,0,26.4,18000,2000
,26 100  京  　 都　   市,Kyoto-shi,324000,224000,15000,3000,1000,6000,1000,1000,42.1,12000,2000
,27 100  大　   阪 　  市,Osaka-shi,456000,351000,24000,7000,2000,8000,2000,2000,35.4,17000,3000
,28 100  神　   戸     市,Kobe-shi,327000,259000,18000,4000,2000,6000,2000,1000,41.4,9000,1000
,34 100  広  　 島   　市,Hiroshima-shi,218000,179000,11000,4000,1000,3000,1000,1000,35.4,10000,1000
,40 100  北   九   州  市,Kitakyushu-shi,198000,164000,7000,2000,0,2000,1000,0,33.8,9000,1000
,40 130  福　   岡 　  市,Fukuoka-shi,233000,176000,9000,4000,1000,2000,0,0,23.9,9000,1000
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,1)　敷地の所有名義「不詳」を含む。,,,"1)  Including title deed to site ""Not reported"".",,,,,,,,,
,2)　敷地の共有の持ち分「不詳」を含む。,,,"2)  Including share of ownership of site ""Not reported"".",,,,,,,,,
,,,,,,,,,,,,,
,"(a)  The spouse, parents, etc. who do not share the dwelling or the livelihood",,,,,,,,,,,,
