CMTE_ID,CMTE_NM,PURPOSE,SUM(FI.TRANSACTION_AMT)
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,CONTRACT SERVICES-LEGAL,16333.32
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,CONTRACT SERVICES-MEDIA,12545.45
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,CONTRACT SERVICES-MEDIA OPERATIONS,3500
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,CONTRACT SERVICES-MEDIA TRAINING,2774.8
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,CONTRACT SERVICES-OPERATIONS,9000
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,CONTRACT SERVICES-PRINTING AND PRODUCTION,26668
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,CONTRACT SERVICES-PRODUCER,2067579
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,CONTRACT SERVICES-PRODUCTION,6666
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,CONTRACT SERVICES-PROGRAM CONSULTANT,20000
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,CONTRACT SERVICES-PROGRAM MANAGEMENT,45000
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,CONTRACT SERVICES-SECURITY,195009
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,CONTRACT SERVICES-TECH SUPPORT,7000
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,CONTRACT SERVICES-TECHNICAL,55187.5
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,CONTRACT SERVICES-VIDEO PRODUCTION,3000
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,CONTRACT SERVICES-WEB WRITING,16000
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,CONTRACT SERVICES-WRITER,4000
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,CONTRACT SERVICES-WRITING,32000
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,CONTRACT SERVICES/EXECUTIVE,10000
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,CONTRACT SVCS-EXECUTIVE,40833.33
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,CONTRACT SVCS-LEGAL,694.66
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,CONTRACT SVCS-OPERATIONS,9000
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,CONTRACT SVCS-TECH SUPPORT,1000
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,CONTRACT SVCS-TECHNICAL,5437.5
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,CONTRACT SVCS-WEB WRITING,4000
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,CONTRACTOR PER DIEM,1400
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,CONTRACTOR TRAVEL AND SHIPPING EXPENSES,129.73
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,CONTRACTOR TRAVEL EXPENSE,7142
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,CONTRACTOR-TRAVEL EXPENSE REIMBURSEMENT,162
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,CONVENTION BADGES,36531
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,COURT REPORTER,30975
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,COURT REPORTERS,571
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,COURT REPORTING,452.4
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,CREATION AND DESIGN OF VIDEO BANNER,800
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,DESIGN OF LOGISTICS MANAGEMENT TOOL,7720
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,EMAIL BLAST AND SOFTWARE TRAINING,2500
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,EXPENSE ENVELOPES,82.82
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,FACILITY RENTAL,11465
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,FILM PRODUCTION,53805
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,FLAGS,23747.63
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,FLORAL ARRANGEMENT,1927.35
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,FLORAL ARRANGEMENT FOR CONVENTION,3953.29
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,FLOWERS,182.36
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,FUEL,17176
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,GAVEL,115.56
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,GAVELS,947.09
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,GRAPHIC DESIGN CONSULTANT EXPENSE REIMBURSEMENT,1487.98
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,HEALTH INSURANCE,164274.6
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,INK CARTRIDGES,160.1
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,INTERN STIPEND,51050
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,LANDYARDS,8361.32
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,LANYARDS,835.03
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,LAPEL PINS,1517.28
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,LEGAL FEES,5552.05
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,LODGING,885279.67
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,LODGING/CATERING/AUDIO VISUAL,3826.51
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,LODGINGCATERING OFFICE SPACE & IT,86900.11
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,MEALS,13286.58
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,MEDIA DATABASE SOFTWARE,3600
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,MEETING ROOM RENTAL,1539.87
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,MEMORY CARD,1739.88
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,MILEAGE REIMBURSEMENT,413.82
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,MUSIC ENTERTAINMENT,195
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,NEWS MEDIA DIRECTORY,1059.32
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,NEWSPAPER SUBSCRIPTION,337.1
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,NOTARY COMMISSION FEE,40
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,NOTARY FEES,100
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,NOTARY STAMP,34.44
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,OFFICE EXPENSES: TELEPHONE AND INTERNET,135.75
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,OFFICE SPACE PHONES COMPUTERS PRINTERS,2681.24
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,OFFICE SUPPLIES,4129.54
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,OFFICE SUPPLIES-BAGS,23.52
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,OFFICE SUPPLIES-SHIPPING MATERIALS,533.11
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,PARKING,1012.75
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,PAYROL,2405.62
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,PAYROLL,2313750.82
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,PAYROLL SERVICES,5319.73
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,PAYROLL TAXES,718663.61
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,PENS,613.32
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,PER DEIM,50
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,PER DIEM,79745
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,PER DIEM FOR PRESS GALLERY,27073.75
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,PERMIT FOR RALLY,127
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,PETTY CASH REPLENISHMENT,4188.77
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,PHOTOGRAPHY SERVICES,4951.75
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,PHOTOS,550
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,PO BOX RENEWAL,200
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,POST OFFICE BOX FEE,1
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,POSTAGE,3898.38
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,PRESS CONFERENCE EQUIPMENT,325
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,PRINTING,44330.93
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,PRINTING OF SIGNS,170
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,PRINTNG,750
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,PROMOTIIONAL ITEMS,3956.75
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,PROMOTIONAL HATS,3546.16
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,PROMOTIONAL ITEMS-BOWLS,1676.5
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,PROMOTIONAL ITEMS-CREDENTIAL HOLDERS,2292.84
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,PROMOTIONAL ITEMS-GIFT BAGS,6209.07
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,PROMOTIONAL LAPEL PINS,1333.69
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,RADIOS AND LOGISTICAL SUPPORT,23085.5
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,RALLY SIGNS,8968.2
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,REIMBURSEMENT,140649.3
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,REIMBURSEMENT-TELECOM PRINTING & SHIPPING,1776.01
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,REIMBURSEMENT:TELECOM PRINTING & PARKING,1731.29
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,RENT,2513.4
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,RENT FAX PHONE INTERNET AND COPIES,2726.99
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,RENTAL FEE,118
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,RENTFAXPHONEINTERNET & COPIES,2671.86
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,REPLACEMENT PAYROLL CHECK,1498.16
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,ROOM RENTAL,4455
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,ROOM RENTAL AND SETUP CATERING AUDIO,13356.78
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,ROOM SETUP FOR RALLY,12500
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,SATELLITE EXPENSE,14525
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,SATELLITE FEED,21225
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,SECURITY,46752.09
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,SECURITY CONTRACTOR EXPENSE REIMBURSEMENT,103.05
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,SERVER-INSTALL & SUPPORT,1000
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,SETUP AND REMOVAL OF MEETING ROOMS AND PRESS CONFERENCE ROOMS,18982.48
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,SHIPPING,550.87
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,SHREDDING SERVICE,426.62
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,SIGN,155
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,SPANISH TRANSLATION,3135.3
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,SPEECH COACHING SERVICES,32349.77
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,STAMPS,533
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,STATIONARY,128.38
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,SUBSCRIPTION,5338.8
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,TELECOMMUNICATIONS REIMBURSEMENT,892.94
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,TEXT SERVICE,5000
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,TICKETS,41.44
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,TIES AND SCARVES,5630.2
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,TRAIN TICKET,398
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,TRAINING COURSE,39.99
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,TRANSPORTATION,2186.71
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,TRAVEL EXPENSE REIMBURSEMENT,70
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,TV RENTAL,3960
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,UNIFORMS,10505.3
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,VIDEO EXPENSE,229.95
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,VIDEO PRODUCTION,1076172
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,VIDEO PRODUCTION/EQUIPMENT RENTAL,20000
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,VOIDED CHECK - ORIGINALLY ISSUED ON 6/20/08,-39.89
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,VOIDED CHECK-ORIGINAL CHECK OF 11/9/2007,-203.53
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,VOIDED CHECK-ORIGINALLY ISSUED ON 9/30/08,-1498.16
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,WEB HOSTING,11793.2
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,WEB STREAMING,3670
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,WEBHOSTING,1190
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,WEBSITE,100000
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,WEBSITE EXPENSE,45057.24
C00422048,COMMITTEE ON ARRANGEMENTS FOR THE 2008 REPUBLICAN NATIONAL CONVENTION,WORKFORCE ENHANCEMENT FEE,65
