Abbotsford Season Schedule,,,,,,,
Date,Game Number,Visiting Team,Visiting Score,Home Team,Home Score,Game Time/Status,Venue
2013-12-22,427,Abbotsford,3,Hamilton,2,Final SO ,"Copps Coliseum Hamilton, ON"
2013-12-27,437,Oklahoma City,1,Abbotsford,5,Final ,"Abbotsford Entertainment & Sports Centre Abbotsford, BC"
2013-12-28,448,Oklahoma City,2,Abbotsford,4,Final ,"Abbotsford Entertainment & Sports Centre Abbotsford, BC"
2014-01-03,475,Hamilton,2,Abbotsford,1,Final ,"Abbotsford Entertainment & Sports Centre Abbotsford, BC"
2014-01-04,489,Hamilton,3,Abbotsford,1,Final ,"Abbotsford Entertainment & Sports Centre Abbotsford, BC"
2014-01-07,510,Abbotsford,1,San Antonio,5,Final ,"AT&T Center San Antonio, TX"
2014-01-10,527,Abbotsford,0,Texas,5,Final ,"Cedar Park Center Cedar Park, TX"
2014-01-11,538,Abbotsford,3,San Antonio,2,Final OT ,"AT&T Center San Antonio, TX"
2014-01-15,555,Abbotsford,4,Rockford,3,Final OT ,"BMO Harris Bank Center Rockford, IL"
2014-01-17,562,Abbotsford,0,Grand Rapids,3,Final ,"Van Andel Arena Grand Rapids, MI"
2014-01-18,574,Abbotsford,3,Grand Rapids,2,Final ,"Van Andel Arena Grand Rapids, MI"
2014-01-24,599,Utica,1,Abbotsford,0,Final OT ,"Abbotsford Entertainment & Sports Centre Abbotsford, BC"
2014-01-25,612,Utica,4,Abbotsford,3,Final OT ,"Abbotsford Entertainment & Sports Centre Abbotsford, BC"
2014-01-31,645,Hamilton,0,Abbotsford,6,Final ,"Abbotsford Entertainment & Sports Centre Abbotsford, BC"
2014-02-01,659,Hamilton,1,Abbotsford,4,Final ,"Abbotsford Entertainment & Sports Centre Abbotsford, BC"
2014-02-04,676,Charlotte,1,Abbotsford,7,Final ,"Abbotsford Entertainment & Sports Centre Abbotsford, BC"
2014-02-05,683,Charlotte,3,Abbotsford,4,Final ,"Abbotsford Entertainment & Sports Centre Abbotsford, BC"
2014-02-08,700,Texas,2,Abbotsford,3,Final SO ,"Abbotsford Entertainment & Sports Centre Abbotsford, BC"
2014-02-09,712,Texas,7,Abbotsford,2,Final ,"Abbotsford Entertainment & Sports Centre Abbotsford, BC"
2014-02-15,725,Abbotsford,5,Charlotte,1,Final *,"PNC Arena Raleigh, NC"
2014-02-16,749,Abbotsford,4,Charlotte,5,Final OT *,"PNC Arena Raleigh, NC"
2014-02-21,770,Abbotsford,4,Milwaukee,2,Final ,"BMO Harris Bradley Center Milwaukee, WI"
2014-02-22,779,Abbotsford,3,Chicago,5,Final ,"Allstate Arena Rosemont, IL"
2014-02-23,793,Abbotsford,0,Chicago,2,Final ,"Allstate Arena Rosemont, IL"
2014-02-28,811,Grand Rapids,4,Abbotsford,3,Final SO ,"Abbotsford Entertainment & Sports Centre Abbotsford, BC"
2014-03-01,823,Grand Rapids,5,Abbotsford,2,Final ,"Abbotsford Entertainment & Sports Centre Abbotsford, BC"
2014-03-04,845,Texas,3,Abbotsford,1,Final ,"Abbotsford Entertainment & Sports Centre Abbotsford, BC"
2014-03-05,847,Texas,4,Abbotsford,3,Final OT ,"Abbotsford Entertainment & Sports Centre Abbotsford, BC"
2014-03-08,863,Chicago,7,Abbotsford,2,Final ,"Abbotsford Entertainment & Sports Centre Abbotsford, BC"
2014-03-09,877,Chicago,4,Abbotsford,1,Final ,"Abbotsford Entertainment & Sports Centre Abbotsford, BC"
2014-03-14,894,Utica,1,Abbotsford,3,Final ,"Abbotsford Entertainment & Sports Centre Abbotsford, BC"
2014-03-15,906,Utica,3,Abbotsford,1,Final ,"Abbotsford Entertainment & Sports Centre Abbotsford, BC"
2014-03-19,929,Abbotsford,1,Hamilton,3,Final ,"FirstOntario Centre Hamilton, ON"
2014-03-22,949,Abbotsford,5,Hamilton,1,Final ,"FirstOntario Centre Hamilton, ON"
2014-03-23,969,Abbotsford,2,Toronto,3,Final *,"Ricoh Coliseum Toronto, ON"
2014-03-28,993,Abbotsford,2,Utica,1,Final OT ,"Utica Memorial Auditorium Utica, NY"
2014-03-29,1006,Abbotsford,7,Utica,2,Final ,"Utica Memorial Auditorium Utica, NY"
2014-03-30,1013,Abbotsford,4,Toronto,6,Final ,"Ricoh Coliseum Toronto, ON"
2014-04-04,1022,Rockford,3,Abbotsford,6,Final ,"Abbotsford Entertainment & Sports Centre Abbotsford, BC"
2014-04-05,1036,Rockford,3,Abbotsford,5,Final ,"Abbotsford Entertainment & Sports Centre Abbotsford, BC"
2014-04-11,1066,Oklahoma City,2,Abbotsford,3,Final ,"Abbotsford Entertainment & Sports Centre Abbotsford, BC"
2014-04-13,1090,Oklahoma City,5,Abbotsford,4,Final SO ,"Abbotsford Entertainment & Sports Centre Abbotsford, BC"
2014-04-17,1111,Abbotsford,3,San Antonio,1,Final ,"AT&T Center San Antonio, TX"
2014-04-18,1123,Abbotsford,3,San Antonio,0,Final ,"AT&T Center San Antonio, TX"
2014-04-19,1136,Abbotsford,4,Texas,3,Final ,"Cedar Park Center Cedar Park, TX"
