Oklahoma City Season Schedule,,,,,,,
Date,Game Number,Visiting Team,Visiting Score,Home Team,Home Score,Game Time/Status,Venue
2012-12-14,362,San Antonio,1,Oklahoma City,5,Final ,"Cox Convention Center Oklahoma City, OK"
2012-12-15,374,San Antonio,3,Oklahoma City,5,Final ,"Cox Convention Center Oklahoma City, OK"
2012-12-16,380,Oklahoma City,3,Houston,4,Final SO ,"Toyota Center Houston, TX"
2012-12-21,406,Texas,3,Oklahoma City,0,Final ,"Cox Convention Center Oklahoma City, OK"
2012-12-22,420,Texas,2,Oklahoma City,6,Final ,"Cox Convention Center Oklahoma City, OK"
2012-12-27,436,Oklahoma City,5,Texas,4,Final ,"Cedar Park Center Cedar Park, TX"
2012-12-28,444,San Antonio,2,Oklahoma City,3,Final SO ,"Cox Convention Center Oklahoma City, OK"
2012-12-31,469,Texas,2,Oklahoma City,5,Final ,"Cox Convention Center Oklahoma City, OK"
2013-01-01,474,Oklahoma City,2,Houston,4,Final ,"Toyota Center Houston, TX"
2013-01-04,481,Oklahoma City,2,Grand Rapids,5,Final ,"Van Andel Arena Grand Rapids, MI"
2013-01-05,497,Oklahoma City,3,Milwaukee,2,Final SO ,"BMO Harris Bradley Center Milwaukee, WI"
2013-01-06,506,Oklahoma City,3,Chicago,6,Final ,"Allstate Arena Rosemont, IL"
2013-01-11,523,Charlotte,7,Oklahoma City,0,Final ,"Cox Convention Center Oklahoma City, OK"
2013-01-12,542,Charlotte,4,Oklahoma City,3,Final OT ,"Cox Convention Center Oklahoma City, OK"
2013-01-13,552,Texas,3,Oklahoma City,0,Final ,"Cox Convention Center Oklahoma City, OK"
2013-01-18,570,San Antonio,4,Oklahoma City,2,Final ,"Cox Convention Center Oklahoma City, OK"
2013-01-19,582,San Antonio,1,Oklahoma City,2,Final ,"Cox Convention Center Oklahoma City, OK"
2013-01-23,601,Oklahoma City,4,Grand Rapids,5,Final SO ,"Van Andel Arena Grand Rapids, MI"
2013-01-25,613,Oklahoma City,2,Milwaukee,8,Final ,"BMO Harris Bradley Center Milwaukee, WI"
2013-01-26,630,Oklahoma City,4,Rockford,3,Final ,"BMO Harris Bank Center Rockford, IL"
2013-01-31,637,Charlotte,2,Oklahoma City,1,Final ,"Cox Convention Center Oklahoma City, OK"
2013-02-01,644,Charlotte,3,Oklahoma City,7,Final ,"Cox Convention Center Oklahoma City, OK"
2013-02-08,680,Grand Rapids,3,Oklahoma City,4,Final ,"Cox Convention Center Oklahoma City, OK"
2013-02-09,692,Grand Rapids,5,Oklahoma City,7,Final ,"Cox Convention Center Oklahoma City, OK"
2013-02-15,728,Oklahoma City,3,Texas,4,Final SO ,"Cedar Park Center Cedar Park, TX"
2013-02-16,741,Oklahoma City,0,Texas,4,Final ,"Cedar Park Center Cedar Park, TX"
2013-02-22,770,Houston,3,Oklahoma City,4,Final ,"Cox Convention Center Oklahoma City, OK"
2013-02-23,780,Oklahoma City,1,Houston,2,Final ,"Toyota Center Houston, TX"
2013-02-26,800,Texas,2,Oklahoma City,3,Final ,"Cox Convention Center Oklahoma City, OK"
2013-03-02,827,Oklahoma City,5,Texas,4,Final SO ,"Cedar Park Center Cedar Park, TX"
2013-03-03,832,Oklahoma City,2,Charlotte,3,Final *,"Time Warner Cable Arena Charlotte, NC"
2013-03-04,839,Oklahoma City,4,Charlotte,2,Final ,"Time Warner Cable Arena Charlotte, NC"
2013-03-08,854,Rockford,4,Oklahoma City,3,Final SO ,"Cox Convention Center Oklahoma City, OK"
2013-03-09,868,Rockford,7,Oklahoma City,4,Final ,"Cox Convention Center Oklahoma City, OK"
2013-03-10,881,Oklahoma City,3,San Antonio,2,Final ,"AT&T Center San Antonio, TX"
2013-03-13,890,Oklahoma City,3,San Antonio,2,Final SO ,"AT&T Center San Antonio, TX"
2013-03-19,926,Rochester,3,Oklahoma City,2,Final SO ,"Cox Convention Center Oklahoma City, OK"
2013-03-22,939,Houston,3,Oklahoma City,2,Final ,"Cox Convention Center Oklahoma City, OK"
2013-03-23,955,Oklahoma City,3,San Antonio,2,Final ,"AT&T Center San Antonio, TX"
2013-03-27,971,Oklahoma City,2,Chicago,3,Final SO ,"Allstate Arena Rosemont, IL"
2013-03-29,989,Oklahoma City,4,Peoria,2,Final ,"Carver Arena Peoria, IL"
2013-03-30,1003,Oklahoma City,7,Rockford,3,Final ,"BMO Harris Bank Center Rockford, IL"
2013-04-02,1010,Hamilton,1,Oklahoma City,4,Final ,"Cox Convention Center Oklahoma City, OK"
2013-04-05,1029,Oklahoma City,3,Texas,2,Final ,"Cedar Park Center Cedar Park, TX"
2013-04-06,1037,Chicago,3,Oklahoma City,0,Final ,"Cox Convention Center Oklahoma City, OK"
2013-04-07,1048,Chicago,2,Oklahoma City,5,Final ,"Cox Convention Center Oklahoma City, OK"
2013-04-10,1057,Oklahoma City,4,Houston,1,Final ,"Toyota Center Houston, TX"
2013-04-12,1070,Oklahoma City,2,Rochester,3,Final SO ,"Blue Cross Arena Rochester, NY"
2013-04-14,1089,Oklahoma City,4,Hamilton,0,Final ,"Copps Coliseum Hamilton, ON"
2013-04-16,1099,Oklahoma City,1,Toronto,2,Final ,"Ricoh Coliseum Toronto, ON"
2013-04-19,1108,Abbotsford,0,Oklahoma City,1,Final ,"Cox Convention Center Oklahoma City, OK"
2013-04-20,1122,Abbotsford,3,Oklahoma City,7,Final ,"Cox Convention Center Oklahoma City, OK"
2013-04-21,1136,Houston,0,Oklahoma City,3,Final ,"Cox Convention Center Oklahoma City, OK"
