ATHLETE FIRST,ATHLETE LAST,NATIONALITY,START NUMBER,SWIM,T1,BIKE,T2,RUN,POSITION,TOTAL TIME
James,Loaring,CAN,0,00:20:12,00:00:00,00:57:37,00:00:00,00:35:39,40,01:54:16
Marcin,Wedlarski,SWE,0,00:19:50,00:00:00,00:58:04,00:00:00,00:35:38,41,01:54:20
James,Carothers,USA,0,00:21:03,00:00:00,00:56:53,00:00:00,00:35:46,42,01:54:28
Nick,Hornman,AUS,0,00:19:51,00:00:00,00:58:04,00:00:00,00:36:30,43,01:55:09
Hideo,Fukui,JPN,0,00:19:54,00:00:00,00:58:03,00:00:00,00:36:28,44,01:55:12
Si Eun,Moon,KOR,0,00:19:54,00:00:00,00:58:03,00:00:00,00:40:17,45,01:59:01
Hyun Ki,Hong,KOR,0,00:21:38,00:00:00,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Gyula,Kis,HUN,0,00:20:17,00:00:00,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Phillippe,Leduff,CAN,0,00:21:05,00:00:00,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Haeng Joon,Lee,KOR,0,00:19:35,00:00:00,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Brendan,Murphy,USA,0,00:20:12,00:00:00,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Jin Sub,Shin,KOR,0,00:21:01,00:00:00,00:00:00,00:00:00,00:00:00,DNF,00:00:00
