MBM-239DT,"Short Bristled Detail Double Thick Brush, 12 per case",Short Bristled Detail Double Thick Brush,12,1.55,,,0
MBM-275,"Crack and Crevice Detail Brush, 36 per case",Crack and Crevice Detail Brush,36,2.15,,,0
MBM-291,"Dual Head Detail Brush, White Nylon, 50 per case","Dual Head Detail Brush, White Nylon",50,2.65,,,0
MBM-296,"Dual Ended Crack & Crevice Detail Brush, 72 per case",Dual Ended Crack & Crevice Detail Brush,72,2.45,,,0
MBM-3032,"Soft Bristle Threaded Brush Plastic Head, 10 inch, 12 per case","Soft Bristle Threaded Brush Plastic Head, 10 inch",12,16.95,,,0
MBM-42,"Short Handle Fender Brush, Flagged Plastic Bristles, 12 per case","Short Handle Fender Brush, Flagged Plastic Bristles",12,7.5,,,0
MBM-43,"Long Handled Tamp Fender Brush, Flagged Plastic Bristles, 12 per case","Long Handled Tamp Fender Brush, Flagged Plastic Bristles",12,8.65,,,0
MBM-45,"Long 20 inch Handle Fender Brush, White Tampico Bristles 12 per case","Long 20 inch Handle Fender Brush, White Tampico Bristles 12 per case",12,8.65,,,0
MBM-49,"Medium Handle Tampico Fender Brush, 12 per case",Medium Handle Tampico Fender Brush,12,6.95,,,0
MBM-65,"Short Handled Upholstery Plastic Brush, 12 per case",Short Handled Upholstery Plastic Brush,12,5.75,,,0
MBM-6-BNP,"Stiff Fiber Carpet & Tire Sidewall Brush, 12 per case",Super Stiff Black Bristle Plastic Handle Brush,12,5.95,,,0
MBM-6-BP,"Super Stiff Brass Bristle Plastic Brass Whitewall Brush, 12 per case",Super Stiff Brass Bristle Plastic Brass Whitewall Brush,12,6.95,,,0
,,,,Total,0,0,0
